gene_names,labels
Gm45646,nascent_all
Ovch2,nascent_all
Zdhhc12,nascent_all
Dnajb6,nascent_all
Gm31479,nascent_all
Gm35360,nascent_all
Ikzf2,nascent_all
Gm7030,nascent_all
Pcdh19,nascent_all
1300017J02Rik,nascent_all
Zfp433,nascent_all
Gm40383,nascent_all
Amacr,nascent_all
Dnajb11,nascent_all
Gm13713,nascent_all
Klrk1,nascent_all
Vmn2r41,nascent_all
Gm48742,nascent_all
B3galnt2,nascent_all
Slc26a3,nascent_all
Gm49692,nascent_all
D730003K21Rik,nascent_all
Gm15975,nascent_all
Gm14425,nascent_all
Clic5,nascent_all
Gm19353,nascent_all
Zyx,nascent_all
Tdpx-ps1,nascent_all
Gm47823,nascent_all
Prkcz2,nascent_all
Rhbdf1,nascent_all
Gm26820,nascent_all
Gm12669,nascent_all
Gm4786,nascent_all
Gm26848,nascent_all
Gm3555,nascent_all
Akr1e1,nascent_all
Cep44,nascent_all
Smc4,nascent_all
Mrpl32,nascent_all
Zfp788,nascent_all
Caskin2,nascent_all
AC151280.3,nascent_all
Tbl3,nascent_all
Gm43960,nascent_all
Arap2,nascent_all
Trf,nascent_all
Kif1bp,nascent_all
Cpm,nascent_all
Acp1,nascent_all
Gm42463,nascent_all
D9Wsu149,nascent_all
Zfp867,nascent_all
Nrep,nascent_all
Cdk15,nascent_all
4930524C18Rik,nascent_all
Rab39,nascent_all
Nmnat2,nascent_all
Mir124-2hg,nascent_all
Ppp2r2a,nascent_all
Sash1,nascent_all
Mir7041,nascent_all
Mroh7,nascent_all
Fnbp4,nascent_all
Sav1,nascent_all
Gm8319,nascent_all
Gpr1,nascent_all
Rec8,nascent_all
C230096K16Rik,nascent_all
Gm40910,nascent_all
Mettl13,nascent_all
Gm8407,nascent_all
Cd24a,nascent_all
Psph,nascent_all
Chrdl2,nascent_all
Gm19325,nascent_all
Gm15587,nascent_all
Fam83b,nascent_all
Sh2d3c,nascent_all
Gm11560,nascent_all
Cds1,nascent_all
Zc3h3,nascent_all
Sbf2,nascent_all
Alg9,nascent_all
Rpl18-ps2,nascent_all
4933405D12Rik,nascent_all
E330010L02Rik,nascent_all
Osbpl1a,nascent_all
Gm6311,nascent_all
Eid2b,nascent_all
Gm7622,nascent_all
Hist1h4b,nascent_all
AC133525.2,nascent_all
Abcc6,nascent_all
Gm15091,nascent_all
Gm37228,nascent_all
Snord34,nascent_all
Plxdc2,nascent_all
Pabpc1,nascent_all
Tmem38b,nascent_all
Gm11959,nascent_all
Gm16378,nascent_all
Gstt3,nascent_all
Gm20442,nascent_all
Gm19610,nascent_all
Stc2,nascent_all
Itgb1bp2,nascent_all
Ninj1,nascent_all
Gm25926,nascent_all
Spry4,nascent_all
Mir3057,nascent_all
Ankk1,nascent_all
Tmc6,nascent_all
Nwd2,nascent_all
Gm11242,nascent_all
Gm14519,nascent_all
Snora28,nascent_all
Sp2,nascent_all
2810425M01Rik,nascent_all
Gm37909,nascent_all
Inppl1,nascent_all
Gm9833,nascent_all
Gm28884,nascent_all
Gm15140,nascent_all
Atp6ap1,nascent_all
Dmd,nascent_all
Mrpl11,nascent_all
Rpsa-ps1,nascent_all
Fbxw16,nascent_all
4930556N13Rik,nascent_all
Gm28036,nascent_all
Mknk2,nascent_all
AC112967.1,nascent_all
Gm43201,nascent_all
Pcdh9,nascent_all
Fscn3,nascent_all
Myrf,nascent_all
Ajap1,nascent_all
Gm21817,nascent_all
Gm7103,nascent_all
Gm9403,nascent_all
Tor4a,nascent_all
Dhrs9,nascent_all
Nosip,nascent_all
Gm11246,nascent_all
Fam234a,nascent_all
Rpl34-ps1,nascent_all
Fam173b,nascent_all
Sult2a6,nascent_all
Ssc5d,nascent_all
Irak3,nascent_all
Tmem134,nascent_all
Gm13184,nascent_all
Ptn,nascent_all
Gm17116,nascent_all
Sult2a3,nascent_all
Rfwd3,nascent_all
4932438A13Rik,nascent_all
Htr4,nascent_all
Gosr1,nascent_all
Gm27960,nascent_all
Nadsyn1,nascent_all
Gm42940,nascent_all
Gm2101,nascent_all
Cox7b2,nascent_all
Gm4673,nascent_all
Txn1,nascent_all
Gm44292,nascent_all
Cfap161,nascent_all
4930556J24Rik,nascent_all
Sh3bgrl2,nascent_all
C1ql1,nascent_all
Gm43465,nascent_all
Cdh13,nascent_all
Gm4430,nascent_all
Babam2,nascent_all
Art3,nascent_all
Cipc,nascent_all
Rpl31-ps8,nascent_all
Gm14377,nascent_all
Zfp839,nascent_all
Osgin1,nascent_all
Gm14965,nascent_all
Rapgef4,nascent_all
Rpl10-ps1,nascent_all
Fyb,nascent_all
Gm8641,nascent_all
Mir7017,nascent_all
AC131796.2,nascent_all
Ush1c,nascent_all
Gm18541,nascent_all
Majin,nascent_all
Htr3b,nascent_all
Tlcd1,nascent_all
Gm6556,nascent_all
Acot13,nascent_all
Hmga1,nascent_all
Nat8f3,nascent_all
Egr3,nascent_all
Zfp40,nascent_all
Nt5c1b,nascent_all
n-R5s169,nascent_all
Gm37645,nascent_all
Cfap69,nascent_all
Gm11516,nascent_all
Kcnq1,nascent_all
Plpp4,nascent_all
Vmn2r91,nascent_all
Cysltr2,nascent_all
Gm7733,nascent_all
Wdr33,nascent_all
Icam5,nascent_all
Acat1,nascent_all
Gm42809,nascent_all
AC124336.1,nascent_all
Gm30551,nascent_all
Cpeb4,nascent_all
Zswim6,nascent_all
Adnp2,nascent_all
Gm35733,nascent_all
Mblac2,nascent_all
Gm48966,nascent_all
Ginm1,nascent_all
Wwc2,nascent_all
Ddost,nascent_all
Gm10722,nascent_all
Imp4,nascent_all
Ctsw,nascent_all
Gm4939,nascent_all
Adgrl2,nascent_all
Slc8a1,nascent_all
Hykk,nascent_all
C6,nascent_all
Rpl15-ps2,nascent_all
C130040N14Rik,nascent_all
Gm43863,nascent_all
2810021J22Rik,nascent_all
Olfr1364,nascent_all
Ggact,nascent_all
Psma3,nascent_all
Fbxo44,nascent_all
Creld2,nascent_all
Mynn,nascent_all
Itih3,nascent_all
Sox12,nascent_all
AC174471.1,nascent_all
Gm13032,nascent_all
Tmem189,nascent_all
Tex30,nascent_all
Dnajc25,nascent_all
Rps18,nascent_all
Mrps14,nascent_all
Lmtk3,nascent_all
Actr1b,nascent_all
Cyp2j6,nascent_all
Gm12703,nascent_all
Gemin8,nascent_all
AC141633.1,nascent_all
5430405H02Rik,nascent_all
Mrps22,nascent_all
Akap12,nascent_all
Gm5909,nascent_all
1700065L07Rik,nascent_all
Brinp1,nascent_all
Gm42986,nascent_all
Gm45354,nascent_all
CT009755.1,nascent_all
Pmel,nascent_all
Gm48871,nascent_all
Gm28512,nascent_all
Gm43196,nascent_all
Vxn,nascent_all
Xrcc1,nascent_all
Med22,nascent_all
Tnfsf14,nascent_all
Vmn1r219,nascent_all
Gm13217,nascent_all
Sec22c,nascent_all
Plaur,nascent_all
Mphosph8,nascent_all
Gm31814,nascent_all
Gm11476,nascent_all
Fkbp6,nascent_all
Arf1,nascent_all
Gm49369,nascent_all
Top2a,nascent_all
Larp4b,nascent_all
Ccdc180,nascent_all
Gm14525,nascent_all
Gm7292,nascent_all
Gm13844,nascent_all
Nudt18,nascent_all
Zfp879,nascent_all
Olfm2,nascent_all
Them6,nascent_all
Fkbp1b,nascent_all
Gm26027,nascent_all
Rpl32l,nascent_all
Ranbp3l,nascent_all
4930549C15Rik,nascent_all
Gm5260,nascent_all
Grip1os2,nascent_all
Dbn1,nascent_all
Lig1,nascent_all
Dcstamp,nascent_all
Gm47572,nascent_all
Hspa4,nascent_all
Galm,nascent_all
Cxxc4,nascent_all
Gm5540,nascent_all
Ndst4,nascent_all
Kmt2c,nascent_all
Fndc10,nascent_all
Sardh,nascent_all
Gm42829,nascent_all
Gm9247,nascent_all
Gm16599,nascent_all
Plk3,nascent_all
B230312C02Rik,nascent_all
Wbp2,nascent_all
Pxn,nascent_all
1700047K16Rik,nascent_all
Syne2,nascent_all
D630039A03Rik,nascent_all
Csf2,nascent_all
AC125059.1,nascent_all
Gm13667,nascent_all
Gm45425,nascent_all
Cln5,nascent_all
Tmem115,nascent_all
Gm49003,nascent_all
Hdac1,nascent_all
Chchd5,nascent_all
Ccnk,nascent_all
Ap3m1-ps,nascent_all
Gm27016,nascent_all
Polr2m,nascent_all
Gm765,nascent_all
Prpf40a,nascent_all
Ap3b2,nascent_all
Rbm48,nascent_all
Erh,nascent_all
Gm32786,nascent_all
Eif3c,nascent_all
Tmem33,nascent_all
Ppp1r9a,nascent_all
Ppif,nascent_all
Lama5,nascent_all
Ranbp10,nascent_all
Vmn1r139,nascent_all
Kctd19,nascent_all
Gm43168,nascent_all
2210408F21Rik,nascent_all
Unc5c,nascent_all
Clgn,nascent_all
Trp53inp1,nascent_all
Gm37621,nascent_all
Lpcat1,nascent_all
Ppid,nascent_all
Urgcp,nascent_all
Il15,nascent_all
D5Ertd577e,nascent_all
Gm14146,nascent_all
Slc25a35,nascent_all
Usp21,nascent_all
Gsto2,nascent_all
Adamts8,nascent_all
Gm15979,nascent_all
Rgl2,nascent_all
Ankzf1,nascent_all
Gstp1,nascent_all
Ccno,nascent_all
Capn12,nascent_all
Gm28822,nascent_all
Gm48190,nascent_all
Rps16-ps2,nascent_all
Terf2,nascent_all
Ocrl,nascent_all
1110019D14Rik,nascent_all
Dock8,nascent_all
Snrnp35,nascent_all
Dtx3,nascent_all
Mad2l2,nascent_all
Ttbk2,nascent_all
Zfp119b,nascent_all
Gm37470,nascent_all
4632432E15Rik,nascent_all
Mir7652,nascent_all
1500026H17Rik,nascent_all
1700060O08Rik,nascent_all
Ak5,nascent_all
Gm48714,nascent_all
A430078I02Rik,nascent_all
Pip4k2a,nascent_all
Snord110,nascent_all
Crtc1,nascent_all
Gm49539,nascent_all
Trappc5,nascent_all
Pif1,nascent_all
Gm12207,nascent_all
Gm37876,nascent_all
Ehf,nascent_all
Gm8942,nascent_all
Fam20a,nascent_all
Gnmt,nascent_all
Fignl1,nascent_all
Ldb2,nascent_all
Acads,nascent_all
G6pc2,nascent_all
Gm16156,nascent_all
Rnf34,nascent_all
Gpr63,nascent_all
Gm47430,nascent_all
Plgrkt,nascent_all
Ptafr,nascent_all
Gm49374,nascent_all
Gm28802,nascent_all
Gm18899,nascent_all
Akr1c14,nascent_all
Tmem151b,nascent_all
Gm17084,nascent_all
A930012L18Rik,nascent_all
Gm15470,nascent_all
Smndc1,nascent_all
Thoc6,nascent_all
Gm4342,nascent_all
Gm32033,nascent_all
Tpgs1,nascent_all
5830428M24Rik,nascent_all
Fut11,nascent_all
Fam92a,nascent_all
Tbc1d22b,nascent_all
Gm40864,nascent_all
Eda2r,nascent_all
Rabif,nascent_all
Gm42962,nascent_all
Patz1,nascent_all
Ppm1l,nascent_all
Vmn2r-ps119,nascent_all
A930012O16Rik,nascent_all
F830115B05Rik,nascent_all
Khdrbs1,nascent_all
Gm44250,nascent_all
Gm8597,nascent_all
9130015A21Rik,nascent_all
Rabepk,nascent_all
Gm42576,nascent_all
Gm37953,nascent_all
Gnao1,nascent_all
Gm18666,nascent_all
Fbxl3,nascent_all
Zfp956,nascent_all
Gm48972,nascent_all
Gm2974,nascent_all
1700016C15Rik,nascent_all
Gm44190,nascent_all
C230085N15Rik,nascent_all
Gm9729,nascent_all
Pbrm1,nascent_all
A530058N18Rik,nascent_all
Gm10224,nascent_all
Sphkap,nascent_all
Gnpnat1,nascent_all
Gm10842,nascent_all
Gm12565,nascent_all
Gm10762,nascent_all
Gm11817,nascent_all
Catsperg1,nascent_all
Gabrp,nascent_all
Gm12355,nascent_all
Gm37509,nascent_all
Gm33037,nascent_all
Bcas1os2,nascent_all
Ntmt1,nascent_all
Grb10,nascent_all
Csmd2,nascent_all
Gm38164,nascent_all
Gm45037,nascent_all
Epyc,nascent_all
Qtrt2,nascent_all
Pip4k2b,nascent_all
Tmem11,nascent_all
Dpf2,nascent_all
Fbxo45,nascent_all
Dguok,nascent_all
Gm5796,nascent_all
Btg1-ps2,nascent_all
Farp1,nascent_all
Pitpna,nascent_all
Cebpz,nascent_all
Nkpd1,nascent_all
Papolg,nascent_all
Gm15246,nascent_all
Smim10l1,nascent_all
Ccni,nascent_all
Samd7,nascent_all
Soat2,nascent_all
Gm42977,nascent_all
Gm37280,nascent_all
Peg13,nascent_all
Stk4,nascent_all
Asns,nascent_all
Nr1h3,nascent_all
Nek1,nascent_all
C3,nascent_all
Gm26702,nascent_all
Lipo5,nascent_all
Gm16174,nascent_all
Gm5544,nascent_all
Chst9,nascent_all
Ppp3ca,nascent_all
Rspry1,nascent_all
Gm13380,nascent_all
Zfp780b,nascent_all
Gm20416,nascent_all
Fmn2,nascent_all
Zfp420,nascent_all
Psmd9,nascent_all
Dgat1,nascent_all
Nmd3,nascent_all
Jdp2,nascent_all
Pip4p2,nascent_all
Zfp955b,nascent_all
Zcchc2,nascent_all
Grin2a,nascent_all
AC121886.1,nascent_all
Ifi211,nascent_all
Fkbp15,nascent_all
Slc4a7,nascent_all
AC114990.1,nascent_all
Gm47872,nascent_all
Gm5920,nascent_all
Gm48334,nascent_all
Sec61b,nascent_all
1700014L14Rik,nascent_all
Trim10,nascent_all
Alg10b,nascent_all
Uba52,nascent_all
Med12l,nascent_all
Mtpn,nascent_all
Gm31408,nascent_all
Gm10069,nascent_all
Zfp457,nascent_all
Zfp174,nascent_all
E230016K23Rik,nascent_all
Gm1969,nascent_all
Lrrc6,nascent_all
Gm5069,nascent_all
Ppp1r12a,nascent_all
Ubxn4,nascent_all
Gc,nascent_all
Atf3,nascent_all
Gata5,nascent_all
Larp6,nascent_all
Gpc3,nascent_all
Fam187b,nascent_all
Drc1,nascent_all
Gm48673,nascent_all
Cep192,nascent_all
Sac3d1,nascent_all
Gm43154,nascent_all
Vamp8,nascent_all
Zkscan14,nascent_all
Cbfa2t3,nascent_all
Gm49759,nascent_all
Gm9396,nascent_all
Gm21411,nascent_all
Gm38505,nascent_all
Gm16130,nascent_all
AC148013.1,nascent_all
Ksr2,nascent_all
Gm38562,nascent_all
Mrpl39,nascent_all
Lrmda,nascent_all
Borcs7,nascent_all
Vcp,nascent_all
Zfp87,nascent_all
Sim1,nascent_all
Acaa1a,nascent_all
Kif26b,nascent_all
Ncaph2,nascent_all
Nf1,nascent_all
Kctd17,nascent_all
Etv5,nascent_all
Rbm17,nascent_all
Gm12186,nascent_all
Usp10,nascent_all
Gm12846,nascent_all
Rfesd,nascent_all
Traf5,nascent_all
Tmprss11g,nascent_all
E2f8,nascent_all
Gm26590,nascent_all
Jph1,nascent_all
Nprl2,nascent_all
Gm5671,nascent_all
4933407L21Rik,nascent_all
Gm44321,nascent_all
Pin1,nascent_all
Ccdc85b,nascent_all
Gm47857,nascent_all
Mapk1ip1l,nascent_all
Mgam2-ps,nascent_all
Gm29299,nascent_all
Gm43052,nascent_all
Gm29456,nascent_all
Spc25,nascent_all
Gm48968,nascent_all
Cd1d2,nascent_all
Gm47652,nascent_all
AC115970.1,nascent_all
Pex12,nascent_all
Gm32850,nascent_all
Gm5866,nascent_all
Padi3,nascent_all
AC163635.1,nascent_all
Lins1,nascent_all
Gm39041,nascent_all
Tnfaip6,nascent_all
Hhla1,nascent_all
Sh3bp4,nascent_all
Ube2e2,nascent_all
Pkib,nascent_all
Gm13180,nascent_all
Calu,nascent_all
Ormdl1,nascent_all
Dpp9,nascent_all
Cdc20b,nascent_all
Nek4,nascent_all
Rpl37a,nascent_all
Gm48791,nascent_all
Spcs2,nascent_all
Traf4,nascent_all
Gm12695,nascent_all
Gm48639,nascent_all
Csnk1g3,nascent_all
Gm37581,nascent_all
Gm36445,nascent_all
Oard1,nascent_all
Plek,nascent_all
Tspyl3,nascent_all
A730065G17Rik,nascent_all
Gm16025,nascent_all
Frem2,nascent_all
Spata7,nascent_all
4933433G19Rik,nascent_all
Gm13140,nascent_all
Rhpn2,nascent_all
Dlg4,nascent_all
Cct5,nascent_all
Kif26a,nascent_all
Dolpp1,nascent_all
Cdc25c,nascent_all
Cercam,nascent_all
A130012E19Rik,nascent_all
Gigyf2,nascent_all
Pdia4,nascent_all
Ino80c,nascent_all
1700066N21Rik,nascent_all
Gm34777,nascent_all
Dgkh,nascent_all
Npepps,nascent_all
Gm38009,nascent_all
Hspa12a,nascent_all
Gm47441,nascent_all
4633401B06Rik,nascent_all
Gm49007,nascent_all
Cd3e,nascent_all
Gm30228,nascent_all
Gbf1,nascent_all
Fitm2,nascent_all
Atg9b,nascent_all
Mapk9,nascent_all
Usp15,nascent_all
Rab2a,nascent_all
Nek2,nascent_all
Gm13387,nascent_all
Gm13487,nascent_all
Mfsd6,nascent_all
Olfr643,nascent_all
Mgat4b,nascent_all
D630030B08Rik,nascent_all
Uqcrb,nascent_all
Foxk2,nascent_all
Ptprm,nascent_all
Supt16,nascent_all
Gm22519,nascent_all
Slc12a7,nascent_all
Wdr46,nascent_all
A230098N10Rik,nascent_all
Ranbp9,nascent_all
Gm26721,nascent_all
n-R5s120,nascent_all
Gm5075,nascent_all
Ttll7,nascent_all
D130052B06Rik,nascent_all
Hira,nascent_all
Tex52,nascent_all
Gm37309,nascent_all
Pcgf5,nascent_all
Mlc1,nascent_all
Ufl1,nascent_all
Gm48479,nascent_all
Tapbpl,nascent_all
Madcam1,nascent_all
BC055324,nascent_all
Gm2092,nascent_all
Mfap3,nascent_all
Zfp819,nascent_all
Xpo4,nascent_all
Rnf122,nascent_all
Serinc5,nascent_all
Gm12345,nascent_all
Tfe3,nascent_all
Ubxn7,nascent_all
C430039J01Rik,nascent_all
Art2b,nascent_all
Sipa1l1,nascent_all
Gcn1l1,nascent_all
Rpl14-ps1,nascent_all
Sgta,nascent_all
Atad2b,nascent_all
Mapk12,nascent_all
Gm5374,nascent_all
5730405O15Rik,nascent_all
Adam12,nascent_all
Mir7677,nascent_all
Med21,nascent_all
Gm4742,nascent_all
Rassf6,nascent_all
Asb4,nascent_all
Kif17,nascent_all
Gm26898,nascent_all
Gm17747,nascent_all
Gm47772,nascent_all
Bace2,nascent_all
Sephs1,nascent_all
Gm13305,nascent_all
Arhgef7,nascent_all
Limk2,nascent_all
1600020E01Rik,nascent_all
Rnaseh1,nascent_all
Lamp2,nascent_all
Chac1,nascent_all
Gm47765,nascent_all
Gm18192,nascent_all
Eri1,nascent_all
Gm28040,nascent_all
Bpifb1,nascent_all
Gm36745,nascent_all
Zfp74,nascent_all
Gm35657,nascent_all
Sh3rf3,nascent_all
Gyg,nascent_all
Ggta1,nascent_all
Rps19-ps6,nascent_all
Gm7842,nascent_all
Gm49498,nascent_all
Aldh3a2,nascent_all
Esr2,nascent_all
Gm23303,nascent_all
Sec31a,nascent_all
Phlpp1,nascent_all
Osbp,nascent_all
Lrrc47,nascent_all
Dock4,nascent_all
Cfap99,nascent_all
Sdhaf1,nascent_all
Gtf2h5,nascent_all
Gm37303,nascent_all
Ndufa13,nascent_all
Ifit1,nascent_all
Ndufaf2,nascent_all
Plekhj1,nascent_all
Gm44691,nascent_all
Pnpla8,nascent_all
Rnaset2a,nascent_all
1700044C05Rik,nascent_all
Ppan,nascent_all
Snord118,nascent_all
Map3k20,nascent_all
Gm37978,nascent_all
Tbl1xr1,nascent_all
G630030J09Rik,nascent_all
Phykpl,nascent_all
9630041A04Rik,nascent_all
Gpr33,nascent_all
Mir1306,nascent_all
Nudcd1,nascent_all
Gm40621,nascent_all
Gm5551,nascent_all
Gm6123,nascent_all
Tnfsf4,nascent_all
Mapt,nascent_all
Ccdc25,nascent_all
4930529K09Rik,nascent_all
Tbr1,nascent_all
Mir1843b,nascent_all
Ero1l,nascent_all
Swsap1,nascent_all
Mir343,nascent_all
Rasgef1c,nascent_all
Gm15401,nascent_all
4732487G21Rik,nascent_all
1700023F02Rik,nascent_all
Slc39a6,nascent_all
Zscan29,nascent_all
4930558K02Rik,nascent_all
Copz1,nascent_all
Pard6g,nascent_all
Cox7a2l,nascent_all
Gpr68,nascent_all
Ttc26,nascent_all
Snord95,nascent_all
Spsb3,nascent_all
1500002F19Rik,nascent_all
Gm12981,nascent_all
Elac1,nascent_all
Gm13394,nascent_all
Gm47013,nascent_all
Dnhd1,nascent_all
Rac3,nascent_all
Zdhhc23,nascent_all
Tcp11x2,nascent_all
Ccdc130,nascent_all
Mapk10,nascent_all
Gm26851,nascent_all
Med15,nascent_all
Zfp58,nascent_all
Ifi214,nascent_all
Prima1,nascent_all
Adcy7,nascent_all
Rnu5g,nascent_all
Zfp810,nascent_all
Grm6,nascent_all
Erf,nascent_all
A230072C01Rik,nascent_all
Haus2,nascent_all
Tfdp2,nascent_all
CT010445.1,nascent_all
Smad1,nascent_all
Hspa1b,nascent_all
Atf1-ps,nascent_all
Gm7478,nascent_all
Adgrd1,nascent_all
Zfp423,nascent_all
Kctd12,nascent_all
Pknox2,nascent_all
S100a10,nascent_all
Gm12444,nascent_all
Cngb1,nascent_all
Ptges3,nascent_all
Zcchc8,nascent_all
Slc31a1,nascent_all
A930038B10Rik,nascent_all
Relch,nascent_all
Slc1a4,nascent_all
Dsc3,nascent_all
Zfp521,nascent_all
Chtf8,nascent_all
Cyp4a29,nascent_all
Arfgef1,nascent_all
Gm41219,nascent_all
Gm23094,nascent_all
Gm30933,nascent_all
Gm6593,nascent_all
Gm13601,nascent_all
Nek8,nascent_all
2610307P16Rik,nascent_all
Gm12919,nascent_all
Ctsl,nascent_all
Zbtb3,nascent_all
Gm9134,nascent_all
Snhg1,nascent_all
Cd320,nascent_all
Slc16a13,nascent_all
Zswim9,nascent_all
Sycp3,nascent_all
Wrap53,nascent_all
Gm14149,nascent_all
Elmo3,nascent_all
Dcaf7,nascent_all
Gm5855,nascent_all
Ggh,nascent_all
Gm25744,nascent_all
Gm16685,nascent_all
Tbx3os1,nascent_all
Gm17936,nascent_all
Gm32687,nascent_all
Gm13212,nascent_all
Gm22392,nascent_all
Gm43713,nascent_all
Gfer,nascent_all
1700121L16Rik,nascent_all
Pcdha7,nascent_all
Timp2,nascent_all
Kif3a,nascent_all
Gm10052,nascent_all
Eps8l1,nascent_all
Gm40652,nascent_all
Rap2a,nascent_all
Ints14,nascent_all
Llph,nascent_all
Armcx1,nascent_all
Adgrb3,nascent_all
Mastl,nascent_all
Gm9144,nascent_all
Efcab12,nascent_all
4930563E22Rik,nascent_all
