,moderate,none,sev,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Khdrbs1,0.5231784,0.14095579,0.5480956,-0.08669548481702805,0.9989414490854748,-0.7485877275466919,-0.08669548481702805,0.7417944701355781,-0.7679798007011414,-0.08669548481702805,0.4503149374493108,-1.1270198822021484
Ccdc22,0.06778537,0.0,0.027780991,1.3159626722335815,0.7178374036398046,1.6110802888870241,1.3159626722335815,0.002584373870092729,3.868286848068237,1.3159626722335815,8.309993787668812e-06,5.0562896728515625
Atp7b,0.0013355437,0.0,0.0,20.34996032714844,0.9989414490854748,0.16322776675224304,20.34996032714844,0.3983748537623321,1.4148958921432495,20.34996032714844,0.30662294722596456,1.4148958921432495
Cysltr2,0.0026710874,0.0,0.0,21.350923538208008,0.9989414490854748,0.2148601859807968,21.350923538208008,0.18263665468112752,2.002899169921875,21.350923538208008,0.11906251029123313,2.002899169921875
Gata6,0.006123418,0.0,0.0,22.55032539367676,0.9989414490854748,0.31812503933906555,22.55032539367676,0.044232507510453566,2.7706665992736816,22.55032539367676,0.023048642193474123,2.7706665992736816
Hgs,0.13113634,0.053576592,0.13277346,-0.019106179475784302,0.9989414490854748,-0.06986048817634583,-0.019106179475784302,1.0,-0.08547218888998033,-0.019106179475784302,1.0,-0.1251484900712967
Nfix,0.011074971000000001,0.0,0.011037376000000002,0.004932941868901253,0.9989414490854748,0.09658398479223253,0.004932941868901253,1.0,0.006671976763755083,0.004932941868901253,1.0,0.009715411812067032
Samd9l,0.32637736,0.09236927,0.26490779999999997,0.34757328033447266,0.8157233335111063,1.4874428510665894,0.34757328033447266,0.1394009449962827,2.1683125495910645,0.34757328033447266,0.010677901404171668,3.063226222991944
Pacs1,0.29479718,0.092938274,0.3273373,-0.17574304342269895,0.9989414490854748,-0.9270743131637572,-0.17574304342269895,0.5137808604173757,-1.1963144540786743,-0.17574304342269895,0.18319255797282927,-1.7657523155212402
Ephb6,0.034510247,0.0,0.062559515,-0.8786013126373291,0.9989414490854748,-0.9245173931121826,-0.8786013126373291,0.1438941054929185,-2.149463891983032,-0.8786013126373291,0.0045647816962379045,-3.358945369720459
Zkscan4,0.020475073,0.0,0.023366041,-0.19263777136802676,0.9989414490854748,-0.046353716403245926,-0.19263777136802676,0.985062407048659,-0.34348276257514954,-0.19263777136802676,0.8276857491611069,-0.5047590732574463
Zdhhc19,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Gadd45b,0.5200251,0.16925499,0.5720668999999999,-0.17854256927967072,0.9989414490854748,-0.9764797687530518,-0.17854256927967072,0.5767485876888588,-1.0846420526504517,-0.17854256927967072,0.23339681560526795,-1.6089249849319458
Zdhhc14,0.10451608,0.11163972,0.07359689,0.5286427736282349,0.9989414490854748,0.7951064109802246,0.5286427736282349,0.1941864400764708,1.9639887809753416,0.5286427736282349,0.0288694434880313,2.675111055374145
Zfp711,0.006677718399999999,0.0,0.013244851,-0.9927493333816528,0.9989414490854748,-0.14442233741283414,-0.9927493333816528,0.5439443598647493,-1.139894962310791,-0.9927493333816528,0.16861614258579685,-1.812787413597107
Wtap,0.44797668,0.18448678,0.4626214,-0.05777125433087349,0.9989414490854748,-0.4079456925392151,-0.05777125433087349,0.922451848411995,-0.4580097496509552,-0.05777125433087349,0.7137425021857385,-0.6754720211029053
Eef1akmt4,0.016026525,0.0,0.0066224253,1.281826376914978,0.9989414490854748,0.474094569683075,1.281826376914978,0.21973162751520764,1.8811913728713991,1.281826376914978,0.0494394687078614,2.4396450519561768
Oga,0.49557337,0.19118385,0.54543823,-0.17739340662956238,0.9989414490854748,-1.1872984170913696,-0.17739340662956238,0.3983748537623321,-1.4278868436813354,-0.17739340662956238,0.0966032485660516,-2.1161205768585205
Slc30a2,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Zxdb,0.02537533,0.003348537,0.019867277,0.35702070593833923,0.9989414490854748,0.32134175300598145,0.35702070593833923,0.7728522260852729,0.7166267037391663,0.35702070593833923,0.5094992904550271,1.0181254148483276
Tulp3,0.06823926,0.003348537,0.047648265999999995,0.5331748127937317,0.9989414490854748,0.8308202028274536,0.5331748127937317,0.3105071590714069,1.6304631233215332,0.5331748127937317,0.0686924551521418,2.2883167266845703
Tmem167b,0.17073897,0.026788296,0.12474392,0.4868179261684418,0.7613812905970773,1.5624996423721311,0.4868179261684418,0.09538376424107642,2.3840079307556152,0.4868179261684418,0.00467136104042111,3.3506762981414795
Mul1,0.051254753,0.013394148,0.03090465,0.7446417808532715,0.9989414490854748,0.85152268409729,0.7446417808532715,0.1711432765417414,2.051953077316284,0.7446417808532715,0.021288311784360088,2.8019766807556152
Chid1,0.10508018,0.016742686,0.08151060000000002,0.3836970627307892,0.9989414490854748,0.9581692218780518,0.3836970627307892,0.3729013685756025,1.4908539056777954,0.3836970627307892,0.0950368717357498,2.124898672103882
Ttc5,0.096953444,0.013394148,0.096046746,0.014219994656741619,0.9989414490854748,0.17741431295871735,0.014219994656741619,1.0,0.05489138141274452,0.014219994656741619,1.0,0.08074961602687836
Casp2,0.12488857,0.053576592,0.09917039999999999,0.3515578806400299,0.9989414490854748,0.7949414849281311,0.3515578806400299,0.3734620912666469,1.489603042602539,0.3515578806400299,0.10096297425928558,2.092826128005981
Abcc10,0.03561885,0.018701455,0.03219594,0.148245170712471,0.9989414490854748,0.2288817763328552,0.148245170712471,0.983460249524713,0.34797540307044983,0.148245170712471,0.8286029679935303,0.5037091970443726
Gstm2,0.0013355437,0.0,0.0,20.34996032714844,0.9989414490854748,0.16322776675224304,20.34996032714844,0.3983748537623321,1.4148958921432495,20.34996032714844,0.30662294722596456,1.4148958921432495
Frmd4a,0.0013355437,0.0,0.0,20.34996032714844,0.9989414490854748,0.16322776675224304,20.34996032714844,0.3983748537623321,1.4148958921432495,20.34996032714844,0.30662294722596456,1.4148958921432495
Rnf6,0.21372725,0.034054372,0.17772692,0.2929239571094513,0.9989414490854748,1.2386834621429443,0.2929239571094513,0.3297736425541589,1.5863864421844482,0.2929239571094513,0.06982570103988514,2.280010223388672
Phc3,0.294329,0.102983885,0.26343274,0.18331636488437653,0.9989414490854748,1.0292669534683228,0.18331636488437653,0.53704599898729,1.1526286602020264,0.18331636488437653,0.20948846572380714,1.674793004989624
Tmem169,0.010407199,0.013394148,0.011037376000000002,-0.08527067303657533,0.9989414490854748,0.07076776772737503,-0.08527067303657533,1.0,-0.11260495334863665,-0.08527067303657533,1.0,-0.16525334119796753
Rif1,0.39214712,0.07145728,0.34404057,0.2256418764591217,0.8389792051304228,1.4565954208374023,0.2256418764591217,0.35136348460347205,1.541121244430542,0.2256418764591217,0.07563531058785412,2.241895198822021
Gls2,0.00066777185,0.0,0.0,19.34947967529297,0.9989414490854748,0.13741154968738556,19.34947967529297,0.6034023665009216,1.0,19.34947967529297,0.5094992904550271,1.0
Mkln1,0.20521098,0.06558097,0.17718224,0.23273621499538424,0.9989414490854748,0.8261188864707947,0.23273621499538424,0.4698677614601174,1.2762261629104614,0.23273621499538424,0.16612050498013484,1.8224852085113523
Rnf125,0.23104918,0.092938274,0.17222622,0.4677519798278809,0.5336921266651936,1.8748511075973509,0.4677519798278809,0.06692342496521979,2.568268060684204,0.4677519798278809,0.0019543641484034086,3.632201194763184
Zwilch,0.030553825,0.0,0.024282226,0.3359970152378082,0.9989414490854748,0.3075676262378693,0.3359970152378082,0.7640914539591546,0.7357820868492126,0.3359970152378082,0.5024388778110866,1.0386396646499634
Cited2,0.17171681,0.058883898,0.15639879,0.14615359902381894,0.9989414490854748,0.16347520053386688,0.14615359902381894,0.7706622284620933,0.720361590385437,0.14615359902381894,0.5094992904550271,1.0174287557601929
Mrpl42,0.24568118,0.05218682400000001,0.20479727,0.2931886315345764,0.9989414490854748,1.2337346076965332,0.2931886315345764,0.2710824994112868,1.7294783592224119,0.2931886315345764,0.04704606901097956,2.4658632278442383
Arpc1b,0.76537406,0.23301329,0.55763614,0.6230913400650024,0.00010380971070487109,4.95959997177124,0.6230913400650024,1.405710337800209e-06,5.7668190002441415,0.6230913400650024,1.3478595389822834e-13,8.059386253356934
Dck,0.23815554,0.043530982,0.24565713,-0.05037123337388039,0.9989414490854748,-0.2600591778755188,-0.05037123337388039,1.0,-0.30389204621315,-0.05037123337388039,0.8649628093789911,-0.4448574185371399
Bfar,0.20499492,0.03683391,0.20991926,-0.03792135044932365,0.9989414490854748,-0.2831535637378693,-0.03792135044932365,1.0,-0.21800819039344788,-0.03792135044932365,0.9536286018402084,-0.3168254792690277
Ublcp1,0.21066663,0.04548975,0.18713745,0.1883983612060547,0.9989414490854748,0.8803081512451172,0.1883983612060547,0.6034023665009216,1.0214254856109621,0.1883983612060547,0.2829244235715652,1.4829477071762085
Plcb2,0.055601798,0.010045611,0.038277287,0.5512377023696899,0.9989414490854748,0.8252115845680237,0.5512377023696899,0.3758005459036301,1.4848939180374146,0.5512377023696899,0.0983417362130595,2.106820583343506
Myl6,1.7073792,0.62531394,1.460212,0.4490957260131836,1.8354934213473907e-06,5.813514709472656,0.4490957260131836,3.344504603759111e-07,6.0943708419799805,0.4490957260131836,2.2413545899757907e-16,8.89194393157959
Nrf1,0.08710054,0.026788296,0.07193049,0.28716614842414856,0.9989414490854748,0.5663071274757385,0.28716614842414856,0.5885114373627379,1.0630481243133545,0.28716614842414856,0.2707236960961841,1.5101828575134275
Tuba1c,0.24744259,0.02400876,0.14003028,0.9013368487358092,0.11604993363332933,2.7827074527740483,0.9013368487358092,0.0002342844159727958,4.5849642753601065,0.9013368487358092,3.508881294204748e-08,6.138350009918213
Cldn20,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa1,0.29079163,0.08150289,0.22283217,0.4351465106010437,0.4141223956410426,2.0615031719207764,0.4351465106010437,0.05333296145899714,2.6887190341949463,0.4351465106010437,0.001082277476580718,3.814070463180542
Edf1,1.0303501,0.45375434,0.8666196,0.3861649036407471,0.0007822409176747716,4.444760322570801,0.3861649036407471,0.00027560262671342384,4.552318572998047,0.3861649036407471,1.2737997537014149e-09,6.7063517570495605
Snrpf,0.5753331,0.16521631,0.40466097,0.6408107876777649,0.012269385938981121,3.6291990280151367,0.6408107876777649,5.8593882523580296e-05,4.936746120452881,0.6408107876777649,8.154798553178808e-10,6.780319213867188
Dolk,0.016807767,0.0,0.0088299,0.9344260692596436,0.9989414490854748,0.3890577852725983,0.9344260692596436,0.3983748537623321,1.430681824684143,0.9344260692596436,0.1440726172170398,1.9000490903854368
Ccl3,0.295115,0.8605228000000001,0.19826919,0.6465454697608948,0.9989414490854748,0.84847092628479,0.6465454697608948,0.0691013066997395,2.5519895553588867,0.6465454697608948,0.00444612185800685,3.3695688247680664
Mrm2,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Fam129a,0.3185702,0.05218682400000001,0.16463745,1.0678242444992063,0.0066399776385065385,3.838038206100464,1.0678242444992063,4.854108025598364e-07,5.984846115112305,1.0678242444992063,3.2061907409877715e-13,7.942257881164551
Ubash3a,0.025426626,0.0,0.022074752000000003,0.2063702791929245,0.9989414490854748,0.13650426268577576,0.2063702791929245,0.9497184733858078,0.4088727533817291,0.2063702791929245,0.7819500339761443,0.573214054107666
Ldah,0.054543405999999996,0.0,0.045815895999999995,0.25790467858314514,0.9989414490854748,0.41718342900276173,0.25790467858314514,0.7711326861653679,0.7197442054748535,0.25790467858314514,0.5060971323845715,1.0324134826660156
Pitpnm3,0.00066777185,0.0,0.002207475,-1.726079344749451,0.9989414490854748,0.05171490833163261,-1.726079344749451,0.8025183579536942,-0.6676172018051147,-1.726079344749451,0.4582237028103829,-1.1111825704574585
Fxyd2,0.0033388591999999996,0.0,0.023366041,-2.8214645385742188,0.9989414490854748,-0.6167023777961731,-2.8214645385742188,0.0567387478845209,-2.6584129333496094,-2.8214645385742188,5.228250265414379e-05,-4.6291022300720215
Nfkb1,0.56011534,0.183666,0.42992672,0.4832602739334106,0.24844373781859666,2.381690263748169,0.4832602739334106,0.015434530088713594,3.224881410598755,0.4832602739334106,8.460190006209533e-05,4.50227165222168
Rorc,0.01635497,0.003348537,0.010121191,0.696856677532196,0.9989414490854748,0.310701847076416,0.696856677532196,0.6151526686307741,0.9809606671333312,0.696856677532196,0.3423508892210277,1.3346188068389893
Cmtm1,0.00066777185,0.0,0.0,19.34947967529297,0.9989414490854748,0.13741154968738556,19.34947967529297,0.6034023665009216,1.0,19.34947967529297,0.5094992904550271,1.0
Exoc6b,0.029999526000000002,0.0,0.049855743,-0.7472385168075562,0.9989414490854748,-0.6024333238601685,-0.7472385168075562,0.28644389812737703,-1.6900986433029177,-0.7472385168075562,0.03131859306040493,-2.6397991180419917
Vasn,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Polr3e,0.12566763,0.02343976,0.13707260000000002,-0.13373395800590515,0.9989414490854748,-0.06804593652486801,-0.13373395800590515,0.8468578922754717,-0.5860990285873413,-0.13373395800590515,0.5827649725316294,-0.8771919012069702
Llgl2,0.12895629,0.025398527999999997,0.08555045,0.6239050030708313,0.7421006044754883,1.5855114459991455,0.6239050030708313,0.05312460638981263,2.6900084018707275,0.6239050030708313,0.0014053983660495199,3.735069751739502
Sar1a,0.324227,0.09489704,0.2684821,0.31437307596206665,0.5432550156416964,1.8584375381469729,0.31437307596206665,0.1560573032584062,2.1032140254974365,0.31437307596206665,0.011260723340106102,3.0443401336669917
Tmsb4x,4.0102953999999995,3.0873918999999996,3.6460182999999997,0.5372944474220276,1.0369777884745189e-15,8.928451538085938,0.5372944474220276,1.4426794236053307e-13,8.617580413818361,0.5372944474220276,8.335102987730614e-32,12.56759548187256
Gpcpd1,0.31422603,0.10216311,0.28481463,0.164052814245224,0.9989414490854748,1.0786724090576172,0.164052814245224,0.6034023665009216,1.023778200149536,0.164052814245224,0.2753980962919118,1.4998784065246582
Tsfm,0.008013262,0.0,0.0066224253,0.27603447437286377,0.9989414490854748,0.16429999470710754,0.27603447437286377,1.0,0.31241199374198914,0.27603447437286377,0.8637025618668472,0.4468408226966858
Wnt2b,0.0020033156,0.0,0.016743615,-3.073798418045044,0.9989414490854748,-0.41107991337776173,-3.073798418045044,0.11838973396990207,-2.2730965614318848,-3.073798418045044,0.0005984940034604238,-3.989416360855103
Zfhx3,0.012410515,0.0,0.043983527,-1.8482824563980105,0.9989414490854748,-0.8865766525268555,-1.8482824563980105,0.038030883116865394,-2.85329270362854,-1.8482824563980105,2.4629739480059452e-05,-4.814218044281006
Clcn5,0.010407199,0.0,0.014536140500000001,-0.4850469827651978,0.9989414490854748,-0.01608358509838581,-0.4850469827651978,0.8259763212636352,-0.6273735165596008,-0.4850469827651978,0.5277650996668204,-0.9686267375946044
Plin3,0.086975105,0.010045611,0.07726163,0.17795313894748688,0.9989414490854748,0.4109974503517151,0.17795313894748688,0.8088448887028259,0.658077597618103,0.17795313894748688,0.5413541454369664,0.947885513305664
Cd300lf,0.00066777185,0.0,0.0,19.34947967529297,0.9989414490854748,0.13741154968738556,19.34947967529297,0.6034023665009216,1.0,19.34947967529297,0.5094992904550271,1.0
Fkbp10,0.0013355437,0.0,0.0,20.34996032714844,0.9989414490854748,0.16322776675224304,20.34996032714844,0.3983748537623321,1.4148958921432495,20.34996032714844,0.30662294722596456,1.4148958921432495
Dnm2,0.25160479999999996,0.09963535,0.15381621,0.7828729748725891,0.048060085534332435,3.147186279296875,0.7828729748725891,0.0003964161657572501,4.441012382507324,0.7828729748725891,3.5875797478289893e-08,6.132880210876465
Gatd1,0.07190547,0.016742686,0.06476699,0.1560508757829666,0.9989414490854748,0.4406902194023132,0.1560508757829666,0.8909223370542529,0.5117970108985901,0.1560508757829666,0.6661893867966183,0.7474735379219055
Cenpv,0.06883288,0.013394148,0.042317133,0.7211602926254272,0.9989414490854748,0.90389746427536,0.7211602926254272,0.13892339331846126,2.1696426868438716,0.7211602926254272,0.015119622924063438,2.934211254119873
Nup85,0.06907070400000001,0.016742686,0.06530807,0.08355730026960373,0.9989414490854748,0.10235758125782013,0.08355730026960373,1.0,0.2778105735778809,0.08355730026960373,0.8978334602487775,0.3990539312362671
Lin52,0.026156573,0.006697074,0.015452325,0.7670977711677551,0.9989414490854748,0.4938897490501404,0.7670977711677551,0.3702310276660535,1.4973082542419434,0.7670977711677551,0.11359712696980548,2.0311923027038574
Snrpd1,0.44674245,0.04687952,0.3037337,0.6662310957908629,0.005979448682228451,3.874824047088623,0.6662310957908629,0.00014755083923561664,4.712966442108153,0.6662310957908629,2.6202966461750804e-09,6.589856624603272
1810030O07Rik,0.19263570000000002,0.07562658,0.19101132,0.013426009565591812,0.9989414490854748,0.280844122171402,0.013426009565591812,1.0,0.07143428176641464,0.013426009565591812,1.0,0.10493610799312593
Arhgap42,0.0013355437,0.0,0.011037376000000002,-3.0539026260375977,0.9989414490854748,-0.17972373962402344,-3.0539026260375977,0.304243744403151,-1.6464756727218628,-3.0539026260375977,0.016267439795539903,-2.9087538719177246
Nefm,0.0,0.0,0.0,0.0,0.9989414490854748,0.11159533262252808,0.0,1.0,0.0,0.0,1.0,0.0
Chst2,0.1279383,0.05553536,0.16135839999999999,-0.3595089316368103,0.9989414490854748,-0.7582378983497621,-0.3595089316368103,0.3758005459036301,-1.4853041172027588,-0.3595089316368103,0.07314436888483815,-2.2578887939453125
Btrc,0.08265308,0.0,0.06918194,0.26651355624198914,0.9989414490854748,0.621403694152832,0.26651355624198914,0.6613805722162678,0.9031639695167542,0.26651355624198914,0.3581783528040327,1.3034430742263794
Mta2,0.11921686,0.013394148,0.10633391,0.1744542270898819,0.9989414490854748,0.4630422592163086,0.1744542270898819,0.7420127954564536,0.7673730254173279,0.1744542270898819,0.4633612648769122,1.1027681827545166
Kcnmb4,0.008013262,0.0,0.0088299,-0.1405973732471466,0.9989414490854748,0.0786033645272255,-0.1405973732471466,1.0,-0.1646527200937271,-0.1405973732471466,1.0,-0.24473825097084045
Psd3,0.0020033156,0.0,0.0088299,-2.144935607910156,0.9989414490854748,-0.15374256670475006,-2.144935607910156,0.3685804378648636,-1.5026130676269531,-2.144935607910156,0.03877405494152336,-2.5485424995422363
Rph3al,0.005732796,0.0,0.0088299,-0.6253948807716371,0.9989414490854748,-0.024331577122211456,-0.6253948807716371,0.8202176231144171,-0.6386258006095886,-0.6253948807716371,0.5228473136193782,-0.9767627716064452
Stat2,0.18700331,0.060842667,0.18688877,0.0009691935265436767,0.9989414490854748,-0.017073342576622963,0.0009691935265436767,1.0,0.005159492138773203,0.0009691935265436767,1.0,0.0075256889685988435
Abca5,0.09195168,0.018701455,0.07101431,0.38807445764541626,0.9989414490854748,0.6694070100784302,0.38807445764541626,0.3983748537623321,1.429649829864502,0.38807445764541626,0.11975998940137805,1.9989893436431885
Napg,0.19841979999999998,0.05079705599999999,0.15194426,0.4195169508457184,0.7045097738913331,1.6329374313354492,0.4195169508457184,0.13886470821404498,2.171072244644165,0.4195169508457184,0.009672041593484636,3.09763503074646
Ptbp3,0.47971138,0.15100141,0.41863787,0.2438060939311981,0.5108061500939911,1.9090802669525144,0.2438060939311981,0.2193749010287882,1.8848496675491333,0.2438060939311981,0.02374809075076604,2.7563159465789795
Txndc17,0.26010808,0.030136835,0.16328122,0.7440604567527771,0.03825719727899322,3.2324705123901367,0.7440604567527771,0.0020727236525596104,3.945174217224121,0.7440604567527771,7.882913161455093e-07,5.550409317016602
Slc35e4,0.032784086000000004,0.0,0.0353196,-0.10931285470724106,0.9989414490854748,-0.08858343213796616,-0.10931285470724106,1.0,-0.25612014532089233,-0.10931285470724106,0.9172607987436806,-0.3729149997234345
Rbm43,0.07498024,0.028747065,0.05851967,0.3695946633815765,0.9989414490854748,0.6987698674201965,0.3695946633815765,0.5607495427728206,1.1114273071289062,0.3695946633815765,0.23922889678385725,1.5927246809005735
Ap1s2,0.20248969,0.05079705599999999,0.166354,0.3104589581489563,0.9989414490854748,1.2103103399276731,0.3104589581489563,0.32956843423611965,1.5870624780654907,0.3104589581489563,0.07044467782878353,2.2758889198303223
Zfp780b,0.06361506,0.01200438,0.029988466000000002,1.1094062328338623,0.8757072112305263,1.4092519283294678,1.1094062328338623,0.016804916190156914,3.187312602996826,1.1094062328338623,0.0002641124972413729,4.209005832672118
Rnaset2b,0.31050720000000004,0.044099982999999995,0.31893340000000003,-0.04502483457326889,0.9989414490854748,-0.04874563217163086,-0.04502483457326889,1.0,-0.2979990243911743,-0.04502483457326889,0.8675508196847848,-0.4416823983192444
Pex12,0.004674403,0.0,0.002207475,1.0841650962829592,0.9989414490854748,0.20661219954490664,1.0841650962829592,0.6776532504279591,0.8734843730926514,1.0841650962829592,0.4356484853266653,1.1530389785766602
Acvr2b,0.026937816,0.0,0.016743615,0.693402111530304,0.9989414490854748,0.4668363332748413,0.693402111530304,0.4517404510172843,1.3098607063293457,0.693402111530304,0.17324433042953713,1.797310471534729
Psme2,0.8670358,0.32090690000000005,0.78955036,0.19858333468437195,0.9218581060563766,1.3585267066955566,0.19858333468437195,0.2173171974495471,1.8911693096160889,0.19858333468437195,0.029839019669099336,2.6611762046813965
