"","gene_name","log2FC1","log2FC2","Highlight"
"63","Atp2b4",4.31637867334268,1.40218613622742,"Yes"
"64","Btg2",-0.776833033392111,-1.71775255393269,"No"
"65","Cyb5r1",-0.994412744356461,1.08192379077506,"No"
"66","Csrp1",0.849608309306248,-0.568527122031763,"No"
"67","Lad1",-4.82753124902804,-1.45496084498419,"No"
"68","Tnnt2",-6.18489623792151,-1.42702459881496,"No"
"69","Tmem9",0.983464703623933,-0.682447476435699,"No"
"70","Uchl5",1.56007798984125,0.513561406019978,"No"
"71","Rgs1",1.30151436929997,1.08338200052414,"Yes"
"72","Lamc1",4.78450001297165,2.380103710776,"Yes"
"73","Rnasel",2.29388242153391,-0.587345071895129,"Yes"
"74","Tor1aip1",0.459143710185408,-0.365163052744792,"No"
"75","Abl2",-0.298544494721988,0.349918849969359,"No"
"76","Tor3a",2.37247232946757,-0.7620852918697,"No"
"77","Ralgps2",1.14756381387462,-0.563625676369372,"No"
"78","Pappa2",-2.70996539860354,-1.63444722438517,"No"
"79","Rabgap1l",2.89110346657959,0.536547443249407,"Yes"
"80","Eef1aknmt",-1.62623646149495,0.654358474936618,"Yes"
"81","Myoc",-4.44824678999388,-4.03705772615961,"No"
"82","Selp",2.22136993373345,2.52476922132569,"Yes"
"83","Xcl1",-4.0992755403295,-1.58218872314342,"No"
"84","Atf6",0.528520679016025,0.570565413955545,"No"
"85","Cd48",1.79032230674332,0.612941820373488,"Yes"
"86","Slamf1",-1.65257988169213,0.709634584120981,"Yes"
"87","Slamf6",-1.23091086476999,-2.34141685410497,"Yes"
"88","Aim2",1.03977713040651,-1.01881977371948,"No"
"89","Ifi214",-1.8990158064862,-4.69073997583283,"Yes"
"90","Ifi213",-2.76821231462115,-4.89140924324457,"Yes"
"91","Ifi208",-1.69919731146028,-3.73815556333578,"No"
"92","Ifi204",-1.65930163435204,-2.36373352640911,"No"
"93","Mndal",-1.38499155673809,-2.69479943836859,"No"
"94","Ifi203",-0.769896986653372,-3.10276766489183,"No"
"95","Ifi205",-2.38704029227551,-3.09190864387983,"No"
"96","Cep170",1.89478478237832,0.618027246752601,"No"
"97","Sdccag8",1.57488647429335,-0.376828017112356,"No"
"98","Cox20",-0.848272984053991,-0.736455007555384,"No"
"99","Cdc42bpa",1.74762079433585,1.12769824778895,"No"
"100","Enah",3.72483891665583,5.27623274361874,"No"
"101","Fbxo28",0.773834733924398,0.625368796017031,"Yes"
"102","Dusp10",1.7068222031358,-0.86559786005868,"No"
"103","Rab3gap2",0.45517079984317,0.423875945609269,"No"
"104","Rrp15",-1.67045102730633,0.550986823911202,"No"
"105","Gpatch2",0.894381378123617,-0.453470005737806,"No"
"106","Ptpn14",2.8820424803717,1.70881110956071,"Yes"
"107","Smyd2",-1.12805267705645,0.778444216605021,"No"
"108","Rps6kc1",-0.994738313646752,0.27845633880215,"No"
"109","Flvcr1",0.561468032238431,0.916897141155385,"No"
"110","Batf3",3.74280036985497,5.8817055279281,"Yes"
"111","Atf3",-1.50622842359891,4.0322970593187,"Yes"
"112","Lpgat1",1.12031241373461,0.590808536397357,"No"
"113","Traf5",1.33810282814332,-0.879712614553394,"No"
"114","Utp25",-1.24276541790437,0.508376159479691,"No"
"115","Traf3ip3",0.526345345190195,-0.854006521887666,"No"
"116","Syne1",1.59169431536174,-0.879043830548195,"Yes"
"117","Cnksr3",2.05605330965479,1.26741811208239,"Yes"
"118","Lrp11",1.33713071145005,1.02630880853333,"No"
"119","Tab2",1.22665039801625,0.597242882401866,"Yes"
"120","Ust",1.28093540933899,-0.806285368783191,"Yes"
"121","Utrn",1.78285972744221,-0.817510408558541,"Yes"
"122","Ltv1",-1.32409866023485,0.596469238693858,"No"
"123","Heca",0.703345901764184,-0.510563370746576,"No"
"124","Abracl",-0.702530691541254,-0.618838004014696,"No"
"125","Ccdc28a",1.38032487672349,-0.761532818534112,"No"
"126","Arfgef3",1.43358776023566,0.783891113747888,"No"
"127","Ifngr1",2.05622993973439,-0.962381824254327,"Yes"
"128","Slc35d3",4.3334156226261,1.05770407434516,"No"
"129","Myb",1.67672566748158,-1.01074182691189,"Yes"
"130","Sgk1",-1.33079155819392,-0.889165906334451,"Yes"
"131","Slc2a12",-2.54363102822568,-2.04319111427911,"Yes"
"132","Rps12",-0.723428364908687,0.850589398976944,"No"
"133","Enpp1",1.97877498124988,1.8064407320332,"Yes"
"134","Samd3",-2.22170870422577,-5.02381803262985,"No"
"135","L3mbtl3",1.59945983892836,-0.491866690178061,"No"
"136","Themis",1.71849249983829,0.772617937299278,"Yes"
"137","Zup1",0.892041086745933,-0.469143479861927,"No"
"138","Tube1",5.53700743178398,0.741181864895998,"Yes"
"139","Rev3l",1.81980850101691,0.731378897855319,"Yes"
"140","Cdk19",2.7391807186397,-0.438210071387015,"No"
"141","Sesn1",1.1710815668156,-0.503122504110557,"No"
"142","Scml4",1.06688014132717,-2.57104240453393,"Yes"
"143","Pdss2",0.406131138322757,0.383606429711852,"Yes"
"144","Bend3",-2.18662705687838,0.683817723620998,"No"
"145","Rtn4ip1",0.645444463756674,0.568350137029536,"No"
"146","Prdm1",4.22151330259396,4.57939021412268,"Yes"
"147","Prep",-0.950045543942425,0.647902419836379,"Yes"
"148","Gm49339",-2.43705065462616,3.24435363454515,"No"
"149","Lilr4b",-2.69247828220721,4.20765512766727,"No"
"150","Lilrb4a",-2.20617280362561,2.76584755777416,"Yes"
"151","Hsf2",1.93123335592618,0.834371597401632,"Yes"
"152","Pkib",1.27178920226061,3.4644948507053,"No"
"153","Smpdl3a",2.05126576037697,-1.23714362786466,"No"
"154","Mcu",0.965307130214553,0.709282087121632,"Yes"
"155","Chst3",-1.9659761637936,-2.0696242065386,"No"
"156","Vsir",-2.8538507896956,-0.79447635804851,"No"
"157","Slc29a3",-1.91946997949898,-0.66544520120472,"No"
"158","Ppa1",-0.874534097760388,0.648551584039464,"No"
"159","Srgn",-1.43850803810198,0.619904533738425,"Yes"
"160","Ddx21",-1.28840562003565,0.962145593819656,"No"
"161","Bcr",1.56172397501864,0.616086890133802,"Yes"
"162","Adora2a",-1.70419652370681,-0.806915761975369,"Yes"
"163","Mmp11",1.59157998685087,1.6895314840259,"No"
"164","Lss",1.2988143268559,0.66872837666686,"No"
"165","Slc19a1",-2.45745551336872,0.797407546249744,"No"
"166","Pwp2",-2.63859931152434,0.647575188403305,"No"
"167","Gadd45b",-3.39814110460936,0.766554901834988,"Yes"
"168","Thop1",-1.95599254796581,0.870732858563508,"No"
"169","Atcay",1.66715560715364,-1.21122905530918,"No"
"170","Chst11",-0.822593936129938,-0.763128418502692,"No"
"171","Ric8b",0.484328831739178,-0.331472815610478,"No"
"172","Hsp90b1",1.12829388565943,0.769577582583401,"No"
"173","Dram1",-2.07054128565772,-1.51669144884988,"No"
"174","Gnptab",0.827708829471821,-0.38489510607287,"Yes"
"175","Utp20",-1.41296304171288,0.718587002891427,"No"
"176","Nedd1",1.53945276502823,0.634143462563107,"Yes"
"177","Cfap54",3.15116071654978,2.13351843727455,"Yes"
"178","Elk3",1.79981034189124,-1.12245941212365,"No"
"179","Snrpf",-0.558848725099217,0.703700147850404,"No"
"180","Fgd6",0.566363797768977,1.41183863748612,"No"
"181","Ndufa12",-0.788144850872014,0.354748670038615,"No"
"182","Tmcc3",2.18416152650642,1.43417552481489,"Yes"
"183","Plxnc1",3.3915051500488,0.461398961870593,"Yes"
"184","Cradd",2.17072022662772,0.99722657293582,"Yes"
"185","Socs2",4.21367507476901,4.89862329943059,"Yes"
"186","Krr1",-1.34888233311429,0.591682436804198,"No"
"187","Tmem19",0.996307795117692,-0.433774967305022,"No"
"188","Kcnmb4",1.36536648846627,-1.95612390920001,"No"
"189","Cct2",-0.746433105522633,0.570136052981809,"No"
"190","Cpm",1.65510544648169,-0.802323477267789,"No"
"191","Ifng",1.7865053416876,5.00102866980099,"Yes"
"192","Dyrk2",-0.629696882149136,-0.888619699129088,"Yes"
"193","Xpot",-0.839679674837439,1.15161758020104,"No"
"194","Ctdsp2",0.916438993372765,-1.16311895010692,"No"
"195","Mettl1",-2.46059999792173,1.10810310357826,"No"
"196","B4galnt1",-3.03165634217101,-1.09263534425996,"No"
"197","Slc26a10",3.44966909844566,2.60256677417045,"Yes"
"198","Mars1",-1.08809674991164,1.0317265179961,"No"
"199","Shmt2",-2.39380033449989,1.2078939603251,"No"
"200","Naca",-1.46275723842017,0.496177221797956,"No"
"201","Ptges3",-0.607498422921441,0.831102032688573,"No"
"202","Gls2",4.13065955981511,1.14788196427131,"No"
"203","Pa2g4",-1.58817702611203,0.883853243279462,"No"
"204","Ikzf4",1.54895168592808,1.34295969492127,"No"
"205","Sfi1",0.493129302359992,0.725759057418139,"Yes"
"206","Eif4enif1",0.454307761377645,0.846597202956927,"No"
"207","Pik3ip1",1.18858651507885,-1.76970776722978,"No"
"208","Pes1",-1.68212563180242,0.600127910088916,"No"
"209","Rnf215",-0.716926976797263,-0.607603835400424,"No"
"210","Osm",1.0048554456742,1.2488830778647,"Yes"
"211","Lif",-1.26488923042492,3.77139558027742,"Yes"
"212","Hormad2",1.24781294088143,2.16775799613633,"Yes"
"213","Nf2",0.428204234206383,0.64851693155821,"Yes"
"214","Nefh",-1.29322028698016,0.681957756908036,"No"
"215","Xbp1",1.50659519859184,1.92286057904141,"Yes"
"216","H2az2",2.07791559839172,-0.76769746716151,"No"
"217","Zpbp",1.45889679819983,-0.572729347492853,"No"
"218","Ikzf1",0.841853428794379,-0.484061668612893,"Yes"
"219","Ddc",1.22878654756385,-1.3996561598384,"Yes"
"220","Spred2",1.48739946055901,1.63168090654096,"Yes"
"221","Actr2",0.611925262179898,0.241943237180715,"No"
"222","Slc1a4",-1.05941144930838,1.44663852682865,"No"
"223","Peli1",0.798772880964495,-0.721573608993556,"Yes"
"224","0610010F05Rik",0.984660655963458,0.395194473638469,"No"
"225","Pus10",0.792918638915021,0.384858402644624,"No"
"226","Rps27a",-0.781050328756236,0.700837398606676,"No"
"227","Stc2",5.75059020624826,0.697103193412635,"Yes"
"228","Nsg2",2.29602124077516,-2.91022178035734,"Yes"
"229","Ubtd2",-0.574923243810043,0.8284576915818,"No"
"230","Dock2",1.04892712731648,-0.432795372419263,"No"
"231","Fam71b",1.20926589261674,1.37164797756266,"Yes"
"232","Med7",-1.04728144461627,0.497237020804148,"No"
"233","Rack1",-0.824903300195349,0.67230681575402,"No"
"234","Irgm1",-0.746179574393507,-0.824873813490699,"No"
"235","9930111J21Rik1",1.58242376071705,-1.49867577973354,"No"
"236","Tgtp1",-0.819548650874881,-1.37719996209691,"Yes"
"237","9930111J21Rik2",1.41542720654714,-1.5701606988131,"No"
"238","Tgtp2",-0.710298380694214,-1.6199264656653,"No"
"239","Canx",0.43450840198103,0.821590587900879,"Yes"
"240","Hnrnpab",-0.681775571803353,0.460036003994525,"No"
"241","Nhp2",-1.81356852306917,0.949083456365483,"No"
"242","Tcf7",-0.847101256318196,-2.16908112073685,"No"
"243","Vdac1",0.463932806721401,0.458105212552892,"No"
"244","Uqcrq",-2.04565103322966,0.598563380621055,"No"
"245","Kif3a",0.959322315406952,0.716454918220104,"Yes"
"246","Irf1",-1.66974760679976,-0.978238261768651,"No"
"247","P4ha2",4.41142487490742,1.31631512790403,"No"
"248","Fnip1",2.00084757958699,0.973606672898328,"Yes"
"249","Cdc42se2",0.937442487835113,-0.658746491702929,"Yes"
"250","Slc36a2",-4.36744784581712,-3.36741681269549,"No"
"251","Larp1",-1.07145191020957,0.465060839101648,"Yes"
"252","Gemin5",-1.21606079459775,0.74167598418403,"No"
"253","Gm12258",0.686807463578482,-0.474989207942734,"No"
"254","Guk1",-1.88078712775688,0.559960469120758,"No"
"255","Arf1",-0.653621971580906,0.401583110318039,"No"
"256","Shmt1",-1.40866084661669,0.907568277689309,"No"
"257","Tnfrsf13b",2.87521763368805,1.15185266714687,"Yes"
"258","Epn2",2.8542613916352,1.59421908627896,"Yes"
"259","Adora2b",1.32574516089595,2.6702241339871,"Yes"
"260","Ttc19",-1.00120030281343,0.493999176105468,"No"
"261","Cenpv",0.613191794615144,1.22144470711675,"No"
"262","Hs3st3b1",0.821232956810643,1.02404485051582,"No"
"263","Cox10",-0.41183705433856,0.543714834864893,"No"
"264","Sco1",0.741041872872044,0.92905592635869,"No"
"265","Ntn1",-2.07245077847019,-1.77778134958283,"No"
"266","Myh10",2.25258076077943,-0.873162592207628,"No"
"267","Rpl26",-1.21067285425336,0.607573602548367,"No"
"268","Rangrf",-2.53985587291422,1.50607638458405,"No"
"269","Gucy2e",3.00834363280166,-2.10403211554005,"Yes"
"270","Kdm6b",-4.12274158134708,1.2948180072855,"No"
"271","Senp3",-1.53717791510728,0.524353341993737,"No"
"272","Eif5a",-1.78704639453749,0.733287021149521,"Yes"
"273","Pelp1",-0.910309942547019,0.505284397431952,"No"
"274","C1qbp",-1.64556916573923,0.908285729830591,"No"
"275","Dhx33",-1.97020348784214,0.543844736971788,"No"
"276","Nlrp1b",-1.6555015137859,-1.95475252518248,"No"
"277","Xaf1",0.783248533515855,-2.30014585333383,"No"
"278","Smtnl2",3.68087461420977,2.03246383190954,"No"
"279","Mybbp1a",-2.2809273749744,0.746314638413576,"No"
"280","Mettl16",-0.519201125613192,0.661059917300352,"No"
"281","Tsr1",-1.37188238827823,0.690572165845362,"No"
"282","Rtn4rl1",1.89126486016119,-0.855135761866118,"No"
"283","Slc43a2",1.5194645320512,-0.698610217340702,"No"
"284","Vps53",0.39719947445416,-0.240857949653321,"No"
"285","Mrm3",-1.43455557863369,0.654097030645793,"No"
"286","Cpd",0.981374591092892,1.16695879655612,"Yes"
"287","Coro6",2.81365888822135,4.07796444583143,"Yes"
"288","Ankrd13b",-1.32856468494264,0.92541755794995,"No"
"289","Myo18a",2.06342768554655,0.773720412433644,"No"
"290","Dhrs13",-0.797973948155588,0.795645624620782,"No"
"291","Rpl23a",-1.46237636214972,0.804374307463283,"No"
"292","Proca1",-1.46571531628999,2.5503987653816,"No"
"293","Evi2",1.5439815843417,-0.682155433829372,"No"
"294","Evi2b",1.61134189283946,-0.602926541092758,"No"
"295","Utp6",-0.552325860313471,0.414629702955615,"Yes"
"296","Suz12",1.19894674247124,0.327263329258964,"No"
"297","Rnf135",1.92704136719277,-0.69665880647836,"No"
"298","Slfn2",-3.13572347818671,-1.34202008585922,"Yes"
"299","Slfn1",-1.9187924502397,-2.64057910843956,"No"
"300","Acaca",0.564058975040355,0.523137985808732,"No"
"301","Aatf",-0.712738847916206,0.542396833780994,"No"
"302","Myo19",-1.48294788408826,0.777108974634324,"No"
"303","Tbx2",-1.90400565774587,-2.12483498476733,"No"
"304","Ints2",0.60966423354504,0.43097776609637,"No"
"305","Cltc",0.770349960020101,0.647953688310753,"No"
"306","Ypel2",2.92334668402613,-0.966667199174837,"No"
"307","Trim37",0.479025471417365,0.47656500079412,"No"
"308","Ppm1e",3.04615641415827,1.75938370602121,"No"
"309","Akap1",-0.70096487450717,0.7606931469217,"No"
"310","Nme2",-1.86365733547492,1.06601019936656,"No"
"311","Gm20390",-1.60715409027861,0.847392598483427,"No"
"312","Nme1",-1.39732690859641,0.756457054323114,"No"
"313","Rsad1",-2.21310470444833,0.791414786819396,"No"
"314","Lrrc59",-0.761955786937237,0.456758281319288,"No"
"315","Mrpl27",-1.05342994898947,-0.517486844293589,"No"
"316","Abi3",3.12371261774285,-0.753964777303094,"No"
"317","Nfe2l1",-1.57033287496425,0.60288189823924,"No"
"318","Tbkbp1",-1.30503511896284,1.44962434504131,"No"
"319","Mllt6",-1.4016450293372,0.911012993427056,"Yes"
"320","Pcgf2",0.703432363986824,0.671215233099258,"No"
"321","1700001P01Rik",-0.9809836419155,1.06269716237002,"No"
"322","Rpl23",-1.37736499890054,0.652557981694274,"No"
"323","Rpl19",-1.11473319957094,0.407635131591655,"No"
"324","Fbxl20",1.4958852583119,-0.563691841011999,"Yes"
"325","Nr1d1",-1.29190660812433,1.63309362921405,"No"
"326","Acly",0.535680072477484,0.565531953708275,"No"
"327","Cnp",1.8713735615659,-0.791571305212507,"No"
"328","Atp6v0a1",2.18022930797393,0.974983299380745,"No"
"329","Psme3",-1.58802118116195,0.632238881399691,"No"
"330","Aoc2",-1.91204163308874,0.750918613885207,"No"
"331","Rpl27",-1.16775997524302,0.69518680882768,"No"
"332","Etv4",1.24951798579292,1.4441998470297,"No"
"333","Wnt3",-5.15331797229979,-3.49826035678836,"No"
"334","Itgb3",2.68269541574776,-2.42784373412323,"No"
"335","Mettl2",-1.69408309804172,0.468339021883899,"No"
"336","Map3k3",1.14407039626664,-0.37766673718691,"No"
"337","Limd2",-1.31499174622301,-1.08017813385437,"No"
"338","Tex2",0.752250623160069,0.925832828260031,"Yes"
"339","Milr1",1.60744318500015,-1.437022158409,"No"
"340","Nol11",-0.85064957558023,0.638450675521311,"Yes"
"341","Pitpnc1",1.25791993672373,-0.886308767175114,"Yes"
"342","Prkca",0.857745200837034,0.695635212309971,"Yes"
"343","Arsg",0.60789624825828,0.778573667599146,"No"
"344","Fam20a",2.7388444451706,5.06739602265303,"Yes"
"345","Map2k6",3.26704335050233,-1.3012758035474,"Yes"
"346","Slc39a11",-1.08015978244917,0.561746924210516,"Yes"
"347","Fads6",-1.29316104360004,0.875641700500892,"No"
"348","Pgs1",-0.887299011311161,0.771641939249946,"Yes"
"349","Usp36",-2.05307694700469,0.744742141310681,"No"
"350","Tbc1d16",1.38090676925753,1.36999237676985,"No"
"351","Rnf213",0.819705786271175,-0.682937913929246,"No"
"352","Mafg",-2.00752957878129,1.06096599438319,"No"
"353","Pycr1",-2.20123592719319,1.59651226205951,"No"
"354","Narf",3.92267964599579,-0.90877990717545,"No"
"355","Fn3k",-3.17180513377265,-2.90569793983225,"No"
"356","Rab10",0.521247065914342,0.517152404902212,"No"
"357","Fam49a",1.52750104508895,-1.21479257059894,"No"
"358","Nbas",1.05729544093089,0.475771171492778,"No"
"359","Pdia6",0.483902218232818,0.935030337030244,"Yes"
"360","Nol10",-0.559459389311891,0.787984284832846,"No"
"361","Odc1",-0.743181846583811,0.576509097534704,"Yes"
"362","Hpcal1",0.592242051070715,-0.814469817366128,"No"
"363","Mboat2",4.54188693653309,1.4101914138347,"Yes"
"364","Rnf144a",1.93644328263806,-0.991363004025005,"No"
"365","Cmpk2",1.63550750780179,-1.60276810584824,"No"
"366","Rps7",-1.0302952675688,0.743676001878825,"No"
"367","Tmem18",0.642689169986689,-0.650588336195278,"Yes"
"368","Bcap29",0.679487073159557,0.604178245325813,"No"
"369","Cog5",1.45693434631001,0.612924115384748,"Yes"
"370","Hbp1",1.16729925548145,-0.668824892208294,"No"
"371","Pik3cg",3.94193613900486,0.732776262994804,"Yes"
"372","Atxn7l1",1.63223622658687,0.477279157759602,"Yes"
"373","Hdac9",-1.64229295867475,-1.31485559677402,"No"
"374","Tspan13",2.24521720200579,-0.685250309940922,"Yes"
"375","Stxbp6",2.48505228588776,3.9925482242878,"No"
"376","Gpr33",4.56736867281398,5.98240077399537,"Yes"
"377","Arhgap5",1.46491850470532,1.5035897086537,"No"
"378","Egln3",4.17660703477117,2.63429245174434,"Yes"
"379","Mipol1",0.626352234020889,0.490772910388704,"No"
"380","Klhdc1",0.899218039448474,-0.864317966144115,"Yes"
"381","Sav1",1.38077647847482,0.62265174431264,"No"
"382","Timm9",-1.15473120186368,0.686167289683807,"No"
"383","Hif1a",1.58988560742458,0.579055838214678,"Yes"
"384","Snapc1l",1.00944624595573,0.48239057928519,"No"
"385","Snapc1",0.485317321002317,0.56988033254294,"No"
"386","Mthfd1",-0.621099515190423,0.556300449115209,"No"
"387","Sptb",-1.79609107715247,-1.53409399017283,"No"
"388","Atp6v1d",1.41106319490738,-0.485377457546178,"No"
"389","Rdh11",0.79943903122335,0.566492531034428,"No"
"390","Rdh12",2.16516603027909,-0.934117598080057,"No"
"391","Zfp36l1",-2.20954603419716,-0.801466629069747,"Yes"
"392","Papln",1.85164463528335,1.62428202789613,"No"
"393","Entpd5",0.756409972555607,-0.601090465383867,"No"
"394","Npc2",0.408426598361793,-0.431821672736814,"Yes"
"395","Prox2",1.79045581974191,-0.923399354981709,"No"
"396","Angel1",-1.44463159959648,0.704627546654744,"No"
"397","Alkbh1",-0.728734662409015,0.34597001971365,"No"
"398","Sel1l",1.04852139959205,0.547249860600558,"Yes"
"399","Galc",1.32059700713773,0.791386155886525,"No"
"400","Kcnk10",1.02309497393782,-1.93400385920901,"Yes"
"401","Ifi27l2a",1.18838960621165,-1.39107755637327,"No"
"402","Serpina3f",1.91014815506131,-2.96775908653575,"No"
"403","Serpina3g",2.23479134614766,-2.30261839331646,"Yes"
"404","Vrk1",1.34970656008359,0.445537572606528,"Yes"
"405","Eml1",-2.64872634729523,-1.74796509795431,"No"
"406","Evl",1.00731613372105,-1.0412138681779,"No"
"407","Wars",-1.11716838458762,-0.515973606391496,"Yes"
"408","Cinp",-0.766240580019947,0.585811608284051,"No"
"409","Tecpr2",0.500417816929182,0.485301293470297,"No"
"410","Trmt61a",-2.86076271854973,0.772861433850277,"No"
"411","Jag2",4.01221007633903,2.08507160878861,"No"
"412","Zfp386",1.37977644921916,-0.817182356834246,"No"
"413","Esyt2",1.60492245104189,-0.617118037611926,"No"
"414","Pitrm1",-0.936049464028673,0.572261911128597,"No"
"415","Pfkp",1.29528896864868,0.759721993968508,"Yes"
"416","Adarb2",-2.16338636816456,-1.266962421399,"Yes"
"417","Gtpbp4",-1.00793579712036,0.692405361382677,"Yes"
"418","Dip2c",1.91201055784012,1.32520126241954,"Yes"
"419","Ryr2",-2.48699054242513,-2.75583304071056,"No"
"420","Heatr1",-1.20635687029529,0.815935800574001,"No"
"421","Lgals8",1.24119607526874,-0.885535681805769,"No"
"422","Edaradd",1.58336203756282,1.27749884753686,"No"
"423","Rala",0.800214311866882,0.426249789632601,"No"
"424","Cmah",2.08718546887532,-1.66701471769922,"Yes"
"425","Ripor2",0.659661360627903,-1.24569689084982,"No"
"426","Armh2",-2.20820297194626,-1.82005968724341,"No"
"427","Acot13",1.37903155745914,-0.649278635189175,"No"
"428","E2f3",2.0976909851707,0.433240874535131,"No"
"429","Dusp22",1.62746060734634,1.05405691548509,"Yes"
"430","Irf4",-2.02865805560454,1.82677024992017,"Yes"
"431","Serpinb6b",-1.93226592381798,-0.865968907774518,"No"
"432","Serpinb9",-1.68111557051254,-0.691364392808057,"Yes"
"433","Serpinb1b",-3.10740502714731,-3.08933819468731,"No"
"434","Pxdc1",-5.72914404547144,-4.31628939059354,"No"
"435","Cdyl",-0.422339131413505,0.384754314610237,"No"
"436","Nrn1",3.79987748629609,-3.33055693106209,"Yes"
"437","F13a1",-1.5231324327255,-1.05200890103182,"Yes"
"438","Dsp",-3.06804995115516,-2.98081614953201,"No"
"439","Eef1e1",-1.04962325299228,0.573217025138018,"No"
"440","Gfod1",-1.19724624389931,-0.956331027318917,"Yes"
"441","Mcur1",-1.03257930088737,-0.49518323543637,"No"
"442","Mylip",0.363320645070617,-0.843035165845034,"No"
"443","Atxn1",1.18233336554891,-0.35915829572031,"Yes"
"444","Card19",2.38365512726589,-0.818174517080339,"No"
"445","Fgd3",0.469317115674451,-0.443022225013092,"No"
"446","Iars",-0.704621038966475,1.06820644794945,"No"
"447","Spin1",-0.30960840770636,-0.293132452013877,"No"
"448","Gadd45g",-1.05644747444302,2.97932211352075,"Yes"
"449","Auh",1.65652368269017,0.466975995820291,"Yes"
"450","Nfil3",1.89284312392612,2.17438159608922,"Yes"
"451","Simc1",-1.0284027341807,0.545394847632957,"No"
"452","Nop16",-1.51758015520107,0.747932091545177,"No"
"453","Klhl3",-0.704667372011873,-1.34350086982287,"No"
"454","Dapk1",-1.74951974726263,0.423306449556383,"Yes"
"455","Gm49391",2.06784789045846,1.46979160157742,"No"
"456","Ctla2a",4.84268790169428,2.11596584350638,"Yes"
"457","Cdc14b",0.453585122036407,0.567924261155891,"No"
"458","Nsun2",-0.77988198235733,0.593885627343014,"No"
