,ChIP
51,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
52,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
53,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
54,2017_PNAS_Li___STAT5B_IL2-CD4
55,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
56,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
57,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
59,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
60,2017_PNAS_Li___STAT3_IL21-CD4
61,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
62,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
63,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
64,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
65,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
66,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
67,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
68,2017_PNAS_Li___STAT5B_IL2-CD8
69,2017_PNAS_Li___STAT5B_IL2-WT-CD4
70,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
71,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
72,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
73,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
74,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
75,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
76,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
77,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
78,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
79,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
80,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
81,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
