ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5062,0.4896,0.5808,0.0748,0.0018,0.4207,0.1876,0.1422,0.0123,0.1789,1.0000,0.5691,0.1747,0.2108,0.3348,0.0159,0.1965,0.5722,0.5714,0.5775,0.5939,0.5924,0.5778,0.5939,0.5857,0.4068,0.4662,0.4770,0.5911,0.5449,0.5552,0.5557,0.5359,0.1113,0.2737,0.2483,0.0441,0.4447,0.5765,0.5813,0.5122,0.5656,0.5740,0.3441,0.1734,0.1481,0.5854,0.5824,0.3973,0.0105,0.4698,0.0176,0.1275,0.4060,0.0265,0.4053,0.4533,0.4300,0.0521,0.5722,0.3542,0.2966,0.0934,0.2685,0.0158,0.0279,0.0088,0.3039,0.0018,0.5738,0.5511,0.5557,0.2330,0.5553,0.2804,0.2346,0.1358,0.2062,0.5668,0.2273,0.1633,0.1096
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4141,0.4017,0.4325,0.0667,0.0024,0.4593,0.2109,0.1467,0.0120,0.2245,0.5691,1.0000,0.2164,0.2426,0.3259,0.0144,0.1988,0.4221,0.4222,0.4334,0.4421,0.4374,0.4357,0.4398,0.4376,0.3118,0.3523,0.3463,0.4414,0.4222,0.4096,0.4344,0.4163,0.0984,0.2479,0.2220,0.0404,0.3784,0.4301,0.4328,0.4115,0.4236,0.4283,0.3154,0.1615,0.1407,0.4475,0.4515,0.3752,0.0095,0.3909,0.0143,0.1379,0.3644,0.0312,0.3226,0.3500,0.3494,0.0485,0.4221,0.2910,0.2582,0.0837,0.2326,0.0167,0.0330,0.0096,0.2764,0.0000,0.4301,0.4176,0.4225,0.2095,0.4138,0.2060,0.2253,0.1292,0.1900,0.4191,0.2324,0.1617,0.1147
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.0982,0.0960,0.1178,0.1310,0.0000,0.1239,0.0723,0.2441,0.0231,0.8382,0.1747,0.2164,1.0000,0.5255,0.3306,0.0231,0.2974,0.1168,0.1189,0.1204,0.1261,0.1255,0.1283,0.1287,0.1282,0.1059,0.1212,0.1089,0.1199,0.1332,0.1199,0.1309,0.1373,0.1223,0.1436,0.1411,0.0679,0.1157,0.1310,0.1293,0.1300,0.1204,0.1182,0.1866,0.1209,0.1311,0.1256,0.1313,0.1253,0.0153,0.1481,0.0224,0.2169,0.1338,0.0373,0.1930,0.1777,0.1511,0.0933,0.1216,0.2055,0.2318,0.0919,0.2469,0.0000,0.0803,0.0397,0.2388,0.0081,0.1194,0.1287,0.1260,0.1330,0.1231,0.0958,0.2426,0.1667,0.2360,0.1231,0.2570,0.1480,0.0950
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1407,0.1320,0.1701,0.1611,0.0055,0.1770,0.1142,0.2955,0.0503,0.5174,0.2108,0.2426,0.5255,1.0000,0.4377,0.0273,0.3284,0.1674,0.1637,0.1712,0.1714,0.1728,0.1740,0.1725,0.1774,0.1307,0.1610,0.1444,0.1637,0.1789,0.1725,0.1858,0.1944,0.1429,0.1798,0.2038,0.0755,0.1409,0.1781,0.1779,0.1728,0.1721,0.1674,0.2391,0.1706,0.1821,0.1685,0.1757,0.1800,0.0503,0.2110,0.0492,0.2611,0.1834,0.0319,0.2681,0.2586,0.1828,0.1061,0.1747,0.2805,0.3018,0.0708,0.3084,0.0053,0.0973,0.0391,0.3208,0.0113,0.1656,0.1822,0.1706,0.1818,0.1766,0.1241,0.3191,0.1853,0.2833,0.1747,0.2956,0.1648,0.0961
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.2687,0.2546,0.3432,0.1305,0.0054,0.2667,0.1184,0.2764,0.0190,0.3288,0.3348,0.3259,0.3306,0.4377,1.0000,0.0273,0.3046,0.3443,0.3440,0.3488,0.3372,0.3411,0.3442,0.3429,0.3508,0.2508,0.2918,0.2741,0.3201,0.3575,0.3559,0.3675,0.3680,0.1628,0.2709,0.2678,0.0558,0.2610,0.3590,0.3552,0.3111,0.3487,0.3395,0.3416,0.2133,0.2004,0.3311,0.3453,0.2839,0.0135,0.3400,0.0215,0.1975,0.2744,0.0296,0.4039,0.4468,0.3301,0.0654,0.3471,0.4301,0.4103,0.0907,0.3602,0.0161,0.0596,0.0163,0.4357,0.0027,0.3399,0.3669,0.3318,0.2505,0.3620,0.1880,0.3853,0.1928,0.2905,0.3556,0.3304,0.1632,0.0975
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0138,0.0153,0.0111,0.0533,0.0000,0.0201,0.0130,0.0199,0.0476,0.0296,0.0159,0.0144,0.0231,0.0273,0.0273,1.0000,0.0556,0.0117,0.0118,0.0110,0.0111,0.0110,0.0109,0.0110,0.0108,0.0172,0.0114,0.0142,0.0127,0.0132,0.0110,0.0124,0.0124,0.0000,0.0084,0.0088,0.0000,0.0140,0.0124,0.0129,0.0145,0.0112,0.0116,0.0202,0.0131,0.0269,0.0125,0.0112,0.0224,0.0476,0.0137,0.0400,0.0439,0.0183,0.0769,0.0204,0.0153,0.0152,0.0192,0.0106,0.0153,0.0154,0.0225,0.0177,0.0000,0.0882,0.1111,0.0169,0.0833,0.0119,0.0117,0.0131,0.0096,0.0112,0.0221,0.0229,0.0368,0.0234,0.0113,0.0165,0.0284,0.0366
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.1546,0.1504,0.1723,0.1706,0.0055,0.1526,0.1134,0.2529,0.0270,0.2792,0.1965,0.1988,0.2974,0.3284,0.3046,0.0556,1.0000,0.1707,0.1695,0.1758,0.1723,0.1712,0.1774,0.1733,0.1770,0.1303,0.1726,0.1583,0.1633,0.1910,0.1780,0.1867,0.1998,0.1544,0.1950,0.2143,0.0502,0.1328,0.1895,0.1829,0.1740,0.1782,0.1763,0.2435,0.1696,0.1656,0.1722,0.1767,0.1792,0.0270,0.2102,0.0374,0.2478,0.2004,0.0538,0.2481,0.2295,0.2161,0.1050,0.1781,0.2465,0.2544,0.1021,0.2391,0.0052,0.0904,0.0330,0.2656,0.0112,0.1690,0.1894,0.1702,0.1695,0.1775,0.1263,0.2674,0.2262,0.2857,0.1791,0.2699,0.1856,0.1244
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.6587,0.5969,0.9128,0.0578,0.0043,0.4116,0.1507,0.1294,0.0106,0.1243,0.5722,0.4221,0.1168,0.1674,0.3443,0.0117,0.1707,1.0000,0.9695,0.8955,0.8782,0.9130,0.8987,0.9059,0.9040,0.4727,0.6075,0.5713,0.8902,0.7807,0.9131,0.8262,0.7485,0.1258,0.3295,0.3106,0.0476,0.5063,0.8567,0.8486,0.6124,0.8915,0.8800,0.3875,0.2071,0.1717,0.8087,0.8096,0.3668,0.0106,0.4959,0.0149,0.1021,0.3834,0.0181,0.4671,0.5540,0.4527,0.0370,0.8818,0.4233,0.3036,0.0794,0.2614,0.0149,0.0266,0.0096,0.3248,0.0021,0.9407,0.8649,0.7474,0.2841,0.9076,0.2762,0.2394,0.1241,0.1923,0.9082,0.2216,0.1403,0.0788
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.6531,0.5912,0.9235,0.0571,0.0043,0.4117,0.1519,0.1257,0.0096,0.1265,0.5714,0.4222,0.1189,0.1637,0.3440,0.0118,0.1695,0.9695,1.0000,0.8845,0.8865,0.9257,0.8896,0.9145,0.8930,0.4700,0.6052,0.5590,0.8868,0.7754,0.9043,0.8174,0.7503,0.1315,0.3389,0.3170,0.0502,0.5037,0.8458,0.8414,0.6085,0.8980,0.8904,0.3860,0.2150,0.1780,0.8033,0.8042,0.3681,0.0107,0.4948,0.0150,0.1040,0.3862,0.0182,0.4675,0.5564,0.4514,0.0373,0.8842,0.4293,0.3058,0.0789,0.2646,0.0150,0.0268,0.0097,0.3271,0.0021,0.9375,0.8598,0.7367,0.2888,0.9045,0.2796,0.2424,0.1238,0.1925,0.8974,0.2194,0.1389,0.0794
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.6767,0.6236,0.8624,0.0676,0.0022,0.4134,0.1528,0.1370,0.0099,0.1269,0.5775,0.4334,0.1204,0.1712,0.3488,0.0110,0.1758,0.8955,0.8845,1.0000,0.8961,0.8802,0.9151,0.8847,0.9490,0.4870,0.6415,0.5886,0.8805,0.7940,0.8986,0.8462,0.7592,0.1104,0.3060,0.2884,0.0378,0.5283,0.8857,0.8878,0.6483,0.8473,0.8354,0.3991,0.1804,0.1436,0.8389,0.8319,0.3750,0.0110,0.5253,0.0154,0.1124,0.3980,0.0175,0.4841,0.5702,0.4678,0.0438,0.8556,0.4298,0.3127,0.0807,0.2625,0.0154,0.0252,0.0099,0.3358,0.0022,0.8823,0.8668,0.7696,0.2591,0.9083,0.2777,0.2519,0.1291,0.2019,0.8897,0.2362,0.1408,0.0812
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.6750,0.6250,0.8642,0.0605,0.0033,0.4234,0.1580,0.1293,0.0089,0.1340,0.5939,0.4421,0.1261,0.1714,0.3372,0.0111,0.1723,0.8782,0.8865,0.8961,1.0000,0.9000,0.9236,0.9231,0.9108,0.4934,0.6270,0.5792,0.8846,0.7767,0.8800,0.8233,0.7456,0.1146,0.3109,0.2916,0.0441,0.5269,0.8642,0.8540,0.6446,0.8376,0.8428,0.3845,0.1896,0.1570,0.8189,0.8217,0.3782,0.0111,0.5075,0.0156,0.1131,0.3908,0.0167,0.4729,0.5513,0.4564,0.0388,0.8424,0.4170,0.3036,0.0808,0.2667,0.0156,0.0256,0.0100,0.3298,0.0022,0.8804,0.8461,0.7593,0.2672,0.8837,0.2822,0.2478,0.1213,0.1897,0.8709,0.2188,0.1381,0.0814
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.6445,0.5955,0.9114,0.0585,0.0033,0.4220,0.1557,0.1312,0.0099,0.1296,0.5924,0.4374,0.1255,0.1728,0.3411,0.0110,0.1712,0.9130,0.9257,0.8802,0.9000,1.0000,0.8932,0.9600,0.9045,0.4658,0.5962,0.5611,0.8804,0.7629,0.8854,0.8034,0.7306,0.1311,0.3246,0.3122,0.0492,0.5048,0.8431,0.8366,0.6148,0.8859,0.8881,0.3866,0.2073,0.1710,0.8134,0.8142,0.3758,0.0110,0.4974,0.0154,0.1103,0.3854,0.0176,0.4619,0.5455,0.4455,0.0393,0.8800,0.4129,0.2967,0.0785,0.2617,0.0154,0.0275,0.0099,0.3239,0.0022,0.9116,0.8333,0.7308,0.2809,0.8797,0.2797,0.2417,0.1196,0.1883,0.8745,0.2183,0.1386,0.0790
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.6767,0.6168,0.8676,0.0592,0.0022,0.4142,0.1533,0.1266,0.0087,0.1348,0.5778,0.4357,0.1283,0.1740,0.3442,0.0109,0.1774,0.8987,0.8896,0.9151,0.9236,0.8932,1.0000,0.9058,0.9379,0.4844,0.6275,0.5803,0.8759,0.7808,0.9017,0.8251,0.7394,0.1052,0.2964,0.2790,0.0387,0.5205,0.8636,0.8613,0.6396,0.8487,0.8406,0.3837,0.1782,0.1429,0.8247,0.8294,0.3730,0.0109,0.4968,0.0153,0.1070,0.3929,0.0186,0.4753,0.5607,0.4498,0.0379,0.8531,0.4216,0.3000,0.0814,0.2624,0.0153,0.0239,0.0087,0.3257,0.0022,0.8913,0.8681,0.7692,0.2577,0.9133,0.2831,0.2439,0.1259,0.1919,0.8928,0.2219,0.1388,0.0796
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.6567,0.6056,0.8981,0.0577,0.0033,0.4290,0.1566,0.1294,0.0099,0.1328,0.5939,0.4398,0.1287,0.1725,0.3429,0.0110,0.1733,0.9059,0.9145,0.8847,0.9231,0.9600,0.9058,1.0000,0.9112,0.4778,0.6130,0.5759,0.8932,0.7740,0.8842,0.8111,0.7396,0.1257,0.3193,0.3014,0.0483,0.5141,0.8493,0.8429,0.6285,0.8747,0.8787,0.3872,0.2019,0.1656,0.8196,0.8166,0.3764,0.0110,0.5016,0.0155,0.1084,0.3844,0.0188,0.4674,0.5467,0.4510,0.0373,0.8730,0.4135,0.3011,0.0789,0.2645,0.0155,0.0265,0.0100,0.3228,0.0022,0.9063,0.8357,0.7474,0.2743,0.8748,0.2812,0.2417,0.1203,0.1919,0.8751,0.2182,0.1407,0.0807
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.6738,0.6212,0.8749,0.0677,0.0022,0.4133,0.1518,0.1398,0.0097,0.1310,0.5857,0.4376,0.1282,0.1774,0.3508,0.0108,0.1770,0.9040,0.8930,0.9490,0.9108,0.9045,0.9379,0.9112,1.0000,0.4845,0.6337,0.5848,0.8933,0.7973,0.9125,0.8491,0.7645,0.1134,0.3070,0.2869,0.0416,0.5236,0.8846,0.8807,0.6474,0.8617,0.8499,0.3962,0.1839,0.1510,0.8381,0.8371,0.3738,0.0108,0.5175,0.0151,0.1108,0.3936,0.0184,0.4895,0.5701,0.4640,0.0431,0.8640,0.4280,0.3095,0.0795,0.2693,0.0151,0.0259,0.0097,0.3365,0.0022,0.8966,0.8771,0.7768,0.2644,0.9147,0.2831,0.2508,0.1271,0.2028,0.9037,0.2354,0.1399,0.0800
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5309,0.5225,0.4563,0.0453,0.0000,0.2961,0.1343,0.0919,0.0021,0.1067,0.4068,0.3118,0.1059,0.1307,0.2508,0.0172,0.1303,0.4727,0.4700,0.4870,0.4934,0.4658,0.4844,0.4778,0.4845,1.0000,0.5581,0.5763,0.5108,0.4638,0.4562,0.4664,0.4519,0.0510,0.2123,0.1798,0.0158,0.5654,0.4978,0.5057,0.4876,0.4400,0.4434,0.2515,0.1362,0.1105,0.5066,0.4982,0.3306,0.0064,0.3686,0.0106,0.0897,0.3630,0.0169,0.3385,0.3798,0.3372,0.0391,0.4439,0.2829,0.2049,0.0904,0.1859,0.0214,0.0187,0.0085,0.2262,0.0022,0.4798,0.4574,0.5043,0.1873,0.4640,0.2898,0.1980,0.1063,0.1431,0.4638,0.1424,0.1285,0.0848
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.5797,0.5724,0.5949,0.0562,0.0000,0.3369,0.1476,0.1308,0.0081,0.1218,0.4662,0.3523,0.1212,0.1610,0.2918,0.0114,0.1726,0.6075,0.6052,0.6415,0.6270,0.5962,0.6275,0.6130,0.6337,0.5581,1.0000,0.6191,0.6577,0.5842,0.6000,0.6056,0.5722,0.0798,0.2559,0.2224,0.0185,0.5355,0.6505,0.6554,0.5738,0.5783,0.5783,0.3307,0.1417,0.1144,0.6434,0.6251,0.3583,0.0098,0.4406,0.0163,0.1116,0.3727,0.0212,0.4000,0.4532,0.4270,0.0433,0.5748,0.3392,0.2541,0.0868,0.2323,0.0196,0.0308,0.0098,0.2872,0.0016,0.6213,0.6008,0.6066,0.2190,0.6103,0.2641,0.2180,0.1369,0.1858,0.6012,0.2109,0.1431,0.0824
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5633,0.5550,0.5498,0.0519,0.0018,0.3357,0.1445,0.1053,0.0088,0.1097,0.4770,0.3463,0.1089,0.1444,0.2741,0.0142,0.1583,0.5713,0.5590,0.5886,0.5792,0.5611,0.5803,0.5759,0.5848,0.5763,0.6191,1.0000,0.6136,0.5336,0.5528,0.5514,0.5331,0.0742,0.2320,0.2090,0.0217,0.5115,0.5930,0.6164,0.5446,0.5333,0.5390,0.2966,0.1452,0.1178,0.6107,0.5906,0.3501,0.0124,0.4270,0.0159,0.0933,0.3754,0.0230,0.3834,0.4338,0.3989,0.0361,0.5359,0.3173,0.2277,0.0738,0.2061,0.0159,0.0281,0.0107,0.2621,0.0036,0.5796,0.5534,0.5978,0.2033,0.5576,0.2684,0.2015,0.1256,0.1889,0.5516,0.1813,0.1452,0.0875
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.6942,0.6374,0.8840,0.0529,0.0034,0.4401,0.1590,0.1221,0.0092,0.1254,0.5911,0.4414,0.1199,0.1637,0.3201,0.0127,0.1633,0.8902,0.8868,0.8805,0.8846,0.8804,0.8759,0.8932,0.8933,0.5108,0.6577,0.6136,1.0000,0.7661,0.8522,0.8002,0.7222,0.1095,0.3061,0.2837,0.0384,0.5436,0.8562,0.8719,0.6555,0.8526,0.8642,0.3766,0.1824,0.1516,0.8381,0.8350,0.3886,0.0115,0.5033,0.0161,0.1053,0.3969,0.0196,0.4571,0.5284,0.4560,0.0364,0.8401,0.3949,0.2916,0.0736,0.2582,0.0161,0.0264,0.0104,0.3139,0.0023,0.9005,0.8271,0.7690,0.2589,0.8556,0.2898,0.2349,0.1264,0.1916,0.8558,0.2121,0.1478,0.0828
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.6456,0.5993,0.7712,0.0754,0.0036,0.3932,0.1537,0.1527,0.0108,0.1363,0.5449,0.4222,0.1332,0.1789,0.3575,0.0132,0.1910,0.7807,0.7754,0.7940,0.7767,0.7629,0.7808,0.7740,0.7973,0.4638,0.5842,0.5336,0.7661,1.0000,0.8245,0.8696,0.8209,0.1378,0.3292,0.3220,0.0500,0.5034,0.7925,0.7683,0.5965,0.7564,0.7329,0.4383,0.2078,0.1701,0.7197,0.7241,0.3652,0.0108,0.5090,0.0156,0.1219,0.3977,0.0192,0.5063,0.5791,0.4670,0.0493,0.7700,0.4641,0.3234,0.0807,0.2839,0.0156,0.0300,0.0108,0.3637,0.0024,0.7750,0.8418,0.7140,0.2782,0.8185,0.2664,0.2681,0.1495,0.2310,0.8446,0.2736,0.1447,0.0851
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.6474,0.5850,0.8794,0.0681,0.0030,0.3940,0.1451,0.1431,0.0110,0.1259,0.5552,0.4096,0.1199,0.1725,0.3559,0.0110,0.1780,0.9131,0.9043,0.8986,0.8800,0.8854,0.9017,0.8842,0.9125,0.4562,0.6000,0.5528,0.8522,0.8245,1.0000,0.8880,0.8014,0.1295,0.3363,0.3221,0.0490,0.4910,0.8776,0.8439,0.6096,0.8686,0.8389,0.3920,0.2115,0.1696,0.7910,0.7883,0.3516,0.0110,0.4990,0.0150,0.1081,0.3729,0.0170,0.4831,0.5781,0.4473,0.0420,0.9019,0.4462,0.3154,0.0779,0.2735,0.0140,0.0250,0.0090,0.3490,0.0020,0.9004,0.9245,0.7515,0.2888,0.9594,0.2622,0.2535,0.1279,0.2082,0.9602,0.2340,0.1341,0.0741
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.6602,0.6085,0.8028,0.0753,0.0022,0.4002,0.1553,0.1570,0.0124,0.1350,0.5557,0.4344,0.1309,0.1858,0.3675,0.0124,0.1867,0.8262,0.8174,0.8462,0.8233,0.8034,0.8251,0.8111,0.8491,0.4664,0.6056,0.5514,0.8002,0.8696,0.8880,1.0000,0.8464,0.1315,0.3387,0.3189,0.0479,0.5109,0.8338,0.8083,0.6176,0.7954,0.7723,0.4260,0.2078,0.1709,0.7586,0.7539,0.3689,0.0101,0.5246,0.0157,0.1190,0.4031,0.0191,0.5171,0.6043,0.4743,0.0472,0.8171,0.4699,0.3275,0.0815,0.2927,0.0146,0.0281,0.0101,0.3751,0.0022,0.8116,0.8904,0.7574,0.2856,0.8747,0.2717,0.2747,0.1411,0.2243,0.8923,0.2629,0.1417,0.0796
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.6214,0.5818,0.7368,0.0817,0.0037,0.3981,0.1583,0.1644,0.0124,0.1404,0.5359,0.4163,0.1373,0.1944,0.3680,0.0124,0.1998,0.7485,0.7503,0.7592,0.7456,0.7306,0.7394,0.7396,0.7645,0.4519,0.5722,0.5331,0.7222,0.8209,0.8014,0.8464,1.0000,0.1365,0.3450,0.3329,0.0528,0.4920,0.7664,0.7458,0.5917,0.7327,0.7073,0.4394,0.2183,0.1794,0.6916,0.6941,0.3631,0.0124,0.5220,0.0173,0.1270,0.4062,0.0211,0.5193,0.5920,0.4876,0.0495,0.7467,0.4742,0.3298,0.0845,0.2986,0.0149,0.0323,0.0112,0.3828,0.0025,0.7357,0.8139,0.6907,0.2877,0.7880,0.2550,0.2838,0.1499,0.2442,0.8079,0.2852,0.1422,0.0878
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0565,0.0526,0.1320,0.0856,0.0145,0.0973,0.0646,0.1730,0.0210,0.1239,0.1113,0.0984,0.1223,0.1429,0.1628,0.0000,0.1544,0.1258,0.1315,0.1104,0.1146,0.1311,0.1052,0.1257,0.1134,0.0510,0.0798,0.0742,0.1095,0.1378,0.1295,0.1315,0.1365,1.0000,0.2984,0.3507,0.2740,0.0483,0.1107,0.0999,0.0820,0.1373,0.1342,0.1786,0.3485,0.3578,0.0947,0.0910,0.0843,0.0069,0.1246,0.0274,0.0946,0.0823,0.0133,0.1322,0.1406,0.1170,0.0793,0.1426,0.1784,0.1671,0.0437,0.1606,0.0068,0.0805,0.0213,0.1772,0.0074,0.1249,0.1317,0.0978,0.3104,0.1260,0.0635,0.1496,0.0816,0.1395,0.1295,0.1562,0.0717,0.0450
