ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5735,0.5577,0.5912,0.0769,0.0043,0.4863,0.1998,0.1413,0.0100,0.1857,1.0000,0.6193,0.1791,0.2129,0.3763,0.0222,0.2769,0.6034,0.6052,0.6198,0.6245,0.6200,0.6210,0.6216,0.6271,0.4776,0.5357,0.5058,0.6248,0.5892,0.5810,0.6015,0.5753,0.1016,0.3080,0.2850,0.0578,0.5624,0.6067,0.6161,0.5949,0.5995,0.6014,0.4161,0.2084,0.1655,0.6201,0.6163,0.4851,0.0100,0.5368,0.0199,0.1566,0.4654,0.0164,0.4212,0.4692,0.4961,0.0643,0.5530,0.4017,0.3066,0.0659,0.2594,0.0217,0.0356,0.0126,0.3288,0.0030,0.6133,0.5896,0.5708,0.2157,0.5946,0.2737,0.2467,0.2259,0.2567,0.5793,0.3125,0.2658,0.1937
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4632,0.4552,0.4480,0.0852,0.0052,0.4933,0.2268,0.1467,0.0092,0.2318,0.6193,1.0000,0.2260,0.2450,0.3676,0.0248,0.2936,0.4600,0.4614,0.4777,0.4767,0.4716,0.4753,0.4723,0.4825,0.4014,0.4305,0.4041,0.4879,0.4513,0.4404,0.4645,0.4542,0.0852,0.2675,0.2514,0.0530,0.4867,0.4731,0.4793,0.4924,0.4605,0.4628,0.3671,0.1843,0.1457,0.4889,0.4848,0.4426,0.0080,0.4721,0.0218,0.1708,0.4123,0.0166,0.3752,0.4001,0.4389,0.0718,0.4160,0.3566,0.2957,0.0674,0.2582,0.0212,0.0419,0.0127,0.3121,0.0029,0.4646,0.4500,0.4531,0.1830,0.4535,0.2419,0.2463,0.2257,0.2664,0.4373,0.3014,0.2684,0.2043
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1336,0.1342,0.1250,0.1624,0.0080,0.1326,0.1036,0.2497,0.0116,0.7974,0.1791,0.2260,1.0000,0.5261,0.3388,0.0384,0.3109,0.1256,0.1253,0.1303,0.1297,0.1297,0.1319,0.1281,0.1326,0.1348,0.1324,0.1226,0.1253,0.1347,0.1218,0.1320,0.1378,0.0707,0.1261,0.1247,0.0535,0.1407,0.1294,0.1314,0.1403,0.1274,0.1288,0.1784,0.1140,0.0967,0.1339,0.1380,0.1546,0.0097,0.1522,0.0404,0.1951,0.1692,0.0305,0.2160,0.1907,0.1651,0.1124,0.1149,0.2043,0.2494,0.0609,0.2583,0.0285,0.0787,0.0137,0.2236,0.0041,0.1217,0.1300,0.1308,0.1003,0.1279,0.0919,0.2317,0.2107,0.2397,0.1221,0.2464,0.1886,0.1725
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1788,0.1804,0.1708,0.1506,0.0087,0.1748,0.1310,0.2704,0.0646,0.5353,0.2129,0.2450,0.5261,1.0000,0.4285,0.0445,0.3276,0.1652,0.1663,0.1694,0.1671,0.1663,0.1711,0.1656,0.1740,0.1654,0.1653,0.1625,0.1655,0.1768,0.1642,0.1743,0.1812,0.0986,0.1678,0.1707,0.0758,0.1740,0.1695,0.1724,0.1783,0.1697,0.1706,0.2229,0.1475,0.1314,0.1701,0.1782,0.2005,0.0522,0.2029,0.0707,0.2441,0.2084,0.0357,0.2872,0.2556,0.2048,0.1070,0.1582,0.2598,0.2904,0.0653,0.2861,0.0239,0.0989,0.0308,0.2843,0.0226,0.1641,0.1741,0.1725,0.1343,0.1699,0.1139,0.2900,0.2429,0.2812,0.1634,0.2845,0.2136,0.1911
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.3403,0.3380,0.3451,0.1257,0.0086,0.2871,0.1447,0.2503,0.0135,0.3501,0.3763,0.3676,0.3388,0.4285,1.0000,0.0321,0.3660,0.3464,0.3456,0.3504,0.3482,0.3411,0.3497,0.3433,0.3525,0.3125,0.3270,0.3079,0.3396,0.3578,0.3426,0.3569,0.3665,0.1214,0.2738,0.2688,0.0766,0.3395,0.3519,0.3512,0.3522,0.3444,0.3470,0.3653,0.2113,0.1778,0.3399,0.3584,0.3333,0.0157,0.3496,0.0306,0.2286,0.3449,0.0284,0.4445,0.4556,0.3516,0.0867,0.3243,0.4393,0.4039,0.0702,0.3644,0.0240,0.0694,0.0186,0.4249,0.0057,0.3404,0.3603,0.3374,0.1933,0.3548,0.1785,0.3847,0.2972,0.3209,0.3392,0.3760,0.2622,0.1985
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0181,0.0181,0.0165,0.0265,0.0220,0.0188,0.0133,0.0346,0.1111,0.0375,0.0222,0.0248,0.0384,0.0445,0.0321,1.0000,0.0542,0.0155,0.0164,0.0156,0.0149,0.0164,0.0159,0.0151,0.0160,0.0180,0.0193,0.0171,0.0162,0.0173,0.0151,0.0170,0.0172,0.0146,0.0179,0.0199,0.0154,0.0189,0.0170,0.0171,0.0188,0.0163,0.0168,0.0221,0.0195,0.0170,0.0175,0.0168,0.0265,0.0816,0.0237,0.0756,0.0414,0.0231,0.0160,0.0293,0.0243,0.0235,0.0569,0.0153,0.0233,0.0289,0.0114,0.0343,0.0078,0.0674,0.0505,0.0280,0.0800,0.0159,0.0164,0.0167,0.0163,0.0154,0.0199,0.0327,0.0353,0.0329,0.0153,0.0296,0.0282,0.0348
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.2401,0.2398,0.2298,0.1396,0.0044,0.2323,0.1425,0.2368,0.0108,0.3184,0.2769,0.2936,0.3109,0.3276,0.3660,0.0542,1.0000,0.2285,0.2299,0.2426,0.2368,0.2336,0.2394,0.2361,0.2433,0.2305,0.2404,0.2291,0.2349,0.2419,0.2262,0.2454,0.2456,0.0890,0.2014,0.1905,0.0627,0.2496,0.2435,0.2459,0.2522,0.2317,0.2349,0.3038,0.1535,0.1363,0.2441,0.2541,0.2722,0.0087,0.2639,0.0314,0.2256,0.2816,0.0270,0.3199,0.3107,0.2869,0.1140,0.2121,0.3140,0.3168,0.0834,0.2948,0.0314,0.0741,0.0164,0.3124,0.0033,0.2281,0.2361,0.2401,0.1368,0.2339,0.1747,0.2893,0.2829,0.3067,0.2231,0.3210,0.2472,0.2153
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.7287,0.6886,0.9060,0.0634,0.0041,0.4345,0.1480,0.1232,0.0088,0.1288,0.6034,0.4600,0.1256,0.1652,0.3464,0.0155,0.2285,1.0000,0.9622,0.8706,0.8785,0.8933,0.8884,0.8911,0.8679,0.5275,0.6311,0.5736,0.8770,0.8300,0.9002,0.8370,0.7929,0.1289,0.3757,0.3550,0.0738,0.6274,0.8654,0.8550,0.7152,0.8895,0.8852,0.4599,0.2445,0.1990,0.7770,0.8078,0.4545,0.0083,0.5330,0.0146,0.1404,0.4558,0.0160,0.4323,0.5342,0.5101,0.0505,0.8084,0.4367,0.2972,0.0530,0.2458,0.0172,0.0315,0.0097,0.3319,0.0030,0.9291,0.8427,0.7003,0.2705,0.8927,0.2599,0.2332,0.2115,0.2380,0.8852,0.2964,0.2450,0.1576
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.7239,0.6838,0.9152,0.0633,0.0044,0.4335,0.1491,0.1236,0.0091,0.1286,0.6052,0.4614,0.1253,0.1663,0.3456,0.0164,0.2299,0.9622,1.0000,0.8691,0.8796,0.9010,0.8859,0.8948,0.8684,0.5253,0.6272,0.5684,0.8735,0.8272,0.8945,0.8317,0.7910,0.1341,0.3837,0.3603,0.0779,0.6213,0.8629,0.8511,0.7081,0.8962,0.8914,0.4600,0.2509,0.2038,0.7745,0.8038,0.4546,0.0086,0.5321,0.0152,0.1418,0.4567,0.0158,0.4328,0.5321,0.5091,0.0518,0.8083,0.4372,0.2974,0.0523,0.2476,0.0169,0.0321,0.0103,0.3332,0.0033,0.9282,0.8356,0.6926,0.2763,0.8860,0.2611,0.2335,0.2122,0.2377,0.8805,0.2955,0.2433,0.1584
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.7658,0.7303,0.8387,0.0680,0.0035,0.4437,0.1566,0.1265,0.0070,0.1351,0.6198,0.4777,0.1303,0.1694,0.3504,0.0156,0.2426,0.8706,0.8691,1.0000,0.9095,0.8703,0.9269,0.8856,0.9466,0.5635,0.6720,0.6056,0.8715,0.8228,0.8624,0.8495,0.7948,0.0914,0.3309,0.3067,0.0492,0.6773,0.8990,0.8980,0.7686,0.8272,0.8221,0.4668,0.2003,0.1553,0.8265,0.8447,0.4742,0.0076,0.5613,0.0144,0.1477,0.4841,0.0159,0.4478,0.5464,0.5438,0.0551,0.7545,0.4489,0.3055,0.0566,0.2527,0.0180,0.0315,0.0100,0.3398,0.0027,0.8709,0.8379,0.7316,0.2153,0.8956,0.2695,0.2411,0.2271,0.2509,0.8500,0.3183,0.2588,0.1696
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.7492,0.7147,0.8509,0.0656,0.0038,0.4483,0.1561,0.1232,0.0073,0.1341,0.6245,0.4767,0.1297,0.1671,0.3482,0.0149,0.2368,0.8785,0.8796,0.9095,1.0000,0.9039,0.9282,0.9247,0.9116,0.5566,0.6555,0.5993,0.8804,0.8176,0.8634,0.8355,0.7844,0.1045,0.3478,0.3223,0.0598,0.6592,0.8819,0.8786,0.7432,0.8447,0.8438,0.4667,0.2171,0.1731,0.8062,0.8321,0.4711,0.0079,0.5523,0.0146,0.1440,0.4708,0.0152,0.4363,0.5293,0.5309,0.0526,0.7641,0.4369,0.2984,0.0552,0.2458,0.0173,0.0309,0.0100,0.3298,0.0026,0.8856,0.8279,0.7193,0.2341,0.8829,0.2690,0.2315,0.2211,0.2444,0.8500,0.3069,0.2517,0.1655
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.7250,0.6869,0.8812,0.0642,0.0032,0.4444,0.1528,0.1224,0.0083,0.1328,0.6200,0.4716,0.1297,0.1663,0.3411,0.0164,0.2336,0.8933,0.9010,0.8703,0.9039,1.0000,0.8921,0.9495,0.8727,0.5337,0.6340,0.5834,0.8702,0.8174,0.8704,0.8220,0.7821,0.1243,0.3669,0.3469,0.0713,0.6339,0.8600,0.8504,0.7089,0.8710,0.8691,0.4701,0.2371,0.1888,0.7833,0.8067,0.4649,0.0086,0.5480,0.0155,0.1419,0.4667,0.0155,0.4336,0.5249,0.5217,0.0529,0.7923,0.4381,0.2957,0.0537,0.2438,0.0170,0.0313,0.0107,0.3262,0.0035,0.8965,0.8238,0.6989,0.2587,0.8722,0.2648,0.2301,0.2164,0.2428,0.8613,0.3032,0.2472,0.1631
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.7606,0.7202,0.8470,0.0659,0.0040,0.4430,0.1555,0.1239,0.0075,0.1360,0.6210,0.4753,0.1319,0.1711,0.3497,0.0159,0.2394,0.8884,0.8859,0.9269,0.9282,0.8921,1.0000,0.9067,0.9324,0.5581,0.6655,0.6029,0.8760,0.8236,0.8719,0.8425,0.7904,0.0958,0.3365,0.3124,0.0518,0.6592,0.8921,0.8874,0.7487,0.8353,0.8308,0.4654,0.2041,0.1599,0.8178,0.8395,0.4702,0.0081,0.5556,0.0150,0.1448,0.4770,0.0159,0.4434,0.5411,0.5339,0.0548,0.7661,0.4402,0.3039,0.0550,0.2504,0.0171,0.0315,0.0104,0.3385,0.0032,0.8823,0.8395,0.7242,0.2245,0.9027,0.2677,0.2358,0.2217,0.2462,0.8604,0.3135,0.2539,0.1659
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.7353,0.6982,0.8736,0.0653,0.0032,0.4483,0.1536,0.1221,0.0078,0.1319,0.6216,0.4723,0.1281,0.1656,0.3433,0.0151,0.2361,0.8911,0.8948,0.8856,0.9247,0.9495,0.9067,1.0000,0.8849,0.5413,0.6430,0.5920,0.8847,0.8170,0.8682,0.8245,0.7811,0.1194,0.3615,0.3393,0.0683,0.6424,0.8705,0.8635,0.7238,0.8651,0.8632,0.4720,0.2311,0.1850,0.7964,0.8205,0.4664,0.0081,0.5495,0.0151,0.1450,0.4670,0.0148,0.4344,0.5280,0.5248,0.0527,0.7832,0.4366,0.2965,0.0547,0.2460,0.0174,0.0309,0.0107,0.3302,0.0032,0.8964,0.8268,0.7044,0.2519,0.8769,0.2654,0.2315,0.2184,0.2429,0.8615,0.3052,0.2494,0.1627
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.7647,0.7271,0.8341,0.0682,0.0039,0.4477,0.1581,0.1274,0.0083,0.1364,0.6271,0.4825,0.1326,0.1740,0.3525,0.0160,0.2433,0.8679,0.8684,0.9466,0.9116,0.8727,0.9324,0.8849,1.0000,0.5653,0.6715,0.6082,0.8740,0.8166,0.8540,0.8437,0.7880,0.0890,0.3296,0.3046,0.0486,0.6754,0.8930,0.8957,0.7675,0.8229,0.8213,0.4664,0.1981,0.1532,0.8315,0.8514,0.4763,0.0086,0.5663,0.0154,0.1468,0.4837,0.0166,0.4497,0.5420,0.5437,0.0562,0.7515,0.4448,0.3043,0.0561,0.2534,0.0178,0.0326,0.0107,0.3395,0.0033,0.8707,0.8289,0.7304,0.2151,0.8858,0.2726,0.2396,0.2258,0.2513,0.8412,0.3176,0.2570,0.1701
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5782,0.5715,0.5074,0.0663,0.0040,0.3536,0.1466,0.1303,0.0050,0.1372,0.4776,0.4014,0.1348,0.1654,0.3125,0.0180,0.2305,0.5275,0.5253,0.5635,0.5566,0.5337,0.5581,0.5413,0.5653,1.0000,0.6299,0.6404,0.5823,0.5225,0.5095,0.5403,0.5148,0.0625,0.2319,0.2135,0.0383,0.6086,0.5624,0.5731,0.5846,0.5169,0.5181,0.3607,0.1466,0.1164,0.5857,0.5649,0.3994,0.0070,0.4444,0.0190,0.1481,0.4280,0.0160,0.3751,0.4252,0.4494,0.0643,0.4603,0.3432,0.2770,0.0678,0.2403,0.0236,0.0366,0.0126,0.2950,0.0030,0.5443,0.5177,0.5523,0.1567,0.5258,0.2726,0.2217,0.2255,0.2397,0.5049,0.2824,0.2550,0.1763
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.6489,0.6407,0.6055,0.0710,0.0038,0.3940,0.1609,0.1299,0.0054,0.1363,0.5357,0.4305,0.1324,0.1653,0.3270,0.0193,0.2404,0.6311,0.6272,0.6720,0.6555,0.6340,0.6655,0.6430,0.6715,0.6299,1.0000,0.6632,0.6941,0.6121,0.6101,0.6385,0.6082,0.0713,0.2538,0.2288,0.0382,0.6083,0.6761,0.6842,0.6513,0.6131,0.6134,0.4129,0.1582,0.1250,0.6935,0.6688,0.4348,0.0071,0.5075,0.0163,0.1466,0.4466,0.0155,0.4030,0.4665,0.4995,0.0636,0.5370,0.3833,0.2907,0.0661,0.2433,0.0215,0.0324,0.0101,0.3159,0.0025,0.6508,0.6127,0.6166,0.1669,0.6304,0.2689,0.2356,0.2218,0.2437,0.6025,0.2957,0.2587,0.1756
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5964,0.5915,0.5511,0.0742,0.0037,0.3687,0.1581,0.1310,0.0069,0.1238,0.5058,0.4041,0.1226,0.1625,0.3079,0.0171,0.2291,0.5736,0.5684,0.6056,0.5993,0.5834,0.6029,0.5920,0.6082,0.6404,0.6632,1.0000,0.6317,0.5584,0.5549,0.5804,0.5537,0.0736,0.2556,0.2390,0.0395,0.5703,0.6053,0.6222,0.5957,0.5613,0.5619,0.3890,0.1623,0.1336,0.6258,0.6016,0.4195,0.0078,0.4783,0.0189,0.1531,0.4280,0.0175,0.3899,0.4432,0.4683,0.0627,0.4983,0.3674,0.2776,0.0679,0.2423,0.0208,0.0342,0.0125,0.2966,0.0033,0.5908,0.5594,0.5757,0.1707,0.5699,0.2687,0.2252,0.2325,0.2448,0.5489,0.2867,0.2496,0.1766
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.7488,0.7134,0.8459,0.0637,0.0037,0.4645,0.1601,0.1241,0.0076,0.1285,0.6248,0.4879,0.1253,0.1655,0.3396,0.0162,0.2349,0.8770,0.8735,0.8715,0.8804,0.8702,0.8760,0.8847,0.8740,0.5823,0.6941,0.6317,1.0000,0.7953,0.8366,0.8127,0.7679,0.1042,0.3444,0.3210,0.0606,0.6698,0.8724,0.8830,0.7529,0.8446,0.8524,0.4590,0.2194,0.1778,0.8147,0.8237,0.4715,0.0073,0.5507,0.0147,0.1422,0.4678,0.0156,0.4308,0.5228,0.5296,0.0530,0.7428,0.4197,0.2888,0.0549,0.2412,0.0174,0.0308,0.0104,0.3287,0.0028,0.9055,0.8005,0.7087,0.2383,0.8465,0.2785,0.2323,0.2146,0.2394,0.8229,0.2970,0.2529,0.1646
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.7176,0.6881,0.8188,0.0683,0.0032,0.4189,0.1519,0.1312,0.0088,0.1385,0.5892,0.4513,0.1347,0.1768,0.3578,0.0173,0.2419,0.8300,0.8272,0.8228,0.8176,0.8174,0.8236,0.8170,0.8166,0.5225,0.6121,0.5584,0.7953,1.0000,0.8653,0.8797,0.8498,0.1264,0.3788,0.3516,0.0765,0.6097,0.8156,0.8034,0.6890,0.7853,0.7816,0.5052,0.2403,0.1938,0.7226,0.7579,0.4535,0.0088,0.5400,0.0158,0.1494,0.4761,0.0176,0.4487,0.5489,0.5234,0.0567,0.7568,0.4601,0.3128,0.0542,0.2595,0.0176,0.0337,0.0106,0.3568,0.0032,0.8168,0.8635,0.7038,0.2551,0.8515,0.2592,0.2479,0.2369,0.2586,0.8691,0.3335,0.2533,0.1668
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.7143,0.6759,0.8824,0.0636,0.0039,0.4119,0.1410,0.1219,0.0088,0.1258,0.5810,0.4404,0.1218,0.1642,0.3426,0.0151,0.2262,0.9002,0.8945,0.8624,0.8634,0.8704,0.8719,0.8682,0.8540,0.5095,0.6101,0.5549,0.8366,0.8653,1.0000,0.8811,0.8367,0.1342,0.3895,0.3680,0.0788,0.6058,0.8564,0.8354,0.6947,0.8369,0.8317,0.4653,0.2491,0.2025,0.7436,0.7724,0.4395,0.0083,0.5236,0.0143,0.1374,0.4489,0.0164,0.4269,0.5338,0.5008,0.0506,0.8322,0.4474,0.2967,0.0513,0.2427,0.0167,0.0305,0.0091,0.3339,0.0029,0.8834,0.8867,0.7145,0.2759,0.9148,0.2469,0.2316,0.2114,0.2359,0.9376,0.2989,0.2358,0.1528
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.7376,0.7099,0.8186,0.0708,0.0035,0.4273,0.1525,0.1348,0.0088,0.1368,0.6015,0.4645,0.1320,0.1743,0.3569,0.0170,0.2454,0.8370,0.8317,0.8495,0.8355,0.8220,0.8425,0.8245,0.8437,0.5403,0.6385,0.5804,0.8127,0.8797,0.8811,1.0000,0.8652,0.1158,0.3645,0.3402,0.0685,0.6319,0.8436,0.8329,0.7149,0.7884,0.7843,0.4968,0.2304,0.1816,0.7566,0.7840,0.4678,0.0085,0.5601,0.0155,0.1501,0.4806,0.0170,0.4548,0.5505,0.5426,0.0570,0.7533,0.4616,0.3119,0.0542,0.2566,0.0176,0.0334,0.0103,0.3532,0.0026,0.8267,0.8688,0.7274,0.2456,0.8624,0.2635,0.2518,0.2357,0.2615,0.8660,0.3334,0.2568,0.1671
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.7080,0.6846,0.7871,0.0726,0.0037,0.4154,0.1522,0.1373,0.0092,0.1432,0.5753,0.4542,0.1378,0.1812,0.3665,0.0172,0.2456,0.7929,0.7910,0.7948,0.7844,0.7821,0.7904,0.7811,0.7880,0.5148,0.6082,0.5537,0.7679,0.8498,0.8367,0.8652,1.0000,0.1324,0.3794,0.3544,0.0831,0.6003,0.7903,0.7769,0.6851,0.7538,0.7499,0.5108,0.2421,0.1971,0.7084,0.7404,0.4526,0.0086,0.5456,0.0159,0.1542,0.4741,0.0169,0.4610,0.5521,0.5290,0.0576,0.7238,0.4666,0.3145,0.0546,0.2609,0.0165,0.0336,0.0107,0.3628,0.0028,0.7855,0.8300,0.6966,0.2577,0.8096,0.2504,0.2579,0.2435,0.2700,0.8249,0.3462,0.2578,0.1684
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0766,0.0749,0.1471,0.0658,0.0139,0.1011,0.0491,0.0921,0.0227,0.0780,0.1016,0.0852,0.0707,0.0986,0.1214,0.0146,0.0890,0.1289,0.1341,0.0914,0.1045,0.1243,0.0958,0.1194,0.0890,0.0625,0.0713,0.0736,0.1042,0.1264,0.1342,0.1158,0.1324,1.0000,0.3254,0.3577,0.4201,0.0679,0.0972,0.0924,0.0780,0.1293,0.1310,0.1406,0.4252,0.4739,0.0757,0.0821,0.0971,0.0182,0.0890,0.0221,0.0905,0.0966,0.0132,0.1154,0.1208,0.0891,0.0523,0.1546,0.1325,0.1187,0.0297,0.1065,0.0102,0.0457,0.0152,0.1227,0.0094,0.1292,0.1256,0.0828,0.4172,0.1110,0.0593,0.1083,0.0989,0.1025,0.1370,0.0967,0.0726,0.0628
