,ChIP
33,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
34,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
35,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
36,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
37,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
38,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
39,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
40,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
41,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
42,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
43,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
44,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
45,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
46,2017_PNAS_Li___STAT5B_noIL2-CD8
47,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
48,2016_SCIENCE_Mackay___Hobit_invitro-CD8
49,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
50,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
51,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
52,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
53,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
54,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
55,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
56,2017_PNAS_Li___STAT3_noIL21-CD4
57,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
58,2017_PNAS_Li___STAT5B_IL2-CD8
59,2017_PNAS_Li___STAT5B_IL2-WT-CD4
60,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
61,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
62,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
63,2017_PNAS_Li___STAT3_IL21-CD4
64,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
65,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
66,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
67,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
68,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
69,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
70,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
71,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
72,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
73,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
74,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
75,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
76,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
77,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
78,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
79,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
80,2017_PNAS_Li___STAT5B_IL2-CD4
81,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
82,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
83,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
84,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
