,ChIP
43,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
44,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
45,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
46,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
47,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
48,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
49,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
50,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
51,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
52,2021_GoldrathLab_Brd4___BRD4_TE-CD8
53,2021_GoldrathLab_Brd4___BRD4_MP-CD8
54,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
55,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
56,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
57,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
58,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
59,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
60,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
61,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
62,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
63,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
64,2017_PNAS_Li___STAT5B_IL2-CD8
65,2017_PNAS_Li___STAT5B_IL2-CD4
66,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
67,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
68,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
69,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
70,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
71,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
72,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
73,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
74,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
75,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
76,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
77,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
78,2017_PNAS_Li___STAT3_IL21-CD4
79,2017_PNAS_Li___STAT5B_IL2-WT-CD4
80,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
81,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
82,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
83,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
84,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
