,ChIP
47,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
48,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
49,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
50,2016_SCIENCE_Mackay___Hobit_invitro-CD8
51,2017_PNAS_Li___STAT5B_noIL2-CD8
52,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
53,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
54,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
55,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
56,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
57,2017_PNAS_Li___STAT5B_IL2-CD8
58,2017_PNAS_Li___STAT5B_IL2-WT-CD4
59,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
60,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
61,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
62,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
63,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
64,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
65,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
66,2017_PNAS_Li___STAT5B_IL2-CD4
67,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
68,2017_PNAS_Li___STAT3_IL21-CD4
69,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
70,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
71,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
72,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
73,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
74,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
75,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
76,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
77,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
78,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
79,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
80,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
81,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
