,ChIP
34,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
35,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
36,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
37,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
38,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
39,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
40,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
41,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
42,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
43,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
44,2017_PNAS_Li___STAT5B_IL2-CD4
45,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
46,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
47,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
48,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
49,2017_PNAS_Li___STAT3_IL21-CD4
50,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
51,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
52,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
53,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
54,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
55,2017_PNAS_Li___STAT3_noIL21-CD4
56,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
57,2016_SCIENCE_Mackay___Hobit_invitro-CD8
58,2017_PNAS_Li___STAT5B_noIL2-CD8
59,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
60,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
61,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
62,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
63,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
64,2017_PNAS_Li___STAT5B_IL2-CD8
65,2017_PNAS_Li___STAT5B_IL2-WT-CD4
66,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
67,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
68,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
69,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
70,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
71,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
72,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
73,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
74,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
75,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
76,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
77,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
78,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
79,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
80,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
81,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
