ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5374,0.5129,0.6900,0.0846,0.0029,0.4820,0.1903,0.1629,0.0137,0.2790,1.0000,0.6135,0.2858,0.3214,0.4614,0.0167,0.2839,0.6913,0.6894,0.6851,0.6990,0.6947,0.6966,0.6963,0.6958,0.4073,0.4903,0.4794,0.6652,0.6525,0.6763,0.6645,0.6234,0.1777,0.3747,0.3648,0.1073,0.4871,0.6649,0.6679,0.5678,0.6700,0.6686,0.4148,0.2758,0.2275,0.6272,0.6368,0.4564,0.0136,0.5177,0.0225,0.1597,0.4357,0.0176,0.4888,0.5493,0.4655,0.0507,0.6794,0.4474,0.3540,0.0971,0.3046,0.0280,0.0397,0.0108,0.3701,0.0010,0.6817,0.6783,0.6119,0.2837,0.6869,0.2550,0.2911,0.1822,0.2567,0.6777,0.2877,0.1709,0.1126
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4504,0.4338,0.5353,0.0880,0.0038,0.4959,0.2000,0.1851,0.0088,0.3478,0.6135,1.0000,0.3507,0.3658,0.4759,0.0165,0.3034,0.5333,0.5308,0.5416,0.5432,0.5338,0.5409,0.5420,0.5405,0.3446,0.4191,0.3968,0.5383,0.5152,0.5240,0.5246,0.5107,0.1659,0.3423,0.3346,0.1137,0.4230,0.5327,0.5330,0.4814,0.5324,0.5261,0.3738,0.2468,0.2158,0.5105,0.5242,0.4283,0.0063,0.4427,0.0227,0.1647,0.3926,0.0203,0.4311,0.4632,0.4120,0.0500,0.5269,0.3994,0.3360,0.0932,0.3134,0.0261,0.0489,0.0140,0.3547,0.0013,0.5301,0.5343,0.5019,0.2678,0.5308,0.2390,0.2888,0.1774,0.2544,0.5254,0.2961,0.1582,0.1153
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1845,0.1922,0.2309,0.1547,0.0030,0.1739,0.0859,0.2903,0.0231,0.8802,0.2858,0.3507,1.0000,0.6055,0.4812,0.0114,0.3684,0.2288,0.2273,0.2395,0.2382,0.2326,0.2409,0.2339,0.2393,0.1750,0.2109,0.1844,0.2129,0.2384,0.2264,0.2358,0.2482,0.1416,0.2190,0.2226,0.0960,0.1955,0.2343,0.2244,0.2309,0.2301,0.2294,0.2745,0.1844,0.1639,0.2269,0.2360,0.2085,0.0170,0.2351,0.0369,0.2330,0.2293,0.0228,0.3113,0.3102,0.2454,0.0705,0.2232,0.3263,0.3589,0.0807,0.3430,0.0133,0.0861,0.0205,0.3476,0.0029,0.2249,0.2405,0.2216,0.1784,0.2310,0.1431,0.3499,0.1971,0.3004,0.2278,0.3376,0.1649,0.1021
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.2325,0.2403,0.2867,0.1626,0.0047,0.2331,0.1267,0.3354,0.0375,0.6118,0.3214,0.3658,0.6055,1.0000,0.5849,0.0206,0.3805,0.2853,0.2836,0.2944,0.2871,0.2840,0.2908,0.2857,0.2927,0.2022,0.2629,0.2422,0.2669,0.2921,0.2842,0.2905,0.3015,0.1710,0.2642,0.2582,0.1023,0.2295,0.2908,0.2813,0.2767,0.2844,0.2840,0.3094,0.2120,0.1943,0.2751,0.2868,0.2707,0.0395,0.2913,0.0534,0.2705,0.2674,0.0275,0.3852,0.3837,0.2822,0.0876,0.2838,0.4005,0.4142,0.0835,0.4084,0.0173,0.0884,0.0234,0.4142,0.0094,0.2820,0.2989,0.2654,0.2189,0.2904,0.1747,0.3956,0.2333,0.3443,0.2873,0.3675,0.1807,0.1104
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.3530,0.3423,0.4540,0.1170,0.0029,0.3255,0.1531,0.2799,0.0188,0.4855,0.4614,0.4759,0.4812,0.5849,1.0000,0.0247,0.3770,0.4544,0.4572,0.4495,0.4549,0.4546,0.4601,0.4588,0.4578,0.2856,0.3567,0.3441,0.4241,0.4557,0.4549,0.4602,0.4605,0.1964,0.3493,0.3424,0.1261,0.3340,0.4496,0.4369,0.4021,0.4528,0.4530,0.3820,0.2698,0.2326,0.4210,0.4352,0.3568,0.0231,0.3963,0.0332,0.2244,0.3489,0.0246,0.4858,0.5342,0.3900,0.0597,0.4515,0.5134,0.4437,0.0933,0.4107,0.0267,0.0724,0.0175,0.4708,0.0044,0.4494,0.4692,0.4044,0.2720,0.4630,0.1948,0.4028,0.2246,0.3325,0.4582,0.3794,0.1916,0.1120
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0174,0.0163,0.0146,0.0354,0.0000,0.0207,0.0080,0.0209,0.0857,0.0084,0.0167,0.0165,0.0114,0.0206,0.0247,1.0000,0.0461,0.0142,0.0142,0.0147,0.0132,0.0136,0.0132,0.0137,0.0146,0.0136,0.0108,0.0140,0.0142,0.0150,0.0136,0.0147,0.0142,0.0190,0.0133,0.0137,0.0195,0.0096,0.0157,0.0142,0.0156,0.0146,0.0147,0.0163,0.0167,0.0234,0.0128,0.0131,0.0213,0.0769,0.0228,0.0652,0.0315,0.0226,0.0238,0.0179,0.0171,0.0234,0.0260,0.0135,0.0163,0.0147,0.0184,0.0173,0.0000,0.0563,0.1379,0.0143,0.1429,0.0142,0.0144,0.0129,0.0171,0.0140,0.0313,0.0196,0.0316,0.0110,0.0136,0.0194,0.0342,0.0207
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.2152,0.2173,0.2498,0.1811,0.0027,0.2203,0.1113,0.2743,0.0267,0.3663,0.2839,0.3034,0.3684,0.3805,0.3770,0.0461,1.0000,0.2491,0.2475,0.2595,0.2509,0.2504,0.2600,0.2527,0.2538,0.1909,0.2168,0.2125,0.2384,0.2596,0.2451,0.2566,0.2664,0.1460,0.2344,0.2309,0.0904,0.2171,0.2592,0.2565,0.2547,0.2461,0.2455,0.3059,0.1934,0.1802,0.2389,0.2590,0.2667,0.0237,0.2710,0.0450,0.2721,0.2747,0.0264,0.3157,0.3061,0.2759,0.0925,0.2451,0.3403,0.3468,0.1034,0.3135,0.0249,0.0879,0.0243,0.3402,0.0082,0.2460,0.2584,0.2471,0.1951,0.2519,0.1633,0.3201,0.2593,0.3173,0.2464,0.3599,0.2124,0.1435
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.6190,0.5864,0.9264,0.0668,0.0021,0.4647,0.1626,0.1538,0.0121,0.2309,0.6913,0.5333,0.2288,0.2853,0.4544,0.0142,0.2491,1.0000,0.9664,0.8492,0.8946,0.9119,0.8920,0.9083,0.8922,0.4431,0.5646,0.5378,0.8730,0.8208,0.9193,0.8279,0.7701,0.1990,0.4315,0.4174,0.1242,0.4993,0.8098,0.8053,0.6064,0.8896,0.8953,0.4452,0.3075,0.2495,0.7523,0.7785,0.4174,0.0142,0.5138,0.0199,0.1440,0.4174,0.0157,0.5160,0.6148,0.4669,0.0405,0.8778,0.4823,0.3541,0.0915,0.2963,0.0299,0.0392,0.0093,0.3737,0.0028,0.9521,0.8719,0.7512,0.3398,0.9045,0.2608,0.2719,0.1634,0.2364,0.9206,0.2693,0.1524,0.0888
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.6117,0.5770,0.9359,0.0659,0.0021,0.4634,0.1622,0.1509,0.0121,0.2294,0.6894,0.5308,0.2273,0.2836,0.4572,0.0142,0.2475,0.9664,1.0000,0.8469,0.8986,0.9278,0.8960,0.9176,0.8936,0.4399,0.5543,0.5223,0.8666,0.8149,0.9194,0.8244,0.7656,0.2044,0.4403,0.4251,0.1270,0.4874,0.8039,0.8018,0.5981,0.8964,0.8981,0.4460,0.3139,0.2540,0.7453,0.7714,0.4172,0.0142,0.5091,0.0199,0.1460,0.4153,0.0149,0.5209,0.6131,0.4656,0.0397,0.8867,0.4871,0.3550,0.0936,0.2964,0.0290,0.0383,0.0092,0.3717,0.0028,0.9508,0.8696,0.7397,0.3492,0.9021,0.2601,0.2729,0.1621,0.2349,0.9207,0.2695,0.1503,0.0894
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.6642,0.6268,0.8234,0.0700,0.0023,0.4767,0.1701,0.1579,0.0116,0.2437,0.6851,0.5416,0.2395,0.2944,0.4495,0.0147,0.2595,0.8492,0.8469,1.0000,0.8838,0.8482,0.9026,0.8584,0.9276,0.4813,0.6070,0.5651,0.8384,0.7762,0.8608,0.8225,0.7488,0.1360,0.3583,0.3470,0.0785,0.5438,0.8598,0.8622,0.6583,0.7952,0.7953,0.4283,0.2367,0.1771,0.8058,0.8212,0.4360,0.0139,0.5405,0.0216,0.1491,0.4469,0.0154,0.5402,0.6147,0.4902,0.0440,0.8019,0.4799,0.3640,0.1026,0.3101,0.0316,0.0393,0.0100,0.3757,0.0031,0.8462,0.8515,0.7885,0.2666,0.8837,0.2663,0.2782,0.1735,0.2411,0.8522,0.2900,0.1608,0.0947
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.6262,0.5918,0.8816,0.0664,0.0022,0.4718,0.1648,0.1516,0.0102,0.2385,0.6990,0.5432,0.2382,0.2871,0.4549,0.0132,0.2509,0.8946,0.8986,0.8838,1.0000,0.9187,0.9306,0.9284,0.9199,0.4580,0.5696,0.5433,0.8645,0.8096,0.9002,0.8344,0.7632,0.1817,0.4146,0.4043,0.1125,0.5051,0.8303,0.8283,0.6228,0.8526,0.8542,0.4404,0.2922,0.2353,0.7601,0.7893,0.4171,0.0132,0.5155,0.0198,0.1465,0.4213,0.0139,0.5253,0.6117,0.4687,0.0402,0.8548,0.4897,0.3594,0.0974,0.3029,0.0307,0.0365,0.0088,0.3706,0.0022,0.8966,0.8651,0.7502,0.3202,0.9084,0.2638,0.2715,0.1664,0.2379,0.8965,0.2725,0.1509,0.0914
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.6062,0.5726,0.9269,0.0679,0.0021,0.4628,0.1601,0.1529,0.0114,0.2312,0.6947,0.5338,0.2326,0.2840,0.4546,0.0136,0.2504,0.9119,0.9278,0.8482,0.9187,1.0000,0.9055,0.9585,0.8977,0.4362,0.5510,0.5253,0.8602,0.8161,0.9197,0.8256,0.7701,0.2017,0.4416,0.4284,0.1288,0.4828,0.8050,0.7967,0.5960,0.8913,0.8904,0.4454,0.3136,0.2525,0.7364,0.7674,0.4194,0.0136,0.5099,0.0200,0.1455,0.4185,0.0136,0.5228,0.6167,0.4640,0.0415,0.8882,0.4867,0.3549,0.0967,0.2978,0.0300,0.0371,0.0086,0.3697,0.0021,0.9232,0.8647,0.7287,0.3434,0.8972,0.2603,0.2714,0.1650,0.2367,0.9147,0.2707,0.1515,0.0893
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.6391,0.5999,0.8688,0.0688,0.0022,0.4665,0.1657,0.1541,0.0102,0.2440,0.6966,0.5409,0.2409,0.2908,0.4601,0.0132,0.2600,0.8920,0.8960,0.9026,0.9306,0.9055,1.0000,0.9163,0.9445,0.4655,0.5832,0.5489,0.8593,0.8109,0.9040,0.8420,0.7657,0.1635,0.3961,0.3850,0.0999,0.5127,0.8433,0.8428,0.6345,0.8423,0.8426,0.4374,0.2706,0.2120,0.7766,0.8048,0.4233,0.0124,0.5221,0.0190,0.1473,0.4295,0.0146,0.5341,0.6219,0.4794,0.0425,0.8510,0.4876,0.3604,0.0982,0.3020,0.0292,0.0373,0.0088,0.3706,0.0022,0.8953,0.8791,0.7636,0.3010,0.9189,0.2647,0.2733,0.1690,0.2388,0.8990,0.2827,0.1551,0.0922
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.6174,0.5846,0.9125,0.0662,0.0022,0.4713,0.1633,0.1519,0.0115,0.2342,0.6963,0.5420,0.2339,0.2857,0.4588,0.0137,0.2527,0.9083,0.9176,0.8584,0.9284,0.9585,0.9163,1.0000,0.9032,0.4453,0.5560,0.5334,0.8629,0.8159,0.9098,0.8255,0.7673,0.1967,0.4356,0.4233,0.1228,0.4925,0.8135,0.8090,0.6025,0.8796,0.8799,0.4484,0.3054,0.2450,0.7493,0.7757,0.4213,0.0137,0.5157,0.0202,0.1460,0.4224,0.0137,0.5254,0.6200,0.4704,0.0411,0.8795,0.4901,0.3572,0.0960,0.2987,0.0303,0.0367,0.0087,0.3751,0.0022,0.9116,0.8635,0.7304,0.3371,0.8974,0.2636,0.2721,0.1665,0.2371,0.9035,0.2714,0.1546,0.0909
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.6420,0.6074,0.8689,0.0678,0.0022,0.4683,0.1678,0.1561,0.0109,0.2397,0.6958,0.5405,0.2393,0.2927,0.4578,0.0146,0.2538,0.8922,0.8936,0.9276,0.9199,0.8977,0.9445,0.9032,1.0000,0.4694,0.5896,0.5529,0.8687,0.8099,0.9042,0.8486,0.7733,0.1598,0.3951,0.3801,0.0973,0.5167,0.8568,0.8484,0.6374,0.8451,0.8364,0.4422,0.2629,0.2047,0.7834,0.8063,0.4252,0.0131,0.5238,0.0205,0.1461,0.4334,0.0161,0.5413,0.6259,0.4790,0.0424,0.8512,0.4872,0.3642,0.0979,0.3077,0.0299,0.0379,0.0095,0.3705,0.0029,0.8955,0.8793,0.7701,0.2984,0.9269,0.2667,0.2725,0.1710,0.2426,0.9004,0.2847,0.1555,0.0928
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5423,0.5415,0.4364,0.0520,0.0015,0.3184,0.1495,0.1104,0.0060,0.1744,0.4073,0.3446,0.1750,0.2022,0.2856,0.0136,0.1909,0.4431,0.4399,0.4813,0.4580,0.4362,0.4655,0.4453,0.4694,1.0000,0.5792,0.5774,0.4911,0.4296,0.4381,0.4569,0.4311,0.0625,0.2038,0.1897,0.0332,0.5411,0.5020,0.5107,0.4976,0.4272,0.4231,0.2600,0.1443,0.1214,0.5250,0.4996,0.3455,0.0090,0.3865,0.0226,0.1331,0.3724,0.0166,0.3854,0.3926,0.3683,0.0411,0.4213,0.3019,0.2495,0.1210,0.2258,0.0466,0.0292,0.0061,0.2648,0.0015,0.4473,0.4454,0.4938,0.1670,0.4498,0.2793,0.2116,0.1305,0.1671,0.4355,0.1927,0.1367,0.0865
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.5861,0.5825,0.5505,0.0574,0.0012,0.3719,0.1718,0.1441,0.0072,0.2102,0.4903,0.4191,0.2109,0.2629,0.3567,0.0108,0.2168,0.5646,0.5543,0.6070,0.5696,0.5510,0.5832,0.5560,0.5896,0.5792,1.0000,0.6267,0.6094,0.5300,0.5520,0.5724,0.5260,0.0901,0.2510,0.2310,0.0433,0.5571,0.6388,0.6417,0.5989,0.5380,0.5307,0.3195,0.1547,0.1249,0.6437,0.6160,0.4004,0.0108,0.4736,0.0179,0.1440,0.4047,0.0193,0.4532,0.4848,0.4494,0.0450,0.5302,0.3611,0.2954,0.1137,0.2699,0.0370,0.0390,0.0109,0.3167,0.0000,0.5612,0.5549,0.5920,0.1954,0.5650,0.2742,0.2459,0.1601,0.2058,0.5471,0.2399,0.1507,0.0917
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5600,0.5480,0.5256,0.0634,0.0013,0.3697,0.1520,0.1470,0.0089,0.1889,0.4794,0.3968,0.1844,0.2422,0.3441,0.0140,0.2125,0.5378,0.5223,0.5651,0.5433,0.5253,0.5489,0.5334,0.5529,0.5774,0.6267,1.0000,0.5814,0.5040,0.5199,0.5394,0.5004,0.0924,0.2541,0.2365,0.0478,0.5106,0.5853,0.6083,0.5517,0.5179,0.5139,0.3133,0.1750,0.1343,0.6043,0.5822,0.3849,0.0114,0.4411,0.0229,0.1376,0.3936,0.0153,0.4401,0.4619,0.4269,0.0412,0.5038,0.3648,0.2995,0.1110,0.2639,0.0419,0.0323,0.0129,0.3073,0.0013,0.5312,0.5268,0.5614,0.1954,0.5320,0.2735,0.2259,0.1559,0.1985,0.5141,0.2276,0.1368,0.0906
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.6498,0.6183,0.8675,0.0607,0.0024,0.4965,0.1721,0.1427,0.0110,0.2161,0.6652,0.5383,0.2129,0.2669,0.4241,0.0142,0.2384,0.8730,0.8666,0.8384,0.8645,0.8602,0.8593,0.8629,0.8687,0.4911,0.6094,0.5814,1.0000,0.7585,0.8488,0.7908,0.7224,0.1730,0.3942,0.3775,0.1108,0.5274,0.8207,0.8281,0.6388,0.8560,0.8509,0.4133,0.2707,0.2213,0.7703,0.7822,0.4238,0.0142,0.5197,0.0205,0.1462,0.4195,0.0142,0.5085,0.5902,0.4683,0.0376,0.8202,0.4512,0.3353,0.0946,0.2796,0.0315,0.0361,0.0095,0.3540,0.0024,0.8817,0.8140,0.7495,0.3076,0.8445,0.2753,0.2591,0.1594,0.2248,0.8402,0.2564,0.1518,0.0925
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.5984,0.5733,0.7989,0.0731,0.0024,0.4384,0.1607,0.1637,0.0118,0.2398,0.6525,0.5152,0.2384,0.2921,0.4557,0.0150,0.2596,0.8208,0.8149,0.7762,0.8096,0.8161,0.8109,0.8159,0.8099,0.4296,0.5300,0.5040,0.7585,1.0000,0.8490,0.8546,0.8207,0.1985,0.4323,0.4224,0.1320,0.4824,0.7467,0.7307,0.5794,0.7754,0.7755,0.4858,0.3092,0.2494,0.6714,0.6984,0.4065,0.0125,0.5034,0.0212,0.1511,0.4279,0.0173,0.5250,0.6188,0.4758,0.0432,0.7984,0.5091,0.3647,0.1012,0.3100,0.0330,0.0417,0.0102,0.3807,0.0032,0.8167,0.8432,0.7068,0.3321,0.8322,0.2550,0.2835,0.1880,0.2662,0.8541,0.3078,0.1558,0.0957
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.6131,0.5751,0.9004,0.0651,0.0020,0.4529,0.1574,0.1513,0.0122,0.2285,0.6763,0.5240,0.2264,0.2842,0.4549,0.0136,0.2451,0.9193,0.9194,0.8608,0.9002,0.9197,0.9040,0.9098,0.9042,0.4381,0.5520,0.5199,0.8488,0.8490,1.0000,0.8696,0.8011,0.1970,0.4385,0.4257,0.1253,0.4831,0.8149,0.7995,0.6020,0.8586,0.8564,0.4489,0.3073,0.2454,0.7267,0.7603,0.4065,0.0149,0.4990,0.0197,0.1419,0.4114,0.0156,0.5217,0.6178,0.4550,0.0401,0.9022,0.4878,0.3550,0.0947,0.2991,0.0292,0.0373,0.0088,0.3692,0.0027,0.9226,0.9156,0.7634,0.3376,0.9353,0.2537,0.2678,0.1636,0.2363,0.9640,0.2688,0.1484,0.0869
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.6322,0.6073,0.8024,0.0733,0.0023,0.4559,0.1683,0.1677,0.0108,0.2381,0.6645,0.5246,0.2358,0.2905,0.4602,0.0147,0.2566,0.8279,0.8244,0.8225,0.8344,0.8256,0.8420,0.8255,0.8486,0.4569,0.5724,0.5394,0.7908,0.8546,0.8696,1.0000,0.8230,0.1737,0.4040,0.3864,0.1109,0.5193,0.8101,0.7949,0.6286,0.7865,0.7854,0.4755,0.2770,0.2211,0.7297,0.7556,0.4285,0.0123,0.5358,0.0200,0.1482,0.4425,0.0178,0.5506,0.6348,0.4958,0.0432,0.8103,0.5019,0.3711,0.1001,0.3150,0.0324,0.0409,0.0100,0.3912,0.0023,0.8250,0.8748,0.7602,0.3078,0.8644,0.2731,0.2869,0.1853,0.2640,0.8709,0.3028,0.1590,0.0955
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.5931,0.5708,0.7565,0.0729,0.0017,0.4292,0.1587,0.1694,0.0125,0.2496,0.6234,0.5107,0.2482,0.3015,0.4605,0.0142,0.2664,0.7701,0.7656,0.7488,0.7632,0.7701,0.7657,0.7673,0.7733,0.4311,0.5260,0.5004,0.7224,0.8207,0.8011,0.8230,1.0000,0.1897,0.4284,0.4138,0.1304,0.4883,0.7234,0.7108,0.5927,0.7383,0.7407,0.4872,0.3008,0.2447,0.6563,0.6864,0.4092,0.0133,0.5054,0.0216,0.1542,0.4305,0.0183,0.5231,0.5983,0.4815,0.0440,0.7483,0.5031,0.3722,0.0998,0.3150,0.0315,0.0416,0.0109,0.3868,0.0025,0.7697,0.8102,0.6986,0.3205,0.7852,0.2484,0.2884,0.1942,0.2683,0.8049,0.3204,0.1611,0.1004
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0751,0.0774,0.2100,0.0728,0.0000,0.1370,0.0876,0.1488,0.0357,0.1388,0.1777,0.1659,0.1416,0.1710,0.1964,0.0190,0.1460,0.1990,0.2044,0.1360,0.1817,0.2017,0.1635,0.1967,0.1598,0.0625,0.0901,0.0924,0.1730,0.1985,0.1970,0.1737,0.1897,1.0000,0.3814,0.4170,0.4540,0.0605,0.1299,0.1192,0.1069,0.2047,0.2076,0.2269,0.4328,0.4738,0.0999,0.1067,0.1343,0.0319,0.1204,0.0280,0.1039,0.1187,0.0000,0.1556,0.1756,0.1277,0.0465,0.2122,0.2005,0.1702,0.0493,0.1516,0.0176,0.0501,0.0000,0.1694,0.0066,0.1986,0.1837,0.1232,0.4184,0.1762,0.0886,0.1556,0.1175,0.1487,0.1984,0.1546,0.0896,0.0515
