,ChIP
72,2016_SCIENCE_Mackay___Hobit_invitro-CD8
73,2017_PNAS_Li___STAT3_noIL21-CD4
74,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
75,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
76,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
77,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
78,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
79,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
80,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
81,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
82,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
83,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
84,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
