ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.4702,0.4515,0.4858,0.067,0.0053,0.4069,0.1661,0.1174,0.0153,0.1763,1,0.5519,0.1707,0.1986,0.3186,0.0196,0.2258,0.5072,0.504,0.5447,0.5537,0.5308,0.5467,0.5407,0.5551,0.3931,0.4428,0.4256,0.5472,0.4836,0.4615,0.5032,0.4695,0.1172,0.2476,0.2341,0.0779,0.4448,0.5274,0.5413,0.4981,0.5115,0.5122,0.3319,0.1833,0.1534,0.5379,0.5333,0.3783,0.0133,0.4428,0.0201,0.125,0.3722,0.0134,0.3447,0.3844,0.4002,0.0441,0.3675,0.3109,0.2422,0.0541,0.2126,0.0196,0.0332,0.0116,0.2702,0.005,0.5148,0.4759,0.4734,0.1851,0.4958,0.2416,0.2011,0.1556,0.1966,0.4566,0.2257,0.1819,0.1243
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.3831,0.3755,0.3538,0.0731,0.0051,0.4133,0.1925,0.1299,0.0143,0.233,0.5519,1,0.2277,0.2308,0.3134,0.0198,0.2413,0.3674,0.3648,0.4072,0.4121,0.3873,0.407,0.3982,0.4136,0.3229,0.3568,0.3388,0.4094,0.3631,0.3349,0.38,0.3622,0.0961,0.2039,0.1924,0.0679,0.3888,0.4008,0.4152,0.4197,0.3766,0.3789,0.2852,0.1501,0.1276,0.4185,0.4169,0.3555,0.0112,0.3899,0.0222,0.1321,0.3322,0.0149,0.3019,0.3218,0.3553,0.0492,0.2661,0.272,0.2318,0.0508,0.2098,0.0172,0.0372,0.0126,0.2546,0.0049,0.3759,0.355,0.3761,0.1495,0.3657,0.2084,0.207,0.1598,0.2007,0.3313,0.2244,0.186,0.1392
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.113,0.1152,0.1018,0.1427,0.0068,0.1061,0.0756,0.2194,0.021,0.8028,0.1707,0.2277,1,0.4612,0.3102,0.0258,0.2638,0.1036,0.1025,0.118,0.1205,0.1114,0.1237,0.1133,0.1225,0.1044,0.1094,0.1025,0.1031,0.1167,0.101,0.1187,0.1227,0.0606,0.0927,0.0933,0.0484,0.1189,0.1155,0.1157,0.1274,0.1049,0.1047,0.1527,0.0823,0.071,0.1175,0.1228,0.129,0.0179,0.1393,0.0372,0.1637,0.1407,0.0227,0.1949,0.1754,0.1484,0.081,0.08,0.1775,0.2113,0.0461,0.2199,0.0144,0.0768,0.0184,0.2004,0.0073,0.1008,0.116,0.1142,0.0745,0.1142,0.0886,0.2133,0.1625,0.2113,0.1015,0.2185,0.1358,0.1245
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1574,0.1626,0.1473,0.1392,0.0114,0.1392,0.0949,0.246,0.0964,0.465,0.1986,0.2308,0.4612,1,0.3904,0.0391,0.2811,0.1427,0.1416,0.1569,0.1552,0.1468,0.1596,0.1482,0.1632,0.131,0.1432,0.1351,0.1388,0.1586,0.1396,0.1614,0.1644,0.087,0.1253,0.1294,0.0654,0.1454,0.1549,0.1547,0.162,0.1473,0.1437,0.1857,0.1079,0.101,0.1532,0.1604,0.1779,0.0691,0.2022,0.0766,0.2179,0.1782,0.0281,0.2732,0.2459,0.1889,0.0868,0.1174,0.2301,0.2551,0.0489,0.262,0.0146,0.0974,0.0421,0.2583,0.0324,0.1401,0.1586,0.153,0.1056,0.1564,0.1166,0.269,0.1884,0.251,0.1412,0.2522,0.1558,0.1244
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.2645,0.2612,0.2865,0.1018,0.0097,0.2171,0.1042,0.2162,0.0174,0.3156,0.3186,0.3134,0.3102,0.3904,1,0.0223,0.2946,0.2928,0.2908,0.3081,0.3077,0.2942,0.3143,0.2965,0.3143,0.2244,0.2539,0.2358,0.2783,0.311,0.2938,0.3191,0.3199,0.1287,0.2225,0.2177,0.0838,0.2561,0.3076,0.3018,0.2895,0.2881,0.2866,0.2813,0.177,0.1577,0.2875,0.3051,0.2499,0.0146,0.2879,0.025,0.1715,0.2659,0.022,0.3865,0.4056,0.2907,0.0565,0.2458,0.3784,0.3429,0.0477,0.3133,0.0167,0.0556,0.0177,0.3776,0.0055,0.2831,0.3301,0.2791,0.1795,0.3214,0.1488,0.3257,0.1981,0.2581,0.2936,0.2944,0.1599,0.1136
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0193,0.0197,0.0146,0.0302,0.0157,0.0189,0.0216,0.0245,0.1183,0.0274,0.0196,0.0198,0.0258,0.0391,0.0223,1,0.0564,0.0129,0.0129,0.0142,0.0133,0.0133,0.0137,0.0128,0.0144,0.0151,0.0166,0.0149,0.0134,0.0139,0.0122,0.014,0.0143,0.0129,0.0136,0.0144,0.0118,0.0162,0.0143,0.0146,0.0164,0.0136,0.0133,0.0157,0.0129,0.0126,0.0145,0.014,0.0273,0.1151,0.0243,0.0972,0.0399,0.0204,0.012,0.0251,0.0208,0.0194,0.0482,0.0115,0.0181,0.0231,0.0119,0.026,0.0081,0.075,0.0957,0.0222,0.1142,0.0137,0.013,0.0139,0.0134,0.013,0.0262,0.0263,0.0304,0.0237,0.0121,0.0216,0.0294,0.03
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.1867,0.1908,0.1706,0.1261,0.0081,0.17,0.1082,0.2063,0.0244,0.2739,0.2258,0.2413,0.2638,0.2811,0.2946,0.0564,1,0.1736,0.1709,0.1976,0.1921,0.1793,0.1967,0.184,0.198,0.1679,0.1824,0.174,0.178,0.1879,0.1648,0.194,0.1947,0.0754,0.1319,0.129,0.0528,0.19,0.1971,0.1994,0.2064,0.1769,0.1771,0.2296,0.107,0.0934,0.1963,0.208,0.2087,0.0214,0.2283,0.0378,0.1898,0.219,0.0249,0.2591,0.2432,0.2354,0.0853,0.1318,0.244,0.2475,0.0676,0.2352,0.0229,0.0692,0.0225,0.247,0.0106,0.1713,0.1816,0.1823,0.0983,0.1825,0.1454,0.2378,0.2099,0.249,0.1628,0.2582,0.1772,0.1412
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.5341,0.4929,0.8317,0.0482,0.0055,0.3442,0.1126,0.0952,0.0108,0.1065,0.5072,0.3674,0.1036,0.1427,0.2928,0.0129,0.1736,1,0.9287,0.7569,0.7883,0.8206,0.7828,0.8059,0.7602,0.3975,0.509,0.4552,0.784,0.6952,0.7864,0.6994,0.6506,0.1877,0.3631,0.346,0.1168,0.4401,0.7368,0.7203,0.5357,0.8246,0.8262,0.3639,0.2714,0.2325,0.6483,0.672,0.3235,0.0091,0.3995,0.0131,0.1051,0.3332,0.0109,0.3488,0.4407,0.3764,0.0302,0.6095,0.3493,0.241,0.0443,0.2019,0.0168,0.0243,0.0084,0.2676,0.0031,0.8819,0.7143,0.5658,0.2939,0.7786,0.2146,0.1853,0.1326,0.1645,0.774,0.1975,0.1469,0.0882
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.5255,0.4845,0.8479,0.0475,0.0054,0.3429,0.1116,0.0941,0.0109,0.106,0.504,0.3648,0.1025,0.1416,0.2908,0.0129,0.1709,0.9287,1,0.7473,0.7859,0.8316,0.776,0.8119,0.7541,0.39,0.4997,0.4455,0.7766,0.6928,0.7882,0.6921,0.6519,0.1984,0.375,0.3581,0.1245,0.4323,0.727,0.7093,0.5257,0.828,0.8322,0.3649,0.2829,0.2436,0.6399,0.6632,0.3216,0.009,0.396,0.0133,0.1044,0.3304,0.0111,0.3455,0.4371,0.3728,0.0303,0.6188,0.3494,0.2392,0.0438,0.2008,0.0165,0.024,0.0085,0.2665,0.0032,0.8849,0.7131,0.5577,0.3055,0.7725,0.2134,0.1839,0.1314,0.1629,0.7767,0.1956,0.1445,0.0874
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.6113,0.5651,0.6997,0.0567,0.0045,0.3676,0.1295,0.1094,0.0095,0.1226,0.5447,0.4072,0.118,0.1569,0.3081,0.0142,0.1976,0.7569,0.7473,1,0.8356,0.7712,0.8744,0.7903,0.9179,0.4647,0.5865,0.5227,0.7807,0.6888,0.7165,0.7404,0.6497,0.0965,0.2638,0.2461,0.0524,0.5207,0.8229,0.8261,0.6359,0.719,0.7121,0.3731,0.1698,0.1356,0.765,0.7781,0.3605,0.0085,0.4566,0.0139,0.1187,0.3842,0.0126,0.3899,0.4746,0.436,0.0375,0.5232,0.3645,0.2581,0.0506,0.2201,0.0193,0.0262,0.0086,0.2907,0.0028,0.7603,0.712,0.6356,0.1913,0.8019,0.2396,0.2092,0.1564,0.1903,0.7004,0.2383,0.1699,0.1032
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.5801,0.537,0.7421,0.0535,0.0048,0.3749,0.125,0.1026,0.0099,0.1253,0.5537,0.4121,0.1205,0.1552,0.3077,0.0133,0.1921,0.7883,0.7859,0.8356,1,0.8411,0.8702,0.8706,0.8455,0.4415,0.5511,0.4987,0.8006,0.6891,0.7297,0.7143,0.6461,0.1374,0.306,0.2874,0.0846,0.4895,0.7849,0.7824,0.5973,0.7596,0.7583,0.3739,0.2132,0.1772,0.7161,0.7359,0.3512,0.0084,0.4344,0.0135,0.1125,0.3627,0.0115,0.3719,0.4585,0.4144,0.0343,0.5484,0.357,0.2507,0.0486,0.2129,0.0186,0.0251,0.0086,0.2778,0.0025,0.7968,0.7013,0.6046,0.2307,0.7797,0.2331,0.1976,0.147,0.179,0.7153,0.2216,0.1612,0.0976
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.542,0.5,0.8053,0.0504,0.0044,0.3581,0.1167,0.0983,0.0108,0.1148,0.5308,0.3873,0.1114,0.1468,0.2942,0.0133,0.1793,0.8206,0.8316,0.7712,0.8411,1,0.8077,0.9146,0.7818,0.4032,0.5102,0.4644,0.7875,0.6968,0.7582,0.6973,0.6482,0.1763,0.3477,0.3319,0.1113,0.447,0.7405,0.7307,0.5445,0.8032,0.8059,0.3795,0.2553,0.2154,0.6652,0.6861,0.3349,0.0093,0.4146,0.0135,0.1065,0.344,0.0112,0.3545,0.4409,0.3909,0.032,0.5958,0.3521,0.2428,0.0455,0.2035,0.0174,0.0243,0.0085,0.2677,0.0031,0.8352,0.7007,0.5689,0.2736,0.7673,0.2207,0.1879,0.1393,0.1705,0.7435,0.2082,0.1517,0.0921
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.5939,0.5464,0.724,0.0538,0.0048,0.3606,0.1252,0.1058,0.0102,0.1281,0.5467,0.407,0.1237,0.1596,0.3143,0.0137,0.1967,0.7828,0.776,0.8744,0.8702,0.8077,1,0.8302,0.8867,0.4466,0.5661,0.5063,0.7813,0.6886,0.7338,0.7299,0.6454,0.1094,0.2801,0.2617,0.0609,0.4954,0.8069,0.8017,0.6042,0.7393,0.7317,0.3661,0.1847,0.1478,0.735,0.7577,0.3531,0.009,0.4404,0.0139,0.1139,0.3686,0.0121,0.3823,0.4704,0.4178,0.0354,0.5427,0.3621,0.2544,0.049,0.2162,0.0184,0.0254,0.0085,0.2849,0.0028,0.7788,0.7169,0.6173,0.2075,0.8128,0.2334,0.2011,0.1499,0.1815,0.7232,0.2273,0.1629,0.0987
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.5587,0.517,0.7814,0.051,0.0043,0.3663,0.1202,0.0994,0.0102,0.1172,0.5407,0.3982,0.1133,0.1482,0.2965,0.0128,0.184,0.8059,0.8119,0.7903,0.8706,0.9146,0.8302,1,0.7997,0.4186,0.5269,0.4816,0.8007,0.6928,0.7419,0.699,0.6428,0.1602,0.3308,0.3135,0.0997,0.4651,0.7557,0.7505,0.5644,0.791,0.7935,0.3787,0.238,0.1991,0.6865,0.7065,0.3414,0.0091,0.4232,0.0138,0.1092,0.3507,0.0111,0.3576,0.4425,0.3994,0.0328,0.5756,0.3492,0.2429,0.0466,0.2054,0.0178,0.0242,0.0086,0.2704,0.0029,0.8209,0.6941,0.5815,0.2558,0.766,0.2262,0.1894,0.1423,0.1734,0.7299,0.2131,0.1557,0.0945
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.6075,0.5611,0.7057,0.0568,0.0047,0.3683,0.1293,0.1105,0.0101,0.1273,0.5551,0.4136,0.1225,0.1632,0.3143,0.0144,0.198,0.7602,0.7541,0.9179,0.8455,0.7818,0.8867,0.7997,1,0.4617,0.5845,0.522,0.7873,0.6841,0.717,0.7355,0.647,0.1001,0.2667,0.2488,0.056,0.5152,0.818,0.8203,0.6304,0.7259,0.7171,0.373,0.173,0.1384,0.7626,0.7769,0.3607,0.0089,0.4548,0.0145,0.1184,0.3803,0.0129,0.3937,0.4762,0.4338,0.0376,0.5255,0.3635,0.2591,0.0503,0.2225,0.0194,0.0266,0.0091,0.2896,0.003,0.7658,0.7075,0.6318,0.1958,0.7979,0.2413,0.2073,0.1544,0.1909,0.6993,0.2367,0.1667,0.1026
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5076,0.4927,0.3647,0.047,0.0032,0.2878,0.1324,0.0906,0.008,0.1064,0.3931,0.3229,0.1044,0.131,0.2244,0.0151,0.1679,0.3975,0.39,0.4647,0.4415,0.4032,0.4466,0.4186,0.4617,1,0.5769,0.5836,0.4803,0.3852,0.3554,0.417,0.3795,0.0416,0.1458,0.1325,0.0253,0.5527,0.4664,0.4931,0.505,0.3906,0.3913,0.2448,0.0914,0.0736,0.5107,0.4853,0.3123,0.0082,0.3534,0.015,0.1072,0.3467,0.0123,0.2867,0.3126,0.3546,0.0391,0.2647,0.2357,0.1905,0.0561,0.1712,0.0207,0.024,0.0081,0.2093,0.0028,0.4132,0.374,0.4553,0.1054,0.3939,0.2469,0.1603,0.1484,0.1588,0.3504,0.1845,0.1737,0.1147
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.5624,0.5408,0.4663,0.0505,0.0036,0.3195,0.1405,0.0988,0.0097,0.113,0.4428,0.3568,0.1094,0.1432,0.2539,0.0166,0.1824,0.509,0.4997,0.5865,0.5511,0.5102,0.5661,0.5269,0.5845,0.5769,1,0.6235,0.6085,0.4697,0.4547,0.5173,0.4634,0.0593,0.1748,0.1571,0.031,0.5294,0.5972,0.6138,0.5735,0.4969,0.4961,0.2872,0.1108,0.0901,0.6333,0.6014,0.3412,0.0094,0.4122,0.0148,0.1124,0.3645,0.0121,0.3261,0.3685,0.403,0.0412,0.3342,0.2756,0.2155,0.0569,0.1906,0.0207,0.0254,0.0087,0.2352,0.0029,0.5294,0.467,0.5338,0.1258,0.5039,0.2496,0.1765,0.152,0.1714,0.4461,0.2032,0.1746,0.1124
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.522,0.5055,0.4192,0.0516,0.0036,0.3068,0.1358,0.0967,0.0096,0.1046,0.4256,0.3388,0.1025,0.1351,0.2358,0.0149,0.174,0.4552,0.4455,0.5227,0.4987,0.4644,0.5063,0.4816,0.522,0.5836,0.6235,1,0.5477,0.4278,0.4078,0.4687,0.42,0.0601,0.1711,0.1564,0.0332,0.4975,0.5243,0.557,0.5272,0.4487,0.45,0.277,0.1119,0.0923,0.5656,0.5382,0.3231,0.0091,0.3808,0.0151,0.1098,0.3432,0.0124,0.3069,0.3388,0.3746,0.0406,0.3056,0.2606,0.2051,0.0581,0.1848,0.0208,0.0247,0.0089,0.2207,0.0029,0.4738,0.4231,0.4932,0.125,0.449,0.247,0.1686,0.1485,0.1659,0.4015,0.1964,0.1649,0.1109
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.5984,0.5549,0.7357,0.0478,0.0041,0.3979,0.1331,0.0929,0.0098,0.1062,0.5472,0.4094,0.1031,0.1388,0.2783,0.0134,0.178,0.784,0.7766,0.7807,0.8006,0.7875,0.7813,0.8007,0.7873,0.4803,0.6085,0.5477,1,0.6507,0.692,0.6811,0.6193,0.1338,0.2938,0.2725,0.0894,0.5102,0.7753,0.7873,0.6136,0.7706,0.7782,0.3533,0.2084,0.1766,0.7267,0.728,0.3533,0.0085,0.433,0.0131,0.1073,0.3613,0.0111,0.3445,0.422,0.4072,0.0324,0.5188,0.322,0.2276,0.0478,0.1949,0.0184,0.0229,0.0082,0.2549,0.0026,0.8231,0.651,0.6043,0.2249,0.7181,0.2462,0.1791,0.1381,0.1647,0.6724,0.1987,0.1608,0.0979
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.5251,0.4921,0.6841,0.0578,0.004,0.3255,0.1138,0.1134,0.0101,0.1209,0.4836,0.3631,0.1167,0.1586,0.311,0.0139,0.1879,0.6952,0.6928,0.6888,0.6891,0.6968,0.6886,0.6928,0.6841,0.3852,0.4697,0.4278,0.6507,1,0.7424,0.7875,0.7474,0.1774,0.35,0.3376,0.1203,0.4285,0.6703,0.6495,0.5125,0.6525,0.655,0.4226,0.2537,0.2157,0.5839,0.606,0.3253,0.0087,0.4109,0.0137,0.1159,0.3584,0.0132,0.374,0.4636,0.3955,0.0367,0.5453,0.389,0.2643,0.0477,0.2232,0.0179,0.0271,0.009,0.2966,0.0028,0.6906,0.7429,0.5587,0.2711,0.7297,0.2101,0.2076,0.1635,0.201,0.7483,0.2513,0.1565,0.0958
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.4887,0.4489,0.7773,0.0502,0.0047,0.3055,0.0984,0.1009,0.0101,0.1041,0.4615,0.3349,0.101,0.1396,0.2938,0.0122,0.1648,0.7864,0.7882,0.7165,0.7297,0.7582,0.7338,0.7419,0.717,0.3554,0.4547,0.4078,0.692,0.7424,1,0.7618,0.7119,0.2024,0.3988,0.3836,0.1282,0.3924,0.7024,0.6616,0.4875,0.7211,0.7237,0.3633,0.2879,0.2433,0.5834,0.6087,0.294,0.0084,0.3743,0.0125,0.1011,0.3089,0.0112,0.346,0.4487,0.3559,0.0298,0.6619,0.3704,0.2456,0.0418,0.2039,0.0158,0.0237,0.0083,0.2785,0.0028,0.7759,0.7877,0.5608,0.3258,0.8071,0.1913,0.1901,0.1315,0.1687,0.8532,0.2046,0.1333,0.0797
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.5631,0.5275,0.6678,0.0625,0.0042,0.3398,0.12,0.1229,0.01,0.1228,0.5032,0.38,0.1187,0.1614,0.3191,0.014,0.194,0.6994,0.6921,0.7404,0.7143,0.6973,0.7299,0.699,0.7355,0.417,0.5173,0.4687,0.6811,0.7875,0.7618,1,0.7699,0.1418,0.3193,0.3045,0.0928,0.4634,0.7372,0.711,0.5631,0.6611,0.6573,0.417,0.2208,0.183,0.6455,0.6657,0.3432,0.0084,0.4464,0.014,0.1182,0.3716,0.013,0.3928,0.4816,0.431,0.0383,0.5331,0.3916,0.2699,0.0492,0.2294,0.0187,0.0279,0.0091,0.3053,0.0026,0.6941,0.7563,0.6018,0.2392,0.7511,0.2247,0.2174,0.1661,0.2079,0.7345,0.2568,0.1619,0.0989
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.517,0.4919,0.6494,0.064,0.0045,0.3237,0.1152,0.1245,0.0106,0.1267,0.4695,0.3622,0.1227,0.1644,0.3199,0.0143,0.1947,0.6506,0.6519,0.6497,0.6461,0.6482,0.6454,0.6428,0.647,0.3795,0.4634,0.42,0.6193,0.7474,0.7119,0.7699,1,0.1873,0.3577,0.3431,0.1404,0.4224,0.6488,0.6249,0.5168,0.6178,0.6225,0.4275,0.2622,0.2268,0.568,0.5878,0.3263,0.0086,0.4183,0.0144,0.1212,0.3529,0.0138,0.3835,0.4608,0.4082,0.0391,0.5149,0.3956,0.2703,0.0483,0.229,0.0176,0.028,0.0095,0.3054,0.0026,0.6498,0.6993,0.5468,0.2733,0.6728,0.2041,0.2177,0.1696,0.213,0.6892,0.2653,0.1587,0.0992
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0582,0.0548,0.2282,0.043,0.0108,0.1067,0.0323,0.071,0.0197,0.0597,0.1172,0.0961,0.0606,0.087,0.1287,0.0129,0.0754,0.1877,0.1984,0.0965,0.1374,0.1763,0.1094,0.1602,0.1001,0.0416,0.0593,0.0601,0.1338,0.1774,0.2024,0.1418,0.1873,1,0.4413,0.4809,0.4492,0.0463,0.1018,0.0872,0.0624,0.1781,0.1917,0.1781,0.5352,0.5593,0.0638,0.0718,0.0901,0.0158,0.0843,0.0163,0.0671,0.0749,0.0082,0.1138,0.1351,0.0785,0.0236,0.2179,0.1563,0.1245,0.0169,0.0984,0.0049,0.0279,0.0129,0.131,0.0066,0.19,0.1675,0.079,0.4744,0.1402,0.0481,0.1013,0.0648,0.0897,0.1996,0.083,0.0461,0.0316
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,8010,0.1912,0.182,0.4049,0.0579,0.0073,0.2033,0.0708,0.1088,0.0149,0.0935,0.2476,0.2039,0.0927,0.1253,0.2225,0.0136,0.1319,0.3631,0.375,0.2638,0.306,0.3477,0.2801,0.3308,0.2667,0.1458,0.1748,0.1711,0.2938,0.35,0.3988,0.3193,0.3577,0.4413,1,0.7259,0.2821,0.169,0.2705,0.2497,0.1999,0.3503,0.3655,0.2799,0.6431,0.5613,0.2005,0.2195,0.182,0.0114,0.2102,0.0164,0.1042,0.1803,0.0111,0.2219,0.2717,0.1977,0.0345,0.3683,0.2728,0.1993,0.0265,0.1638,0.009,0.029,0.0101,0.2219,0.0043,0.3605,0.35,0.2103,0.5743,0.3208,0.1013,0.1672,0.1215,0.1571,0.3841,0.1767,0.1073,0.0701
