,ChIP
74,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
75,2017_PNAS_Li___STAT3_IL21-CD4
76,2017_PNAS_Li___STAT5B_IL2-CD8
77,2017_PNAS_Li___STAT5B_IL2-WT-CD4
78,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
79,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
80,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
81,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
82,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
83,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
84,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
