,ChIP
51,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
52,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
53,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
54,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
55,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
56,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
57,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
59,2017_PNAS_Li___STAT5B_noIL2-CD8
60,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
61,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
62,2017_PNAS_Li___STAT3_noIL21-CD4
63,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
64,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
65,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
66,2016_SCIENCE_Mackay___Hobit_invitro-CD8
67,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
68,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
69,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
70,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
71,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
72,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
73,2017_PNAS_Li___STAT5B_IL2-WT-CD4
74,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
75,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
76,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
77,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
78,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
79,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
80,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
81,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
82,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
83,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
84,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
