ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5809,0.5587,0.6384,0.0850,0.0041,0.4785,0.2044,0.1719,0.0103,0.2080,1.0000,0.5867,0.2067,0.2623,0.4203,0.0236,0.2806,0.6383,0.6359,0.6412,0.6410,0.6476,0.6372,0.6464,0.6388,0.4723,0.5467,0.5192,0.6326,0.6134,0.6273,0.6286,0.5961,0.1185,0.3183,0.3022,0.0541,0.5193,0.6444,0.6375,0.5879,0.6271,0.6266,0.3991,0.2103,0.1606,0.6325,0.6372,0.4680,0.0103,0.5382,0.0195,0.1502,0.4366,0.0123,0.4544,0.5139,0.4900,0.0602,0.6362,0.4279,0.3563,0.0807,0.3113,0.0195,0.0541,0.0123,0.3728,0.0041,0.6314,0.6277,0.6208,0.2514,0.6302,0.2913,0.2900,0.1849,0.2320,0.6329,0.2761,0.2180,0.1335
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4463,0.4470,0.4642,0.0838,0.0057,0.4857,0.2296,0.1698,0.0113,0.2561,0.5867,1.0000,0.2561,0.2832,0.4095,0.0254,0.2808,0.4614,0.4640,0.4701,0.4707,0.4665,0.4696,0.4687,0.4701,0.3620,0.4170,0.3878,0.4674,0.4550,0.4539,0.4611,0.4683,0.1110,0.2800,0.2810,0.0568,0.4446,0.4708,0.4754,0.4916,0.4576,0.4615,0.3481,0.1988,0.1442,0.4727,0.4702,0.4556,0.0085,0.4700,0.0184,0.1580,0.3943,0.0142,0.3810,0.4166,0.4146,0.0695,0.4632,0.3539,0.3072,0.0766,0.2906,0.0212,0.0612,0.0142,0.3292,0.0043,0.4622,0.4611,0.4630,0.2270,0.4580,0.2305,0.2865,0.1910,0.2288,0.4562,0.2592,0.2230,0.1624
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1533,0.1556,0.1503,0.1767,0.0000,0.1524,0.1184,0.2934,0.0295,0.8373,0.2067,0.2561,1.0000,0.5511,0.3664,0.0447,0.3395,0.1518,0.1512,0.1552,0.1546,0.1549,0.1542,0.1543,0.1549,0.1426,0.1545,0.1424,0.1460,0.1652,0.1479,0.1601,0.1702,0.1105,0.1631,0.1638,0.0610,0.1526,0.1575,0.1585,0.1739,0.1511,0.1541,0.2386,0.1530,0.1256,0.1564,0.1605,0.1846,0.0294,0.1909,0.0500,0.2178,0.1758,0.0378,0.2425,0.2238,0.1886,0.1152,0.1472,0.2491,0.2757,0.0744,0.2874,0.0283,0.1136,0.0336,0.2734,0.0129,0.1460,0.1573,0.1617,0.1344,0.1506,0.1232,0.2877,0.2005,0.2668,0.1505,0.2811,0.2188,0.1747
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.2043,0.1927,0.2090,0.1926,0.0062,0.2032,0.1384,0.3516,0.0408,0.5565,0.2623,0.2832,0.5511,1.0000,0.4738,0.0392,0.3522,0.2071,0.2074,0.2087,0.2065,0.2104,0.2071,0.2069,0.2074,0.1909,0.2002,0.1902,0.1987,0.2166,0.2039,0.2154,0.2292,0.1359,0.2092,0.2162,0.0780,0.1944,0.2099,0.2099,0.2212,0.2116,0.2142,0.2906,0.1750,0.1490,0.2084,0.2146,0.2327,0.0439,0.2551,0.0625,0.2698,0.2265,0.0372,0.3128,0.2903,0.2558,0.1086,0.2082,0.3210,0.3485,0.0881,0.3638,0.0364,0.1369,0.0405,0.3498,0.0221,0.2023,0.2166,0.2080,0.1752,0.2074,0.1662,0.3582,0.2349,0.3154,0.2062,0.3402,0.2547,0.1950
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.3607,0.3547,0.3936,0.1315,0.0033,0.3187,0.1625,0.2986,0.0130,0.3746,0.4203,0.4095,0.3664,0.4738,1.0000,0.0307,0.3847,0.3957,0.3953,0.3970,0.3909,0.3940,0.3943,0.3929,0.3990,0.3251,0.3633,0.3436,0.3834,0.3987,0.3945,0.4083,0.4245,0.1390,0.2906,0.2829,0.0563,0.3518,0.4080,0.3987,0.3849,0.3985,0.3999,0.4133,0.2138,0.1662,0.3914,0.4009,0.3428,0.0146,0.3874,0.0309,0.2305,0.3459,0.0278,0.4967,0.5044,0.4004,0.0827,0.3965,0.5113,0.4733,0.0836,0.4474,0.0258,0.0835,0.0195,0.4603,0.0065,0.3896,0.4087,0.3938,0.2201,0.3970,0.2158,0.4200,0.2407,0.3168,0.3964,0.3760,0.2332,0.1559
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0220,0.0235,0.0194,0.0476,0.0000,0.0227,0.0195,0.0285,0.1316,0.0397,0.0236,0.0254,0.0447,0.0392,0.0307,1.0000,0.0676,0.0189,0.0190,0.0181,0.0181,0.0193,0.0185,0.0187,0.0180,0.0213,0.0211,0.0195,0.0193,0.0204,0.0177,0.0195,0.0192,0.0045,0.0202,0.0209,0.0090,0.0213,0.0193,0.0189,0.0223,0.0193,0.0194,0.0265,0.0205,0.0262,0.0196,0.0185,0.0283,0.1000,0.0259,0.0408,0.0419,0.0278,0.0455,0.0310,0.0265,0.0218,0.0645,0.0186,0.0275,0.0361,0.0155,0.0399,0.0000,0.0690,0.0976,0.0302,0.0606,0.0191,0.0187,0.0203,0.0251,0.0179,0.0299,0.0403,0.0365,0.0329,0.0185,0.0363,0.0326,0.0272
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.2264,0.2285,0.2332,0.1607,0.0028,0.2213,0.1607,0.2632,0.0223,0.3417,0.2806,0.2808,0.3395,0.3522,0.3847,0.0676,1.0000,0.2292,0.2278,0.2355,0.2316,0.2337,0.2328,0.2328,0.2359,0.1988,0.2199,0.2138,0.2225,0.2465,0.2286,0.2450,0.2598,0.1102,0.2060,0.1975,0.0482,0.2234,0.2401,0.2396,0.2478,0.2347,0.2358,0.3281,0.1626,0.1328,0.2353,0.2412,0.2755,0.0251,0.2808,0.0331,0.2237,0.2561,0.0307,0.3377,0.3197,0.2849,0.1105,0.2290,0.3298,0.3264,0.0993,0.3303,0.0330,0.1093,0.0222,0.3443,0.0142,0.2260,0.2367,0.2319,0.1679,0.2316,0.1715,0.3275,0.2413,0.3228,0.2286,0.3269,0.2214,0.1689
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.7395,0.6985,0.9461,0.0668,0.0034,0.4297,0.1568,0.1430,0.0101,0.1544,0.6383,0.4614,0.1518,0.2071,0.3957,0.0189,0.2292,1.0000,0.9839,0.9209,0.9260,0.9461,0.9347,0.9344,0.9255,0.5464,0.7037,0.6348,0.9211,0.8416,0.9449,0.8750,0.7964,0.1245,0.3402,0.3245,0.0547,0.5790,0.9001,0.8949,0.7025,0.9181,0.9113,0.4342,0.2066,0.1586,0.8643,0.8796,0.4388,0.0108,0.5480,0.0149,0.1303,0.4424,0.0115,0.4957,0.6062,0.5310,0.0466,0.9068,0.5086,0.3852,0.0682,0.3304,0.0155,0.0433,0.0108,0.3788,0.0047,0.9640,0.8979,0.8062,0.2685,0.9383,0.3008,0.2635,0.1661,0.2071,0.9454,0.2579,0.1931,0.1074
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.7382,0.6949,0.9500,0.0668,0.0034,0.4332,0.1578,0.1424,0.0102,0.1538,0.6359,0.4640,0.1512,0.2074,0.3953,0.0190,0.2278,0.9839,1.0000,0.9171,0.9221,0.9474,0.9321,0.9343,0.9216,0.5472,0.7023,0.6280,0.9185,0.8366,0.9437,0.8688,0.7928,0.1269,0.3407,0.3284,0.0562,0.5819,0.8963,0.8898,0.6989,0.9218,0.9164,0.4338,0.2077,0.1596,0.8642,0.8807,0.4414,0.0108,0.5477,0.0149,0.1297,0.4401,0.0115,0.4953,0.6070,0.5317,0.0467,0.9092,0.5083,0.3848,0.0676,0.3318,0.0156,0.0433,0.0108,0.3765,0.0047,0.9613,0.8966,0.8001,0.2689,0.9370,0.3021,0.2631,0.1640,0.2058,0.9416,0.2574,0.1926,0.1068
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.7585,0.7130,0.9055,0.0701,0.0035,0.4317,0.1611,0.1477,0.0083,0.1595,0.6412,0.4701,0.1552,0.2087,0.3970,0.0181,0.2355,0.9209,0.9171,1.0000,0.9367,0.9170,0.9521,0.9193,0.9679,0.5593,0.7264,0.6488,0.9059,0.8333,0.9316,0.8846,0.8009,0.1073,0.3161,0.3030,0.0453,0.6015,0.9116,0.9103,0.7324,0.8739,0.8672,0.4432,0.1853,0.1378,0.8905,0.8971,0.4520,0.0090,0.5641,0.0146,0.1331,0.4545,0.0118,0.4949,0.6053,0.5466,0.0486,0.8856,0.5020,0.3835,0.0687,0.3295,0.0160,0.0430,0.0097,0.3806,0.0042,0.9206,0.8928,0.8352,0.2460,0.9490,0.3010,0.2699,0.1748,0.2137,0.9269,0.2711,0.1976,0.1089
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.7536,0.7128,0.9156,0.0672,0.0035,0.4353,0.1605,0.1400,0.0090,0.1565,0.6410,0.4707,0.1546,0.2065,0.3909,0.0181,0.2316,0.9260,0.9221,0.9367,1.0000,0.9324,0.9534,0.9452,0.9452,0.5601,0.7145,0.6418,0.9187,0.8308,0.9240,0.8695,0.7852,0.1104,0.3210,0.3034,0.0468,0.6012,0.9051,0.9076,0.7227,0.8863,0.8796,0.4359,0.1896,0.1419,0.8814,0.8919,0.4486,0.0097,0.5521,0.0146,0.1310,0.4492,0.0111,0.4905,0.5953,0.5347,0.0473,0.8757,0.4926,0.3784,0.0673,0.3218,0.0160,0.0409,0.0111,0.3774,0.0042,0.9231,0.8804,0.8179,0.2513,0.9298,0.3014,0.2659,0.1677,0.2065,0.9193,0.2627,0.1946,0.1106
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.7306,0.6939,0.9410,0.0688,0.0034,0.4383,0.1583,0.1442,0.0104,0.1575,0.6476,0.4665,0.1549,0.2104,0.3940,0.0193,0.2337,0.9461,0.9474,0.9170,0.9324,1.0000,0.9321,0.9686,0.9203,0.5425,0.6957,0.6285,0.9068,0.8273,0.9237,0.8548,0.7832,0.1262,0.3378,0.3236,0.0543,0.5807,0.8947,0.8870,0.6944,0.9153,0.9098,0.4379,0.2033,0.1531,0.8673,0.8854,0.4476,0.0110,0.5525,0.0152,0.1314,0.4472,0.0117,0.4933,0.6008,0.5332,0.0483,0.8978,0.5013,0.3797,0.0681,0.3297,0.0152,0.0427,0.0110,0.3741,0.0048,0.9395,0.8766,0.7942,0.2652,0.9207,0.3005,0.2636,0.1686,0.2104,0.9240,0.2613,0.1920,0.1088
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.7605,0.7118,0.9092,0.0671,0.0034,0.4306,0.1600,0.1413,0.0096,0.1576,0.6372,0.4696,0.1542,0.2071,0.3943,0.0185,0.2328,0.9347,0.9321,0.9521,0.9534,0.9321,1.0000,0.9397,0.9607,0.5613,0.7204,0.6447,0.9173,0.8361,0.9351,0.8809,0.7967,0.1060,0.3135,0.2979,0.0448,0.5956,0.9153,0.9153,0.7181,0.8839,0.8760,0.4332,0.1824,0.1363,0.8931,0.9009,0.4477,0.0103,0.5576,0.0144,0.1316,0.4493,0.0117,0.4943,0.6016,0.5372,0.0474,0.8820,0.5013,0.3819,0.0664,0.3275,0.0158,0.0411,0.0096,0.3753,0.0041,0.9306,0.8928,0.8258,0.2473,0.9487,0.3011,0.2634,0.1695,0.2063,0.9329,0.2619,0.1937,0.1091
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.7367,0.6997,0.9291,0.0671,0.0035,0.4373,0.1586,0.1429,0.0097,0.1578,0.6464,0.4687,0.1543,0.2069,0.3929,0.0187,0.2328,0.9344,0.9343,0.9193,0.9452,0.9686,0.9397,1.0000,0.9226,0.5525,0.7061,0.6372,0.9142,0.8255,0.9184,0.8555,0.7790,0.1193,0.3320,0.3151,0.0496,0.5923,0.8982,0.8942,0.7049,0.8971,0.8929,0.4369,0.1965,0.1470,0.8745,0.8863,0.4487,0.0104,0.5531,0.0146,0.1299,0.4483,0.0111,0.4855,0.5962,0.5347,0.0479,0.8900,0.4946,0.3767,0.0679,0.3275,0.0153,0.0416,0.0104,0.3747,0.0042,0.9328,0.8738,0.8031,0.2585,0.9192,0.2990,0.2628,0.1666,0.2085,0.9200,0.2596,0.1942,0.1088
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.7642,0.7162,0.9101,0.0692,0.0035,0.4289,0.1600,0.1474,0.0083,0.1576,0.6388,0.4701,0.1549,0.2074,0.3990,0.0180,0.2359,0.9255,0.9216,0.9679,0.9452,0.9203,0.9607,0.9226,1.0000,0.5635,0.7320,0.6509,0.9156,0.8341,0.9310,0.8853,0.8017,0.1041,0.3120,0.2963,0.0452,0.5981,0.9175,0.9214,0.7297,0.8821,0.8742,0.4403,0.1810,0.1345,0.9003,0.9096,0.4490,0.0090,0.5629,0.0153,0.1329,0.4556,0.0118,0.4980,0.6062,0.5487,0.0485,0.8802,0.5000,0.3855,0.0670,0.3297,0.0159,0.0429,0.0097,0.3780,0.0042,0.9264,0.8973,0.8360,0.2438,0.9510,0.3049,0.2685,0.1712,0.2124,0.9276,0.2688,0.1972,0.1094
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5836,0.5664,0.5432,0.0561,0.0012,0.3224,0.1442,0.1238,0.0083,0.1430,0.4723,0.3620,0.1426,0.1909,0.3251,0.0213,0.1988,0.5464,0.5472,0.5593,0.5601,0.5425,0.5613,0.5525,0.5635,1.0000,0.6366,0.6302,0.5770,0.5451,0.5428,0.5552,0.5271,0.0663,0.2445,0.2257,0.0360,0.5952,0.5718,0.5779,0.5511,0.5276,0.5278,0.3176,0.1500,0.1085,0.5820,0.5735,0.3838,0.0119,0.4234,0.0165,0.1253,0.4161,0.0071,0.3700,0.4293,0.4137,0.0437,0.5288,0.3446,0.2889,0.0755,0.2637,0.0201,0.0416,0.0083,0.2984,0.0048,0.5529,0.5423,0.5799,0.1890,0.5500,0.3103,0.2164,0.1727,0.1848,0.5437,0.2407,0.1941,0.1151
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.6735,0.6493,0.6977,0.0634,0.0018,0.3579,0.1498,0.1480,0.0055,0.1508,0.5467,0.4170,0.1545,0.2002,0.3633,0.0211,0.2199,0.7037,0.7023,0.7264,0.7145,0.6957,0.7204,0.7061,0.7320,0.6366,1.0000,0.6861,0.7381,0.6729,0.7054,0.7067,0.6584,0.0839,0.2681,0.2478,0.0354,0.5992,0.7374,0.7359,0.6539,0.6747,0.6700,0.3884,0.1609,0.1156,0.7313,0.7255,0.4301,0.0073,0.5090,0.0146,0.1295,0.4379,0.0073,0.4410,0.5287,0.4972,0.0537,0.6753,0.4307,0.3477,0.0770,0.3049,0.0193,0.0416,0.0091,0.3517,0.0028,0.7151,0.6903,0.7009,0.1941,0.7125,0.3004,0.2559,0.1793,0.2147,0.7005,0.2658,0.1988,0.1184
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.6335,0.6052,0.6260,0.0636,0.0031,0.3439,0.1439,0.1343,0.0072,0.1472,0.5192,0.3878,0.1424,0.1902,0.3436,0.0195,0.2138,0.6348,0.6280,0.6488,0.6418,0.6285,0.6447,0.6372,0.6509,0.6302,0.6861,1.0000,0.6693,0.6131,0.6302,0.6409,0.5970,0.0842,0.2674,0.2530,0.0324,0.5482,0.6499,0.6629,0.5888,0.6080,0.6064,0.3614,0.1616,0.1212,0.6534,0.6510,0.3959,0.0103,0.4800,0.0154,0.1381,0.4175,0.0061,0.4114,0.4737,0.4603,0.0549,0.6108,0.3968,0.3204,0.0690,0.2879,0.0195,0.0446,0.0092,0.3276,0.0041,0.6388,0.6330,0.6442,0.2082,0.6375,0.3073,0.2350,0.1795,0.2173,0.6305,0.2555,0.1828,0.1158
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.7526,0.7124,0.9184,0.0646,0.0036,0.4394,0.1601,0.1352,0.0100,0.1487,0.6326,0.4674,0.1460,0.1987,0.3834,0.0193,0.2225,0.9211,0.9185,0.9059,0.9187,0.9068,0.9173,0.9142,0.9156,0.5770,0.7381,0.6693,1.0000,0.8066,0.9017,0.8406,0.7622,0.1127,0.3226,0.3055,0.0474,0.6081,0.8961,0.8972,0.7285,0.8810,0.8780,0.4144,0.1915,0.1435,0.8720,0.8801,0.4459,0.0107,0.5534,0.0150,0.1323,0.4435,0.0093,0.4745,0.5791,0.5252,0.0471,0.8630,0.4728,0.3596,0.0654,0.3143,0.0165,0.0413,0.0107,0.3641,0.0043,0.9312,0.8518,0.8057,0.2505,0.9023,0.3091,0.2566,0.1658,0.1979,0.8945,0.2472,0.1942,0.1090
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.7271,0.6922,0.8260,0.0754,0.0030,0.4211,0.1576,0.1578,0.0106,0.1672,0.6134,0.4550,0.1652,0.2166,0.3987,0.0204,0.2465,0.8416,0.8366,0.8333,0.8308,0.8273,0.8361,0.8255,0.8341,0.5451,0.6729,0.6131,0.8066,1.0000,0.8602,0.8754,0.8267,0.1213,0.3386,0.3331,0.0555,0.5665,0.8217,0.8173,0.6727,0.8064,0.7984,0.4777,0.2053,0.1562,0.7873,0.8053,0.4475,0.0106,0.5490,0.0158,0.1412,0.4555,0.0136,0.4993,0.5966,0.5418,0.0521,0.8200,0.5143,0.3893,0.0706,0.3416,0.0166,0.0460,0.0128,0.3955,0.0053,0.8337,0.8588,0.7732,0.2601,0.8532,0.3016,0.2769,0.1828,0.2303,0.8664,0.2955,0.2012,0.1158
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.7407,0.6926,0.9236,0.0682,0.0033,0.4203,0.1527,0.1468,0.0092,0.1519,0.6273,0.4539,0.1479,0.2039,0.3945,0.0177,0.2286,0.9449,0.9437,0.9316,0.9240,0.9237,0.9351,0.9184,0.9310,0.5428,0.7054,0.6302,0.9017,0.8602,1.0000,0.9070,0.8178,0.1236,0.3386,0.3266,0.0530,0.5715,0.9023,0.8861,0.6998,0.8951,0.8836,0.4359,0.2050,0.1560,0.8560,0.8686,0.4319,0.0098,0.5474,0.0144,0.1278,0.4363,0.0118,0.4980,0.6107,0.5277,0.0459,0.9174,0.5147,0.3897,0.0675,0.3351,0.0164,0.0419,0.0105,0.3806,0.0039,0.9384,0.9310,0.8297,0.2686,0.9688,0.2958,0.2654,0.1656,0.2079,0.9785,0.2623,0.1880,0.1041
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.7537,0.7145,0.8511,0.0742,0.0036,0.4271,0.1620,0.1564,0.0079,0.1628,0.6286,0.4611,0.1601,0.2154,0.4083,0.0195,0.2450,0.8750,0.8688,0.8846,0.8695,0.8548,0.8809,0.8555,0.8853,0.5552,0.7067,0.6409,0.8406,0.8754,0.9070,1.0000,0.8485,0.1142,0.3264,0.3164,0.0500,0.5816,0.8721,0.8680,0.7114,0.8342,0.8227,0.4665,0.1978,0.1508,0.8430,0.8448,0.4529,0.0101,0.5656,0.0159,0.1380,0.4586,0.0122,0.5147,0.6189,0.5543,0.0504,0.8571,0.5104,0.3992,0.0712,0.3432,0.0173,0.0461,0.0115,0.3963,0.0043,0.8659,0.8967,0.8192,0.2521,0.9001,0.3036,0.2815,0.1795,0.2259,0.9086,0.2847,0.2032,0.1113
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.7149,0.6839,0.7807,0.0807,0.0040,0.4157,0.1613,0.1680,0.0080,0.1723,0.5961,0.4683,0.1702,0.2292,0.4245,0.0192,0.2598,0.7964,0.7928,0.8009,0.7852,0.7832,0.7967,0.7790,0.8017,0.5271,0.6584,0.5970,0.7622,0.8267,0.8178,0.8485,1.0000,0.1196,0.3313,0.3275,0.0563,0.5673,0.7925,0.7891,0.6736,0.7678,0.7563,0.4799,0.1957,0.1562,0.7708,0.7708,0.4573,0.0080,0.5585,0.0168,0.1477,0.4579,0.0128,0.5146,0.5974,0.5522,0.0552,0.7795,0.5167,0.3932,0.0764,0.3496,0.0176,0.0504,0.0104,0.4115,0.0040,0.7838,0.8176,0.7465,0.2509,0.8107,0.2948,0.2938,0.1935,0.2498,0.8190,0.3139,0.2053,0.1235
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0685,0.0662,0.1279,0.0569,0.0051,0.1198,0.0729,0.1297,0.0196,0.1091,0.1185,0.1110,0.1105,0.1359,0.1390,0.0045,0.1102,0.1245,0.1269,0.1073,0.1104,0.1262,0.1060,0.1193,0.1041,0.0663,0.0839,0.0842,0.1127,0.1213,0.1236,0.1142,0.1196,1.0000,0.2903,0.3189,0.3128,0.0623,0.1020,0.0990,0.0792,0.1305,0.1308,0.1478,0.3670,0.3425,0.0914,0.0945,0.0932,0.0347,0.0997,0.0286,0.0927,0.0865,0.0144,0.1250,0.1363,0.0931,0.0394,0.1303,0.1490,0.1451,0.0423,0.1284,0.0093,0.0574,0.0194,0.1356,0.0101,0.1255,0.1176,0.0823,0.3176,0.1127,0.0658,0.1165,0.0845,0.1160,0.1238,0.1338,0.0759,0.0536
