,ChIP
75,2017_PNAS_Li___STAT3_IL21-CD4
76,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
77,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
78,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
79,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
80,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
81,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
82,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
83,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
84,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
