ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.4761,0.4570,0.4912,0.0674,0.0051,0.4130,0.1679,0.1174,0.0138,0.1747,1.0000,0.5531,0.1687,0.1979,0.3224,0.0189,0.2253,0.5131,0.5097,0.5503,0.5594,0.5367,0.5528,0.5468,0.5607,0.3987,0.4490,0.4315,0.5533,0.4916,0.4684,0.5104,0.4753,0.1191,0.2513,0.2374,0.0788,0.4490,0.5336,0.5461,0.5024,0.5171,0.5183,0.3355,0.1863,0.1557,0.5424,0.5389,0.3827,0.0117,0.4448,0.0188,0.1256,0.3754,0.0138,0.3497,0.3895,0.4018,0.0436,0.3766,0.3159,0.2450,0.0527,0.2141,0.0174,0.0321,0.0108,0.2749,0.0040,0.5210,0.4828,0.4797,0.1880,0.5026,0.2423,0.2031,0.1542,0.1975,0.4638,0.2272,0.1843,0.1263
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.3875,0.3804,0.3575,0.0732,0.0050,0.4180,0.1941,0.1302,0.0128,0.2296,0.5531,1.0000,0.2242,0.2295,0.3164,0.0190,0.2411,0.3710,0.3687,0.4109,0.4153,0.3902,0.4106,0.4014,0.4171,0.3272,0.3611,0.3429,0.4134,0.3679,0.3392,0.3841,0.3660,0.0982,0.2061,0.1947,0.0689,0.3931,0.4041,0.4181,0.4231,0.3809,0.3834,0.2878,0.1526,0.1296,0.4220,0.4216,0.3602,0.0101,0.3919,0.0212,0.1324,0.3350,0.0155,0.3054,0.3255,0.3561,0.0481,0.2727,0.2754,0.2335,0.0502,0.2113,0.0160,0.0363,0.0123,0.2577,0.0042,0.3796,0.3599,0.3793,0.1519,0.3703,0.2084,0.2080,0.1587,0.2017,0.3359,0.2260,0.1888,0.1411
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1132,0.1152,0.1010,0.1433,0.0068,0.1078,0.0775,0.2157,0.0184,0.8043,0.1687,0.2242,1.0000,0.4652,0.3095,0.0244,0.2630,0.1033,0.1024,0.1174,0.1196,0.1107,0.1229,0.1132,0.1218,0.1061,0.1105,0.1037,0.1042,0.1156,0.1002,0.1175,0.1210,0.0607,0.0926,0.0926,0.0483,0.1189,0.1146,0.1150,0.1274,0.1048,0.1050,0.1526,0.0826,0.0712,0.1172,0.1225,0.1292,0.0160,0.1379,0.0352,0.1633,0.1409,0.0238,0.1949,0.1744,0.1462,0.0808,0.0799,0.1774,0.2125,0.0482,0.2205,0.0154,0.0757,0.0182,0.1995,0.0061,0.1010,0.1150,0.1135,0.0738,0.1130,0.0884,0.2120,0.1607,0.2102,0.1004,0.2178,0.1374,0.1251
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1571,0.1624,0.1458,0.1410,0.0108,0.1407,0.0968,0.2453,0.0901,0.4693,0.1979,0.2295,0.4652,1.0000,0.3921,0.0379,0.2839,0.1422,0.1412,0.1563,0.1546,0.1462,0.1589,0.1483,0.1623,0.1340,0.1451,0.1373,0.1402,0.1576,0.1388,0.1604,0.1633,0.0880,0.1251,0.1282,0.0657,0.1466,0.1546,0.1545,0.1631,0.1469,0.1439,0.1864,0.1087,0.1016,0.1532,0.1604,0.1775,0.0627,0.2001,0.0722,0.2166,0.1792,0.0304,0.2729,0.2452,0.1882,0.0868,0.1172,0.2307,0.2561,0.0499,0.2624,0.0144,0.0941,0.0394,0.2588,0.0292,0.1401,0.1575,0.1521,0.1053,0.1551,0.1159,0.2678,0.1879,0.2504,0.1401,0.2535,0.1571,0.1266
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.2676,0.2642,0.2885,0.1031,0.0091,0.2223,0.1077,0.2172,0.0168,0.3166,0.3224,0.3164,0.3095,0.3921,1.0000,0.0229,0.2978,0.2954,0.2932,0.3095,0.3092,0.2965,0.3157,0.2991,0.3156,0.2309,0.2589,0.2417,0.2833,0.3113,0.2944,0.3184,0.3195,0.1313,0.2255,0.2182,0.0855,0.2604,0.3090,0.3033,0.2925,0.2918,0.2903,0.2844,0.1797,0.1603,0.2904,0.3074,0.2535,0.0138,0.2912,0.0246,0.1732,0.2697,0.0232,0.3889,0.4078,0.2935,0.0572,0.2475,0.3801,0.3455,0.0476,0.3141,0.0156,0.0546,0.0169,0.3791,0.0049,0.2870,0.3300,0.2814,0.1816,0.3211,0.1517,0.3279,0.1978,0.2597,0.2934,0.2960,0.1617,0.1169
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0188,0.0192,0.0143,0.0313,0.0149,0.0182,0.0192,0.0251,0.1095,0.0267,0.0189,0.0190,0.0244,0.0379,0.0229,1.0000,0.0568,0.0128,0.0128,0.0141,0.0132,0.0130,0.0136,0.0127,0.0142,0.0152,0.0164,0.0149,0.0134,0.0138,0.0122,0.0139,0.0142,0.0128,0.0136,0.0143,0.0118,0.0162,0.0144,0.0145,0.0164,0.0134,0.0132,0.0158,0.0130,0.0122,0.0144,0.0138,0.0264,0.1067,0.0237,0.0849,0.0375,0.0211,0.0101,0.0248,0.0205,0.0199,0.0469,0.0114,0.0181,0.0233,0.0134,0.0258,0.0096,0.0681,0.0821,0.0215,0.0989,0.0134,0.0130,0.0137,0.0132,0.0130,0.0249,0.0252,0.0306,0.0241,0.0120,0.0220,0.0293,0.0287
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.1869,0.1919,0.1707,0.1267,0.0079,0.1719,0.1095,0.2019,0.0229,0.2737,0.2253,0.2411,0.2630,0.2839,0.2978,0.0568,1.0000,0.1739,0.1712,0.1972,0.1913,0.1788,0.1965,0.1832,0.1978,0.1691,0.1829,0.1747,0.1787,0.1878,0.1651,0.1933,0.1935,0.0765,0.1319,0.1281,0.0530,0.1889,0.1968,0.1986,0.2055,0.1773,0.1776,0.2301,0.1070,0.0941,0.1959,0.2075,0.2091,0.0207,0.2285,0.0367,0.1895,0.2185,0.0257,0.2596,0.2439,0.2336,0.0855,0.1334,0.2459,0.2494,0.0675,0.2366,0.0222,0.0679,0.0226,0.2473,0.0098,0.1718,0.1819,0.1815,0.0985,0.1831,0.1455,0.2374,0.2069,0.2476,0.1630,0.2577,0.1766,0.1405
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.5416,0.4994,0.8367,0.0487,0.0052,0.3496,0.1145,0.0955,0.0105,0.1065,0.5131,0.3710,0.1033,0.1422,0.2954,0.0128,0.1739,1.0000,0.9311,0.7606,0.7930,0.8257,0.7860,0.8103,0.7648,0.4048,0.5159,0.4629,0.7913,0.7013,0.7941,0.7058,0.6576,0.1911,0.3678,0.3494,0.1193,0.4442,0.7396,0.7232,0.5389,0.8287,0.8296,0.3668,0.2747,0.2358,0.6519,0.6766,0.3261,0.0088,0.4034,0.0128,0.1054,0.3361,0.0114,0.3510,0.4443,0.3789,0.0302,0.6226,0.3528,0.2416,0.0417,0.2000,0.0135,0.0234,0.0080,0.2700,0.0026,0.8877,0.7228,0.5749,0.2980,0.7850,0.2170,0.1856,0.1324,0.1653,0.7812,0.1987,0.1486,0.0897
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.5322,0.4904,0.8533,0.0482,0.0052,0.3482,0.1135,0.0945,0.0105,0.1061,0.5097,0.3687,0.1024,0.1412,0.2932,0.0128,0.1712,0.9311,1.0000,0.7506,0.7904,0.8360,0.7789,0.8162,0.7584,0.3969,0.5061,0.4529,0.7832,0.6994,0.7972,0.6990,0.6593,0.2027,0.3801,0.3625,0.1275,0.4364,0.7295,0.7118,0.5281,0.8315,0.8358,0.3683,0.2870,0.2476,0.6432,0.6668,0.3238,0.0087,0.3994,0.0129,0.1049,0.3335,0.0116,0.3476,0.4405,0.3753,0.0303,0.6325,0.3532,0.2398,0.0412,0.1988,0.0131,0.0231,0.0081,0.2698,0.0027,0.8904,0.7209,0.5664,0.3106,0.7792,0.2155,0.1845,0.1311,0.1641,0.7854,0.1967,0.1460,0.0890
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.6210,0.5739,0.7037,0.0568,0.0044,0.3726,0.1312,0.1095,0.0093,0.1220,0.5503,0.4109,0.1174,0.1563,0.3095,0.0141,0.1972,0.7606,0.7506,1.0000,0.8373,0.7749,0.8770,0.7938,0.9199,0.4725,0.5941,0.5303,0.7868,0.6930,0.7213,0.7439,0.6528,0.0979,0.2665,0.2479,0.0531,0.5249,0.8257,0.8284,0.6375,0.7228,0.7156,0.3738,0.1715,0.1377,0.7679,0.7815,0.3639,0.0084,0.4604,0.0136,0.1184,0.3868,0.0131,0.3913,0.4780,0.4379,0.0375,0.5345,0.3673,0.2583,0.0474,0.2168,0.0154,0.0252,0.0080,0.2928,0.0023,0.7640,0.7181,0.6450,0.1941,0.8076,0.2422,0.2090,0.1554,0.1904,0.7063,0.2388,0.1714,0.1046
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.5887,0.5445,0.7473,0.0537,0.0046,0.3792,0.1265,0.1027,0.0095,0.1244,0.5594,0.4153,0.1196,0.1546,0.3092,0.0132,0.1913,0.7930,0.7904,0.8373,1.0000,0.8449,0.8718,0.8747,0.8486,0.4483,0.5580,0.5055,0.8077,0.6945,0.7364,0.7188,0.6506,0.1400,0.3091,0.2901,0.0861,0.4934,0.7882,0.7852,0.5992,0.7641,0.7629,0.3758,0.2158,0.1802,0.7183,0.7395,0.3540,0.0080,0.4372,0.0131,0.1124,0.3651,0.0118,0.3728,0.4610,0.4162,0.0344,0.5607,0.3598,0.2505,0.0455,0.2100,0.0149,0.0242,0.0081,0.2800,0.0020,0.8021,0.7086,0.6139,0.2344,0.7859,0.2348,0.1977,0.1460,0.1793,0.7225,0.2220,0.1628,0.0992
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.5494,0.5068,0.8110,0.0505,0.0042,0.3628,0.1183,0.0987,0.0102,0.1143,0.5367,0.3902,0.1107,0.1462,0.2965,0.0130,0.1788,0.8257,0.8360,0.7749,0.8449,1.0000,0.8112,0.9168,0.7858,0.4106,0.5168,0.4714,0.7937,0.7030,0.7671,0.7040,0.6547,0.1795,0.3519,0.3353,0.1131,0.4509,0.7441,0.7336,0.5466,0.8077,0.8111,0.3820,0.2584,0.2187,0.6687,0.6897,0.3372,0.0086,0.4177,0.0130,0.1066,0.3464,0.0116,0.3559,0.4440,0.3933,0.0320,0.6091,0.3555,0.2432,0.0427,0.2013,0.0138,0.0234,0.0080,0.2706,0.0025,0.8407,0.7097,0.5778,0.2781,0.7746,0.2224,0.1884,0.1390,0.1712,0.7523,0.2093,0.1535,0.0938
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.6031,0.5548,0.7281,0.0540,0.0046,0.3659,0.1272,0.1060,0.0098,0.1271,0.5528,0.4106,0.1229,0.1589,0.3157,0.0136,0.1965,0.7860,0.7789,0.8770,0.8718,0.8112,1.0000,0.8335,0.8896,0.4550,0.5743,0.5147,0.7877,0.6933,0.7396,0.7349,0.6496,0.1110,0.2825,0.2638,0.0616,0.5009,0.8103,0.8051,0.6073,0.7422,0.7350,0.3672,0.1866,0.1503,0.7388,0.7622,0.3563,0.0086,0.4443,0.0136,0.1140,0.3726,0.0125,0.3841,0.4738,0.4206,0.0355,0.5533,0.3656,0.2545,0.0459,0.2133,0.0147,0.0246,0.0081,0.2870,0.0023,0.7828,0.7236,0.6276,0.2104,0.8185,0.2365,0.2016,0.1490,0.1821,0.7282,0.2285,0.1652,0.1005
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.5654,0.5230,0.7866,0.0510,0.0041,0.3705,0.1217,0.0997,0.0097,0.1170,0.5468,0.4014,0.1132,0.1483,0.2991,0.0127,0.1832,0.8103,0.8162,0.7938,0.8747,0.9168,0.8335,1.0000,0.8035,0.4254,0.5334,0.4885,0.8060,0.6999,0.7510,0.7054,0.6490,0.1634,0.3346,0.3169,0.1013,0.4686,0.7593,0.7526,0.5664,0.7948,0.7976,0.3810,0.2408,0.2025,0.6894,0.7097,0.3431,0.0085,0.4258,0.0133,0.1090,0.3530,0.0114,0.3593,0.4466,0.4011,0.0327,0.5885,0.3528,0.2435,0.0437,0.2036,0.0142,0.0234,0.0082,0.2734,0.0023,0.8263,0.7038,0.5904,0.2601,0.7740,0.2278,0.1905,0.1416,0.1741,0.7390,0.2139,0.1571,0.0959
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.6168,0.5697,0.7104,0.0567,0.0045,0.3737,0.1310,0.1106,0.0096,0.1265,0.5607,0.4171,0.1218,0.1623,0.3156,0.0142,0.1978,0.7648,0.7584,0.9199,0.8486,0.7858,0.8896,0.8035,1.0000,0.4696,0.5925,0.5297,0.7943,0.6891,0.7220,0.7397,0.6512,0.1020,0.2695,0.2509,0.0568,0.5202,0.8212,0.8238,0.6325,0.7302,0.7216,0.3744,0.1752,0.1407,0.7658,0.7817,0.3645,0.0086,0.4585,0.0141,0.1182,0.3834,0.0135,0.3953,0.4792,0.4362,0.0376,0.5369,0.3671,0.2595,0.0472,0.2199,0.0155,0.0254,0.0084,0.2913,0.0024,0.7701,0.7141,0.6408,0.1986,0.8040,0.2439,0.2071,0.1535,0.1912,0.7053,0.2372,0.1688,0.1043
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5157,0.4992,0.3713,0.0482,0.0034,0.2918,0.1339,0.0926,0.0080,0.1083,0.3987,0.3272,0.1061,0.1340,0.2309,0.0152,0.1691,0.4048,0.3969,0.4725,0.4483,0.4106,0.4550,0.4254,0.4696,1.0000,0.5831,0.5870,0.4858,0.3934,0.3631,0.4247,0.3855,0.0421,0.1480,0.1346,0.0250,0.5575,0.4745,0.5017,0.5115,0.3978,0.3972,0.2477,0.0927,0.0743,0.5190,0.4944,0.3192,0.0082,0.3593,0.0152,0.1091,0.3510,0.0126,0.2939,0.3199,0.3583,0.0393,0.2744,0.2417,0.1963,0.0557,0.1759,0.0201,0.0242,0.0079,0.2143,0.0025,0.4198,0.3828,0.4627,0.1073,0.4032,0.2504,0.1630,0.1485,0.1601,0.3586,0.1864,0.1757,0.1163
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.5709,0.5489,0.4732,0.0519,0.0035,0.3240,0.1423,0.1006,0.0094,0.1139,0.4490,0.3611,0.1105,0.1451,0.2589,0.0164,0.1829,0.5159,0.5061,0.5941,0.5580,0.5168,0.5743,0.5334,0.5925,0.5831,1.0000,0.6297,0.6130,0.4793,0.4627,0.5258,0.4700,0.0596,0.1761,0.1589,0.0308,0.5326,0.6053,0.6222,0.5782,0.5036,0.5017,0.2904,0.1116,0.0906,0.6409,0.6097,0.3460,0.0089,0.4168,0.0145,0.1132,0.3679,0.0123,0.3317,0.3745,0.4060,0.0418,0.3450,0.2812,0.2188,0.0555,0.1928,0.0185,0.0256,0.0084,0.2401,0.0026,0.5355,0.4766,0.5436,0.1274,0.5137,0.2523,0.1784,0.1527,0.1734,0.4549,0.2061,0.1768,0.1145
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5286,0.5124,0.4267,0.0528,0.0036,0.3112,0.1376,0.0990,0.0093,0.1057,0.4315,0.3429,0.1037,0.1373,0.2417,0.0149,0.1747,0.4629,0.4529,0.5303,0.5055,0.4714,0.5147,0.4885,0.5297,0.5870,0.6297,1.0000,0.5528,0.4369,0.4162,0.4774,0.4268,0.0613,0.1738,0.1587,0.0335,0.5007,0.5330,0.5655,0.5320,0.4555,0.4562,0.2812,0.1136,0.0941,0.5731,0.5467,0.3283,0.0088,0.3855,0.0148,0.1108,0.3478,0.0129,0.3133,0.3454,0.3786,0.0410,0.3161,0.2668,0.2100,0.0566,0.1885,0.0186,0.0248,0.0085,0.2256,0.0024,0.4807,0.4330,0.5008,0.1276,0.4588,0.2493,0.1709,0.1491,0.1685,0.4101,0.1993,0.1667,0.1128
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.6063,0.5619,0.7428,0.0490,0.0041,0.4021,0.1345,0.0947,0.0097,0.1075,0.5533,0.4134,0.1042,0.1402,0.2833,0.0134,0.1787,0.7913,0.7832,0.7868,0.8077,0.7937,0.7877,0.8060,0.7943,0.4858,0.6130,0.5528,1.0000,0.6596,0.7021,0.6901,0.6267,0.1361,0.2980,0.2768,0.0903,0.5134,0.7817,0.7925,0.6158,0.7764,0.7828,0.3574,0.2113,0.1790,0.7313,0.7344,0.3572,0.0081,0.4380,0.0131,0.1086,0.3660,0.0113,0.3485,0.4274,0.4109,0.0329,0.5330,0.3273,0.2303,0.0446,0.1950,0.0144,0.0227,0.0079,0.2606,0.0021,0.8280,0.6625,0.6148,0.2289,0.7278,0.2480,0.1822,0.1392,0.1668,0.6827,0.2016,0.1628,0.1001
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.5332,0.4990,0.6898,0.0577,0.0038,0.3315,0.1156,0.1132,0.0096,0.1201,0.4916,0.3679,0.1156,0.1576,0.3113,0.0138,0.1878,0.7013,0.6994,0.6930,0.6945,0.7030,0.6933,0.6999,0.6891,0.3934,0.4793,0.4369,0.6596,1.0000,0.7468,0.7916,0.7501,0.1810,0.3544,0.3409,0.1230,0.4328,0.6741,0.6533,0.5166,0.6599,0.6624,0.4255,0.2571,0.2199,0.5889,0.6104,0.3285,0.0081,0.4157,0.0134,0.1161,0.3609,0.0136,0.3751,0.4657,0.3986,0.0367,0.5560,0.3904,0.2636,0.0452,0.2200,0.0147,0.0261,0.0085,0.2978,0.0023,0.6992,0.7468,0.5675,0.2752,0.7331,0.2130,0.2076,0.1621,0.2013,0.7519,0.2516,0.1580,0.0974
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.4964,0.4553,0.7861,0.0502,0.0045,0.3116,0.1004,0.1005,0.0099,0.1035,0.4684,0.3392,0.1002,0.1388,0.2944,0.0122,0.1651,0.7941,0.7972,0.7213,0.7364,0.7671,0.7396,0.7510,0.7220,0.3631,0.4627,0.4162,0.7021,0.7468,1.0000,0.7643,0.7171,0.2067,0.4042,0.3881,0.1313,0.3976,0.7061,0.6666,0.4912,0.7299,0.7325,0.3662,0.2921,0.2483,0.5887,0.6139,0.2975,0.0082,0.3788,0.0123,0.1015,0.3118,0.0116,0.3467,0.4495,0.3587,0.0301,0.6749,0.3715,0.2449,0.0397,0.2009,0.0131,0.0230,0.0079,0.2797,0.0025,0.7858,0.7919,0.5690,0.3302,0.8113,0.1939,0.1897,0.1308,0.1688,0.8592,0.2049,0.1349,0.0809
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.5725,0.5357,0.6731,0.0622,0.0041,0.3455,0.1219,0.1221,0.0096,0.1216,0.5104,0.3841,0.1175,0.1604,0.3184,0.0139,0.1933,0.7058,0.6990,0.7439,0.7188,0.7040,0.7349,0.7054,0.7397,0.4247,0.5258,0.4774,0.6901,0.7916,0.7643,1.0000,0.7713,0.1440,0.3214,0.3060,0.0944,0.4677,0.7390,0.7142,0.5654,0.6682,0.6641,0.4186,0.2227,0.1861,0.6504,0.6702,0.3465,0.0080,0.4501,0.0137,0.1182,0.3740,0.0135,0.3931,0.4825,0.4329,0.0384,0.5441,0.3923,0.2686,0.0462,0.2254,0.0152,0.0268,0.0085,0.3067,0.0022,0.7019,0.7610,0.6113,0.2424,0.7557,0.2273,0.2170,0.1643,0.2073,0.7396,0.2567,0.1635,0.1002
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.5229,0.4973,0.6558,0.0637,0.0043,0.3288,0.1170,0.1236,0.0103,0.1252,0.4753,0.3660,0.1210,0.1633,0.3195,0.0142,0.1935,0.6576,0.6593,0.6528,0.6506,0.6547,0.6496,0.6490,0.6512,0.3855,0.4700,0.4268,0.6267,0.7501,0.7171,0.7713,1.0000,0.1906,0.3613,0.3457,0.1429,0.4248,0.6511,0.6269,0.5180,0.6239,0.6288,0.4297,0.2650,0.2306,0.5723,0.5910,0.3295,0.0083,0.4217,0.0142,0.1213,0.3546,0.0142,0.3838,0.4623,0.4096,0.0390,0.5266,0.3968,0.2695,0.0459,0.2256,0.0146,0.0271,0.0090,0.3069,0.0023,0.6574,0.7047,0.5529,0.2778,0.6783,0.2067,0.2176,0.1674,0.2123,0.6956,0.2640,0.1595,0.1003
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0585,0.0549,0.2326,0.0421,0.0106,0.1083,0.0322,0.0711,0.0189,0.0606,0.1191,0.0982,0.0607,0.0880,0.1313,0.0128,0.0765,0.1911,0.2027,0.0979,0.1400,0.1795,0.1110,0.1634,0.1020,0.0421,0.0596,0.0613,0.1361,0.1810,0.2067,0.1440,0.1906,1.0000,0.4483,0.4880,0.4533,0.0464,0.1032,0.0883,0.0634,0.1822,0.1958,0.1820,0.5423,0.5659,0.0645,0.0725,0.0895,0.0148,0.0845,0.0153,0.0681,0.0756,0.0084,0.1151,0.1376,0.0785,0.0232,0.2245,0.1594,0.1268,0.0168,0.0996,0.0045,0.0271,0.0126,0.1325,0.0063,0.1935,0.1711,0.0801,0.4832,0.1428,0.0482,0.1022,0.0653,0.0904,0.2040,0.0842,0.0469,0.0322
