ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,1642,0.1215,0.1153,0.1373,0.0971,0.0969,0.1014,0.3057,0.0023,0.1122,0.0848,1.0000,0.0132,0.2418,0.1185,0.1281,0.2363,0.2722,0.2215,0.0321,0.2084,0.0978,0.0967,0.1012,0.0974,0.0992,0.0980,0.0977,0.1014,0.0919,0.1042,0.1017,0.0938,0.1084,0.0989,0.1084,0.1160,0.0965,0.1443,0.1368,0.0607,0.0919,0.1041,0.1047,0.1089,0.1030,0.1032,0.1785,0.1355,0.1086,0.1017,0.1057,0.1373,0.0179,0.1524,0.0477,0.2030,0.1352,0.0300,0.1999,0.1722,0.1626,0.1636,0.1007,0.2050,0.2399,0.0636,0.2513,0.0183,0.1266,0.0292,0.2725,0.0023,0.0964,0.1057,0.1048,0.1209,0.0998,0.0945,0.3222,0.2146,0.2842,0.0993,0.2493,0.1250,0.1071
2017_PNAS_Li___STAT5B_noIL2-CD8,282,0.0074,0.0076,0.0084,0.0088,0.0089,0.0074,0.0077,0.0238,0.0078,0.0128,0.0132,1.0000,0.0110,0.0060,0.0052,0.0096,0.0339,0.0091,0.1081,0.0113,0.0069,0.0069,0.0066,0.0069,0.0073,0.0072,0.0071,0.0064,0.0061,0.0072,0.0073,0.0071,0.0062,0.0067,0.0070,0.0066,0.0137,0.0091,0.0120,0.0077,0.0045,0.0068,0.0067,0.0061,0.0074,0.0075,0.0073,0.0069,0.0059,0.0074,0.0071,0.0133,0.4474,0.0118,0.2239,0.0281,0.0069,0.0260,0.0131,0.0111,0.0092,0.0174,0.0068,0.0098,0.0105,0.0000,0.0132,0.0000,0.0758,0.1633,0.0117,0.2667,0.0070,0.0064,0.0066,0.0090,0.0070,0.0106,0.0161,0.0107,0.0109,0.0068,0.0109,0.0135,0.0084
2017_PNAS_Li___STAT5B_IL2-WT-CD4,1746,0.1390,0.1451,0.1513,0.1237,0.1245,0.1215,0.1574,0.0038,0.1210,0.0913,0.2418,0.0110,1.0000,0.1683,0.2214,0.8303,0.5388,0.3592,0.0344,0.2878,0.1218,0.1219,0.1245,0.1235,0.1231,0.1240,0.1232,0.1247,0.1131,0.1237,0.1166,0.1188,0.1322,0.1189,0.1279,0.1387,0.0792,0.1269,0.1239,0.0503,0.1185,0.1259,0.1276,0.1370,0.1242,0.1246,0.1874,0.1102,0.0965,0.1270,0.1306,0.1510,0.0112,0.1506,0.0344,0.1797,0.1466,0.0216,0.2081,0.1883,0.1630,0.0921,0.1194,0.2082,0.2496,0.0617,0.2417,0.0243,0.0768,0.0168,0.2315,0.0038,0.1176,0.1265,0.1271,0.1058,0.1212,0.1025,0.2383,0.1815,0.2312,0.1204,0.2560,0.1439,0.1257
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5816,0.5420,0.5451,0.5575,0.5329,0.6130,0.0675,0.0034,0.4522,0.1788,0.1185,0.0060,0.1683,1.0000,0.5779,0.1608,0.1987,0.3483,0.0162,0.2435,0.6153,0.6126,0.6216,0.6236,0.6191,0.6169,0.6201,0.6264,0.4602,0.5104,0.4994,0.6205,0.5916,0.6027,0.6099,0.5742,0.1000,0.2825,0.2645,0.0481,0.5080,0.6133,0.6196,0.5626,0.6094,0.6110,0.3746,0.1834,0.1400,0.6167,0.6183,0.4354,0.0064,0.5053,0.0154,0.1175,0.4109,0.0120,0.3989,0.4656,0.4515,0.0457,0.6163,0.3708,0.2833,0.0579,0.2463,0.0199,0.0299,0.0075,0.3057,0.0015,0.6140,0.6060,0.5802,0.2205,0.6053,0.2757,0.2225,0.1648,0.2069,0.6071,0.2455,0.1919,0.1362
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4406,0.4424,0.4431,0.4291,0.4211,0.4451,0.0740,0.0031,0.4507,0.2023,0.1281,0.0052,0.2214,0.5779,1.0000,0.2136,0.2326,0.3571,0.0140,0.2561,0.4440,0.4433,0.4527,0.4550,0.4492,0.4499,0.4498,0.4544,0.3633,0.3958,0.3777,0.4537,0.4408,0.4335,0.4479,0.4401,0.0942,0.2477,0.2356,0.0455,0.4228,0.4476,0.4578,0.4605,0.4460,0.4475,0.3310,0.1625,0.1281,0.4595,0.4627,0.4045,0.0036,0.4305,0.0166,0.1272,0.3638,0.0140,0.3479,0.3881,0.3905,0.0503,0.4454,0.3230,0.2630,0.0551,0.2337,0.0196,0.0365,0.0073,0.2896,0.0000,0.4451,0.4458,0.4454,0.1948,0.4383,0.2350,0.2242,0.1671,0.2087,0.4378,0.2419,0.1857,0.1485
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1332,0.1380,0.1441,0.1173,0.1186,0.1168,0.1487,0.0020,0.1147,0.0902,0.2363,0.0096,0.8303,0.1608,0.2136,1.0000,0.5295,0.3432,0.0321,0.2822,0.1161,0.1156,0.1184,0.1182,0.1184,0.1177,0.1176,0.1191,0.1129,0.1191,0.1128,0.1134,0.1264,0.1136,0.1220,0.1323,0.0789,0.1260,0.1223,0.0505,0.1166,0.1199,0.1217,0.1321,0.1187,0.1190,0.1762,0.1078,0.0914,0.1220,0.1253,0.1428,0.0117,0.1443,0.0321,0.1689,0.1443,0.0206,0.2051,0.1837,0.1543,0.0940,0.1141,0.1976,0.2476,0.0592,0.2363,0.0236,0.0724,0.0175,0.2262,0.0040,0.1122,0.1206,0.1213,0.1053,0.1153,0.0998,0.2325,0.1787,0.2237,0.1150,0.2464,0.1461,0.1226
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1731,0.1774,0.1876,0.1583,0.1555,0.1555,0.1622,0.0044,0.1561,0.1163,0.2722,0.0339,0.5388,0.1987,0.2326,0.5295,1.0000,0.4316,0.0343,0.3185,0.1555,0.1542,0.1570,0.1559,0.1559,0.1567,0.1547,0.1578,0.1450,0.1588,0.1496,0.1527,0.1672,0.1531,0.1633,0.1737,0.1078,0.1606,0.1661,0.0585,0.1460,0.1595,0.1624,0.1702,0.1591,0.1596,0.2121,0.1332,0.1193,0.1596,0.1627,0.1828,0.0295,0.1946,0.0569,0.2179,0.1785,0.0271,0.2608,0.2359,0.1922,0.0966,0.1543,0.2599,0.2944,0.0644,0.2924,0.0220,0.0859,0.0279,0.2899,0.0119,0.1508,0.1620,0.1595,0.1360,0.1556,0.1247,0.2934,0.2140,0.2684,0.1547,0.2951,0.1696,0.1336
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.3371,0.3293,0.3468,0.3032,0.2996,0.3230,0.1125,0.0056,0.2740,0.1422,0.2215,0.0091,0.3592,0.3483,0.3571,0.3432,0.4316,1.0000,0.0231,0.3351,0.3244,0.3251,0.3274,0.3242,0.3251,0.3274,0.3241,0.3298,0.2741,0.2972,0.2825,0.3187,0.3314,0.3220,0.3322,0.3470,0.1163,0.2519,0.2411,0.0545,0.2979,0.3321,0.3320,0.3319,0.3257,0.3273,0.3290,0.1806,0.1494,0.3255,0.3345,0.2920,0.0106,0.3226,0.0238,0.1790,0.2930,0.0224,0.4088,0.4242,0.3268,0.0621,0.3240,0.4097,0.3798,0.0597,0.3506,0.0193,0.0613,0.0141,0.3977,0.0028,0.3191,0.3337,0.3209,0.1972,0.3256,0.1949,0.3594,0.2181,0.2689,0.3229,0.3322,0.1831,0.1426
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0145,0.0176,0.0157,0.0147,0.0156,0.0128,0.0443,0.0317,0.0172,0.0218,0.0321,0.1081,0.0344,0.0162,0.0140,0.0321,0.0343,0.0231,1.0000,0.0395,0.0124,0.0124,0.0125,0.0123,0.0127,0.0126,0.0125,0.0125,0.0140,0.0144,0.0134,0.0131,0.0134,0.0120,0.0124,0.0128,0.0093,0.0159,0.0163,0.0106,0.0138,0.0128,0.0126,0.0141,0.0128,0.0129,0.0151,0.0169,0.0159,0.0134,0.0130,0.0207,0.1000,0.0172,0.0612,0.0311,0.0184,0.0100,0.0195,0.0170,0.0173,0.0479,0.0120,0.0179,0.0274,0.0187,0.0282,0.0083,0.0581,0.0676,0.0219,0.0714,0.0122,0.0121,0.0118,0.0178,0.0122,0.0185,0.0244,0.0285,0.0202,0.0119,0.0247,0.0293,0.0246
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.2275,0.2237,0.2367,0.2039,0.2118,0.2040,0.1353,0.0046,0.1913,0.1253,0.2084,0.0113,0.2878,0.2435,0.2561,0.2822,0.3185,0.3351,0.0395,1.0000,0.2012,0.2002,0.2064,0.2045,0.2026,0.2027,0.2026,0.2058,0.1880,0.2048,0.2011,0.2011,0.2161,0.1985,0.2119,0.2209,0.1015,0.1791,0.1743,0.0436,0.1969,0.2078,0.2104,0.2172,0.2068,0.2089,0.2643,0.1407,0.1194,0.2087,0.2151,0.2322,0.0159,0.2325,0.0325,0.1935,0.2233,0.0200,0.2814,0.2679,0.2471,0.0881,0.2035,0.2812,0.2899,0.0687,0.2589,0.0229,0.0641,0.0136,0.2787,0.0046,0.1998,0.2091,0.2063,0.1331,0.2014,0.1626,0.2610,0.2115,0.2594,0.1998,0.2927,0.1797,0.1483
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.7160,0.6078,0.6025,0.7072,0.6494,0.9368,0.0521,0.0031,0.4180,0.1426,0.0978,0.0069,0.1218,0.6153,0.4440,0.1161,0.1555,0.3244,0.0124,0.2012,1.0000,0.9755,0.9270,0.9262,0.9357,0.9420,0.9320,0.9279,0.5256,0.6675,0.6012,0.9202,0.8311,0.9453,0.8609,0.7836,0.1068,0.3211,0.2981,0.0505,0.5701,0.9074,0.8908,0.6801,0.9038,0.8993,0.4067,0.1915,0.1454,0.8399,0.8551,0.4025,0.0057,0.5092,0.0119,0.1039,0.4005,0.0112,0.4218,0.5354,0.4748,0.0333,0.9016,0.4130,0.2802,0.0509,0.2380,0.0164,0.0260,0.0062,0.3055,0.0017,0.9597,0.8915,0.7787,0.2435,0.9426,0.2827,0.2106,0.1462,0.1845,0.9412,0.2271,0.1699,0.1057
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.7144,0.6054,0.5982,0.7025,0.6447,0.9417,0.0522,0.0031,0.4186,0.1427,0.0967,0.0069,0.1219,0.6126,0.4433,0.1156,0.1542,0.3251,0.0124,0.2002,0.9755,1.0000,0.9220,0.9225,0.9411,0.9397,0.9347,0.9237,0.5236,0.6640,0.5947,0.9165,0.8262,0.9417,0.8569,0.7796,0.1105,0.3243,0.3010,0.0529,0.5644,0.9042,0.8862,0.6731,0.9118,0.9064,0.4063,0.1942,0.1479,0.8384,0.8541,0.4024,0.0057,0.5097,0.0119,0.1042,0.4001,0.0115,0.4218,0.5345,0.4738,0.0337,0.9045,0.4159,0.2812,0.0510,0.2392,0.0160,0.0260,0.0062,0.3050,0.0017,0.9587,0.8883,0.7718,0.2473,0.9390,0.2849,0.2100,0.1463,0.1843,0.9380,0.2256,0.1692,0.1047
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.7290,0.6166,0.6162,0.7243,0.6651,0.8965,0.0549,0.0032,0.4195,0.1458,0.1012,0.0066,0.1245,0.6216,0.4527,0.1184,0.1570,0.3274,0.0125,0.2064,0.9270,0.9220,1.0000,0.9298,0.9124,0.9482,0.9149,0.9678,0.5421,0.6881,0.6188,0.9102,0.8270,0.9295,0.8720,0.7827,0.0912,0.2988,0.2770,0.0399,0.5889,0.9153,0.9076,0.7059,0.8637,0.8570,0.4057,0.1737,0.1297,0.8614,0.8654,0.4109,0.0056,0.5204,0.0122,0.1065,0.4072,0.0112,0.4296,0.5387,0.4859,0.0349,0.8782,0.4100,0.2814,0.0527,0.2399,0.0166,0.0268,0.0063,0.3100,0.0017,0.9268,0.8950,0.8001,0.2226,0.9402,0.2865,0.2154,0.1512,0.1904,0.9249,0.2344,0.1741,0.1078
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.7203,0.6127,0.6080,0.7122,0.6576,0.9053,0.0528,0.0032,0.4265,0.1465,0.0974,0.0069,0.1235,0.6236,0.4550,0.1182,0.1559,0.3242,0.0123,0.2045,0.9262,0.9225,0.9298,1.0000,0.9268,0.9414,0.9386,0.9367,0.5351,0.6693,0.6087,0.9075,0.8216,0.9225,0.8596,0.7732,0.1008,0.3089,0.2878,0.0482,0.5792,0.9054,0.8930,0.6939,0.8749,0.8704,0.4074,0.1836,0.1402,0.8453,0.8590,0.4095,0.0056,0.5161,0.0123,0.1062,0.4028,0.0110,0.4231,0.5333,0.4812,0.0343,0.8794,0.4087,0.2789,0.0522,0.2387,0.0164,0.0257,0.0066,0.3059,0.0017,0.9300,0.8823,0.7799,0.2375,0.9237,0.2870,0.2124,0.1475,0.1850,0.9183,0.2305,0.1724,0.1072
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.7150,0.6045,0.5991,0.6948,0.6400,0.9330,0.0539,0.0032,0.4240,0.1444,0.0992,0.0073,0.1231,0.6191,0.4492,0.1184,0.1559,0.3251,0.0127,0.2026,0.9357,0.9411,0.9124,0.9268,1.0000,0.9269,0.9677,0.9150,0.5190,0.6552,0.5963,0.9076,0.8160,0.9209,0.8443,0.7711,0.1107,0.3236,0.3024,0.0526,0.5629,0.8926,0.8794,0.6735,0.9064,0.9032,0.4118,0.1950,0.1480,0.8363,0.8539,0.4075,0.0061,0.5165,0.0125,0.1059,0.4017,0.0115,0.4210,0.5323,0.4813,0.0345,0.9032,0.4144,0.2804,0.0525,0.2406,0.0164,0.0261,0.0064,0.3070,0.0020,0.9364,0.8703,0.7616,0.2474,0.9177,0.2842,0.2114,0.1481,0.1875,0.9162,0.2306,0.1712,0.1072
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.7245,0.6139,0.6061,0.7202,0.6607,0.9092,0.0527,0.0029,0.4170,0.1445,0.0980,0.0072,0.1240,0.6169,0.4499,0.1177,0.1567,0.3274,0.0126,0.2027,0.9420,0.9397,0.9482,0.9414,0.9269,1.0000,0.9295,0.9546,0.5369,0.6795,0.6129,0.9136,0.8264,0.9358,0.8694,0.7812,0.0946,0.3032,0.2801,0.0427,0.5776,0.9128,0.9006,0.6906,0.8777,0.8709,0.4013,0.1752,0.1318,0.8544,0.8650,0.4068,0.0060,0.5159,0.0123,0.1059,0.4055,0.0111,0.4236,0.5366,0.4793,0.0345,0.8825,0.4083,0.2793,0.0514,0.2367,0.0157,0.0256,0.0063,0.3070,0.0019,0.9386,0.8910,0.7908,0.2289,0.9457,0.2843,0.2102,0.1490,0.1852,0.9326,0.2301,0.1705,0.1066
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.7134,0.6070,0.5974,0.6988,0.6450,0.9238,0.0518,0.0032,0.4256,0.1445,0.0977,0.0071,0.1232,0.6201,0.4498,0.1176,0.1547,0.3241,0.0125,0.2026,0.9320,0.9347,0.9149,0.9386,0.9677,0.9295,1.0000,0.9162,0.5245,0.6594,0.6030,0.9088,0.8170,0.9190,0.8467,0.7687,0.1083,0.3192,0.2976,0.0510,0.5709,0.8933,0.8792,0.6786,0.8959,0.8922,0.4099,0.1918,0.1462,0.8357,0.8520,0.4083,0.0059,0.5176,0.0123,0.1056,0.4032,0.0113,0.4195,0.5309,0.4817,0.0335,0.8960,0.4085,0.2784,0.0524,0.2395,0.0164,0.0260,0.0064,0.3057,0.0017,0.9331,0.8723,0.7654,0.2445,0.9167,0.2844,0.2105,0.1477,0.1855,0.9157,0.2295,0.1717,0.1072
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.7313,0.6187,0.6163,0.7232,0.6644,0.8982,0.0549,0.0032,0.4201,0.1457,0.1014,0.0064,0.1247,0.6264,0.4544,0.1191,0.1578,0.3298,0.0125,0.2058,0.9279,0.9237,0.9678,0.9367,0.9150,0.9546,0.9162,1.0000,0.5432,0.6887,0.6197,0.9137,0.8247,0.9259,0.8701,0.7822,0.0913,0.2995,0.2768,0.0417,0.5867,0.9139,0.9066,0.7032,0.8671,0.8608,0.4073,0.1731,0.1296,0.8649,0.8689,0.4115,0.0056,0.5208,0.0122,0.1069,0.4088,0.0115,0.4305,0.5365,0.4862,0.0350,0.8773,0.4099,0.2819,0.0520,0.2405,0.0166,0.0269,0.0064,0.3082,0.0017,0.9290,0.8919,0.7987,0.2235,0.9374,0.2888,0.2143,0.1506,0.1898,0.9226,0.2347,0.1729,0.1077
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5305,0.5088,0.4939,0.5643,0.5465,0.5120,0.0496,0.0031,0.3163,0.1402,0.0919,0.0061,0.1131,0.4602,0.3633,0.1129,0.1450,0.2741,0.0140,0.1880,0.5256,0.5236,0.5421,0.5351,0.5190,0.5369,0.5245,0.5432,1.0000,0.6134,0.6050,0.5509,0.5210,0.5190,0.5312,0.5055,0.0519,0.2067,0.2016,0.0233,0.5889,0.5460,0.5581,0.5463,0.4982,0.4983,0.3063,0.1204,0.0884,0.5570,0.5436,0.3588,0.0057,0.4069,0.0136,0.1065,0.3814,0.0109,0.3529,0.4082,0.4045,0.0428,0.5053,0.3088,0.2355,0.0565,0.2050,0.0192,0.0277,0.0061,0.2628,0.0018,0.5305,0.5303,0.5522,0.1600,0.5239,0.2871,0.1927,0.1541,0.1698,0.5218,0.2057,0.1783,0.1233
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.6190,0.5536,0.5483,0.6340,0.6026,0.6507,0.0550,0.0028,0.3503,0.1430,0.1042,0.0072,0.1237,0.5104,0.3958,0.1191,0.1588,0.2972,0.0144,0.2048,0.6675,0.6640,0.6881,0.6693,0.6552,0.6795,0.6594,0.6887,0.6134,1.0000,0.6679,0.6983,0.6312,0.6611,0.6575,0.6137,0.0661,0.2350,0.2176,0.0279,0.5689,0.6938,0.6938,0.6123,0.6294,0.6276,0.3448,0.1392,0.1019,0.6908,0.6757,0.3904,0.0052,0.4679,0.0134,0.1088,0.3947,0.0096,0.3872,0.4588,0.4497,0.0393,0.6319,0.3524,0.2542,0.0573,0.2225,0.0168,0.0277,0.0055,0.2775,0.0017,0.6750,0.6575,0.6553,0.1806,0.6678,0.2920,0.2037,0.1574,0.1834,0.6603,0.2233,0.1789,0.1150
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5777,0.5322,0.5151,0.5942,0.5745,0.5880,0.0575,0.0023,0.3304,0.1421,0.1017,0.0073,0.1166,0.4994,0.3777,0.1128,0.1496,0.2825,0.0134,0.2011,0.6012,0.5947,0.6188,0.6087,0.5963,0.6129,0.6030,0.6197,0.6050,0.6679,1.0000,0.6313,0.5732,0.5966,0.6022,0.5574,0.0662,0.2366,0.2198,0.0283,0.5373,0.6168,0.6359,0.5767,0.5731,0.5730,0.3364,0.1396,0.1053,0.6246,0.6141,0.3797,0.0057,0.4415,0.0134,0.1080,0.3758,0.0103,0.3792,0.4346,0.4273,0.0393,0.5815,0.3380,0.2529,0.0597,0.2211,0.0175,0.0284,0.0057,0.2738,0.0015,0.6074,0.6028,0.6053,0.1814,0.6007,0.2819,0.2049,0.1566,0.1853,0.5955,0.2195,0.1717,0.1144
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.7186,0.6170,0.6083,0.7188,0.6599,0.9041,0.0514,0.0033,0.4322,0.1480,0.0938,0.0071,0.1188,0.6205,0.4537,0.1134,0.1527,0.3187,0.0131,0.2011,0.9202,0.9165,0.9102,0.9075,0.9076,0.9136,0.9088,0.9137,0.5509,0.6983,0.6313,1.0000,0.8044,0.9008,0.8408,0.7607,0.0990,0.3099,0.2880,0.0461,0.5895,0.9023,0.8948,0.6985,0.8738,0.8709,0.3899,0.1833,0.1387,0.8468,0.8585,0.4162,0.0058,0.5147,0.0124,0.1058,0.4016,0.0108,0.4130,0.5216,0.4753,0.0324,0.8726,0.3968,0.2698,0.0510,0.2320,0.0166,0.0244,0.0063,0.2978,0.0018,0.9332,0.8598,0.7762,0.2348,0.9019,0.2933,0.2053,0.1464,0.1801,0.8978,0.2204,0.1730,0.1063
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.6832,0.5832,0.5871,0.6937,0.6537,0.8151,0.0581,0.0032,0.4076,0.1460,0.1084,0.0062,0.1322,0.5916,0.4408,0.1264,0.1672,0.3314,0.0134,0.2161,0.8311,0.8262,0.8270,0.8216,0.8160,0.8264,0.8170,0.8247,0.5210,0.6312,0.5732,0.8044,1.0000,0.8524,0.8693,0.8201,0.1118,0.3230,0.3029,0.0544,0.5519,0.8086,0.7982,0.6505,0.7904,0.7835,0.4524,0.1957,0.1476,0.7591,0.7692,0.4089,0.0056,0.5129,0.0126,0.1130,0.4133,0.0121,0.4377,0.5378,0.4901,0.0382,0.8086,0.4298,0.2930,0.0552,0.2532,0.0177,0.0279,0.0064,0.3216,0.0016,0.8246,0.8515,0.7392,0.2394,0.8449,0.2857,0.2233,0.1652,0.2079,0.8603,0.2610,0.1802,0.1142
