ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,7602,0.5647,0.5457,0.6067,0.0829,0.0029,0.4838,0.2030,0.1318,0.0153,0.1817,1.0000,0.5826,0.1763,0.2072,0.3785,0.0163,0.2535,0.6182,0.6149,0.6155,0.6314,0.6218,0.6141,0.6266,0.6216,0.4604,0.5281,0.5124,0.6199,0.5897,0.5935,0.5893,0.5643,0.1161,0.3247,0.3173,0.0564,0.5208,0.6066,0.6114,0.5603,0.6097,0.6073,0.4132,0.2298,0.1906,0.6005,0.5952,0.4760,0.0173,0.5243,0.0278,0.1627,0.4462,0.0153,0.4229,0.4804,0.4747,0.0752,0.6088,0.3928,0.2882,0.0683,0.2327,0.0219,0.0314,0.0115,0.3306,0.0029,0.6190,0.5932,0.5755,0.2306,0.6033,0.2554,0.2440,0.2213,0.2539,0.6005,0.3019,0.2422,0.1659
2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,5473,0.4396,0.4300,0.4397,0.0876,0.0054,0.4821,0.2274,0.1429,0.0159,0.2423,0.5826,1.0000,0.2272,0.2423,0.3713,0.0213,0.2725,0.4439,0.4463,0.4547,0.4599,0.4530,0.4525,0.4523,0.4598,0.3659,0.4097,0.3863,0.4584,0.4363,0.4294,0.4427,0.4394,0.1069,0.2938,0.2823,0.0598,0.4469,0.4528,0.4607,0.4591,0.4426,0.4469,0.3570,0.2090,0.1734,0.4583,0.4603,0.4371,0.0172,0.4458,0.0332,0.1726,0.4023,0.0146,0.3683,0.3959,0.4179,0.0773,0.4407,0.3365,0.2632,0.0680,0.2347,0.0170,0.0435,0.0147,0.3113,0.0040,0.4493,0.4436,0.4593,0.2008,0.4385,0.2234,0.2436,0.2176,0.2478,0.4336,0.2915,0.2412,0.1827
2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,1710,0.1365,0.1396,0.1340,0.1757,0.0044,0.1363,0.0977,0.2507,0.0336,0.8120,0.1763,0.2272,1.0000,0.5262,0.3454,0.0250,0.3041,0.1331,0.1317,0.1373,0.1394,0.1380,0.1361,0.1354,0.1387,0.1343,0.1426,0.1291,0.1278,0.1414,0.1294,0.1411,0.1508,0.0805,0.1531,0.1565,0.0644,0.1430,0.1401,0.1420,0.1532,0.1334,0.1336,0.1893,0.1285,0.1215,0.1423,0.1448,0.1697,0.0293,0.1717,0.0753,0.2202,0.1741,0.0294,0.2246,0.1951,0.1770,0.1306,0.1305,0.2010,0.2322,0.0481,0.2621,0.0078,0.1020,0.0127,0.2422,0.0089,0.1301,0.1385,0.1427,0.1268,0.1321,0.1015,0.2413,0.2205,0.2515,0.1316,0.2351,0.1979,0.1658
2017_PNAS_Li___STAT5B_IL2-CD8,2526,0.1811,0.1901,0.1766,0.1667,0.0098,0.1846,0.1263,0.2634,0.0691,0.4986,0.2072,0.2423,0.5262,1.0000,0.4361,0.0417,0.3438,0.1744,0.1714,0.1804,0.1840,0.1765,0.1785,0.1736,0.1843,0.1608,0.1787,0.1716,0.1715,0.1894,0.1750,0.1877,0.1961,0.1218,0.1853,0.1926,0.0730,0.1893,0.1841,0.1854,0.1958,0.1788,0.1790,0.2208,0.1555,0.1622,0.1886,0.1893,0.2140,0.0586,0.2255,0.0909,0.2673,0.2181,0.0253,0.3001,0.2686,0.2181,0.1365,0.1742,0.2593,0.2875,0.0656,0.2912,0.0120,0.0906,0.0258,0.2945,0.0132,0.1704,0.1852,0.1891,0.1652,0.1790,0.1270,0.2870,0.2634,0.3210,0.1777,0.2891,0.2134,0.1756
2017_PNAS_Li___STAT5B_IL2-CD4,5394,0.3303,0.3394,0.3637,0.1336,0.0047,0.3086,0.1634,0.2496,0.0187,0.3543,0.3785,0.3713,0.3454,0.4361,1.0000,0.0251,0.3693,0.3619,0.3593,0.3659,0.3683,0.3601,0.3642,0.3628,0.3678,0.3111,0.3606,0.3375,0.3585,0.3709,0.3629,0.3740,0.3885,0.1352,0.2975,0.2876,0.0695,0.3397,0.3749,0.3784,0.3791,0.3639,0.3643,0.3544,0.2112,0.1939,0.3709,0.3798,0.3451,0.0203,0.3861,0.0424,0.2366,0.3563,0.0219,0.4427,0.4686,0.3792,0.1034,0.3571,0.4457,0.3762,0.0778,0.3521,0.0231,0.0661,0.0222,0.4312,0.0048,0.3546,0.3781,0.3647,0.2126,0.3660,0.1857,0.3761,0.2744,0.3282,0.3648,0.3694,0.2415,0.1756
2017_PNAS_Li___STAT3_noIL21-CD4,238,0.0177,0.0186,0.0144,0.0350,0.0357,0.0199,0.0291,0.0302,0.1500,0.0243,0.0163,0.0213,0.0250,0.0417,0.0251,1.0000,0.0407,0.0135,0.0142,0.0135,0.0135,0.0145,0.0133,0.0127,0.0143,0.0180,0.0175,0.0173,0.0138,0.0148,0.0129,0.0146,0.0155,0.0107,0.0170,0.0148,0.0068,0.0187,0.0141,0.0152,0.0171,0.0149,0.0152,0.0192,0.0123,0.0149,0.0159,0.0155,0.0255,0.1500,0.0197,0.0962,0.0463,0.0198,0.0000,0.0227,0.0208,0.0221,0.0488,0.0134,0.0216,0.0293,0.0160,0.0290,0.0000,0.0606,0.0541,0.0227,0.1739,0.0131,0.0145,0.0171,0.0179,0.0133,0.0138,0.0278,0.0376,0.0331,0.0136,0.0321,0.0331,0.0417
2017_PNAS_Li___STAT3_IL21-CD4,2779,0.2253,0.2288,0.2279,0.1561,0.0026,0.2216,0.1353,0.2311,0.0225,0.3079,0.2535,0.2725,0.3041,0.3438,0.3693,0.0407,1.0000,0.2241,0.2240,0.2355,0.2353,0.2280,0.2326,0.2285,0.2367,0.2210,0.2449,0.2317,0.2312,0.2427,0.2234,0.2403,0.2441,0.1043,0.2144,0.2111,0.0581,0.2262,0.2397,0.2439,0.2531,0.2270,0.2287,0.2785,0.1473,0.1454,0.2402,0.2453,0.2575,0.0200,0.2718,0.0448,0.2456,0.2600,0.0200,0.3193,0.3033,0.2797,0.1284,0.2214,0.3098,0.2993,0.1086,0.2956,0.0344,0.0744,0.0152,0.2993,0.0026,0.2228,0.2333,0.2400,0.1500,0.2282,0.1455,0.2613,0.2600,0.3180,0.2253,0.3060,0.2383,0.1788
2017_PNAS_Li___H3K4me3-noIL2-CD4,13677,0.6616,0.6298,0.9218,0.0678,0.0037,0.4465,0.1572,0.1179,0.0129,0.1381,0.6182,0.4439,0.1331,0.1744,0.3619,0.0135,0.2241,1.0000,0.9715,0.8904,0.9001,0.9183,0.9106,0.9143,0.8834,0.4945,0.6416,0.5819,0.8978,0.8371,0.9237,0.8413,0.7957,0.1432,0.3909,0.3692,0.0691,0.5396,0.8556,0.8418,0.6514,0.9050,0.8950,0.4750,0.2605,0.2174,0.7712,0.7981,0.4453,0.0129,0.5293,0.0197,0.1478,0.4455,0.0135,0.4305,0.5504,0.4937,0.0575,0.8883,0.4427,0.2936,0.0621,0.2367,0.0203,0.0277,0.0099,0.3486,0.0025,0.9463,0.8739,0.7066,0.2723,0.9147,0.2529,0.2448,0.1995,0.2389,0.9211,0.3012,0.2123,0.1384
2017_PNAS_Li___H3K4me3_IL2-CD4,13823,0.6582,0.6275,0.9328,0.0677,0.0037,0.4489,0.1579,0.1158,0.0135,0.1366,0.6149,0.4463,0.1317,0.1714,0.3593,0.0142,0.2240,0.9715,1.0000,0.8944,0.9007,0.9269,0.9134,0.9207,0.8907,0.4878,0.6353,0.5777,0.8973,0.8344,0.9265,0.8375,0.7942,0.1431,0.3940,0.3731,0.0697,0.5393,0.8540,0.8435,0.6480,0.9113,0.9013,0.4747,0.2665,0.2195,0.7686,0.7943,0.4459,0.0135,0.5308,0.0203,0.1498,0.4426,0.0135,0.4285,0.5510,0.4952,0.0581,0.8922,0.4416,0.2927,0.0614,0.2358,0.0203,0.0270,0.0098,0.3452,0.0025,0.9457,0.8723,0.6980,0.2744,0.9175,0.2528,0.2417,0.1979,0.2388,0.9228,0.2979,0.2107,0.1376
2017_PNAS_Li___H3K27Ac-noIL2-CD4,11701,0.6915,0.6656,0.8688,0.0751,0.0039,0.4464,0.1610,0.1270,0.0116,0.1447,0.6155,0.4547,0.1373,0.1804,0.3659,0.0135,0.2355,0.8904,0.8944,1.0000,0.9130,0.8876,0.9369,0.8973,0.9471,0.5169,0.6665,0.5991,0.8850,0.8116,0.8908,0.8366,0.7826,0.1104,0.3514,0.3289,0.0456,0.5660,0.8822,0.8715,0.6893,0.8461,0.8392,0.4676,0.2263,0.1819,0.8152,0.8262,0.4562,0.0116,0.5443,0.0193,0.1489,0.4590,0.0129,0.4488,0.5632,0.5206,0.0636,0.8476,0.4416,0.2984,0.0650,0.2384,0.0213,0.0297,0.0097,0.3504,0.0019,0.8936,0.8534,0.7318,0.2299,0.9197,0.2545,0.2484,0.2082,0.2502,0.8880,0.3221,0.2192,0.1442
2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,12167,0.6805,0.6547,0.8794,0.0744,0.0039,0.4562,0.1624,0.1262,0.0122,0.1461,0.6314,0.4599,0.1394,0.1840,0.3683,0.0135,0.2353,0.9001,0.9007,0.9130,1.0000,0.9100,0.9303,0.9319,0.9223,0.5070,0.6442,0.5877,0.8868,0.8111,0.8848,0.8274,0.7704,0.1269,0.3735,0.3523,0.0555,0.5577,0.8609,0.8525,0.6761,0.8555,0.8521,0.4709,0.2451,0.1994,0.7820,0.8120,0.4605,0.0122,0.5381,0.0193,0.1525,0.4560,0.0129,0.4376,0.5532,0.5050,0.0615,0.8590,0.4484,0.2965,0.0643,0.2391,0.0212,0.0283,0.0090,0.3485,0.0013,0.9011,0.8453,0.7184,0.2494,0.9021,0.2551,0.2475,0.2081,0.2484,0.8831,0.3127,0.2183,0.1419
2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,12990,0.6567,0.6286,0.9147,0.0725,0.0038,0.4530,0.1576,0.1231,0.0132,0.1417,0.6218,0.4530,0.1380,0.1765,0.3601,0.0145,0.2280,0.9183,0.9269,0.8876,0.9100,1.0000,0.9091,0.9579,0.8873,0.4816,0.6186,0.5762,0.8881,0.8197,0.9091,0.8251,0.7773,0.1412,0.3920,0.3725,0.0665,0.5326,0.8425,0.8341,0.6473,0.8886,0.8830,0.4774,0.2650,0.2174,0.7705,0.7900,0.4518,0.0132,0.5325,0.0201,0.1479,0.4385,0.0126,0.4260,0.5445,0.4972,0.0606,0.8845,0.4428,0.2916,0.0620,0.2347,0.0201,0.0270,0.0101,0.3458,0.0025,0.9183,0.8546,0.6899,0.2739,0.9043,0.2488,0.2421,0.2014,0.2407,0.9075,0.3049,0.2136,0.1391
2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,12233,0.6818,0.6521,0.8799,0.0730,0.0038,0.4435,0.1594,0.1246,0.0126,0.1441,0.6141,0.4525,0.1361,0.1785,0.3642,0.0133,0.2326,0.9106,0.9134,0.9369,0.9303,0.9091,1.0000,0.9178,0.9379,0.5063,0.6530,0.5949,0.8849,0.8154,0.9049,0.8337,0.7813,0.1192,0.3621,0.3397,0.0519,0.5535,0.8707,0.8646,0.6743,0.8562,0.8506,0.4662,0.2333,0.1872,0.7967,0.8221,0.4522,0.0133,0.5323,0.0196,0.1490,0.4532,0.0133,0.4378,0.5558,0.5053,0.0610,0.8585,0.4388,0.2912,0.0638,0.2347,0.0209,0.0278,0.0088,0.3456,0.0019,0.9059,0.8602,0.7246,0.2398,0.9239,0.2520,0.2422,0.2043,0.2447,0.8988,0.3111,0.2166,0.1408
2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,12574,0.6638,0.6364,0.9016,0.0721,0.0038,0.4551,0.1589,0.1232,0.0121,0.1428,0.6266,0.4523,0.1354,0.1736,0.3628,0.0127,0.2285,0.9143,0.9207,0.8973,0.9319,0.9579,0.9178,1.0000,0.8947,0.4931,0.6332,0.5823,0.8979,0.8144,0.8953,0.8154,0.7707,0.1359,0.3832,0.3620,0.0627,0.5449,0.8505,0.8376,0.6533,0.8822,0.8800,0.4778,0.2566,0.2118,0.7789,0.8020,0.4529,0.0121,0.5353,0.0190,0.1484,0.4449,0.0127,0.4295,0.5455,0.5034,0.0601,0.8728,0.4412,0.2912,0.0635,0.2353,0.0210,0.0266,0.0095,0.3501,0.0013,0.9178,0.8451,0.6972,0.2663,0.8982,0.2527,0.2459,0.2024,0.2368,0.8947,0.3047,0.2179,0.1409
2017_PNAS_Li___H3K27Ac_IL2-CD4,11747,0.6918,0.6658,0.8673,0.0748,0.0039,0.4468,0.1603,0.1291,0.0123,0.1462,0.6216,0.4598,0.1387,0.1843,0.3678,0.0143,0.2367,0.8834,0.8907,0.9471,0.9223,0.8873,0.9379,0.8947,1.0000,0.5167,0.6646,0.6001,0.8778,0.8068,0.8851,0.8285,0.7735,0.1117,0.3539,0.3313,0.0485,0.5730,0.8772,0.8712,0.6918,0.8391,0.8333,0.4672,0.2297,0.1857,0.8182,0.8327,0.4632,0.0123,0.5460,0.0201,0.1519,0.4642,0.0136,0.4474,0.5602,0.5203,0.0646,0.8473,0.4456,0.2958,0.0654,0.2396,0.0214,0.0298,0.0097,0.3539,0.0019,0.8877,0.8520,0.7311,0.2325,0.9092,0.2606,0.2489,0.2116,0.2530,0.8822,0.3186,0.2204,0.1457
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,5666,0.5700,0.5681,0.4807,0.0663,0.0061,0.3402,0.1594,0.1292,0.0083,0.1419,0.4604,0.3659,0.1343,0.1608,0.3111,0.0180,0.2210,0.4945,0.4878,0.5169,0.5070,0.4816,0.5063,0.4931,0.5167,1.0000,0.6039,0.6106,0.5268,0.4994,0.4769,0.4930,0.4838,0.0586,0.2418,0.2227,0.0249,0.5810,0.5268,0.5323,0.5539,0.4736,0.4763,0.3458,0.1370,0.1193,0.5455,0.5440,0.3920,0.0119,0.4354,0.0263,0.1465,0.4291,0.0144,0.3701,0.4173,0.4257,0.0814,0.4661,0.3386,0.2505,0.0704,0.2125,0.0202,0.0283,0.0145,0.2948,0.0024,0.4997,0.4895,0.5310,0.1559,0.4946,0.2485,0.2268,0.2340,0.2355,0.4826,0.2841,0.2392,0.1600
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,7288,0.6351,0.6311,0.6223,0.0747,0.0055,0.3862,0.1719,0.1315,0.0091,0.1538,0.5281,0.4097,0.1426,0.1787,0.3606,0.0175,0.2449,0.6416,0.6353,0.6665,0.6442,0.6186,0.6530,0.6332,0.6646,0.6039,1.0000,0.6637,0.6816,0.6211,0.6272,0.6440,0.6125,0.0805,0.2707,0.2461,0.0316,0.5732,0.6868,0.6864,0.6444,0.6107,0.6163,0.4120,0.1623,0.1335,0.7126,0.6919,0.4314,0.0110,0.5237,0.0210,0.1624,0.4543,0.0138,0.4347,0.5026,0.5133,0.0799,0.6031,0.4100,0.2934,0.0742,0.2404,0.0201,0.0301,0.0110,0.3485,0.0028,0.6466,0.6284,0.6540,0.1724,0.6448,0.2510,0.2609,0.2286,0.2559,0.6336,0.3196,0.2349,0.1572
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,6520,0.5905,0.5806,0.5683,0.0763,0.0041,0.3741,0.1629,0.1300,0.0122,0.1336,0.5124,0.3863,0.1291,0.1716,0.3375,0.0173,0.2317,0.5819,0.5777,0.5991,0.5877,0.5762,0.5949,0.5823,0.6001,0.6106,0.6637,1.0000,0.6179,0.5648,0.5669,0.5856,0.5641,0.0881,0.2717,0.2588,0.0378,0.5440,0.6064,0.6253,0.5848,0.5521,0.5588,0.3811,0.1747,0.1505,0.6274,0.6236,0.4214,0.0132,0.4819,0.0233,0.1570,0.4334,0.0142,0.3948,0.4585,0.4679,0.0756,0.5550,0.3783,0.2706,0.0779,0.2304,0.0243,0.0261,0.0112,0.3159,0.0010,0.5891,0.5692,0.6042,0.1779,0.5828,0.2507,0.2389,0.2310,0.2480,0.5718,0.2992,0.2321,0.1591
2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,11227,0.6854,0.6581,0.8883,0.0712,0.0040,0.4669,0.1624,0.1204,0.0132,0.1353,0.6199,0.4584,0.1278,0.1715,0.3585,0.0138,0.2312,0.8978,0.8973,0.8850,0.8868,0.8881,0.8849,0.8979,0.8778,0.5268,0.6816,0.6179,1.0000,0.7982,0.8694,0.8134,0.7637,0.1263,0.3716,0.3476,0.0588,0.5677,0.8594,0.8578,0.6831,0.8630,0.8687,0.4650,0.2444,0.2047,0.7930,0.8156,0.4590,0.0132,0.5397,0.0204,0.1515,0.4562,0.0125,0.4285,0.5434,0.5060,0.0623,0.8455,0.4323,0.2893,0.0623,0.2334,0.0197,0.0270,0.0099,0.3411,0.0020,0.9105,0.8284,0.7185,0.2519,0.8763,0.2595,0.2420,0.2066,0.2397,0.8665,0.3056,0.2203,0.1438
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,12275,0.6534,0.6346,0.8158,0.0789,0.0034,0.4253,0.1630,0.1352,0.0141,0.1461,0.5897,0.4363,0.1414,0.1894,0.3709,0.0148,0.2427,0.8371,0.8344,0.8116,0.8111,0.8197,0.8154,0.8144,0.8068,0.4994,0.6211,0.5648,0.7982,1.0000,0.8591,0.8748,0.8451,0.1470,0.3840,0.3724,0.0711,0.5304,0.7981,0.7828,0.6262,0.7951,0.7849,0.5264,0.2606,0.2201,0.7236,0.7305,0.4415,0.0141,0.5421,0.0215,0.1589,0.4557,0.0127,0.4556,0.5736,0.5129,0.0691,0.8107,0.4715,0.3149,0.0699,0.2556,0.0228,0.0309,0.0108,0.3726,0.0027,0.8278,0.8619,0.6984,0.2650,0.8526,0.2500,0.2636,0.2225,0.2629,0.8715,0.3434,0.2210,0.1464
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,15671,0.6484,0.6216,0.9081,0.0733,0.0035,0.4269,0.1511,0.1266,0.0129,0.1342,0.5935,0.4294,0.1294,0.1750,0.3629,0.0129,0.2234,0.9237,0.9265,0.8908,0.8848,0.9091,0.9049,0.8953,0.8851,0.4769,0.6272,0.5669,0.8694,0.8591,1.0000,0.8784,0.8258,0.1484,0.3990,0.3803,0.0714,0.5210,0.8537,0.8328,0.6385,0.8797,0.8624,0.4833,0.2686,0.2198,0.7612,0.7747,0.4316,0.0129,0.5245,0.0193,0.1447,0.4301,0.0129,0.4282,0.5521,0.4953,0.0615,0.9114,0.4510,0.2932,0.0591,0.2333,0.0199,0.0269,0.0088,0.3532,0.0018,0.9138,0.9140,0.7037,0.2756,0.9524,0.2379,0.2433,0.1970,0.2412,0.9687,0.3058,0.2056,0.1324
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,12083,0.6788,0.6590,0.8243,0.0815,0.0033,0.4271,0.1624,0.1395,0.0139,0.1472,0.5893,0.4427,0.1411,0.1877,0.3740,0.0146,0.2403,0.8413,0.8375,0.8366,0.8274,0.8251,0.8337,0.8154,0.8285,0.4930,0.6440,0.5856,0.8134,0.8748,0.8784,1.0000,0.8637,0.1312,0.3647,0.3499,0.0639,0.5471,0.8312,0.8170,0.6574,0.8038,0.7925,0.5166,0.2439,0.2048,0.7629,0.7686,0.4526,0.0139,0.5640,0.0219,0.1583,0.4555,0.0126,0.4591,0.5764,0.5318,0.0696,0.8222,0.4673,0.3107,0.0668,0.2490,0.0225,0.0298,0.0093,0.3669,0.0020,0.8331,0.8717,0.7271,0.2452,0.8721,0.2516,0.2610,0.2172,0.2686,0.8821,0.3397,0.2205,0.1437
2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,11565,0.6541,0.6445,0.7819,0.0851,0.0042,0.4242,0.1645,0.1443,0.0148,0.1565,0.5643,0.4394,0.1508,0.1961,0.3885,0.0155,0.2441,0.7957,0.7942,0.7826,0.7704,0.7773,0.7813,0.7707,0.7735,0.4838,0.6125,0.5641,0.7637,0.8451,0.8258,0.8637,1.0000,0.1454,0.3754,0.3572,0.0761,0.5276,0.7838,0.7682,0.6367,0.7684,0.7569,0.5359,0.2543,0.2173,0.7175,0.7268,0.4624,0.0148,0.5582,0.0225,0.1610,0.4556,0.0141,0.4724,0.5815,0.5269,0.0732,0.7742,0.4818,0.3273,0.0681,0.2602,0.0232,0.0317,0.0106,0.3839,0.0021,0.7811,0.8261,0.6916,0.2573,0.8135,0.2374,0.2702,0.2317,0.2793,0.8280,0.3612,0.2258,0.1512
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,4470,0.0728,0.0671,0.1491,0.0876,0.0000,0.1168,0.0833,0.0993,0.0291,0.0722,0.1161,0.1069,0.0805,0.1218,0.1352,0.0107,0.1043,0.1432,0.1431,0.1104,0.1269,0.1412,0.1192,0.1359,0.1117,0.0586,0.0805,0.0881,0.1263,0.1470,0.1484,0.1312,0.1454,1.0000,0.3114,0.3411,0.4015,0.0659,0.1065,0.1018,0.0839,0.1490,0.1473,0.1640,0.3792,0.4043,0.0816,0.0813,0.0903,0.0254,0.0986,0.0208,0.0996,0.0909,0.0036,0.1196,0.1277,0.0975,0.0578,0.1558,0.1503,0.1471,0.0430,0.1199,0.0034,0.0268,0.0073,0.1421,0.0000,0.1424,0.1430,0.0886,0.4060,0.1305,0.0695,0.1240,0.0936,0.1086,0.1467,0.0966,0.0794,0.0473
