Union_likelihood_genes,All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common
Rbbp4,Itga4,0.32587380674751204,Kdm5b,0.42427185256829447,Lag3,0.31889629347281373,Nsd1,Vax2,Havcr2
Bard1,Rad51,0.32183830262111757,E2f3,0.4223858495932201,Baz1b,0.31807764043580344,Hnrnpk,Cebpz,Hif1a
Ahr,Entpd1,0.3192198500675192,Kmt5a,0.41111150437847194,Nr4a3,0.3173055593856653,Cnot6l,Skil,E2f1
Ewsr1,Chd2,0.317371380197261,Il10ra,0.4069235019060249,Itga1,0.3171540423147622,Adam8,Myb,Pou2f2
Zmym2,Cd5,0.3100447369884745,Prmt5,0.40653095138161216,Rbbp7,0.31605849115720985,Phf19,Zbtb10,Klrg1
Chd6,Kdm7a,0.30948141401931484,Per1,0.4031887398657079,Cd86,0.3156031873078036,Sf1,Cd83,Baz1b
Cd226,Mcm8,0.30854982831208405,Klf3,0.40316496093546095,Icos,0.31405649252810774,Zscan22,H2-Eb1,Rarg
Ep300,Cd48,0.3075017064229603,Setbp1,0.4016622183722212,Cd5,0.3134754462859287,Abcb1a,Itga1,Il23r
Ikzf3,Tcerg1,0.3069368299905987,Klrk1,0.4008629334643842,Bcl6,0.3120663445628306,Pcmt1,Prdm1,Suz12
Cd74,Il7r,0.3068823755198134,Bmi1,0.3977312516091499,Relb,0.31084813455181987,Cd6,Tbl1x,Mcm2
Pecam1,Sp100,0.3059290546514064,Ssbp2,0.3816330703462723,Tcerg1,0.30921905521327,Brwd3,Itgax,Tnfrsf9
Rnps1,Tnfrsf9,0.3051051378298974,Cd53,0.3801894139133769,Prdm1,0.30797754871648086,Atf1,Dek,Tnfsf4
Espl1,Icos,0.3040639949668563,Cbx3,0.37928888292125035,Ssrp1,0.30657554480711724,Fkbp2,E2f2,Brd8
Kdm6b,Ssrp1,0.3032399020933453,Itgal,0.3765634446323573,Itga2,0.3044971822246082,Itga6,Tgif2,Hnrnpr
Polr2f,Orc1,0.3027143146759981,Ikzf3,0.3763776758851418,Orc1,0.30426196599832406,Trim27,Padi2,Prmt3
Lag3,E2f2,0.2990504302216799,Polr2h,0.3754929950550254,Kdm5b,0.3040229891377574,Znfx1,Elf4,Trp73
Zfp275,Fkbp5,0.29899642723563785,Hnrnpr,0.36658339183781297,Cd96,0.30305582544187254,Max,Fosb,Brca1
Timeless,Il2rb,0.2982393400103547,Lef1,0.366199504823248,Sub1,0.29778699819952087,Ncoa3,Il1rl1,Snrpd1
Med8,Vax2,0.2967119144138568,Cd55,0.35373032643966124,Scml4,0.29578093352534585,Calcoco1,Ezh2,Eed
Bcl6,Bcl6,0.2959871385465003,Hnrnpd,0.3527518231054735,Paxip1,0.29506209574301556,Elp3,Ssb,
Cenpk,Cxcr5,0.29408869488698924,Hdac2,0.3525801974256376,Klf3,0.2946792544494843,Ybx1,Bcl11b,
Apex1,Batf,0.29333397424908175,Hdac7,0.3521271673158767,S1pr1,0.29361110088599396,Hist1h2bp,Igf1r,
Rbl1,Cd96,0.29304544597352533,Klf6,0.35115170474948454,Fkbp5,0.2933560240678395,Trip11,Ccr2,
Hnrnpd,Nr4a3,0.29133580262821224,Zdhhc13,0.34926246675693223,Il6st,0.29290217805821406,Prpf4b,Zmynd11,
Ythdc1,Fhl2,0.2892418735993195,Foxn3,0.3491561354937154,Skil,0.2914744374576062,Mbd4,Smurf2,
Sell,Zbtb20,0.28681098274815586,Brd8,0.3472404796600397,Cxcr5,0.2908616093877952,Zfp131,Il18rap,
Polr2i,Scml4,0.2862819745423281,Sell,0.3471509409545435,Cd9,0.29073764275039077,Ly75,Cd28,
Ubn1,Cd86,0.2850683630673385,Cd6,0.34693214401218136,Hlf,0.29027155965475027,Fiz1,Klrb1c,
Irf2,S1pr1,0.2848811000405019,Il1r2,0.3432839837424228,Sfmbt1,0.28853825177950776,Irf9,Zbtb38,
Cd9,Tgif2,0.28423360762415173,Fmr1,0.34270431630455284,Fhl2,0.2879119687962259,Plrg1,Spn,
Aff3,Chaf1b,0.28411375544254147,Nap1l1,0.342199831350009,Smyd2,0.2867326513614499,Gatad1,Cd48,
Slc3a2,Smad7,0.2830592417625648,Itga4,0.3419731670603886,Sp100,0.2860213061933757,Xab2,Klra3,
Hnrnpab,Irf4,0.28221027362184403,Cd226,0.34108722746803877,Chaf1b,0.28577852999037495,Cbx3,Cx3cr1,
Nr4a2,Dpp4,0.2803612261566216,Tcerg1,0.3397650861309193,Hat1,0.28573079898460246,Gtf2a2,Il2ra,
Fhl2,Smyd2,0.2801721345255543,Baz1b,0.33789673093577494,Kdm7a,0.28396232595138887,Tcf19,Ccr6,
Zbtb11,Padi2,0.27993332325611214,Mbd1,0.3376978191355596,Tgif2,0.2838038089087652,Zfp422,Il2rb,
Ahctf1,Hnrnpr,0.27930410256407295,Zfp1,0.33742196432355775,Brd8,0.2837621694558231,Tet3,Creb1,
Jmy,Ccr9,0.2756871123908842,Gtf3c4,0.33431007574521543,Ahr,0.2833562448703173,Foxp1,Adam10,
Rgs14,Il6st,0.2755590836088814,Pcmt1,0.3321190931659094,Tnfsf11,0.2825591288939611,Nono,Khdrbs1,
Ncor1,Hlf,0.27511014819408397,Hnrnpk,0.3256189841501395,Nt5e,0.2801333077207829,Mafk,Lair1,
Il6ra,Rbl1,0.275108313304203,Kdm6b,0.32290265128245405,Setbp1,0.27699444528160894,Cd55,Chd2,
Nsd1,Cebpz,0.27419699993649627,Ube2b,0.3217420393848171,Rfc1,0.2769911648492905,Bmi1,Selplg,
Crtam,Cd28,0.2728845676239631,Il18r1,0.3213366073990837,Hnrnpr,0.2765654901266344,Itgb1,Cd47,
Nap1l4,Ccr6,0.2711126627519081,Tet3,0.3206062249158851,Padi2,0.2741559415423402,Prmt6,Jaml,
Foxm1,Cd38,0.2699034051103218,Prmt3,0.3203597908773734,Ezh2,0.2714824759693579,,,
Hnrnpk,Cd9,0.26687878299826595,Ddb1,0.31882217391520823,Sp4,0.2714228596115439,,,
Cnot6l,Tnfsf4,0.2664638374433451,Dpy30,0.31744231100390086,Zbtb20,0.2704981258861514,,,
Adam8,Bop1,0.2644419078547649,Dpp4,0.31649933035791084,Snrpb,0.26867959382598217,,,
Baz1a,Ezh2,0.263774969394173,Jmy,0.3144967546473217,Zmynd11,0.2685518508785365,,,
Dnmt1,Atp1b3,0.2634576819753918,Irf9,0.3139719419138101,Klra3,0.26839373602274724,,,
Phf19,Mbd4,0.26279134487227057,Zmym2,0.30391860171352514,Vax2,0.26790345427437795,,,
Zscan22,Tnfsf11,0.2618159053078243,Snapc1,0.3033091395589996,Creb1,0.26670803135774945,,,
Brca2,Prdm1,0.2613197001163271,Itga6,0.30190928254981597,Ebf1,0.2664526753188552,,,
Pcmt1,Itga2,0.26121548592843746,Ccr7,0.301026078767627,Mcm8,0.2641062529691073,,,
Cd6,Klf3,0.26120606298105326,Sf1,0.30062484502002346,Rbbp4,0.2639985541204617,,,
Skil,Cx3cr1,0.25994503599501234,Smarca2,0.2984329386728363,Bop1,0.26384066329615913,,,
Brip1,Spn,0.2590659989815156,Rfc1,0.29620635059820866,Il7r,0.2634328189293575,,,
Mybl2,Sp4,0.25743291851803163,Chd6,0.29469445488735174,Tnfrsf9,0.262929721549785,,,
Ssrp1,Ebf1,0.2572081466993546,Havcr2,0.29381418827704064,Il6ra,0.2611802046593827,,,
Cd83,Wbp11,0.2571262990253704,E4f1,0.2921120547903783,Rbl1,0.26028163982836844,,,
Fkbp2,Trbc1,0.2543671974342758,Plrg1,0.28999472226328793,Trbc1,0.2599519252267444,,,
Itga1,Nap1l4,0.25427145960395986,Ecd,0.28946308350393385,Ccr9,0.2597069727874169,,,
Havcr2,Zmynd11,0.25411341058686937,Ctsl,0.2863485932716116,Prmt3,0.259113682986375,,,
Hif1a,Il18r1,0.25401949379055055,Cd9,0.2858491101210105,Irf2,0.2584885887643947,,,
Prdm1,Prmt3,0.25282314587622096,Znfx1,0.2844522959361057,L1cam,0.25832728871578603,,,
E2f1,Nt5e,0.25208320412368396,Max,0.2836009281901378,Smad7,0.25688561676539806,,,
Max,L1cam,0.25204643003107513,Trip11,0.2825854827431151,Ikzf1,0.2561604031250823,,,
Calcoco1,Pax5,0.25164705791293585,Ddx5,0.28072601698866867,Adam10,0.25469417747758194,,,
Elp3,Klra3,0.25055204014178656,Top2b,0.27908399968330183,Cd300lf,0.25468927072414055,,,
Pou2f2,Setbp1,0.2504326731492183,Nap1l4,0.2783321640612605,Spn,0.2544243336241104,,,
Tbl1x,Pml,0.2501328735603265,Fiz1,0.2776808986912481,Itga4,0.25329079091349205,,,
Hist1h2bp,Mef2c,0.24791221140479922,Cnot6l,0.2764456602081554,Atf7ip,0.2532255355058278,,,
Mbd4,Ssb,0.24760810461478736,Foxj2,0.27319371239684037,Il2rb,0.25240183376109093,,,
Zfp131,Sub1,0.24738977615881277,Dnajc2,0.2731771419872189,Smurf2,0.251149500400496,,,
Irf9,Pa2g4,0.247368313696168,Zfp275,0.27175052243824777,Cd22,0.2507462839696887,,,
Baz1b,Klrb1c,0.2465571146431547,Tcf7,0.2703516232645213,Psip1,0.24972718023507992,,,
E2f2,Csf1r,0.2440158238399325,Itgb1,0.2663225543029951,Il23r,0.24886033447919342,,,
Tgif2,Ewsr1,0.24365424247990697,Slamf6,0.26535835921756884,Hivep3,0.24710914634316175,,,
Il23r,Adam8,0.24353041397493055,Tnfrsf9,0.2643784164015192,Tfdp2,0.24551972307516173,,,
Gatad1,Il1rl1,0.24184086125813486,Cnot6,0.2641659627943032,Bcl11b,0.2452646602249274,,,
Xab2,Irf2,0.24173923192911934,Mllt3,0.26373866068587976,Cebpz,0.2452071465489594,,,
Cbx3,Ssbp2,0.23961861950318247,Ncoa3,0.2633329789460098,Mbd2,0.24363723165055806,,,
Suz12,Supt16,0.23909839460498963,Icos,0.2629870482552287,Etv6,0.2436015866621934,,,
Lmo2,Psip1,0.23811414472308068,Tardbp,0.26296037376382003,Ssb,0.24320736637879273,,,
Mcm2,Hivep3,0.23664099030755925,Brwd3,0.26275194397109863,Atp1b3,0.24309676249222192,,,
Tcf19,Ccr7,0.23642850815194538,Atp1b3,0.26167369607735375,Il18r1,0.2427011749633904,,,
Elf4,Batf3,0.2363115616681229,Trp73,0.2614534317739161,Il1rl1,0.24235826472483,,,
Tnfrsf9,Il6ra,0.23438896329664963,Nono,0.26135897647602424,Hif1a,0.24069396274521976,,,
Fosb,Tlr1,0.23437718845960662,Cxcr6,0.26020050374609843,Tbc1d2b,0.24033598588307536,,,
Zfp422,Smurf2,0.2337768054075695,Srrm1,0.2594104738494602,Apex1,0.23973416193180663,,,
Il1rl1,Cd22,0.23351723441676434,Tnfsf4,0.2588335688420835,Crebzf,0.2389135646582772,,,
Ezh2,Zbtb10,0.2334092058922368,Plag1,0.2572969364496435,Tox,0.23861498132771947,,,
Igf1r,Zbtb11,0.2331568601199964,Atf1,0.2568989989943915,Cx3cr1,0.23849103112959685,,,
Tnfsf4,Cd300lf,0.23311114517041762,Il6ra,0.2567206240467005,Supt16,0.23649550906450711,,,
Zmynd11,Pou2f2,0.23296681045729306,Bcor,0.25645869692689904,Eed,0.2357044225272155,,,
Smurf2,Ahr,0.23283289283845765,Polr2i,0.2561439423591091,Cnbp,0.23537637402832381,,,
Tet3,Tfdp2,0.23263633787907337,Brd7,0.2545856137356869,Tlr1,0.23482481451941067,,,
Il18rap,Hnrnpd,0.2324156305759617,Suz12,0.2544472100608814,Tox2,0.23438438091057717,,,
Klrb1c,Cd47,0.231757293687201,Med8,0.2524777033530699,Myb,0.2320083138314195,,,
Zbtb38,Slc3a2,0.23067500271420646,Elk3,0.24852875170364114,Zbtb10,0.23147381744914391,,,
Hnrnpr,Ikzf1,0.2304436978204445,Cd22,0.24776113258431096,Rarg,0.23102988224500304,,,
Klra3,Snrpb,0.22947436668352517,Batf,0.24710800616671597,Pecam1,0.23082667166332363,,,
Foxp1,Zfhx2,0.22942737596400128,Nt5e,0.2469715992030114,Nap1l4,0.22826454048460065,,,
Ccr6,Tox2,0.22914282692782803,Tcof1,0.2467208956077631,Runx3,0.22681558362694532,,,
Il2rb,Pecam1,0.22756110346140987,Fasl,0.24617132305043682,Slc3a2,0.2260699167839973,,,
Mafk,Hif1a,0.22755883945365776,Zfp131,0.24593961011493473,Jmjd1c,0.2257578495282394,,,
Creb1,Runx3,0.22692674865410384,Nsd1,0.24315139827616677,Dnajc2,0.22516036047368101,,,
Lair1,Mbd2,0.22544065165683572,Klrg1,0.2431418535771293,Ep300,0.22381060768998642,,,
Brca1,Lair1,0.2252242809330356,Phf1,0.24313661502419232,Ewsr1,0.2237939564818419,,,
Chd2,Tcof1,0.22434016516977112,Prmt6,0.24087015204772672,Eif5b,0.22266683132180862,,,
Selplg,Cnbp,0.22405305107739434,Prmt1,0.2405344861553677,Polr2f,0.22171631221988686,,,
Eed,Ccr2,0.223498419886992,Ubn1,0.2394447282553618,Khdrbs1,0.2206826969310787,,,
Bmi1,Myb,0.22327278576654333,Psip1,0.23882246165898643,Zfhx2,0.2198407713316152,,,
Cd47,Tcf12,0.22193338518699482,Gtf2a2,0.23540356180420072,Wbp11,0.21977691959673315,,,
Jaml,Hdac7,0.22088747405257247,Rsf1,0.23538520025976653,Elf4,0.21784483724977852,,,
Dnajc2,Eed,0.22026650361088937,Trim27,0.23445338137483623,Igf1r,0.21779512900910197,,,
Pax5,Foxp1,0.21983568183911809,Ly75,0.23305778242226738,Ly86,0.21723487974896832,,,
Cd69,Adam10,0.21975799716785074,Polr2d,0.2325928561324791,Fli1,0.21618795761466544,,,
Fli1,Nsd1,0.2191486120997905,Prpf4b,0.2319295245278404,Hdac7,0.2154093256813422,,,
Bop1,Jaml,0.21630707691769677,Sub1,0.2304940746111676,Lair1,0.2145542708516827,,,
Tcerg1,Ikzf3,0.21574039394194483,Ivns1abp,0.2272689162649222,Pou2f2,0.21427166537464756,,,
Ovol2,Polr2f,0.21408686720151882,Ahctf1,0.22269747725321895,Jaml,0.21237021030529962,,,
Coil,Dnajc2,0.21324724680805213,Mafk,0.22200182267278443,Fcgr2b,0.21134167382672606,,,
Supt16,Elf4,0.2120891520569226,Eif5b,0.22189388659113626,Tbl1x,0.21023944240806283,,,
Cd5,Fli1,0.21163835460769415,Ncor1,0.22175757023404366,Tcof1,0.20375431714617456,,,
Fasl,Creb1,0.2108797295140571,Fli1,0.22147536722408911,Klrb1c,0.20179792676474637,,,
Paxip1,Trip11,0.21042712313765555,Zfp213,0.2206552613081386,Rnf19a,0.20048536130566935,,,
Ly86,Il23r,0.209295315237656,Elp3,0.21743274783652275,Arid1a,0.19428195762152806,,,
Plag1,Eif5b,0.2091818055178558,Calcoco1,0.21630003164026657,Pou2af1,0.19381059116561694,,,
Mcm4,Igf1r,0.20708633881707916,Nfkb1,0.2149550144556836,Ccr7,0.19252446515645041,,,
Nr4a3,Ythdc1,0.2068223176465681,Slamf1,0.21449110953186057,Trp73,0.19102514034965806,,,
Ctsl,Max,0.20575242566522262,Fcgr2b,0.21192092274886437,Ikzf3,0.18913180637519975,,,
Hdac2,Rarg,0.2042504776315022,Rgs14,0.2064214674121295,H2-Ab1,0.18905634552241535,,,
Prmt5,Klrg1,0.20276930109891297,Tcf12,0.20330362298916588,Ccr2,0.18067793723022554,,,
Chaf1b,Baz1a,0.20246078587461536,Pou2f2,0.20236832603025975,Il2ra,0.1794279526831303,,,
Prdm5,Ly86,0.2020928428688306,Rarg,0.200410920589442,Ifi204,0.16729832240472198,,,
Mcm3,Apex1,0.1994726640929476,Snrpd1,0.20026761407368746,Plaur,0.16648275343869198,,,
Zbtb48,H2-Ab1,0.19877120530447914,Adam8,0.1969051637955138,Il1r2,0.13733122273534668,,,
Sp100,Ctla4,0.1985191147985541,Coil,0.18712660469285558,Klrg1,0.12640921908153097,,,
H2-Ab1,Ovol2,0.19483903266502967,Atf3,0.18226313474099642,Csf1r,0.036336256095715565,,,
Il1r2,Plaur,0.1919268355574299,Ebf1,0.06485320180857937,H2-Eb1,0.024675218053440875,,,
Slamf6,Il2ra,0.1783066761345652,,,,,,,
Mcm7,Lmo2,0.16281287379090803,,,,,,,
Kmt5a,Fcgr2b,0.15736622526908325,,,,,,,
Lef1,Il1r2,0.14473382151088987,,,,,,,
Nsd2,Jmjd1c,0.14432549977846723,,,,,,,
L1cam,Ifi204,0.13732526459671054,,,,,,,
Eif5b,Trp73,0.12614915784303465,,,,,,,
Tcof1,H2-Eb1,0.033219269174586216,,,,,,,
Uhrf1,,,,,,,,,
Cd300c2,,,,,,,,,
Pou6f1,,,,,,,,,
Tnfsf11,,,,,,,,,
Klrd1,,,,,,,,,
Polr2h,,,,,,,,,
Fmr1,,,,,,,,,
Hivep3,,,,,,,,,
Ecd,,,,,,,,,
Zbtb39,,,,,,,,,
Il10ra,,,,,,,,,
Relb,,,,,,,,,
Mcm8,,,,,,,,,
