gene_name,0,1,2,3,4,5,6,7,8,9
Kctd18,-0.09261211,-0.044013463,0.20916402,-0.040012278,0.014695946,0.015049634,-0.05720772,0.040935118,0.13018471,-0.05014317
Gm15834,-0.037354205,-0.08967277,-0.0379809,-0.036954664,0.13317636,0.068108454,-0.007347784,0.011027578,-0.082416445,-0.06807832
Fam126b,0.05529939,-0.018427625,-0.03913434,0.031467244,-0.046632964,-0.034459278,0.042350367,-0.11908686,-0.029726218,0.09594305
Cflar,-0.107590504,-0.060541138,0.13490343,-0.031787056,-0.05811252,0.21549907,-0.07948635,0.18605907,0.050411724,0.08032311
Stradb,-0.018557493,-0.115491495,0.07510445,-0.045416392,0.010905428,0.2062582,-0.13271238,0.08225433,0.036350008,-0.029243588
G730003C15Rik,0.037345473,0.03595772,-0.06801136,-0.026516158,-0.06377703,0.03752942,-0.11655287,-0.09312862,0.08413131,0.039305158
Als2,-0.08847288,-0.029465077,0.055576418,0.04187299,-0.004271836,0.06917482,-0.03180343,-0.05023058,0.08416232,-0.05434177
Gm973,-0.04111618,-0.015893735,-0.055226337,-0.011440998,-0.023129046,0.004853811,0.0138432495,-0.048809294,-0.03384328,0.02726986
Nop58,0.14589797,0.103835315,-0.36263624,-0.06118909,0.3386988,-0.02745309,-0.27840176,0.096630566,-0.3579871,0.02765429
Bmpr2,-0.05393446,-0.055824455,-0.0035867775,-0.042050924,0.0044788993,0.047761902,0.058750678,-0.0032923792,-0.010394264,0.10341963
Wdr12,-0.011154969,0.16778,-0.19569303,-0.0833035,-0.023725737,-0.013431199,0.18827942,-0.15874918,0.1038294,0.23643637
Carf,-0.026428096,-0.052149158,-0.07401425,0.016748589,-0.08932532,0.11392524,0.28099585,-0.009966893,-0.051723924,0.11389621
Nbeal1,0.02828227,-0.026155138,-0.08125307,0.013376517,-0.09013504,0.1443963,0.08714773,-0.13628745,0.020295555,0.11023153
Cyp20a1,-0.053467095,-0.042139843,0.054861274,0.017069269,0.047446925,0.05652446,-0.011481454,0.19498247,-0.14412498,-0.11777879
Cd28,-0.40167007,-0.1676076,0.5845076,0.151439,0.03968134,0.062363237,-0.17035602,0.18038484,0.73694754,-0.5846024
Gm11579,-0.05314323,0.017852291,-0.081464015,-0.03193646,-0.058785483,-0.07844825,0.17054549,-0.08243701,0.031180136,0.2383831
Ctla4,-0.19000334,-0.16761367,0.26914236,-0.07101324,0.13982193,-0.08800033,-0.10522169,0.009439081,0.9674231,-0.35410792
Icos,-0.20408082,-0.13708067,0.23430024,-0.054930348,0.11679969,-0.122346915,-0.13422363,0.34765333,0.7332612,-0.27140412
Gm4208,-0.1054183,-0.07837509,0.24353375,-0.03276452,0.10021453,-0.07464922,-0.102435045,0.26439852,-0.115510955,-0.18219696
Ino80d,-0.09373438,-0.07110151,0.056303855,0.046431936,0.025999654,0.13359393,0.18411927,-0.08373566,-0.065880194,-0.021938724
Ino80dos,-0.059296295,-0.012271957,-0.018044597,0.06800052,-0.043433543,0.025472937,-0.05812612,0.040093675,-0.081573926,0.028816689
Gm20342,0.05700033,-0.02536297,-0.09650749,-0.03994558,-0.058838867,0.06371536,-0.03798228,0.10536392,0.09145877,0.03066308
Klf7,0.12595117,0.093094334,-0.16182327,0.026583135,-0.10440677,-0.08767282,0.075105846,-0.20240197,-0.08204626,0.1330656
Ccnyl1,-0.020347362,-0.07510905,0.017189521,0.075108804,-0.10360584,0.011827661,0.011207439,0.006470763,-0.09627391,0.05093503
Plekhm3,0.0078106495,-0.0982352,0.011067421,-0.034697562,-0.07136718,0.14429502,0.077336565,-0.08315049,0.10636128,0.047101136
Pikfyve,-0.0498758,-0.035949577,-0.013316551,0.0044713323,-0.06998397,0.17625266,0.06869006,-0.10227652,0.12933321,0.14876553
Kansl1l,0.047510326,-0.054782182,-0.105972886,-0.0023924464,-0.03760561,0.36148337,-0.14715464,-0.069204,0.06898846,-0.07481662
Lancl1,0.025239859,-0.09944952,-0.08108495,0.012193406,-0.038525637,0.1741701,-0.007031023,0.10006653,-0.015313443,0.059883486
Ikzf2,-0.13790049,-0.29039142,-0.18384753,-0.0018844181,-0.09446665,1.5206003,-0.2370829,-0.23542829,0.07074515,0.32925013
Fn1,-0.01734075,-0.044204418,0.05257362,-0.053900734,-0.051775675,0.03738844,-0.04338046,-0.047106627,-0.04982767,-0.011929938
D230017M19Rik,-0.024377804,-0.074574105,-0.0651914,-0.022152437,0.0679786,-0.0046671643,-0.0790287,-0.058883745,0.07141545,0.01589855
Rpl37a,0.5676453,0.7827307,-0.7757434,-0.4548625,-0.4949217,-0.534348,0.6073372,-1.3636875,0.18457383,1.0971447
Rufy4,-0.010600675,-0.05971356,-0.046959918,0.011541722,-0.0040746927,0.00662793,-0.06576857,-0.038386103,-0.01838999,0.06326335
Cxcr2,-0.06983069,-0.024281524,0.025950897,-0.013519844,0.003528115,-0.037812736,0.038157307,0.17141427,0.062770724,-0.09454278
Retreg2,-0.032036427,-0.042412248,-0.016232796,0.15160915,0.030202052,-0.09232651,0.1074651,-0.13065475,0.04131347,-0.08207855
Ankzf1,-0.06471135,0.06402449,-0.014431632,-0.072308294,-0.097327195,0.19042443,0.10559995,-0.04131612,0.09176824,0.11103152
Tuba4a,0.18907315,-0.081260666,-0.29781705,0.19899589,-0.10561797,0.3652,-0.27010208,0.13185996,-0.38071254,-0.086055785
A630095N17Rik,-0.004145455,-0.031898893,-0.03688968,-0.009433543,-0.0028090337,-0.026490567,-0.029529434,-0.040244807,-0.04806973,0.064530276
Dnajb2,0.07882714,-0.025826432,-0.075523056,-0.053836398,-0.038268737,-0.029502878,0.20479748,-0.12665054,-0.06843659,0.08324522
Ptprn,0.0025735232,-0.048871286,0.0048346506,-0.023601484,-0.029139651,-0.053772606,-0.051018618,-0.041307766,-0.034216393,-0.005259053
Gmppa,0.01617161,-0.038706016,-0.041715182,-0.05264513,0.17709179,0.047165178,-0.16386984,0.105917886,-0.054620992,-0.07981785
Stk11ip,-0.014039425,-0.06554132,-0.02027719,0.028269459,0.10009329,0.05179738,0.022159291,-0.115903854,-0.016423669,0.0026121906
Mogat1,-0.062537,0.12275044,-0.064193204,-0.052046347,-0.065311715,0.031745587,0.04948945,-0.094457544,-0.0027804028,0.27475753
Acsl3,0.02446701,-0.04366932,-0.14544283,-0.0033611534,-0.038060416,0.35061237,-0.051381655,-0.1305187,-0.048902724,0.14080589
Utp14b,-0.03089148,-0.03230016,-0.072390676,0.010120743,-0.042657863,0.1494246,-0.08543093,-0.06644635,0.019745298,0.0040283566
Serpine2,-0.02811328,0.0034349402,0.12072135,-0.13210528,-0.058969382,0.037769943,-0.022594322,-0.020111721,0.03740888,-0.05361893
Col4a4,-0.037783805,-0.064654306,-0.06622727,0.1104909,0.029740041,0.016906284,-0.06390751,-0.06728472,-0.06975093,0.030297834
Agfg1,0.090327166,0.031411324,-0.08351824,-0.025813082,0.0030050196,-0.079899654,0.03419222,-0.08435427,-0.024376841,-0.056832403
Trip12,-0.020546926,-0.07259895,0.012310857,0.006875942,0.036097817,0.29211137,-0.21339639,0.009761568,0.017669816,-0.025798332
C130026I21Rik,0.048898198,-0.027780397,-0.06574623,-0.04465855,-0.13395114,0.072222345,0.23729214,-0.17882101,0.0024574425,0.21916477
A530032D15Rik,-0.048473973,-0.09746686,0.037471462,-0.03915292,-0.05193309,0.21224461,-0.018928982,-0.08001288,0.051431224,0.0031750528
Gm16094,0.019940961,-0.05685514,-0.04851739,-0.010271691,-0.020480989,-0.06589045,-0.060813628,-0.042912222,-0.029839678,0.023541544
Sp100,-0.19915575,-0.28019264,0.5816104,0.26375395,0.064565726,-0.0058419113,-0.33115995,0.20099118,0.10431455,-0.5772412
Itm2c,-0.042431794,-0.1476201,0.25056016,-0.06595524,-0.05305942,0.336385,-0.20183258,-0.105595864,0.06444408,0.079578355
Armc9,0.03297677,0.017471476,-0.015988966,-0.03181008,-0.040431257,0.026243716,0.022742787,-0.113794304,-0.013196243,-0.008700271
Ptma,0.012831839,-0.30930293,-0.6504141,0.72714674,0.55486786,0.24032961,-0.086584084,0.8387186,-1.3420641,-0.6611121
Pde6d,0.040970728,-0.031526037,-0.06817647,-0.007309503,-0.047842897,0.22374018,-0.104738384,-0.12483886,0.106476165,0.03408537
Dis3l2,-0.008179128,0.0018166762,-0.0531629,0.053571444,-0.079943456,0.06743431,0.004493582,-0.14062054,0.1516669,0.14253345
Gigyf2,0.006832095,0.002382851,0.038234018,0.053970817,-0.06528598,0.030527629,-0.12067159,-0.021988908,-0.044617433,0.12272385
Atg16l1,-0.023423359,-0.0994291,-0.062374838,0.015050809,-0.0045308555,-0.04209468,0.26971292,0.060732894,0.059983533,0.031285137
Dgkd,0.07526379,-0.16049957,-0.09394358,0.04504807,-0.09123303,0.10855977,0.041883238,-0.10635683,0.11904528,0.20429996
Usp40,0.041770373,0.015298047,-0.15919282,-0.062377807,-0.056444727,0.11303458,0.19480066,-0.14792432,0.01054776,0.18192717
Arl4c,0.3942983,0.056652475,-0.3332205,0.1559279,-0.22739281,0.1628337,-0.03651613,-0.6214998,-0.61687136,0.20970808
Ramp1,0.46860567,-0.16712397,-0.65567815,-0.112818494,-0.2604211,0.9093808,-0.08983781,-0.60866517,-0.36131445,0.7230753
Hdac4,0.08986079,-0.05477933,-0.14892703,-0.0010043682,-0.16424978,0.08891663,0.22246335,-0.15514702,0.025554035,0.21514836
Gm26720,-0.052515317,-0.07784279,-0.07394793,-0.016102402,-0.060851123,0.077929884,0.0036542274,0.12475385,0.036757614,0.182979
Ankmy1,-0.041436926,-0.040011592,-0.03508599,-0.012491991,0.032062016,0.03439948,-0.042350106,-0.031774685,-0.024051959,0.0074834875
Dusp28,0.018675499,0.08729824,-0.075072154,-0.06418038,0.021002984,0.09874537,-0.06794032,-0.030708687,-0.0152383745,-0.019347103
5033417F24Rik,-0.026267705,-0.051389117,-0.047024325,0.009813355,-0.032347336,0.023720307,-0.053461377,-0.044090033,0.07812817,-0.009301645
9430060I03Rik,-0.07917456,0.2196069,-0.061233003,0.030375231,-0.014737641,-0.14274754,0.0663897,0.028737579,0.025743416,-0.054399416
Sept2,-0.053415086,-0.046970826,0.0459081,-0.0005021203,0.051070288,-0.0073065367,-0.026618965,0.060190815,0.07718169,-0.084037006
Farp2,-0.07813551,0.022477504,0.033085115,-0.02158154,-0.033365652,-0.0057932404,-0.079919726,0.05235711,-0.044167947,0.01744749
St8sia4,-0.004324936,-0.083953016,0.0750192,0.101908855,-0.12346659,0.27172044,-0.26341748,0.040047254,-0.031155976,0.06946683
Gin1,-0.014329531,-0.14669637,0.0742392,0.074130364,0.019357832,0.0066277557,-0.0123350015,0.08506496,-0.048026398,-0.01476296
Pam,0.12693688,-0.09729733,-0.13069928,0.03566728,-0.07702397,0.016775051,0.051130828,-0.11996825,0.014661382,0.05027676
1810006J02Rik,-0.009338192,0.03680897,-0.056286104,-0.035432093,0.0097325,-0.06575901,-0.06299081,-0.053229805,-0.046101816,-0.016994946
Gm7967,0.07625996,-0.13268869,-0.11003109,-0.013386997,-0.047040116,0.2935668,-0.11264039,-0.12098065,0.06635917,0.09807226
2310035C23Rik,0.002768825,-0.15030174,0.06279871,-0.0025605035,0.011942636,0.08903331,0.0756156,-0.04511179,0.054544367,-0.09076916
Gm7160,-0.011162705,-0.08593185,0.01051108,-0.02183334,0.0319833,0.019676007,0.018467538,0.031666674,0.14376676,-0.036009993
Bcl2,0.012211282,0.5359172,-0.40850136,-0.26553243,-0.2686156,-0.14353849,0.6675093,-0.60833424,0.3519739,0.56282467
D630008O14Rik,-0.042897653,-0.042217217,-0.039865796,-0.02907971,0.069364645,0.034964483,-0.043333594,-0.03828502,-0.03459829,-0.01954367
Kdsr,0.097396396,0.014965444,-0.025141113,-0.044144433,-0.031504773,0.06786411,-0.08167645,-0.22297369,-0.101687625,0.16017409
2900060B14Rik,-0.036867432,0.14610739,0.0110705495,-0.015023767,-0.050265197,-0.10285581,0.14337355,-0.03355378,-0.021535771,-0.07574494
Tmem185b,0.057577983,-0.025627464,-0.11730648,-0.049174815,0.03032705,0.07094568,0.0023902124,-0.11212864,0.14762504,-0.013709324
Dbi,-0.20222825,-0.5204675,0.22238813,0.33964846,0.5804039,-0.058887232,-0.34662226,1.0731659,-0.3342664,-0.9702225
Ddx18,0.15971927,0.16538598,-0.27884248,-0.27227345,0.1500374,-0.10468177,-0.10339973,0.062526524,-0.16819634,0.33461815
Mgat5,0.017616779,-0.2106756,-0.09375571,0.06647028,-0.07728207,0.26043555,0.111893624,-0.19842058,0.23922625,0.13300465
R3hdm1,-0.024755437,0.016496137,-0.1412572,0.13128108,0.0035440642,0.11377565,0.060451377,-0.17149125,0.014815101,0.006048369
Mcm6,-0.18000425,-0.25551543,4.3425327e-05,0.01062331,1.147202,0.005444469,-0.14796135,-0.15201762,-0.48193228,-0.5505425
Cxcr4,-0.063526444,0.21599789,-0.038357865,0.03451673,-0.10676984,-0.05502953,0.05321717,-0.06237134,-0.088884585,0.24392056
Cd55,-0.03068288,0.28884807,-0.10787989,-0.10302873,-0.09869255,-0.08432991,0.20261884,-0.1230621,-0.06045268,0.26227352
Gm16083,-0.029866802,-0.0053703436,-0.047104795,-0.014529811,-0.023225369,-0.06190194,-0.05757786,-0.04233071,-0.031196438,0.17120233
Rassf5,-0.030526439,-0.06598541,0.11495175,-0.06789605,-0.05937031,0.11313552,-0.03101356,0.013893058,0.20942965,-0.044769507
Ikbke,-0.006252425,0.059776615,-0.1793272,-0.06732602,-0.12974988,0.16854721,0.21715425,-0.1016881,0.30580813,0.0131349005
Ctse,-0.041482985,-0.06540515,-0.07470776,-0.052869145,-0.0506812,0.17784642,0.25021482,-0.012813874,0.0741902,0.095843196
Nucks1,-0.072161116,-0.08980366,-0.40701574,0.6021673,0.091350846,0.1480393,-0.1551619,0.8475074,-0.66817206,-0.4299976
Elk4,-0.04552914,-0.12887597,0.0035585708,-0.07991236,-0.071513504,0.3408229,0.09541459,-0.19434777,0.1784855,0.32477283
Mfsd4a,0.01626339,-0.07445336,-0.07958038,-0.02963017,-0.08228418,0.099505186,0.09906544,0.1959329,-0.025272952,0.11928057
Nuak2,0.025237693,0.009908656,-0.059167866,-0.025831532,-0.048005927,0.014355483,0.0321456,-0.09672613,-0.06833281,0.1954984
Dstyk,0.06302283,-0.04563453,-0.021175478,-0.02572338,-0.054960974,0.19192712,-0.17046641,-0.05588947,-0.036196295,0.07111165
Ppp1r15b,-0.056108315,-0.10771748,0.08363676,0.13200922,0.04254686,0.03280362,0.003726921,-0.02527449,-0.0779471,-0.060141653
Plekha6,0.069769636,0.06285323,-0.034638144,-0.046895545,-0.06348505,-0.13727273,0.038396012,-0.09993447,-0.07869236,0.11900742
Sox13,-0.08861768,-0.084031194,-0.068181425,0.0045223166,-0.014885203,0.34418088,-0.09155615,-0.057526194,-0.032675743,0.06880009
Zc3h11a,0.027674789,-0.053655297,0.054085627,0.023490412,-0.021292206,0.028572705,-0.059051704,0.014371261,-0.1303128,-0.046884354
Btg2,-0.12666729,-0.212436,0.24901646,0.1740632,-0.16242702,0.2625596,0.16887166,-0.15279318,-0.034872033,0.028748116
Klhl12,-0.06132527,0.07837794,-0.05479222,0.012595951,0.013570211,0.148271,-0.020710975,-0.06043886,-0.08071546,0.14806592
Kdm5b,-0.046498735,-0.05631652,0.010650234,-0.13594635,-0.19237736,0.17117245,0.36699167,-0.25984836,0.36780247,0.2787246
Ppp1r12b,0.105983645,-0.073556565,-0.040872753,-0.041051824,-0.046776418,0.011450241,-0.09908681,0.027910525,0.025644697,0.08932676
Ptpn7,-0.102376185,-0.3057206,0.09838267,0.21195109,0.022652276,0.41705656,-0.2588707,0.3598614,-0.011580706,-0.27449137
Arl8a,-0.11134066,0.008243924,0.12107055,0.07644391,-0.0017051693,0.13005297,-0.04762081,-0.068612255,0.029493727,-0.09285023
Gm15445,-0.06769864,-0.01823723,-0.015804803,0.02573726,-0.025234021,-0.06927342,0.09835186,-0.06380947,0.045999642,-0.04800755
Shisa4,0.029034952,-0.073601514,-0.013298569,-0.012797313,-0.026123254,-0.085395075,-0.07876843,-0.055402175,-0.038338915,0.031338252
Phlda3,-0.019306298,-0.074825644,0.06179848,-0.032584034,-0.08953932,0.015013309,0.012744833,0.022181012,-0.03187558,0.15147889
Lad1,0.022978373,-0.006513048,-0.051360838,-0.034141287,-0.03873787,-0.059182797,-0.056897037,-0.048837196,-0.04295148,0.0492778
Tmem9,-0.016509296,0.08599512,-0.26402444,-0.04956835,-0.04284171,0.2385914,0.20613863,-0.038643733,0.08303196,0.032519225
Camsap2,0.0353245,0.13200465,-0.04025595,-0.03276337,-0.039034992,-0.080790654,-0.05946449,-0.14518325,-0.008672598,0.13892576
Gm33994,0.12166536,0.11562767,-0.13530871,-0.042161245,-0.05120958,-0.10390412,-0.027257234,-0.12165731,-0.08981911,0.12500617
Zfp281,0.049149018,-0.0030385717,-0.009762767,-0.04741461,-0.04054806,-0.11480707,0.30950987,-0.21136382,-0.067916304,0.05233861
Gm19705,0.20762196,-0.057396572,-0.3608781,-0.07869586,-0.16223532,0.463732,-0.038581625,-0.29281345,0.029773105,0.37815195
A430106G13Rik,-0.031254675,-0.05611773,-0.05081418,-0.02648653,-0.03298055,0.097473584,0.024517165,-0.047248796,-0.0389335,-0.0049783215
Gm28556,-0.041749723,0.006701214,0.006196076,-0.047637556,0.0043272204,-0.040953893,-0.04156397,-0.043715168,-0.045286085,0.08379923
Trove2,-0.028177485,-0.068947665,-0.036551256,-0.03456113,0.10212416,0.19568734,-0.03778402,-0.10623667,-0.011827275,-0.049785424
Rgs2,-0.11967254,-0.10241775,0.14682078,0.08613781,-0.06908124,0.43331763,-0.095963776,-0.16383988,0.06210912,-0.0070614647
Rgs1,-0.2656194,-0.20833898,0.51271766,0.11764939,0.1709543,0.009596481,-0.27309322,0.43539992,-0.062311906,-0.30912742
Rgs18,-0.056018777,-0.053898484,0.0026878442,0.037260026,-0.021932874,0.0180421,-0.0573772,-0.04164544,-0.03015729,0.016754134
BC003331,0.008870711,-0.10369668,0.061927795,-0.021462515,0.109084435,0.009115791,-0.19394207,0.1000992,0.086642645,-0.09665856
Prg4,-0.028829204,0.043157563,-0.051879454,0.0028307457,-0.006239085,-0.057282284,-0.055703446,-0.050136305,-0.04607089,-0.029469913
Gm10138,0.012058653,0.0014738363,-0.03133182,-0.0034435822,-0.048986584,-0.06459742,0.13342348,-0.0890764,0.041789148,0.12903199
Swt1,-0.08809937,-0.015714426,0.015133602,0.07772158,-0.06432887,0.24210721,0.025607582,-0.035507593,-0.0714744,0.10497666
Trmt1l,-0.06909662,0.11988162,0.07848721,-0.05894349,-0.10161605,0.20144142,-0.062161423,-0.15947722,0.08734204,0.10033735
Rnf2,-0.07003663,-0.024711318,-0.13151374,-0.0029408047,0.049095817,0.20144026,0.09217502,-0.092439584,0.23367293,0.014466349
Rgl1,-0.014468309,-0.064624906,0.04335225,-0.012605774,-0.024006365,-0.07471452,-0.0690453,-0.04905503,-0.03445709,0.025153022
Arpc5,-0.21128069,-0.72329605,0.76509714,0.05510393,0.3694204,-0.10109455,-0.5070205,1.0512878,0.28117412,-0.87093073
Ncf2,-0.08584472,-0.08572126,0.20748691,-0.030144012,-0.062309574,-0.08618358,0.07010628,-0.08500785,0.11871994,0.011893848
Rgs16,-0.07527392,-0.08847473,0.15341829,-0.03442054,0.036388576,-0.01853977,-0.06681647,0.050548915,0.2120961,-0.08318052
Gm28513,-0.004068745,-0.054719802,-0.04726956,-0.01309492,-0.022217492,-0.062793344,-0.058256928,-0.042261034,-0.030579995,0.17405143
Rnasel,-0.06910822,-0.14021993,0.053542618,-0.04382154,0.05048256,0.36206654,0.03472375,-0.16927186,0.05117931,0.06283611
Glul,-0.13903768,-0.16323021,0.35456982,0.040337186,0.06446516,0.08815211,-0.060564406,0.03423904,-0.096860886,-0.0781014
Ier5,0.06145485,-0.10094165,0.11534169,0.098472975,-0.075917,-0.16958182,-0.11077126,0.064937726,0.13943458,-0.21902542
Mr1,0.0038913141,-0.097496204,0.003029221,-0.013183266,-0.012595564,0.00941509,0.06025164,0.1098475,0.10093449,-0.106274545
Xpr1,-0.06257559,-0.024568534,0.25937024,-0.02854904,-0.040050972,0.07290352,0.022398986,-0.25138855,0.0033357972,0.0010847566
Soat1,-0.049665175,-0.084969975,0.029425839,0.06952754,-0.07751446,0.36592093,-0.13844787,-0.053510457,0.033806697,0.068541326
Abl2,0.0033113935,-0.044079408,0.038955085,0.014771614,0.023417924,0.08556315,-0.08059199,-0.03045095,-0.098918915,0.0022243038
Ralgps2,0.009144966,0.053495627,-0.17113805,-0.047180824,0.010648704,0.10331538,0.20872258,-0.20353854,-0.04345524,0.18064775
4930523C07Rik,-0.04031671,0.3186228,-0.14338043,0.14960286,-0.21608315,-0.044493552,0.1796918,-0.24608307,-0.006634095,-0.024593905
Rabgap1l,-0.10988607,-0.3336117,0.113391824,-0.023345597,-0.102293916,0.51843226,0.30861515,-0.14783198,0.1528911,0.1518819
Serpinc1,-0.076735236,-0.026748898,0.02668028,0.03336208,-0.029571796,-0.07959598,0.0058884122,0.042317484,-0.06402321,0.10792652
Zbtb37,0.075783655,-0.1074399,0.044731457,-0.0777394,0.00022303019,-0.0012042348,-0.09369317,-0.030758511,-0.0029933604,0.22116947
Klhl20,0.03216522,-0.09664224,0.19355491,0.004001183,-0.091051854,0.09249056,-0.122265175,-0.09716995,-0.13820833,0.14540435
Fasl,-0.2175336,-0.23146573,0.6180371,0.2338001,0.22816728,-0.14675336,-0.22391854,0.22948714,-0.31046116,-0.5548925
