gene_name,0_KO-NAV,1_KO-NAV,2_KO-NAV,3_KO-NAV,4_KO-NAV,5_KO-NAV,6_KO-NAV,7_KO-NAV,8_KO-NAV,9_KO-NAV,0_WT-NAV,1_WT-NAV,2_WT-NAV,3_WT-NAV,4_WT-NAV,5_WT-NAV,6_WT-NAV,7_WT-NAV,8_WT-NAV,9_WT-NAV
Kctd18,-0.09861666,-0.053440455,0.16079627,0.091425456,-0.04677642,0.03451198,-0.046094958,0.05616379,0.20469016,-0.010426498,-0.090354286,0.033653483,0.22892185,-0.12212849,0.05670381,0.015049634,-0.06579939,0.022682972,0.008266702,-0.07530623
Gm15834,-0.036693845,-0.08970013,0.023847653,-0.07797779,0.121228576,0.07699668,-0.003928632,-0.08574105,-0.08268804,-0.07300374,-0.03595931,-0.08943937,-0.08801246,-0.012401075,0.140116,0.068108454,0.0034971337,0.08165629,-0.08197201,-0.06676881
Fam126b,0.053147197,2.043187e-05,-0.08007689,-0.010966988,-0.11422069,-0.021699207,0.05401212,-0.23406518,-0.043176297,0.07312297,0.03283844,-0.026760954,-0.012003238,0.055131536,0.00037382633,-0.034459278,0.07481515,-0.034517534,-0.007717,0.26716924
Cflar,-0.1095163,-0.05494945,0.10828929,-0.045904964,-0.07881002,0.22437719,-0.116269656,0.18953408,0.16642575,0.06487514,-0.11109951,0.13940725,0.12682396,-0.028696533,-0.036410276,0.21549907,-0.06814578,0.20542298,-0.13942942,0.083532974
Stradb,-0.015862823,-0.105241455,0.075435266,-0.023942895,-0.056255914,0.23126794,-0.12890677,0.2678506,0.13480729,-0.038590536,-0.013063439,-0.22257732,0.06456561,-0.059871692,0.05801657,0.2062582,-0.12089518,-0.062813975,-0.1247619,0.004627293
G730003C15Rik,0.039150834,-0.0038723948,-0.09841367,-0.05439953,-0.06610324,0.044373706,-0.11740622,-0.09221926,0.051737573,0.052992143,0.04127948,0.08809617,-0.046702266,-0.010079826,-0.061759055,0.03752942,-0.11687289,-0.09421611,0.13713923,0.00020653181
Als2,-0.088160515,-0.021355841,0.08830582,0.112042286,0.017497838,0.052886765,-0.028361922,0.029353423,0.20116206,-0.09898283,-0.08778751,-0.11421019,0.1106398,-0.0020095084,-0.020991683,0.06917482,-0.020924915,-0.11116351,-0.107291795,-0.029081892
Gm973,-0.04095234,-0.011330595,-0.05343328,-0.014924499,-0.025164295,0.0072742365,-0.07005022,-0.048013683,-0.035000905,0.006276327,-0.040543817,-0.06377696,-0.057695065,-0.009607852,-0.021363484,0.004853811,0.024442283,-0.049760755,-0.03194898,0.032851353
Nop58,0.14727655,0.10306383,-0.47899848,-0.1792402,0.23741747,-0.022968397,-0.3238644,0.04023682,-0.27495113,0.10566719,0.14792868,0.06506907,-0.28079632,0.004219093,0.40586165,-0.02745309,-0.29274794,0.18812104,-0.49386415,-0.0056457496
Bmpr2,-0.053372,-0.051216282,-0.09622859,-0.00861934,0.041035205,0.055462237,0.06538307,0.11423081,0.032036982,0.20176764,-0.052610956,-0.10412509,0.06443393,-0.06277172,-0.022684693,0.047761902,-0.014085791,-0.093424946,-0.07982721,0.19050369
Wdr12,-0.005434662,0.1783537,-0.19992647,-0.14922169,-0.016679646,0.011244553,0.18373178,-0.11281575,0.19541731,0.4186331,0.0005575987,0.16811042,-0.2013544,-0.046064325,-0.032237813,-0.013431199,0.18236929,-0.1987636,-0.04604174,0.14163028
Carf,-0.024469504,-0.038805213,-0.09713787,0.034071013,-0.05077397,0.12907031,0.19949633,0.07991136,-0.06697746,0.03771533,-0.022035237,0.090143435,-0.061435927,0.004782866,-0.117263585,0.11392524,0.28274605,-0.08099232,-0.026763592,0.21105772
Nbeal1,0.031964224,-0.024063358,-0.040251717,-0.027461857,-0.08036866,0.16456361,0.10143619,-0.10252082,0.049203616,0.06678982,0.0042028907,-0.05335569,-0.059075087,0.03626005,-0.09705967,0.1443963,0.021419942,-0.16454977,-0.027008548,0.07708257
Cyp20a1,-0.05016493,-0.023703564,0.10988917,0.009482022,0.04061556,0.033861317,-0.07382912,0.20985131,-0.18900895,-0.21221465,-0.062130325,0.0036001424,0.007398199,0.018792236,0.061197132,0.05652446,0.014591209,0.17604011,-0.07067849,-0.02305944
Cd28,-0.40825328,-0.19261664,0.41549137,0.035989355,0.08902108,0.042620603,-0.1620169,0.16664813,0.7100618,-0.5943225,-0.41732463,-0.2118576,0.68676555,0.22861807,0.00230471,0.062363237,-0.20516843,0.22793905,0.7809424,-0.668656
Gm11579,-0.052763015,-0.026381902,-0.08173589,-0.0048063737,-0.08602221,-0.078101985,0.18142918,-0.08255764,0.102175124,0.32338503,-0.052408986,0.31514636,-0.08108969,-0.048837695,-0.039172646,-0.07844825,0.20328188,-0.08229274,-0.08499348,0.07454755
Ctla4,-0.18811911,-0.1604519,0.3499573,0.021546397,0.18093675,-0.075554825,-0.116631664,0.05628234,1.1522477,-0.2390661,-0.18830463,-0.18430382,0.24005966,-0.12982635,0.10090221,-0.08800033,-0.12936057,-0.02990816,0.6649829,-0.50369203
Icos,-0.20992479,-0.15801734,0.117678195,-0.21246924,0.039202612,-0.1307085,-0.15062581,0.3613681,0.8545783,-0.24840643,-0.19935937,-0.13620038,0.30964023,0.03633099,0.18072505,-0.122346915,-0.1967012,0.32273027,0.5347423,-0.1934034
Gm4208,-0.10510229,-0.07514334,0.24438988,-0.11404932,-0.061890513,-0.08878727,-0.10117641,0.16682349,-0.16026175,-0.1328723,-0.1051828,-0.11175173,0.2320393,0.015799074,0.21571241,-0.07464922,-0.101963036,0.33045894,-0.042282388,-0.22663443
Ino80d,-0.09550978,-0.031219661,0.15016541,0.038553495,-0.05221968,0.16352558,0.143315,-0.19441786,-0.00849028,-0.08776684,-0.10615669,-0.2511734,0.05438273,0.046850108,0.07819327,0.13359393,0.24966553,-0.008437943,-0.15979096,0.043403435
Ino80dos,-0.05917234,-0.0075176046,0.04210018,0.0027448277,0.019289123,0.031674508,-0.057632428,-0.07220388,-0.08080845,0.16764794,-0.059203915,-0.06178056,-0.06580216,0.10654922,-0.08982607,0.025472937,-0.05794098,0.12240197,-0.08282651,-0.008604138
Gm20342,0.0481869,-0.031047745,-0.083107494,-0.057865582,-0.0474848,0.019866977,-0.029306507,0.25184593,0.16870984,0.0071712723,0.06514523,-0.05185408,-0.11248618,-0.030622195,-0.068398885,0.06371536,-0.010513661,-0.011292558,-0.03495208,0.015614139
Klf7,0.1259507,0.061720945,-0.21180119,-0.059045725,-0.16981937,-0.08523912,0.102365464,-0.3270841,-0.046711113,0.21828058,0.12156674,0.18003598,-0.10730476,0.09504818,-0.05048397,-0.08767282,0.084418334,-0.11678328,-0.13986741,0.09567967
Ccnyl1,-0.019516002,-0.07502921,0.027899235,0.20344535,-0.102213085,-0.06646772,0.015305226,-0.08657687,-0.09548172,0.013250461,-0.018826654,-0.0757898,0.0062159607,-0.004218604,-0.10481404,0.011827661,0.022287022,0.074720345,-0.09757021,0.040676806
Plekhm3,0.00973453,-0.14538579,-0.012668191,-0.025996482,-0.11582848,0.1600835,0.08652274,-0.016818995,-0.00832292,-0.09243462,0.011889042,0.045541976,0.023626192,-0.040767107,-0.039057005,0.14429502,0.10669931,-0.13412984,0.29402632,0.12560326
Pikfyve,-0.04726862,-0.06524247,-0.022170473,-0.06846814,-0.08787252,0.20072703,0.014918488,-0.12310994,0.13392618,0.4444162,-0.04450534,0.19280536,-0.014788518,0.046833545,-0.058253773,0.17625266,0.004321536,-0.08950907,0.12181745,0.030052805
Kansl1l,0.050549027,-0.04142318,-0.13101992,-0.049829986,-0.028942537,0.39206737,-0.1457783,-0.10277708,0.073307656,-0.10243713,0.05398575,-0.19460396,-0.09055057,0.025088007,-0.044466592,0.36148337,-0.14036332,-0.04652377,0.061920665,-0.06747323
Lancl1,0.02987708,-0.11271105,-0.039229106,-0.07674285,0.13795955,0.20398575,0.006642695,-0.14001188,-0.008536196,0.03969047,0.011276744,0.053391166,-0.12131612,0.06355377,-0.1564429,0.1741701,0.033407826,0.2721231,-0.026403483,0.0149632655
Ikzf2,-0.134432,-0.29887605,-0.20888154,0.036762077,-0.08262759,1.5720291,-0.23050652,-0.18007664,0.105675146,0.32403275,-0.13503766,-0.33183587,-0.1245155,-0.02823722,-0.102376096,1.5206003,-0.24234043,-0.24314956,0.013586957,0.3925635
Fn1,-0.016956115,-0.044183206,0.17457761,-0.053267382,-0.05140564,0.0424926,-0.043244716,-0.04725128,-0.049617197,-0.057122007,-0.016604796,-0.044385288,-0.045491066,-0.054234028,-0.05209668,0.03738844,-0.043329556,-0.04693364,-0.050172083,0.016460666
D230017M19Rik,-0.02385846,-0.07468879,-0.06342891,-0.025576558,-0.035641804,-0.0022016314,-0.07976259,-0.0581017,-0.04531074,-0.0047371252,-0.023088943,-0.07359627,-0.06761805,-0.02035054,0.14305708,-0.0046671643,-0.07930393,-0.05981899,0.26242194,0.0213849
Rpl37a,0.56510264,0.79335976,-0.7885622,-0.47925058,-0.5164296,-0.56103694,0.60076165,-1.4835672,0.15824948,1.2225521,0.57644635,0.93334574,-0.7709233,-0.43676415,-0.4686779,-0.534348,0.6410663,-1.3212115,0.22765005,1.0511445
Rufy4,-0.010148967,-0.059869446,-0.044564214,0.0068874117,-0.006793992,0.008292139,-0.06676613,-0.037323084,-0.0199367,0.03521386,-0.009364061,-0.05838442,-0.050258387,0.01399099,-0.001715723,0.00662793,-0.06614267,-0.03965735,-0.015859015,0.070720784
Cxcr2,-0.06926652,-0.015645828,-0.112255454,0.08282732,-0.0006998883,-0.033655036,0.044626884,0.0675742,-0.10820993,-0.09915043,-0.06863441,0.05250163,0.12847053,-0.072877586,0.005728641,-0.037812736,0.058231775,0.24378079,0.34255725,-0.09331776
Retreg2,-0.037694782,-0.05116579,-0.20524614,0.17280196,0.0003697585,-0.108988136,0.078556344,-0.23118806,0.006739927,0.0019281646,-0.037925508,-0.038575128,0.147441,0.1333897,0.05617471,-0.09232651,0.15732285,-0.06214928,0.09788836,-0.13065256
Ankzf1,-0.06253847,0.07241759,-0.0998183,-0.060932364,-0.088792,0.20006339,0.119957976,-0.0151512185,0.13231984,0.08138017,-0.06020702,0.26543534,0.044202395,-0.080450006,-0.10447307,0.19042443,0.06228933,-0.06464264,0.025411088,0.085324176
Tuba4a,0.19010097,-0.028663786,-0.27286494,0.25129914,-0.096262775,0.3688733,-0.26128113,-0.06980463,-0.3361052,-0.21570578,0.18477662,-0.475307,-0.33022222,0.16873766,-0.12183282,0.3652,-0.26292342,0.26555857,-0.4537064,-0.009071241
A630095N17Rik,-0.0036975855,-0.031837896,-0.03782717,-0.05796134,0.06728289,-0.02529656,-0.02913907,-0.040660787,-0.047464468,0.19527897,-0.003363267,-0.03241902,-0.035598915,0.019817485,-0.05459474,-0.026490567,-0.029383041,-0.03974734,-0.04906016,-0.082940765
Dnajb2,0.0825436,-0.006325927,0.0018780545,-0.019627642,-0.042184196,-0.0953705,0.16762842,-0.044870004,-0.07984795,0.06791104,0.087045394,-0.23013647,-0.14323927,-0.075663984,-0.03527375,-0.029502878,0.15057516,-0.19016686,-0.049763467,0.13140945
Ptprn,0.0031862098,-0.048926566,0.06675767,-0.025252076,-0.030104017,-0.05485468,-0.05137239,-0.04093078,-0.034764912,-0.015206454,0.003929257,-0.04839992,-0.045518123,-0.02273288,-0.028303072,-0.053772606,-0.051151287,-0.041758597,-0.033318814,-0.0026143645
Gmppa,0.021303605,-0.008817067,0.05882175,-0.20046015,0.085450634,0.063428394,-0.1548785,-0.0023731368,0.04451252,-0.13221514,0.009609505,-0.046313167,-0.12900732,0.034594107,0.23826233,0.047165178,-0.14028269,0.17848447,-0.21683948,-0.04095404
Stk11ip,-0.0116406735,-0.05338498,0.19521178,0.06744397,0.040069684,0.066472284,0.031506736,-0.12673523,-0.043052427,0.08274218,-0.0092228195,-0.19246514,-0.19361827,0.0026601006,0.14127272,0.05179738,0.050156977,-0.10923997,0.027150663,-0.12347042
Mogat1,-0.062042683,0.14514911,-0.09970555,-0.055999953,-0.067621626,0.038333718,0.055849276,-0.093554564,0.041550517,0.35771275,-0.06126235,0.2731539,-0.039075248,-0.049965817,-0.06330789,0.031745587,0.07104923,-0.09553741,-0.07532191,0.10986917
Acsl3,0.02667111,-0.06511461,-0.14127271,0.054208383,-0.07552749,0.37720194,-0.047652513,-0.12866835,-0.09840451,0.053982746,0.02949341,-0.043520767,-0.15118435,-0.039347846,-0.010329057,0.35061237,-0.03544209,-0.13273151,0.032100204,0.16107893
Utp14b,-0.030361671,-0.027723182,-0.0707297,-0.035057712,-0.044543184,0.1614409,-0.08612254,-0.065709345,0.06287347,-0.015418667,-0.029595014,0.11733857,-0.07467754,0.03698979,-0.041022364,0.1494246,-0.08569029,-0.06732772,-0.050828066,0.009198684
Serpine2,-0.02752866,0.0076441364,0.3476085,-0.1214351,-0.020888537,0.0026536868,-0.020265894,-0.08898999,0.14526935,-0.25830117,-0.02767759,-0.039829947,-0.058797218,-0.138272,-0.08859077,0.037769943,-0.021721123,0.031376462,-0.13909006,0.091066524
Col4a4,-0.037401646,-0.06463508,-0.06652275,0.17654842,0.16749501,0.021980016,-0.06378448,-0.067415826,-0.06956017,-0.07636213,-0.03704878,-0.06481823,-0.065820456,0.0689034,-0.071807444,0.016906284,-0.06386138,-0.06712793,-0.070063084,0.09544974
Agfg1,0.08907783,0.047171626,-0.004914513,0.042433623,0.0525817,-0.112525605,0.020080913,-0.052569266,-0.028485665,-0.09715757,0.0979624,-0.060627483,-0.11957808,-0.07179417,-0.030955907,-0.079899654,0.06861086,-0.11707719,-0.01765331,-0.08003202
Trip12,-0.029143933,-0.0473146,0.13023035,-0.09051395,0.00058720756,0.30228183,-0.20552412,-0.11058803,0.0047913617,0.016735464,-0.029335333,-0.22134973,-0.09878824,0.060429618,0.0667466,0.29211137,-0.21847717,0.08779586,0.03874365,-0.052183345
C130026I21Rik,0.05326804,-0.022462614,0.018835654,-0.052748263,-0.16397417,0.06362038,0.25932017,-0.25751275,0.0029221394,0.1350788,0.058739252,0.5725493,-0.08799937,-0.041411076,-0.11106798,0.072222345,0.28126556,-0.12283041,0.0016970291,0.34310725
A530032D15Rik,-0.047987286,-0.09759443,0.10504832,-0.042961918,-0.054158513,0.22863121,-0.016146518,-0.07914293,-0.06491425,-0.019780101,-0.04722476,-0.096379116,-0.020519253,-0.037148487,-0.050002553,0.21224461,-0.008310798,-0.08105325,0.24181472,0.009278077
Gm16094,0.020830527,-0.056957047,-0.04695119,-0.013314467,-0.022258744,-0.06788519,-0.061465785,-0.04221727,-0.030850844,0.0052040713,0.02195394,-0.055986207,-0.05067378,-0.008670472,-0.018938802,-0.06589045,-0.061058197,-0.043743305,-0.02818504,0.028416876
Sp100,-0.20133334,-0.28458703,0.63176,0.30954185,0.10787537,0.011561211,-0.3207027,0.16257167,0.06341154,-0.61450076,-0.20300521,-0.13390262,0.5322628,0.24403717,0.02794824,-0.0058419113,-0.31156546,0.2371601,0.17124674,-0.48151985
Itm2c,-0.04127129,-0.14343984,0.264997,-0.19690724,0.08586662,0.33807945,-0.19582857,-0.11560509,0.050394926,0.07156076,-0.03477201,-0.081246346,0.29486564,0.008624663,-0.1597032,0.336385,-0.20076162,-0.10977617,0.08743361,0.16788726
Armc9,0.03501352,-0.009486278,-0.044793963,0.012919977,-0.040384393,0.0068847784,0.028816923,-0.11269527,0.03404729,-0.03770027,0.03743707,0.018420786,0.0012843179,-0.059642315,-0.040409625,0.026243716,-0.047649585,-0.11510864,-0.09050385,-0.0009901214
