gene_name,0,1,2,3,4,5,6,7,8,9
Ino80dos,-0.33433533,0.2397485,-0.08072531,0.24118285,-0.2719162,-0.24948893,-0.2673321,0.16194008,-0.38751975,0.15557386
Gm20342,0.6676144,0.15455033,-0.45393738,-0.33038723,-0.37729114,-0.043964803,-0.13528623,0.40237695,0.46722037,0.16310236
Klf7,1.2616581,0.9254871,-0.76461464,0.021879522,-0.6889831,-0.85756195,0.60602325,-0.7313443,-0.389853,0.580638
Ccnyl1,0.0012278949,-0.16920413,0.08686726,0.27882093,-0.6835046,-0.32282197,0.18715969,0.038082924,-0.46013415,0.24575913
Plekhm3,0.24382232,-0.31971234,0.05774723,-0.30259922,-0.46298692,0.38909,0.62064594,-0.29205608,0.5408352,0.23012681
Pikfyve,-0.25317338,0.08565121,-0.05823616,-0.09520156,-0.45352548,0.56083816,0.5639668,-0.3625109,0.65431106,0.64465284
Kansl1l,0.5858536,-0.03691403,-0.49895993,-0.13154498,-0.23205219,1.5563133,-0.8509273,-0.24068122,0.35622242,-0.2669802
Lancl1,0.39398307,-0.32761535,-0.38057944,-0.054313496,-0.23834532,0.549646,0.067603864,0.38286287,-0.06020881,0.28224552
Ikzf2,-1.0115471,-1.570292,-0.869374,-0.12885499,-0.62099105,7.7856917,-1.4404204,-0.8530038,0.36490005,1.38056
Fn1,0.027131269,0.031927545,0.25517324,-0.4042792,-0.32897776,-0.18545212,-0.1706721,-0.15928082,-0.23070082,-0.010566273
D230017M19Rik,-0.033496242,-0.16572264,-0.30498108,-0.2361733,0.4901611,-0.41146922,-0.40435162,-0.20266435,0.36821115,0.1029015
Rpl37a,5.067059,5.4137373,-3.6847517,-2.527355,-3.3601694,-3.2581036,4.0948787,-5.009187,0.9271865,4.5115705
Rufy4,0.08520015,-0.069008134,-0.21826226,-0.05776413,-0.0026952252,-0.3507666,-0.31742948,-0.12715691,-0.075406216,0.29602656
Cxcr2,-0.42509407,0.16158853,0.12854111,-0.19046408,0.049309228,-0.58960164,0.36382008,0.6456875,0.3255083,-0.34741157
Retreg2,-0.099478856,0.04359124,-0.072107404,0.68388706,0.23176333,-0.88257194,0.81814295,-0.46704814,0.21951461,-0.29658994
Ankzf1,-0.3809885,0.7362965,-0.06354009,-0.5017465,-0.64055765,0.63700074,0.8059166,-0.13795026,0.4687491,0.49079633
Tuba4a,1.8054833,-0.20923972,-1.4114747,0.9347978,-0.69726795,1.5762874,-1.656866,0.49998078,-1.865193,-0.31280673
A630095N17Rik,0.14081489,0.11201362,-0.17036274,-0.1688273,0.00596209,-0.5287535,-0.07987656,-0.13400385,-0.22201702,0.30119234
Dnajb2,0.8556626,0.15153405,-0.35412404,-0.40393856,-0.23658809,-0.54494244,1.4561712,-0.4522978,-0.32262447,0.37750056
Ptprn,0.19870202,0.0015549103,0.028100796,-0.24384595,-0.17414366,-0.67537385,-0.22074136,-0.13791949,-0.15358485,0.016633568
Gmppa,0.3158559,0.06771192,-0.19331545,-0.39763084,1.2365133,-0.13290954,-0.9604979,0.4044176,-0.2543787,-0.28737217
Stk11ip,0.055573717,-0.10693601,-0.09134474,0.030808534,0.7098309,-0.108014956,0.2589507,-0.41271007,-0.06569306,0.048727747
Mogat1,-0.3622555,1.1184931,-0.30023313,-0.39446032,-0.4215665,-0.21577819,0.43810397,-0.33370802,0.0017014149,1.1583722
Acsl3,0.3873246,0.03541003,-0.6867004,-0.13667424,-0.23516314,1.4978899,-0.22312112,-0.46654698,-0.22613181,0.61219823
Utp14b,-0.0896146,0.10940213,-0.33922473,-0.06528816,-0.26661044,0.4166576,-0.44631916,-0.23052281,0.11297298,0.054502018
Serpine2,-0.0656791,0.3419712,0.5793207,-0.81836903,-0.3781839,-0.18340182,-0.03441587,-0.059839327,0.20022687,-0.18054882
Col4a4,-0.14899519,-0.10116319,-0.30990824,0.46616766,0.22860311,-0.29552823,-0.30522996,-0.23361112,-0.32911697,0.16161309
Agfg1,0.95474064,0.52404535,-0.39215344,-0.25555626,0.04573117,-0.81578696,0.33782834,-0.29649043,-0.10497983,-0.19365141
Trip12,-0.0004914404,-0.15286805,0.06366169,-0.08246925,0.27209136,1.1834911,-1.2851517,0.0502053,0.1027206,-0.06711321
C130026I21Rik,0.59781075,0.13881737,-0.30762017,-0.3553422,-0.8910715,0.0017538064,1.6691785,-0.6444788,0.027575117,0.9316985
A530032D15Rik,-0.24109598,-0.31471193,0.18333916,-0.32619014,-0.33005452,0.75426775,-0.010389026,-0.28049803,0.26949388,0.05102276
Gm16094,0.3483306,-0.05040512,-0.22567044,-0.17326523,-0.11491698,-0.74049807,-0.2849491,-0.14382984,-0.13196494,0.134065
Sp100,-1.5392898,-1.503917,2.771559,1.2776891,0.46681648,-0.4177826,-2.0571094,0.7546404,0.5307249,-2.3155644
Itm2c,-0.1890398,-0.6411162,1.1969047,-0.46810728,-0.3377588,1.4214286,-1.2093493,-0.3747384,0.33377427,0.3625493
Armc9,0.4606402,0.4333229,-0.07094762,-0.28731012,-0.2513801,-0.24534659,0.2627756,-0.40493912,-0.049750347,0.0026023577
Ptma,0.2870822,-1.6933707,-3.0886176,3.7313347,3.8205636,0.9052034,-0.45387825,3.1038454,-6.61404,-2.6575394
Pde6d,0.52951187,0.114440225,-0.31917968,-0.15758058,-0.3020769,0.8160477,-0.5728824,-0.44562408,0.5414027,0.17705639
Dis3l2,0.10606291,0.3314393,-0.24776699,0.1647815,-0.52165,-0.023978258,0.14314936,-0.50375926,0.76463413,0.6192422
Gigyf2,0.2353916,0.33512405,0.1869663,0.16689615,-0.42139047,-0.22232379,-0.677327,-0.06675435,-0.2049635,0.53847057
Atg16l1,-0.02527325,-0.32748243,-0.29158396,-0.039183665,-0.005815453,-0.61261386,1.8817016,0.23796906,0.31174025,0.16563873
Dgkd,0.8249626,-0.7249376,-0.44174203,0.11965058,-0.59887254,0.19704004,0.38824412,-0.37754157,0.6034911,0.87108874
Usp40,0.53640115,0.41917792,-0.7521028,-0.449165,-0.36091486,0.22108877,1.3906405,-0.53066427,0.06753936,0.77986604
Arl4c,3.5735936,0.6883183,-1.5798727,0.7067546,-1.5302278,0.48872143,-0.1256754,-2.2751803,-3.031761,0.8931398
Ramp1,4.213786,-0.76805013,-3.113656,-0.71624637,-1.7561467,4.500848,-0.47520694,-2.2279015,-1.769371,2.9863412
Hdac4,0.9507226,-0.036895458,-0.7032731,-0.12419516,-1.098319,0.091472976,1.5719736,-0.5572706,0.14166676,0.91532195
Gm26720,-0.27591407,-0.18699569,-0.34663188,-0.20413862,-0.39105532,0.03242752,0.13764726,0.4738039,0.19700977,0.7841547
Ankmy1,-0.18046853,0.059215043,-0.16178341,-0.18502165,0.24448581,-0.20151553,-0.16391797,-0.10280234,-0.10337499,0.068589956
Dusp28,0.33742806,0.8877653,-0.35197932,-0.4587095,0.1688402,0.14429502,-0.3316656,-0.098875515,-0.05983799,-0.040808998
5033417F24Rik,-0.049778625,-0.014831484,-0.21856861,-0.066915765,-0.19608475,-0.258908,-0.236754,-0.14816855,0.40137038,0.00015031894
9430060I03Rik,-0.50559586,1.7488487,-0.28615278,0.04195851,-0.075631544,-1.1535469,0.5488876,0.12010749,0.14260225,-0.18373117
Sept2,-0.28366598,0.013923374,0.2234684,-0.12153578,0.3745055,-0.42565387,-0.060798004,0.23597221,0.39669502,-0.30457535
Farp2,-0.49664396,0.46590286,0.16247533,-0.23315042,-0.2030502,-0.41752106,-0.4101924,0.20711507,-0.20274314,0.109217145
St8sia4,0.13926858,-0.2267619,0.36193657,0.4207261,-0.8193554,1.0739053,-1.6130475,0.16176909,-0.13846713,0.32132062
Gin1,0.05307432,-0.6351045,0.35822645,0.27364013,0.1575871,-0.35076758,0.0328355,0.3276014,-0.22180298,-0.02211763
Pam,1.2701504,-0.3136086,-0.6165721,0.0699797,-0.50168025,-0.29623353,0.44886345,-0.42768216,0.08785966,0.24307509
1810006J02Rik,0.09607704,0.559174,-0.26262265,-0.3064885,0.09174824,-0.73979175,-0.29922083,-0.18183686,-0.212296,-0.031218318
Gm7967,0.8335451,-0.5439405,-0.518263,-0.18976066,-0.29658577,1.191313,-0.62468123,-0.43141153,0.34323436,0.4379563
2310035C23Rik,0.20038465,-0.6585687,0.30380926,-0.13243483,0.106865935,0.09210006,0.60936475,-0.15193242,0.28487208,-0.33202502
Gm7160,0.080358006,-0.23964046,0.05510097,-0.2344837,0.24394739,-0.28064308,0.23475072,0.13089743,0.72560936,-0.1087502
Bcl2,0.2817358,3.8074408,-1.9379493,-1.5248603,-1.8121984,-1.1577977,4.489316,-2.2266824,1.7541028,2.332936
D630008O14Rik,-0.19305338,0.044860523,-0.18451875,-0.27285293,0.4996419,-0.19847906,-0.17036489,-0.12678455,-0.15547134,-0.04161048
Kdsr,1.0156454,0.41701332,-0.11448019,-0.35262,-0.19032148,-0.021668399,-0.42170802,-0.8071246,-0.4868766,0.69117004
2900060B14Rik,-0.14110021,1.2705035,0.057762112,-0.19842729,-0.31864583,-0.93915904,1.0535282,-0.109356016,-0.090945624,-0.27076533
Tmem185b,0.67259115,0.15282896,-0.55286866,-0.37925565,0.23261835,-0.0051073004,0.12936147,-0.39880326,0.74466836,-0.017821537
Dbi,-1.5657609,-3.0676596,1.062903,1.6795474,3.9952343,-0.70286113,-2.158467,3.9674819,-1.6357601,-3.9179049
Ddx18,1.552586,1.3959712,-1.3212214,-1.5605537,1.0514567,-0.94897217,-0.56410736,0.24457628,-0.8154137,1.4024476
Mgat5,0.3283067,-1.0514902,-0.4408484,0.23308031,-0.50344574,1.0132576,0.8471726,-0.716678,1.1971564,0.5803895
R3hdm1,-0.036749724,0.42697528,-0.66679126,0.5762508,0.049418323,0.22507143,0.509961,-0.6174781,0.088618994,0.06273841
Mcm6,-1.3742907,-1.3433142,0.00531113,-0.06262709,7.8722267,-0.35712683,-0.85621536,-0.5457428,-2.3651943,-2.2067032
Cxcr4,-0.37078002,1.7253608,-0.17734621,0.063887574,-0.7051469,-0.6821289,0.46253973,-0.21551165,-0.42363265,1.0326376
Cd55,-0.087817416,2.1994798,-0.5080307,-0.66440994,-0.6498969,-0.83959633,1.4418899,-0.439079,-0.28318584,1.1074699
Gm16083,-0.08078652,0.28466514,-0.21895136,-0.19581182,-0.133689,-0.71906286,-0.26373816,-0.1416877,-0.138667,0.7361366
Rassf5,-0.0864696,-0.109826215,0.55187744,-0.47838384,-0.3809263,0.2216312,-0.08960523,0.06542453,1.0499684,-0.14446622
Ikbke,0.12266236,0.7086507,-0.84787285,-0.47536552,-0.86233413,0.5194272,1.5371716,-0.36034334,1.526055,0.09163301
Ctse,-0.18086536,-0.10604981,-0.35024604,-0.398817,-0.32149136,0.5694034,1.7538885,-0.03295615,0.38191777,0.42886752
Nucks1,-0.44517174,-0.2648387,-1.9308829,3.0695739,0.6500311,0.40921265,-0.90341604,3.136221,-3.2851744,-1.7151939
Elk4,-0.21572486,-0.5191268,0.022031067,-0.54200965,-0.46398777,1.4452789,0.73915005,-0.70167494,0.8971116,1.3623043
Mfsd4a,0.3166466,-0.16493683,-0.37342286,-0.27576756,-0.53766096,0.14837848,0.7630819,0.7360071,-0.109406404,0.52443093
Nuak2,0.3939644,0.384103,-0.27632987,-0.25565398,-0.30319208,-0.30923685,0.32441247,-0.34206483,-0.32211182,0.8352013
Dstyk,0.719501,0.022620171,-0.09561748,-0.2550813,-0.35076573,0.6450766,-1.0037394,-0.1916343,-0.1633651,0.3280272
Ppp1r15b,-0.30686942,-0.38142434,0.40292633,0.58010626,0.31620386,-0.21009205,0.1381238,-0.07885749,-0.3696041,-0.20714454
Plekha6,0.7776279,0.72867376,-0.15965322,-0.36718705,-0.4090718,-1.1241239,0.36538482,-0.35388348,-0.37328553,0.5233173
Sox13,-0.58695275,-0.22727071,-0.31920326,-0.094931595,-0.07664089,1.4633255,-0.48647088,-0.19766352,-0.14597441,0.31860206
Zc3h11a,0.41496113,-0.0295801,0.26236513,0.005503682,-0.120465845,-0.23283003,-0.2733994,0.06718609,-0.62827814,-0.15308928
Btg2,-0.9147679,-1.0629473,1.189562,0.80278033,-1.0858512,1.0246727,1.220672,-0.5485998,-0.15682356,0.15529427
Klhl12,-0.35181594,0.82971066,-0.25551692,-0.052182037,0.117998816,0.41045785,-0.022070253,-0.20839295,-0.38327914,0.6418003
Kdm5b,-0.22407839,-0.04689972,0.055762865,-0.8387074,-1.2907164,0.5335359,2.5193782,-0.9429604,1.8322922,1.1745474
Ppp1r12b,1.0896285,-0.15910034,-0.18930839,-0.3362448,-0.294782,-0.32485035,-0.5358355,0.11706086,0.14211461,0.40229744
Ptpn7,-0.7054887,-1.6700565,0.47306585,1.0033951,0.18012163,1.8549771,-1.5832425,1.3398727,-0.041769978,-1.0811334
Arl8a,-0.78272176,0.37326872,0.58098173,0.28589025,0.013512703,0.31254974,-0.19846822,-0.23850138,0.16112791,-0.34051037
Gm15445,-0.40672547,0.20092565,-0.07007164,0.017400645,-0.14742851,-0.75867903,0.7584043,-0.2208093,0.24266317,-0.15766901
Shisa4,0.42667958,-0.15939288,-0.05815063,-0.18663831,-0.153511,-0.84532076,-0.4026455,-0.18983924,-0.17394912,0.16585529
Phlda3,0.010197148,-0.1673597,0.29905164,-0.29140818,-0.5872873,-0.30570155,0.19723754,0.09595497,-0.1420218,0.6557163
Lad1,0.37449935,0.27722827,-0.2391954,-0.29965377,-0.23979704,-0.7044496,-0.25927526,-0.16565575,-0.19673409,0.23900193
Tmem9,0.034294624,0.87928444,-1.2507387,-0.38133943,-0.26786798,0.8958618,1.4649626,-0.12810594,0.42559394,0.17067057
Camsap2,0.48086697,1.1787208,-0.18637453,-0.29235774,-0.2418294,-0.8205754,-0.27610528,-0.52056694,-0.02740462,0.60453224
Gm33994,1.2247338,1.0721372,-0.63849705,-0.34211913,-0.32510558,-0.9447929,-0.06498195,-0.43390417,-0.428249,0.5477765
Zfp281,0.59997165,0.29984066,-0.041332435,-0.36993545,-0.25217903,-1.003388,2.1425765,-0.7643572,-0.32005438,0.25148207
Gm19705,1.9652901,-0.053928845,-1.7114273,-0.5355684,-1.0845399,2.1058223,-0.13921502,-1.0643944,0.16250797,1.5799521
A430106G13Rik,-0.092743695,-0.04560595,-0.23659521,-0.25912213,-0.20041603,0.13746014,0.2744069,-0.15980452,-0.17688623,0.017778222
Gm28556,-0.18316343,0.36322853,0.034576472,-0.37111595,0.05477524,-0.606483,-0.15876472,-0.14678766,-0.20826648,0.3797595
Trove2,-0.066232264,-0.12910499,-0.16875301,-0.30187684,0.72372234,0.6652849,-0.1339866,-0.37709892,-0.042987972,-0.16491811
Rgs2,-0.8545048,-0.346933,0.7034638,0.33721906,-0.44735068,1.9423681,-0.5153635,-0.5892926,0.3222401,0.009284421
Rgs1,-2.111905,-1.0362831,2.443868,0.5040716,1.1945318,-0.3348129,-1.6764734,1.6181349,-0.29236996,-1.2223582
Rgs18,-0.30609798,-0.031162795,0.01788942,0.07841321,-0.12484812,-0.28942406,-0.2624228,-0.13916337,-0.13353387,0.10639006
BC003331,0.25295523,-0.35525644,0.29966673,-0.2325202,0.7713318,-0.33739623,-1.1576258,0.38298324,0.4434299,-0.35603842
Prg4,-0.071847126,0.6004916,-0.24166223,-0.10388839,-0.017500024,-0.6942357,-0.2514511,-0.17044128,-0.21214323,-0.0820837
Gm10138,0.28042087,0.32920802,-0.14392655,-0.1371107,-0.30989993,-0.73354906,0.98830396,-0.31388542,0.22186434,0.5641914
Swt1,-0.5824872,0.2173444,0.07708819,0.29265547,-0.41484368,0.9147566,0.28155476,-0.11655331,-0.33763054,0.4661083
Trmt1l,-0.41876966,1.0998225,0.37843227,-0.4309804,-0.6698941,0.6962088,-0.2937841,-0.57322186,0.44688472,0.44719195
Rnf2,-0.4268683,0.15879136,-0.6204461,-0.13444851,0.3609998,0.6962025,0.7179142,-0.32627442,1.1697243,0.09706185
Rgl1,0.051878687,-0.100971855,0.21131139,-0.18562412,-0.13903114,-0.78792083,-0.3389089,-0.16645817,-0.15477385,0.14063564
Arpc5,-1.6437519,-4.3876963,3.6443214,0.17289594,2.5520728,-0.9296936,-3.2099013,3.886889,1.4043689,-3.513053
Ncf2,-0.56306237,-0.2382699,0.9920248,-0.27848837,-0.40103137,-0.8495584,0.57325035,-0.29889804,0.60188407,0.086572744
Rgs16,-0.47199005,-0.25618985,0.7348451,-0.3011324,0.2740802,-0.486024,-0.32429862,0.20045419,1.0631399,-0.30108312
Gm28513,0.14147578,-0.03650805,-0.21973507,-0.18821412,-0.12679495,-0.7238536,-0.26818955,-0.14143105,-0.13562192,0.7477535
Rnasel,-0.4188696,-0.5929549,0.25978228,-0.3509103,0.37048534,1.5594474,0.34131262,-0.60930246,0.26824948,0.29428455
Glul,-1.0213445,-0.742709,1.691631,0.09470665,0.4661286,0.087364264,-0.28331542,0.14037329,-0.46303368,-0.28037354
Ier5,0.7059921,-0.33732632,0.5537322,0.40253323,-0.4941084,-1.2977608,-0.6124288,0.25345844,0.7042094,-0.85497665
Mr1,0.2100554,-0.31490287,0.019513192,-0.1886819,-0.060979385,-0.33578774,0.5086517,0.4188932,0.5140282,-0.39524662
Xpr1,-0.36258802,0.15972063,1.2388101,-0.27004305,-0.24877886,0.0054146172,0.26052195,-0.9117968,0.03191398,0.04249979
Soat1,-0.25135875,-0.23338042,0.14506981,0.24926835,-0.50503534,1.5801618,-0.79385304,-0.1828707,0.18243295,0.31754696
Abl2,0.20505913,0.032741126,0.19039609,-0.04066199,0.18535878,0.07345057,-0.4145992,-0.09792608,-0.47319984,0.04714618
Ralgps2,0.25531808,0.6677732,-0.8089208,-0.36869755,0.09801523,0.1688554,1.4819008,-0.7355311,-0.19922255,0.77464926
4930523C07Rik,-0.17081735,2.3932579,-0.6768905,0.67326385,-1.4528679,-0.6255059,1.2915998,-0.8922529,-0.017334905,-0.062202286
Rabgap1l,-0.7701899,-1.8515756,0.54445755,-0.24249102,-0.67453086,2.399795,2.1367114,-0.5303241,0.7706814,0.65735954
Serpinc1,-0.48457992,0.14553052,0.13201044,0.05777375,-0.1770996,-0.81415504,0.15229268,0.17013197,-0.30082342,0.478136
Zbtb37,0.8294415,-0.37961784,0.21787164,-0.530504,0.026701905,-0.3928586,-0.50047934,-0.09905905,0.00064945524,0.93987244
Klhl20,0.45364827,-0.30934516,0.92575663,-0.09769097,-0.5976333,0.11068016,-0.6877731,-0.34369975,-0.66728014,0.630948
Fasl,-1.6976236,-1.1867954,2.9448242,1.1190847,1.585878,-1.1750752,-1.3541261,0.85961133,-1.518168,-2.2244399
Mettl13,0.5520964,0.520542,-0.14517473,-0.45746535,0.44555873,-0.44096404,-0.18320112,-0.26907334,-0.6103857,0.4754235
Gorab,0.49263144,-0.21965703,0.100235686,0.3310251,0.006894529,-0.4097624,0.057697073,-0.09019972,-0.70480716,-0.4002282
