,AllAct_P2,AllAct_P4,AllAct_P9,AllAct_P10
Mbd4,0.23308036,0.168555,0.03494085,0.035501115
Chaf1b,0.1500931,0.09929278,0.044047575,0.04434576
Cramp1l,0.5118285,0.37825295,0.22464679,0.2284242
Ssrp1,0.41636354,0.30106962,0.1326247,0.082834825
Rb1,1.3307371,1.0553287,1.1016501,1.3103877
Prdm4,0.13299628,0.110892564,0.072939664,0.07798103
Ivns1abp,0.44734725,0.35625798,0.3084725,0.21435507
Rbbp4,1.425109,1.1355178,0.5784502,0.6108801
Prpf4b,0.5908054,0.48214796,0.27951145,0.3140998
Pcmt1,0.98154545,0.9191274,0.41023082,0.4619251
Tnf,0.2697469,0.20822793,0.13354892,0.048659105
Suv39h2,0.10202822,0.08123443,0.021690171,0.024728505
Hells,1.8025081,1.0864244,0.14985453,0.1419068
Myc,0.057768345,0.038864024,0.0065899026,0.0042769895
Orc1,0.8345119,0.75210685,0.09982433,0.092345186
Mcm2,0.093001895,0.06801958,0.010333521,0.007649546
Hnrnpr,0.79168475,0.55845934,0.40569806,0.44684938
Uhrf1,0.64221424,0.33136976,0.019224217,0.0038210852
Cenpk,0.8853301,0.6782815,0.062571496,0.049134888
Hat1,0.955644,0.8535219,0.5797991,0.39807603
Dek,1.1560488,0.90713155,0.40064165,0.39429837
Actl6a,0.23287559,0.16276076,0.06951389,0.06368594
Snapc1,0.16189541,0.14704698,0.12362611,0.10324035
Cebpg,0.22243975,0.19746956,0.13132685,0.15939666
Tcf19,0.025829509,0.010051392,0.0030845117,0.0017389422
Hnrnpab,0.15629958,0.108957514,0.058022637,0.057418626
Epcam,0.014978123,0.008691037,0.0036354905,0.0
Ube2k,2.1294703,2.0359552,1.8008013,1.7998794
Rpa3,0.049764298,0.04010639,0.0097210575,0.012527023
Ercc2,0.037050486,0.03273454,0.03448769,0.031774506
Pias2,0.6756212,0.513654,0.5110228,0.582314
Hdac3,0.053039063,0.047399815,0.020927334,0.032748528
Ddb2,0.5443501,0.486938,0.37479186,0.1502393
Prdm5,0.0559224,0.019459177,0.0045201425,0.008627811
Zdhhc13,0.21366695,0.15805799,0.11627945,0.122794494
Id3,0.04207014,0.024477176,0.0075368574,0.00023249778
Tnfsf8,0.19638906,0.14255694,0.07241598,0.013372071
Jdp2,0.04384059,0.039355557,0.03605616,0.026954519
Baz1a,1.9909066,1.7983559,1.9512167,1.8606563
Csrp2,0.022617951,0.017920652,0.0011988175,0.0028956512
Mxd3,0.007103636,0.0058878995,0.00091723906,0.00016800423
Mllt3,3.8220012,3.4509842,2.9537432,2.9093173
Crtc1,0.08319471,0.058378417,0.061366852,0.07349967
Aatf,0.7499542,0.5712395,0.5264643,0.5369124
Ccr9,0.1061275,0.08743347,0.039783612,0.030012572
Gatad1,0.36345983,0.29811257,0.09997543,0.08147209
Pbx3,0.5118125,0.31643376,0.2678906,0.30792257
Il1rl1,0.046696994,0.03706584,0.022170773,0.037448622
Tox,3.2779248,2.983769,2.314104,0.8511488
Prmt7,0.17777213,0.12054599,0.090839505,0.063488856
Tnfsf4,0.02985656,0.011858497,0.0020982851,0.0022490108
Pa2g4,0.2345253,0.13423388,0.07012085,0.058034405
Trps1,2.8835797,2.438101,2.2293358,2.080128
Zdhhc2,0.6110913,0.4042581,0.3492978,0.29320064
Tbl1x,1.7405097,1.354964,1.1800456,1.033125
Ctnnbl1,0.32621264,0.30739006,0.3012572,0.28145793
Kmt5a,0.10579106,0.0862537,0.032811284,0.036365688
Alcam,5.134209,4.3315144,2.7741425,2.007309
Med8,0.06752174,0.05818966,0.037126847,0.044064857
Mtf2,0.80763346,0.73176074,0.40396073,0.37753966
Cd160,0.058509808,0.06512602,0.023800014,0.036179025
Crtam,0.3298612,0.31189552,0.22156063,0.12678362
Prmt3,0.22713415,0.12677032,0.15337314,0.13547608
Xrcc5,0.30787835,0.2584033,0.26875043,0.18228932
Izumo1r,0.02004969,0.010348001,0.0019730336,6.727816e-05
E2f3,0.76887965,0.5744853,0.22299676,0.21902975
Tcf4,0.18510312,0.1109248,0.12193308,0.12328523
Pms1,0.27219498,0.17359369,0.17256321,0.18634556
Srebf2,0.6576403,0.6507016,0.36407435,0.22869273
Prmt6,0.04253626,0.022228917,0.025552845,0.024182905
Itgae,0.028285576,0.016485494,0.00542309,0.01808857
Tial1,0.57937366,0.49330646,0.33046916,0.33465654
Smyd2,0.089871824,0.040548224,0.01626373,0.0035311861
Xrcc6,0.16307572,0.10396233,0.08208359,0.049624126
Safb,0.30638137,0.26839924,0.21719769,0.20271133
Atf1,0.8767419,0.8390867,0.676045,0.6778092
Cbx7,0.041426644,0.03285557,0.0233879,0.02588507
Bcor,0.30305213,0.21881919,0.2029703,0.17365175
Tet1,0.008016251,0.0044678524,0.0041769296,0.004289439
Xpc,0.02512679,0.013797962,0.011256177,0.019717738
Smarca4,0.6722609,0.6263058,0.6713722,0.5826886
Rad51,0.5630787,0.47009584,0.036291033,0.022193251
Hlf,0.56530064,0.3037673,0.03492693,0.038580913
Gtf3a,0.41436478,0.24342334,0.03304989,0.037329055
Prmt5,0.06544322,0.049789634,0.01979036,0.023406954
Setdb1,0.41927776,0.27631205,0.267793,0.26437753
Fubp1,1.0334954,0.87475485,0.6544694,0.5860689
Ruvbl2,0.2710448,0.17055272,0.057218775,0.035095807
Ybx1,0.5539825,0.38425946,0.21163167,0.17978455
Zfp444,0.12811147,0.07759864,0.04739039,0.027736086
Rest,0.07356376,0.07047062,0.06513606,0.058657903
Asxl1,2.8717263,2.05054,1.5242056,1.7452389
Tfrc,0.31180087,0.30235088,0.1474462,0.119239576
Ssbp3,0.5303648,0.40228716,0.3634594,0.37235615
Dpy30,0.31516343,0.20966186,0.05342402,0.062476642
Fbxo17,0.016510656,0.010489081,0.006122599,0.0024678437
Il2ra,1.6788847,1.2807571,0.3358458,0.17491965
Prmt1,0.20286033,0.13292724,0.050077997,0.04968366
Polr2f,0.54610586,0.346682,0.086056836,0.08887586
Brd7,0.48453763,0.40101984,0.30106708,0.25921592
Nap1l1,2.2472973,1.2906144,0.34059724,0.3675698
Hsf2,0.13960946,0.070420735,0.029853534,0.04660098
Fubp3,0.13162667,0.08339092,0.050142284,0.06644247
Batf3,0.051505763,0.004276898,1.2841371e-05,0.0
Lmo4,0.034203928,0.027193977,0.0038936345,0.002038115
Apex1,0.08365181,0.036270536,0.010108243,0.005552045
Taf1a,0.32100287,0.28771237,0.15144378,0.12851629
Zfp207,1.3108433,1.1955744,0.67944,0.662614
Dnajc2,0.25905937,0.20697273,0.0888254,0.077208504
Tshz2,0.09139644,0.055909403,0.049141288,0.0121718645
Ercc5,0.07286743,0.0634172,0.06259387,0.0588252
Hif1a,3.7672257,3.3328247,2.5710402,1.886778
Ankrd55,0.44958887,0.42086726,0.100550674,0.08460038
Pdcd11,0.25923893,0.20840855,0.1380105,0.117988616
Smyd4,0.19725274,0.1286257,0.09466111,0.11750907
Wbp11,0.3951428,0.3488028,0.24505831,0.19798434
Suz12,2.1623993,1.620091,0.7933995,0.8292714
Ttf2,0.12807287,0.099356875,0.034514546,0.020050367
Tnfrsf4,0.021582576,0.010700503,0.0013623195,0.0011710781
Taf6,0.08022429,0.06716873,0.029346863,0.027860064
Zbtb1,0.4856248,0.46492442,0.31116223,0.31060773
Suv39h1,0.08389009,0.0666821,0.012596118,0.026411457
Cebpz,0.31570408,0.27536887,0.23017402,0.18073507
Taf5l,0.22199574,0.19616309,0.14325903,0.14229788
Fiz1,0.105799586,0.10682301,0.0579602,0.057795126
Ahctf1,0.7028763,0.6181202,0.54246736,0.5432052
Fkbp1a,0.28766972,0.21068446,0.20771535,0.15546666
Gtf2h1,0.7959069,0.69782704,0.5146883,0.5027625
Gtf2e1,0.20251563,0.16765313,0.09109435,0.06596449
Trip13,0.13562259,0.120916985,0.0054436643,0.014407304
Zfp143,0.17461124,0.14202477,0.10469598,0.111547105
Cnot6,0.48469433,0.38938084,0.23270121,0.22771353
Pnn,0.08648542,0.07563029,0.036133572,0.040782508
Cxcr4,0.028189177,0.025856914,0.007370978,0.006805489
Gtf2ird1,0.16563074,0.06881053,0.008596192,0.009993883
Mtf1,0.18843307,0.15988322,0.08935855,0.08758149
Ilf3,0.70427936,0.57817113,0.33904818,0.24111134
Igsf8,0.060763624,0.040731516,0.01901243,0.034755766
Tardbp,1.2230427,0.8429384,0.34186718,0.2961997
E2f6,0.073709674,0.03491478,0.010652607,0.0006887003
Fkbp2,0.040528633,0.023641335,0.009420372,0.0033262714
Trim27,0.10319863,0.08052361,0.050724894,0.054300908
E4f1,0.07281636,0.045366358,0.045917023,0.039298024
Gtf2h2,0.29862633,0.21400225,0.1140479,0.11616082
Cd22,0.008158878,0.006263545,0.0019960655,0.0
Smarcc1,1.0408195,0.6452237,0.5040607,0.5215737
Snrpd1,4.3477964,3.1269472,0.787037,0.69739205
Fkbp5,2.0346725,1.3729123,0.9748772,1.0576694
Psip1,0.84895885,0.5610917,0.32372162,0.4630651
Rbbp7,0.7605737,0.5458621,0.28652835,0.30057207
Med21,0.9240796,0.7057134,0.2932675,0.2825622
Hnrnpk,0.30631456,0.2403131,0.17853467,0.15022536
Mbd2,1.3539823,1.0340639,1.045149,1.0436693
Coil,0.3121321,0.30524865,0.15722725,0.12706222
Ddx20,0.34502026,0.25964606,0.06365244,0.08362952
Zfp382,0.14033271,0.06553277,0.03301905,0.020074803
Phf19,0.12860769,0.089974456,0.00871369,0.011336592
Polr2d,0.041066445,0.037742022,0.01586498,0.012563095
Polr3d,0.060067017,0.0482135,0.028354455,0.016994778
Aurkb,0.0783292,0.06154611,0.004534249,0.00040898306
Thrap3,2.1713958,2.0576072,1.6140442,1.675201
Espl1,0.09689218,0.07312029,0.0019159606,0.0020126507
Brd8,0.5122428,0.47665855,0.22437778,0.28332558
Nono,0.3292771,0.24372284,0.12460414,0.11744699
E2f8,0.22209823,0.10944368,0.0032122585,3.3130575e-05
Gabpa,0.1496146,0.115183264,0.083873235,0.09237598
Fosl1,0.1535844,0.09439383,0.029213207,0.016907288
E2f5,0.07778693,0.07003685,0.036527194,0.036876407
Rbl1,0.7269323,0.69803125,0.19601558,0.16761158
Irf8,0.027082175,0.025975768,0.014174862,0.012245279
Toe1,0.31268942,0.29693562,0.05861659,0.09786792
Eng,0.00062087114,0.0,4.0519095e-05,0.0
Klf10,0.12779602,0.11838114,0.0858872,0.08736274
Zfp275,0.03301084,0.02904442,0.022560336,0.016327161
Polr2k,0.18291323,0.17257616,0.07318621,0.07385302
Zbtb17,0.19979037,0.2030402,0.15463871,0.07801822
Trgv2,0.005147606,0.00426387,0.0008591212,0.0027559616
Hdac9,0.04771328,0.047321647,0.011289104,0.009276087
Ahr,0.04629752,0.03174677,0.008755323,0.003766655
Smad1,0.03112366,0.019884726,0.008112312,0.011291358
Sell,0.019459018,0.01514072,0.007846508,0.007256622
Ciita,0.0012613958,0.0009027904,0.0005081928,2.8022603e-05
Ifngr2,0.008406256,0.0043910025,0.002075828,0.00020627765
Il6ra,0.021100307,0.023821728,0.014216471,0.025832484
Pcgf5,0.45752358,0.34286028,0.421622,0.23098409
Igf1r,0.041160297,0.02135937,0.009139027,0.0048272577
Maml3,0.12698708,0.08490863,0.030422473,0.046323307
Pou2af1,0.033338778,0.03403359,0.0020202224,0.007068711
Etv6,3.2420797,2.7218227,2.7716358,2.809237
Zbtb16,0.018778063,0.018410854,0.018519085,0.004811924
Pbx1,0.03626512,0.03101356,0.0061271386,0.010510092
Dach1,0.03763905,0.046081353,0.004729918,0.007612189
Lmo2,0.0034995142,0.0023314871,0.0017786544,0.0015499741
Ruvbl1,0.03279324,0.02820614,0.014314202,0.006277047
Il23r,0.035820708,0.016615093,0.010702581,0.0032383902
Ccr6,0.0041642026,0.0024406712,5.3656324e-05,0.0
Ctsl,0.044726077,0.044201836,0.02558625,0.005967772
Slamf6,0.43966717,0.39487454,0.43213427,0.16048974
Btla,0.53219515,0.4731576,0.32354102,0.09497116
Pou2f2,0.22787538,0.24250928,0.20948045,0.18584327
Tox2,0.038985547,0.019920016,0.0024334996,0.0042153182
Zfp512,0.13924064,0.13617909,0.11000671,0.117586315
Gtf3c4,0.014430501,0.012050172,0.0025872686,0.00011076136
Hist1h2bp,0.026363898,0.018740186,0.0024629687,0.0078169685
Hdac2,0.17866479,0.10143671,0.043449774,0.079159655
Sfmbt1,1.1055473,0.5234331,0.22770078,0.2767077
Ash2l,0.15483142,0.11191935,0.085536465,0.079688504
Ssb,1.3057512,1.1854132,1.006045,0.99969345
Wdhd1,0.86197644,0.49415508,0.119695745,0.11286458
Cbx5,0.6595937,0.43363562,0.065652244,0.04047554
Tfdp2,0.13353936,0.072702505,0.061521303,0.06310739
Zdhhc21,0.53416514,0.40522766,0.33725208,0.30195957
Cdc5l,0.52264214,0.50129044,0.31074765,0.31052187
Zscan22,0.111962505,0.062932685,0.016685566,0.018773388
Foxm1,0.09734751,0.08612815,0.033651337,0.023702992
Ezh2,1.6629449,1.0959506,0.37462848,0.368343
Phip,1.5607917,1.2389057,1.083896,1.0085294
Tcerg1,0.790838,0.5417503,0.28118446,0.2793924
Setdb2,0.42392227,0.35769376,0.25063643,0.20786512
Dnmt1,0.6037832,0.44840246,0.12663192,0.11778542
Drap1,0.66649383,0.49579337,0.31844127,0.34478524
Nap1l4,0.5595224,0.44297704,0.3726817,0.37553427
E2f2,0.44559526,0.43911743,0.08604906,0.09890224
Hnrnpul1,0.5308983,0.44453067,0.3076854,0.31978115
Sf1,0.98554975,0.8671877,0.7918282,0.7839642
Cops5,0.37185648,0.36207876,0.15308617,0.14050576
Arid1a,0.58813566,0.57609135,0.48961315,0.46268317
Timeless,0.30754343,0.27590263,0.03675885,0.041010674
Cbfb,1.4474261,1.0536962,0.9727657,1.1460127
Hmga1,0.044638425,0.025106339,0.007483196,0.009930023
Pml,0.5034348,0.38641763,0.3588399,0.20821005
Nr2c1,0.048734657,0.03593479,0.030645153,0.022338947
Ilf2,0.24091664,0.24014397,0.12288289,0.11594618
Polr2i,0.1275401,0.09032774,0.0395661,0.047559787
Atm,0.5841823,0.39848354,0.44120446,0.41013268
Zfp606,0.03256772,0.01928587,0.013775057,0.018147497
Mcm5,0.19827677,0.15190762,0.010262395,0.006196409
Bclaf1,1.333444,1.135729,0.81276655,0.8480608
Zfp213,0.09723002,0.08863025,0.04361131,0.024188189
Sin3a,0.39976364,0.3920696,0.270051,0.2879612
Mycbp,0.11315128,0.07045375,0.017358217,0.028129535
Hmg20b,0.37095502,0.32285485,0.1427324,0.1927383
Snrpb,0.32614696,0.3395278,0.1810804,0.18172498
Fas,0.18295328,0.12156374,0.14209883,0.08694756
Pwp1,0.14280494,0.12267554,0.10088964,0.070280075
Rel,4.0893865,3.7646208,2.641442,2.102282
Cd83,0.20693226,0.10546614,0.014911171,0.001458138
Rnps1,0.12552479,0.11561685,0.056112465,0.0419325
Cd36,0.019451674,0.024782669,0.0029846965,0.0008687815
Pax5,0.0028523598,0.0031898392,0.0019445142,0.0
Cd244a,0.04054174,0.045510992,0.012512372,0.011643576
Sirpa,0.011116079,0.012956664,0.0017673459,0.0013668933
Cd300c2,0.003680184,0.0047010025,0.0004408751,0.00015637175
Tcf7l2,0.023163006,0.026972935,0.0051150164,0.0015164431
Mef2c,0.06052426,0.06833225,0.027694134,0.007342434
Cxcr2,0.0038109445,0.0026529822,0.0007778009,0.0012317012
Plaur,0.048796054,0.041452166,0.009355519,0.0088018095
Csf3r,0.008758347,0.0074654184,0.0013509226,0.0024830832
Tlr2,0.0021913312,0.002235962,0.00094601564,0.0003797341
Ly86,0.01670099,0.017369559,0.003951055,0.0012311861
Ets2,0.043240126,0.04052461,0.026254097,0.017300311
Trem1,0.0028398624,0.0032190704,0.00058698194,0.00034915472
Cd300lf,0.008623091,0.009054178,0.0029536341,0.0011863727
H2-Ab1,0.0056676744,0.0073458417,0.0014734464,0.00013814287
Bcl11a,0.0041017686,0.005153742,0.00071486307,0.00015454387
Csf1r,0.005234172,0.006536725,0.0006284734,0.00024272646
C5ar1,0.0070889816,0.005333727,0.0009120322,0.004732631
Ms4a1,0.00066016783,0.00049681624,2.1285152e-05,0.0
Pirb,0.003428995,0.0063852943,0.000509263,0.00016000349
Cd200r1,0.005416713,0.004588661,0.004099552,0.0020680083
H2-Eb1,0.041008376,0.04493974,0.009362678,0.003292324
Cd9,0.13352036,0.115531385,0.05598256,0.027675854
Il1r2,0.10790176,0.11104974,0.025663866,0.020009708
Cd180,0.0155206155,0.01633132,0.010021816,0.002788894
Cd74,0.46819344,0.48670664,0.13469078,0.093068875
Ebf1,0.019326095,0.01334021,0.009750514,0.008672696
Clec12a,0.01711586,0.00897267,0.00033095133,0.00011755898
Zranb2,0.22631976,0.174185,0.1315001,0.14766216
Atf3,0.042319626,0.04350718,0.022676297,0.021412376
Cd44,1.6690515,1.6577449,1.543446,0.780523
Cbfa2t3,0.018860117,0.017321112,0.002788067,0.00024033558
Cd80,0.23385608,0.2367322,0.21819979,0.26432177
Cd200,0.010925234,0.0052709123,0.0030023362,6.523916e-05
Fcgr1,0.0036360864,0.0014769274,0.0019086766,0.00038048127
Kmt5c,0.03480752,0.031739235,0.01627372,0.0075785327
Padi4,0.012610748,0.01100929,0.0022300228,0.003992398
Wdr5,0.18322316,0.13244244,0.08186666,0.081023276
Nfxl1,0.061967444,0.04017741,0.015875893,0.025427297
Ncam1,0.015856536,0.01470766,0.0022832768,0.00022663678
Carf,0.068442374,0.042351786,0.060786515,0.06777043
Gtf2e2,0.27855206,0.22102913,0.13024595,0.1275655
Ddb1,0.13651513,0.12399722,0.09938375,0.059573337
Brca2,0.21985662,0.13968875,0.02209143,0.021001128
Men1,0.22248076,0.16535118,0.071257465,0.07202218
Mphosph8,0.31058598,0.24569581,0.18913533,0.21148744
Zfp422,0.23486201,0.15081528,0.081895955,0.10122658
Ctcf,0.874609,0.84499365,0.4884916,0.45208272
Parp1,0.3904373,0.21665184,0.065721825,0.07829593
Bmpr1a,0.073558,0.034513716,0.031319346,0.03808637
Trim28,0.08398733,0.084753916,0.057466723,0.06609091
Nfyb,0.06767677,0.05523146,0.034598824,0.037173077
Nfya,0.23758943,0.1783549,0.10711261,0.10010425
Zfp248,0.06087574,0.031056369,0.016175829,0.01246153
Pcgf6,0.08761693,0.07314163,0.041233025,0.024043217
Klf8,0.2343821,0.17973356,0.19449045,0.10987224
Taf3,0.86571074,0.65145993,0.6925936,0.65516835
Zbtb10,0.014038818,0.013757251,0.0062468722,0.00026291542
Cxcr5,0.040948555,0.037301425,0.02432696,0.007512714
Ccr7,0.014296381,0.014041396,0.0072606266,0.0011809053
Treml2,0.0076557067,0.0042487266,0.0007927284,3.9407e-05
Ighm,0.61995655,0.4858562,0.4755351,0.23903716
Ly6e,0.11780426,0.112553515,0.073223054,0.030504508
Eaf1,0.13970508,0.13036853,0.075677656,0.09099679
Ecd,0.16846347,0.13206281,0.121745974,0.11887494
Hdgf,0.026065405,0.01637492,0.0076505546,0.001797996
Upf1,0.10176293,0.09599465,0.079527974,0.086761385
Gtf2a2,0.23270254,0.19513166,0.17569096,0.15203932
Skil,0.22646444,0.22367759,0.18117405,0.1748596
Zfp553,0.0119186025,0.014942864,0.0023963528,0.00015898659
Pdcd1,0.34907362,0.44451597,0.07047615,0.04110308
Ggt1,0.04997212,0.06327125,0.017275374,0.010384515
Epas1,0.43857208,0.52896166,0.3115106,0.21576157
Itgb3,0.1190972,0.20160012,0.1555434,0.050361995
Trbc1,1.1494364,1.3791246,1.2864429,1.0696503
Tnfrsf9,1.6371212,2.2147274,0.5310604,0.2770365
Foxn2,0.7888749,0.8302719,0.37858152,0.35815528
Nr4a2,2.0077405,2.3013873,2.1674716,1.7739754
Tcof1,0.20875588,0.2282162,0.13982251,0.18423942
Sap30bp,0.32388213,0.349616,0.30126417,0.24763732
Hmgb3,0.030279575,0.028825182,0.008631493,0.00742405
Sema7a,0.522406,0.5607275,0.12167256,0.034796167
Hdac1,0.5427999,0.56721705,0.36006615,0.4110599
Plrg1,0.07620423,0.08037805,0.04220237,0.04124819
S1pr1,0.3328934,0.44434902,0.21792054,0.15782565
Maff,0.0206916,0.030150253,0.027129477,0.0068815085
Rnf20,0.37356868,0.39572513,0.37787694,0.32549334
Mbd1,0.1522473,0.15691952,0.1099549,0.088778205
Mybbp1a,0.03305587,0.030758057,0.012299428,0.014109174
Ikzf2,0.50008136,0.6709238,0.25771615,0.18859747
Eif5b,0.46413332,0.5279296,0.36720562,0.3505371
Sla2,0.2982608,0.48998058,0.3440895,0.4377938
Actb,41.708427,47.615883,24.100595,21.969372
Selplg,2.060503,2.6453135,2.5403783,2.435805
Pbx4,0.020227373,0.025311513,0.007417589,0.0058478503
Kdm4a,0.07854303,0.08651284,0.08039823,0.08290725
Tnfrsf1a,0.0036989474,0.0070838532,0.0057632187,0.0048784576
Polr2a,1.6454995,1.8863451,1.3050488,1.518707
Gtf2b,0.2953682,0.35657895,0.16437455,0.16751684
Polr3f,0.09839158,0.10032135,0.06496856,0.055502336
Chd7,3.6893058,4.8463554,3.9348466,3.756376
Myb,0.2965025,0.3232728,0.07747247,0.010144923
Ighd,0.0029934726,0.004895792,0.0015874483,0.00012992811
Stat3,3.3930569,4.3648844,3.5220227,3.5356498
Sp3,1.1289642,1.1913452,0.7392209,0.78855664
Ncoa4,0.12239254,0.13466015,0.05522176,0.029122531
Ctr9,0.21268243,0.26812193,0.16088697,0.15769537
Hdac6,0.043904837,0.052972253,0.0151442755,0.012207748
Cd47,1.7947454,2.1249123,1.8143069,1.6850644
Nfe2l1,0.03356906,0.039414253,0.020550843,0.015460433
Maf,0.010726306,0.027682168,0.011307477,0.0037416404
Lgals3,0.27391425,0.35116005,0.11913272,0.15317333
Nfkbib,0.31647137,0.36664575,0.3167644,0.30279845
Cd28,3.6061902,4.4083185,4.0952315,2.2748952
Gata3,0.18487105,0.2431632,0.16594547,0.09394815
Batf,1.1210214,1.2264165,0.5175458,0.30392244
Elf1,2.6712477,3.2345934,2.6794317,1.988379
Ncoa3,0.45389536,0.5085113,0.42151225,0.39386854
Ctla4,4.083251,4.9852734,3.8713167,0.7472775
Icos,2.6169684,2.9648147,2.5585108,1.510578
Fbxo7,0.36732277,0.36045733,0.19647442,0.1725168
Tnfsf11,0.035262227,0.039541777,0.0017551776,0.003807788
Stat5a,0.6581597,0.74185055,0.5176518,0.3425466
Ing3,0.31833062,0.33638933,0.25860626,0.23843475
Chd2,3.9679883,5.1865883,4.139501,2.9766588
Hmmr,0.14217044,0.16306858,0.0028307089,0.002621339
Nab1,1.0303566,1.2982047,1.044252,1.0656034
Il6st,0.27967235,0.4204962,0.26511875,0.1617898
Cd52,0.037120216,0.056725763,0.047918487,0.043547932
Il18r1,3.9527447,5.4633493,11.422348,8.661933
Jmy,0.24007338,0.27884904,0.6531829,0.44463283
Trim24,0.31145763,0.29042536,0.43407884,0.39919057
Nfkbiz,2.3474865,2.398669,2.9850466,2.5064633
Rarg,0.028146679,0.017597174,0.037223842,0.038074363
Stat2,0.13532609,0.19305086,0.27169132,0.19327272
Eif2ak2,0.36193556,0.3281559,0.3891983,0.29363215
Jaml,0.12169318,0.12758489,0.12639499,0.050864108
Btg1,0.03022451,0.038077123,0.11697923,0.07654058
Scml4,0.5957094,0.78827345,2.4609103,2.2007437
Ssbp2,0.19380362,0.15940613,0.4173327,0.10163858
Mafk,0.03357988,0.044598013,0.05365485,0.036951374
Dnmt3b,0.024701595,0.013938261,0.02238187,0.018660057
Hbp1,0.18709023,0.20465276,0.29290813,0.22761288
Zkscan14,0.02228806,0.022918183,0.051831573,0.035352208
Tgif1,0.14105034,0.1381945,0.18071282,0.09459542
Znfx1,0.11126729,0.12432674,0.23697871,0.19575378
Cd68,0.008430225,0.008170079,0.004501891,0.0024364577
Trim25,0.19082725,0.25162974,0.34350637,0.32381284
Cd86,0.15685698,0.18929753,0.45693687,0.20473468
Mvp,0.016055262,0.017745174,0.040101603,0.035598535
Per1,0.13454974,0.1979873,0.30249035,0.23613782
Slamf1,0.2876137,0.3817849,0.4428466,0.29076636
Arid5b,1.2656764,1.8457296,2.6956553,2.417225
Tsc22d3,0.021203132,0.023833727,0.021663228,0.016013645
Ar,0.29659942,0.28323206,0.3018254,0.29144305
Tet3,0.1999161,0.17895985,0.2547562,0.2099138
Pou6f1,0.11909776,0.13482063,0.46038333,0.13972364
Dpp4,0.6634478,0.7160002,1.3961337,1.2193081
Foxp4,0.21103714,0.21955417,0.39812493,0.33631116
Tcf7,0.1515156,0.12543347,0.302386,0.056304626
