,AllAct_P2,AllAct_P6,AllAct_P8,AllAct_P9,AllAct_P10
Ahr,0.04629752,0.028783841,0.031439446,0.008755323,0.003766655
Sf1,0.98554975,0.805864,0.64211035,0.7918282,0.7839642
Cbx1,0.29906157,0.1843479,0.22193111,0.07727517,0.077716276
Ifngr2,0.008406256,0.00073881034,0.0010941295,0.002075828,0.00020627765
Bop1,0.15559375,0.1427312,0.09551154,0.12770498,0.10658042
Zbtb10,0.014038818,0.007598968,0.004274332,0.0062468722,0.00026291542
Cxcr5,0.040948555,0.030400319,0.008714502,0.02432696,0.007512714
Ccr7,0.014296381,0.0058462555,0.0010407175,0.0072606266,0.0011809053
E2f1,0.31392547,0.20454606,0.108173646,0.018599087,0.00692149
Pias2,0.6756212,0.47864407,0.5408484,0.5110228,0.582314
Snapc1,0.16189541,0.14038934,0.09904792,0.12362611,0.10324035
Pnn,0.08648542,0.07842607,0.048611607,0.036133572,0.040782508
Med21,0.9240796,0.6692451,0.29355466,0.2932675,0.2825622
Polr2d,0.041066445,0.038107987,0.011200638,0.01586498,0.012563095
Eng,0.00062087114,0.0,0.0,4.0519095e-05,0.0
Bmpr1a,0.073558,0.034133654,0.033433486,0.031319346,0.03808637
Fiz1,0.105799586,0.08943698,0.044583168,0.0579602,0.057795126
Ctsl,0.044726077,0.033525165,0.00908853,0.02558625,0.005967772
Gtf2a2,0.23270254,0.1760089,0.12947877,0.17569096,0.15203932
Eed,1.9752022,1.6743155,0.8109084,1.1210165,1.3220323
Foxn2,0.7888749,0.75295657,0.40471897,0.37858152,0.35815528
Mybl2,0.4028551,0.17755653,0.08185276,0.01900789,0.026582247
Igsf8,0.060763624,0.02575292,0.018188855,0.01901243,0.034755766
Zbtb11,2.064572,2.0188816,1.0168561,1.236365,0.8454445
Mcm3,0.4047132,0.31309238,0.123974495,0.05689159,0.047940172
Alcam,5.134209,4.609916,4.9466166,2.7741425,2.007309
Rel,4.0893865,3.8668566,2.5084095,2.641442,2.102282
Tbl1x,1.7405097,1.4501774,1.1736722,1.1800456,1.033125
Mxd3,0.007103636,0.002951493,0.0030072606,0.00091723906,0.00016800423
Ankrd55,0.44958887,0.35706854,0.19928505,0.100550674,0.08460038
Brca1,1.5419964,0.5918269,0.26411512,0.043746654,0.021886123
Taf15,2.3655624,1.8830894,1.5487638,1.0507547,1.1190681
Ddb2,0.5443501,0.48444322,0.39003867,0.37479186,0.1502393
Runx3,2.7813482,2.216138,1.524755,0.8006173,1.1350809
Tnfrsf8,0.4661894,0.21065734,0.057848774,0.08208705,0.092692666
Tet1,0.008016251,0.0056194295,0.0006577573,0.0041769296,0.004289439
Cxcr4,0.028189177,0.0175676,0.012042838,0.007370978,0.006805489
Rpa3,0.049764298,0.034966826,0.033217743,0.0097210575,0.012527023
Pou2af1,0.033338778,0.020335946,0.0021519782,0.0020202224,0.007068711
Zdhhc16,0.03156216,0.01963035,0.011725864,0.006543227,0.0069647077
Zdhhc2,0.6110913,0.52978694,0.5914845,0.3492978,0.29320064
Mcm6,2.0796406,1.5169758,0.8285547,0.3393155,0.37874195
Dek,1.1560488,0.814614,0.38397717,0.40064165,0.39429837
Baz1b,0.71494985,0.4518156,0.4067808,0.25903407,0.24162282
Cramp1l,0.5118285,0.4335504,0.2947906,0.22464679,0.2284242
Sfmbt1,1.1055473,0.6766927,0.5480993,0.22770078,0.2767077
Tcf19,0.025829509,0.011732474,0.004480201,0.0030845117,0.0017389422
Mcm7,0.36701244,0.22787155,0.08482362,0.040906638,0.03197324
Gtf3c5,0.16675496,0.12062815,0.027753407,0.046578035,0.028013973
Hells,1.8025081,1.0583134,0.5148844,0.14985453,0.1419068
Phip,1.5607917,1.1435882,1.1553046,1.083896,1.0085294
Med8,0.06752174,0.05906588,0.038241304,0.037126847,0.044064857
Myc,0.057768345,0.030404765,0.007362369,0.0065899026,0.0042769895
Pdcd11,0.25923893,0.21412748,0.16228531,0.1380105,0.117988616
Myb,0.2965025,0.22629924,0.14475313,0.07747247,0.010144923
E2f2,0.44559526,0.27160206,0.3245771,0.08604906,0.09890224
Trim27,0.10319863,0.09043692,0.08494414,0.050724894,0.054300908
Mcm2,0.093001895,0.06947761,0.027796976,0.010333521,0.007649546
Suv39h1,0.08389009,0.040103868,0.018665778,0.012596118,0.026411457
Cnot6,0.48469433,0.39300007,0.25185207,0.23270121,0.22771353
Setdb2,0.42392227,0.3698891,0.31636065,0.25063643,0.20786512
Prpf4b,0.5908054,0.47031048,0.3062147,0.27951145,0.3140998
Dnajc2,0.25905937,0.18893775,0.09970347,0.0888254,0.077208504
Il2ra,1.6788847,1.1786878,0.46644315,0.3358458,0.17491965
Espl1,0.09689218,0.015308548,0.017204065,0.0019159606,0.0020126507
Ddx20,0.34502026,0.17937541,0.0651521,0.06365244,0.08362952
Brd8,0.5122428,0.2919269,0.16413203,0.22437778,0.28332558
Drap1,0.66649383,0.47196117,0.40663636,0.31844127,0.34478524
Fubp1,1.0334954,0.8896314,0.70253974,0.6544694,0.5860689
Nap1l4,0.5595224,0.44174483,0.31337282,0.3726817,0.37553427
Zfp207,1.3108433,1.1466573,0.95561934,0.67944,0.662614
Fosl1,0.1535844,0.08462031,0.0140808495,0.029213207,0.016907288
Mycbp,0.11315128,0.067393556,0.026263898,0.017358217,0.028129535
Parp1,0.3904373,0.1956367,0.11428278,0.065721825,0.07829593
Zfp248,0.06087574,0.029310886,0.03634847,0.016175829,0.01246153
Brd7,0.48453763,0.41828227,0.26038715,0.30106708,0.25921592
Zscan22,0.111962505,0.06745204,0.054133635,0.016685566,0.018773388
Ttf2,0.12807287,0.057383813,0.06307244,0.034514546,0.020050367
Gtf2e1,0.20251563,0.14770322,0.076359235,0.09109435,0.06596449
Suv39h2,0.10202822,0.07235191,0.0485292,0.021690171,0.024728505
Zfp422,0.23486201,0.15974225,0.11863562,0.081895955,0.10122658
Men1,0.22248076,0.13644074,0.09662988,0.071257465,0.07202218
Foxm1,0.09734751,0.022692172,0.010895172,0.033651337,0.023702992
Fkbp2,0.040528633,0.02272875,0.0077121616,0.009420372,0.0033262714
Nfya,0.23758943,0.12987961,0.09088371,0.10711261,0.10010425
Ewsr1,1.016695,0.8182135,0.5999712,0.69100213,0.6578704
Sin3a,0.39976364,0.3458054,0.26030514,0.270051,0.2879612
Wdhd1,0.86197644,0.43000215,0.22213906,0.119695745,0.11286458
Atad2,1.9409789,1.1477778,0.48032758,0.60553145,0.5553191
Dnmt1,0.6037832,0.41412514,0.25016642,0.12663192,0.11778542
Uhrf1,0.64221424,0.27714217,0.08265781,0.019224217,0.0038210852
Polr2i,0.1275401,0.08430399,0.0799799,0.0395661,0.047559787
Pcmt1,0.98154545,0.8274905,0.6212458,0.41023082,0.4619251
Rbbp5,0.17055205,0.13273762,0.119137324,0.09719909,0.09010463
Kmt5a,0.10579106,0.049122535,0.045573074,0.032811284,0.036365688
Chaf1a,0.26322404,0.1447519,0.07526434,0.006986735,0.0071292445
Mbd4,0.23308036,0.16538207,0.05244723,0.03494085,0.035501115
Hmg20b,0.37095502,0.3007922,0.17425129,0.1427324,0.1927383
Thrap3,2.1713958,1.9468801,1.5029482,1.6140442,1.675201
Rbl1,0.7269323,0.5166108,0.47909442,0.19601558,0.16761158
Suz12,2.1623993,1.0600809,1.0299771,0.7933995,0.8292714
Hmgb3,0.030279575,0.013866866,0.0051253033,0.008631493,0.00742405
Brip1,1.3653877,0.6596672,0.36814773,0.09775079,0.05235109
Hmgb2,0.8976927,0.54260886,0.34546947,0.34963495,0.30006167
Sema7a,0.522406,0.47023582,0.40447626,0.12167256,0.034796167
Phf19,0.12860769,0.08531769,0.03781851,0.00871369,0.011336592
Fbxo7,0.36732277,0.34347555,0.1713943,0.19647442,0.1725168
Mcm4,1.9584783,1.3196026,0.53449017,0.27759022,0.18457752
Toe1,0.31268942,0.21599266,0.08768164,0.05861659,0.09786792
Khdrbs1,2.324829,2.0374563,1.3218544,1.4344695,1.2554005
Hnrnpul1,0.5308983,0.3816218,0.24053954,0.3076854,0.31978115
Snrpd1,4.3477964,2.5999055,1.1026045,0.787037,0.69739205
Ilf3,0.70427936,0.51099545,0.2835888,0.33904818,0.24111134
Srrm1,1.9165679,1.5660081,1.1008934,1.1974125,1.1776849
Rbbp4,1.425109,0.99661237,0.532522,0.5784502,0.6108801
Taf1,1.1451479,0.89772856,0.45492816,0.414936,0.41099668
Rfc1,0.9400251,0.6559579,0.47648665,0.35880953,0.3197081
Nono,0.3292771,0.20442623,0.15012598,0.12460414,0.11744699
Ssb,1.3057512,1.1525428,0.6999404,1.006045,0.99969345
Hmmr,0.14217044,0.033696804,0.020110367,0.0028307089,0.002621339
Taf1a,0.32100287,0.29684708,0.12735942,0.15144378,0.12851629
Polr2f,0.54610586,0.30253413,0.14151418,0.086056836,0.08887586
Ruvbl2,0.2710448,0.14425181,0.05607118,0.057218775,0.035095807
Tnfrsf4,0.021582576,0.010589958,0.012369296,0.0013623195,0.0011710781
Apex1,0.08365181,0.022555199,0.00832261,0.010108243,0.005552045
Ash2l,0.15483142,0.12244437,0.12926653,0.085536465,0.079688504
Gtf2h2,0.29862633,0.21876542,0.19152252,0.1140479,0.11616082
Zfp444,0.12811147,0.08884551,0.09657926,0.04739039,0.027736086
Wbp11,0.3951428,0.28010938,0.18520486,0.24505831,0.19798434
Taf6,0.08022429,0.056902938,0.049754284,0.029346863,0.027860064
Hist1h2bp,0.026363898,0.013539444,0.004655574,0.0024629687,0.0078169685
Ilf2,0.24091664,0.20068933,0.09470896,0.12288289,0.11594618
Nr2c1,0.048734657,0.022928998,0.030199254,0.030645153,0.022338947
Aurkb,0.0783292,0.009756152,0.016394818,0.004534249,0.00040898306
Pcgf6,0.08761693,0.07999266,0.045375384,0.041233025,0.024043217
Smyd4,0.19725274,0.14347571,0.13311195,0.09466111,0.11750907
Ecd,0.16846347,0.15469828,0.15049489,0.121745974,0.11887494
Xrcc6,0.16307572,0.1155318,0.10482968,0.08208359,0.049624126
Hnrnpk,0.30631456,0.2151531,0.15589675,0.17853467,0.15022536
Safb,0.30638137,0.2384236,0.18142252,0.21719769,0.20271133
Ube2k,2.1294703,1.9403738,1.6943434,1.8008013,1.7998794
Bcor,0.30305213,0.22289602,0.15674846,0.2029703,0.17365175
Prmt1,0.20286033,0.13693875,0.06505236,0.050077997,0.04968366
Ybx1,0.5539825,0.3422667,0.22781244,0.21163167,0.17978455
Pa2g4,0.2345253,0.13142365,0.102018066,0.07012085,0.058034405
Zfp382,0.14033271,0.078109644,0.10291032,0.03301905,0.020074803
Batf3,0.051505763,0.0011498423,0.0008996571,1.2841371e-05,0.0
Fkbp1a,0.28766972,0.25168633,0.246361,0.20771535,0.15546666
Cd40lg,0.09564741,0.0563901,0.03179707,0.044324636,0.027537262
Dpy30,0.31516343,0.18037662,0.07059775,0.05342402,0.062476642
Wdr5,0.18322316,0.12310859,0.10292243,0.08186666,0.081023276
Fubp3,0.13162667,0.067519896,0.08386358,0.050142284,0.06644247
Smarcc1,1.0408195,0.65605074,0.6460142,0.5040607,0.5215737
Hdgf,0.026065405,0.014224781,0.008981449,0.0076505546,0.001797996
Ivns1abp,0.44734725,0.4083496,0.19405966,0.3084725,0.21435507
Lmo4,0.034203928,0.012591544,0.0040855305,0.0038936345,0.002038115
Mphosph8,0.31058598,0.21461906,0.18780808,0.18913533,0.21148744
Plrg1,0.07620423,0.061513525,0.05403254,0.04220237,0.04124819
Gtf3a,0.41436478,0.23434527,0.09102099,0.03304989,0.037329055
Tial1,0.57937366,0.47619975,0.4356766,0.33046916,0.33465654
Hdac2,0.17866479,0.11211526,0.08297425,0.043449774,0.079159655
Actl6a,0.23287559,0.17956884,0.08723631,0.06951389,0.06368594
Chaf1b,0.1500931,0.10595718,0.05673141,0.044047575,0.04434576
Hnrnpd,2.583219,1.6967809,0.80454636,0.77894497,0.8022129
Psip1,0.84895885,0.5685926,0.4891539,0.32372162,0.4630651
Mbd2,1.3539823,1.094121,1.349228,1.045149,1.0436693
Paxip1,0.26919532,0.18718202,0.16460577,0.06349617,0.07173221
Gtf2ird1,0.16563074,0.04842739,0.033654243,0.008596192,0.009993883
Fmr1,1.1913923,0.9436542,0.6241467,0.7232994,0.77743894
Polr2b,0.33644062,0.29213494,0.10709437,0.12319703,0.13194498
Cbx3,1.0828397,0.68338865,0.30354893,0.26342475,0.26286212
Rb1,1.3307371,1.1351832,1.2451841,1.1016501,1.3103877
Kntc1,0.75539255,0.3368731,0.20249532,0.031193744,0.022964174
Nfyb,0.06767677,0.048069023,0.069257714,0.034598824,0.037173077
Hlf,0.56530064,0.17749584,0.06251212,0.03492693,0.038580913
Mybl1,0.06073046,0.039765593,0.018704766,0.013049296,0.010848467
Rad51,0.5630787,0.26201963,0.13630652,0.036291033,0.022193251
Patz1,0.13600194,0.115900934,0.12227196,0.052585747,0.05567722
E2f8,0.22209823,0.057636496,0.022530515,0.0032122585,3.3130575e-05
Gtf2f2,1.4872674,1.3551326,0.79770416,1.0847455,1.1634667
Cenpk,0.8853301,0.5230832,0.23029871,0.062571496,0.049134888
Orc1,0.8345119,0.565352,0.18044311,0.09982433,0.092345186
Ssrp1,0.41636354,0.24511239,0.09082663,0.1326247,0.082834825
Hnrnpab,0.15629958,0.08528324,0.060523666,0.058022637,0.057418626
Bard1,0.7990515,0.36498868,0.2708937,0.055622112,0.06793498
Sirt1,0.35790583,0.2718005,0.2219098,0.20066385,0.19644704
Rbbp7,0.7605737,0.5268596,0.266776,0.28652835,0.30057207
Nsd2,1.7396785,0.9797296,0.8915635,0.51586515,0.5595933
Brca2,0.21985662,0.12043689,0.11180879,0.02209143,0.021001128
Mcm8,0.22545932,0.096402705,0.058487467,0.008587336,0.007664306
Tcerg1,0.790838,0.42942858,0.33462524,0.28118446,0.2793924
Tfdp1,0.41070542,0.21303545,0.17542462,0.06353282,0.0584403
Zranb2,0.22631976,0.20066197,0.17362744,0.1315001,0.14766216
Tardbp,1.2230427,0.67801046,0.37440446,0.34186718,0.2961997
Carf,0.068442374,0.034504555,0.020892726,0.060786515,0.06777043
Hsf2,0.13960946,0.097629294,0.060457997,0.029853534,0.04660098
Gatad1,0.36345983,0.28161007,0.16321039,0.09997543,0.08147209
Nap1l1,2.2472973,1.0154592,0.7294298,0.34059724,0.3675698
Ezh2,1.6629449,0.81267226,0.8146544,0.37462848,0.368343
Mcm5,0.19827677,0.09621479,0.058015943,0.010262395,0.006196409
Cebpg,0.22243975,0.18008079,0.12406489,0.13132685,0.15939666
Setdb1,0.41927776,0.29154515,0.39721158,0.267793,0.26437753
Asxl1,2.8717263,1.7770284,1.8455825,1.5242056,1.7452389
Zfp143,0.17461124,0.11517724,0.16029356,0.10469598,0.111547105
Zfp606,0.03256772,0.019375674,0.027328454,0.013775057,0.018147497
E2f6,0.073709674,0.0377518,0.0138796745,0.010652607,0.0006887003
Gtf2h1,0.7959069,0.67178315,0.43076706,0.5146883,0.5027625
Ahctf1,0.7028763,0.5591267,0.42171416,0.54246736,0.5432052
Pirb,0.003428995,0.002750876,0.00047250514,0.000509263,0.00016000349
Kmt5c,0.03480752,0.019729024,0.017938824,0.01627372,0.0075785327
Ets2,0.043240126,0.034754224,0.03237951,0.026254097,0.017300311
Hdac9,0.04771328,0.017202796,0.007453704,0.011289104,0.009276087
Sell,0.019459018,0.009267375,0.014554087,0.007846508,0.007256622
Igf1r,0.041160297,0.008621651,0.01762038,0.009139027,0.0048272577
Fcgr1,0.0036360864,0.00063537783,0.0018013197,0.0019086766,0.00038048127
Taf3,0.86571074,0.71191686,0.84805816,0.6925936,0.65516835
Prdm5,0.0559224,0.012020012,0.015891358,0.0045201425,0.008627811
Pms1,0.27219498,0.2117138,0.25421953,0.17256321,0.18634556
Nfxl1,0.061967444,0.041733563,0.033659775,0.015875893,0.025427297
Zdhhc21,0.53416514,0.5119502,0.44456872,0.33725208,0.30195957
E2f5,0.07778693,0.054432947,0.05216148,0.036527194,0.036876407
E2f3,0.76887965,0.48774433,0.49947506,0.22299676,0.21902975
Aatf,0.7499542,0.5877642,0.62051094,0.5264643,0.5369124
Cbfb,1.4474261,1.1972286,1.441599,0.9727657,1.1460127
Izumo1r,0.02004969,0.012832101,0.018609526,0.0019730336,6.727816e-05
Smyd2,0.089871824,0.029681971,0.04414022,0.01626373,0.0035311861
Sap30bp,0.32388213,0.32798922,0.23947288,0.30126417,0.24763732
Cd22,0.008158878,0.0009226906,0.00079233997,0.0019960655,0.0
Hif1a,3.7672257,3.241345,3.4018302,2.5710402,1.886778
Tnfsf11,0.035262227,0.014402228,0.009198539,0.0017551776,0.003807788
Treml2,0.0076557067,0.0032267629,0.00015120834,0.0007927284,3.9407e-05
Tnfsf8,0.19638906,0.143031,0.15811196,0.07241598,0.013372071
Tnfsf4,0.02985656,0.00999109,0.017372444,0.0020982851,0.0022490108
Ccr6,0.0041642026,0.0013415236,0.00093242264,5.3656324e-05,0.0
Prmt3,0.22713415,0.1523527,0.24120367,0.15337314,0.13547608
Slamf6,0.43966717,0.39130756,0.40140906,0.43213427,0.16048974
Crtam,0.3298612,0.20936432,0.21386804,0.22156063,0.12678362
Trgv2,0.005147606,0.001622941,0.0033934286,0.0008591212,0.0027559616
Cd68,0.008430225,0.00993186,0.0021052174,0.004501891,0.0024364577
Stat3,3.3930569,4.6733193,4.013739,3.5220227,3.5356498
Icos,2.6169684,3.2775087,2.6500814,2.5585108,1.510578
Gatad2a,1.510529,1.5447614,1.5789896,1.2814193,1.2672637
Chd7,3.6893058,4.693904,2.7515833,3.9348466,3.756376
Epas1,0.43857208,0.45699415,0.2704019,0.3115106,0.21576157
Polr3d,0.060067017,0.08598918,0.03566845,0.028354455,0.016994778
Cd28,3.6061902,4.572697,2.4346564,4.0952315,2.2748952
Cdc5l,0.52264214,0.5143016,0.262842,0.31074765,0.31052187
Mtf1,0.18843307,0.20444721,0.119695805,0.08935855,0.08758149
Sertad2,0.32464474,0.36541325,0.30492666,0.26617667,0.33488348
Polr2h,0.2078479,0.22461843,0.08572669,0.11299145,0.123120345
Upf1,0.10176293,0.10672084,0.063986436,0.079527974,0.086761385
Brpf3,0.09802595,0.097715534,0.111736655,0.07031101,0.08543942
Cd47,1.7947454,2.1711767,2.0281296,1.8143069,1.6850644
Rnf20,0.37356868,0.4221129,0.3176394,0.37787694,0.32549334
Zkscan5,0.056700744,0.06518915,0.05635276,0.047060445,0.06303774
Zbtb17,0.19979037,0.21873043,0.13722023,0.15463871,0.07801822
Batf,1.1210214,1.2264372,0.6498578,0.5175458,0.30392244
Il6st,0.27967235,0.34232086,0.29545927,0.26511875,0.1617898
Ly6e,0.11780426,0.16615047,0.081312746,0.073223054,0.030504508
Nfkbib,0.31647137,0.4224604,0.2713752,0.3167644,0.30279845
Ctr9,0.21268243,0.28663388,0.16546136,0.16088697,0.15769537
Gata3,0.18487105,0.23614894,0.11332197,0.16594547,0.09394815
Zfp213,0.09723002,0.08924975,0.062099688,0.04361131,0.024188189
Tcof1,0.20875588,0.20213033,0.13897917,0.13982251,0.18423942
Havcr2,2.6189356,2.6837668,2.101316,0.85922426,0.8981636
Hat1,0.955644,0.8823187,0.49944273,0.5797991,0.39807603
Zfp275,0.03301084,0.03228459,0.010828718,0.022560336,0.016327161
Epcam,0.014978123,0.012922117,0.0023692346,0.0036354905,0.0
Cd9,0.13352036,0.13098931,0.0830786,0.05598256,0.027675854
Ikzf2,0.50008136,0.77410316,0.44896796,0.25771615,0.18859747
Zbtb48,0.034430414,0.031832397,0.025892923,0.022214467,0.01335187
Zbtb16,0.018778063,0.026668195,0.013041682,0.018519085,0.004811924
Plxnc1,0.5533344,0.5668096,0.35062122,0.32687262,0.41648856
Csrp2,0.022617951,0.017788073,0.009419999,0.0011988175,0.0028956512
Polr3f,0.09839158,0.117349476,0.05149434,0.06496856,0.055502336
Ncoa4,0.12239254,0.112390965,0.060663715,0.05522176,0.029122531
Tnfrsf9,1.6371212,2.0112195,0.9750471,0.5310604,0.2770365
Sla2,0.2982608,0.5791242,0.44606042,0.3440895,0.4377938
Maff,0.0206916,0.03893112,0.032558084,0.027129477,0.0068815085
Mbd1,0.1522473,0.16256666,0.14419232,0.1099549,0.088778205
Smad7,0.27584973,0.40225995,0.19631398,0.37870342,0.24567772
Hdac1,0.5427999,0.5552999,0.4307652,0.36006615,0.4110599
Trbc1,1.1494364,1.5982138,1.3023704,1.2864429,1.0696503
Max,0.42883247,0.5448984,0.4769177,0.5164581,0.41589338
Sp3,1.1289642,1.1430506,0.7802743,0.7392209,0.78855664
Ing3,0.31833062,0.35047847,0.17846945,0.25860626,0.23843475
Gabpa,0.1496146,0.13216497,0.09863435,0.083873235,0.09237598
Stat5a,0.6581597,0.8158416,0.33372688,0.5176518,0.3425466
Chd2,3.9679883,4.885454,2.3417902,4.139501,2.9766588
Tnfrsf1a,0.0036989474,0.008670222,0.0044093896,0.0057632187,0.0048784576
Cd52,0.037120216,0.04969849,0.053784315,0.047918487,0.043547932
Icam1,0.49656636,0.6396759,0.23067668,0.4874255,0.5073922
Srebf2,0.6576403,0.71364003,0.3570233,0.36407435,0.22869273
Lair1,0.115274474,0.13630597,0.06892455,0.102608524,0.117765784
Trim28,0.08398733,0.08119336,0.046403386,0.057466723,0.06609091
Cd8b1,0.62477326,0.66239846,0.3285228,0.6009674,0.6908441
Eif5b,0.46413332,0.5448519,0.31221873,0.36720562,0.3505371
Selplg,2.060503,2.9118316,2.3567908,2.5403783,2.435805
Ciita,0.0012613958,0.0009006293,6.04099e-05,0.0005081928,2.8022603e-05
Zbtb1,0.4856248,0.5184488,0.2906441,0.31116223,0.31060773
Hdac6,0.043904837,0.046325017,0.0098393,0.0151442755,0.012207748
Ddb1,0.13651513,0.14806826,0.0734101,0.09938375,0.059573337
Gtf2b,0.2953682,0.350234,0.12749206,0.16437455,0.16751684
Elf1,2.6712477,3.6888766,2.4978936,2.6794317,1.988379
Hdac3,0.053039063,0.048131254,0.021308146,0.020927334,0.032748528
Ggt1,0.04997212,0.057599567,0.0119938115,0.017275374,0.010384515
Actb,41.708427,53.565025,27.053408,24.100595,21.969372
Ankra2,0.11437873,0.15363674,0.11608702,0.10664976,0.10418668
Polr2a,1.6454995,1.9181072,0.87234455,1.3050488,1.518707
Cebpz,0.31570408,0.33966613,0.23040433,0.23017402,0.18073507
Irf4,1.2056782,1.1914183,0.40526935,0.7190665,0.26458412
Taf5l,0.22199574,0.24551387,0.1578475,0.14325903,0.14229788
Ctla4,4.083251,6.3119397,5.35568,3.8713167,0.7472775
Cbx7,0.041426644,0.03765402,0.033557307,0.0233879,0.02588507
Eaf1,0.13970508,0.14580399,0.08374101,0.075677656,0.09099679
Ythdc1,2.0415502,2.4167917,1.6086727,2.2600882,1.9778241
