,Arm_P2,Arm_P5,Arm_P3
Polr2f,0.02588290016965004,-0.09107544690988072,-0.1633303746926978
Pml,0.030766717378255655,0.027859707370179808,0.012487140182424484
Chaf1a,0.048437598190494806,-0.0035653636566074804,0.01726216025636384
Nr4a2,0.2314605052480089,0.21402005096267876,0.2175168917221679
Cd69,0.4486864998847658,0.04055091394316709,0.25307018678337584
Ikzf3,0.10639452615808749,-0.006536607703960016,-0.04879805817722493
Aurkb,0.45469053116459707,0.38079820739770354,-0.38843133530530394
Rbl1,0.06715502371256564,0.05797894311256225,0.0009443596695869806
E2f8,0.06525189982639337,0.0070942483698105555,-0.11379539428624112
Icos,0.33188678150325657,0.34171687179627735,0.3187855816760449
Uhrf1,0.080620291093615,-0.053869478524206246,-0.2427146597559926
Baz1b,0.10239724592135571,0.07313923032542706,-0.09124647490905784
Cd28,0.5962800719018063,0.5049814578640528,0.3817610061788664
Nap1l1,-0.13909569785964856,-0.6278968503372656,-0.6261464679452816
Cbx5,0.12861456881293937,0.08222164132445223,-0.17486654474226412
Nrp1,0.1105637976885724,0.09622571251664387,0.06387726377877903
Thra,0.027526807467862974,0.01590176114894499,0.010520588519152706
Itgb2,0.43167447400013126,0.10884441335233945,-0.3281193087518636
Zbtb10,0.03606844628881105,0.024467528815774117,0.019329281759078606
Trps1,0.06625011688566311,0.06551214351698488,0.061400290898363026
Batf3,0.11158876878783347,0.08067365418684129,0.04055595907179362
Il6ra,0.1554960802442591,0.11616096861196153,0.06704762323308495
Cbfa2t3,0.0038619132757611446,0.003280412076766299,0.0004739787483332109
Snrpb,-0.03428223139643495,-0.1347460038446441,-0.20356689549171017
Kdm5b,0.03229285303554501,0.02717783536239443,0.030680728985181507
Ssrp1,0.18665459774492404,-0.06997665018646615,-0.3383763658395864
Tox2,0.05901483875634255,0.037120548623501476,-0.001690869410225547
Suv39h1,0.0011678578444815498,-0.017864529373341303,-0.02644610698497535
Tfdp1,0.03220797368523185,-0.033224279584348856,-0.13840268176141474
Hmgb2,1.3479446704162636,0.6744224989726678,-0.3277901053760478
Mxd3,-0.005060875076579333,-0.1696763965899534,-0.5033199520470211
C5ar1,0.0005180775210814497,0.00010309359136268793,2.8798391507371997e-05
Rbbp7,0.05504814544077382,-0.04788473122534521,-0.3678533799872089
Fmr1,0.029301903707285686,0.028128147966487122,0.03173067138304502
Aff3,0.009916935101839419,0.007919857759178786,0.008783767609583758
Wbp11,0.0457479272935849,0.01977759669049267,-0.0005256767011939341
Itgal,-0.15421158722522388,-0.35879049317558653,-0.4958624533662202
Atad2,0.26852334126430244,0.2349098166999763,0.016335599084888113
Rfc1,0.08059898771729371,0.0598423984583243,-0.05531553544683178
Chaf1b,0.03629980806871229,-0.05034913180053432,-0.05268303625137897
Rere,0.05086969934997902,0.0437939529845968,0.048843611337695124
Nsd2,0.06489086226605559,0.06422480926885012,-0.11871507338467725
Dek,0.5469517200944383,0.2769697643171795,-0.07067729775413187
Rarg,0.018228904102368996,0.00756581384660274,-0.0011876970029337435
Bard1,0.028897568991278263,0.015753859490627305,-0.019765250814974298
Pa2g4,0.05189505650294393,0.032514950895159926,-0.2737178731503788
Tcerg1,0.030729159931397108,0.013145979856604062,-0.0699330850796806
Ctsl,0.02541790052012127,0.02443274383835382,0.022380841749063254
Irf8,0.09069414909446173,-0.04069913297155573,0.04864835595723143
Cd22,0.030927773757298417,0.029987735495681015,0.02104014587177716
Ccr9,0.0819350565017788,0.08068367993994635,0.0674287524322606
Klra6,0.008661586872192935,-0.0011743261986644988,-0.002724646441481254
Gtf2ird1,0.016432632102426292,0.01281607852673513,0.009090685638585862
Sell,0.44827053926311544,0.32929804143141383,0.2836318734577424
Vax2,0.0032950881361375863,-0.0019395549680198785,-0.015151232319693146
Cxcr2,0.0006097262292958806,0.0002522373633370319,0.0
Bcl11a,0.00013601928001364245,7.44717913146444e-05,0.00013877916547001807
Nr3c1,0.09649746702450138,0.08540057746148105,0.09167792313157125
Eed,0.022881135441020158,0.05292012362344208,0.050468055106577814
Ms4a1,0.006211192680776437,0.007828322192404305,0.003626310902514506
Brca1,0.10235056687677545,0.12132530646192986,0.04689344414070286
Top2b,-0.13037551599060465,-0.059579295337083955,-0.04465338864295523
Myb,0.0935385079156902,0.10643208566448933,0.10554590573210237
Tnfrsf9,0.22439886747722268,0.2818078381242449,0.2707854118467242
Suz12,0.03130197130560161,0.054348397900803584,-0.07486280784548648
L3mbtl3,0.04357251355525903,0.04002615686705342,0.03634800991811903
Tcf7l2,0.007959361826226188,0.008589041073648761,0.00566127254781554
Rbbp4,0.12522238067822097,0.11373902595836487,0.020608941278661207
Srrm1,0.010619499951210153,0.0613968022837097,0.03374934629456004
Cd44,0.2249753259996106,0.2290935783602048,0.21265453847146762
Tnfrsf1b,0.04937623004061325,0.06935774864317955,0.06593304807540623
Klf6,1.247345228388338,1.341640487525394,1.2096186186054225
Cxcr5,0.008479741626573377,0.021652123540169408,0.021531108394821225
Cd5,-0.09491581681985618,0.027402030976780324,0.00961738309395195
Ly86,0.013114336578001987,0.009157368711027292,0.0017243409335665864
Cd300c2,0.002616740820603828,0.003408981853962761,0.0006924703714172117
Ighd,0.025163339845879363,0.02470378692901079,0.008541729052863227
Cd53,-0.036677796494547964,0.5073241993878175,0.4836429799806056
Crtam,0.10747967348902629,0.1295998184755127,0.10663983542394187
Cd74,0.024679991343931233,0.06877357261584477,0.06229402087635243
Dnmt1,0.22795393677723869,0.25062426923111,-0.3058838786596729
Brca2,0.02948584475789488,0.03353240809196342,-0.020937170335126355
Maff,0.019456841343207708,0.021469941507581046,0.019449943421127835
Nab1,0.03558942388815841,0.11381854903867202,0.1252668464925763
Espl1,0.06507051968550921,0.07528204106897496,-0.02870711475855545
Ifi204,0.10532814211488269,0.161625978122259,0.12723960296344683
Daxx,0.0682554565499117,0.05862685829458358,0.060153644777813674
Il2ra,0.06419149701369246,0.09076251728514992,0.0921046243064579
Zmynd11,0.07652699725786985,0.08525673640619984,0.06898379948919482
Sp100,0.2915984018766925,0.32219623584504453,-0.1629674834969521
Ifngr1,0.5796979466899551,0.6522386179941488,0.4547134503409217
Pcmt1,0.05993982542107072,0.07047978165533748,0.04797704135271293
Ctcf,0.04441150021609152,0.046348465701323074,0.018862649637547465
H2-Eb1,0.2044331733960385,0.8552079320637149,0.6608337685880028
Tlr2,0.01250118687083792,0.05671225976780683,0.06434631642347097
Prmt1,0.007497251630784062,-0.006158038460692266,-0.07104609459790251
Hnrnpr,0.05069166513334999,0.07355501880193584,-0.03986807372970354
Csf3r,0.13993499927070482,0.2622245885715584,0.27909525033608096
Igf1r,0.027887882669020123,0.023168608647026988,0.02213335242487543
Trgv2,0.02137089092149154,0.031094372379247455,0.03132836350219109
Trem1,0.000247095712631842,0.00043114014692594173,0.00013852192814727682
Crebl2,0.015225642237162737,0.025547415157332023,0.01980857841322594
Plaur,0.011214113791891057,0.03340655792580945,0.007495842765507122
Supt16,0.1244310285885995,0.19317545295908514,-0.09024434040861005
Klra9,0.0037527544916923818,0.009642039349363552,-0.0008278036821353278
Atf7ip,0.053672389706769935,0.06642239137344705,0.06494341120235604
Klrc1,0.35891597720394136,0.4368117268246459,0.42585806494283623
Il2rb,-0.07715170605746803,0.19095801507782748,0.05324624858755211
Il1r2,0.020871831268557937,0.024948344325284266,0.022176979789786007
Ifngr2,0.012493211890263369,0.016288194347554484,0.0025511845399282334
Setd7,0.0381436839974058,0.041382402313311244,0.038946869497747394
Ssbp2,0.04269129040625291,0.05259063691169394,0.0440023977823453
Jmy,0.020917715406848607,0.022935891801038027,0.020148493332738132
Ilf2,0.02877578433772075,0.07160679821314951,0.002394527291795442
Tcf12,0.04511462483059113,0.049332098978326105,0.017089979119661588
Tnfsf11,0.008243821756314574,0.01191205161935294,0.012961472406391467
Btbd11,0.0060601748020673064,0.009763795658769515,0.00883364244885045
Cbx3,0.021048397038101116,0.030584624179515938,0.010878454331670232
Smyd2,0.000546546554363271,0.003982296995224608,-0.02658679746756829
Cd83,0.0322142251906469,0.058044733726905565,0.02058098974078144
Kntc1,0.04247125357021524,0.0530858719788881,-0.031210995371426513
Ezh2,0.36225937144396,0.40723565232268805,-0.16349323745447045
Tcf7,0.42150478352894344,0.36081361227224684,0.2420043857595065
Zfp354c,0.009850695021321614,0.009773031094997713,0.00988124636011169
Hnrnpul1,0.061973434721519574,0.06816133584977613,0.036359930042822286
Parp1,0.01296532113084512,0.044638727328696344,0.035644141016994424
Hif1a,0.08870959645526359,0.10250513548660822,0.10314577029471902
Atp1b3,0.08155348828055611,0.10782311150141854,0.026609765959987333
Brd9,0.04909719348797719,0.0657483360214199,0.04647320033115983
Cd160,0.22104826425467475,0.25361963528630665,0.08030429857790503
Ttf2,0.026934104888819754,0.043586785613559796,-0.003187604576816261
Irf4,0.05623862747870047,0.06600060670212243,0.04735558628285621
Tet1,0.02172562358663186,0.03097494436991746,0.023624625088963184
Mybl1,0.016755687829287852,0.018003013259133657,0.006622026817536489
Itga4,1.2762601282285637,1.3730828382297366,1.2562350464230148
Hmmr,0.7898164852936683,1.2952561469078394,0.3293489959756011
Il1rl1,0.05303756974795219,0.0647253138824973,0.0697225538921065
Klra4,8.721280847444732e-05,0.002198382659249315,0.0012080121348445768
Klra1,0.006546528669497425,0.018432835501080554,-0.005701334523397474
Cd80,0.013260608830974706,0.010891443496100203,0.014119949288630638
Itgb1,-0.515503891009618,-0.429138923858129,-0.4179658880683647
Arntl,0.014403665161174051,0.016627323409169652,0.02036565448782395
Jdp2,-0.024430037576404242,-0.02111022104986853,-0.023281616338533505
Zeb1,0.03531164903520879,0.03772674315040489,0.04236505650691734
Cx3cr1,0.10252322885182746,0.1612173967095184,0.19069337297641437
Chd3,0.14399564788336341,0.19485248305323846,0.23981291600943205
Il7r,0.35121197729178844,0.46827067801999217,0.5972559690488717
Itgae,0.018768107982362985,0.019171964003844976,0.033877275269333706
Smurf2,0.023192851194037172,0.021769371899895005,0.024734960372897578
Scml4,0.014310660276494587,0.014774334203841478,0.024917644355440083
Il18rap,0.19835151764671374,0.22488948389010788,0.28526752161538915
Slamf6,0.023653057241582294,-0.14044360869264932,0.06686149452977376
Atf3,0.05037142468566821,0.07757810664454902,0.1393449600742599
Pecam1,0.03556529564615603,0.033697838442910355,0.03924497942255561
Zbtb20,0.03512054970290964,0.040542052766834584,0.05606905280082719
Il18r1,0.16381597269580622,0.17776866041987172,0.20909087866857196
Fosb,0.3476582983952493,0.36407602353068197,0.3625315265266968
Smyd3,0.02003976767785758,0.02087120630310288,0.021842740127603306
Adam8,0.047998623119179275,0.03791491256635089,0.05377895589293139
Dach1,9.35821498800601e-06,5.912628535368011e-05,0.0002875154980826356
Itga2,-0.006426559436755994,-0.0063352687597050756,0.013181510193314204
Rora,0.42017514095931086,0.43110512553824126,0.42645722338743963
Srebf2,0.030928540898060984,0.03259169868031457,0.028131676926660274
Trp73,0.0061774965942557976,0.006130089140109901,0.007845958099274441
Il23r,0.02149792005173885,0.0169855991591988,0.018897137560165558
Zeb2,0.20636575705917284,0.2564594026046928,0.3008061750473469
Ccr6,0.040883137110014595,0.01430685993226046,0.03560912544669757
Cxcr6,0.5340256233111254,0.8091070618479114,0.8799839009165028
Epas1,0.03533226002319113,0.03990867057302743,0.04030611807973584
Kdm6b,0.15911889336088475,0.15489398441966282,0.18312439860971264
Havcr2,0.2667485104657854,0.2939536340582309,0.3166483122582737
Dnajc2,-0.040711924795891495,-0.14342022864244536,-0.007037306893509992
Kmt5b,0.04739158241399498,0.05144637402038059,0.06430996902105768
Eif2ak2,0.066167441543163,0.06499270877119823,0.06778575158069165
Hdac4,0.03848702089847022,0.042547786163845164,0.045952558782763
Mcm2,-0.005755714264228939,-0.09380037237270158,0.09869496445144421
Maf,0.034764083147875796,0.05697883205623653,0.07433410569669971
Smad4,0.07864407600827522,0.08120572875458267,0.08856736518681199
Stat2,0.019603717606900824,0.023906258009495817,0.030121188674942477
Zfhx2,0.02486627433746481,0.03360865970232609,0.04508988209395637
E2f3,0.0365337738174623,0.029387664498485126,0.046422556306362335
Pbx1,3.0614285745833755e-05,6.862323077173326e-06,4.639549173612534e-05
Lmo2,0.04281588044801078,0.02454838477494184,0.060659806659921565
Treml2,0.1030559125318863,0.04114678134575183,0.1115816375168606
H2-Ab1,0.013315654101515308,0.2097080334073268,1.4442076723507982
Timeless,0.06971038132792202,0.051463464825240175,0.08199267732594778
Nt5e,0.024289332359953487,0.02865970526668436,0.037046470268308394
Hells,0.09539148128874235,0.2598530290791467,0.2639641116592902
Mybl2,0.01723089464051442,0.02342619253948322,0.025041119973729813
Orc1,0.02159191918046645,0.03344384340246352,0.03577637788053768
Itga1,-0.006326280973798417,0.07074350220151034,0.09915226937919387
Mcm8,0.01625657520534915,0.02850540838823413,0.03241510107524504
Itga6,-0.02505092738689602,0.005360844712720221,0.03675150135867349
Klf3,0.1542304178088819,0.26637155897839543,0.3243537413085437
Rad51,0.026542156694024037,0.0324620999422621,0.03618712240051561
Itgax,0.23950860470539972,0.3708504894616219,0.3508018911810887
Fosl2,0.030466803499888517,0.04009042632749088,0.05304612744490938
Batf,-0.0041924093448821925,0.3180834125922203,0.32526076252297914
Prdm1,0.038824100199827356,0.09051030142776775,0.10146715851988945
Klrd1,0.2092550514215688,0.47386500845219304,0.7901522251328769
Fos,0.7132035021566426,0.7707273399878727,0.762155206601256
Klrg1,0.764655716693361,1.235572820955848,1.1652610776407903
Tbx21,0.11335814191714655,0.11170847544441148,0.11418260897081649
Satb1,0.23009521767955582,0.21136880511768305,0.27685079866727136
Cd6,-0.08619326111728703,-0.04878163092647353,0.06296301877005334
Ube2b,-0.12818645024152828,-0.055864298491114066,-0.006419706851974205
Tlr1,0.01401936030785169,0.015596802127763092,0.03041860210538986
Izumo1r,0.011700041839721802,0.015448792180397098,0.02291068541327158
Klra8,0.0011048360936294851,0.012231941425439903,0.02441912608221855
Mcm4,0.02745887287347731,0.060885666232100434,0.1248892541190192
Slc3a2,-0.010377858703369654,0.07980315191216063,0.07702485467046241
Mbd4,0.018036826861461283,0.01609634246571314,0.025746122624543094
Il10ra,0.06063697626876909,0.07782450484920715,0.08362352849925854
Pax5,0.0002622576626660285,0.00014197366135262866,0.00047424799961978784
Il6st,0.040819086452262225,0.04547612691425945,0.06829687287039442
Tox,0.1895368218604659,0.22292547041353394,0.2740158841088323
Klf13,-0.18651086276212767,0.14679913930863098,0.4965681815679675
Cenpk,0.08176903144377172,0.06963071629908382,0.10458948033758743
Mef2c,0.009319124082298237,0.02800599374820328,0.04020423553904475
Smad1,-0.0003075600864991435,-0.011823530826117132,0.04142559840987363
Tnfsf4,0.015180662499429284,0.02571614143788957,0.034145097501213424
Ahr,0.011357360500731387,0.013532706529523,0.013864119926298367
Pirb,0.003536942052350561,0.02685565722290583,0.04643802575453971
Phf19,0.02811257611178971,0.03167155822378088,0.03483756444260649
Klra3,0.026321996194331485,0.05678396738775129,0.08774260182119958
Lef1,-0.37527795059800495,-0.3449803373448348,-0.20619868723747972
Ccr2,0.047380983531343616,0.09776576115331148,0.11164105983831576
Smad3,0.04731140747827945,0.04865532070224078,0.06078122917755221
Mcm3,0.1641374841454446,0.22955703677786715,0.7193704005195439
Eng,0.008499334741723022,0.003485719024943651,0.016836129943932288
Apex1,-0.03343401514003151,-0.06379496826806466,0.008570210920642325
Mcm6,0.39690140977615584,0.4090645432418364,0.7243951581493707
Kdm7a,-0.031849618038280375,0.13912395758768606,0.17859371948043964
Notch3,0.001566025666447133,0.005984097251874548,0.01629589301489968
Ikbkb,0.0579835620056632,0.062282863439589484,0.06797435940512828
Klrc2,0.02792900873364274,0.033425179154511306,0.047470100960433075
Cd86,0.009661730462287573,0.016267066036041423,0.017492887995153274
Cd55,-0.022583625113007915,-0.020552158216802396,0.06995566767041662
Entpd1,0.029130959844424032,0.03692151504453468,0.04685702614286234
Rel,0.13716354563208186,0.15974180257149687,0.1686047680774046
Ctla4,0.5435039103253855,0.554118858502417,0.613989262898264
Ebf1,0.007733610382545195,0.006906570143758488,0.015424899353578941
Csf1r,0.0002677445253707223,0.00014973452662380197,0.000827501783216577
Ikzf2,0.051265073838507993,0.06486772258716926,0.07554931269208949
Ovol2,2.1785135037690403e-05,0.012446059672032038,0.015408414877287339
Sema7a,0.06950467510586641,0.07594661619941454,0.07739971555717355
Abcb1a,0.03837429203493475,0.050086951196081614,0.05747738137638972
Bbx,0.06094242771997409,0.062141021296525864,0.062364259275954986
Wdhd1,0.011126686675668717,0.013866354869924765,0.011785024747996023
Fasl,0.1601340532943962,0.24645424835932173,0.2868375430702232
Zfp36l1,0.3225166713849449,0.3154810975503561,0.3795336988520213
Alcam,0.04744957715509838,0.05021677555607447,0.0508807537812191
Fbxo17,-0.002466662265900188,0.0018347017694180484,0.010841566185266853
Zhx2,0.01468038139586096,0.016639536349699585,0.017589286923152595
Pou6f1,0.008659251600993496,0.01400134954634067,0.019065011605708327
Il4ra,0.07242852027554181,0.07398829766039218,0.09005436712636175
Zfp1,0.030335394634319866,0.03449495533666896,0.03957860462613079
Tshz3,0.0017796181411968868,0.0007313008110532319,0.0009405880557175839
Setbp1,0.026592842616175817,0.03766964806525049,0.040373019915997274
Hat1,0.012849640998607949,0.029848436465700654,0.06722506642228547
Pcgf5,-0.0491268661475031,-0.05023601967783115,-0.04667034108256247
Ikzf1,-0.11270711018237313,-0.10548626922046522,-0.06869838589382635
