,AllAct_P2,AllAct_P7,AllAct_P9,AllAct_P10
Tial1,0.9030123,0.56271577,0.4272983,0.4575219
Mcm5,2.9256666,0.88791245,0.33599722,0.19650018
Il2rb,3.0888476,2.3039062,2.255752,2.0214386
Cbfb,1.1564142,0.7324754,0.69156224,0.70622283
Ewsr1,1.8421211,1.570815,1.3939904,1.367634
Plrg1,0.31740466,0.23298107,0.16045274,0.15440546
Xrcc6,0.37522373,0.22284968,0.14200468,0.13752851
Gtf2e2,0.6738651,0.46977407,0.30548772,0.2768771
Cbx3,0.2740787,0.13117793,0.09135479,0.095814556
Rpa3,1.8587987,0.7710336,0.5575803,0.54414546
Snrpd1,2.434848,1.0550402,0.6404687,0.46576622
Men1,0.07620991,0.05413158,0.032485757,0.042283684
Nfyb,1.0512571,0.6682373,0.78254974,0.79282093
Kmt5a,1.5114177,0.6944979,0.6072802,0.79061216
Hnrnpd,4.6731977,2.6349177,2.3294706,2.2231665
Upf1,0.6937332,0.4907883,0.563279,0.5813462
Snrpb,6.3701863,3.7458475,3.2630174,3.156978
Suv39h1,0.3644763,0.13904265,0.069963954,0.084833845
Prdm5,0.012476768,0.0050824787,5.583277e-06,0.0
E2f3,0.32826152,0.11763294,0.10224096,0.08926711
Pbx4,0.041195843,0.093775526,0.027154807,0.015602741
Nrp1,0.21957983,0.7398742,0.3736789,0.3870842
Ssbp3,0.8162121,0.85008985,0.46875665,0.4338218
Tbl1x,0.61813253,0.6887618,0.4875955,0.44318533
Batf,2.2941523,3.3949406,1.215452,0.80206895
Smyd4,0.040687658,0.038139954,0.0250057,0.031727724
Cd200r1,0.007587038,0.03242393,0.008234116,0.012129191
Tnfsf4,0.008008337,0.064794034,0.0052054217,0.00016411516
Prmt6,0.026672797,0.040302593,0.03013682,0.021420583
Cd200,0.036095984,0.25396097,0.02011637,0.007848876
Jdp2,0.18523751,0.26347542,0.09697011,0.05952473
Fiz1,0.11173482,0.14006662,0.13087575,0.11220253
Cd160,1.1008785,2.0796566,0.5452751,0.42945883
Pdcd1,0.508113,0.9755323,0.17026587,0.09797709
Tnfrsf4,0.19516368,0.4131075,0.028560415,0.017071666
Fubp3,0.059896495,0.09497856,0.0456767,0.02511994
Etv6,0.16732292,0.3446225,0.24507111,0.21965815
Mllt3,0.66547686,0.9679279,0.7657267,0.6511028
Nfkb1,0.50432867,0.7950908,0.70525396,0.7323802
Dnmt3a,0.075033344,0.1391189,0.097121626,0.11171034
Crtc1,0.026580153,0.045900527,0.036885824,0.029198166
Phc2,0.2962544,0.50572675,0.45742846,0.400656
Smad1,0.053409256,0.07102121,0.018475745,0.027237488
E2f5,0.0748134,0.08661484,0.07320703,0.074915625
Setbp1,0.03480263,0.12976438,0.10095389,0.05146331
Taf4b,0.0658918,0.08503765,0.068669796,0.026513625
Eif2ak2,0.33361483,0.64026827,0.4116341,0.24947155
Tshz2,0.008260778,0.02413338,0.001063095,0.0
Il23r,0.0030641553,0.03654388,0.0006910996,0.0
Stat2,0.04668962,0.1680398,0.15903495,0.095123574
Myb,0.3340283,0.38271293,0.077515975,0.022212032
Alcam,0.3047438,0.39836687,0.31000888,0.22211601
Tfdp2,0.06692912,0.0844369,0.05368845,0.07737347
Ccr6,0.0037201892,0.16694866,0.0008199418,0.0
Zfp444,0.1143747,0.16399169,0.1543132,0.14968804
Zfp354c,0.0037040904,0.0153982565,0.0031165907,0.0104403375
Trp73,0.0050337384,0.004519791,0.0040732883,0.001911655
Pecam1,0.10358892,0.48043573,0.3165834,0.108232036
Cd68,0.094122216,0.28990784,0.2093996,0.22063819
Scml4,0.04860515,0.25819835,0.24770667,0.1823264
Max,0.52019835,0.9753831,0.7070603,0.6528923
Tox,0.22138502,1.697015,0.2927286,0.1306614
Il4ra,0.09260865,0.19650584,0.17397803,0.169106
Tox2,0.019247798,0.23340619,0.0040301234,0.0017717523
Hivep3,0.06342184,0.22407907,0.017875621,0.017699102
Dnmt3b,0.045155957,0.06812608,0.047761567,0.06380654
Sla2,0.41383708,0.5693423,0.45799854,0.47088918
Bmi1,0.23545186,0.20513725,0.1623946,0.15317035
Lag3,0.36908123,1.5682251,0.3819674,0.1751436
Crtam,0.32615036,1.4908448,0.5953203,0.50419885
Cxcr4,0.5111489,0.71974516,0.25732943,0.2522604
Vax2,0.03221972,0.07333965,0.034658074,0.02676308
Klf9,0.029959822,0.11979446,0.043912318,0.048864745
Pou2f2,0.6939807,2.412829,1.819257,1.7968171
Zkscan5,0.014675612,0.021247523,0.021929685,0.021322738
Thra,0.017161356,0.014021868,0.011475792,0.00955806
Ar,0.12855132,0.44090533,0.2995836,0.29057008
Hmg20b,0.1988288,0.19027059,0.17285356,0.18168178
Tcf12,0.20512676,0.4512184,0.3204832,0.38527468
Ssbp2,0.029056828,0.07126572,0.054847296,0.010493189
Sirt5,0.0478331,0.06826189,0.04663316,0.01227164
Il7r,0.4300855,1.2515036,1.7631676,0.30071837
Esr1,0.0007696316,0.007539136,0.0039220527,0.0
Bst2,2.2750447,3.4284952,2.8979886,1.1731977
Irf7,0.26136917,1.2759497,1.2166154,0.79558
Dpp4,0.42339092,0.88807875,0.84191406,0.6589026
Plxnc1,0.1728596,0.3121573,0.19555444,0.10928488
Klf8,0.029591188,0.024851898,0.011896719,0.008283409
Tnfrsf25,0.04509859,0.4017428,0.30897376,0.2519625
Aff3,0.036788035,0.46453264,0.08365337,0.017614758
Trim25,0.3267264,0.59947175,0.4371023,0.49772426
Tcf4,0.08046648,0.1611191,0.074017316,0.10360755
Parn,0.20869601,0.25057766,0.21127552,0.1572628
Slamf6,0.72278255,2.7095933,0.7770543,0.36828598
Treml2,0.03298865,0.110504895,0.023152847,0.0047277203
Ly6e,6.734072,12.047538,9.330249,3.0401855
Tcf7,0.5182927,5.0043426,1.399706,0.44088018
Ighd,0.0063511455,0.04635308,0.008207179,0.0039709
Cd22,0.040673178,0.12801918,0.007302671,0.0053235814
Rel,0.88599384,1.8671813,1.2169803,1.0233357
Ctla4,1.1036494,3.3520293,2.120602,0.45523548
Cd5,0.9893168,1.749908,1.7866318,1.4376035
Klra6,0.006820875,0.014602047,0.011651272,0.007018342
Epcam,0.069618545,0.09598925,0.025695683,0.001961019
Nr4a2,1.0583622,2.7172363,2.057489,1.5986413
Sell,0.13097562,0.59233785,0.095762834,0.043046016
Lamp2,0.054042894,0.08658716,0.047967687,0.058533303
Ccr7,0.18235266,0.5444997,0.072357945,0.0065346644
Fbxo7,0.21759488,0.22944923,0.20521931,0.15571013
Brd8,0.5126209,0.44670954,0.37676156,0.43796036
Zdhhc13,0.09646017,0.116837345,0.088724546,0.0946559
Gtf2a2,1.0609255,1.07616,0.8204081,0.8554414
Pou2af1,0.039231766,0.066433884,0.011492365,0.0044423076
Polr3b,0.1356228,0.18241963,0.17061067,0.14776042
Ctnnbl1,0.52717984,0.53555596,0.49911287,0.38722676
Cd244a,0.02398204,0.028922116,0.007036491,0.009703254
Il1rl1,0.06927355,0.2859843,0.038877092,0.057656966
Hif1a,0.47015688,0.67099434,0.2897632,0.21633875
Btla,0.01987403,0.070892066,0.024078103,0.012440325
Il6st,0.03894902,0.17416394,0.07472297,0.03445097
Mafk,0.13055891,0.3254464,0.29156187,0.18576944
Klf4,0.29163048,0.4176167,0.1891112,0.13437353
Lef1,0.84389895,1.4665966,1.442663,1.3991951
Dach1,0.002909528,0.003185135,0.00016114645,0.00015623134
Pbx1,0.0011221895,0.0009950375,1.680084e-05,0.0
Rnf19a,0.1788101,0.48628324,0.30192804,0.4274466
Ahr,0.032288644,0.07778118,0.009190897,0.002613922
Trbc1,7.8639727,16.258396,12.724422,9.951896
Cd9,0.57251066,2.184408,0.5341216,0.2759175
Hlf,0.027075017,0.030813167,0.01771283,0.009632931
Ankrd55,0.02251202,0.035540104,0.0061527784,0.005636019
Trdv1,0.008543422,0.026290348,0.011346062,0.020051556
Tlr1,0.011929786,0.12921643,0.04134944,0.008698922
Trps1,0.20751697,0.40232053,0.22734132,0.22916435
Maff,0.032974515,0.06597595,0.035201643,0.021872085
Icos,1.3743496,3.3372612,2.7431583,1.4086256
Nfkbib,0.4670731,0.6154867,0.6182349,0.461334
Gadd45b,1.0319788,1.7197804,1.2947068,1.4670951
Cd83,0.026699752,0.1346515,0.0028763977,5.1941992e-05
Myc,0.48963493,0.6034587,0.196828,0.05408426
Zbtb17,0.11478943,0.19142513,0.14184828,0.10993065
Ikzf2,0.10275899,0.6152095,0.06884467,0.039440516
Kmt5c,0.07542229,0.111731976,0.06638248,0.07689196
Tnfsf8,0.0993063,1.4091161,0.0844492,0.030948102
Rest,0.5817752,0.7861895,0.6403911,0.6173334
Id3,0.00028700347,0.01746228,0.00096782215,0.0017215627
Tnf,0.1759598,0.19613832,0.13442332,0.052460343
Izumo1r,0.0009450471,0.0029976573,0.0007690205,0.0003789624
Bcl6,0.010128455,0.07233312,0.02462931,0.030827181
Ms4a1,0.0037916258,0.009669082,0.0051567038,0.002064525
Ebf1,0.006479665,0.017121237,0.008552398,0.0005916679
Foxp4,0.12049433,0.2658369,0.21493025,0.18673284
Med12,0.23974384,0.4682991,0.38239545,0.39279085
Ighm,0.64775014,2.8120685,0.8639594,0.37763894
Cxcr5,0.007592204,0.11390019,0.012693918,0.0004171484
Relb,0.0937212,0.34525925,0.2999291,0.2055677
Tnfsf11,0.008332307,0.08256023,0.002646144,0.00010744659
Tnfrsf1b,0.32718733,0.5293484,0.44608513,0.33109084
Nfkbiz,0.99282837,2.5744464,2.2993565,1.9120457
Tgif1,0.27443874,0.73066694,0.6005564,0.4787685
Tgif2,0.061042048,0.10761174,0.10987477,0.063159265
Nr4a3,0.07908717,0.21839264,0.28047338,0.24324374
Ing3,0.35501602,0.35828882,0.34355408,0.3219648
Tnfaip3,1.2803775,3.253753,4.7571044,4.765526
Ppargc1b,0.059246726,0.051966224,0.0861548,0.0778628
Ifngr1,1.6673418,1.9685407,4.5377746,3.6317692
Per1,0.09181908,0.2734839,0.27969763,0.2259847
Slc3a2,0.96109366,1.0899771,1.6513683,1.3658575
Rere,0.07825411,0.13973896,0.23729123,0.23977032
Nr2c1,0.025885371,0.01929048,0.029744964,0.021412158
Pbx3,0.023988415,0.021746572,0.03351809,0.023534533
Adam8,0.081814975,0.069093555,0.19475569,0.06855146
Itgax,0.21568881,0.24181834,1.6855009,1.3109717
Chd9,0.09372495,0.16462174,0.2040066,0.1968981
Cd37,0.481543,1.1427548,2.127581,1.9960343
Snai3,0.17504066,0.22543189,0.26581123,0.16771123
Nfe2l1,0.20445682,0.19877876,0.2504103,0.25715297
Eya2,0.030773427,0.008575968,0.0604174,0.010742563
Thy1,2.4581048,1.9187262,5.398153,5.4264765
Skil,0.22299239,0.3750794,0.3743983,0.3243954
Mxd1,0.0427789,0.08467715,0.23190618,0.17348295
Ythdc1,1.3880225,1.4763813,1.4849795,1.5252662
Zbtb48,0.014847154,0.01587169,0.024350254,0.01274851
Mvp,0.10130564,0.1339352,0.15302128,0.116841994
Rbl2,0.22082038,0.38484123,0.7859607,0.73594075
Zfp1,0.04933692,0.09601366,0.12759174,0.12268127
Stat1,0.81178075,1.6557719,1.6792592,1.0808412
Pml,0.2243523,0.33362475,0.308903,0.2588768
Cd69,1.8970529,3.2057457,3.3462706,1.8861301
Bbx,0.18204205,0.44728586,0.44838142,0.3956322
Hopx,2.5219762,2.4106343,5.482898,5.3153353
Il10ra,0.09446063,0.17000595,0.2649019,0.23249172
Setdb2,0.14904685,0.14155316,0.18851937,0.13253416
Elf1,1.3487328,1.9428862,3.160379,2.3774793
Sp110,0.5289568,1.3902489,2.1765468,1.974125
Rbl1,0.2398543,0.17509912,0.21280019,0.1701896
Phip,0.636498,0.7431066,0.8153612,0.7778077
Cd274,0.15619904,0.45681906,0.4262557,0.30745742
Atm,0.33461076,0.36834237,0.38042468,0.3296545
Ascc3,0.33075064,0.5300631,0.50299263,0.495975
Jaml,0.34325832,1.024397,0.9319586,0.26957777
Daxx,0.3168402,0.55161184,0.5690415,0.34349027
Lgals9,0.45170048,0.9296099,0.9090882,0.84532046
Ifi204,0.051659517,0.069974095,0.0914691,0.008180434
Eomes,0.31186873,0.3431236,0.34296408,0.24006763
Btbd11,0.018346041,0.042208172,0.11337673,0.06232052
Sirt1,0.24767826,0.141321,0.20917445,0.2038391
Pbrm1,1.4929694,1.379811,1.661996,1.6524863
Mbd2,3.8313441,3.0489202,4.3241363,4.2856555
Nmi,0.694611,1.2431568,1.346001,0.9046385
Ikzf1,1.7906322,1.8971002,2.440874,2.3966978
Arid2,0.25369275,0.26124623,0.3394136,0.26496348
Zdhhc21,0.23202315,0.20361121,0.2449785,0.22825804
Top2b,1.2445527,1.6646949,1.9175847,1.8958169
Hivep2,0.21875212,0.56414455,0.557173,0.45745987
Zmynd11,0.38273618,0.41446447,0.74553216,0.74719083
Cd40lg,0.044275206,0.04608989,0.050647423,0.040032785
Stat3,0.64656544,1.0481033,1.0797855,1.0288001
Ccr2,0.07830407,0.04163268,0.6774264,0.48690674
Itga1,0.07736537,0.11332035,0.63380235,0.50698507
Kdm4a,0.193071,0.33161536,0.32174745,0.3090881
Stat5a,0.2705075,0.2818232,0.30358678,0.31083325
