,Arm_P2,Arm_P7,Arm_P9,Arm_P10
Tardbp,0.4342146,0.24725199,0.20537409,0.23118731
Mybbp1a,1.0726418,0.5047966,0.34298638,0.28779742
Pa2g4,4.066544,1.3832042,0.86779326,0.6861025
Smyd2,0.23477499,0.089028165,0.032475967,0.02263984
Trim28,0.9636694,0.44041666,0.3057394,0.3449472
Ruvbl2,0.34221086,0.14495797,0.092121206,0.08106668
Prdm5,0.0116794575,0.004595274,5.668881e-06,0.0
Apex1,0.5814138,0.25186864,0.13980883,0.060190357
Gtf2h1,0.45234945,0.35011783,0.37708834,0.34829837
Hnrnpr,1.4902906,1.2269185,1.0668318,1.0536515
Parp1,0.73289186,0.3791401,0.17333008,0.2621826
Smarca4,1.2536212,0.9419031,0.7799052,0.7369493
Ivns1abp,0.8043316,0.6666483,0.60010266,0.5996569
Hdac2,0.8982248,0.37129202,0.2839126,0.31833714
Fubp1,0.94995505,0.66247004,0.4795729,0.34106857
Bop1,0.5607005,0.35491663,0.2895949,0.2541112
Tfrc,0.4832516,0.22687414,0.121610954,0.1184288
Hmga1,0.030505074,0.012934289,0.011108338,0.007344503
Gtf2e1,0.14792015,0.12416936,0.08429848,0.09089836
Ctcf,0.9714112,0.82467186,0.836461,0.89448905
Aurkb,0.61131555,0.22421415,0.06203832,0.037835564
Havcr2,0.59667486,0.10279695,0.30848345,0.299618
Fosl1,0.011707241,0.0025340554,0.0018343201,0.0011555403
Tsg101,0.60668844,0.51546675,0.4944968,0.51638037
Gtf3c5,0.09242287,0.05004227,0.045574423,0.030047432
Orc1,0.22925845,0.05176112,0.014367644,0.005731894
Coil,0.16344711,0.13893121,0.0918468,0.07198175
Pcmt1,0.6101671,0.45268852,0.48775217,0.48460144
Hsf2,0.13899186,0.06727162,0.041290276,0.038475096
Gtf2b,1.0087782,0.8311387,0.8466821,0.91636074
Parp2,0.5242187,0.35523668,0.20167747,0.16714802
Zdhhc16,0.25741068,0.1501206,0.15266886,0.16818303
Mycbp,0.4234479,0.21207719,0.16165286,0.16621357
Bmi1,0.23099004,0.17536141,0.16220136,0.15292637
Igsf8,0.15170072,0.070252925,0.06878257,0.073174395
Mybl2,0.138071,0.045836672,0.011033652,0.0036802532
Gatad1,0.29678813,0.16858847,0.12708631,0.15717335
Polr2k,0.23719035,0.15292732,0.13979685,0.16968815
Igf1r,0.0039060998,0.005592656,0.0017030466,0.0018141271
Polr2a,1.1355586,1.0041611,0.91827905,1.0618626
Dach1,0.0023995726,0.0016458208,0.00016361718,0.00015655921
Mtf2,0.5288653,0.4107211,0.32228237,0.40448076
Jade1,0.29571646,0.16279481,0.21060878,0.16483939
Trgv2,0.022097085,0.0104660615,0.007134748,0.0068306294
Wdr5,0.48978418,0.1969547,0.2298134,0.22238408
Foxk2,0.23209946,0.18047224,0.14697315,0.11979667
Paxip1,0.45092487,0.2193674,0.17453015,0.19891044
Brd7,0.62953055,0.526969,0.5023921,0.4901286
Cebpg,0.48065332,0.33762887,0.31443694,0.3647943
Gtf2ird1,0.029525004,0.012115085,0.0018971923,0.0
Pnn,3.0126383,2.3715158,2.094718,2.1474922
Toe1,0.08393021,0.073920414,0.043962583,0.043926597
Suv39h2,0.0987476,0.029617518,0.009459682,0.005942621
Actl6a,1.3654543,0.7627409,0.5618436,0.45907828
Eed,1.0411217,0.5913355,0.59364235,0.56614166
Pms1,0.11293374,0.10260992,0.09298373,0.043295994
Prmt5,0.5485029,0.32985172,0.24995255,0.20873947
Fbxo17,0.025791628,0.015784834,0.017575491,0.013875977
Suv39h1,0.36365744,0.16628462,0.06965888,0.0847811
Rfc1,1.2613738,0.76132804,0.4208587,0.4264237
Sin3a,0.3823015,0.29394102,0.28337982,0.3380711
Ube2k,1.4091337,1.0761887,0.94810206,1.014966
Sfmbt1,0.13835987,0.06644745,0.04878175,0.0670212
Cnbp,3.8664782,2.9968622,3.4456525,3.6150792
Polr3d,0.19420348,0.15659976,0.15542072,0.10464074
Pdcd11,0.4012367,0.3105403,0.2691,0.18025167
Pwp1,0.34441394,0.2015658,0.18975076,0.19169612
Pbx1,0.0010306883,0.00038725193,1.7058434e-05,0.0
Trem1,0.004339363,0.0007717407,0.00091685046,0.0006051225
Eng,0.0026698373,0.0022088576,0.0020684162,0.0012048691
Fcgr1,0.011556469,0.0072542466,0.0052435277,0.0014205838
Sirpa,0.014892718,0.0053686905,0.008193652,0.006042489
Cd83,0.023148274,0.0840547,0.0027959875,5.2051e-05
Cd180,0.0006938411,0.00041952287,0.00015617623,4.0829746e-05
Ly86,0.02540137,0.013301384,0.0074644154,0.0013122978
Csf3r,0.01261018,0.00085068576,0.002221425,0.0041852742
Irf8,0.4267875,0.24793898,0.25625685,0.14567664
Il6ra,0.030535314,0.080210574,0.020061808,0.010696541
Cd74,0.216044,0.09563954,0.064653896,0.050324313
Csf1r,0.016050246,0.0065866946,0.0024091415,0.00087335176
Pax5,0.0026777014,0.0011068091,0.0004141545,0.0
Ciita,0.006987506,0.00452356,0.0040878677,0.00089306233
Cd300lf,0.010264365,0.0037023465,0.0035261721,0.0024087774
Ncr1,0.0042414004,0.0,0.003673484,0.002733254
Atf3,0.022214035,0.01574464,0.011410652,0.003977605
Cbfa2t3,0.083895676,0.06454889,0.009495142,0.0042195246
Tlr2,0.014420565,0.017448993,0.0039593996,0.0025357597
Mef2c,0.008372776,0.005346269,0.0018147818,0.007221651
Ifngr2,0.008105834,0.0065558404,0.0019133362,0.00017766962
Ctsl,0.046144396,0.061503917,0.021222696,0.028351016
H2-Ab1,0.18433498,0.073874496,0.048419897,0.047693063
H2-Eb1,0.18205711,0.075189166,0.0632663,0.073380515
Bcl11a,0.001659175,0.00092984724,0.00045057703,6.0916518e-05
Maml3,0.006874261,0.009880443,0.0028360297,0.0032712095
Tcf7l2,0.005064144,0.0031237549,0.00090863195,0.0021320744
Il1r2,0.026214885,0.01679251,0.005459385,0.00302279
Maff,0.032102518,0.052275214,0.035019193,0.021830674
Cxcr2,0.00267983,0.0,0.00039771223,0.0007901776
Clec12a,0.057231907,0.008305143,0.008573781,0.0085233925
Klf8,0.029670099,0.016820373,0.011634577,0.008300793
Pirb,0.029509114,0.009576798,0.013016097,0.00794573
Tcf4,0.0758646,0.11602297,0.07347219,0.10360759
Cd300c2,0.011089268,0.004182881,0.0065088854,0.0011273512
Lmo4,0.33422366,0.22530822,0.159239,0.25371844
Padi4,0.0064882203,0.0013108333,0.00081011024,0.0005105073
Ebf1,0.0060650064,0.004700014,0.008415135,0.0005929096
Lmo2,0.0148624405,0.007937211,0.0074148173,0.0011298176
Plaur,0.018263321,0.010529404,0.0033167114,0.0030662504
Smad1,0.052898232,0.05249379,0.01852001,0.027294649
C5ar1,0.0013949492,0.0005746104,0.00023409506,0.00063361845
Nfya,0.14428261,0.13324258,0.122614585,0.13133353
Ms4a1,0.0034779685,0.0022609297,0.00480967,0.0020688574
Hdac9,0.0017994142,0.001647685,0.0002798792,0.00012690583
Zbtb16,0.005465357,0.0010810689,0.00093753857,0.0
Ahr,0.031596083,0.04884124,0.008987962,0.002574059
Brd8,0.51572114,0.4795832,0.37726817,0.438358
Lgals3,10.108298,4.4422035,5.837275,4.8468466
Zdhhc2,0.101979144,0.09345481,0.07924302,0.06665104
Mcm2,1.6253461,0.54046196,0.24696776,0.20333244
Mcm3,3.740483,1.2007223,0.5096727,0.36923936
Rbbp4,2.5557873,1.7156974,1.304128,1.2910776
Wdhd1,0.3479268,0.11817859,0.055916548,0.059741996
Hat1,1.8866835,0.7681324,0.4455562,0.43424466
Phf19,0.089319594,0.029441722,0.01114531,0.007826536
Mcm6,3.4459279,1.5719974,0.90581083,0.84601307
Tcf19,0.5718002,0.22382437,0.09457195,0.115146585
Hdac1,1.8613039,1.2450972,1.0412654,0.9853886
Hdac3,0.54316664,0.38616967,0.32077548,0.31027856
Chaf1b,0.90018153,0.35907802,0.2960211,0.19489622
Mcm5,2.9225078,0.94414693,0.32982835,0.1956572
E2f1,0.40050766,0.14727078,0.038388707,0.017121727
Brip1,0.33790797,0.12201057,0.023970634,0.023077296
Mcm7,2.2851474,0.764715,0.29047474,0.24715453
Hnrnpul1,1.132296,0.94624597,0.85729384,0.88464624
Tnfsf4,0.006355806,0.021947296,0.0048929076,0.00016445958
Tnfrsf4,0.16052853,0.13100748,0.028282883,0.017049491
Jdp2,0.1778159,0.1988535,0.09614461,0.059431944
Batf,2.186804,2.4630249,1.2060356,0.8013489
Epcam,0.068776585,0.086336456,0.025374554,0.0019651342
Cd22,0.038693607,0.06918147,0.0069939718,0.0053347535
Pdcd1,0.4526038,0.48853058,0.1629531,0.09781506
Cd160,1.0497444,1.2869335,0.54005516,0.42888868
Pou2af1,0.038879294,0.055783913,0.011456798,0.004338543
Etv6,0.16507074,0.30914792,0.24543887,0.2195982
Tnfsf8,0.08476324,0.89711785,0.08404031,0.031013051
Nrp1,0.20145188,0.55001146,0.3695425,0.3872289
Hivep3,0.05775394,0.11176117,0.016711138,0.017736245
Il23r,0.002738882,0.019469231,0.00070169574,0.0
Hlf,0.02471399,0.029875856,0.017649759,0.009653147
Hif1a,0.4508721,0.48861414,0.28827223,0.21598643
Ctla4,1.0576918,2.8069663,2.1028242,0.45401332
Ccr6,0.0025399816,0.06025407,0.0007614971,0.0
Cxcr4,0.5056778,0.58463067,0.2555972,0.25217855
Cd200,0.033321977,0.12016814,0.01952534,0.007821018
Tox,0.18521155,0.93554765,0.27911106,0.13056384
Tox2,0.012098872,0.097966775,0.0034135487,0.0017754704
Tshz2,0.008268009,0.019473493,0.0010509762,0.0
Mllt3,0.6549206,0.8756711,0.7644105,0.6516335
Treml2,0.032638922,0.11723258,0.023129966,0.0047376417
Myc,0.47973144,0.56863487,0.19601944,0.053954735
Ankrd55,0.021264125,0.02488248,0.006015601,0.005570337
Rest,0.57962334,0.76493394,0.63886493,0.6167618
Btla,0.01981992,0.04818531,0.023814248,0.0124664325
Aff3,0.036427703,0.43567458,0.08355737,0.017651726
Tnfsf11,0.0071087056,0.046640534,0.002649329,0.00010767208
Il1rl1,0.058753297,0.16828515,0.037630476,0.05764256
Cd9,0.5617645,1.8162142,0.52449507,0.27608255
Fubp3,0.05884078,0.073192075,0.045897882,0.025141597
Zbtb17,0.11442415,0.16955899,0.1418044,0.10990829
Id3,0.00030758613,0.018653845,0.00090750464,0.0017251757
Bcl6,0.0099393455,0.04734216,0.024476528,0.030733911
Il6st,0.037869543,0.14505112,0.07484081,0.03448839
Ighm,0.6029853,2.2752123,0.85550475,0.37794644
Rel,0.8712747,1.700351,1.2147923,1.0222113
Pbx4,0.04175703,0.06183411,0.027359663,0.015635487
Ikzf2,0.09004035,0.37113318,0.06684789,0.039483543
Sell,0.1311462,0.8112573,0.09634875,0.04266004
Tlr1,0.012065929,0.15545706,0.041842498,0.008717177
Myb,0.32468417,0.3705689,0.07758589,0.022173334
Klra6,0.007620938,0.051137578,0.011732159,0.007033071
Lamp2,0.053449985,0.0743873,0.04795857,0.058574792
Il4ra,0.09184478,0.21986046,0.17491332,0.16919035
Plxnc1,0.17352732,0.29793307,0.19533052,0.10932694
Klf9,0.027828773,0.090038106,0.04385834,0.048823796
Lef1,0.8529127,1.7121767,1.4480835,1.4005198
Per1,0.092345215,0.3093385,0.28046075,0.22559424
Cxcr5,0.0073277014,0.11517254,0.012838922,0.00041802385
Tnf,0.18294284,0.22378927,0.13449419,0.05247974
Cd69,1.9455512,3.706454,3.3497908,1.8838888
Ccr7,0.1781337,0.87382597,0.0729902,0.006548378
Eomes,0.3225547,0.4508569,0.34410006,0.23953693
Scml4,0.049999997,0.3113159,0.2492411,0.18207371
Abcb1a,0.09039895,0.3054215,0.2891261,0.2224609
Ssbp2,0.028871456,0.11104288,0.055365745,0.01051521
Tcf7,0.49341857,4.962895,1.4118193,0.4411474
Slamf6,0.70559233,2.0443795,0.77511567,0.3678625
Dpp4,0.4271171,1.0022229,0.8430428,0.65923536
Trps1,0.19828938,0.31884283,0.22744614,0.2289184
Nr4a2,1.0382463,2.6323812,2.0534246,1.597557
Taf4b,0.065125264,0.098954536,0.06890994,0.026535263
Tgif1,0.2756293,0.69939744,0.5994108,0.4785594
Max,0.5066631,0.86234814,0.7065138,0.6526387
Il7r,0.45616326,1.9518714,1.7787435,0.3011896
Fbxo7,0.21947174,0.24068473,0.20527773,0.1556549
Trim25,0.32559606,0.6010975,0.4365155,0.49736872
Pou2f2,0.67115337,2.0057201,1.8169361,1.7970123
Eif2ak2,0.32698607,0.5746331,0.41105965,0.24952935
Bbx,0.18206339,0.45809412,0.4488716,0.39551705
Pcgf5,0.4127615,0.39459464,0.27685103,0.17686844
Zfp444,0.11422626,0.17181209,0.15468335,0.14985502
Pou6f1,0.031987254,0.22306992,0.18880339,0.039689507
Thra,0.017149663,0.019582016,0.011437729,0.009578119
Ly6e,6.656611,12.095244,9.323564,3.036294
Lag3,0.33467522,0.79531246,0.36777192,0.17495412
Ing3,0.3520439,0.37409663,0.3430827,0.32173923
Klf4,0.28223565,0.45562375,0.18973306,0.13433547
Crtam,0.3138303,1.1856847,0.59611607,0.5044937
Atad2b,0.28157827,0.5704956,0.49090144,0.53542984
Ar,0.12428849,0.42297804,0.2998476,0.29036525
Crtc1,0.02562405,0.04778125,0.036439005,0.02920144
Ighd,0.006051101,0.025052713,0.007777156,0.0039792336
Taf1a,0.036090996,0.0484823,0.0376668,0.039973415
Chd2,0.5716711,1.3411885,1.3127126,1.1580411
Kcnip3,0.0015430769,0.0050038295,0.005126198,0.0057359408
Rgs14,0.1557608,0.20649171,0.33871308,0.31652555
Ube2b,2.0682535,2.8574035,3.3185635,3.2156286
Fas,0.10956169,0.31051943,0.26517048,0.21840943
Entpd1,0.03013266,0.01236142,0.08374086,0.09689857
Btbd11,0.018925767,0.061462186,0.11437394,0.062406715
Cd37,0.48486057,1.2894453,2.132258,1.9966445
Hdac8,0.04967697,0.07892494,0.08829366,0.07491012
Ccr2,0.08433827,0.12509291,0.6822106,0.4871752
Itga1,0.07972745,0.16478622,0.6349605,0.5074731
Mbd2,3.8470502,3.3305254,4.3289423,4.2847147
Cd226,0.4232651,1.5096314,2.1203363,1.8360859
Cd47,7.5920258,7.3748126,10.59652,9.363885
Zfp275,0.048349105,0.07638739,0.09612796,0.082298614
Baz2b,0.073291,0.23694992,0.22657941,0.21233304
Cd44,0.54107857,0.88442254,1.2323911,0.7501559
Ppard,0.039878517,0.05669355,0.067927085,0.06552981
Btg1,1.2094738,4.505364,6.701456,6.5976367
Zkscan14,0.042137712,0.110925734,0.112174764,0.11542473
Tgif2,0.059799384,0.091229856,0.109811075,0.06312345
Trp73,0.004577126,0.0033321932,0.0039984128,0.0018759208
Bmpr1a,0.010631439,0.009105346,0.010277792,0.008390996
Hdac7,0.53370506,0.8791535,1.0502079,0.81274444
Klf13,1.1227638,1.7381661,3.0317972,2.9111733
Stat5a,0.26548198,0.26781267,0.3039622,0.31111616
Polr3b,0.1340471,0.17389661,0.17031093,0.14747584
Zmynd11,0.38808087,0.56544006,0.7492035,0.7479146
Ikbkb,0.20961279,0.37021154,0.42618555,0.39970315
Eya2,0.032222893,0.019629298,0.06085232,0.010765107
Mta3,0.14574368,0.16274953,0.25200436,0.24402875
Cd40lg,0.042877205,0.038425498,0.050734583,0.039975084
Nr4a3,0.078764774,0.2675281,0.28141332,0.24326216
Hivep2,0.21622047,0.5956289,0.55727005,0.4574309
Smarca2,0.18489276,0.46079478,0.45741826,0.45682877
Sp140,0.28021854,0.56947565,0.67338103,0.638164
Nfkbiz,0.9746974,2.2273228,2.2892294,1.9101161
Tnfaip3,1.295681,3.6732137,4.766669,4.7650647
Tnfrsf25,0.043216772,0.34593257,0.31181946,0.2523276
Cnot6l,1.3995179,2.9773974,3.1543984,2.8500335
Rbl2,0.21715376,0.47455496,0.7884506,0.73638827
Pecam1,0.10075955,0.38126475,0.31663,0.107977375
Foxp4,0.11630539,0.22614129,0.21442427,0.18677536
Cd55,0.072405174,0.16032317,0.2520307,0.08015801
Cd86,0.022110913,0.08167933,0.19157961,0.075340696
Id2,3.135823,3.7165468,10.6440525,9.4097
Tshz3,0.0025449926,0.0015175487,0.006561144,0.0053359983
Zbtb48,0.014316777,0.014610596,0.024171775,0.012775264
Mvp,0.1008017,0.14025322,0.15278548,0.116669126
Taf3,0.4855251,0.42435154,0.5167095,0.49561617
Ercc5,0.076152146,0.121263005,0.15252535,0.13473342
Deaf1,0.088840246,0.15639977,0.18386695,0.15863836
Fiz1,0.112138376,0.13206975,0.13104254,0.112386756
Slc3a2,0.9617605,1.1043998,1.6539139,1.3645725
Satb1,0.9778716,2.1961913,2.4636314,2.1640332
Nr2c1,0.025278766,0.01554904,0.029639887,0.021457095
Itgb3,0.12047302,0.105701886,0.13883263,0.07266127
Actb,122.815926,126.43345,147.71269,134.74767
Snai3,0.1739014,0.22362038,0.26521316,0.16788001
E2f5,0.07176452,0.080083735,0.073626965,0.07493935
Il18r1,0.75829184,1.4939282,2.5065398,2.0427203
Stat3,0.62410414,0.9536136,1.0771149,1.0289075
Pbrm1,1.5020771,1.6255664,1.6662694,1.6522561
Notch1,0.35591686,0.44553882,0.65842015,0.6178974
Ikzf1,1.7956586,2.019035,2.443496,2.397126
Kmt5b,0.14350228,0.38604483,0.48291048,0.49133354
Mafk,0.13045494,0.32731313,0.29236397,0.1858083
Stat2,0.044757582,0.14625274,0.15894017,0.0950674
Ascc3,0.33350733,0.5553304,0.50267917,0.49619284
Irf7,0.25705752,1.2080302,1.2171149,0.79468644
Smad7,0.65445745,1.7521571,1.9999374,1.5795225
Phc2,0.29048547,0.4601647,0.45747158,0.3998418
Bst2,2.2850926,3.311755,2.889999,1.1722391
Icos,1.352541,2.549876,2.7400482,1.4080076
Znfx1,0.07576315,0.23206198,0.29361695,0.22645468
Pml,0.22453083,0.3624016,0.30867216,0.25914326
Cd274,0.1547971,0.45584074,0.42617884,0.3068417
Daxx,0.3149032,0.559732,0.56846005,0.34338525
Ifi204,0.049725723,0.0722987,0.089796,0.007929381
Med27,0.20429295,0.22133365,0.235721,0.23311375
Nmi,0.69176114,1.2493345,1.345855,0.90370196
Zeb1,0.14723295,0.20922467,0.30857164,0.16086641
Slamf1,0.13434362,0.15562198,0.2428992,0.21845719
Cd53,2.2255824,4.542302,6.015956,4.078606
Ncam1,0.0014848703,0.0,0.0013893167,0.00058234815
Plag1,0.0023891858,0.010685651,0.0075863474,0.0025312465
Gata3,0.24709578,0.35418817,0.53135353,0.43694106
Zfp277,0.20906584,0.25022137,0.28545204,0.2595054
Rai1,0.09191048,0.12341842,0.15077032,0.13152741
Hopx,2.5912232,3.1344717,5.496862,5.3148117
Pbx3,0.022202665,0.019226912,0.033591572,0.023513988
Itga2,0.029486,0.03043043,0.08337668,0.06013762
Cd52,1.0545148,2.4219413,3.2722478,3.0333843
Nfkbib,0.46072456,0.56051224,0.617179,0.46094552
Tnfrsf1b,0.31601378,0.38746458,0.44345722,0.33081532
