,Arm_P2,Arm_P4,Arm_P9,Arm_P10
Fhl2,0.11610159618691118,0.0280649458138627,0.07867158887279227,0.10849009639870495
Cd69,0.4486864998847658,0.23411108070841416,-0.3075296592467196,-0.39472684019068877
Lair1,0.050986746524749,0.03288332389327017,-0.00618694636839065,-0.022801949097514
Dnajc2,-0.040711924795891495,-0.10550614667402504,-0.24518193943350805,-0.28280596276517184
Rarg,0.018228904102368996,-0.0030745921168812943,-0.014552648663121412,-0.022332066633433553
Rbl1,0.06715502371256564,0.03894032512282316,-0.05200462321593983,-0.0514678273093941
Rbbp4,0.12522238067822097,0.07477717783601275,-0.1294582598508019,-0.02466903434208815
Nr4a2,0.2314605052480089,0.19858539837192501,0.13057834406615135,0.17935592064004868
Dnmt1,0.22795393677723869,0.011649850342879839,-0.03690567548987185,-0.1322352717675492
Sema7a,0.06950467510586641,0.06642843896270693,0.023642019559253727,-0.011351209006351276
Igf1r,0.027887882669020123,0.017102878903752304,0.01930207359018433,0.008708945208727776
Ahr,0.011357360500731387,0.01076992233575331,0.005605651942498119,0.009660038444305767
Tnfrsf4,0.16547374920121616,0.14945602397229438,0.013491553611791917,0.016388622720462258
Cd22,0.030927773757298417,0.022352234279467007,0.021741080395919675,-0.0006674332020322459
Paxip1,0.013030414594860752,-0.01730103042684484,-0.0364282331980215,-0.05037381456318826
Itga4,1.2762601282285637,1.1509489566472493,0.5850814521664776,0.4122559616636792
Itgb2,0.43167447400013126,0.01866690854270688,-0.3213039081459591,0.15419275417705058
S1pr1,0.33038049391069174,0.29701479544723836,-0.3423649846254405,-0.36901152927744835
Suz12,0.03130197130560161,-0.13436522776502147,-0.24451379917291366,-0.22437141091299354
Daxx,0.0682554565499117,0.06522670019930654,0.00883301353277876,0.05283242716604994
Sfmbt1,0.02238301774959219,0.003994735827839221,0.01194889436080451,0.010762501965348743
Mybl1,0.016755687829287852,0.01335613924330272,0.009691496447913533,0.0005603127068540606
Cd28,0.5962800719018063,0.49967065321595344,0.044111206599697854,0.21760695120573895
Id3,0.0011684636876145727,0.0007044722897953388,0.0003599238361134995,0.00019629466173526244
Klrk1,0.1656967209637577,0.04485057963914305,-0.048066118519275634,-0.03035274395508414
Tshz2,0.007710094213386493,0.006729162283748165,0.005216211513028557,0.0019661999543320926
Hmmr,0.7898164852936683,0.22460283397907996,0.1162098630751236,0.303500460489927
Srebf2,0.030928540898060984,0.029626380369073058,-0.00179502872418079,-0.012867240786034437
Eng,0.008499334741723022,0.003587594765383807,0.00026630023576242355,8.050064927233951e-05
Parp1,0.01296532113084512,-0.002616988317032071,-0.036826836037759776,-0.0753569158212156
Zbtb10,0.03606844628881105,0.026086102079966846,0.03089466548177343,0.00622096655752445
E2f1,0.11710280950827294,0.11354701438763716,0.08473648699610076,0.056185875411284864
Trbc1,1.5096463917109797,1.397313386066545,0.8293093781408182,1.2861631413600787
Fcgr1,0.005917666083873482,0.0021897073846985286,0.005380308022345615,0.001079424629719644
Havcr2,0.2667485104657854,0.2591883491212805,0.09978280022314359,0.2256971645422291
Klrb1c,0.09437125524931213,0.0020026688740497475,-0.038046670718306544,-0.18035500611318742
Cd47,0.5604157232632839,0.32950617532176507,-0.12751216967283324,-0.30508466541630846
Tnf,0.024105093836303222,0.021946720297902143,-0.00014102313390198127,0.004319289861992423
Icos,0.33188678150325657,0.3059872024037918,-0.05573636610457079,0.24090200119110874
Cd200,0.10562667570265248,0.09501266665883422,0.04985422285398718,-0.0004853735141264728
Maml3,0.0019774047361422664,0.0012185602033362418,0.0005575092106036978,0.00048783210486610256
Foxm1,0.03352978358330572,0.011430238099392925,0.020069777159468276,0.01491070016403561
Il7r,0.35121197729178844,0.2752297947294478,-0.6323370300101916,-0.15592328465480293
L3mbtl3,0.04357251355525903,0.03381808223649705,0.03211102643413817,0.030468614485487003
Espl1,0.06507051968550921,-0.0012720092683430788,0.00863984828129005,0.004669107877225232
Mxd3,-0.005060875076579333,-0.342845694256926,0.03783038309330612,-0.003967686233480442
E2f8,0.06525189982639337,-0.1002829635243699,-0.009928145581956042,-0.0034265715548342478
Cbx5,0.12861456881293937,-0.04796990908861784,-0.0803080992979565,-0.06294272818331016
Ppargc1b,0.02823180373468485,0.014831877449280965,0.010613009627210191,0.01345292961207708
Tet1,0.02172562358663186,0.025621650591266924,-0.0035188868969139447,0.015534171605560594
Ttf2,0.026934104888819754,0.011386143535220161,-0.0033283790582879333,-0.01699071198201286
Aurkb,0.45469053116459707,-0.13302613308358716,0.2874438772869791,-0.013112647290724207
Sell,0.44827053926311544,0.4697291608966101,-0.021688446126354146,0.22107192527093691
Tnfrsf9,0.22439886747722268,0.25040426657202325,0.1407094879609049,0.09469151058860835
Pml,0.030766717378255655,0.027447883896778286,-0.004765167980371446,-0.030978213833868236
Ddx5,1.0589685527062234,0.8084616734909761,0.31409675568486994,0.35907130458670816
Ncam1,0.0027112493112921815,0.0007933905946551052,0.0015535487647287346,0.0005067298550241558
Batf3,0.11158876878783347,0.10208044167475779,0.07933504544199967,0.0015833766246870248
Tcf7,0.42150478352894344,0.13722206512541088,0.040469345642312,-0.04489783087585561
Ccr7,0.7890190163688653,0.63570116246427,0.6998686773211387,0.17166157650236152
Ccr6,0.040883137110014595,0.037273561595427426,0.005651294374141026,0.0027703966296530923
Myb,0.0935385079156902,0.1031057976411741,0.0812113231666944,0.03881326984184503
Nt5e,0.024289332359953487,0.029946318922809027,-0.008351591936200635,-0.018917021770264972
Ifngr1,0.5796979466899551,0.6007894214531995,0.27417084469780234,0.5685477408358225
H2-Ab1,0.013315654101515308,0.7842187307870743,0.03784120738325531,-0.002924154293335958
Sp100,0.2915984018766925,0.29642925130777376,0.08616931176806138,0.22722355720098633
Izumo1r,0.011700041839721802,0.021946371117173867,0.01708670516834374,0.0017018962251159513
Zfp1,0.030335394634319866,0.03272118880001512,-0.007740082443820134,-0.03208074058026561
Tox,0.1895368218604659,0.18670290397843584,-0.10340454308291913,-0.06000924867905409
H2-Eb1,0.2044331733960385,1.0352760364989764,1.0075728749499213,0.6023713351458452
Chaf1a,0.048437598190494806,0.04350085432405289,-0.004981719247866305,0.0009125358091064152
Pdcd1,0.31550594837580337,0.32711857507962866,0.20463657508996413,0.22556722503992746
Maf,0.034764083147875796,0.06082932504175528,-0.020374340933065237,-0.01551141345997762
Fosb,0.3476582983952493,0.35767672312411297,0.18783367570034423,0.1433234550774537
Treml2,0.1030559125318863,0.14501650436850197,-0.008520987800458313,-0.0008360613571547069
Tbx21,0.11335814191714655,0.11884225214626003,0.11279938891249937,0.08082211657487538
Mcm4,0.02745887287347731,0.06628374402151792,-0.08740715487266809,-0.07328624295678358
Brca1,0.10235056687677545,0.12773151959551346,0.004546240482626296,-0.0040424491300249344
Mbd4,0.018036826861461283,0.02204224541846267,-0.007547308497362978,-0.013865836389194452
Pcmt1,0.05993982542107072,0.06305253444439132,-0.02155961121295971,0.03539200644103799
Fbxo17,-0.002466662265900188,0.010574800526971049,-0.0016963302534360165,-0.0012617234958572459
Ccr2,0.047380983531343616,0.07858272796898108,-0.0450583006114461,-0.09644269499561167
Il6st,0.040819086452262225,0.0561017686159182,0.04540513508699569,0.028084004968906052
Rora,0.42017514095931086,0.43298509103777816,0.3022980266655793,0.2776983969186261
Klrg1,0.764655716693361,1.0694873804734386,-0.2660765651511188,-0.2880623455241556
Chd3,0.14399564788336341,0.1914005199882899,-0.10954087114397382,0.1431858567024568
Mybl2,0.01723089464051442,0.026743522428311586,0.0002458964711777909,0.019346535186205212
Alcam,0.04744957715509838,0.04985948863138933,0.04914698227589296,0.046999428886384094
Hdac9,0.00014321382733318162,0.00018878252078593821,8.926679571031882e-05,7.796528821909737e-05
Ighd,0.025163339845879363,0.02530720730934258,0.000150227366636057,-8.991200199407368e-05
Ski,0.04721915946160571,0.04658640332497457,0.035234699908244474,0.012076660582276895
Tlr1,0.01401936030785169,0.03653715889702882,-0.015548517826754558,-0.0012500293450071708
Tnfsf8,0.21450079058721375,0.20782549675651632,-0.03250549230437573,-0.004973232569587475
Cx3cr1,0.10252322885182746,0.11713835716395507,-0.02228434118147939,-0.09827411984952174
Itga1,-0.006326280973798417,0.06817395838928769,0.05357269062505489,-0.003400420603918661
Rad51,0.026542156694024037,0.03489254558210753,0.027722473191240944,0.022343811197923502
Slamf6,0.023653057241582294,0.06705524509441052,0.03562832072270799,-0.18257934737681203
Adam8,0.047998623119179275,0.05072775748473912,0.02635812720654428,0.018009496084624488
Pirb,0.003536942052350561,0.052036732479491976,0.006970282614282815,0.006447084622500011
Itgax,0.23950860470539972,0.3138336962433747,-0.007212738160905085,-0.08153816399521453
Klrd1,0.2092550514215688,0.4580677624749057,-0.5285107862605609,0.09041553300101511
Klf6,1.247345228388338,1.3149791881283883,0.9019882509750881,0.88776960886976
Mcm6,0.39690140977615584,0.5365544520992422,-0.317000711038587,-0.3149313230366648
Prdm1,0.038824100199827356,0.06744362057894014,-0.0874436587681089,-0.11942786736861899
Cbx3,0.021048397038101116,0.02788877389157381,-0.0030825425758833945,0.003966572905679201
Phf19,0.02811257611178971,0.03179050371922802,0.002261278195569376,0.006367640005820916
Zfp36l1,0.3225166713849449,0.3374478228999867,0.11180167594503783,-0.18094565572957122
Cxcr6,0.5340256233111254,0.6945902105806032,-0.1032825151375043,-0.0765385123719135
Cd53,-0.036677796494547964,0.523669741326914,0.15542425384830294,0.00346263040229151
Batf,-0.0041924093448821925,0.33365350735107957,-0.25310062718839976,-0.20337209023909145
Jaml,0.11656239645621289,0.12179082650227645,-0.07984698094560262,0.08282440841255613
Ikbkb,0.0579835620056632,0.05923090361882911,0.033964708105695615,0.010123022461946945
Zmynd11,0.07652699725786985,0.07906957989125409,0.03879220737422803,0.03498042569100981
Zfhx2,0.02486627433746481,0.023680260422396977,-0.02310750049337847,-0.032912151932387924
Il1r2,0.020871831268557937,0.024666485282675368,0.007930058533800138,0.007997216791005539
Rel,0.13716354563208186,0.1435367142642625,0.06443765595585181,0.033706342465809655
E2f3,0.0365337738174623,0.046729028436967725,0.025030913907672977,0.02878971381137325
Kmt5b,0.04739158241399498,0.05532127492109975,0.048525768006799364,0.04615240618869059
Orc1,0.02159191918046645,0.031949743205340476,0.021282842568986268,0.017263648083268204
Klf13,-0.18651086276212767,0.26245080671292975,-0.4972265906009021,-0.22767041668338023
Atf7ip,0.053672389706769935,0.06735309094137697,0.02789302897636869,0.04166311801884637
Slc3a2,-0.010377858703369654,0.10269368342288926,0.054436873373837374,0.024397661838195656
Cbfa2t3,0.0038619132757611446,0.01009306549487819,0.00922416790871453,5.455028070275585e-05
Klrc1,0.35891597720394136,0.4388108836305445,0.3451638927164636,0.1273119091471988
Klf3,0.1542304178088819,0.2649972591951819,0.0027133583298137535,-0.11770290286293118
Pbx1,3.0614285745833755e-05,7.91345878252722e-05,3.240862309913182e-05,4.5128050104551204e-05
Il10ra,0.06063697626876909,0.0800085357870949,0.043347407428830996,0.07632370505238797
Ikzf2,0.051265073838507993,0.06507677170835882,0.04210149134435179,0.03926440969038344
Smad1,-0.0003075600864991435,0.011457988067494219,0.006542629551502552,-0.004148234259262712
Hells,0.09539148128874235,0.3235219927302406,-0.11277740425435974,-0.11306360495384418
Il2ra,0.06419149701369246,0.09600598218159877,0.07542108325908677,0.0756004863446242
Ebf1,0.007733610382545195,0.016712282352891454,0.004345388287501189,0.012906888185174836
Cd55,-0.022583625113007915,-0.010514979799383184,-0.031107259743751964,-0.0276957446677333
Srrm1,0.010619499951210153,0.04178180587940812,-0.041139605354459284,-0.04694532070255171
Cenpk,0.08176903144377172,0.09632961411262292,-0.007247589519899781,-0.009204814009840686
Irf8,0.09069414909446173,0.09230616967502484,0.09961515050231508,0.11864039934789944
Zeb2,0.20636575705917284,0.2585614502633736,0.5171243192307685,0.5223041540030727
Thra,0.027526807467862974,0.008675710978520362,0.030943421412221415,0.030805738579723015
Chaf1b,0.03629980806871229,-0.047708902069761285,0.16207930670135795,0.15244719632246956
Fcgr2b,0.06902085561717734,0.046229409433796935,0.09856648194663842,0.01970335857895744
Crebl2,0.015225642237162737,0.022811497970269608,0.018277458891036134,-0.009519295909393538
Il2rb,-0.07715170605746803,0.14978506434052408,0.5401279765413983,0.5429683411269642
Rai1,0.0415802440576121,0.035435181415053696,0.041559496056878635,0.04275864629248596
Pecam1,0.03556529564615603,0.03951752111449785,0.05187322887335289,0.030448183745845004
Btbd11,0.0060601748020673064,0.006920205457039538,0.018013312466274224,0.01631797949938132
Smyd2,0.000546546554363271,-0.018567549767088857,0.020602603740801043,-0.0034473062269825294
Hmgb3,-0.020215362915579845,-0.06417954308438462,0.11908396282841434,0.14628274150316967
Il1rl1,0.05303756974795219,0.08556725529293306,0.07406266797450281,0.051994858587433246
Nab1,0.03558942388815841,0.10882868104698318,0.12733838912290613,-0.005331236589318603
Epas1,0.03533226002319113,0.028100221321121575,0.04513766551090436,-0.004783178033528282
Il18rap,0.19835151764671374,0.2514233888256542,0.4055021089754255,0.22855386585193213
Satb1,0.23009521767955582,0.2556693054420253,0.3444285136345539,0.33964172598775233
Hat1,0.012849640998607949,0.02773505667963752,0.18405228963013448,0.15781577714532513
Arntl,0.014403665161174051,0.015419778701895204,0.032139410213301654,0.024980562693822757
Top2b,-0.13037551599060465,-0.07773489949393324,0.018010438273759286,0.014618420668735569
Cd300lf,0.005232807194066223,0.0033611478467693847,0.043051574425897646,0.03891744057890224
Vax2,0.0032950881361375863,-0.008748860744475631,0.03394499706181934,0.0011224428917867525
Lag3,0.5705154279115606,0.40846135337390066,0.6816656461011822,0.5819075420477688
Rfc1,0.08059898771729371,-0.008832276496934506,0.15074344898001715,0.14353452691151217
Tcf12,0.04511462483059113,0.019743213280167503,0.05856060338941582,0.0425741275518876
Zhx2,0.01468038139586096,0.015329889606053816,0.027128727126062548,0.022471451616900652
Fosl2,0.030466803499888517,0.040949263575510556,0.03764737989343451,0.014931872498194892
Ssbp2,0.04269129040625291,0.04889093456529086,0.07737786467856486,0.06404015313692976
Jmy,0.020917715406848607,0.020007470758232854,0.03578807194353465,0.03601465619297381
Plaur,0.011214113791891057,0.007360130255129908,0.11958374391282685,0.12256578290464067
Trp73,0.0061774965942557976,0.005821741339110669,0.009058809294630162,0.005459890266703876
Ncor1,-0.01545837533891384,-0.061025615013022484,0.07535954897984022,0.02455576306770584
Smad3,0.04731140747827945,0.055907021351931555,0.05942404904824355,0.04429335453062496
Ly86,0.013114336578001987,0.007380164113215988,0.0471686301079488,0.03546438494210626
Trps1,0.06625011688566311,0.0654602775949355,0.06621627360549379,0.06502281965446581
Klra1,0.006546528669497425,0.009816395832774747,0.02775832641938887,0.005138863688426896
Ube2b,-0.12818645024152828,-0.04259066287990788,0.09389943223699815,0.0899968586934862
Nr3c1,0.09649746702450138,0.09714424921766283,0.10393098231365026,0.05209603809056035
Ikzf1,-0.11270711018237313,-0.09089023737398752,-0.04943689988369198,-0.07042219796696614
C5ar1,0.0005180775210814497,0.0004023755221497089,0.004507976200031161,0.0012453404084130444
Klra8,0.0011048360936294851,0.01866433478342853,0.018673795756983916,0.009676673391996347
Cd74,0.024679991343931233,0.061149015201415316,0.10765327454721557,0.07549487215448317
Itgb1,-0.515503891009618,-0.6030155919976122,0.0660608135690912,-0.21045025884099833
Kdm6b,0.15911889336088475,0.16584545567151768,0.16590597798717913,0.15333917727434304
Wbp11,0.0457479272935849,0.03050428868651537,0.0992467394272989,-0.04494377947927806
Mef2c,0.009319124082298237,0.013400049529380184,0.013438358557787999,-0.00028260550650881423
Pou6f1,0.008659251600993496,0.012604994257305921,0.026377021720499102,0.02408834956462644
Wdhd1,0.011126686675668717,0.022128245901341017,0.049029263568621174,0.02525552974288349
Trem1,0.000247095712631842,0.0006309205301901598,0.009848696242980636,0.003386474653344416
Pax5,0.0002622576626660285,0.0003332677614687361,0.00026307231001739245,9.265912039742715e-06
Zfp354c,0.009850695021321614,0.007607622144379935,0.018612075665189173,0.0025999135906264485
Ciita,0.0015364019383059032,0.001651246382532648,0.0024242010792268195,0.0006437604805003499
Fmr1,0.029301903707285686,0.04282364881067288,0.09414291071928026,0.08432147265410327
Eya2,0.011695261221593676,0.007326292517525226,0.025147385683190786,0.00048106162973091565
Nrp1,0.1105637976885724,0.051216284040614804,0.1750831710261595,0.18230080995336395
Aff3,0.009916935101839419,0.010917958035485424,0.025190303570295298,0.005302740879683046
Dek,0.5469517200944383,0.23033052935426096,0.7118957079193619,0.55684283582724
Csf3r,0.13993499927070482,0.20772559753075437,0.19717657628553667,0.08054214739388478
Scml4,0.014310660276494587,0.01939724739425818,0.05901542150493193,0.05218393303156988
Ctsl,0.02541790052012127,0.02382859237368135,0.03310388170390342,0.008014388709789638
Cd300c2,0.002616740820603828,0.003908768076490765,0.006047459319646965,0.003860315702238198
Smad4,0.07864407600827522,0.08092874269664709,0.0901652375227456,0.06973473309278351
Kdm7a,-0.031849618038280375,0.15116477310711077,0.1996760796024676,0.1544454942262649
Tcf7l2,0.007959361826226188,0.007261351455545712,0.007553098348801148,0.0018686310988278324
Itgae,0.018768107982362985,0.009217982980510495,0.029631999409957584,0.010343702289369677
Klrc2,0.02792900873364274,0.037376581753253174,0.04434158498318842,0.024616585215551386
Atad2,0.26852334126430244,0.046618382908385936,0.30339622846166053,0.302760633654705
Smurf2,0.023192851194037172,0.022408781596076364,0.02707641251908807,0.026210310770121044
Fos,0.7132035021566426,0.7857025633610858,0.9525652975843336,0.6116614776112513
Cd180,8.655820937842228e-05,5.2278627305520696e-05,0.00010133825993968893,4.310734218308871e-05
Fasl,0.1601340532943962,0.24867517543826007,0.25057183229729446,0.20102921663711992
Irf4,0.05623862747870047,0.05424400842074547,0.0531913725287976,-0.03463760975994697
Klra3,0.026321996194331485,0.041895670585376105,0.09966510583010497,0.06746456606423315
Pa2g4,0.05189505650294393,-0.13539701721539846,0.37350323450235856,0.33253421107547615
Hmgb2,1.3479446704162636,0.282208672949351,2.6504294602858702,2.4905262323158195
Ssrp1,0.18665459774492404,-0.1132105805112531,0.14119950869097392,-0.25125231901749745
Csf1r,0.0002677445253707223,0.00235103266841717,0.012435915659501955,0.0012506530560393078
Hif1a,0.08870959645526359,0.0982752176560769,0.10663497986421676,0.10246792485185878
Brd9,0.04909719348797719,0.030302499044018074,0.06316512424468693,0.055713205815679824
Cd5,-0.09491581681985618,0.026086308247630464,0.050156286814446914,-0.03381028119743506
Klra9,0.0037527544916923818,0.008009585592899413,0.020716927627716604,-0.0309394204569138
Ifi204,0.10532814211488269,0.1445000664308173,0.15319426613072126,0.0008122017390816799
Timeless,0.06971038132792202,0.08389183305183738,0.05300032718702355,0.10546837556459823
Apex1,-0.03343401514003151,-0.04695549401225087,-0.025508977890054685,0.015847718747800485
Atp1b3,0.08155348828055611,0.1090615293995287,0.10271720275171205,0.27601259367073205
Eif2ak2,0.066167441543163,0.06851492733087933,0.06427637400176077,0.06835482038488577
Suv39h1,0.0011678578444815498,-0.011642297460380062,0.03756971159712238,0.049890416027075016
Cxcr5,0.008479741626573377,0.01542044917987423,0.003518955771679578,0.02944382291182003
Cd80,0.013260608830974706,0.013130609162854,0.017568421573188678,0.01901504082772882
Sub1,1.108424862664649,0.6561158531599589,1.4518348552779456,1.6897696535363458
Tfdp1,0.03220797368523185,-0.07426358998265926,0.048824469510235925,0.1316309932545703
Cxcr2,0.0006097262292958806,0.0007633934556062881,0.004791352389106427,0.0055081595428527735
Cd86,0.009661730462287573,0.012794272071219394,0.016537483111152412,0.022713277717053032
Padi4,0.021832131267183825,0.017231646845546452,0.013088036360540341,0.02613156693737265
Zeb1,0.03531164903520879,0.03718001360449256,0.03386686025150774,0.02778869845935657
Brca2,0.02948584475789488,0.0067303086607811416,0.049847282675263824,0.05946249460254135
Mcm7,0.35261350334052716,0.36131727479134146,0.3758057580941922,0.39970871893316134
Prmt1,0.007497251630784062,-0.012504484566224636,-0.08245416554278633,0.005457022353551792
Tshz3,0.0017796181411968868,-0.00032344351603460255,0.001576362802820528,0.005635726860941109
Ifngr2,0.012493211890263369,0.010717763754160663,0.08751687898021501,0.09140513921454474
Cd6,-0.08619326111728703,-0.05208881994061982,0.061841217378729545,0.06589365595038543
Rere,0.05086969934997902,0.044363163864317226,0.05861322179687375,0.06620900360159165
Cd160,0.22104826425467475,0.250646431283205,0.1942244928508393,0.2835467578291408
Sirpa,0.0011882494474114848,0.0004746656776470788,0.01029465098670941,0.014112820918901597
Tnfrsf1b,0.04937623004061325,0.07245407560209444,0.05923097076403493,0.07472982368559813
Entpd1,0.029130959844424032,0.0417655116657287,0.04642592498761472,0.04852709050286299
Kdm5b,0.03229285303554501,0.027346817915493864,0.028868614444442105,0.0475329059435307
Maff,0.019456841343207708,0.023905451917782018,0.03023426125835048,0.03690657965705544
Trip13,0.002461639825938712,-0.012923533301209076,0.036250211614930396,0.09018793298993377
Mcm3,0.1641374841454446,0.45370391281861655,0.39511185063177245,0.42789632333974137
Supt16,0.1244310285885995,-0.02734930115369698,0.33374373158230647,0.432036511339501
Hnrnpr,0.05069166513334999,0.004016014772682151,0.03672276981711697,0.07323538849301277
Cd96,0.06691963347540052,0.029715380894317984,-0.004376381971607509,0.10036160260887278
Il18r1,0.16381597269580622,0.1957632066840051,0.1915109094466714,0.222143604200502
Tnfsf11,0.008243821756314574,0.006720811780006177,0.002053713258687606,0.010465887091861947
Eed,0.022881135441020158,0.0536019205296252,0.0063013092277659005,0.06446515741199017
Trgv2,0.02137089092149154,0.023957694527353544,0.026800135465610993,0.030888043775040702
Lef1,-0.37527795059800495,-0.37149647589636603,-0.12097000526632404,0.29217338609548604
Dach1,9.35821498800601e-06,0.00011606649848500052,9.583384583775879e-05,0.0002985015631209173
Nsd2,0.06489086226605559,-0.04376670558243806,0.19771429653528202,0.20398987670579055
Ovol2,2.1785135037690403e-05,0.016045016075089423,0.005337690499329643,0.025913674966637358
Klra4,8.721280847444732e-05,0.0015220098033690357,0.001996987373384958,0.008321879740424034
Stat2,0.019603717606900824,0.02562809638965166,0.026077719496589172,0.03040294913878724
Tlr2,0.01250118687083792,0.07351305845186425,0.10938739294745539,0.11473630901658663
Ggt1,0.09392511509928228,-0.04539521443844452,0.025075902293669364,0.09909982054626522
Abcb1a,0.03837429203493475,0.05042712650345656,0.05454353861877925,0.06026766796811526
Lgals3,0.3387326630778803,-1.985709210596109,-1.910173065154619,2.438750168700854
Rbbp7,0.05504814544077382,-0.17201289079277893,0.41613881741821723,0.46511387149374434
Il6ra,0.1554960802442591,0.13195007671423153,0.12030893358669156,0.19836669440092541
Cd83,0.0322142251906469,0.049602650985128845,0.043171844429730016,0.05027217200594522
Bbx,0.06094242771997409,0.0517016643016095,0.05608550125012,0.06256363182212686
Klra6,0.008661586872192935,0.004876933181619731,0.013588152042207558,0.24596242644969527
Tnfsf4,0.015180662499429284,0.02266814756104896,0.017251608900891554,0.02498864109019154
Mcm5,0.021323101288963614,-0.21278896469356143,-0.06435171065562713,0.1749965175015019
Setbp1,0.026592842616175817,0.030834880853566816,0.020118774891731556,0.027010195621344053
Mcm2,-0.005755714264228939,-0.04880670662278572,0.1835146330848882,0.16298386532121933
Ezh2,0.36225937144396,0.07462675443449852,0.3778583907926158,0.3984054659806243
Itga6,-0.02505092738689602,-0.005637721515998625,0.03039068950670591,0.03227096266649691
Jdp2,-0.024430037576404242,-0.02655994612792778,0.01671475741114116,0.030043026920576775
Itgal,-0.15421158722522388,-0.3653007912835913,-0.12488696951097482,0.12059842491142979
Bard1,0.028897568991278263,0.016743036919717867,-0.008733206958200864,0.026577455630948318
Zbtb20,0.03512054970290964,0.05009229038722523,0.06904657465619901,0.09833754893692473
Il4ra,0.07242852027554181,0.08362941283338236,0.05859411572012742,0.13483461026458365
Bcl11a,0.00013601928001364245,0.00017472245228066944,0.0001926789491810208,0.00014028984708816904
Dpp4,-0.057637006666154025,-0.06332194954453568,0.015487138966133695,0.05652699754032909
Mcm8,0.01625657520534915,0.017052258862200034,0.011328598351342752,0.019889912971669962
Atf3,0.05037142468566821,0.14501768587467861,0.20739766566481882,0.24009802261476487
Ilf2,0.02877578433772075,0.03133509151833565,0.11571076459635334,0.1172050817930639
Itga2,-0.006426559436755994,-0.008923456882932453,0.02013087478307467,0.030218637873603148
Tcerg1,0.030729159931397108,-0.009267291139307325,0.03904053781514348,0.06373132941856004
Lmo2,0.04281588044801078,0.04168726316054677,0.005054620080289704,0.049106649354059013
Nsd1,-0.037125657530907005,-0.041428882194108736,-0.0021237181106078195,0.017087542178642074
Pcgf5,-0.0491268661475031,-0.04789338938021049,-0.04076895568225395,-0.03168604659223115
