,AllAct_P2,AllAct_P6,AllAct_P8,AllAct_P9,AllAct_P10
Cd47,0.5505355946721036,0.24590771711391649,0.18382785396081974,-0.11932805925300281,-0.3045004969285729
Pbx1,2.7607815799556098e-05,1.5708232721510075e-05,4.231350065459272e-06,3.204635313731061e-05,4.551426950994556e-05
Mybl1,0.01669727556153052,0.014871100251531558,0.013486077162916018,0.009683939714491762,0.0005591392771014867
Cbx5,0.13389718083930813,-0.019427067120187314,-0.04150329468732116,-0.08049058882514373,-0.06297751178336708
Cd9,0.2522637363011032,0.03043881903305891,-0.141249098013794,-0.10360559191993307,-0.06109375928673953
Cd44,0.22517045774639557,0.2224709950330679,0.09547862786852654,0.05300171718126625,-0.13652097737578164
Jaml,0.11690372725524717,0.09401062001352553,-0.04831697716997968,-0.07906469035995604,0.082833239492235
Klf6,1.246819003110486,0.7570369711738365,-0.2537593492840915,0.8879843162683744,0.8880173778833653
Daxx,0.06844165364708903,0.05843991508688398,0.033585099750050626,0.0091232441812334,0.052798287556413546
Icos,0.3330835385874772,0.24820746832547036,0.18741332890330753,-0.053873861396148054,0.24091576795581535
Ctla4,0.5477645201921331,0.5247976959684146,0.5768843135701325,-0.270119345600558,-0.16100796264110392
Hnrnpul1,0.06150231487075534,0.011924991677972757,-0.04769292623839891,0.021653090391430534,0.03240043031297157
Foxm1,0.03356225129055887,0.0028957458311078136,0.017523383112657148,0.020162703387619607,0.014947698795386197
Polr2f,0.026736687414650368,-0.13251206742872373,-0.18260637096262333,-0.1613122180479633,-0.15089697582093783
Tshz2,0.007844420792193604,0.005810424583859248,0.006487724064525199,0.0052109731201618725,0.0019768873746779966
Espl1,0.06541352582779363,0.0052334210626285745,0.03939896628879206,0.009068375062779771,0.004720005123452371
Hmmr,0.8253284552235997,-0.4017661557160617,0.4963975000949014,0.11674078281720916,0.30286485743130936
Cd22,0.03161701957323649,0.010466936331068228,0.0017849959889132505,0.02136193141525291,-0.0006660354361641155
Klrb1c,0.09147848546964159,0.03133628542658263,-0.14941446543838532,-0.03805708672085419,-0.18016177899556093
Ikzf3,0.10499401778774561,0.01586016416973746,0.07414780782722463,0.08596285210249957,0.08544435541715553
E2f1,0.11720177802383283,0.09583756261463373,-0.012454830333980921,0.08408581725925514,0.056044370193900496
E2f8,0.0655350222607047,-0.05510794486352456,0.00626980010714794,-0.010140450531344583,-0.003443418122760585
Uhrf1,0.0792363570935545,-0.11455295920583024,-0.09535507146461926,-0.03474317464211179,-0.010826825555466319
Nr4a2,0.23132264897529736,0.21961501057492916,0.21749289752306553,0.1304364625292995,0.17931949620767565
Adam8,0.04593104446756895,0.036797223314705065,0.008617170704255847,0.0261519227249044,0.01805041136976367
Rbbp4,0.12448208009808923,0.010850799167552477,-0.17959777831978865,-0.12995682707287562,-0.024581086707358486
Suz12,0.03586630180033673,-0.1994108167159098,-0.1573803723983485,-0.2441494758167822,-0.22408617843291173
Trbc1,1.5082980213639228,1.113696687464541,1.4641002956176965,0.8294427855584148,1.286072372328817
Ncam1,0.0027664105847214084,0.001087462271884595,0.0005780639371421097,0.0015748983047501,0.0005056686406680843
Ddx5,0.9687138302197649,0.6744051240803374,-1.2562819967144685,0.30210465945879666,0.35938144435508207
Ctcf,0.04404855394814651,0.0022294825160605754,-0.04242411193469905,-0.04417656607057051,-0.05315321290283466
Aurkb,0.45659733409118186,0.16876579387287538,0.3358973274802753,0.2894943742554642,-0.012904558104846968
Nap1l1,-0.13316587684581363,-0.606725073506588,-0.5889416166121193,-0.329235798504991,-0.34885337172836534
Klrk1,0.1727019014961993,-0.2548953552837515,-0.28812920799704267,-0.05077462937857729,-0.030680136438261185
Fhl2,0.11609479805971257,0.08757203455989207,0.10574675417806029,0.07830824059583055,0.10834480374820339
Tox2,0.060624237125395046,0.051951154146015706,0.019214393424685963,0.013868092723626692,0.03759886153409064
Zbtb10,0.036602913775855145,0.01878868181236965,0.004094554397017006,0.030682726413841083,0.006210220417108333
Treml2,0.11056260284083017,0.06825604550492984,0.0015508075724789583,-0.008599429935140903,-0.0008343104433177337
Fcgr1,0.00712797427175719,0.0022498944755346703,0.007644244673954192,0.005354190713349953,0.0010826657459863296
Ppargc1b,0.028127217698622108,0.021644642598634925,0.03056899415474594,0.010490370016441297,0.01347712909793015
Ccr6,0.041869411434572394,0.025199790497949598,0.013963789282022646,0.005644744360484667,0.002911202535931249
E2f2,0.07816329208258181,-0.06993481414506107,-0.01243845470359553,-0.10691503075470832,-0.129447568596329
Sema7a,0.06993904571816277,0.07601721094923054,0.0632956089793173,0.024232806142364567,-0.011245649279361334
Cbx3,0.021281946721465352,0.02235072550551842,-0.010315380518601543,-0.0032333964800463516,0.003946840520784059
Il10ra,0.06118583151034337,0.07953656924252615,0.03545996189989699,0.0438044133777993,0.07630785721514102
Cd83,0.03630258943545092,0.05713843435823593,0.006799620070411968,0.04353287082762642,0.05029684491682544
Fasl,0.157560032367267,0.27072457671476574,0.2789270357953289,0.2508380447672306,0.20116823278946014
Orc1,0.021700720327050203,0.028376640765366678,0.023868461255966675,0.021348960463098927,0.017292708095951202
Setbp1,0.02727334361192184,0.03860825185963064,0.035804405075581996,0.020329918445666978,0.027053115552088693
Brca2,0.028939879099154325,0.07365039601733994,0.06429759703434039,0.05033007057289231,0.05946081599609846
Tcf7l2,0.007919558554397098,0.010720735188245793,0.0014008722151543913,0.0075988873677284305,0.0018842543923303296
Phf19,0.028307558234709932,0.02949173116319553,0.02441826601517579,0.0022298165522260413,0.0063768830759332856
Maf,0.03590733939652773,0.058022993230397404,-0.01670756048359659,-0.020709916248609676,-0.01543518668532996
Atad2,0.26897167066144767,0.32847331824533527,-0.060392931919944895,0.30316759747771843,0.3029042634671585
Snrpb,-0.0352688323693659,-0.052500162713327,-0.5323646703517876,-0.3925435260271305,-0.23660157089874329
Atf7ip,0.05430715220039246,0.06246037221545934,0.06243303290540691,0.02798304601419816,0.04169735807161149
Zfhx2,0.024979571896433815,0.043105854643254116,0.02980998987631367,-0.02219670553616853,-0.03287078937900532
Il6st,0.04178842960036851,0.05153196888524966,0.04922567533759588,0.04574405119040187,0.028117465585697554
Havcr2,0.269784741714165,0.28918592549967936,0.18115802854818525,0.10232077168244397,0.2259180444928543
Ikzf2,0.05411739637887853,0.07747871593121006,0.07539512924111175,0.04259705838356482,0.03935958446645258
Klf13,-0.19327517954807333,-0.11437857953199666,-0.43547719006835484,-0.4920076965443971,-0.22755761134349708
Kdm6b,0.15810631978484613,0.1723918596121667,0.1552958960286944,0.16612267379627477,0.15337496133410727
Notch3,0.0019388433743673969,0.01707290765622678,0.0022678674272059774,-0.00028750955247554906,-0.0038816390514848516
Myb,0.09318208445985803,0.09841233584169662,0.09263151218529184,0.08130039827766697,0.03887817677386846
Ifngr1,0.5759756249984123,0.6050267743021127,-0.11808945312969897,0.27447849954145315,0.5684617107901071
Srrm1,0.009704252261582348,0.04215925959965754,-0.05993305997318051,-0.04089607324947461,-0.04691823246102226
Pirb,0.003231689511616367,0.01818151588080176,0.004619439142677196,0.00695272433746851,0.0065450053274028145
Rad51,0.02656730164075563,0.03011722090663752,0.02454666929109643,0.027586851358583447,0.022297017876043032
Sfmbt1,0.02269327441571622,0.024477598274088744,0.024907150036808115,0.012088451407717925,0.010774650373521492
Dnmt1,0.23283900590316148,0.3179650997758185,0.2568779454463532,-0.03730617663670558,-0.1324181074290024
Brca1,0.10370657401861137,0.09773517808871485,0.09715726750285197,0.005255121480001519,-0.004063064239102996
Tlr1,0.013023483839938814,0.025059368676372908,-0.0008264698326186754,-0.015356275150341566,-0.001247411482504538
Top2b,-0.13358432061358871,-0.005166158604467002,0.005593356064332186,0.016617526081284688,0.014417124574541236
Cd53,-0.05617552162179406,0.417479897901775,-0.3910274923068354,0.1539927907701423,0.0038624345318821174
Il2ra,0.06465789748641979,0.09556800779986253,0.08558112229953914,0.07570844196092198,0.07553078561322395
Itgal,-0.1462554468904187,0.1850859750823485,0.15312542299036253,-0.1296377589652731,0.12086358166042711
Ikbkb,0.05854191400027074,0.06872372025157537,-0.013760868063366846,0.03440400539878214,0.010196748577945862
Klra8,0.0008224825569593977,0.025867928904905104,0.004052626400716931,0.018452036740624712,0.009656408107405779
Sell,0.4342582998924442,0.556364355827729,0.268342246533245,-0.021754623175374393,0.22089424779556366
Slc3a2,-0.016096430229187237,0.07568716129686197,-0.0495734033954129,0.05468369512405077,0.024433443033592607
Tbx21,0.1125054967043292,0.11786794105123004,0.0737261306666493,0.1128340093785376,0.08084699693495093
Nt5e,0.02428004867555674,0.028260272375325367,0.005870144926472097,-0.008434158795421224,-0.01887740497074609
Ruvbl2,-0.0010866064011893536,-0.0039619701597436215,-0.02593334035636632,-0.014903609759979747,-0.020959272006784137
Mcm6,0.40219629795377254,0.2549051750042806,-0.4094497042703393,-0.3175714033533198,-0.3154243143397956
Mcm4,0.027195042857545527,0.03810967835916108,-0.11898459398749735,-0.08754678994009543,-0.07341637084477276
Cxcr6,0.545459433461853,0.793962099782814,-0.45559979498892,-0.09746053483892325,-0.07761337523226738
Tet1,0.02323740617421217,0.026877783907493263,0.0032622281674898864,-0.003349277000686353,0.01551424494858641
Klf3,0.1493759035648597,0.300007596676382,-0.06704485055360812,0.005424386652072223,-0.11735150284503955
Ccr2,0.04571530354611838,0.09466407630337642,0.06622484627375345,-0.043501938192369624,-0.09629208315343667
Tnfrsf9,0.221752952404364,0.26221514711564575,0.2256112497058217,0.14225059408336982,0.09480602756612236
Prdm1,0.04002359804517553,0.08342186734376845,-0.06314006184441903,-0.08594534148918688,-0.1192990974425049
Cd96,0.06897012359971103,0.10873559332359022,0.06398888850472972,-0.005415144052156927,0.10036398457592513
Rarg,0.01898345390382784,0.03618996632446753,-0.013818406205594875,-0.014465502979373376,-0.022323824381894588
Alcam,0.04722921805014085,0.0494362996825826,0.036461926513490645,0.04909427981402618,0.04700589137312326
Hdac9,0.00015321806924232725,0.00010675531105212121,0.00011667639967031169,8.98234637488918e-05,7.920751606723566e-05
Klrd1,0.21558146468346978,0.3016765141662216,0.06392273139768068,-0.530390634559514,0.0899829143292606
Ciita,0.0014747258043584003,0.002023366624670649,0.0006212318902047273,0.002420962173374205,0.0006458815014251458
Zfp36l1,0.31950804576097286,0.30231318941684165,0.13553381416965773,0.10978458248547343,-0.1810054982584908
Zfp1,0.031158515869712928,0.039762126634011685,0.03018568318676272,-0.007129531343617979,-0.031989419424550546
Sp100,0.2623445202484949,0.4054123167366419,0.3919443943073606,0.08135577703220356,0.22709933948674443
Il1r2,0.019699493976132378,0.019708091559114602,0.0042859269020564155,0.008132166980069237,0.008007625559804632
Klra1,0.007991301506472516,0.0326167836498428,0.012920547877309617,0.02801573767989983,0.005128101670231237
Batf,-0.0032746470151510027,0.263720830438696,-0.27568437347633046,-0.2501123416541262,-0.20347915167545358
Klrg1,0.7364155662599001,1.2006285575902305,0.951379072903737,-0.2594371275210077,-0.2874552608278584
Zmynd11,0.07682371355917436,0.0881050493930848,0.08502514004578665,0.03945848431055162,0.035079860838614745
Ezh2,0.36092764821315454,0.35139246561300763,0.42924143361206185,0.3773594413853662,0.39855884963076904
Prmt1,0.008595777437046273,-0.0006636356893906378,-0.14352617170995224,-0.08015578899117157,0.0058818842826020516
Crebl2,0.01649592799312526,0.02070487019460149,0.03297969806431629,0.018273618835111454,-0.009529373617443838
Cx3cr1,0.10062364301880614,0.159660766370093,0.23437870161841315,-0.01891389174275203,-0.09799396310443119
Smad4,0.07864684767095574,0.08554263580036699,0.09314287885327936,0.09022973932310514,0.06975591330794811
Fosl2,0.030679856446849497,0.04563607202125867,0.07297856402518124,0.037996141151973056,0.015022300819751686
Clec12a,0.03312187136998251,0.016070474127178984,0.035102203398855676,0.009723391916925188,0.0023156107383911066
Kdm7a,-0.02954131913523968,0.16107742235301534,0.2232376150995109,0.20000898808942302,0.15457165973216935
Rora,0.4224318234716013,0.42897020733649455,0.44290152490196855,0.30362745125506974,0.27780737682060896
Tcf7,0.4429012135853305,0.5040862310537658,0.8055126617957333,0.046869793651345824,-0.0442398196414915
Ovol2,-0.00018771851110859508,0.01739461107965484,0.0328589295151509,0.005314958107532379,0.025930495755301784
Itgb1,-0.5300194973356063,-0.578405517612074,1.258898460117632,0.05781844570169779,-0.21201372968857068
Sirpa,0.0011819033230601418,0.0017576293851348337,0.022263375834111747,0.01024062012789968,0.014137004566426107
Paxip1,0.012838874667120227,0.013252675246301889,0.057058496810091466,-0.03654317609128909,-0.05038700216831789
Baz1b,0.10339174262876406,-0.042861461228444836,0.15774055951284038,-0.11549975548422384,-0.17007081914278732
Chd3,0.1481038318406357,0.23069666668881972,0.2720378388097193,-0.10640291635613496,0.14306209070012293
Izumo1r,0.012068558914145088,0.020514164280697682,0.05474655551066542,0.016953915375702098,0.0016983320445397923
Cd69,0.4309887045747539,0.07988420346912349,0.47394772588888023,-0.30857382571582914,-0.39490115205952797
Ccr9,0.08372418730305214,0.08872829857485318,0.1483360187153217,0.03502912994568125,0.026957350770035624
Ski,0.046971225689299886,0.04894134579101509,0.052382503323146944,0.03544423068600055,0.012110361691016232
Il7r,0.36968633142188057,0.5920713459979035,1.1127715602836359,-0.6157255279199376,-0.154720087905388
Smyd2,0.0013764917292261993,0.014740903079494622,0.04172289817271097,0.020821372070547517,-0.003477344676664958
Chaf1a,0.04809966429942401,-0.015489176494244502,0.041645938886767896,-0.005049153454113308,0.0008972492395987898
Rel,0.13758126186664568,0.15075244063625826,0.16545354803431636,0.065165472335441,0.03390741011675044
Tox,0.20373540099642473,0.2191491507502409,0.2866080653075056,-0.1031299126476554,-0.05993845224697562
Cd200,0.10771668421934284,0.12051898703942875,0.1438683432089142,0.05063093731164661,-0.0005285930842118412
Mcm8,0.015893309109065897,0.028352048652941438,0.03151756321528212,0.011461756682853626,0.0199293314070806
Parp1,0.01266813751711658,0.05119009609458439,0.06107712225435053,-0.03700394738586581,-0.07542449405541901
Ttf2,0.026988298751171844,0.017005509394302308,0.04231256059717744,-0.003386068897723972,-0.017038855408455313
Smad1,-0.0018878185649597234,0.011754703006168673,0.02976669950726828,0.006785002798370318,-0.00406927272432311
Mxd3,0.016404027625784304,0.04690919360327458,0.14661258094463367,0.03693491557163791,-0.0039487171586800075
Csf1r,0.0008219052480304718,0.005666264822928298,0.03563011647045671,0.012812877118124882,0.001248034746444409
Slamf6,0.048117055546035174,-0.09268230828364178,0.1101343843672493,0.03292961291761518,-0.1827346247586305
Srebf2,0.03100753258484054,0.023852115860386387,0.03215002945880655,-0.0015388821240885872,-0.012869890281700123
E2f3,0.037089478614604626,0.04323121772042643,0.03915279295501873,0.025222944620491513,0.028720881830767223
Brip1,0.11077902469882894,0.0825368286720476,0.10060768035322724,0.09255998986970172,0.028209580903137937
Klrc1,0.3621697171401235,0.43695120372632557,0.4616413729789293,0.3466128915714838,0.12748507401322987
Itga6,-0.022875378870913295,0.009802479501154718,0.03762593133039563,0.03042849501595133,0.032293642405107736
Zeb1,0.03544206487666407,0.03905781629455962,0.03657810783592062,0.03403021365320256,0.027808600937794963
Ahr,0.011437217446798714,0.010317704801236756,0.012808883082865544,0.005610467469075756,0.009675822036156741
Tshz3,0.002186889403616422,0.002538496901955801,0.008567386567846577,0.0017145905440714075,0.005626454861749724
H2-Ab1,0.012205041893327698,0.0023385067539623302,0.04876268336931708,0.03827430992704651,-0.0029900652523679487
Itgax,0.23066737953625902,0.3641277242294771,0.39869762033672207,-0.00757299915651786,-0.08168144242675891
Ikzf1,-0.11244144856197762,-0.10617743681222122,0.1456781336428432,-0.0501250031787043,-0.07042731870753313
Nsd1,-0.03675320261449566,-0.04255311474129985,0.04298532091347252,-0.002506047298731113,0.017018370711480293
Lef1,-0.37248972956976406,-0.17327553418654146,0.45186737179422554,-0.12379236461619278,0.2918433561973458
Arntl,0.0145088213145482,0.020570652359922396,0.03343694394997849,0.03214583674719672,0.024995444844191233
Ms4a1,0.006058663457749042,0.012973977765730428,0.019299232263978144,0.0008600044910826627,0.00011622828114924062
Kmt5b,0.04787220441259506,0.06154927979339437,0.06758230684071474,0.0487834585964283,0.04615643645596954
L3mbtl3,0.043770890984416326,0.044411147299491666,0.04937360250640344,0.03205026245893573,0.030493265398749546
Tfdp1,0.03159413734881448,0.01995766128174348,0.13476856504436327,0.04769636134419284,0.13125736126519463
Bard1,0.029797343809397855,0.017131367902343243,0.050478116361747476,-0.008533342514129046,0.0265214805731291
Taf15,0.08377158150592909,0.03667004658975452,0.11026197409691425,-0.06679378039007954,-0.05500436996377902
Kdm5b,0.033582898170239676,0.04913818324564398,0.06214025549961819,0.029271372254453,0.04757812343404533
Cbfa2t3,0.002992428252300304,0.010264708627167753,0.022092542685984314,0.009018554362264843,5.443603927720034e-05
Smad3,0.04649144015389811,0.0569275848149251,0.06148077350388957,0.05944244934387508,0.044301284693879735
Igf1r,0.030331501845675273,0.04248372322734258,0.05941884232394346,0.019813561493008797,0.008893484585278768
Tnfsf11,0.008749330333720624,0.008969333060899089,0.018170863484182006,0.0022316306555038535,0.010474752971170117
Btbd11,0.006110016288526619,0.008133038621399793,0.013569114522392806,0.017973380470181325,0.016316676307738486
Ssbp2,0.04466884560290648,0.05170213047643854,-0.030672575840020488,0.07757722019484546,0.0640804629057247
Cd300lf,0.004922453145107309,0.010011281067987855,0.0494600974134307,0.042877514513078335,0.03900419776045889
Zeb2,0.20189386822782304,0.3633792461137662,0.3216957502620186,0.5171162804666445,0.5227529622356695
Ncor1,-0.01753571990581868,-0.08713708985892375,-0.007987342751254123,0.07469237113760051,0.024735930904085223
Csf3r,0.13310154943639257,0.12499432201114183,0.05390386243922548,0.19579511743884645,0.0813812691021204
C5ar1,0.0005003604716912223,0.0004788475259610392,0.00013494866847932373,0.004494314305215357,0.00124340724593301
Bcl11a,0.00013122066096905397,5.612693069225326e-05,0.00022937355665138772,0.00019428609416056444,0.0001485774941524473
Irf4,0.05556229932590852,0.059405686945147924,-0.05494968342553812,0.053205883904299534,-0.03454886011171133
Eya2,0.012636793704160244,-2.901714256017062e-05,0.023098048417820073,0.025148519069373702,0.000524123962758487
Dek,0.5449195427413227,0.09008285359931188,-0.1065147508229284,0.7104721538151846,0.5572868238840541
Satb1,0.23046945664224144,0.24243667733260327,0.2579598266663464,0.3438824778244127,0.3396140217704309
Wdhd1,0.010930056246996722,0.02711485295031292,0.030251733920918917,0.04879665052394033,0.025257541340877408
Hif1a,0.08651722470206742,0.10089111630667208,0.09992605559100032,0.1065679294321044,0.10247846039784272
Ube2b,-0.13028264625257538,0.0029541659984083195,-0.04187744849100996,0.09498462205458277,0.09021955999992391
Trp73,0.00629249218932727,0.0066284512485858885,0.009659304977605138,0.008977410647659818,0.005468750150368824
Ly86,0.01191089509832272,0.03296855622815251,0.00887951439810077,0.046930514371965396,0.035901451703255316
Brd9,0.04759351096653605,0.012794597065542116,-0.02657116240052634,0.06344333865940424,0.05576097468809732
Scml4,0.014126619172702018,0.02137746702514966,0.03316480101712764,0.058761666484460066,0.05218719112278714
Klrc2,0.027987960281086365,0.0409855744436424,0.04495841589722818,0.04443167597982853,0.0246538716328447
Cd180,8.816388078748073e-05,4.161895550670102e-05,3.93611071653567e-05,0.0001013188814783297,4.301706502668434e-05
Tlr2,0.01176532053993467,0.045735277866191755,0.05348970154241424,0.10938040830773123,0.11457910685359383
Il18rap,0.1977228056130945,0.24567875316567844,0.3994512493434257,0.4050095023233421,0.22884738517880912
Trps1,0.06565234883974462,0.06523323194747961,0.056048235702660425,0.06619496975376356,0.06501789515534895
Rai1,0.04158077459928969,0.035334161445899084,0.044590976924773644,0.04156455504160829,0.04276494312952373
Ssrp1,0.17107397061249766,-0.22630279220653915,-0.29572292609297246,0.1359924860860942,-0.2513472262195744
Ctsl,0.024826015449696526,0.02441377283495254,0.00889522465764893,0.033104433781318075,0.007989050515254455
Cd300c2,0.0024638281249088566,0.0013234593048045424,0.010539033111760835,0.005992434044232257,0.0038529484723653492
Pecam1,0.03608069698702216,0.04020567403284575,0.04907111992856606,0.051868836268440424,0.03047237190000549
Tcf12,0.04575801938753774,0.045945884238379135,0.05830458920289492,0.0585793220812188,0.04259708503000179
Vax2,0.00019243803130713298,0.0051275768182662326,0.02717807246338574,0.034023567134310706,0.001139826321043658
Mcm2,-0.0070960353679053135,-0.010521459830338668,-0.13464065548115783,0.1794729229386893,0.16267955119120137
Il2rb,-0.08658957540309054,0.17638860725180022,0.213832580531848,0.5380801351119033,0.5429308826308336
Pa2g4,0.04966553855510027,0.2802773175327225,0.33041611445310504,0.37314303348345595,0.3326978052029477
Klra3,0.028537196762681648,0.06638052438060366,0.05046384811476518,0.09941269274914895,0.06747711044461303
Trgv2,0.020966422151036723,0.01793909010128132,0.01365634308428868,0.026379204672846407,0.030858313379357922
Lag3,0.5737421491735182,0.5252202480701116,0.30607184269689186,0.6697134823363095,0.5817327822317675
Cd5,-0.09840994898868563,0.013589026440439127,-0.0969398629163207,0.05018585808478467,-0.03364622548982243
Hat1,0.014318690402280983,0.12009785335234378,0.14674489626142184,0.18398296436126824,0.15785406356530018
Rfc1,0.07838240392993913,0.1036124839221442,0.1315573644106011,0.148412291949019,0.14322879828551355
Zfp354c,0.00987727890347376,0.009531904770877255,-0.0007196262977885019,0.018524461543520956,0.0026150029113972363
H2-Eb1,0.19343090110569647,0.5539253663893324,0.18011706276373973,1.002350600538895,0.6036634574417781
Il1rl1,0.055880874066474184,0.07737056555990406,0.05234704365437104,0.07437288496470229,0.05195140375151042
Nab1,0.03666995639905686,0.0748126120261895,0.06096545523141877,0.12747369204481426,-0.005345654221417405
Ifi204,0.0980322507628636,0.141140419444601,0.11387354834409255,0.1533292364230295,0.0007751231208060069
Pou6f1,0.008646287307557945,0.01630821121704718,0.02341997404127581,0.026329297992183934,0.024102651588376732
Chaf1b,0.03847357828328325,0.06081763862532615,0.07120278717358143,0.16169969304325127,0.15249472396242097
Trem1,0.00022146846537447084,0.003829183413818226,0.004865673125594582,0.009958156657934827,0.003424999219098765
Klra9,0.003522653828160901,0.023694866379684355,0.009811129084306683,0.02079756971787481,-0.03086741823924794
Plaur,0.01074503745248757,0.022241604241522783,0.1263268068332077,0.11978956146535398,0.12242686045966436
Mef2c,0.008278130169717004,0.003504457170438072,-0.0006993215958124402,0.013782890038864747,-0.0002820136625161256
Hmgb2,1.4094148972231224,-1.1738845363294392,2.4133406837299116,2.6492970168215253,2.492343450187629
Cd74,0.02486951561714575,0.06735813989113269,0.09446443641361991,0.10770318551251282,0.07533676771018058
Epas1,0.03620296378114241,0.03902094364354399,0.020659920610596468,0.04508590474658748,-0.004741011938776568
Pax5,0.0002930280271099668,0.00021826137244443323,0.00045132319825612116,0.0002701885390290577,9.530364423257052e-06
Cd55,-0.021965962165190332,-0.04991863906797533,-0.05380020371622528,-0.03113117925165929,-0.027743670191749756
Wbp11,0.04592370064161992,0.03923228467235179,0.017998096364808317,0.09930214920890174,-0.04470447574867822
Fmr1,0.030401466893514414,0.06260559784257592,0.08319100729611632,0.09412171703007165,0.08423740261287896
Itga1,-0.006447880507208111,-0.05369018777806522,-0.013394543286047549,0.05202080964910958,-0.0033012755968421935
Nr3c1,0.09655565260360043,0.09952098315774395,0.01566359817604281,0.10270574036291459,0.052111928100856394
Itgae,0.020088524525327736,0.019684800877358476,0.005180866190410845,0.029098308942497104,0.010385666066905042
Fcgr2b,0.06901588020939435,0.0697411652177326,0.06944239560781029,0.09852642270581098,0.019819425723927555
Aff3,0.01045272397175365,0.00796428751709716,0.008511523080763427,0.02514396932093312,0.005308722328155447
Fos,0.7111910555364229,0.7482000807499005,0.617810767417173,0.9517027275048876,0.6122056942889629
Zhx2,0.014910226267393769,0.01462584977530894,0.022864360380800815,0.02680046314451434,0.022455842028864637
Smurf2,0.023207100547124798,0.0223044830333095,0.02694187481577594,0.027056861164165266,0.026214002951276787
