,Arm_P2,Arm_P7,Arm_P9,Arm_P10
Gatad1,0.363729,0.15218443,0.09915885,0.081534274
Wbp11,0.39570794,0.2823042,0.24607696,0.197829
Brd7,0.4851134,0.3101314,0.30104277,0.25926316
Nono,0.3319369,0.14304537,0.12456414,0.11749458
Sin3a,0.39927164,0.23459233,0.2695679,0.28779814
Gtf2a2,0.23312022,0.20797707,0.17517227,0.15215628
Epas1,0.44625628,0.16551617,0.3095797,0.21588089
Prdm1,0.7711212,0.083847366,0.23825184,0.2190069
Mphosph8,0.31052008,0.19518682,0.18934323,0.21167918
Nap1l4,0.5581944,0.40512884,0.3728572,0.3756051
Sf1,0.9957401,0.7931117,0.79307526,0.78438276
Ruvbl1,0.03439893,0.02098726,0.014477144,0.00629022
Brd8,0.5211264,0.3014101,0.22484154,0.28338954
Irf4,1.2400057,0.7577451,0.7142284,0.26433808
S1pr1,0.33565432,0.2659623,0.21779571,0.15765327
Ctcf,0.8761637,0.6161202,0.48649406,0.45186758
Cbx1,0.30155557,0.10227553,0.07737439,0.07787938
Atf1,0.8706552,0.7180762,0.6763679,0.677505
Havcr2,2.6462302,0.26827258,0.8495322,0.89684874
Espl1,0.09706923,0.021052215,0.0018661835,0.0020168745
Hmgb2,0.908067,0.36486742,0.3495761,0.3002066
Pcgf6,0.0872164,0.066012315,0.0411672,0.024093676
Cdc5l,0.5231126,0.41434506,0.30879796,0.31053254
Cd160,0.058794476,0.036248725,0.024005884,0.03622087
Eaf1,0.13843992,0.0841268,0.075480156,0.090669766
Tnfrsf9,1.6215194,0.83433074,0.51464206,0.27643287
Hdac6,0.0447306,0.024842743,0.015057865,0.012233367
Ube2k,2.1328368,1.8356324,1.8048161,1.8002847
Gtf2e2,0.27656654,0.1827573,0.1308973,0.12759738
Hnrnpk,0.31227368,0.22015074,0.17879318,0.15044196
Xrcc6,0.16010976,0.09170745,0.081918664,0.049638495
Pms1,0.26562384,0.21013361,0.1726246,0.18644673
Mllt3,3.709471,3.608819,2.952485,2.9100125
Med8,0.06651281,0.052788544,0.03731564,0.044115435
Trim28,0.084497884,0.05800465,0.057988636,0.06602925
Polr2b,0.33930075,0.17037746,0.12232658,0.13214885
Pdcd11,0.25782025,0.17978978,0.1376496,0.11809719
Myb,0.2992152,0.2633409,0.076388806,0.010166214
Safb,0.30813882,0.26906458,0.21736653,0.20265108
Cebpg,0.22204103,0.17833798,0.13036469,0.15947594
Igsf8,0.06190334,0.018416101,0.019099891,0.03470568
Pbx3,0.4916893,0.25086913,0.26626024,0.30773473
Chaf1b,0.15031816,0.045186132,0.043645747,0.044438824
Taf3,0.852448,0.55947363,0.695394,0.65595835
Foxm1,0.095417224,0.029136518,0.03395677,0.023752736
Lmo4,0.03541023,0.011863685,0.0038854044,0.0020423923
Gtf3a,0.4123975,0.084349886,0.032567307,0.037189506
Coil,0.31404746,0.23873557,0.15564382,0.12684858
Fubp1,1.0320905,0.84742445,0.6524815,0.58603066
Polr2i,0.12859836,0.05101754,0.039187267,0.0476596
Hlf,0.5785628,0.122624256,0.033702,0.038602043
Polr2d,0.042564858,0.021295357,0.01562846,0.012589461
Dpy30,0.31511596,0.12712799,0.052447807,0.062389757
Ezh2,1.6512716,0.72619563,0.37314135,0.36853516
Ybx1,0.55602694,0.26452693,0.211709,0.17948501
Batf3,0.05059197,0.003280926,1.3038258e-05,0.0
E2f8,0.22499329,0.02009135,0.00297663,3.3200104e-05
Fbxo7,0.36696702,0.24922448,0.19623044,0.17246105
Nfyb,0.069507554,0.030020395,0.034875125,0.037195396
Zranb2,0.2236244,0.18041234,0.13109607,0.14726782
Smyd4,0.19878112,0.103995845,0.09535967,0.11755073
Sirt1,0.3631988,0.23438554,0.20174067,0.19669141
Fkbp1a,0.28594345,0.26647836,0.20653741,0.15527135
Tbl1x,1.727439,1.6083236,1.1728958,1.0333823
Gtf2e1,0.203239,0.09675835,0.09141833,0.066000685
Hnrnpd,2.5940306,1.1830944,0.77735883,0.80234027
Dek,1.1639866,0.55802095,0.40071633,0.39428562
Dnajc2,0.25788006,0.13861315,0.08789693,0.07729754
Chaf1a,0.26028275,0.0655155,0.0067389803,0.007144206
Nfya,0.24279766,0.1059002,0.10781789,0.10019017
Hsf2,0.14094163,0.080206946,0.029639417,0.046619195
Fmr1,1.1920718,0.82938784,0.7220884,0.7778907
Hells,1.785549,0.4669106,0.14857544,0.14205466
Zbtb1,0.48912895,0.34916246,0.30959633,0.31035164
Paxip1,0.26450974,0.08088799,0.0634805,0.07164725
Gtf2ird1,0.1671888,0.042931285,0.008566814,0.009958848
Zfpm1,0.1367952,0.08287818,0.05772664,0.058264237
Rbbp4,1.4280113,0.7002197,0.577725,0.6104314
Kntc1,0.7504567,0.17685015,0.030618548,0.02296582
Polr2k,0.18118179,0.09109146,0.07275911,0.073959455
Tfdp1,0.41194898,0.14163959,0.06337967,0.058528557
Ssrp1,0.41938955,0.19042002,0.13272944,0.08293186
Srrm1,1.9130778,1.279981,1.1968409,1.1778632
Ash2l,0.15085866,0.09261241,0.08564654,0.07965368
Cenpk,0.87447965,0.25576806,0.06202036,0.048981175
Brca1,1.5476681,0.36590302,0.04210577,0.021765376
Men1,0.2244388,0.058716618,0.0711069,0.07193341
Cd40lg,0.0940449,0.037357185,0.04447538,0.027572978
Taf6,0.07956091,0.030806633,0.029335279,0.02778756
Supt16,1.19899,0.48727784,0.41660127,0.4233707
Atad2,1.95485,0.9012699,0.60741645,0.55532455
Psip1,0.84861267,0.406713,0.3235415,0.4635131
Gtf3c5,0.16725387,0.06630866,0.04634857,0.028012754
Actl6a,0.2341891,0.10240902,0.0694058,0.063819595
Pcmt1,0.9808906,0.49583176,0.40890354,0.4618248
E2f6,0.074033275,0.031195752,0.010437514,0.0006901456
Foxn2,0.7945564,0.59285545,0.37535453,0.3579253
Uhrf1,0.6376903,0.12289436,0.018621782,0.0037590673
Brca2,0.21504569,0.04794857,0.0217544,0.021045202
Snrpd1,4.3626194,1.4282368,0.78178364,0.6971081
Prpf4b,0.59357,0.33452627,0.27765167,0.31400535
Fkbp2,0.040937893,0.010784807,0.009434471,0.0033332522
Zscan22,0.11194061,0.03105652,0.016269477,0.018687056
Setdb1,0.41498658,0.25337437,0.2684448,0.2647103
Atm,0.5815257,0.48819974,0.44351724,0.4105031
Asxl1,2.8597474,1.6527704,1.5253054,1.7460312
Parp1,0.39119783,0.10556382,0.065541506,0.07821079
Med21,0.9370832,0.3322228,0.29200822,0.28210768
Zfp248,0.0595002,0.0404095,0.016262522,0.012377054
Hmga1,0.045746826,0.013763432,0.0074851774,0.009950863
Rbbp7,0.76669425,0.41202027,0.28645867,0.3000942
Tardbp,1.2258999,0.4334391,0.3410466,0.29613933
Il2ra,1.6935804,0.23499781,0.32695526,0.17477757
Ankrd55,0.43215004,0.33561528,0.09710358,0.08397342
Zfp606,0.032875717,0.020367142,0.013641186,0.018185582
Ruvbl2,0.26965985,0.072164476,0.057248954,0.035147388
Fubp3,0.13028146,0.11142992,0.05027286,0.066581905
Khdrbs1,2.336404,1.8815145,1.4336835,1.2551317
Apex1,0.08307872,0.039730154,0.0101874815,0.005433386
Zfp422,0.23176596,0.11554516,0.08120778,0.10115241
Polr2f,0.54624856,0.17802967,0.08600909,0.088611335
Nap1l1,2.2351754,0.64360243,0.33930668,0.3678178
Aatf,0.74155873,0.60669416,0.5277158,0.53702396
Aurkb,0.0786523,0.0079764705,0.004545988,0.00040984136
Gtf2h1,0.7895637,0.54275286,0.51424617,0.50306094
Prmt5,0.064897634,0.03303008,0.019772382,0.023456076
Tshz2,0.085508555,0.08533813,0.049316775,0.012197409
Pa2g4,0.23574395,0.087045506,0.069894634,0.058069967
Baz1b,0.71186125,0.2894817,0.25927764,0.24178329
Suv39h1,0.08113741,0.037847012,0.012424329,0.026387308
Alcam,5.067505,3.6053813,2.7457418,2.0052722
Polr3d,0.0590707,0.04140412,0.027773786,0.01688011
Bclaf1,1.3336313,0.97587454,0.8116161,0.84890157
Zdhhc16,0.031749196,0.014317055,0.0065861563,0.006979324
Mtf2,0.8010231,0.5477937,0.40376085,0.37770593
Hdac1,0.5460203,0.4354612,0.3574984,0.41157195
Csrp2,0.022059245,0.002211535,0.0012022038,0.0029017283
Gata3,0.1777676,0.14473893,0.16564585,0.093754336
Ddb2,0.547558,0.44195226,0.37590405,0.14995919
Plrg1,0.07884057,0.048960254,0.042248715,0.041113656
Zfp143,0.17180695,0.11764685,0.104538895,0.11156281
Zfp275,0.033603065,0.038864877,0.022659108,0.016361427
Snapc1,0.16421792,0.13533524,0.12386546,0.10325697
Srebf2,0.66304845,0.5520311,0.3626082,0.22880192
Myc,0.058622397,0.024954997,0.0065527773,0.0042859656
Mtf1,0.18643147,0.12830041,0.088833265,0.08765524
Taf5l,0.22430784,0.15139917,0.1423908,0.14232755
Sfmbt1,1.1069571,0.35878393,0.22708578,0.2766707
Patz1,0.13823323,0.07107429,0.05269127,0.055574607
Zbtb11,2.071518,1.7388322,1.2330605,0.84512275
Setdb2,0.42701808,0.26914114,0.25018948,0.20784247
Phip,1.5804114,1.2026061,1.087118,1.009062
Tfdp2,0.13217384,0.064200826,0.06171936,0.06323983
Fkbp5,2.0081077,1.0621011,0.97451305,1.0578166
Zdhhc21,0.52519035,0.3987276,0.33691323,0.30178
Ccr9,0.10317189,0.036479548,0.03960533,0.029954622
Mycbp,0.1106896,0.07171959,0.016927456,0.02806163
Nsd2,1.7263045,0.70917666,0.51605,0.55988127
Prdm4,0.1363316,0.067648456,0.072940476,0.07794337
Wdhd1,0.85415345,0.24982478,0.11930674,0.11293896
Zdhhc2,0.6010722,0.35510662,0.349192,0.29312885
Suv39h2,0.10297783,0.04677806,0.021253938,0.02473368
Pnn,0.08873285,0.04312441,0.03595376,0.040826444
Bard1,0.8020465,0.17225789,0.05530573,0.0678268
Parp2,0.14403287,0.07116687,0.09351196,0.080792986
Hnrnpab,0.15606345,0.06543787,0.05849339,0.057386026
Mcm2,0.09280558,0.03400319,0.010186495,0.007540685
Ivns1abp,0.4501498,0.36699867,0.30719432,0.21444532
Hdac2,0.18064162,0.0471994,0.043349724,0.079176426
Crebzf,0.18450867,0.11919261,0.14009026,0.15500842
Zfp207,1.3069943,0.8553144,0.6770738,0.6626297
Mcm4,1.9672884,0.5615271,0.27544093,0.184509
Cebpz,0.3149085,0.28341547,0.22949071,0.18039836
Hnrnpul1,0.5358527,0.28366286,0.30847278,0.31964204
E2f5,0.077903554,0.04615069,0.036178898,0.036844805
Ecd,0.16783057,0.11291004,0.12133263,0.11865514
Prdm5,0.05211298,0.027512595,0.004535318,0.008645918
Zfp553,0.011770386,0.010731386,0.0023482814,0.00015932025
Mbd4,0.22994098,0.10210742,0.034484636,0.035461668
Gatad2a,1.5033482,1.2204653,1.2761611,1.2672304
Sap30bp,0.324749,0.2523339,0.30170104,0.24743576
Upf1,0.10303831,0.07786084,0.079623796,0.08654692
Kmt5a,0.10256203,0.051106974,0.032980934,0.036442008
Sp3,1.1320413,0.91223514,0.737844,0.7884028
Hmmr,0.13967435,0.035953175,0.0025957788,0.0026268403
Hmgb3,0.030645566,0.011266743,0.008609966,0.0073555117
Trip13,0.13250504,0.033257533,0.005345176,0.0144375395
Ncam1,0.016662454,0.0,0.0023182842,0.00022711241
Rbl1,0.724143,0.28996652,0.19506973,0.1674739
Mbd1,0.15280579,0.14588101,0.10975534,0.08879063
Zfp382,0.14618115,0.05498084,0.032440264,0.020116935
Ahctf1,0.70016664,0.5431386,0.54369175,0.54303026
Polr3f,0.09785033,0.08996532,0.065207206,0.05538535
Dach1,0.03127105,0.018705446,0.0047212075,0.007628164
Fosl1,0.15507938,0.07183281,0.029175213,0.016877027
Pwp1,0.13954045,0.13714357,0.09988621,0.070083804
Zfp512,0.13706003,0.14302018,0.11015169,0.11764791
Gtf3c4,0.014174918,0.00681594,0.0026138404,0.0001109938
Ttf2,0.12568879,0.054105435,0.034645483,0.020092444
Jade1,0.088686705,0.0374676,0.025174001,0.025427034
Hist1h2bp,0.027703255,0.003742153,0.0024952025,0.007833374
Prmt6,0.042139735,0.026582787,0.025622383,0.024170162
Mbd2,1.3502972,1.0773703,1.0458121,1.0442249
Rb1,1.3410251,0.9193105,1.1042203,1.3102378
Polr2h,0.21450885,0.13420437,0.112319745,0.12315318
Hnrnpr,0.78637505,0.427851,0.4060901,0.44678193
Gtf2h2,0.2924863,0.1521031,0.114012726,0.116094716
Hdgf,0.026060382,0.008133614,0.0077202492,0.0018017694
Smyd2,0.086896926,0.043365326,0.016196232,0.003538597
Ssb,1.3192507,1.1264973,1.0048105,0.99919695
Mybl2,0.40342468,0.08976329,0.018676559,0.02646889
Cbfb,1.426059,1.0673783,0.9716215,1.1462404
E2f3,0.745715,0.36066794,0.22211257,0.21904154
Eed,1.9994184,1.1800983,1.1184424,1.321237
Thrap3,2.1737087,1.6989942,1.6134367,1.6744984
Tcerg1,0.7769715,0.4364059,0.27996027,0.27948612
Carf,0.07189566,0.052813582,0.060677107,0.06781099
E4f1,0.07143733,0.044141617,0.04615587,0.039266456
Smarcc1,1.0327005,0.62928534,0.5044705,0.52158576
Gabpa,0.14837748,0.11643487,0.08371593,0.09243962
Suz12,2.153556,1.0570271,0.79358304,0.8295145
Fiz1,0.1039624,0.06848224,0.057665247,0.057704296
Mybl1,0.06259985,0.02122218,0.013124691,0.010871234
Drap1,0.6656365,0.3227227,0.31765035,0.34481972
Cbx3,1.0915142,0.38307515,0.26401025,0.26241544
Prmt1,0.20403972,0.10867916,0.04988504,0.049510278
Ddx20,0.34484553,0.12228891,0.06349751,0.08360456
Ewsr1,1.0288516,0.8254298,0.6898526,0.65750813
Ilf3,0.7078243,0.5364118,0.3390473,0.24120775
Toe1,0.31262454,0.10552662,0.05842882,0.097842805
Ncoa4,0.12583172,0.068243176,0.054720283,0.029119205
Xpc,0.026309341,0.01578098,0.011185555,0.019759119
Zfp213,0.10002855,0.065935895,0.04350937,0.023812134
Eif5b,0.4658206,0.4657942,0.3664821,0.3506589
Zfp444,0.1291044,0.04883572,0.04664521,0.027794294
Tial1,0.576864,0.3678021,0.33037147,0.33445752
Wdr5,0.18105863,0.10491582,0.08241618,0.08114453
Sirpa,0.009656665,0.0036837999,0.0017944432,0.0012840102
Cxcr2,0.003287019,0.0,0.00078972627,0.0011485344
Pax5,0.002675972,0.003319758,0.0017982696,0.0
Pirb,0.0029913834,0.0018572715,0.0005170711,0.00016033927
Cd300c2,0.0032521007,0.0003106027,0.00044763467,0.00015669993
C5ar1,0.0063722744,0.0009985735,0.00092601567,0.0044853077
Cd86,0.15186316,0.23344009,0.45832607,0.20483619
Nfe2l1,0.03288515,0.027913213,0.020807916,0.015492879
Pbx1,0.031648852,0.010207954,0.006221081,0.009760383
Cd36,0.017334681,0.0012711275,0.0030304585,0.00087060477
Ly86,0.015286779,0.005387294,0.0038355747,0.001188109
Tlr2,0.0018887504,0.0005362735,0.0009605202,0.000380531
Bcl11a,0.0036147893,0.0025842865,0.00072582345,0.0001548682
H2-Eb1,0.03706532,0.012603027,0.009154112,0.0032992333
Cd300lf,0.0075606597,0.0029431744,0.00299892,0.0011031108
H2-Ab1,0.0052209822,0.0021573277,0.0014373515,0.00013843279
Il6ra,0.021130364,0.037179597,0.014375755,0.025886696
Csf3r,0.0076381993,0.0022905194,0.0013716352,0.002231039
Csf1r,0.0045781806,0.0010168335,0.0006381093,0.00024323585
Smad1,0.033056267,0.03957264,0.0080585275,0.011266495
Atf3,0.039271116,0.04171457,0.022515176,0.021457313
Cd180,0.01426471,0.0055084755,0.009905053,0.002794747
Cd80,0.2186869,0.23258471,0.21428713,0.26422405
Ets2,0.042124253,0.033258047,0.02616614,0.017336618
Treml2,0.006312761,0.00624588,0.0007839515,3.9489703e-05
Cd74,0.42443368,0.15135409,0.13357212,0.09326419
Maml3,0.12708987,0.05402686,0.030537015,0.046342134
Cd44,1.6467264,2.028934,1.5442216,0.7788912
Fcgr1,0.0026249948,0.00021205607,0.0019069023,0.00038127977
Tcf4,0.17863972,0.13235964,0.12080074,0.12347597
Il1r2,0.10038745,0.03262794,0.025127823,0.01850817
Igf1r,0.03622511,0.011814011,0.0092150085,0.00440863
Padi4,0.0122128315,0.0032663385,0.0021264213,0.003945082
Ebf1,0.01750941,0.019478535,0.009244986,0.008690896
Elf2,0.74183786,0.5827564,0.6512821,0.6855399
Lmo2,0.0036574379,0.0020433597,0.001805925,0.001553227
Mef2c,0.056018684,0.04660751,0.02681864,0.0073578428
Lgals3,0.2746494,0.051190965,0.117416985,0.1532755
Cd244a,0.03976849,0.0070415675,0.012321367,0.011576896
Cbfa2t3,0.017839275,0.01385066,0.0028150757,0.00024083996
Kmt5c,0.033937935,0.016532281,0.016297739,0.007594437
Clec12a,0.01671619,0.0019072958,0.00033602555,0.00011780569
Ahr,0.04376125,0.07468383,0.008575933,0.0037745598
Sell,0.019289974,0.03613717,0.007866897,0.007014596
Tcf7l2,0.02104059,0.026441202,0.005054043,0.0015196255
Trem1,0.0024755,0.0008166213,0.00059598166,0.00034988747
Skil,0.22957681,0.2503446,0.17986168,0.17493194
Plaur,0.044208433,0.033612967,0.009440274,0.008048516
Ifngr2,0.008451874,0.007353014,0.002107655,0.00020671054
Ctsl,0.045947358,0.036338694,0.025599523,0.005980296
Bmpr1a,0.07308886,0.018867426,0.030825416,0.037973963
Snrpb,0.32786626,0.24746384,0.18056895,0.18142225
Cd9,0.1278671,0.1950584,0.053225886,0.027219426
Klf10,0.13065353,0.06053947,0.08579448,0.08738057
Gtf2b,0.29882434,0.2600752,0.16267073,0.16725786
Plxnc1,0.5628992,0.41368094,0.32639304,0.41708067
Mcm8,0.22620401,0.050558235,0.008522542,0.0076803905
Mcm3,0.40737808,0.11162441,0.057057846,0.047932386
Mcm6,2.0847595,0.65068805,0.33547217,0.3784107
Rfc1,0.9421559,0.49647394,0.3591944,0.3199154
Cbx5,0.65049016,0.19757433,0.0653683,0.040456552
Brip1,1.3678329,0.4057902,0.096075,0.052069247
E2f1,0.31423002,0.07661502,0.018201755,0.0069360156
Irf8,0.027052365,0.011710615,0.014265348,0.012049737
Nr2c1,0.04727983,0.03288555,0.03037674,0.02238583
Prmt7,0.17118777,0.10038629,0.0902781,0.06326752
Ppargc1b,0.099219285,0.09136463,0.09957125,0.08867445
Ctr9,0.21145938,0.21429834,0.16047539,0.15749568
Pbx4,0.019969659,0.024344543,0.0073222523,0.005860123
Cd22,0.008027203,0.012079229,0.002012875,0.0
Ciita,0.0012674755,0.0019643588,0.0005159845,2.8081413e-05
Il1rl1,0.04005376,0.099287964,0.021390287,0.037527215
Tnfrsf4,0.02107266,0.022129621,0.0012890856,0.0011735357
Cd200,0.010777925,0.016255597,0.0029745153,6.537608e-05
Ing3,0.32077032,0.36474392,0.25794992,0.23840663
Ar,0.28378722,0.49096107,0.30151737,0.29117674
Tgif2,0.1155244,0.15512885,0.12204762,0.056607287
Phc2,0.18039353,0.30899528,0.21880853,0.21021293
Trbc1,1.1429396,1.5525001,1.2785167,1.069426
Ly6e,0.116984665,0.15577245,0.07286164,0.030389404
Tox,2.7280605,10.31751,2.24046,0.84703344
Tnfsf8,0.1567774,1.8233641,0.07067584,0.013400135
Tnfsf4,0.0246281,0.062238216,0.001896145,0.0022537305
Il23r,0.02809569,0.20943633,0.010735648,0.0032451863
Lag3,0.04336988,0.063958935,0.035439502,0.008509412
Hif1a,3.6802852,3.9569342,2.5603333,1.8863955
Tox2,0.026655633,0.12391332,0.0022018843,0.0042241644
Nfkb1,2.549922,3.8687997,3.0218832,3.0931063
Stat3,3.2507322,4.916539,3.4763217,3.532867
Ccr6,0.0027662336,0.0255558,5.4478995e-05,0.0
Bcl6,0.18717623,0.48934808,0.3545475,0.19424808
Btla,0.51190406,1.2140199,0.32146305,0.09492711
Trps1,2.7750793,3.6162076,2.2215397,2.077636
Nab1,1.0039457,1.3924307,1.0390447,1.0658101
Nrp1,0.3056821,0.84176254,0.55510885,0.5661461
Stat5a,0.649065,1.0616612,0.50869983,0.34244367
Cd83,0.18951617,0.65028596,0.01391764,0.0014611981
Ighd,0.0027772351,0.009156635,0.0014590494,0.00013020079
Ms4a1,0.0007129703,0.004912242,2.16115e-05,0.0
Cxcr4,0.02883581,0.030779611,0.007299035,0.006773224
Max,0.42480904,0.6100932,0.51609474,0.4160436
Ctla4,3.9549384,6.5848,3.8206754,0.7456855
Tnfsf11,0.028875157,0.18086343,0.0016738469,0.0038157792
Ythdc1,2.0571713,2.5616786,2.2583494,1.97689
Pcgf5,0.4446009,0.6245991,0.42081556,0.23084007
Etv6,3.200032,4.273657,2.7723272,2.8099213
Sox5,0.20531483,1.282574,0.32678086,0.83231807
Zfp62,0.28130937,0.5084981,0.36844018,0.3537244
Cd28,3.6995077,4.487389,4.0955586,2.2722902
Nfkbib,0.31792676,0.41579902,0.31478778,0.30257618
Pou2af1,0.03351484,0.04437678,0.0018888065,0.0070835454
Cd200r1,0.004590523,0.021770338,0.0039258944,0.0020723483
Epcam,0.013623886,0.014563144,0.003588877,0.0
Rnf19a,1.3421862,2.5472658,1.8740346,2.4584436
Id3,0.039177094,0.21762429,0.007361908,0.00023298571
Esr1,0.021307906,0.10233227,0.044743773,0.05201356
Izumo1r,0.01760489,0.059886906,0.0019397859,6.741935e-05
Crtam,0.31217998,1.0823902,0.2219784,0.12681226
Ighm,0.5868374,0.8171688,0.47170365,0.23924683
Elf1,2.6808016,3.2875526,2.6703851,1.9866931
Zdhhc13,0.20796414,0.3007016,0.11598762,0.12259248
Rel,4.071364,4.2213326,2.6238296,2.1011488
Tcf7,0.14932695,1.2993302,0.30461147,0.056228995
Zbtb17,0.19409367,0.244464,0.15270409,0.077888235
Tlr1,0.003034988,0.031805888,0.00961791,0.0007454293
Chd2,4.0172153,5.932954,4.124236,2.9744787
Nfatc3,2.1009414,3.1295383,2.7623243,2.8670707
Batf,1.0852711,1.6207963,0.5082523,0.30366623
Il6st,0.27740315,0.82278955,0.26165974,0.16113666
Icos,2.6214645,3.4652438,2.5459135,1.5088761
Ikzf2,0.4568251,1.3495406,0.2522819,0.18799663
Rest,0.07263726,0.09216895,0.06469692,0.05861211
Rai1,0.27967024,0.3410799,0.29518595,0.28703138
Hdac9,0.04584028,0.16115546,0.011424868,0.009295554
Ly75,0.35064068,0.6249388,0.52227485,0.41417664
Klf9,0.021813424,0.059616424,0.02710695,0.030025072
Jmjd1c,2.4801445,2.8960192,2.3195236,2.1097827
Fosb,0.30241537,0.42192376,0.26558533,0.25979874
Cxcr5,0.040362444,0.3009154,0.024444487,0.00752848
Pecam1,1.0335463,2.839725,2.0056634,0.6737962
Eng,0.0006052397,0.0011545634,4.114034e-05,0.0
Ccr7,0.014582898,0.0761062,0.0073621343,0.0011833836
Tet3,0.19861478,0.29573026,0.25573277,0.20961589
Nt5e,0.040188026,0.11517499,0.060395405,0.0331103
Hivep2,2.1590648,4.087522,3.8747077,3.9945493
Fas,0.18018672,0.25548112,0.14271297,0.08677505
Ssbp2,0.19543137,0.7134737,0.4201855,0.10185188
Aff4,0.6368205,1.2308828,1.0337226,1.0998197
Zbtb20,0.9255065,2.5423753,1.5541701,1.9989479
Scml4,0.60941935,3.2742417,2.474369,2.2013047
Tcf12,2.9222195,6.0692115,3.5209582,3.4683053
Ncoa3,0.45268488,0.5715942,0.42007098,0.39394942
Zeb1,2.0540392,4.1226764,2.8278399,1.3592719
Aff3,0.98078865,10.200225,2.246333,0.4191777
Foxp1,2.1679726,4.690127,4.7139063,4.8143353
Jarid2,1.6380304,2.8130178,2.1257486,1.8635049
Hopx,0.16612008,0.31185922,0.27755773,0.14719507
Aff1,0.6957565,1.472083,1.3616277,1.313756
Smarca2,0.71888536,1.2538518,1.1403837,1.1980053
Taf4b,0.49635866,0.7505002,0.5076736,0.27872124
Dpp4,0.6658703,1.7274493,1.4018261,1.219709
Zhx2,0.27241823,0.6892495,0.45018086,0.30520198
Bbx,0.5789981,0.96654487,0.8123654,0.75201756
Zbtb10,0.014406786,0.048837524,0.006065574,0.0002634672
Smad7,0.28569478,0.46553865,0.37733477,0.24562411
Cbx7,0.042106513,0.06790452,0.023472795,0.025939392
Nr4a2,2.0093052,2.8289642,2.1656253,1.7744637
Il7r,0.19581053,0.49156424,0.3212902,0.044709075
Cd274,0.8988628,1.6019084,1.2489225,0.7788709
Pou6f1,0.12375688,0.5788946,0.4631404,0.13973384
Tsc22d3,0.022004547,0.034115337,0.021980003,0.01597155
Tnfrsf1b,0.5450219,1.0768046,0.88798237,0.58620894
Pou2f2,0.2221479,0.36375937,0.20806555,0.1857505
Slamf6,0.4178635,1.2434732,0.4329073,0.16048518
Xrcc5,0.30223578,0.35307154,0.26831564,0.18242334
Jdp2,0.041600905,0.048762836,0.03601184,0.026884424
Ssbp3,0.5198407,0.5311631,0.3652758,0.3724414
Pias2,0.67233866,0.751379,0.51121694,0.58245856
Nfatc1,0.7630735,1.0569829,0.82496595,0.69966155
