,Cl13_P2,Cl13_P7,Cl13_P9,Cl13_P10
Tnfrsf9,1.2231127,0.61188245,0.51609844,0.017703066
Prmt7,0.36238495,0.17013843,0.11060432,0.02729209
Med21,0.08241259,0.05314956,0.04825214,0.06599359
Polr2k,0.24102001,0.17515372,0.17023112,0.08072963
Mbd4,0.17500748,0.0633277,0.05547088,0.0
Polr2b,0.87455785,0.5550609,0.4891329,0.25778237
Snapc1,0.31570953,0.26939076,0.22689374,0.30397785
Polr3d,0.24486585,0.1611252,0.13255104,0.0677316
Fus,1.5845398,1.1015176,1.1797194,1.3166945
Aatf,0.49004024,0.32199413,0.2031648,0.2790246
Nono,1.0402458,0.7296783,0.67510474,0.5602559
Ssb,5.119245,3.2314544,2.725591,3.0627542
Brca2,0.43079394,0.11641798,0.076484874,0.08114107
Prmt1,3.1225972,1.2970699,0.85200226,0.8117079
Kntc1,0.21376169,0.04506675,0.01777077,0.040652204
Hnrnpk,6.5777235,5.158474,4.743288,4.665538
Pnn,3.0495114,2.1838024,1.9785072,2.270101
Hmmr,1.5024866,0.35672086,0.12698522,0.0
Cops5,1.0291344,0.70138794,0.659898,0.5967661
Hmgb3,0.81830513,0.31668463,0.14107274,0.019542616
Ewsr1,1.9021137,1.5520381,1.3840486,1.3571471
E2f3,0.32601783,0.11714415,0.17377383,0.060127355
Gtf2b,0.9361827,0.77495766,0.79847014,0.9154668
Mycbp,0.41283336,0.19849557,0.2265421,0.056863293
Orc1,0.24147312,0.05052801,0.032309007,0.0
Eed,1.016689,0.5965685,0.65898657,0.60379255
Hat1,1.878196,0.67592746,0.50198096,0.62856615
Atf1,1.0535996,0.6659152,0.6868952,0.42333382
Fkbp2,1.8621254,0.91223913,0.90293336,0.7385049
Pcmt1,0.65823275,0.48518032,0.67156816,0.4870059
Ctr9,0.44555753,0.35542598,0.2910822,0.3433676
Cdc5l,1.5949949,1.2363181,1.351453,1.2162387
Mcm7,2.341884,0.69210964,0.4939418,0.72204256
Hdac1,1.9021474,1.3907021,1.2888029,0.9171248
Mbd2,3.697443,2.9741075,4.010681,4.733898
Foxk2,0.24653332,0.13224809,0.14180234,0.27322787
Nfyb,1.0734024,0.6675177,0.87240106,0.7549794
Mybl1,0.026260365,0.0043245736,0.0021708237,0.0
Nfya,0.17008874,0.11020228,0.09741948,0.12891549
Lgals3,9.57496,5.629542,12.443343,6.451822
Hmgb2,16.81581,7.1954274,5.1603975,5.469943
Mcm2,1.652697,0.52593404,0.45936817,0.4556778
Havcr2,0.5912978,0.13363202,0.5936117,0.31357124
E2f8,0.5466047,0.09290067,0.08593957,0.016620418
Paxip1,0.48652598,0.21947128,0.21138777,0.41805154
Ivns1abp,0.80302143,0.5890672,0.5139191,0.37328985
Il2rb,3.1277378,2.3212209,3.0178034,2.2104306
Zdhhc21,0.22058402,0.19401987,0.23080824,0.30771148
Tcf19,0.5055422,0.17820083,0.11643983,0.08428981
Igsf8,0.14384952,0.04979535,0.07531693,0.022637237
Wdr5,0.42844212,0.2009243,0.19425446,0.18814236
Rb1,0.08130117,0.07291359,0.091178045,0.07367393
Timeless,0.6161869,0.1709464,0.14287725,0.15080383
Dek,4.866982,2.11103,1.7969623,2.3146
Cbx3,0.2815602,0.123728305,0.082669005,0.12683064
Men1,0.075312674,0.056142826,0.043150045,0.014800229
Mcm5,2.952597,0.87297297,0.73834515,0.5981828
Khdrbs1,0.8098095,0.6222867,0.5128003,0.3669552
Mcm6,3.5491369,1.7716467,1.6520216,1.4488263
Gtf3c5,0.08965572,0.072511666,0.06576161,0.09729165
Thrap3,1.6272593,1.3264388,1.1836635,1.1971599
Rbbp4,2.4737427,1.6615878,1.4469242,1.1957586
Cnot6,1.0342468,0.70698345,0.5703708,0.35314292
Hdac3,0.5383664,0.3859678,0.33609995,0.2724861
Cebpg,0.44624513,0.32214466,0.41435513,0.45210463
Cenpk,0.4165762,0.09232766,0.057623543,0.04285544
Dpy30,2.942534,1.4421328,1.2613424,1.3215644
Ssbp3,0.9455469,0.89523745,0.6909846,0.36844563
Nsd2,1.0301205,0.44772378,0.34847462,0.19323145
Bclaf1,1.3459611,1.0358218,0.86752474,1.0197675
Cbfb,1.1972815,0.71967435,0.7219076,0.860049
Nab1,1.5528715,1.49865,1.4987178,1.4255731
Ncam1,0.0009040069,5.6284865e-05,0.0,0.0
Hells,2.430732,0.5761397,0.32645842,0.20319653
Sfmbt1,0.12710865,0.06181282,0.05192428,0.03599797
Pcgf5,0.44014695,0.31472543,0.2797795,0.14740941
Fosl1,0.012574207,0.00461,0.007972304,0.0
Chaf1b,0.8690688,0.30631453,0.42957288,0.096320644
Mybl2,0.16276607,0.026638731,0.027912678,0.0
Nap1l4,1.4636949,1.2258996,0.99413264,1.0072138
Prpf4b,1.3589652,1.1725004,1.2774767,1.7212129
Tfrc,0.53185475,0.23303217,0.15861998,0.059697628
E2f1,0.4408819,0.13938706,0.10886715,0.08860253
Pms1,0.11705737,0.09066276,0.06695735,0.0
Gatad2a,1.0275389,0.96505564,1.0721687,0.9904072
Taf1,0.49357685,0.3333289,0.2670146,0.14809
Prdm1,0.5097604,0.10200149,0.5323204,0.5465853
Ube2k,1.4142128,1.1088073,1.1215885,1.3990369
Bard1,0.35716733,0.102748424,0.08722756,0.12868705
Tsg101,0.62090784,0.48687202,0.53245544,0.3989853
Zfp207,0.43809763,0.3355856,0.27712202,0.13691944
Sf1,1.4206858,0.9019611,0.9209952,0.7514093
Rnps1,0.63952106,0.3755798,0.324472,0.31169474
Cbx1,1.2918842,0.6592265,0.5748264,0.3579815
Sirt1,0.197114,0.1291099,0.1324552,0.08387866
Mcm3,3.7878227,1.1447179,0.980618,1.0964016
Brca1,0.45914826,0.10509909,0.07028901,0.14727837
Uhrf1,1.5896432,0.37602207,0.20873015,0.19178292
Chaf1a,0.4413745,0.12415759,0.07306908,0.036163032
Phf19,0.09353915,0.030599069,0.01869621,0.0
Taf6,0.22564475,0.15243083,0.14360605,0.12981172
Taf15,0.89967877,0.7228923,0.7522013,0.75297105
Hnrnpul1,1.1474104,0.9790263,0.7897243,0.96143
Itgb3,0.16631751,0.12118261,0.20590153,0.08686593
Atad2,1.815319,0.7087383,0.592289,0.5262662
Ctcf,0.9881812,0.76784056,0.8038716,0.5707167
Rad51,0.15874465,0.029148348,0.017033348,0.0
Mxd3,0.3384437,0.0790953,0.07349942,0.0
E2f2,0.6673237,0.37508476,0.44505888,0.6093705
Espl1,0.16888332,0.038439732,0.020419484,0.0
Fkbp5,1.3291337,0.6483238,0.6745567,0.36098072
Mcm4,1.1708282,0.39516458,0.3367945,0.41948175
Foxm1,0.080990724,0.014354626,0.01775404,0.0
Brd9,0.63356864,0.5416565,0.49624604,0.5370401
Fmr1,0.8408148,0.5211393,0.4580075,0.8579266
Dnmt1,2.189538,0.9768031,0.95276046,0.920751
Upf1,0.6843467,0.47496548,0.5104911,0.38866875
Papola,1.5992422,1.1089628,1.1439353,1.2168567
Parp1,0.7506504,0.35497025,0.20208184,0.31205234
Brip1,0.3407067,0.10182822,0.06581231,0.0
Rbbp7,2.956025,1.2800294,0.9786235,1.0223038
Gatad1,0.303729,0.18657003,0.18603043,0.30840874
Cd40lg,0.056193758,0.048126046,0.044962842,0.067527674
Actl6a,1.341419,0.85685843,0.75198716,0.49636346
Psip1,2.0354276,1.1786464,1.1017231,1.2870927
Gtf2h1,0.47211903,0.31422195,0.32130495,0.43096268
Xrcc6,0.36647367,0.22199178,0.12713353,0.08897004
Safb,0.63810295,0.54517215,0.43706754,0.42212558
Dnajc2,2.9706593,1.6172707,1.2021973,1.2495635
Zfpm1,0.97988427,0.7822384,0.4731609,0.76169884
Smarcc1,1.5822026,0.89393026,0.5793587,0.64431465
Mphosph8,0.8544127,0.6043292,0.4262862,0.52091825
Polr2f,2.7146595,1.3711532,1.2804952,0.5774956
Asxl1,0.45874184,0.39746076,0.38945916,0.31402922
Mtf2,0.60218775,0.4240755,0.32679048,0.3332268
Ilf2,1.0041507,0.49412143,0.4118164,0.28414208
Prmt3,0.35801315,0.22255331,0.13927443,0.023991445
Trim27,1.0371475,0.6230285,0.614462,0.36564487
Wdhd1,0.34271038,0.11263089,0.07778681,0.10513251
Ezh2,2.8287394,1.2683553,0.75798315,0.80224854
Rfc1,1.3102804,0.70763403,0.48948312,0.74890614
Elp3,0.19288595,0.15380172,0.1691421,0.2586336
Hnrnpd,4.6551704,2.6178558,2.291544,2.2436595
Hnrnpab,8.419584,2.961364,2.3098476,2.2945542
Hdac2,0.91065747,0.38240615,0.28122714,0.28270155
Xrcc5,0.5196242,0.4006179,0.23205295,0.017703066
Ruvbl1,0.87268823,0.4177979,0.20066957,0.14624906
Suz12,2.3398585,0.92954636,1.0175946,0.69037664
Snrpb,6.3673024,3.755056,3.3185837,3.8499491
Eif5b,2.9503882,2.0933735,1.7700787,1.4984064
Epas1,0.14594536,0.031363904,0.1478488,0.03640895
Ybx1,18.127872,9.464726,7.703854,7.2073755
Supt16,3.9821455,1.9713898,1.4574412,1.3520899
Baz1b,2.150402,1.1874213,1.0539564,0.8997124
Tcof1,1.9545852,1.2146544,1.0921555,0.84535205
Zranb2,1.0903506,0.8475142,0.8090178,0.56259185
Suv39h1,0.37145722,0.13180543,0.08986151,0.10996554
Nap1l1,4.458093,2.1811488,1.618611,1.8950863
Pbx3,0.039212685,0.022415955,0.028725546,0.03332367
Cd300lf,0.024477238,0.0041650566,0.0,0.08520491
Csf3r,0.030705985,0.0006114521,0.0,0.25561473
Lair1,0.1982845,0.093404196,0.22693399,0.2833409
Polr2a,1.2461263,0.9614923,0.8721739,0.8154263
Polr3f,0.19703972,0.15497959,0.16364177,0.18255663
Notch3,0.0020274543,0.0,0.0038476244,0.0
Sp3,0.7875023,0.6831256,0.78139925,0.5124759
Eya2,0.018416118,0.0056394944,0.03205105,0.0
Csrp2,0.20811068,0.08986399,0.053224523,0.104822695
Rpa3,1.8556725,0.75511587,0.7453319,0.621731
Kmt5a,1.449039,0.6877279,0.68609995,0.8821414
Lmo4,0.28751376,0.2143166,0.18806425,0.24893244
Sin3a,0.3521611,0.2777298,0.2595932,0.3435979
Hlf,0.04720378,0.031062178,0.021826535,0.0
Tardbp,0.4245081,0.23189387,0.14694016,0.23167738
Parp2,0.59945756,0.2942376,0.23391631,0.05512943
Ahctf1,0.30637515,0.22998314,0.20665035,0.23378813
Tcerg1,1.3730735,0.7323422,0.5693197,0.4840269
Hmga1,0.034215335,0.01831079,0.0014970567,0.0
Jade1,0.28603122,0.12942366,0.1401845,0.1240146
Ssrp1,4.1134596,1.7598114,1.5221688,1.4549077
Suv39h2,0.11186056,0.026243173,0.010075498,0.0
Taf5l,0.3442281,0.28225005,0.24779132,0.26734784
Il2ra,0.4981153,0.06713225,0.1781643,0.25179845
Rbbp5,0.1970818,0.14278834,0.15500526,0.10314068
Prdm5,0.019274183,0.005211911,0.0,0.0
Aurkb,0.58363044,0.18652008,0.109646216,0.0476018
Rbl1,0.25739333,0.16100742,0.2401321,0.1947524
Tle1,0.04219308,0.00903631,0.008269581,0.056182064
Hist1h2bp,0.021391988,0.005106202,0.012688473,0.10494196
Tnfrsf8,0.0503664,0.0062446645,0.0067820167,0.08381924
Clec12a,0.08222965,0.010301708,0.00081719074,0.08520491
Cbx5,1.5415502,0.58000135,0.41669178,0.490836
Gtf3c4,0.08698757,0.05875914,0.040622704,0.099351406
Gtf2ird1,0.029698063,0.011877284,0.00030844827,0.0
Polr2i,0.9063098,0.7340822,0.70743287,0.8299749
Foxn2,0.3276112,0.2935026,0.27396616,0.51673543
Ddx20,0.18220659,0.07003196,0.04720211,0.0703693
Gabpa,0.24869081,0.20785733,0.17855813,0.24333462
Hsf2,0.14195818,0.077236824,0.051356845,0.17669678
Cebpz,1.1875056,0.8776994,0.78589195,0.70968604
Polr2h,1.410379,0.96894056,0.67083466,0.46684837
Taf1a,0.040910047,0.027455924,0.015124475,0.034396637
Polr2d,0.74226135,0.46490765,0.43087298,0.6328726
Srebf2,0.37564537,0.32418498,0.36553782,0.22308163
Ddb1,1.1580269,0.72042125,0.5238459,0.5589013
Gtf3a,1.6472976,1.0527625,0.9430728,0.88760877
Smarca5,4.734552,2.462577,1.9671394,1.6443275
Pa2g4,4.1670213,1.3544799,0.93500984,1.0712583
Wbp11,1.2575054,0.6670934,0.51201874,0.798124
Smyd2,0.29344043,0.116187215,0.04621193,0.021608721
Baz1a,2.426163,1.7231468,2.4451163,1.916703
Hdac6,0.05149165,0.022485197,0.02217552,0.04624812
Smarca4,1.3168485,0.9351279,0.9045802,0.83600044
Trim28,1.0101274,0.46629384,0.37101626,0.33558077
Gtf2e2,0.74056274,0.4818853,0.40584427,0.3419581
Tfdp1,1.2789128,0.45326898,0.22318621,0.3234999
Gtf2e1,0.14900576,0.11333205,0.11465149,0.021246718
Ash2l,0.63226444,0.4388638,0.38271734,0.24130476
Hdgf,3.990988,1.763303,1.2626117,1.7972239
Snrpd1,2.4577677,1.0682199,0.83014697,0.57336074
Srrm1,2.306839,1.5330698,1.4951884,1.1006099
Ilf3,0.4563601,0.29225346,0.29464757,0.1639108
Mcm8,0.18090454,0.036664627,0.016622227,0.0
Ttf2,0.29561177,0.12998211,0.0889193,0.12932906
Pdcd11,0.46660203,0.3219467,0.21208614,0.09582074
Ruvbl2,0.3558041,0.16619976,0.0780227,0.0
Cnbp,4.276002,2.9799979,3.0357294,3.8193421
Setdb1,0.27675328,0.2195477,0.1785962,0.16149831
Gtf2f2,0.68605787,0.5062023,0.48367363,0.49421
Mybbp1a,1.2662088,0.5228083,0.3403098,0.1611178
Taf3,0.5048168,0.33439955,0.47132063,0.43317983
Fubp1,1.1310337,0.664649,0.620334,0.6101572
Batf3,0.1374367,0.003560599,0.0,0.0
Apex1,0.66847867,0.31224144,0.16548105,0.09691323
Bop1,0.582942,0.44421026,0.33431756,0.2514205
Plrg1,0.3275448,0.24386454,0.20948066,0.15715946
Prmt5,0.56602186,0.31742328,0.27526706,0.09180117
Csf1r,0.03692454,0.0044573178,0.0,0.0
Cd300c2,0.025433797,0.007431318,0.003720283,0.042602453
Cbfa2t3,0.13649169,0.08982941,0.023594186,0.0
Med27,0.22094564,0.20657004,0.23470652,0.18357661
Fkbp1a,3.9030857,3.3937185,3.7749693,2.6868625
Ly86,0.057506442,0.0151180085,0.008352119,0.0
Pirb,0.063091755,0.009988365,0.0,0.08520491
Sirpa,0.034140054,0.0028460345,0.005515917,0.08520491
Fcgr1,0.02581814,0.0037318969,0.0015108783,0.0
Plaur,0.042228404,0.014554467,0.00081719074,0.12780736
Prkcd,0.22171196,0.20558415,0.30132648,0.23611599
Kdm3b,0.09700777,0.1448325,0.16792288,0.08520491
Epcam,0.07679659,0.09855366,0.046640396,0.0
Dpp4,0.3916236,0.8577547,0.76829445,0.50031984
Brd8,0.48618984,0.4379762,0.3437193,0.24847007
Ubn1,0.83701926,0.82801205,0.8872234,1.0620025
Itga6,0.111552715,0.21125294,0.21730183,0.07960544
Ifnar1,0.11774606,0.24786171,0.2731408,0.20346236
Dach1,0.0072571146,0.0035940758,0.0,0.0
Pbx1,0.0019022756,0.0011565043,0.0,0.0
Pias2,0.1842188,0.16315165,0.11441889,0.0
Fosl2,0.09145466,0.19591747,0.15708195,0.57195467
Fosb,0.5251502,0.87528545,0.62324226,1.293587
Kdm4b,0.03144656,0.044596072,0.03149287,0.18773353
Hdac8,0.05225031,0.10736516,0.06587535,0.07497876
Nr4a3,0.08183574,0.2053391,0.2191684,0.23446453
Cd6,0.6745989,1.0044628,1.012148,1.3344182
Tgif1,0.2642886,0.7389741,0.67527366,0.57839704
Gadd45b,1.0488359,1.8353181,2.0339532,1.4693646
Kdm6b,0.35723105,0.8503134,0.8624578,2.065101
Pou2af1,0.042236764,0.0692632,0.013812147,0.053886253
Il1rl1,0.15896313,0.31725276,0.12018429,0.06452065
Phf2,0.21415226,0.23902135,0.26535785,0.25609654
Ppargc1b,0.056566082,0.047036063,0.053191576,0.05810972
Trps1,0.28618607,0.42449757,0.22050545,0.3463586
Batf,3.2093408,3.642517,1.8296018,1.1451545
Icos,1.5602776,3.5464413,2.946013,1.7031305
Bst2,2.1893804,3.459509,3.4191,1.6299886
Taf4b,0.07242691,0.08134043,0.053006668,0.016203001
Hif1a,0.634568,0.7194462,0.3870081,0.38422197
Kmt2d,0.2869508,0.47246733,0.59264183,0.90710557
Deaf1,0.08470528,0.115257345,0.107289314,0.060615763
Cxcr5,0.0098472005,0.113562174,0.0032364505,0.0
Btbd11,0.013403617,0.037093073,0.048336428,0.021246718
Cbx4,0.46827054,0.62899023,0.6561401,0.6383716
Jarid2,0.2011105,0.4945459,0.6592176,0.576103
Nfkb1,0.6149917,0.8080337,0.70943666,0.73492956
Fiz1,0.10829434,0.14219111,0.11999722,0.024417821
Bcl6,0.011740694,0.078972325,0.034594063,0.075270146
Phc2,0.3454369,0.51783097,0.45461544,0.7886287
Fas,0.07985881,0.22474055,0.2218519,0.20365748
Cd160,1.5368177,2.2902546,0.8857302,0.701145
Xab2,0.18378405,0.24361993,0.22709073,0.19876203
Tfdp2,0.07666509,0.08664639,0.050758466,0.018939003
Pdcd1,0.98135304,1.1049112,0.64722097,0.1751814
Zbtb20,0.08829684,0.32751226,0.17495044,0.12370823
Zfp553,0.050357487,0.055400025,0.058075886,0.0
Maf,0.04847926,0.12461901,0.20921728,0.06661987
Tnf,0.116426334,0.18879245,0.12980172,0.043217443
Etv6,0.18652359,0.35404682,0.22108486,0.24822347
Zfp36l1,0.64802337,2.1649845,1.3214891,1.4634638
Il21r,0.34224626,0.51832503,0.5146344,0.5941418
Cd80,0.038692877,0.038227215,0.099834576,0.03322259
Il4ra,0.099121004,0.19030134,0.112976484,0.1289123
Sirt5,0.05254257,0.07172954,0.03488496,0.0
Cd200,0.059745595,0.28950495,0.0586647,0.021122718
Mllt3,0.7554735,0.9924372,0.85157216,0.39822036
Il1r2,0.0503884,0.027024133,0.011584205,0.12780736
Calcoco1,0.012015057,0.11138332,0.05361055,0.109309316
Tnfsf4,0.02209686,0.07617688,0.025588289,0.0
Tnfrsf4,0.49044302,0.48805138,0.046661705,0.027637752
Nfia,0.011353116,0.05138802,0.0449998,0.029600458
Zfp62,0.11657402,0.3006813,0.19751666,0.22974876
Znfx1,0.06822754,0.17769106,0.27829406,0.39786974
Tbl1x,0.6864005,0.7081284,0.5065394,0.42081678
Ifi204,0.06814596,0.06935653,0.20059223,0.12780736
Ovol2,0.010261852,0.007305037,0.012160171,0.0
Esr1,0.00036152868,0.0076599587,0.0038094856,0.0
Phip,0.6406623,0.72718227,0.6554596,0.83344674
Zfp444,0.11564014,0.1619141,0.13017151,0.07012268
Trp73,0.008926555,0.004835293,0.008956852,0.018939003
Cramp1l,0.18150431,0.1887645,0.19457294,0.28736582
Ythdc1,1.3283036,1.446845,1.3245962,1.3429163
Btla,0.02033534,0.076924436,0.041287336,0.0
Ash1l,0.42283216,0.7126154,0.7973194,0.9596669
Kmt5b,0.1492746,0.32011366,0.32795233,0.36614746
Tox,0.529779,1.8993096,1.1808949,0.17714909
Fubp3,0.068896905,0.10076646,0.031250775,0.014800229
Bbx,0.18186021,0.4444145,0.4164094,0.45050713
Maml3,0.0069053415,0.005329432,0.008151298,0.0
Zeb1,0.13375422,0.1654339,0.2084245,0.07922982
Dnmt3a,0.092269994,0.14243855,0.13113588,0.24794094
Eif2ak2,0.3901278,0.6577051,0.44910032,0.22193253
Zkscan14,0.040380746,0.09077626,0.06911368,0.17498878
Hdac7,0.5355645,0.9516542,1.1130099,0.6458522
Abcg2,0.019458517,0.023406789,0.015103308,0.020313086
Scml4,0.0367135,0.24408692,0.14762813,0.30273494
Tnfrsf25,0.06114192,0.41656956,0.123370275,0.07800287
Foxj2,0.054966163,0.10067891,0.15838882,0.17545885
Kdm5b,0.052046817,0.27945736,0.3246757,0.056673333
Prmt6,0.02221826,0.04110213,0.0211364,0.0
Dnmt3b,0.05992827,0.07721263,0.09062269,0.024181891
Pou2f2,0.8885934,2.520983,1.9706343,1.7037735
Rere,0.06856191,0.12851852,0.16746494,0.22534293
Zmynd11,0.33717024,0.37435564,0.506078,0.40230614
Setbp1,0.052498743,0.13813193,0.15537022,0.016620418
Sox5,0.0042401226,0.019192,0.011683023,0.0
Brd1,0.99279547,0.93619555,1.0207039,1.3898808
Crtam,0.43118432,1.5719149,0.543417,0.36370432
Arid5b,0.1515857,0.5417924,0.6028714,0.40645325
Pknox1,0.2901504,0.23137698,0.2673755,0.43279117
Nfe2l1,0.2230644,0.2053194,0.21550539,0.26334882
Crtc1,0.03473134,0.045400884,0.06602843,0.027637752
E2f5,0.10080641,0.08834992,0.04581756,0.063612446
Zfhx2,0.05141673,0.19811922,0.24692604,0.14950329
Klf9,0.04812792,0.12769966,0.04743304,0.06837751
Il23r,0.0058372472,0.04108,0.0,0.0
Apc,0.18612777,0.2818627,0.31763577,0.3214556
Cd84,0.17590955,0.42125028,0.43431434,0.77592653
Il10ra,0.11975154,0.17274322,0.28187466,0.19294494
Cd44,0.5508722,0.8482913,1.1240717,0.7705107
Rai1,0.08811502,0.10831219,0.077858254,0.05939758
Brpf3,0.054935332,0.04577925,0.048228633,0.050969265
Drap1,1.0486649,0.8930394,0.80104977,0.9060004
Il6ra,0.033017006,0.04072122,0.0007442358,0.033934567
Setdb2,0.14830226,0.13389535,0.13387972,0.16330051
Plxnc1,0.167167,0.31593618,0.21015874,0.08924418
Nsd3,0.44500223,0.79823905,0.91231966,1.1199567
L3mbtl3,0.10958005,0.19643237,0.26909134,0.2066672
Pou6f1,0.01820476,0.14536709,0.08199842,0.0
Stat6,0.30112445,0.398203,0.39031136,0.4679205
Klrb1c,0.017638419,0.04173215,0.118114255,0.30369708
Ncoa4,0.018316612,0.016928282,0.021236865,0.06261983
Kdm4c,0.10495202,0.21088222,0.19800545,0.30272675
Il7r,0.20776169,1.065441,0.74727255,0.07618
Irf7,0.29812783,1.2939935,1.1840402,1.221361
Notch1,0.34490722,0.43567166,0.5598016,0.4424523
Smarca2,0.16393928,0.3595939,0.31310835,0.40543318
Stat1,0.8309407,1.6251903,1.7382241,0.8883923
Nmi,0.71890706,1.2415156,1.3555232,1.3509326
Jmy,0.06472871,0.14570928,0.17965491,0.09344734
Rsf1,0.43549457,0.6139596,0.5869315,0.5800634
Irf9,0.23654482,0.6868682,0.7904129,0.8241309
Hbp1,0.05461799,0.21322514,0.24027453,0.25636497
Ddit3,0.105639756,0.22676109,0.23011276,0.2604326
Stat2,0.063161045,0.17382783,0.16521713,0.1218908
Ikzf3,0.5562627,0.9691768,1.0048083,0.8459308
Max,0.6355924,1.0054125,0.74270004,0.7737249
Sp140,0.24544147,0.52166176,0.595831,0.4025775
Ssbp2,0.030637208,0.06069835,0.02103312,0.0
Rarg,0.0344516,0.026978413,0.030232986,0.062727205
Chd6,0.13220595,0.31580514,0.24596757,0.19157802
Cd46,0.0044067004,0.022285888,0.015445928,0.0
Stat4,0.6357609,0.98549545,0.93336904,1.5468262
Eomes,0.22076645,0.31450275,0.26887286,0.49294612
Izumo1r,0.00020334989,0.0030848484,0.003112053,0.0
Hivep3,0.11174311,0.2539179,0.09382576,0.0
Ercc5,0.0933262,0.1463141,0.059469752,0.11312867
Cd200r1,0.018026229,0.036851503,0.015116512,0.0
Ankra2,0.115223154,0.19342612,0.18137094,0.18868896
Zfp422,0.05639546,0.06211098,0.035477363,0.05471625
Pbx4,0.036411487,0.102261215,0.013793752,0.0
Elk3,0.3151585,0.5609369,0.5013535,0.49893716
Crebzf,0.19416054,0.28316617,0.26555818,0.1820597
Ms4a1,0.006465688,0.011637162,0.027791008,0.0
Tcf4,0.119699515,0.17309953,0.10957199,0.1035905
Zfp1,0.06513932,0.09674899,0.10117297,0.016203001
Shprh,0.17371579,0.2153374,0.17049709,0.2122014
Ikbkb,0.22806297,0.29532826,0.31248116,0.5669639
Lag3,0.66240716,1.7735603,1.3078274,0.26542902
Ighd,0.008909154,0.052011825,0.03625425,0.0
Ep300,0.44575256,0.5408169,0.6975463,0.63151157
Zfp275,0.06591934,0.06362385,0.09257008,0.08202079
Bmpr1a,0.010224477,0.006251628,0.0009798158,0.0
Zkscan5,0.015879722,0.019382227,0.013716867,0.10217219
Tbx21,0.4027488,0.43470025,0.57196075,1.2499585
Zfp354c,0.008735605,0.016159007,0.005935101,0.0
Igf1r,0.011962897,0.011976538,0.0044385665,0.0
Zscan22,0.023369959,0.017965766,0.003484821,0.0
Vax2,0.09045185,0.08371404,0.04229433,0.029215807
Anks3,0.04854545,0.07774203,0.07404172,0.05512943
Zfp282,0.0978061,0.11188294,0.07964363,0.10570273
Ankrd10,0.4105764,0.4593085,0.42766848,0.6906745
Zbtb48,0.01936884,0.016206719,0.03599109,0.0
Kmt2a,0.8289136,1.271071,1.179692,1.6752272
Nsd1,0.5993827,0.746124,0.7513327,0.68994933
Baz2a,0.39210185,0.58027744,0.7267612,0.68783975
Lgals9,0.47810054,0.9749177,1.0351709,0.7373455
Cd68,0.10668465,0.31642726,0.2714402,0.16466743
Tbc1d2b,0.11597856,0.15247636,0.16890383,0.1819348
Zbtb39,0.010994863,0.023239747,0.004310811,0.0
Slamf6,0.86933625,2.8863168,0.90349895,0.5700714
Mllt10,0.35586593,0.36395374,0.37950385,0.27752942
Runx3,2.2253954,1.9830207,2.0964043,2.0511932
Baz2b,0.080506705,0.19242711,0.19703667,0.13060366
