,Cl13_P2,Cl13_P4,Cl13_P9,Cl13_P10
Elf2,0.6631734,0.58113205,0.55066377,0.6526326
Phf19,0.10041344,0.086656705,0.017736696,0.10500361
Rarg,0.029189236,0.020185556,0.024828536,0.0
Igf1r,0.08323486,0.0157733,0.004183351,0.20430346
Ahr,0.06792028,0.04298118,0.020455508,0.0
Sf1,0.89867276,0.81861764,0.7104914,0.5845333
Maml3,0.12611076,0.06027827,0.022951731,0.037351716
Cxcr5,0.045945402,0.035388928,0.016661549,0.0
Tle1,0.08348373,0.03699691,0.024737243,0.09362905
Ilf3,0.6740573,0.5386103,0.3391036,0.19517025
Fbxo7,0.3703558,0.38588312,0.21238679,0.19907564
Ighm,0.9023113,0.77904075,0.7254298,0.13913268
Hnrnpab,0.15831256,0.09590146,0.027318966,0.072952375
Dnmt1,0.6146759,0.3913904,0.15125498,0.12752517
Pnn,0.06732513,0.05884931,0.04786154,0.019846143
Hnrnpul1,0.4886604,0.39904568,0.25633198,0.3860599
Tfdp1,0.4001035,0.1765261,0.073521785,0.016384985
Mbd4,0.2598449,0.17383763,0.06469602,0.054297242
Timeless,0.310808,0.24092288,0.079059325,0.16477376
Ddb2,0.5170008,0.46174145,0.30225265,0.28371152
Ube2k,2.1007705,1.9995857,1.5389397,1.6067454
Brca1,1.4936427,0.8111122,0.15076862,0.07942284
Mtf1,0.20549752,0.14223014,0.123619005,0.052439936
Pcmt1,0.98712844,0.98146003,0.49679878,0.5097014
Hmg20b,0.34397832,0.31005248,0.19207658,0.10439372
Tial1,0.6007694,0.50562215,0.33684164,0.42948294
Trim27,0.10201261,0.077486165,0.017903112,0.047278002
Plag1,0.047465567,0.023708161,0.02832951,0.07123226
Cbx1,0.27779898,0.21090034,0.07080347,0.0
Havcr2,2.3862376,2.3723588,1.4913625,1.5246933
Smarca5,1.0172452,0.9965552,0.9677009,1.368108
Chaf1a,0.2882999,0.1797124,0.023145832,0.0
Phf2,0.14156902,0.05928538,0.075624794,0.11450472
Gtf2f2,1.4640136,1.4202236,0.92886674,0.8357792
Zfp341,0.075940914,0.05024673,0.049530078,0.094465934
Kntc1,0.7974731,0.4429886,0.068709366,0.022179676
Cebpg,0.22583906,0.19958979,0.19408128,0.12162249
Cnot6,0.47329772,0.4109321,0.27531675,0.29123995
Baz1b,0.7412814,0.46377409,0.24314755,0.16516119
Smarca4,0.6724209,0.6084381,0.5641088,0.5440861
Prdm1,0.7640715,0.77178997,0.55020267,0.39268672
Nr3c1,0.8091833,0.70063305,0.7199232,0.7821816
Prpf4b,0.5672358,0.45589873,0.40081212,0.35909638
Gtf2e2,0.2954796,0.26798517,0.08776393,0.11237073
Mcm3,0.38199413,0.27020258,0.046047956,0.051650543
Hells,1.9470911,0.9742823,0.23327886,0.071453474
Mcm4,1.8833693,1.2193974,0.41777125,0.2172279
Ly6e,0.12479163,0.118913084,0.09679538,0.08535166
Sfmbt1,1.093528,0.3835918,0.26781172,0.29434493
Rad51,0.5979575,0.4413457,0.12654428,0.0
Hdac2,0.16181153,0.09895598,0.049975295,0.071166575
Jade1,0.07404508,0.04348743,0.022059098,0.075122744
Deaf1,0.18379465,0.1431567,0.18433277,0.17100003
Ivns1abp,0.4234544,0.33909073,0.3918394,0.17134455
Paxip1,0.30914187,0.20605747,0.06451863,0.11221441
Rfc1,0.92185926,0.50354296,0.33370805,0.22092238
Phip,1.393526,1.1596013,0.87375575,0.7547468
Hat1,1.0277418,0.9061423,0.71564245,0.48203754
Cd8b1,0.5129444,0.5149972,0.48781794,0.6596546
Mcm7,0.36685228,0.2373249,0.066105925,0.06576276
Brip1,1.3445413,0.80650854,0.20704977,0.18664986
Zdhhc21,0.610679,0.3818909,0.3593539,0.38754034
Khdrbs1,2.2261462,2.1716154,1.4857286,1.383455
Crebzf,0.19785811,0.14514808,0.11870627,0.24467877
Atm,0.6068314,0.33445436,0.29035902,0.23363225
Tbl1x,1.8519427,1.5661033,1.6463727,0.910562
Nfya,0.19318713,0.159661,0.061112694,0.05916314
Mcm8,0.2191106,0.16105051,0.012813331,0.0
Cbfb,1.6295902,0.97889614,1.0473895,1.0375069
Brd7,0.47962913,0.42304906,0.302653,0.23672004
Xrcc6,0.18836172,0.09278373,0.09284042,0.042777576
Prmt1,0.19280541,0.1340719,0.0626631,0.1323013
Mybl2,0.39799893,0.18123594,0.04061809,0.080596685
Rb1,1.2430282,0.79457414,0.9340252,1.3818576
Rbbp7,0.7083933,0.49474448,0.2910738,0.5282858
Setdb2,0.3975293,0.3509764,0.27978787,0.21865803
Gtf2ird1,0.15234774,0.07164493,0.010512314,0.026687916
Nap1l4,0.57084423,0.5097203,0.3612357,0.34177023
Smyd4,0.1842227,0.13511078,0.049099337,0.09765645
Psip1,0.8519099,0.52575713,0.33547,0.24957879
Ilf2,0.2476018,0.20706348,0.15625103,0.08171018
Zfpm1,0.18639106,0.120744966,0.05210036,0.031620637
Fubp1,1.0454731,0.8361057,0.7841221,0.60431826
Dpy30,0.3155681,0.23297045,0.11709492,0.10387753
Zfp606,0.029941922,0.017452085,0.022506386,0.0
Med21,0.81321865,0.66075325,0.3753991,0.4991302
Cbx5,0.73720515,0.39868936,0.08417167,0.049523525
E2f1,0.31132895,0.13657853,0.044513892,0.0
Polr2f,0.5448895,0.29819137,0.089170925,0.21492232
Gtf2e1,0.19634867,0.16252829,0.06996329,0.048717696
Supt16,1.2717248,0.8697479,0.49361938,0.5278894
Men1,0.20578763,0.13309838,0.08107755,0.11432077
Ahctf1,0.7259776,0.6588667,0.46260947,0.6265651
Fmr1,1.1855996,0.84910303,0.80228424,0.5621876
Tcerg1,0.90905607,0.55004877,0.3610286,0.23473057
Ruvbl2,0.28285205,0.13833582,0.055250473,0.010518561
Tnfsf11,0.08971471,0.06901145,0.007059749,0.0
Drap1,0.6738034,0.45516983,0.37002757,0.3283547
Tardbp,1.198684,0.7582642,0.3953873,0.3249649
Bclaf1,1.3318474,1.1121492,0.8878031,0.44742787
E2f8,0.19741672,0.09066999,0.018580465,0.0
Hsf2,0.12825209,0.08099502,0.043818705,0.03791918
Fkbp2,0.037039515,0.022698969,0.008500784,0.0
Atad2,1.8227227,0.9336806,0.48259008,0.55268997
Suv39h2,0.093932435,0.090938315,0.050142214,0.022262508
Asxl1,2.9738522,2.316462,1.452467,1.3677213
Snrpd1,4.2214236,2.9197056,1.1296737,0.8326821
Srrm1,1.946322,1.5315777,1.2346935,1.0927308
Smarcc1,1.1100372,0.5659293,0.4773268,0.5158374
Nap1l1,2.3506408,1.2340804,0.424771,0.2493951
Suz12,2.2377908,1.6231084,0.7814295,0.71340203
Med8,0.07612336,0.06278963,0.024813242,0.019965315
Taf1a,0.37932572,0.26527575,0.12335693,0.17589077
Nfxl1,0.07682653,0.051048547,0.019812485,0.037358914
Hnrnpd,2.491045,1.836613,0.8823956,0.74149394
Cnbp,0.6533938,0.4584252,0.47897416,0.41364628
Zfp207,1.3436579,1.197898,0.83377063,0.65509933
Apex1,0.08853762,0.03807403,0.004940136,0.06209304
Gtf3a,0.43113673,0.20037507,0.06452485,0.10382489
Gtf2a2,0.22914165,0.1811495,0.20952131,0.09630983
Gtf3c5,0.16250156,0.13216281,0.061544083,0.028594492
Ash2l,0.18870105,0.106387556,0.07835718,0.09628163
Uhrf1,0.6807827,0.26467225,0.058516447,0.03337259
Polr2b,0.31205687,0.28862417,0.1799691,0.034809228
Brd1,0.39704674,0.2991429,0.31817728,0.32217294
Hdgf,0.026108243,0.016732661,0.0031049242,0.0
Pa2g4,0.22413568,0.12674849,0.08487495,0.0410901
Trip13,0.16220099,0.14447637,0.011867291,0.0
Rbbp4,1.4003657,0.98436147,0.6257481,0.8246951
Wdhd1,0.92867047,0.40912625,0.14506714,0.07741827
Ddx20,0.34650984,0.26382434,0.073757306,0.09552025
Hnrnpr,0.83695203,0.59120166,0.3801264,0.4789917
Mbd1,0.147486,0.15654615,0.122970864,0.0828561
Mtf2,0.86398935,0.7965093,0.41699877,0.2983233
Brca2,0.26087186,0.15053786,0.044073213,0.0
Cd40lg,0.109309465,0.05114708,0.034492813,0.010518561
Suv39h1,0.107357815,0.07000899,0.023800613,0.03791918
Taf3,0.97878146,0.57365716,0.5099441,0.27872723
Cbx3,1.0088856,0.7101022,0.22523676,0.47570246
Zdhhc2,0.6965089,0.42427054,0.35619873,0.32740012
Ncoa5,0.2895013,0.24794538,0.17589387,0.2640693
Zdhhc16,0.02996761,0.018601345,0.0037433018,0.0
Gatad1,0.36116508,0.26885352,0.15323462,0.0518415
Chaf1b,0.14817432,0.09869846,0.07025583,0.0
Ezh2,1.7624656,1.0606468,0.47162375,0.2767747
Bard1,0.7735184,0.635677,0.07625708,0.119483575
Dnajc2,0.26911342,0.23826197,0.14938234,0.034784254
Nsd2,1.853697,1.0462161,0.50381,0.4223956
Ybx1,0.5365526,0.35947385,0.2065887,0.32251853
E2f2,0.45845327,0.3769263,0.13918678,0.042794485
Parp1,0.38395372,0.19433585,0.07748262,0.11886504
Tcof1,0.23404977,0.21827328,0.15233554,0.15192476
Kmt5a,0.1333199,0.09221597,0.021746475,0.0
Plxnc1,0.47179088,0.43697804,0.35815033,0.1343486
Ets2,0.05275341,0.031934477,0.03199093,0.0
Meis3,0.0064897537,0.0046879374,0.0007680089,0.0
Clec12a,0.020523211,0.008805005,0.0,0.0
Espl1,0.09538271,0.07542607,0.0051625334,0.0
Mycbp,0.13413809,0.068206735,0.045453347,0.060485967
Ssbp3,0.6200872,0.41622582,0.24499016,0.33173656
Bmpr1a,0.07755763,0.033570886,0.06353457,0.09164749
Gtf2h1,0.84998524,0.67424244,0.54352546,0.3605667
Toe1,0.31324244,0.21350111,0.07086333,0.10983592
Klf4,0.006167845,0.0039662565,0.0069691604,0.028758781
Mvp,0.017314596,0.016832422,0.019287061,0.09176193
Zbtb17,0.24835716,0.2274009,0.2808182,0.1399551
Ccr6,0.016082482,0.0050343187,0.0,0.0
E2f6,0.07095081,0.03785237,0.024681501,0.0
Ttf2,0.14839824,0.119234756,0.025974551,0.0
Mbd2,1.3853993,1.0300461,1.0018985,0.7789405
Slamf6,0.62555283,0.4553736,0.38171512,0.16265878
Zdhhc13,0.26228574,0.17701118,0.13531303,0.21905541
Zfp143,0.19851899,0.14259659,0.11494163,0.10406493
Bcor,0.2652372,0.1697519,0.16213922,0.27314845
Csrp2,0.027381161,0.013313695,0.0009779609,0.0
Brpf3,0.105880134,0.07215741,0.09439889,0.14490277
Zfp113,0.010000078,0.008157284,0.0040163724,0.0
Gtf3c4,0.01660945,0.014750913,0.00085420854,0.0
Sertad2,0.26289284,0.22748484,0.2009637,0.23537517
Ccr9,0.13132535,0.10331084,0.051411424,0.057626594
Cnot6l,3.2953572,2.758781,3.5457392,3.580628
Snapc1,0.14209493,0.12976263,0.10801528,0.09531999
Ehmt2,0.086958155,0.06923538,0.052865192,0.052803557
Ankra2,0.11140953,0.112131104,0.07674699,0.17513931
Jdp2,0.06293485,0.041028764,0.038946833,0.060354855
Papola,1.0395122,0.8119211,0.6806949,0.9062799
Crtc1,0.09829594,0.06788954,0.06362503,0.0
Bcl11b,1.9043719,1.7924112,1.8563505,2.2048638
Nt5e,0.06777696,0.034391385,0.023698611,0.0
Fas,0.20653945,0.11484451,0.102043696,0.16914843
L3mbtl3,0.29246002,0.12737718,0.41501704,0.51776457
Ash1l,1.3232818,0.91810614,1.2068915,1.2062674
Fcgr1,0.012256069,0.0012582908,0.0020243982,0.0
Hif1a,4.508429,3.7283936,3.2693772,2.069049
Pdcd11,0.27133375,0.21224341,0.16154893,0.0662491
Tnfsf4,0.074431404,0.01391614,0.015282306,0.0
Zfp282,0.13629723,0.08201929,0.08304125,0.12820244
Pcgf5,0.56769484,0.3197143,0.47422138,0.29960752
Wdr5,0.20167671,0.13897915,0.046026062,0.02324701
Tcf12,3.2293992,1.9901221,3.0683293,3.1309059
Tox2,0.14410329,0.053304084,0.017539961,0.0
Id3,0.06673455,0.029942466,0.01894742,0.0
Thra,0.018809877,0.0052566626,0.0030076825,0.0202589
Zhx2,0.3041633,0.19876507,0.22005238,0.31795186
Treml2,0.019104889,0.0049088667,0.0013651776,0.0
Patz1,0.116979346,0.070236765,0.04570329,0.10457337
Nfe2l1,0.039399687,0.035308044,0.0037839029,0.0
Ccr7,0.011853708,0.007490438,0.0006400634,0.0
Eng,0.00075413537,0.0,0.0,0.0
Ncam1,0.008985744,0.008989375,0.0,0.0
Itgae,0.020078655,0.017695958,0.011860917,0.0
Pias2,0.7036061,0.5701869,0.49836278,0.51342
Il7r,0.19112612,0.13369338,0.19178462,0.22290447
Xrcc5,0.35598376,0.28919816,0.29710814,0.118430786
Hivep3,0.15321374,0.10308018,0.079668894,0.265839
Sirt5,0.019142777,0.007390059,0.003777412,0.0
Prmt7,0.23390657,0.13819648,0.12745577,0.16895516
Fos,0.040710587,0.028190928,0.028827462,0.0
Elf4,1.337681,1.2009794,1.253409,1.6625924
Pbx3,0.6833711,0.3641877,0.3742257,0.3974264
Tbc1d2b,0.122281596,0.08475519,0.089140974,0.10899681
Pms1,0.32821676,0.15826003,0.16855937,0.13813795
Fkbp5,2.2611494,1.3998039,0.9986278,0.98751646
Zfp248,0.07260279,0.04231408,0.010521525,0.052714273
Dnmt3a,0.2477245,0.13623199,0.21164623,0.42761257
Prdm5,0.0883993,0.024145547,0.0035303547,0.0
Nsd1,1.1625427,0.76671743,0.8781107,1.251043
Zfp422,0.26125723,0.13832606,0.12678003,0.13657
Tet3,0.21101047,0.17699051,0.19106217,0.35186931
Ep300,0.3664316,0.34381947,0.3759413,0.34233034
Kat2b,0.56946963,0.40743315,0.60783654,0.6904566
Bbx,0.6210246,0.4715025,0.71531487,0.44765434
Elk3,0.35238397,0.28456193,0.3699942,0.22245425
Foxk2,0.35377362,0.18828878,0.19849461,0.1083591
Notch3,0.0040234136,0.00069169136,0.0,0.0
Mllt3,4.78137,3.8533857,3.0357926,2.5780556
Gtf2h2,0.35097265,0.232864,0.11634207,0.14765842
Baz1a,2.3211153,1.9272723,1.9425603,2.402966
Ppargc1b,0.1062079,0.04225541,0.061902005,0.08631103
E2f3,0.9663679,0.61349916,0.2806661,0.21341442
Abcg2,0.04498887,0.015430574,0.021286335,0.04441437
Klf8,0.22028929,0.14836282,0.1303624,0.40103647
Nfia,0.19361018,0.17050116,0.23056789,0.35195655
Tcf4,0.24020624,0.13334936,0.19578694,0.032398775
Ctnnbl1,0.3708022,0.29218227,0.3090155,0.5127946
Irf2,0.71463203,0.6046677,0.7877422,0.8164505
Arid1a,0.6554795,0.61920846,0.4321378,0.35384548
Parn,0.29829657,0.19691512,0.22090036,0.28713682
Ikzf1,6.215892,5.535202,5.5758505,5.9615526
Chd9,0.5739473,0.3750766,0.4346623,0.9730991
Irf8,0.027336312,0.020958615,0.008273183,0.10542094
Nrp1,0.74577105,0.61300755,0.51181066,0.5167371
Adam10,0.52155,0.38230905,0.48495018,0.29363507
Kmt2a,0.83137304,0.6508594,0.6075661,0.5872119
Crebl2,0.022064988,0.0033374694,0.024867088,0.019965315
Rere,0.61943096,0.42637262,0.46786177,0.48619205
Trp73,0.033098817,0.023646763,0.017406799,0.06021576
Tshz3,0.015452667,0.001650961,0.013631561,0.026538344
Mllt10,2.1782916,1.5578873,1.330002,1.1767548
Pbx4,0.022424508,0.019987846,0.013635664,0.0
Rai1,0.3212946,0.18480082,0.21253665,0.25794452
Izumo1r,0.040892653,0.015670385,0.0041415235,0.0
Prmt3,0.29031122,0.13416217,0.10430281,0.11628477
Tfdp2,0.14518104,0.07584651,0.048603337,0.0
Arid2,0.72379804,0.53807163,0.54866934,0.32072794
Tshz2,0.14159319,0.07304433,0.037695527,0.0
Zfp382,0.09047228,0.070257016,0.070768684,0.0
Fubp3,0.14309512,0.074177615,0.041625835,0.0
Prmt6,0.045916803,0.020641368,0.021017442,0.030254254
Batf3,0.059296224,0.0044868174,0.0,0.0
Nr2c1,0.06113766,0.03469695,0.048151527,0.0
Smurf2,0.80294836,0.71436304,0.8003733,0.82195354
Setdb1,0.45586175,0.27876884,0.22528161,0.105808824
Elp3,0.06298388,0.044040367,0.030263271,0.0
Nfic,0.022247951,0.010153994,0.017420996,0.02966518
E4f1,0.084573165,0.055921264,0.030338848,0.054338686
Pml,0.5693969,0.40035605,0.41041934,0.19789612
Tfrc,0.30042577,0.25789535,0.16038325,0.11576279
Ebf1,0.0348141,0.019639019,0.042722214,0.0
Tet1,0.006583928,0.0010408058,0.006253324,0.0
Trps1,3.808592,3.061338,2.7378156,3.2674735
Setbp1,1.5774522,1.2262245,1.93705,0.6943041
Dnmt3b,0.0364759,0.02001892,0.030112255,0.016239233
Ncor1,2.5702064,2.1173148,2.6457102,3.2094924
Hmga1,0.035188872,0.022809085,0.007353981,0.0
Smyd2,0.11523409,0.0389111,0.020666147,0.0
Aatf,0.8215294,0.5710982,0.44483703,0.48375374
Polr3d,0.06856104,0.062866256,0.066226855,0.07163374
Zfp444,0.119646244,0.084832974,0.09599265,0.0
Alcam,5.7028933,5.2273784,4.626496,2.9779315
Nono,0.30660126,0.2659522,0.12721343,0.09476675
Fiz1,0.12146242,0.0890635,0.07719782,0.10107498
Mphosph8,0.31114775,0.23729752,0.17557514,0.12013205
Ecd,0.17385921,0.14815226,0.14870486,0.223612
Fbxo17,0.0281946,0.019358963,0.0,0.0
Crtam,0.48060098,0.32715592,0.19431315,0.113133095
Trgv2,0.0060823704,0.0024882874,0.0014081536,0.0
Zscan22,0.11214919,0.0749934,0.04382387,0.05991093
Cd46,0.09205061,0.072512016,0.08053421,0.13906816
Brwd3,0.3043759,0.28030872,0.31568414,0.29578885
Ercc5,0.07481565,0.07613257,0.057482924,0.030707676
Tox,7.9657507,7.459047,7.117341,2.8121085
Il1rl1,0.103333384,0.09407104,0.073075734,0.0
Snai3,0.015948817,0.016204122,0.016664587,0.0
Igsf8,0.051047068,0.043178376,0.013308005,0.058620617
Ikzf2,0.86885935,0.9418564,0.6121502,0.4749064
Tcf7l2,0.0412575,0.04228911,0.009091807,0.0
H2-Eb1,0.074624605,0.04139364,0.022965837,0.0
C5ar1,0.013199211,0.0031629938,0.0,0.122582085
Cd74,0.84126395,0.5616428,0.20765203,0.0
Atf3,0.06830948,0.04416349,0.033184938,0.0
Cd180,0.026227746,0.023310611,0.017637316,0.0
Ly86,0.028757738,0.017228613,0.011482919,0.021757362
Cd200,0.012181111,0.0075263707,0.004816888,0.0
Sirpa,0.023558207,0.016980952,0.0,0.040860694
Cd44,1.8593835,2.0050528,1.4928569,1.558069
Mef2c,0.0989362,0.100561894,0.08479577,0.0
Tcf7,0.17017475,0.12976594,0.15723448,0.09234292
Cd300c2,0.007329775,0.0066174814,0.0,0.0
Padi4,0.016003158,0.015049862,0.008987137,0.026538344
Btla,0.7051848,0.63038725,0.4590708,0.115958974
Klrk1,0.5296355,0.52739054,0.62567323,0.68002
Tlr2,0.004770963,0.0027030075,0.0,0.0
Csf3r,0.01830808,0.006529799,0.0,0.122582085
Bcl11a,0.008253473,0.008028349,0.0,0.0
Trem1,0.0059462064,0.003254195,0.0,0.0
Cd36,0.037499946,0.03402402,0.0,0.0
Cbfa2t3,0.027563216,0.021967608,0.0010265155,0.0
Tsc22d3,0.0143707385,0.014205508,0.0010024277,0.036071673
Csf1r,0.010826778,0.009774651,0.0,0.0
Aff3,1.4697657,1.148293,1.3484907,0.38420564
Tlr1,0.0022630182,0.0023780698,0.0007861515,0.0
H2-Ab1,0.009475914,0.007887267,0.0038276399,0.0
Il6ra,0.020844055,0.014915875,0.0038276399,0.0
Ddit3,0.008932061,0.008768782,0.008001925,0.0202589
Cd300lf,0.017680762,0.0108666085,0.0,0.040860694
Pirb,0.007159818,0.0064036613,0.0,0.0
Hdac9,0.063681394,0.058453627,0.0024342637,0.0
Plaur,0.08790743,0.04100069,0.0038276399,0.3677462
Eomes,0.01173819,0.008388912,0.0053573744,0.016384985
Cd160,0.0560829,0.052408025,0.010372629,0.016239233
Med27,0.57077086,0.5901158,0.5943106,0.46209723
Tnfrsf25,0.0027920706,0.008392664,0.004103352,0.0
Vax2,0.062239952,0.06346639,0.03164241,0.028916799
Foxn3,4.779436,5.102159,5.4246073,6.222107
Lag3,0.06453822,0.077091254,0.08798427,0.0
Zbtb38,0.20347954,0.2137754,0.24450417,0.09655018
Polr3b,0.39251482,0.4381443,0.40138736,0.3350932
Aurkb,0.075574614,0.06771802,0.0037686208,0.0
Hist1h2bp,0.014945308,0.017563147,0.00036060798,0.0
Ar,0.4058288,0.42099413,0.3219161,0.41834867
Cd200r1,0.012460333,0.015703624,0.015425891,0.0
Med12,0.040462945,0.052621815,0.04607609,0.067916244
Ighd,0.0048369896,0.009577554,0.009961907,0.0
Zbtb39,0.034564093,0.044503838,0.03554679,0.06488043
Rest,0.08146255,0.09098827,0.09377757,0.08047917
Rnps1,0.11363416,0.14309068,0.06479935,0.06776424
Eif5b,0.44974852,0.579408,0.414394,0.29249793
Coil,0.2958027,0.33854303,0.2605018,0.22885881
Skil,0.19993009,0.2540771,0.26677027,0.14038226
Hdac6,0.036864847,0.049462773,0.020780172,0.0
Atf1,0.92863333,0.9320072,0.6549872,0.8227521
Zkscan5,0.05456608,0.07458634,0.039224304,0.034809228
Atp1b3,1.2195086,1.3433311,1.1694123,1.1094234
Icos,2.578638,3.2415552,3.380131,2.32155
Hmmr,0.16345073,0.22465274,0.01815337,0.0
Rora,6.073042,8.076015,8.227754,9.060787
Mybl1,0.044793095,0.049261436,0.008131851,0.0
Ctla4,5.1771684,7.1975703,7.1742587,1.5058497
Stat3,4.6064343,6.204797,6.5027304,4.8616047
Il4ra,0.08354068,0.098886035,0.08651513,0.046276756
Relb,0.7377213,1.3265712,1.3874735,1.3543779
Ets1,3.0137565,4.1907897,4.0129237,4.0345893
Ncoa4,0.093072146,0.12513243,0.08792896,0.030707676
Batf,1.4258077,1.725282,1.123691,0.426008
Gatad2a,1.5717486,1.6733049,1.6243764,1.2831212
Zscan21,0.1253867,0.17832676,0.14101642,0.1570585
Il2rb,0.4397,0.66948044,0.72132975,0.9199872
Upf1,0.0908897,0.09546258,0.073278435,0.18895459
S1pr1,0.30935523,0.46661967,0.2260623,0.23996483
Xpc,0.015045048,0.016733246,0.015862295,0.0
Myb,0.27337557,0.32080275,0.14815137,0.0
