,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Trem1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jmy,0.7880503,0.4187875,0.4876103,0.2663413,0.56278586,0.5135038,0.503775,0.76518756,0.4640134,0.5899647,0.5275557,0.68451923,0.70183456,0.62664855,0.53092706,0.5489769,0.18577369,0.58183706,0.45700005,0.4227206
Kcnip3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,0.89505404,0.28041232,0.331796,0.5215044,0.47620344,0.46081764,0.4772757,0.6035935,0.66073,0.77602154,0.5752444,0.66582173,0.586981,0.52557373,0.45502424,0.71971023,0.4799845,0.23103325,0.30100942,0.3876178
Ms4a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ubn1,1.0407444,1.4304187,0.91347075,1.4168664,0.69709164,0.9350965,0.9428387,0.9276058,0.7601196,1.0643051,0.95132685,1.3134242,1.1123023,0.9462782,0.78540474,1.0523434,0.9536449,1.3325797,0.9339324,0.86086506
Trgv2,0.0,0.025346763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klrb1c,0.0,0.04282924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nrp1,0.55441064,1.3761113,0.2340168,0.25511798,0.24124816,0.35836628,0.34071636,0.42765176,0.306905,0.3602934,0.36864883,0.21973366,0.5323069,1.3122778,0.42046157,0.2787469,0.75323045,0.8723483,0.28991985,0.7435543
Il18r1,9.639332,15.473199,14.659995,5.6789875,11.099249,7.222506,11.214029,11.061293,10.056796,9.650383,12.397407,7.420968,13.335533,10.846176,12.685719,9.328385,11.596556,12.232685,5.539465,7.5253086
Zfp512,0.13020591,0.22592336,0.03782645,0.16343538,0.20778315,0.0,0.08543943,0.023237772,0.13299695,0.0677828,0.081933446,0.18738584,0.029047215,0.1599946,0.09109539,0.07436561,0.0648329,0.0466217,0.12086831,0.05560335
Slamf6,0.5069763,0.7761924,0.43662772,0.30997652,0.41872677,0.11732705,0.24930182,0.43996552,0.42572382,0.2240551,0.3210786,0.20269307,0.2804976,0.6169165,0.46692115,0.32930532,0.5160091,0.2325778,0.069618456,0.2556991
Zfp143,0.07293694,0.25102168,0.16510911,0.16662401,0.20061801,0.029003307,0.07171186,0.019335538,0.121196076,0.033396345,0.07354614,0.13482264,0.093975626,0.1743536,0.110027805,0.06462681,0.1951347,0.09150913,0.12419273,0.083937116
Ppargc1b,0.036100306,0.30950958,0.0715201,0.07599965,0.03331525,0.037336577,0.0,0.0,0.0,0.0128746815,0.0,0.11714047,0.0,0.0,0.020157585,0.087500304,0.049974225,0.2628074,0.061415352,0.1112067
Nfatc3,2.9417639,4.0664635,2.1530504,2.9792728,2.8814259,3.3521252,3.217587,3.6633139,3.088375,3.273716,3.103024,2.504321,3.7213666,2.082616,2.1743734,3.781731,2.0602586,3.5550873,2.5073345,2.6307342
Cd96,0.43135014,1.5277301,0.68216676,0.24353418,0.85258704,0.45832413,0.6067931,0.278136,0.49212706,0.5046338,0.6914732,0.2367428,0.2995813,0.6493213,0.6048589,0.53563416,1.0763907,0.83531284,0.9710252,0.4517491
Creb1,0.92456675,1.2576332,0.4807353,0.76967275,0.7860589,0.5717678,0.82285285,0.7414334,1.0946892,0.6412275,0.78704095,0.81759,0.70570767,0.915299,0.7155304,0.5708547,0.8769261,0.6164724,1.0439111,1.1184922
Aatf,0.31189287,0.61704147,0.56758267,0.5060232,0.36765593,0.2100901,0.33345136,0.47906506,0.49008554,0.36484638,0.3619746,0.37138593,0.502316,0.44892225,0.6157901,0.42944145,0.4897557,0.539746,0.4601576,0.5073499
Ssbp3,0.14370438,0.52188945,0.34477007,0.17959403,0.2877447,0.21587387,0.19292569,0.10836093,0.16924317,0.1741621,0.3912418,0.35911006,0.1410955,0.25313485,0.2500543,0.38107002,0.1944987,0.101349086,0.3459984,0.31747472
Eya2,0.15373221,0.5374536,0.34368277,0.1266298,0.2254614,0.14523642,0.19460244,0.1472336,0.2760876,0.108807504,0.19300786,0.17546959,0.08195003,0.35243702,0.32124394,0.035770666,0.29874927,0.19568321,0.0,0.18687892
Plxnc1,0.23467214,0.5221189,0.45835662,0.46192423,0.32933813,0.4654874,0.51458,0.31284755,0.23302554,0.28110996,0.43124473,0.30740908,0.27973554,0.16289741,0.40497822,0.33496794,0.4394297,0.2725828,0.060729407,0.20796779
Hmgb3,0.0,0.14555663,0.0,0.03508272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08016538
Cd160,0.0,0.063406184,0.041556686,0.02920596,0.0,0.0,0.0,0.0,0.0,0.016743705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03579479,0.032478467,0.0
Smarca2,1.2359248,1.4459535,1.0819447,0.63526094,0.9340247,0.7928562,1.0899678,0.9876464,0.9964206,0.8896487,0.95658284,0.9313968,0.9077733,1.2856092,1.0556781,1.0324147,0.97564363,1.0780858,1.2545738,0.6893246
Klrd1,0.120987386,0.58175683,0.16377781,0.11186763,0.24426916,0.07079707,0.11579053,0.114059,0.14774477,0.20270224,0.24748354,0.44412643,0.16005993,0.4713517,0.03196252,0.09634183,0.1481041,0.5682129,0.34010917,0.4192838
Il7r,0.14168638,0.6731973,0.25075036,0.041816395,0.14877354,0.046932925,0.06042037,0.073401034,0.16964874,0.15628251,0.08000696,0.14108448,0.033279136,0.5845792,0.19295225,0.07658721,0.28734785,0.29337648,0.18597607,0.2598329
Pvr,0.03156082,0.1844722,0.05765529,0.08101908,0.09944276,0.063610576,0.10246345,0.07142437,0.090926975,0.07413773,0.06977718,0.0,0.10661647,0.16811632,0.15319303,0.09772624,0.08582631,0.13717434,0.0,0.0
Bin1,0.066704616,0.5430262,0.23654248,0.15870139,0.10142671,0.219481,0.1289827,0.1622318,0.1679284,0.08904914,0.18895471,0.20920026,0.0525638,0.2023741,0.09910427,0.17283075,0.05506891,0.44377318,0.22419477,0.3882361
Zfp277,0.3081434,0.63943666,0.26616028,0.16596587,0.5118514,0.4014673,0.22410978,0.26076636,0.35237387,0.24857417,0.30843464,0.43587145,0.361136,0.19069675,0.43971893,0.17972325,0.2550197,0.6096875,0.29236135,0.5026662
Smarca4,0.62473345,1.0353867,0.51964736,0.66549695,0.52344024,0.40406835,0.5116713,0.54108334,0.5772409,0.46263382,0.41506398,0.45502472,0.37438652,0.70851713,0.64615774,0.7395228,0.4861411,0.4637418,0.5809822,0.50719
Fkbp5,0.66036767,2.192188,1.1574231,1.3802701,0.6584694,0.63197017,0.70730186,0.8037225,0.858398,0.75870764,0.49983418,1.0674129,0.5294832,0.8994444,0.93781066,0.8629612,1.4017925,1.9677423,1.3106169,0.6644161
Satb1,3.9284623,6.972125,4.2718782,2.6932797,4.226429,4.833788,4.4702573,3.6963785,5.0579658,3.5558991,3.9006398,5.9559093,4.3382907,6.813169,3.6432064,3.5106127,4.117472,5.0364676,4.418779,5.1271667
Polr3b,0.29003787,0.71616083,0.5810146,0.37590638,0.6077703,0.363157,0.43280643,0.24956162,0.45459044,0.32239825,0.17595196,0.22140905,0.31256545,0.48207775,0.3004801,0.4425485,0.46898133,0.42755467,0.32513416,0.34505224
Parp2,0.071695626,0.12462768,0.0,0.088285826,0.07896715,0.08271079,0.08005689,0.08863324,0.07387359,0.0390755,0.10027273,0.09435337,0.08165336,0.08506136,0.021077927,0.1141119,0.051047556,0.11024519,0.06731388,0.08213478
Ets2,0.0,0.108950816,0.04558278,0.07349782,0.0,0.06484167,0.019624347,0.023113118,0.03256431,0.011955061,0.0,0.02081697,0.0,0.061531268,0.0,0.061121807,0.0,0.052236795,0.0,0.0
Ncor1,2.1251464,4.406937,2.7697463,2.2522044,3.1691933,2.7643635,2.5654821,1.9245185,2.6347287,2.6044805,2.1734855,2.6770563,2.0681438,3.0418973,2.473616,2.1821735,2.3861647,3.4034476,3.2903006,3.1286843
Ovol2,0.0,0.039138198,0.0,0.0,0.0,0.0,0.0,0.0,0.03256431,0.0,0.0,0.0,0.0,0.0,0.0,0.029603915,0.0,0.0,0.0,0.0
Ube2k,1.0916755,2.0792952,1.2792035,1.9293864,1.921587,1.7906148,1.5085217,1.5604044,1.6059672,1.6520948,1.1867802,1.5406121,1.2035403,1.4859647,1.2682602,1.859976,1.8195317,0.9174987,1.7890157,1.4244751
Zscan21,0.25131193,0.27166873,0.067741446,0.10394724,0.18727301,0.23729274,0.115254834,0.15600632,0.14601243,0.13674921,0.20461273,0.028611371,0.15606287,0.05197517,0.113191396,0.1574491,0.107286714,0.045848265,0.18581456,0.12830245
Itgb1,1.2673696,4.63577,0.65762514,0.7643175,1.2726916,0.5131315,0.8750248,0.9669082,0.9114266,0.72472954,0.7931175,0.2984834,0.94141835,3.0857124,0.5403994,0.94860446,3.7944083,2.4326534,1.6142719,1.5050142
Bmi1,0.0,0.05701136,0.0,0.006576692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466217,0.0,0.0
Nfkb2,0.11766137,0.26917014,0.05451579,0.11988531,0.0992576,0.088528745,0.081809714,0.06114635,0.054308098,0.14841793,0.07982977,0.068963334,0.09566027,0.21363252,0.1473083,0.19710764,0.15787861,0.1970619,0.07141749,0.18215875
Nfic,0.0,0.06009245,0.039896037,0.0,0.0,0.034965836,0.0,0.023310555,0.0,0.012057183,0.030428175,0.0,0.038880445,0.0,0.039896037,0.0,0.034051206,0.0,0.05933036,0.0
Sp4,0.5769357,1.3355101,0.640147,0.7311201,0.6497591,0.28019652,0.6052907,0.40327206,0.7864258,0.4574239,0.5043245,0.43038356,0.5770203,1.1265011,0.40142325,0.4694034,0.8687666,1.3133497,0.4511535,1.0086799
Rbl2,0.655319,0.5000623,0.9278148,0.5514599,0.90647304,0.46764904,0.6406756,0.642168,0.59897995,0.6100771,0.51727676,0.5356794,0.56143045,0.8157078,0.75371146,0.63471854,0.59739673,0.38666195,0.76291287,0.4883014
Tbc1d2b,0.09019244,0.13143387,0.20744114,0.11285888,0.10138062,0.03346049,0.040967476,0.061146144,0.034517072,0.0815532,0.038761668,0.09292832,0.026635433,0.17367189,0.08637872,0.04687658,0.19299942,0.051334213,0.11916063,0.098832995
Zfp36l2,0.0,0.039138198,0.05362446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hdgf,0.0,0.0,0.01982884,0.01623096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01982884,0.0,0.0,0.0,0.0,0.0
Polr2i,0.07738756,0.0,0.12014055,0.08593955,0.035472877,0.027682599,0.08958607,0.04576806,0.0531023,0.049610507,0.068975866,0.028826743,0.08813584,0.057793673,0.12014055,0.07374677,0.08173929,0.05288772,0.0,0.0
Vsir,0.13048185,0.31186235,0.48857367,0.12385023,0.3016737,0.28639886,0.18104021,0.24685252,0.21284181,0.23610453,0.23596524,0.2172362,0.20584193,0.038285665,0.3899052,0.15033773,0.43362287,0.03579479,0.2690015,0.06144609
Xrcc5,0.30996913,0.38439593,0.52118975,0.2403562,0.35734513,0.19131848,0.26026112,0.16692331,0.3177397,0.19739798,0.2553341,0.32659528,0.33912936,0.2605829,0.24471979,0.44088984,0.25593752,0.2778613,0.114492044,0.12236953
Trp73,0.0,0.04503057,0.16342661,0.0,0.0,0.0,0.011462638,0.0,0.0,0.0069829863,0.0,0.0,0.0,0.0,0.08641957,0.0,0.0,0.0,0.0,0.12043152
Carf,0.09353986,0.16708177,0.20323664,0.013502419,0.0,0.04480117,0.1137385,0.049788337,0.0,0.1114332,0.08337249,0.0,0.10653151,0.0,0.08258495,0.0,0.06351615,0.08947721,0.043514725,0.053375833
Atf3,0.023387209,0.050693527,0.14657813,0.0,0.028488796,0.030306023,0.018091993,0.041512363,0.0,0.010450352,0.020845123,0.0,0.026635433,0.0,0.14657813,0.053761795,0.0,0.0,0.0,0.0
Polr2d,0.062746964,0.0,0.08575419,0.0528512,0.0,0.037336577,0.048540108,0.0,0.0,0.07477979,0.055926647,0.0,0.07146183,0.0,0.03188782,0.041957967,0.0,0.0,0.0,0.0
Rbbp5,0.030698208,0.0,0.20170969,0.18158521,0.09406083,0.079767,0.052711114,0.07708081,0.06840109,0.14483452,0.051845387,0.064018376,0.100702554,0.038285665,0.12898895,0.09460658,0.089185774,0.09539284,0.13462776,0.1415698
Havcr2,1.1744198,0.94185936,2.7185023,2.315482,1.6034962,1.9139396,1.3956139,1.2821206,0.6617621,1.5288022,1.5784682,1.7686261,1.3884001,0.21089695,1.8044212,1.7535496,1.0984056,1.7057596,1.8109936,1.2383928
Rb1,0.4212176,1.1233404,1.9825225,1.3575958,0.8355306,0.62772924,0.7539184,0.52262074,0.7609957,0.77847457,0.5719339,0.8805305,0.48990756,0.9341453,1.6827314,1.0815833,0.8462423,1.1614342,1.4794148,1.2843003
Zbtb1,0.530676,0.3550434,0.5548981,0.49986118,0.2868046,0.5000257,0.43203524,0.43179816,0.5267176,0.46607098,0.3324048,0.28630227,0.39586848,0.28411552,0.44286677,0.50385123,0.30569416,0.30425897,0.31882447,0.5464364
Zbtb48,0.031373482,0.031584363,0.10513492,0.0330675,0.034698416,0.03346049,0.024270054,0.0,0.018306501,0.041908443,0.027963324,0.0,0.035730913,0.0,0.0,0.013464765,0.0,0.048904818,0.06050851,0.0
Pou2f2,0.40237752,0.24663281,0.5576904,0.22439165,0.48592645,0.12824528,0.35758066,0.46610403,0.122708015,0.20204027,0.45985413,0.122458264,0.2890941,0.34267527,0.38681304,0.39480272,0.14110935,0.10123362,0.039692286,0.42039716
Tnfrsf8,0.08201205,0.06642263,0.2920726,0.19501433,0.023749968,0.028644742,0.09127907,0.13176809,0.048685282,0.15024656,0.15626502,0.12992303,0.12688866,0.0,0.22291571,0.23019826,0.04768808,0.0,0.0,0.2374112
Prdm5,0.0,0.0,0.041556686,0.0,0.0,0.0,0.021989698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfsf4,0.0,0.0,0.12556486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023951786,0.0,0.0,0.12556486,0.0,0.0,0.0,0.0,0.0
Hmg20b,0.1434969,0.22650559,0.3193885,0.16082996,0.250466,0.22715181,0.21438104,0.23536949,0.19665541,0.21477722,0.26157585,0.035651,0.29780355,0.037209116,0.19150957,0.17457958,0.058860183,0.21116768,0.16296369,0.045823745
Cd46,0.02550487,0.11814178,0.30398503,0.081524216,0.18189341,0.062463798,0.059072427,0.04257331,0.05360105,0.06958335,0.041647803,0.0963943,0.053216636,0.0854294,0.08265717,0.0,0.046043668,0.04588367,0.11469354,0.16344278
Crtam,0.055976592,0.13818115,0.47970247,0.23569341,0.28643686,0.13758723,0.032837324,0.09156741,0.29722917,0.19431554,0.024718197,0.0659543,0.09296277,0.4565757,0.3407037,0.29963517,0.21378651,0.053773172,0.11314528,0.11312091
Trim27,0.0,0.02690151,0.078389324,0.043103054,0.034220748,0.030171992,0.0,0.016175987,0.0,0.013412996,0.0,0.03421566,0.0,0.0,0.0,0.045664735,0.0,0.0,0.052351855,0.04220415
Ash1l,1.264592,1.6574892,1.7151974,0.8546176,1.474266,0.8463419,1.1654124,1.1847105,0.78664505,0.9636878,1.131574,1.344308,1.1492511,1.567468,1.3009653,0.8302537,0.88310385,1.6041627,1.3296137,1.082921
Myc,0.0,0.0,0.042937066,0.0111272205,0.0,0.0,0.0,0.02620572,0.0,0.013554683,0.029069675,0.0,0.0,0.0,0.03930858,0.0,0.0,0.0,0.0,0.0
Ighd,0.0,0.0,0.09582521,0.007837631,0.075651474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd44,1.7918829,1.7521795,2.1995075,1.1160942,1.7253588,1.4802196,1.3610376,1.2078872,1.0831598,1.5123677,1.9422373,0.6782683,1.1615198,1.5765979,2.1967275,1.4495727,1.1925902,1.4442146,1.0255913,2.0905466
Sfmbt1,0.17714363,0.31552535,0.21167254,0.5945035,0.3351299,0.08166443,0.20756358,0.30568263,0.13105762,0.13421272,0.2683891,0.32988268,0.29445034,0.23873611,0.30842513,0.32404286,0.30132836,0.26120028,0.29761988,0.29106998
Gtf2f2,0.9815421,1.1829548,0.94107556,1.273206,0.8492801,1.0116084,0.8682759,0.68019265,0.9114524,0.97039115,0.94690764,0.7761465,0.6179991,1.1292225,0.7233858,0.90931064,1.1224767,0.8241734,0.67640275,0.9951557
Tfrc,0.12086313,0.24941705,0.039896037,0.38052887,0.046364237,0.2794894,0.07812905,0.120973796,0.12611222,0.14206423,0.15000902,0.16363487,0.12134762,0.32734337,0.17051485,0.2205093,0.1497015,0.0,0.14224896,0.08927663
Taf15,0.79092216,1.107738,0.84175485,2.990885,1.3560808,1.0274963,1.2096316,1.100644,1.2785445,1.0795884,0.8415963,0.90901476,0.9723804,0.67790717,0.75466794,1.2477937,1.1465586,0.7864427,0.874247,0.68634707
Nap1l4,0.55523175,0.30187598,0.35241392,0.61408466,0.32095146,0.1617798,0.29340515,0.4828951,0.37920853,0.3420468,0.42395103,0.32845446,0.48849982,0.38389736,0.20795715,0.41671252,0.20284304,0.24603441,0.49540365,0.18813683
Ilf3,0.46935314,0.39389935,0.1793097,0.66750324,0.23371579,0.3424156,0.20257482,0.34475234,0.42334703,0.39637908,0.28468612,0.5196346,0.3010295,0.15067862,0.29104894,0.47744086,0.19928971,0.22680646,0.22236548,0.16797504
Hells,0.090381466,0.063984744,0.09517604,1.4022608,0.17767356,0.14558305,0.07777357,0.048141196,0.14188431,0.082157925,0.12295787,0.12371227,0.13421948,0.14367615,0.13507093,0.8822873,0.15752837,0.17455027,0.14290695,0.0
Fcgr1,0.0,0.0,0.0,0.03643917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurkb,0.0,0.0,0.0,0.067835175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bard1,0.06748553,0.04348442,0.026511228,0.801114,0.0,0.0,0.026355557,0.0,0.06712057,0.047872536,0.026668984,0.03190246,0.0,0.057793673,0.026511228,0.041382477,0.10842478,0.0,0.07338898,0.16557817
Timeless,0.0,0.0,0.043951325,0.3542356,0.034698416,0.04814742,0.031987775,0.047791403,0.15350562,0.02471969,0.0,0.02606481,0.0,0.16157643,0.020157585,0.30887198,0.16735984,0.0,0.32954752,0.0
Klf10,0.031373482,0.187314,0.11659482,0.18743038,0.11137229,0.071844,0.12075804,0.08494534,0.098608986,0.07196192,0.027963324,0.0963044,0.09710932,0.0,0.05435197,0.1801726,0.038138222,0.07858494,0.15772805,0.0
Rbbp7,0.13748063,0.19318011,0.21453036,0.8716556,0.4154039,0.28348386,0.11881951,0.25941935,0.43223536,0.18827963,0.24938618,0.36893994,0.12535799,0.4325009,0.095531106,0.5773298,0.1609019,0.11489235,0.55753917,0.49903244
Suz12,0.4450348,0.856564,0.88206375,2.4457762,0.9550075,0.4895708,0.5654832,0.45319027,0.85330665,0.5406733,0.5177123,0.6172252,0.58736634,0.8478171,0.8646429,0.755438,0.5832718,0.80558693,0.80899876,0.61780524
Zdhhc16,0.0,0.0,0.0,0.031119417,0.0,0.0,0.0,0.0,0.0,0.015443044,0.0,0.02081697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2f8,0.0,0.0,0.0,0.26522473,0.0379739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031249754,0.0,0.0,0.0,0.0
Taf1,0.22452609,0.3858437,0.4066075,1.585038,0.29773682,0.33693287,0.29209143,0.42982328,0.56359607,0.38881308,0.3698347,0.21574438,0.50529784,0.23367323,0.45750985,0.9169541,0.25208205,0.55625385,0.20372948,0.56682974
Hnrnpd,0.7986576,0.642725,0.52860725,1.9396988,0.6737979,1.0399333,0.73347276,0.98278666,0.93252784,0.8182705,0.87137246,0.50596493,0.8952953,0.94786906,0.6429402,1.2387897,1.205001,0.48541078,0.6556191,0.8273688
Rbbp4,0.6352762,0.6730662,0.4164045,1.3310646,0.6039581,0.88309914,0.53983486,0.8452821,0.72229606,0.6072837,0.44810873,0.68681926,0.50861704,0.34224358,0.3209557,0.7480259,0.3392352,0.6118952,0.6844557,0.9649346
Uhrf1,0.020804273,0.03714908,0.0,0.6657363,0.0,0.028432509,0.016093872,0.0,0.036277696,0.009804313,0.0,0.04700517,0.02692274,0.0,0.0,0.10754894,0.0,0.057521153,0.0,0.06674518
Mcm5,0.0,0.0,0.0,0.21844804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046438783,0.0,0.052444264,0.0,0.0
E2f1,0.028985051,0.0,0.0,0.349391,0.0,0.0,0.0224224,0.026408603,0.0,0.0136596225,0.04375105,0.023951786,0.033010755,0.057793673,0.0,0.20187609,0.0,0.0,0.0,0.0
Cbx1,0.08136879,0.0,0.01951995,0.22069274,0.013476143,0.040783796,0.082664765,0.045431007,0.039046105,0.1174436,0.044443376,0.122239724,0.056788757,0.03856784,0.01951995,0.013464765,0.17066589,0.14834523,0.0,0.0
Cramp1l,0.15909292,0.2642535,0.109082654,0.41404533,0.3496169,0.19833702,0.2936355,0.34293613,0.1875791,0.2765355,0.36441353,0.21038172,0.26584214,0.3444938,0.086806566,0.38324454,0.22147056,0.0,0.33680493,0.30835515
Xab2,0.0,0.07553056,0.0,0.12711433,0.02896545,0.062314928,0.041417353,0.0,0.029333008,0.036863662,0.025335955,0.022931268,0.0,0.0533233,0.023466462,0.009868844,0.0,0.0,0.0,0.0
Mcm8,0.0,0.0,0.0,0.09170847,0.0,0.0,0.0,0.02620572,0.017867018,0.013554683,0.0,0.023951786,0.0,0.0,0.03930858,0.018043699,0.0,0.0,0.0,0.0
Eed,1.164759,0.9599854,1.1130524,2.1050339,0.95839226,1.446301,1.3969976,1.3031274,1.159539,1.3879722,1.3178295,1.0816019,1.3354672,1.056174,1.2033458,1.7350242,1.4117337,1.063842,1.5772259,1.8247681
Khdrbs1,1.4386271,1.3563725,1.7412674,2.1553853,1.1440406,1.4333968,1.4766475,1.3546379,1.7925813,1.6518277,1.209596,1.5189954,1.2224191,1.5973264,1.6732093,1.5587767,1.6204407,0.7975677,1.7564836,1.0104264
