,Arm_P2,Arm_P6,Arm_P8,Arm_P9,Arm_P10
Pbx1,3.0614285745833755e-05,2.214687220448412e-05,4.716330348555391e-06,3.240862309913182e-05,4.5128050104551204e-05
Pax5,0.0002622576626660285,0.00030701055266629915,0.0006808572656931634,0.00026307231001739245,9.265912039742715e-06
Il6st,0.040819086452262225,0.0445543597014443,0.06209314939033296,0.04540513508699569,0.028084004968906052
Mcm4,0.02745887287347731,0.05978629786626484,-0.11471217663076365,-0.08740715487266809,-0.07328624295678358
Zfp36l1,0.3225166713849449,0.3285418317889341,-0.041873981352233094,0.11180167594503783,-0.18094565572957122
Brca2,0.02948584475789488,0.06936015484264375,0.0730898233474121,0.049847282675263824,0.05946249460254135
Cbx3,0.021048397038101116,0.02355376659199311,-0.011966729985152608,-0.0030825425758833945,0.003966572905679201
Top2b,-0.13037551599060465,0.006226730297977181,-0.049650822653047266,0.018010438273759286,0.014618420668735569
Pdcd1,0.31550594837580337,0.31433092504387483,0.2204216813879894,0.20463657508996413,0.22556722503992746
Cd96,0.06691963347540052,0.12973579001467206,-0.06815399784465663,-0.004376381971607509,0.10036160260887278
E2f1,0.11710280950827294,0.11048468787797333,0.029128871325304367,0.08473648699610076,0.056185875411284864
Tlr1,0.01401936030785169,0.017396696930145575,0.001847164681788861,-0.015548517826754558,-0.0012500293450071708
Sell,0.44827053926311544,0.5460111626797842,0.045367419024641385,-0.021688446126354146,0.22107192527093691
Sp100,0.2915984018766925,0.48542410887516046,0.037792352467940146,0.08616931176806138,0.22722355720098633
Paxip1,0.013030414594860752,0.012144756138144829,-0.027779588153512957,-0.0364282331980215,-0.05037381456318826
Ccr9,0.0819350565017788,0.08297619950296475,0.1000220141798019,0.03482697360830841,0.02693302527627982
Klrc1,0.35891597720394136,0.42456456251050084,0.41216928988626494,0.3451638927164636,0.1273119091471988
Kmt5b,0.04739158241399498,0.06001253577935097,0.06302133522583522,0.048525768006799364,0.04615240618869059
Parp1,0.01296532113084512,0.04480817411648768,0.0014601890946910584,-0.036826836037759776,-0.0753569158212156
Sema7a,0.06950467510586641,0.07531103759248327,0.0164202929390455,0.023642019559253727,-0.011351209006351276
Atad2,0.26852334126430244,0.3579011621707182,0.16376893333900142,0.30339622846166053,0.302760633654705
Fasl,0.1601340532943962,0.27095908660326423,0.265762883731986,0.25057183229729446,0.20102921663711992
Atf7ip,0.053672389706769935,0.06061758514538081,0.04957825691550684,0.02789302897636869,0.04166311801884637
Klf3,0.1542304178088819,0.3062257213789647,0.25709508094455724,0.0027133583298137535,-0.11770290286293118
Il10ra,0.06063697626876909,0.08085984818630812,0.06545005117721094,0.043347407428830996,0.07632370505238797
Klrd1,0.2092550514215688,0.5064269602605629,-0.32383930018358625,-0.5285107862605609,0.09041553300101511
Ccr2,0.047380983531343616,0.1002023129459989,0.0758850952413687,-0.0450583006114461,-0.09644269499561167
Prdm1,0.038824100199827356,0.08989582958610287,0.020617040772531188,-0.0874436587681089,-0.11942786736861899
Itgal,-0.15421158722522388,0.25774863036395124,-0.023708996428895325,-0.12488696951097482,0.12059842491142979
Klrg1,0.764655716693361,1.3913172796709286,0.998031072816107,-0.2660765651511188,-0.2880623455241556
Klra8,0.0011048360936294851,0.034103490455091895,0.0,0.018673795756983916,0.009676673391996347
Klf6,1.247345228388338,1.2249004136432335,0.14770021974734765,0.9019882509750881,0.88776960886976
Batf,-0.0041924093448821925,0.3025994833973492,-0.2575067076151922,-0.25310062718839976,-0.20337209023909145
Itgax,0.23950860470539972,0.3976280699627927,0.01130281343738071,-0.007212738160905085,-0.08153816399521453
Tnfrsf9,0.22439886747722268,0.270602741380626,0.24862521713518787,0.1407094879609049,0.09469151058860835
Tbx21,0.11335814191714655,0.11934915145807497,0.11573526538042711,0.11279938891249937,0.08082211657487538
Notch3,0.001566025666447133,0.012018453894722649,0.0,-0.0002885702751263481,-0.003889785198497412
Il2ra,0.06419149701369246,0.09580408843551019,0.09558184485751131,0.07542108325908677,0.0756004863446242
Dnmt1,0.22795393677723869,0.3626586852944757,0.28578002395397956,-0.03690567548987185,-0.1322352717675492
Maf,0.034764083147875796,0.06731575109961507,-0.02506610195766266,-0.020374340933065237,-0.01551141345997762
Smad1,-0.0003075600864991435,0.007537116259256793,0.027408780340269834,0.006542629551502552,-0.004148234259262712
Ikbkb,0.0579835620056632,0.06887835364005768,0.02659049667446675,0.033964708105695615,0.010123022461946945
Tcf7,0.42150478352894344,0.45825051702468006,0.6179531132959056,0.040469345642312,-0.04489783087585561
Ezh2,0.36225937144396,0.380138381113324,0.41178277950446596,0.3778583907926158,0.3984054659806243
Srrm1,0.010619499951210153,0.052420563298517645,-0.049245234657127365,-0.041139605354459284,-0.04694532070255171
Cbfa2t3,0.0038619132757611446,0.01912451398863174,-0.00035532788899274173,0.00922416790871453,5.455028070275585e-05
Cxcr6,0.5340256233111254,0.8085742228083055,-0.19689012153180646,-0.1032825151375043,-0.0765385123719135
Pml,0.030766717378255655,0.0317722148071064,0.01780509822839745,-0.004765167980371446,-0.030978213833868236
Brip1,0.11038963536641036,0.09418147455581546,0.11228780835141505,0.09287347332942499,0.02812895909280059
Sfmbt1,0.02238301774959219,0.024715015907964873,0.025938561946199184,0.01194889436080451,0.010762501965348743
Igf1r,0.027887882669020123,0.04409490899661782,0.07021670884831983,0.01930207359018433,0.008708945208727776
Tcf7l2,0.007959361826226188,0.010374389508295254,0.0062660171917700526,0.007553098348801148,0.0018686310988278324
Cd200,0.10562667570265248,0.12364897189924287,0.10842969947339147,0.04985422285398718,-0.0004853735141264728
Crtam,0.10747967348902629,0.12403164383106585,-0.07757341153479522,-0.1321521942436354,-0.13170130853134088
Zfhx2,0.02486627433746481,0.035626529793078586,0.041032810768120334,-0.02310750049337847,-0.032912151932387924
Ikzf2,0.051265073838507993,0.07326430672075436,0.08649495027464114,0.04210149134435179,0.03926440969038344
Klf13,-0.18651086276212767,-0.12523951420365687,-0.3655718112125162,-0.4972265906009021,-0.22767041668338023
Cx3cr1,0.10252322885182746,0.16043948212795175,0.24592640261719084,-0.02228434118147939,-0.09827411984952174
Tet1,0.02172562358663186,0.025783000363606902,0.011236919057604482,-0.0035188868969139447,0.015534171605560594
Havcr2,0.2667485104657854,0.28400214886635483,0.27382765093676004,0.09978280022314359,0.2256971645422291
Il7r,0.35121197729178844,0.5987552164365076,0.9631397551963354,-0.6323370300101916,-0.15592328465480293
Lag3,0.5705154279115606,0.8147367748144839,-0.16628679575022642,0.6816656461011822,0.5819075420477688
Alcam,0.04744957715509838,0.050827010298448445,0.040592548415951564,0.04914698227589296,0.046999428886384094
Rarg,0.018228904102368996,0.037914573414895174,-0.01683878074935985,-0.014552648663121412,-0.022332066633433553
Ifngr1,0.5796979466899551,0.6197960573634633,0.28326446488308366,0.27417084469780234,0.5685477408358225
Brca1,0.10235056687677545,0.1076471639990598,0.0713515924955385,0.004546240482626296,-0.0040424491300249344
Zmynd11,0.07652699725786985,0.08930520473215671,0.08511824404240739,0.03879220737422803,0.03498042569100981
Rad51,0.026542156694024037,0.028936723092669765,0.026061667318227667,0.027722473191240944,0.022343811197923502
Phf19,0.02811257611178971,0.03080645018991856,-0.0002388966530372339,0.002261278195569376,0.006367640005820916
Ttf2,0.026934104888819754,0.02012025498634022,0.03265721945604353,-0.0033283790582879333,-0.01699071198201286
Cd53,-0.036677796494547964,0.46418648472954055,-0.10583736513854465,0.15542425384830294,0.00346263040229151
Slc3a2,-0.010377858703369654,0.10990643651666182,0.04306074766168014,0.054436873373837374,0.024397661838195656
Ms4a1,0.006211192680776437,0.012044779679714101,0.0,0.0008573011578819488,0.00011647220199110682
Myb,0.0935385079156902,0.09966227082199769,0.08524894097886175,0.0812113231666944,0.03881326984184503
Snrpb,-0.03428223139643495,0.023688205121919128,-0.08807019592489214,-0.397635387542675,-0.23721261320740747
Pirb,0.003536942052350561,0.023098189485645352,0.008351231431427639,0.006970282614282815,0.006447084622500011
Ski,0.04721915946160571,0.048608963082319726,0.04671617003542077,0.035234699908244474,0.012076660582276895
Nt5e,0.024289332359953487,0.030144111285378812,-0.0014369585065688861,-0.008351591936200635,-0.018917021770264972
Mcm8,0.01625657520534915,0.028488377359773352,0.0294905952519283,0.011328598351342752,0.019889912971669962
Crebl2,0.015225642237162737,0.022152611314600265,0.02498847204877874,0.018277458891036134,-0.009519295909393538
Setbp1,0.026592842616175817,0.038208837693485216,0.03528342344362893,0.020118774891731556,0.027010195621344053
Cd83,0.0322142251906469,0.05014922700909152,0.004179530072780284,0.043171844429730016,0.05027217200594522
Zfp1,0.030335394634319866,0.03989312211062104,0.04500205228937991,-0.007740082443820134,-0.03208074058026561
Tox,0.1895368218604659,0.18395347397321,0.16998814045453745,-0.10340454308291913,-0.06000924867905409
Nr3c1,0.09649746702450138,0.10647725909569429,0.06299478431173974,0.10393098231365026,0.05209603809056035
Ahr,0.011357360500731387,0.01233562580826248,0.01349333610849661,0.005605651942498119,0.009660038444305767
Orc1,0.02159191918046645,0.029038270652368463,0.02976579712865273,0.021282842568986268,0.017263648083268204
Rel,0.13716354563208186,0.162268728255635,0.1656020564097873,0.06443765595585181,0.033706342465809655
Chd3,0.14399564788336341,0.2264619845870405,0.2831871323528235,-0.10954087114397382,0.1431858567024568
E2f3,0.0365337738174623,0.041391620659447854,0.048158447577793195,0.025030913907672977,0.02878971381137325
L3mbtl3,0.04357251355525903,0.04569646714666544,0.05324905861479647,0.03211102643413817,0.030468614485487003
Il18rap,0.19835151764671374,0.23915635947278976,0.3773636674456551,0.4055021089754255,0.22855386585193213
Tcf12,0.04511462483059113,0.04592994831075141,0.056591906236793596,0.05856060338941582,0.0425741275518876
Dek,0.5469517200944383,0.17890184429514103,0.6945306961513639,0.7118957079193619,0.55684283582724
Mxd3,-0.005060875076579333,-0.02875158993350285,0.04217392098750496,0.03783038309330612,-0.003967686233480442
Thra,0.027526807467862974,0.02555584568220463,0.02509234974230799,0.030943421412221415,0.030805738579723015
Rai1,0.0415802440576121,0.03616410559413933,0.038789105041783636,0.041559496056878635,0.04275864629248596
Ssrp1,0.18665459774492404,-0.17912428488777038,-0.2644948608987703,0.14119950869097392,-0.25125231901749745
Hat1,0.012849640998607949,0.11461810922215075,0.16990491144645056,0.18405228963013448,0.15781577714532513
Epas1,0.03533226002319113,0.03668213940667897,0.042548051463733604,0.04513766551090436,-0.004783178033528282
Jmy,0.020917715406848607,0.026631678341037492,0.03348021597240069,0.03578807194353465,0.03601465619297381
Btbd11,0.0060601748020673064,0.008731487953285282,0.0156842455506896,0.018013312466274224,0.01631797949938132
Mcm2,-0.005755714264228939,-0.003931492565563417,-0.1014113238434462,0.1835146330848882,0.16298386532121933
H2-Eb1,0.2044331733960385,0.6043340844641872,0.6003362138457504,1.0075728749499213,0.6023713351458452
Wbp11,0.0457479272935849,0.023188878063743357,0.09616342196652834,0.0992467394272989,-0.04494377947927806
Ctsl,0.02541790052012127,0.02701983723300233,0.036885281372693195,0.03310388170390342,0.008014388709789638
Trp73,0.0061774965942557976,0.006530366815687603,0.012239381110147843,0.009058809294630162,0.005459890266703876
Klra3,0.026321996194331485,0.07276257204897257,0.11220426220328994,0.09966510583010497,0.06746456606423315
Ssbp2,0.04269129040625291,0.05891297411638301,0.02481414514639468,0.07737786467856486,0.06404015313692976
Mcm7,0.35261350334052716,0.3366072477776994,-0.08046012961082584,0.3758057580941922,0.39970871893316134
Fosl2,0.030466803499888517,0.04393723155467369,0.07297439540215797,0.03764737989343451,0.014931872498194892
Kdm6b,0.15911889336088475,0.16777874406611087,0.1835794531592439,0.16590597798717913,0.15333917727434304
Itgae,0.018768107982362985,0.020434707712670905,0.029104857290725327,0.029631999409957584,0.010343702289369677
Ly86,0.013114336578001987,0.036179265937103564,0.061995968110004254,0.0471686301079488,0.03546438494210626
Ccr7,0.7890190163688653,0.6683990925302881,0.49295075829245977,0.6998686773211387,0.17166157650236152
Ncor1,-0.01545837533891384,-0.06928359519591727,0.054505381081967876,0.07535954897984022,0.02455576306770584
Klra1,0.006546528669497425,0.024654010491402055,0.004906697174266001,0.02775832641938887,0.005138863688426896
Zeb2,0.20636575705917284,0.35837241991265667,0.4048720243444248,0.5171243192307685,0.5223041540030727
Pecam1,0.03556529564615603,0.03607949501419618,0.05246467306198096,0.05187322887335289,0.030448183745845004
Itgb1,-0.515503891009618,-0.5355404169480089,-0.3615642822012068,0.0660608135690912,-0.21045025884099833
Fmr1,0.029301903707285686,0.05618015458397326,0.08913570208867312,0.09414291071928026,0.08432147265410327
Ikzf1,-0.11270711018237313,-0.10135289171015481,-0.03286504908448892,-0.04943689988369198,-0.07042219796696614
Trps1,0.06625011688566311,0.0652892158664969,0.06124384538737271,0.06621627360549379,0.06502281965446581
Vax2,0.0032950881361375863,0.010331710118891339,-0.014716742117590794,0.03394499706181934,0.0011224428917867525
Rfc1,0.08059898771729371,0.1288076336323679,0.1158279758656833,0.15074344898001715,0.14353452691151217
Slamf6,0.023653057241582294,-0.1371924717520675,-0.27600134416887884,0.03562832072270799,-0.18257934737681203
Ifi204,0.10532814211488269,0.11477737528463931,0.0861126590037549,0.15319426613072126,0.0008122017390816799
Arntl,0.014403665161174051,0.019013285828701414,0.03240806147099814,0.032139410213301654,0.024980562693822757
C5ar1,0.0005180775210814497,0.000608840504396646,0.003191455804342592,0.004507976200031161,0.0012453404084130444
Aff3,0.009916935101839419,0.006025445374296216,0.00969398881274596,0.025190303570295298,0.005302740879683046
Il2rb,-0.07715170605746803,0.1746497735810738,0.40559502641737205,0.5401279765413983,0.5429683411269642
Cd55,-0.022583625113007915,-0.04706679877324966,-0.033599398288960365,-0.031107259743751964,-0.0276957446677333
Cd300lf,0.005232807194066223,0.012515143061275715,0.04632673618813107,0.043051574425897646,0.03891744057890224
Smurf2,0.023192851194037172,0.02163637410841738,0.02674370400839533,0.02707641251908807,0.026210310770121044
Nab1,0.03558942388815841,0.061187489749846176,0.11468453707730401,0.12733838912290613,-0.005331236589318603
Irf4,0.05623862747870047,0.06308203366919948,0.016768414981125385,0.0531913725287976,-0.03463760975994697
Cd300c2,0.002616740820603828,0.0019338134173910852,8.313036467651305e-05,0.006047459319646965,0.003860315702238198
Smad3,0.04731140747827945,0.05678413501041095,0.058904026480883054,0.05942404904824355,0.04429335453062496
Mef2c,0.009319124082298237,0.004889946991015067,0.0,0.013438358557787999,-0.00028260550650881423
Trem1,0.000247095712631842,0.004055767699263546,0.013315686418039912,0.009848696242980636,0.003386474653344416
Pa2g4,0.05189505650294393,0.2674191799244337,0.33673842105090906,0.37350323450235856,0.33253421107547615
Klrc2,0.02792900873364274,0.04014717091308716,0.0483375949769201,0.04434158498318842,0.024616585215551386
Eya2,0.011695261221593676,-0.0043496007687508585,0.023662891943569523,0.025147385683190786,0.00048106162973091565
Hmgb2,1.3479446704162636,-1.1445760342808955,2.7647569435411166,2.6504294602858702,2.4905262323158195
Cd5,-0.09491581681985618,0.011391867309903403,0.06472783121370591,0.050156286814446914,-0.03381028119743506
Zfp354c,0.009850695021321614,0.009173574860890658,0.01411276551575755,0.018612075665189173,0.0025999135906264485
Izumo1r,0.011700041839721802,0.01925155104710288,-0.0016267841164596993,0.01708670516834374,0.0017018962251159513
Ilf2,0.02877578433772075,0.018497224472061823,0.08562920514170884,0.11571076459635334,0.1172050817930639
Ube2b,-0.12818645024152828,-0.024017474979306987,0.1231614417329856,0.09389943223699815,0.0899968586934862
Cd74,0.024679991343931233,0.07096612998499811,0.11132612922226777,0.10765327454721557,0.07549487215448317
Smyd2,0.000546546554363271,0.011169637800396672,0.03436378134183137,0.020602603740801043,-0.0034473062269825294
Scml4,0.014310660276494587,0.020462765197934562,0.03750932871089897,0.05901542150493193,0.05218393303156988
Zeb1,0.03531164903520879,0.037906693629052544,0.047680978500017776,0.03386686025150774,0.02778869845935657
Cd180,8.655820937842228e-05,2.6544312381087057e-05,3.2976364068788426e-05,0.00010133825993968893,4.310734218308871e-05
Satb1,0.23009521767955582,0.2480750449095882,0.308049505260271,0.3444285136345539,0.33964172598775233
Kdm7a,-0.031849618038280375,0.1715810166483229,0.2178192095110966,0.1996760796024676,0.1544454942262649
Itga1,-0.006326280973798417,-0.04388056746750244,-0.08998753733267677,0.05357269062505489,-0.003400420603918661
Plaur,0.011214113791891057,0.018969116795234022,0.11920995570779111,0.11958374391282685,0.12256578290464067
Pou6f1,0.008659251600993496,0.017162071059700773,0.021469300666099925,0.026377021720499102,0.02408834956462644
H2-Ab1,0.013315654101515308,0.0013344141162704667,-0.0016433461868860632,0.03784120738325531,-0.002924154293335958
Hif1a,0.08870959645526359,0.10545732340936356,0.10058996242543634,0.10663497986421676,0.10246792485185878
Fos,0.7132035021566426,0.7966543530250858,0.8665272623525639,0.9525652975843336,0.6116614776112513
Klra9,0.0037527544916923818,0.025102728200834895,0.05325528463883542,0.020716927627716604,-0.0309394204569138
Brd9,0.04909719348797719,0.019654279747368934,0.056467900154678785,0.06316512424468693,0.055713205815679824
Fcgr2b,0.06902085561717734,0.07244757733214073,0.09767435174191268,0.09856648194663842,0.01970335857895744
Chaf1b,0.03629980806871229,0.05049680439028139,0.1268437210429116,0.16207930670135795,0.15244719632246956
Il1rl1,0.05303756974795219,0.06612859001065874,0.10831768898674088,0.07406266797450281,0.051994858587433246
Wdhd1,0.011126686675668717,0.03406364691889011,0.03374956588605351,0.049029263568621174,0.02525552974288349
Zhx2,0.01468038139586096,0.013905440883784728,0.011440156152496314,0.027128727126062548,0.022471451616900652
Csf3r,0.13993499927070482,0.10839420069883578,0.0,0.19717657628553667,0.08054214739388478
Smad4,0.07864407600827522,0.08492507919105961,0.09143742147039702,0.0901652375227456,0.06973473309278351
Csf1r,0.0002677445253707223,0.004921853231472976,0.030144808768115365,0.012435915659501955,0.0012506530560393078
Cd160,0.22104826425467475,0.011198225227152121,-0.07444290738005775,0.1942244928508393,0.2835467578291408
Cd6,-0.08619326111728703,-0.024282786601005427,0.05316267347816045,0.061841217378729545,0.06589365595038543
Entpd1,0.029130959844424032,0.04692190310751395,0.036393949235567914,0.04642592498761472,0.04852709050286299
Cxcr5,0.008479741626573377,0.018792129738737853,-0.004440132052729582,0.003518955771679578,0.02944382291182003
Cd86,0.009661730462287573,0.018928892899899224,0.01739383981279021,0.016537483111152412,0.022713277717053032
Itga6,-0.02505092738689602,0.005068843175751273,0.04025574923088461,0.03039068950670591,0.03227096266649691
Lef1,-0.37527795059800495,-0.19280877889139353,-0.17246806567131992,-0.12097000526632404,0.29217338609548604
Ebf1,0.007733610382545195,0.009828952526671254,0.0005983823862763477,0.004345388287501189,0.012906888185174836
Apex1,-0.03343401514003151,-0.023244911951006256,-0.05060632082576653,-0.025508977890054685,0.015847718747800485
