,Cl13_P2,Cl13_P6,Cl13_P8,Cl13_P9,Cl13_P10
Fhl2,0.11603684114478206,0.08827544605799004,0.10720589290046237,0.05460985853177019,0.03911285578421318
Crtam,0.14793491751571294,0.022276973374396315,-0.11357788859466471,-0.1196660791620084,-0.15813318460099504
Maml3,0.001911193708631396,0.00039871094878406757,0.0003987419771254347,0.00044306843341780536,0.0011488032068077906
Mcm6,0.44733746326464063,0.10938229191838533,-0.4090878933248004,-0.35479322432533034,-0.550334670281604
Slamf6,0.25668300719247245,-0.01840044607143446,0.11905206862905363,-0.14308610725899293,-0.25672429719513035
Fcgr1,0.017446364415918254,0.0010560612193014835,0.007732598866759181,0.0036507617821884128,0.002627057647062015
Klrk1,0.2324240338321005,-0.24456996644394863,-0.2885734017992511,-0.22742972653525223,-0.18668265467211792
Rbbp4,0.11817070396577904,-0.08209140302065991,-0.18037916538602405,-0.16247448922369412,0.017325961241325405
Cd47,0.46630331193712515,0.28232536667847125,0.18783559418239307,0.41445780924037756,-0.02614421252255772
Ctcf,0.040954283223123875,0.006794908608246583,-0.042766118479563346,0.00651933506894157,-0.021542438412231538
Ikzf3,0.0930540904948306,-0.011897622001136343,0.07477576320174514,-0.00208226489519772,0.09841323914408165
Pdcd1,0.3199881448979388,0.2524284808956447,0.1013033976695012,0.25918051497067895,0.19821478138326556
Suz12,0.07477915330629871,-0.2153008313569333,-0.15588913804053164,-0.22038749692243342,-0.08817290167393527
Zbtb10,0.041159475572180235,0.011076887295985672,0.004049995336283586,0.016859589427587283,0.0010896845088287286
Jaml,0.11981371694870978,0.0876463321169453,-0.047276355385073465,-0.028041959940562553,0.08704124895923054
Nap1l1,-0.08261164006684718,-0.6076236111127934,-0.591639410386958,-0.41870128283671515,-0.36473502965396876
Eng,0.008231227516342901,0.0019413878229735495,0.00023491522784945126,-0.0023289647970756774,0.0
Lair1,0.060084053785546834,0.056529768091491545,0.0027642603659249125,0.028065112364832487,-0.03844691533702119
Snrpb,-0.04368002371486191,-0.1796489620145325,-0.5426255127173047,-0.06044100273550996,0.05456008917975108
Sub1,0.8914502252534222,0.48474376331669655,0.7515154534677406,0.9753706595269355,1.548232292361923
E2f2,0.10766747217653691,-0.10395623476923146,-0.009963827168020549,-0.12271536891387955,-0.14116287793827426
Dek,0.5275943697139132,-0.05814486597253524,-0.12501464567221923,0.6176247916871882,0.7688471329561027
Cd160,0.027548179976835646,-0.1844764097343332,-0.20933851009374274,-0.10671071360192322,0.26470070024982667
E2f1,0.11804552655479252,0.07139335356588171,-0.013415192958906683,0.041647691089435654,-0.011382865889752805
Batf3,0.16354498224180716,0.06041840169719656,0.018747707106142496,0.018486651522299613,0.0
Itgb2,0.40746422728700765,-0.017448626913354828,0.024004140612741726,0.025304936548208905,0.05899125870978239
Cd180,0.00010185290991894573,6.677663807395078e-05,3.950856081654765e-05,0.0001000549751652349,0.0
Klf6,1.2423327096399965,-0.023768244073104218,-0.26303093286449414,-0.02538342515841611,1.0060793128662777
Snrpd1,0.11759372250354523,-0.13997849304368873,-0.1619288451035355,-0.16979877015149547,-0.1607765859363226
Trbc1,1.496802592811886,1.1244719188016197,1.4818258171351948,0.8381439137950184,1.2428209289324181
Spn,0.11544936180521385,0.08818855709746073,0.06267285826871546,0.014198332029373302,0.040004452588469186
Ssbp2,0.0615283416014954,0.03966813976606759,-0.031954024361646696,0.09057962997892502,0.08328806773650532
Rbl1,0.07468892557590688,0.05534076705560509,0.04169138479584428,-0.04112116965011161,-0.06729830290657399
Ccr7,0.9655217063288619,0.5456559568096306,0.11669677109090913,0.6393269916485775,0.0
Hells,0.1639050591594721,-0.06955879492313848,-0.1374994562265429,-0.1218201019876609,-0.09396909357975358
Kntc1,0.043508543655515625,0.019771044786708037,0.01962879381198444,0.01301865133408455,0.026462544873943478
Pcmt1,0.06393767688262939,0.01736644472495642,-0.009123602332595633,-0.024947280003912484,0.020323812146118808
Id2,0.9624658911772325,0.5393718496723356,0.10171413033793233,-0.511916417612948,-0.5038826118176306
Polr2f,0.03401558545253457,-0.1550605017412788,-0.1825156447043309,-0.17247417123212302,-0.16294853140314194
Tnfrsf4,0.16998580241167086,0.16171537373087916,0.09974805788033725,0.10232799757905414,-0.018737081419116886
Id3,0.001908278439659378,0.00123847961116381,0.0001873066441091489,0.0009964375125796668,0.00010543079521977116
Aff3,0.015020551116954587,0.011199971093162325,0.008484214403350437,0.0221219466125333,0.008158882525253736
Ssrp1,0.038242522347913054,-0.3050377845530933,-0.29644412852239976,-0.20362109936550843,-0.2965705080092244
Itgae,0.03134563505263748,0.01843330072836031,0.004628349074930139,-0.005710169324091852,0.030381406062505556
Lag3,0.601251315186476,0.04205359416559686,0.316980818180659,-0.1098331987726079,0.49845972990717646
Tshz2,0.008989611794566121,0.006308766349020973,0.006565226456031739,0.0048693134965236235,0.007069443169501267
Pml,0.02850617215925107,0.017829665601242738,0.01597840886984095,0.006375581508416615,-0.027254188296055675
Fos,0.6940340953674324,0.6673359972178049,0.6120667375110438,0.8954439901010302,0.8715249412185158
Fbxo17,0.001974672131349101,-0.003915044186224576,-0.008601264919415834,-0.004598779781077401,0.0
Irf8,-0.06605634043738437,-0.06971956689828201,-0.10863667089776113,-0.05868988058140544,0.052792534560698934
Mcm4,0.02494578017934721,0.0019341279234647416,-0.11908326413430413,-0.0966540993378547,-0.13542230947161726
Apex1,-0.007219643739022673,-0.015730744483814608,-0.04514440780913095,-0.04443516892125025,0.059465973438405484
Nt5e,0.0242009013323099,0.025116382273779252,0.006038900202061957,-0.013819352835697312,0.0
Tbx21,0.10523633497471699,0.11539598725967448,0.07275594279797085,0.11509203310792053,0.09270248851095371
Tnfrsf9,0.19919540525778873,0.24821730768004954,0.225079749303296,0.2427649600708071,0.1493733673515409
Notch3,0.005117272307992703,0.02550815499330647,0.002320243118365469,-0.0002183268640289913,0.0
Il2ra,0.06863415914373935,0.09517401892447681,0.08535015873007096,0.0944506150695082,0.042318387101002095
Orc1,0.022628296203857385,0.02727246373540349,0.02373226412264829,0.025661316445780482,0.03113980413939942
Klra8,-0.0015847009844821946,0.012123812940354965,0.004146220543920555,0.00398842089586361,0.0
Il10ra,0.06586505501054474,0.07732818319065161,0.0347673501382962,0.0736113569382882,0.06875636276696509
Cd53,-0.22240189007950187,0.3395324814739797,-0.39761386937769655,0.06062958778344199,0.19436910228180382
E2f3,0.041827097478377415,0.046301273742721694,0.03894481016927332,0.03774761444543362,-0.004077556928004669
S1pr1,0.3383219189344422,0.3413080346193242,0.06720254422554921,-0.1274907079452211,-0.3778325707458988
Cxcr5,0.012673156955781908,0.020107505502270768,0.0024598602702626143,0.009729185371697384,0.03144972338850385
Myb,0.09014342347200134,0.09632635163616109,0.09280201036557895,0.08711007495998929,0.06980632988303544
Rad51,0.026781672966280864,0.032087323218689595,0.024511680884003323,0.018741294050810132,0.0
Sema7a,0.07364223924333353,0.07719572542539158,0.06437817978856145,0.06276521995192723,0.03905356063134377
Ikbkb,0.06330210134412828,0.06846565658337994,-0.014692770251307578,0.06305595107009171,0.04532724285143072
Cd86,0.014118490932950175,0.017768483426295428,0.015452908004755898,0.0202167362738754,0.025303459986000067
Cd5,-0.12819890629243524,0.01725580856557159,-0.10067352790777628,0.05211456205014659,0.044526319187599
Ncam1,0.0032366838141265246,0.0025267861554856843,0.0005536762497465132,0.002967362748365825,0.0
Zfp36l1,0.2938582374752454,0.2585408855905685,0.13963099189533645,-0.021774735377229532,-0.2095204632886804
Il6ra,0.16020204868048618,0.12827834828690177,0.025403425232011455,0.07607998618472916,0.1608873649806838
Batf,0.004549665728150741,0.1988372506666389,-0.27610418100199186,-0.05520971847428714,-0.2544939261020348
Cxcr6,0.6429375098316155,0.7695763050647743,-0.4615746142373521,0.28226195796853015,-0.5897855281909143
Kdm6b,0.14947370099251758,0.1800905690002866,0.15464269609496348,0.18025605601173555,0.1704260658117661
Fosb,0.3649715418289587,0.35932990150126726,0.23038509815187386,0.29158807251193847,0.2047450824778808
Il1rl1,0.08012124817183941,0.0961320081983796,0.051054419050852104,0.09460592643660386,0.03124517443428325
Klf13,-0.25094384638418593,-0.09625304617266901,-0.4370916329980508,-0.15161982863680656,-0.1738058668891871
Entpd1,0.028014183190216854,0.04246505578682623,0.03037408350256986,0.04069234454839985,0.05084816148627459
Atf7ip,0.05971877142568272,0.0655357519615506,0.06272990994905356,0.033854157259297746,0.058012743214197
Il18r1,0.17522781715982014,0.21399949339439495,0.185927083166845,0.20128353564321222,0.22556212265266629
Il6st,0.050052490676596735,0.06317672063570615,0.04892850503614698,0.06784891260144886,0.04406144948684772
Ikzf2,0.07843465464678301,0.08451203461355979,0.07513878233502559,0.07491904194112603,0.08471036526339534
Il4ra,0.08179658215343338,0.08130101651975631,0.011080565642912038,0.09023011579210505,0.13654969858148172
Wbp11,0.047422242913850776,0.06600671159532742,0.01619289254028822,0.10291609829788775,0.06932375188214465
Eed,0.04030176238081006,0.05652806826634546,-0.05392672137646275,0.038712952152653704,0.08309001605931324
Zmynd11,0.07935334575504195,0.08610214114509698,0.08502298983801249,0.08291454671299006,0.08246070867236872
Stat2,0.01895605166130178,0.030738505495519233,0.02316360196689083,0.02954534008665369,0.027682498435989574
Cd80,0.016824830199962715,0.018586139471942188,0.015813084984105278,0.019219651926057756,0.019684893033404406
Cd83,0.0711576269801361,0.06880254198727166,0.00686013023202009,0.06707981477931346,0.062053486951248696
Ciita,0.0009489106285008767,0.003005464036092062,0.0006355790470223884,0.0022097135360981154,0.0016565479720904136
Tlr1,0.0045332149694273715,0.037847403643586845,-0.0008882165881477178,-0.0028177805887385837,0.0
Eif2ak2,0.060569633221323756,0.061074559145827136,0.03881468286780763,0.06030128385118478,0.06591145409369442
Adam8,0.028304060369942076,0.035052722926842576,0.008511036721145013,0.012702808200170525,0.037546544738583834
Nr3c1,0.0970517093203268,0.08791183391030394,0.014570499189075211,0.022792737576045236,0.05968351800691628
Sell,0.3147980218679072,0.5736425324719814,0.2734917806558455,-0.02607083737258346,0.1362309307802114
Irf4,0.04979631524363123,0.05327032684937989,-0.056605990548093864,0.05415234806203755,0.007740347272574971
Ruvbl2,0.0013990169445204275,-0.004342569535125594,-0.02583474198614966,-0.021152609653910543,0.021114574893149572
Maf,0.04565408334689946,0.04251454963408689,-0.01651452257426481,-0.042596884051341426,0.020886871434279402
Mcm2,-0.018522840709417378,-0.021519285994069503,-0.13540807653514655,-0.08413639437450741,0.01767386823764408
Cbx3,0.02327305673387581,0.020343001308222988,-0.010277243117526463,-0.013072423340452506,-0.005455640881751607
Srrm1,0.0019013778906876706,0.025034434883679058,-0.06017989196662282,-0.025012368179918223,-0.0340106853722357
Ifngr1,0.5442412553230545,0.580378699259329,-0.12735859673276553,0.29454443212178716,0.527468394006646
Zfp354c,0.010103917763177648,0.010129912302775414,-0.0010621757623045765,0.012810073830271678,0.009805064258678112
Tnfsf8,0.25076474566014384,0.21677738913142885,-0.07343424460532819,-0.005988308647587435,0.0
Tcerg1,0.019195642813305484,0.008402033277308233,-0.049988998292541095,0.0501191586089989,0.008278038671135496
Brca2,0.02428529051701043,0.08081026870623688,0.0640945433088653,0.08181857011821655,0.05866096002606913
Klra6,0.0,0.11794270316643818,0.003676208900135759,0.061711846526522916,0.430674853928346
H2-Eb1,0.09963186785074611,0.4697995587412302,0.1704122324847095,0.6617422583975162,1.2193597314537568
Dnajc2,-0.0160238042339584,-0.106014639316454,-0.2871164274513568,0.0017585122809446463,-0.3026051990197469
Zfp1,0.03817597318162326,0.0395435116664253,0.029843503761760013,0.03269196819178901,0.011525111273678647
Tox,0.3247843044775661,0.2778863066960146,0.2893013661124239,-0.085217905369898,-0.026203952361578964
Zfhx2,0.02594548159408482,0.055587906711096695,0.0295508023268493,0.03720736556185769,-0.013161532692192456
Atad2,0.2727938687421952,0.27936194957515836,-0.06556988030929703,0.28825577663617097,0.37134386910122535
Klra9,0.0015609481712738702,0.021345322148360265,0.00880779985671942,0.02605722604263834,0.003441638478533293
Tcf7l2,0.00758021879626095,0.011298742548163243,0.0012885132087660383,0.010585348935541175,0.009328753746270154
Zeb1,0.03655391518602032,0.040978895180041636,0.036321690499567336,0.04468448551929801,0.037292131913690504
Ebf1,0.008443904618946904,0.009678390942527045,0.00012912376711116347,-0.0009073757366582965,0.01519503336104919
Rarg,0.025416310685756515,0.033311814094085054,-0.013748651597193835,-0.008781667828251608,-0.018396391523577055
Supt16,0.07872421497119013,0.04978852759073791,-0.20599489912570074,-0.08626508384271542,0.44993765340992775
Ifi204,0.03583168550751455,0.1851370229433448,0.11451467742816501,0.16213229882135982,-0.016892838487552266
Mybl1,0.01619928622793834,0.015213354554790712,0.013636181134820393,0.00919107276798269,0.0
Tnfrsf1b,0.03889824291490241,0.042325316659881276,0.02467291627161892,0.0411392430425669,0.06582094036142612
Epas1,0.04362608225994732,0.04292411362824599,0.020154421052787298,0.04170995267391926,0.015351132210415237
Il1r2,0.0097048218051145,0.022399747076934276,0.0040033372190571995,0.021314128975620107,0.012967403892572879
Klra1,0.02030860213356526,0.04590565011293597,0.013105625260751734,0.044804672115446684,0.0
Pirb,0.0006292822575604454,0.009976206288612463,0.004533254563260326,0.005807534505246599,0.05320422121358898
Klf3,0.10798911263700907,0.289630328960814,-0.07453076121176441,0.18224367833715224,0.05009060568032925
Prdm1,0.05024982543856767,0.0726176389658331,-0.0650744060157112,0.01177824103605934,-0.057940227649130725
Alcam,0.04535056330787583,0.04711537865477997,0.036366531088491555,0.045656908134492795,0.050085266304335796
Cd96,0.08645142076120578,0.0736889074550296,0.06704068726568553,-0.07316551530576881,0.10149899187637484
Trps1,0.06055612295674477,0.06513980183097395,0.055928244716870315,0.06480548520202457,0.06267137132616632
Rora,0.44167099811028043,0.45687313823249753,0.4431842698498768,0.3903354772585038,0.32973630011548394
Abcb1a,0.03265910173073561,0.05708516526090812,0.05738169308500185,0.05788504820655781,0.05833925170121684
Ly86,0.0016510465512265906,0.02761028572049907,0.007652806460181517,0.031400076925047184,0.2441637633907808
Nab1,0.04588195390722506,0.0975512266860474,0.05972482978463158,0.136298449284819,-0.012215655916497564
Parp1,0.010134521284820685,0.061840720852732525,0.06245395673840734,-0.0485555430901151,-0.10762552265334867
Cd6,-0.10168320577504708,0.04180712024031589,-0.03921553935126719,0.08009828270814484,0.08442341311170384
Ddx5,0.1992540774962316,0.18281440537234853,-1.2721727820881419,-0.4800465055084351,0.5071630439852819
Csf3r,0.0748434940692892,0.15269783572439422,0.055148755336205287,0.10569330154916386,0.48122276307639533
Phf19,0.02996986345214849,0.027297630535816606,0.02498771549943013,0.00017781825861076176,0.010781205984477118
Mcm8,0.01279631171193916,0.028124533195182103,0.03156437540843116,0.020146638971395972,0.038712215880249354
Ovol2,-0.0019738258672370983,0.008035418147873036,0.03321890363754947,0.0038323009980886277,0.03394560155390397
Dnmt1,0.2744862901461969,0.24337712924137153,0.2562104609542602,-0.06342775143575134,-0.21953930011146278
Tnfsf4,0.02982536359028396,0.027634901976964273,0.02922112961916766,0.023064405986509145,0.029546097770379476
Trem1,2.985323502306492e-06,0.0034510427520154253,0.004670522703136259,0.0170974081666137,0.02178195480104598
Tnfsf11,0.013059005154656918,0.012810333701418845,0.01817526385586934,0.01383579864785246,0.014699344461513018
Itga6,-0.004327905929569082,0.01770232290513927,0.03756519650590395,0.032894254341180006,0.0431005378531691
Rel,0.1411424697647056,0.13153320566882168,0.16545011827968648,0.11263527398198174,0.12971614579003166
Ccr9,0.09897728549017941,0.09832782815177983,0.14945181558681173,0.04821421550544226,0.03854844854467249
Ctla4,0.5840880246493216,0.43893678118168533,0.5809783887931165,0.2133484764153961,-0.39867979711533247
Itgax,0.15529218868748274,0.3082198624758624,0.4076443826207714,-0.031070021870373436,-0.14995361505765403
Cd28,0.6314350438948689,0.5344848461426426,0.6151891804613946,0.37419144931112097,0.4011590521676424
Itga1,-0.007484568054751798,-0.07006120975330926,-0.011625651968573434,-0.049196316226434535,0.0439413202750958
Klra4,3.693030194934728e-05,0.0009194266913417575,0.0005169360641490708,0.000758671584051792,0.016507831077371367
Cbfa2t3,-0.004420299998560749,-0.004521191711169529,0.022610969258154687,-0.004392018056175895,0.0
Sirpa,0.001127799923929199,0.0019363302017376784,0.022483453526706564,0.006716607447753868,0.025660512611855108
H2-Ab1,0.0027366022201349934,0.004014211023487822,0.049926794906411824,0.06652222028320548,-0.034396637231111526
Zbtb20,0.031792947774470656,0.02577611238184561,0.06389151489726119,0.0534272333992858,0.09237274916785981
Ggt1,-0.010811731221717163,-0.09046910158293871,-0.009344803957893123,-0.06643685313786243,0.03342001052181841
Atp1b3,-0.09958706356776849,-0.008066468492576792,-9.527514654546707e-05,-0.10885178963694636,0.053245338758724725
Trip13,0.02575393627602397,-0.05829996990758086,0.03740582894603954,0.01087633555841492,-0.02263723686337471
Il7r,0.5271880284970715,0.5809168072526829,1.1162272601701784,0.4677135528554987,0.41860316319084667
Cd300c2,0.0011601826005941008,0.000304855090421705,0.010780508925781257,0.0024035633032953134,0.0003424634379529208
Igf1r,0.051164390758515074,0.039794856910406406,0.05916946896310336,0.05317393915500431,0.0968264975118266
Smad1,-0.015360191694886368,0.018793324597041482,0.029821154915282103,0.022593124566301397,0.03355589867439654
Sp100,0.01294278365555521,0.2718827033663987,0.40012342529672373,-0.23259365518430558,0.1679095986504764
Trgv2,0.017518154497837078,0.013649070563268452,0.01393081046517706,-0.0010748370330220117,0.01669177983651178
Itgb1,-0.6537711919453013,-0.6499419769984611,1.296322541926381,-0.4797671029827381,-0.957007588556779
Nsd1,-0.03357786663220914,-0.038203303257801746,0.04460827571665585,-0.02744240656855054,-0.015941833391107288
Itgal,-0.07842597929030018,0.06382114640046865,0.15720935877371725,-0.43949480448451056,0.2472107725576631
Nrp1,0.1607434580006067,0.1415558179767309,0.17727935285353708,-0.01919753669380705,0.18467716653555838
Jdp2,-0.022716959902632866,-0.01933829015538881,0.010884140446352698,-0.005747611357647965,0.03127927643453224
Eya2,0.020663757072482053,0.007181493279956738,0.023085003532698836,0.025222441034859735,0.021043325650396277
Rai1,0.04158529769189682,0.033949089092544425,0.0447249693470136,0.04189451326786495,0.04576538597802047
Cd200,0.12553489242095714,0.11529543614755311,0.1446867876369863,0.10128998027232383,-0.02112271822988987
Dach1,4.824655153860199e-07,3.899579027339871e-05,0.0001605520546603907,0.00013684304598814376,0.00022113868247270466
Brca1,0.11526710948206045,0.08119332080787434,0.0977532415214966,0.05148991541991917,-0.013886163714799898
Wdhd1,0.009253698524589727,0.015518190168316539,0.03017095258223221,0.03362511083197742,0.026216067784979362
L3mbtl3,0.04546214262621483,0.04226611020354612,0.049284100055863186,0.028087100965177483,0.04223942556834775
Kdm5b,0.044581079572805736,0.05674730778327587,0.06217821152861573,0.05554013164071854,0.06912425766426541
Csf1r,0.00554636022257037,0.006908594101383527,0.035756797941642424,0.037399141141642354,4.102244751788295e-07
Ifngr2,0.006405150480935363,0.03709606536716161,0.08920491772859568,0.09566411655058571,0.06900426975653454
Nsd2,0.05611609189983604,-0.03362187878215834,0.16188421819364426,0.08376306063432178,0.22306610996550827
Mcm3,-0.0030122030681888103,0.21590459660871983,0.3074915312957193,0.060524846332636786,0.6986806709701708
Top2b,-0.16094073968750464,-0.024179456640334086,0.0068692031478744375,-0.07423130247233656,-0.08150046430905702
Paxip1,0.011205915622145906,0.015101652830775933,0.05901780593165276,-0.04404000701885344,-0.05667089601258134
Taf15,0.09400733425902176,0.02788307117008959,0.11253337781013881,-0.04547307275772416,-0.05770367764544833
Il18rap,0.19236276912308606,0.256563807540565,0.3999613551609262,0.3728806017930099,0.36870934443569303
Crebl2,0.027325652319382002,0.018288772431424728,0.03316425293765434,0.018023161854246503,-0.014331401503412545
Baz1b,0.11187024845632988,-0.11560895091269989,0.16297142435823006,-0.08206709793263192,-0.1906191143406619
Bard1,0.037468305394383686,0.015595938911592066,0.05069370851434084,0.00450226067144375,-0.0001506344777276944
Brip1,0.11409873375317797,0.06310337991238224,0.1003379314387194,0.07211390199664058,0.0666258735288869
Tfdp1,0.026360922480713856,-0.03724870835845429,0.13813111470291992,-0.02588136015217392,-0.04677828167231804
Smad4,0.07867047726974084,0.08657326007550266,0.09318226585981244,0.09443669007988956,0.07984828583388731
Cd300lf,0.0022765533717796146,0.005832650456673052,0.04953246141401498,0.0315249401991968,0.08034399477219946
Zhx2,0.01686975118910565,0.015828121567786346,0.023128198815634632,0.005390356792425988,0.015017873329706184
Tcf7,0.6253148460999531,0.5805802703605846,0.8098442910913418,0.4643212360183282,0.26930253353301137
Izumo1r,0.015210323124906295,0.022621306895703585,0.05604848021337039,0.008293070011186121,0.0
Dpp4,-0.062160209257711665,-0.025235716135036584,0.04999346976164295,-0.028240029284899708,0.02537271038693456
Clec12a,0.03303966266401989,0.011879578903898345,0.03515308889107195,0.03001125239449111,0.0018296163716769623
Hdac9,0.0002385084706033487,7.460574862026149e-05,0.00011896565285777629,0.000126130590264706,0.0006711290857051263
Kmt5b,0.051969710604049806,0.06411391218769204,0.06768764105814844,0.0655906114977814,0.04807685881439409
Klrg1,0.49565631764920565,0.8823930743827072,0.950301659510842,0.17360174902068237,0.0018205969577893555
Setbp1,0.0330749029485362,0.03927482384551569,0.0358164369839412,0.03410117024123366,0.04750446255190775
Vax2,-0.026258968794620304,-0.003557466835757125,0.028145620144239693,0.039148081862359484,0.00942303036195915
Smyd2,0.008452126016616938,0.02070089546580378,0.04189285468150726,0.03508992868845609,-0.017790665950342312
Klra3,0.04742272025217543,0.0557296898612065,0.049037972500711506,0.08294975069124047,0.07345450769562316
Fmr1,0.03977570897271858,0.07332885414170083,0.08305371642330901,0.09273941752279848,0.044178027969490274
Pa2g4,0.030657953338738192,0.3017359312896018,0.3302701027533867,0.3496499225839186,0.4106504069431566
Hmgb3,-0.0515418625528358,-0.10588107478491912,-0.008127842153723452,0.02513235047839473,0.09459731560980306
Chd3,0.1831278408322966,0.23776381827589413,0.27178034935144907,0.0982614681395796,0.08408759058801824
Kdm7a,-0.009862092894062676,0.14354824511846245,0.22336275148723408,0.22172201940529312,0.21468952329564098
Fcgr2b,0.06897346274982079,0.06522450394070713,0.06879038738300423,0.09591366999851175,0.07512542030218529
Chaf1a,0.04521863468571879,-0.02805899587518229,0.0429844782474332,-0.009447362239334544,-0.006386801130784804
Mcm5,-0.1923197534684726,-0.3396339901531233,0.07801184200689931,-0.13929147071484094,-0.24851604594632393
Ski,0.04485748522370941,0.04949605070883773,0.05251336552378728,0.04911029363520165,0.02816894000531049
Bbx,0.063717090930558,0.060715913781161895,0.06045163424820462,0.044255477412383545,0.06368069560803108
Srebf2,0.03168097018568982,0.023851235078348073,0.03261729612163331,0.015167568348591783,-0.014132374966398475
Lmo2,0.019364171815057132,0.0035543952321998155,0.022438181831263716,0.0033571808005302068,0.0
Ahr,0.012118031749711645,0.0069500485511010965,0.012793075853636187,0.005924546813639461,0.01719670355314657
Ezh2,0.3495741433810346,0.30341914967870526,0.4296446357854475,0.34481685226808767,0.47164615892468825
Ccr2,0.03151467587546937,0.08542145621105268,0.0660017458357023,0.05800747736295168,-0.024525540357053177
Fasl,0.13561541327665685,0.27033320921872844,0.279231057782935,0.26820101363972954,0.2674094293795536
Tcf12,0.051243230610319865,0.04597247929640686,0.05834414308201965,0.059800196757699625,0.05353632335140637
Hmgb2,1.9334746274578514,-1.2227967384236995,2.405224834773533,2.5754365375359534,3.358247766104904
Ighm,0.2658837945643446,0.27020994620571237,0.27437137807684997,0.28534216690269815,0.2621621902118715
