,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Zbtb11,0.37760437,0.65086323,0.58968127,0.37877634,0.5546136,0.3652868,0.30809298,0.36320987,0.39008594,0.46066093,0.28991884,0.482263,0.19882199,0.3444252,0.3639004,0.37882397,0.40105906,0.34201586,0.51558775,0.62371993
Sp4,0.38153234,0.8664806,0.20548311,0.42730284,0.57575506,0.076857865,0.273583,0.40254337,0.49283683,0.34644327,0.4515047,0.24376146,0.43261474,0.62415296,0.1766004,0.485241,0.25559092,0.44789013,0.36285868,0.527752
Tcf4,0.05004944,0.30875787,0.13138576,0.08638171,0.13628092,0.15390211,0.11963351,0.14790136,0.15924598,0.07996234,0.07472523,0.0,0.09548224,0.09451019,0.12755431,0.1504961,0.056026842,0.0,0.045918953,0.16126205
Atf3,0.0,0.07165109,0.046250913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06739596,0.040037163,0.0,0.0,0.0,0.0
Cebpz,0.86509377,1.0413882,0.4132468,0.7926222,0.79934144,0.80117214,0.9982088,0.9174592,0.9997105,0.8466706,0.7375353,0.5253705,1.0114123,0.8602778,0.7702385,0.7417874,0.3640279,0.66049206,0.7999455,0.61942667
Suv39h2,0.0,0.06824648,0.0,0.054368813,0.0,0.0,0.0,0.0,0.020107972,0.0,0.0,0.0,0.0,0.0,0.0,0.038635712,0.0,0.0,0.0,0.0
S1pr1,1.7719604,2.0990727,1.903878,1.155173,1.9538499,1.3067008,1.5417206,1.899157,1.5112854,1.645371,1.8949329,1.4338222,1.6404262,1.9484673,1.6308074,1.5818672,1.111007,1.9160058,1.4719663,1.8201957
Ehmt2,0.43037164,0.8467114,0.50540674,0.49908456,0.28898525,0.41206387,0.32417202,0.32194877,0.5053855,0.47731122,0.4513121,0.57704324,0.40233928,0.57949144,0.32211953,0.6530477,0.5223603,0.6289283,0.3866626,0.67338717
Cd36,0.0,0.0,0.033482548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033482548,0.0,0.0,0.0,0.0,0.0
Ivns1abp,0.30775344,0.5823965,0.79098433,0.7090921,0.4852666,0.349038,0.4570825,0.37462395,0.3853625,0.3876435,0.5078941,0.5412141,0.38811976,0.6122721,0.5993931,0.7443917,0.6426192,0.38539624,0.25026473,0.49631497
Foxn3,1.4691683,1.59577,2.5318127,0.67534995,2.0476875,1.5035663,1.3617623,1.3901165,1.3844819,1.0937371,1.3480386,1.4564465,1.4475108,1.2452304,1.8250792,0.90816176,1.6830101,1.7409478,1.3130745,1.9580073
Nr4a3,0.09038817,0.08422614,0.46825516,0.19325584,0.0,0.34195554,0.20687266,0.20492814,0.36806193,0.14969839,0.21869022,0.11238545,0.3340554,0.1583076,0.27952737,0.2366195,0.30370647,0.19409713,0.12575868,0.34317037
Setbp1,0.09738824,0.10469755,0.4882706,0.04880842,0.1973564,0.17473286,0.0892053,0.021884441,0.032826662,0.11320241,0.08882051,0.41383472,0.18261799,0.108159766,0.17899215,0.062278815,0.3323965,0.061190553,0.033240836,0.0
Lmo4,0.14214107,0.07295042,0.4387334,0.27211425,0.1442103,0.12057609,0.18976155,0.18550134,0.24755245,0.15432326,0.12669095,0.13176005,0.21920694,0.16134392,0.26417065,0.31413412,0.06261059,0.13737501,0.18581155,0.31205332
Mllt10,0.3178966,0.38688007,0.6336869,0.37825525,0.35391423,0.22318885,0.3394053,0.30099633,0.43753684,0.32209083,0.27811062,0.2830527,0.40960574,0.59096676,0.4528373,0.21935925,0.39112774,0.51215804,0.55505884,0.0
Stat3,1.5354532,1.0455004,1.6070663,1.0357001,1.2883121,1.1325634,1.3863288,1.45983,1.3279414,1.2041733,1.3363886,1.2671072,1.524064,0.9372483,1.3736305,0.83458394,1.4255179,0.8499557,0.9075346,1.0477223
Eomes,0.12147508,0.04010602,0.83814937,0.3358398,0.7245299,0.10164785,0.16657752,0.15031815,0.31538793,0.20851386,0.09652102,0.2063613,0.16207537,0.026759122,0.62363255,0.2737231,0.44809365,0.0,0.42382938,0.56206286
Epcam,0.023755053,0.0,0.09943399,0.07993058,0.0,0.09881059,0.056972787,0.0818688,0.059374217,0.03293579,0.045108676,0.030066343,0.030901518,0.0,0.027888931,0.078731075,0.09374876,0.0,0.0,0.0
Bcl11b,2.67204,3.5528076,4.1491795,1.4783603,4.0389547,1.9248838,2.7910318,2.1326826,3.454761,2.26931,2.5955021,2.581935,2.2083228,3.2085867,2.7998416,2.071401,3.857169,2.974315,3.7707415,4.1255145
Smyd2,0.033526108,0.08331522,0.12850347,0.106848076,0.0,0.029643953,0.05674809,0.040752824,0.031485286,0.033935733,0.029881967,0.0,0.038182516,0.0,0.097186506,0.053154983,0.0,0.06865005,0.043217443,0.0
Cd37,2.210182,1.8280153,2.9185023,0.8887195,1.5630434,1.7487404,2.0508642,1.5676777,1.9211937,1.4741826,2.248943,2.0799558,2.1719303,1.9395851,1.8250468,0.89993167,2.139906,1.3291699,1.6688104,1.7417232
Lag3,1.4970661,0.6070572,3.4232073,0.4817036,1.5397526,1.4131256,1.2447224,1.4855633,1.2120646,1.1960961,1.3727828,0.90037143,2.0572827,0.10563053,1.5461986,1.079072,1.4618539,0.9173406,0.121982396,0.4088756
Havcr2,0.44732156,0.17339723,1.1380097,0.9149002,0.79496443,0.7153724,0.72530174,0.41278732,0.40780345,0.72662026,0.6505218,0.6140325,0.66751784,0.12792945,1.011702,0.6203695,0.21355915,0.32290006,0.42416638,0.20297611
Bcl6,0.033526108,0.034416713,0.079301566,0.0,0.0,0.016413331,0.052539334,0.036999375,0.016413331,0.0292775,0.055372663,0.03831258,0.07075396,0.057754118,0.033482548,0.0,0.06812998,0.0,0.0728179,0.07772239
Cd80,0.05464934,0.0830981,0.37262553,0.0,0.17286858,0.06393185,0.09173693,0.015779905,0.121040806,0.03665351,0.13732043,0.06418948,0.05006869,0.05102041,0.19919954,0.0,0.056026842,0.22681245,0.0,0.06644518
Zbtb20,0.12020129,0.3647312,0.5156991,0.04020992,0.16737151,0.059295826,0.13028164,0.03946254,0.1452842,0.086460695,0.053629294,0.10337891,0.06852633,0.40449458,0.43495297,0.022917211,0.21062753,0.18158321,0.0,0.24741647
Pbx3,0.050786085,0.0,0.06940766,0.013395531,0.0,0.0,0.052278288,0.03985171,0.0,0.04779027,0.04526586,0.0,0.057839707,0.025455995,0.06940766,0.04558105,0.0,0.0,0.0,0.06664734
Cd2,7.1600904,7.009412,9.47194,4.438894,7.5788264,6.9936376,7.20339,6.695256,8.089239,6.7704067,7.317952,6.779142,8.264949,7.3118134,7.7696567,5.707654,6.383172,7.999695,5.4840364,5.7381783
Il18r1,1.7534959,3.160562,3.4580593,1.0644293,2.8078678,1.4794525,2.1504574,2.2429197,2.3413339,1.8970922,2.3304245,1.3896679,2.4591527,1.7671523,2.548522,1.5944357,3.1071215,2.9147015,1.5537205,1.5916398
Prdm4,0.07786292,0.14898059,0.3092469,0.09771848,0.27457362,0.18864821,0.14622524,0.08890543,0.13769753,0.070785575,0.12011294,0.13673314,0.08867721,0.06924374,0.12261371,0.19111876,0.071477406,0.220934,0.0,0.15593396
Maff,0.06100134,0.0,0.08336851,0.049962975,0.0,0.0,0.056938943,0.02304638,0.08147058,0.082624644,0.054370765,0.06938185,0.06947376,0.05884159,0.03754949,0.06257026,0.0,0.05722603,0.0,0.08320897
Vsir,1.3795205,1.5727777,2.1880496,0.6752295,1.6817276,1.0928857,1.1831686,1.1339884,1.0121382,1.548108,1.5054214,1.5183331,1.3898432,1.8962352,1.3242338,1.0209327,1.2418257,2.0492206,1.1719625,1.5051954
Zfp113,0.11966546,0.0755669,0.30775696,0.026148327,0.0965354,0.022494439,0.020053709,0.04443376,0.07060045,0.06520864,0.05655018,0.062023625,0.029523516,0.11683712,0.12572776,0.0,0.0,0.05722603,0.047928646,0.16670471
Carf,0.033526108,0.0,0.08815875,0.014441635,0.0,0.0,0.047949865,0.0,0.023743162,0.033680473,0.029881967,0.0,0.038182516,0.0,0.038892414,0.0,0.0,0.0,0.0,0.0
Nr3c1,0.44015193,0.53171057,1.0238445,0.5297599,0.71068543,0.34150484,0.52134424,0.3953408,0.42648655,0.4493322,0.28808883,0.56377184,0.39714402,0.50428104,0.74674505,0.6380877,0.21101552,0.90417683,0.96589255,0.71227396
Tnfrsf4,0.0,0.07968156,0.16972825,0.021193318,0.0,0.080706716,0.04568304,0.05443929,0.09924506,0.016510362,0.0,0.024019383,0.0,0.0,0.13065228,0.058386363,0.0,0.059665095,0.055275504,0.0
Itga4,8.318059,10.962457,14.045021,6.334742,13.108349,7.7461414,8.695006,8.3555765,8.926361,8.826901,8.316067,5.377826,7.843425,9.285131,9.397282,7.4859753,6.5948844,9.56752,6.5305204,10.65077
Notch3,0.0,0.0,0.05055501,0.01870223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maml3,0.0,0.0,0.06788125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05571666,0.0,0.0,0.023125457,0.0,0.0,0.0,0.0,0.0
Zfp444,0.114641085,0.12432181,0.28920522,0.05119484,0.2686739,0.09242664,0.11817348,0.14418592,0.22333252,0.08264606,0.14141887,0.097575836,0.13056347,0.077259734,0.0900379,0.060495913,0.12273495,0.114199124,0.07548627,0.06475909
Zbtb38,0.4229195,0.34776574,1.0049559,0.33315486,0.63368887,0.5237207,0.6542386,0.47505134,0.5235214,0.4599396,0.49144992,0.3558126,0.4050457,0.3802759,0.8796032,0.5047591,0.272305,0.7643106,0.64019746,0.4177591
Baz2a,0.6308801,0.54482895,1.0474027,0.54215837,1.0032709,0.4616064,0.6278355,0.94266707,0.85558355,0.73755324,0.84876275,0.7143264,0.5844947,0.95386267,0.8653775,0.48821443,0.45258573,0.78029084,0.89203656,0.48364294
Zscan22,0.0,0.0,0.018693488,0.008312552,0.0,0.0,0.01058122,0.0,0.0,0.00644603,0.0,0.0,0.0,0.0,0.018693488,0.0,0.0,0.0,0.0,0.0
Rb1,0.07434807,0.058766417,0.26141208,0.16926435,0.046442598,0.13814327,0.05333304,0.08887163,0.06418729,0.080698416,0.067190446,0.05653301,0.12041703,0.049381655,0.14523916,0.031180222,0.0,0.1357961,0.14734785,0.0
L1cam,0.13988431,0.17218909,0.36180347,0.026836574,0.08658765,0.0465988,0.10926319,0.17755681,0.10237666,0.04326858,0.10264595,0.0,0.08898783,0.0,0.28622645,0.15022612,0.0,0.1253801,0.1352542,0.0
Vax2,0.035691146,0.0,0.1461916,0.08316939,0.0,0.0,0.018583119,0.021886785,0.033973627,0.061444372,0.0,0.032321416,0.054215886,0.0524348,0.020248707,0.072091036,0.0,0.12904605,0.058431614,0.0
Tnfsf4,0.027475234,0.0,0.16305208,0.0,0.0,0.0,0.031835645,0.0,0.0,0.01939413,0.024488797,0.0,0.03129124,0.0,0.16305208,0.0,0.0,0.0,0.0,0.0
Klf6,4.7177615,5.9839377,10.554565,4.10552,7.6748166,3.586779,5.3278546,4.2928767,6.1992326,4.882722,4.619263,6.4085546,4.1790657,4.713186,7.324647,4.254268,6.559326,3.804589,6.090175,9.135412
Trps1,0.2551765,0.326726,0.5815786,0.22544466,0.31749982,0.24481812,0.13749492,0.13460168,0.18034615,0.19382676,0.12395638,0.21258675,0.12600935,0.16600911,0.24708246,0.32911897,0.04407101,0.1227507,0.17920479,0.5135124
Zdhhc2,0.16434073,0.029383209,0.28021884,0.12156632,0.17591572,0.100447655,0.16421661,0.09877242,0.17233954,0.16343226,0.08787266,0.1547063,0.112281725,0.09076829,0.23055229,0.12617023,0.06857074,0.061190553,0.06525378,0.0
Itgb3,0.25280505,0.28625745,0.36802217,0.105431646,0.07155436,0.0844744,0.24655893,0.20626035,0.242397,0.1558498,0.2659297,0.24904592,0.25614384,0.086887516,0.3286333,0.16472395,0.1313861,0.20386603,0.0,0.17373186
Fbxo17,0.02331085,0.04800067,0.08821,0.0,0.0,0.0,0.03102386,0.021238776,0.0,0.018899592,0.020777063,0.0,0.02654847,0.06924374,0.031858165,0.011957447,0.071477406,0.05453403,0.0,0.0
Gatad2a,0.6978882,1.2241801,1.3583851,1.1445346,1.3073539,1.116762,1.126149,1.062975,1.0762846,1.064587,0.98473996,1.1496599,0.8361223,1.1863153,0.8655017,1.0690681,0.7073042,1.3212267,0.80012465,1.1806898
Sirt1,0.08400416,0.22283307,0.29587063,0.27419966,0.24102569,0.16137765,0.08005105,0.055507928,0.27372834,0.033455305,0.081632406,0.076875046,0.053994823,0.07530121,0.03464769,0.14361873,0.04751428,0.148556,0.033240836,0.13451648
