,AllAct_P2,AllAct_P4,AllAct_P9,AllAct_P10
Ccr9,0.08372418730305214,0.07469816895248876,0.03502912994568125,0.026957350770035624
Tox,0.20373540099642473,0.20677583105818226,-0.1031299126476554,-0.05993845224697562
L3mbtl3,0.043770890984416326,0.03377124603465789,0.03205026245893573,0.030493265398749546
Cd9,0.2522637363011032,0.1696087292016588,-0.10360559191993307,-0.06109375928673953
Snrpb,-0.0352688323693659,-0.08988913329522573,-0.3925435260271305,-0.23660157089874329
Fhl2,0.11609479805971257,0.025776545255714933,0.07830824059583055,0.10834480374820339
Klrb1c,0.09147848546964159,0.0008600066426020775,-0.03805708672085419,-0.18016177899556093
Cd200,0.10771668421934284,0.09301941398420367,0.05063093731164661,-0.0005285930842118412
E2f1,0.11720177802383283,0.11067318602613253,0.08408581725925514,0.056044370193900496
Klrk1,0.1727019014961993,0.03854737554003684,-0.05077462937857729,-0.030680136438261185
E2f2,0.07816329208258181,0.018731862045287456,-0.10691503075470832,-0.129447568596329
Cd47,0.5505355946721036,0.35865682933202875,-0.11932805925300281,-0.3045004969285729
Hmmr,0.8253284552235997,0.24431258190215344,0.11674078281720916,0.30286485743130936
Cd22,0.03161701957323649,0.0239948860673241,0.02136193141525291,-0.0006660354361641155
Fcgr1,0.00712797427175719,0.002133376458878629,0.005354190713349953,0.0010826657459863296
Tshz2,0.007844420792193604,0.006934761686304825,0.0052109731201618725,0.0019768873746779966
Tnf,0.024358955553690387,0.016186129626636292,-0.00048016011081678396,0.004335769131729955
Brip1,0.11077902469882894,0.06297940440788803,0.09255998986970172,0.028209580903137937
Ccr6,0.041869411434572394,0.03955638131322873,0.005644744360484667,0.002911202535931249
Eng,0.00847118825364931,0.0031586981158658388,0.00022710999197795553,8.03320615251723e-05
Cd69,0.4309887045747539,0.15439588542795574,-0.30857382571582914,-0.39490115205952797
Suz12,0.03586630180033673,-0.13679583633145484,-0.2441494758167822,-0.22408617843291173
Ahr,0.011437217446798714,0.01014803925558313,0.005610467469075756,0.009675822036156741
Sema7a,0.06993904571816277,0.06840564719060327,0.024232806142364567,-0.011245649279361334
Dnmt1,0.23283900590316148,-0.012836494754368453,-0.03730617663670558,-0.1324181074290024
Cd28,0.5999707184277686,0.5152908756670346,0.04909563979500458,0.2179913535114183
Sell,0.4342582998924442,0.4030113084209805,-0.021754623175374393,0.22089424779556366
Espl1,0.06541352582779363,-0.004091046378968469,0.009068375062779771,0.004720005123452371
Aurkb,0.45659733409118186,-0.1609169802694405,0.2894943742554642,-0.012904558104846968
Cd44,0.22517045774639557,0.21747277886913868,0.05300171718126625,-0.13652097737578164
Ighm,0.28169095538574984,0.26257971845655503,0.2781884483336376,0.17673927977070403
Ctla4,0.5477645201921331,0.5388544876322371,-0.270119345600558,-0.16100796264110392
Daxx,0.06844165364708903,0.0643974090900469,0.0091232441812334,0.052798287556413546
Il21r,0.09560127771890588,0.07586175566031611,-0.008243247341813956,0.0830514117352676
Hnrnpd,0.011389925738729234,-0.13190470214041206,-0.3837010896818224,-0.3872857450764941
Cbx5,0.13389718083930813,-0.05970887396385475,-0.08049058882514373,-0.06297751178336708
Pcmt1,0.06035952868838736,0.06210161489014703,-0.02161076728530631,0.03536045001319522
Maml3,0.0019704537563857874,0.0011868707401632586,0.0005557810780623001,0.000489216337540326
Pdcd1,0.31597649925624105,0.31092623705960093,0.20546022518883403,0.22550994243541092
Ttf2,0.026988298751171844,0.011862688542215678,-0.003386068897723972,-0.017038855408455313
Sfmbt1,0.02269327441571622,0.0033884132727994127,0.012088451407717925,0.010774650373521492
Id3,0.0012461310726157168,0.0007259224933547772,0.0003695356198185255,0.00019610437091533472
Batf3,0.11704324671271685,0.09533155712071782,0.07841619385596396,0.0015800606526981515
Foxm1,0.03356225129055887,0.010980121382181149,0.020162703387619607,0.014947698795386197
Snrpd1,0.0923704833160922,0.029979563657603008,-0.1493979031143281,-0.1516279206292428
Pml,0.030529400353484736,0.025947528245152507,-0.004596935186077663,-0.030970414827506322
Btg2,0.46023136944410953,0.1285780481921337,-0.266450102588103,-0.07963838012756902
Ighd,0.02554896595614048,0.025214548968315632,0.00012707220608783836,-8.972370460769865e-05
Mybl1,0.01669727556153052,0.014033726276548409,0.009683939714491762,0.0005591392771014867
Il7r,0.36968633142188057,0.31521812240279395,-0.6157255279199376,-0.154720087905388
Hdac9,0.00015321806924232725,0.00019656527001513967,8.98234637488918e-05,7.920751606723566e-05
Havcr2,0.269784741714165,0.2651443971067428,0.10232077168244397,0.2259180444928543
Clec12a,0.03312187136998251,0.015440918677715725,0.009723391916925188,0.0023156107383911066
Gtf2ird1,0.016517511018189962,0.01378337132844198,0.009766736455554363,0.004388215461690488
Ikzf3,0.10499401778774561,-0.02221448772902886,0.08596285210249957,0.08544435541715553
Ppargc1b,0.028127217698622108,0.015964563162896513,0.010490370016441297,0.01347712909793015
Notch3,0.0019388433743673969,0.0033749657782762617,-0.00028750955247554906,-0.0038816390514848516
Cd53,-0.05617552162179406,0.5114859139146686,0.1539927907701423,0.0038624345318821174
Nt5e,0.02428004867555674,0.029581322526675582,-0.008434158795421224,-0.01887740497074609
Tet1,0.02323740617421217,0.0264260881807485,-0.003349277000686353,0.01551424494858641
Cbx3,0.021281946721465352,0.028104139385017796,-0.0032333964800463516,0.003946840520784059
Myb,0.09318208445985803,0.10307626247412296,0.08130039827766697,0.03887817677386846
Cenpk,0.08267420528050574,0.09776466099586052,-0.007113188812212444,-0.009242722094030617
Brca1,0.10370657401861137,0.12852084512104509,0.005255121480001519,-0.004063064239102996
Mcm6,0.40219629795377254,0.5477569194962301,-0.3175714033533198,-0.3154243143397956
Fosb,0.3494758808909592,0.36334444765790536,0.1894004367260227,0.14345208675787338
Tlr1,0.013023483839938814,0.03244387777076045,-0.015356275150341566,-0.001247411482504538
Rora,0.4224318234716013,0.4352561940958999,0.30362745125506974,0.27780737682060896
Treml2,0.11056260284083017,0.1468804985394953,-0.008599429935140903,-0.0008343104433177337
Il2ra,0.06465789748641979,0.09516095864114255,0.07570844196092198,0.07553078561322395
Slc3a2,-0.016096430229187237,0.08857029345448157,0.05468369512405077,0.024433443033592607
Fbxo17,-0.0020004011814914536,0.010670518153531252,-0.0017401591892561043,-0.0012590811429863407
Ifngr1,0.5759756249984123,0.5902805437107294,0.27447849954145315,0.5684617107901071
Sp100,0.2623445202484949,0.23671736535410712,0.08135577703220356,0.22709933948674443
Chaf1a,0.04809966429942401,0.04734243584875349,-0.005049153454113308,0.0008972492395987898
Itga1,-0.006447880507208111,0.07187553961190842,0.05202080964910958,-0.0033012755968421935
Adam8,0.04593104446756895,0.05098783028487066,0.0261519227249044,0.01805041136976367
Zmynd11,0.07682371355917436,0.0788141349453511,0.03945848431055162,0.035079860838614745
Rad51,0.02656730164075563,0.0350842806580257,0.027586851358583447,0.022297017876043032
Srrm1,0.009704252261582348,0.04218299921925006,-0.04089607324947461,-0.04691823246102226
Itgax,0.23066737953625902,0.3075266213257728,-0.00757299915651786,-0.08168144242675891
Chd3,0.1481038318406357,0.198310826894641,-0.10640291635613496,0.14306209070012293
Klrd1,0.21558146468346978,0.44992756794230393,-0.530390634559514,0.0899829143292606
Klrg1,0.7364155662599001,0.9906623810637891,-0.2594371275210077,-0.2874552608278584
Pirb,0.003231689511616367,0.04906941074236299,0.00695272433746851,0.0065450053274028145
Tbx21,0.1125054967043292,0.11782470479565328,0.1128340093785376,0.08084699693495093
Ccr2,0.04571530354611838,0.0737633621820721,-0.043501938192369624,-0.09629208315343667
Mybl2,0.01730614963325698,0.02531734118859287,0.00021526632159776416,0.019357000072572676
Rel,0.13758126186664568,0.14233660938347775,0.065165472335441,0.03390741011675044
Klf3,0.1493759035648597,0.2600883550152951,0.005424386652072223,-0.11735150284503955
Maf,0.03590733939652773,0.06074251383874701,-0.020709916248609676,-0.01543518668532996
Hells,0.10258418786235991,0.33908463307863745,-0.11291395505905724,-0.11302361644834868
Phf19,0.028307558234709932,0.0321384447429529,0.0022298165522260413,0.0063768830759332856
Ebf1,0.007808178638679902,0.016566633435316103,0.0042660680253913995,0.012911680112244727
Klf13,-0.19327517954807333,0.2882254160097282,-0.4920076965443971,-0.22755761134349708
E2f3,0.037089478614604626,0.047216969430264884,0.025222944620491513,0.028720881830767223
Atf7ip,0.05430715220039246,0.06838605678626504,0.02798304601419816,0.04169735807161149
Pbx1,2.7607815799556098e-05,6.646049077012618e-05,3.204635313731061e-05,4.551426950994556e-05
Slamf6,0.048117055546035174,0.09776369381679827,0.03292961291761518,-0.1827346247586305
Klf6,1.246819003110486,1.227836116925521,0.8879843162683744,0.8880173778833653
Il1r2,0.019699493976132378,0.02553194332047113,0.008132166980069237,0.008007625559804632
Mbd4,0.01820798090172018,0.021498608994096245,-0.0072719575391567174,-0.013836797988379385
Orc1,0.021700720327050203,0.032282354519699186,0.021348960463098927,0.017292708095951202
Kmt5b,0.04787220441259506,0.056617765440027897,0.0487834585964283,0.04615643645596954
Cxcr6,0.545459433461853,0.7212961109759276,-0.09746053483892325,-0.07761337523226738
Tnfsf8,0.21830786060376686,0.2123659447095725,-0.032105065034390666,-0.004962817422844883
Ikzf2,0.05411739637887853,0.06873226522163238,0.04259705838356482,0.03935958446645258
Zfp1,0.031158515869712928,0.033817417747637996,-0.007129531343617979,-0.031989419424550546
Mcm4,0.027195042857545527,0.04740257821506822,-0.08754678994009543,-0.07341637084477276
Prdm1,0.04002359804517553,0.06387343652401076,-0.08594534148918688,-0.1192990974425049
Zfhx2,0.024979571896433815,0.025380860778092124,-0.02219670553616853,-0.03287078937900532
Ikbkb,0.05854191400027074,0.059719715223335426,0.03440400539878214,0.010196748577945862
Batf,-0.0032746470151510027,0.31635562601823036,-0.2501123416541262,-0.20347915167545358
Kdm6b,0.15810631978484613,0.16754479830459917,0.16612267379627477,0.15337496133410727
H2-Ab1,0.012205041893327698,0.7980672487361715,0.03827430992704651,-0.0029900652523679487
Klrc1,0.3621697171401235,0.4426642812532371,0.3466128915714838,0.12748507401322987
Ski,0.046971225689299886,0.046637307028011235,0.03544423068600055,0.012110361691016232
Cx3cr1,0.10062364301880614,0.11831816782597662,-0.01891389174275203,-0.09799396310443119
Cd55,-0.021965962165190332,-0.0137690118793306,-0.03113117925165929,-0.027743670191749756
Zfp36l1,0.31950804576097286,0.33594123941083814,0.10978458248547343,-0.1810054982584908
Il6st,0.04178842960036851,0.05839462099459986,0.04574405119040187,0.028117465585697554
Il1rl1,0.055880874066474184,0.08689096922218796,0.07437288496470229,0.05195140375151042
Satb1,0.23046945664224144,0.25251288401134836,0.3438824778244127,0.3396140217704309
Hat1,0.014318690402280983,0.03457366029906196,0.18398296436126824,0.15785406356530018
Ssbp2,0.04466884560290648,0.04805341681954333,0.07757722019484546,0.0640804629057247
Lag3,0.5737421491735182,0.3181229783207636,0.6697134823363095,0.5817327822317675
Scml4,0.014126619172702018,0.019017470655503552,0.058761666484460066,0.05218719112278714
Itgb1,-0.5300194973356063,-0.6095362146597915,0.05781844570169779,-0.21201372968857068
Nab1,0.03666995639905686,0.10888051404918103,0.12747369204481426,-0.005345654221417405
Ssrp1,0.17107397061249766,-0.13399262981454366,0.1359924860860942,-0.2513472262195744
Rfc1,0.07838240392993913,-0.020153457540728635,0.148412291949019,0.14322879828551355
Fcgr2b,0.06901588020939435,0.045684226134969946,0.09852642270581098,0.019819425723927555
Pa2g4,0.04966553855510027,-0.14214284741828653,0.37314303348345595,0.3326978052029477
Cd300c2,0.0024638281249088566,0.003292626826517613,0.005992434044232257,0.0038529484723653492
Fos,0.7111910555364229,0.7655716528695047,0.9517027275048876,0.6122056942889629
Klra9,0.003522653828160901,0.007291716191008263,0.02079756971787481,-0.03086741823924794
Mef2c,0.008278130169717004,0.01224757541895999,0.013782890038864747,-0.0002820136625161256
Ccr7,0.8075486581974055,0.6417003651351224,0.6989544572354791,0.17130207581858695
Fmr1,0.030401466893514414,0.040465205183611117,0.09412171703007165,0.08423740261287896
Btbd11,0.006110016288526619,0.0067719984454882925,0.017973380470181325,0.016316676307738486
Jmy,0.020949919785765186,0.020025352664183795,0.03579621012810734,0.036008611765807705
Zeb2,0.20189386822782304,0.24897920647154664,0.5171162804666445,0.5227529622356695
Ctsl,0.024826015449696526,0.023449981316663922,0.033104433781318075,0.007989050515254455
Alcam,0.04722921805014085,0.04930574095082173,0.04909427981402618,0.04700589137312326
Csf3r,0.13310154943639257,0.2318220102110508,0.19579511743884645,0.0813812691021204
Rai1,0.04158077459928969,0.035435768611778246,0.04156455504160829,0.04276494312952373
Thra,0.02769604358487886,0.008682267547304263,0.030875871301002524,0.03079144762943274
Ube2b,-0.13028264625257538,-0.033862432752165626,0.09498462205458277,0.09021955999992391
Klra8,0.0008224825569593977,0.016484328534316372,0.018452036740624712,0.009656408107405779
H2-Eb1,0.19343090110569647,1.0297250979448425,1.002350600538895,0.6036634574417781
Izumo1r,0.012068558914145088,0.02108587915247026,0.016953915375702098,0.0016983320445397923
Il2rb,-0.08658957540309054,0.1396361165080927,0.5380801351119033,0.5429308826308336
Smyd2,0.0013764917292261993,-0.019865584079711594,0.020821372070547517,-0.003477344676664958
Trps1,0.06565234883974462,0.06549474870471277,0.06619496975376356,0.06501789515534895
Ly86,0.01191089509832272,0.0067700662258065175,0.046930514371965396,0.035901451703255316
Trp73,0.00629249218932727,0.005842114429540941,0.008977410647659818,0.005468750150368824
Pecam1,0.03608069698702216,0.041090576045544155,0.051868836268440424,0.03047237190000549
Zfp354c,0.00987727890347376,0.00798500180020076,0.018524461543520956,0.0026150029113972363
Il18rap,0.1977228056130945,0.25306779585947026,0.4050095023233421,0.22884738517880912
Ikzf1,-0.11244144856197762,-0.09395376282392334,-0.0501250031787043,-0.07042731870753313
Kdm7a,-0.02954131913523968,0.1521275955074843,0.20000898808942302,0.15457165973216935
Tcf12,0.04575801938753774,0.017821599850239667,0.0585793220812188,0.04259708503000179
Itgae,0.020088524525327736,0.010868412046421482,0.029098308942497104,0.010385666066905042
Ncor1,-0.01753571990581868,-0.07043318523594591,0.07469237113760051,0.024735930904085223
Cd83,0.03630258943545092,0.04996724091718253,0.04353287082762642,0.05029684491682544
Fosl2,0.030679856446849497,0.04090844844886304,0.037996141151973056,0.015022300819751686
Irf8,0.0742381368482359,0.06368173814960053,0.0972246382879636,0.11850249806038697
Klra1,0.007991301506472516,0.008464818481817645,0.02801573767989983,0.005128101670231237
Cbfa2t3,0.002992428252300304,0.0070772938817945915,0.009018554362264843,5.443603927720034e-05
Pax5,0.0002930280271099668,0.00029910442583877485,0.0002701885390290577,9.530364423257052e-06
Trem1,0.00022146846537447084,0.0006713227519490094,0.009958156657934827,0.003424999219098765
Hmgb2,1.4094148972231224,0.2978727819611947,2.6492970168215253,2.492343450187629
Il23r,0.021051529187514656,0.016158153810932135,0.0191646275438366,0.017266848826674
Hif1a,0.08651722470206742,0.09452310332931568,0.1065679294321044,0.10247846039784272
Vax2,0.00019243803130713298,-0.011878218055817815,0.034023567134310706,0.001139826321043658
Chaf1b,0.03847357828328325,-0.03429164569852888,0.16169969304325127,0.15249472396242097
Brd9,0.04759351096653605,0.030553919436987747,0.06344333865940424,0.05576097468809732
Wdhd1,0.010930056246996722,0.02170721165322416,0.04879665052394033,0.025257541340877408
Pou6f1,0.008646287307557945,0.012379591284323031,0.026329297992183934,0.024102651588376732
Smad1,-0.0018878185649597234,0.012999122437351174,0.006785002798370318,-0.00406927272432311
Cd300lf,0.004922453145107309,0.0032435867370934537,0.042877514513078335,0.03900419776045889
Zeb1,0.03544206487666407,0.037663498631449785,0.03403021365320256,0.027808600937794963
Cd180,8.816388078748073e-05,6.20565039129865e-05,0.0001013188814783297,4.301706502668434e-05
C5ar1,0.0005003604716912223,0.0003813617243837064,0.004494314305215357,0.00124340724593301
Top2b,-0.13358432061358871,-0.0890349396929772,0.016617526081284688,0.014417124574541236
Cd74,0.02486951561714575,0.05934182553740153,0.10770318551251282,0.07533676771018058
Zhx2,0.014910226267393769,0.01516292343947959,0.02680046314451434,0.022455842028864637
Tcf7l2,0.007919558554397098,0.007336126980472602,0.0075988873677284305,0.0018842543923303296
Wbp11,0.04592370064161992,0.029928919774795927,0.09930214920890174,-0.04470447574867822
Smad4,0.07864684767095574,0.08191428836347239,0.09022973932310514,0.06975591330794811
Smad3,0.04649144015389811,0.05492290069767182,0.05944244934387508,0.044301284693879735
Eya2,0.012636793704160244,0.006688221212804245,0.025148519069373702,0.000524123962758487
Nr3c1,0.09655565260360043,0.09446093996542225,0.10270574036291459,0.052111928100856394
Irf4,0.05556229932590852,0.047330008777392185,0.053205883904299534,-0.03454886011171133
Fasl,0.157560032367267,0.24513250399087969,0.2508380447672306,0.20116823278946014
Ifi204,0.0980322507628636,0.14432206981971343,0.1533292364230295,0.0007751231208060069
Aff3,0.01045272397175365,0.011518171269276456,0.02514396932093312,0.005308722328155447
Atad2,0.26897167066144767,0.009927708034150344,0.30316759747771843,0.3029042634671585
Dek,0.5449195427413227,0.1925485444236898,0.7104721538151846,0.5572868238840541
Klrc2,0.027987960281086365,0.03765701429240358,0.04443167597982853,0.0246538716328447
Smurf2,0.023207100547124798,0.02240796316193356,0.027056861164165266,0.026214002951276787
Ciita,0.0014747258043584003,0.0016219820521277154,0.002420962173374205,0.0006458815014251458
Cd5,-0.09840994898868563,0.018241988665296922,0.05018585808478467,-0.03364622548982243
Epas1,0.03620296378114241,0.029839040903902506,0.04508590474658748,-0.004741011938776568
Crebl2,0.01649592799312526,0.020252506042553846,0.018273618835111454,-0.009529373617443838
Arntl,0.0145088213145482,0.01573663253730617,0.03214583674719672,0.024995444844191233
Klra3,0.028537196762681648,0.04063555949528868,0.09941269274914895,0.06747711044461303
Csf1r,0.0008219052480304718,0.002161440695542676,0.012812877118124882,0.001248034746444409
Cxcr5,0.008919975620209146,0.014953055299790867,0.003612734406579175,0.029448023750514658
Hmgb3,-0.02350408796646613,-0.07427519291754658,0.11766523042715564,0.14617449977355007
Rere,0.050808422378667895,0.04369421305974218,0.05821230071569545,0.06621393438012348
Tcerg1,0.02951834585672199,-0.013858479304759088,0.039207832424446656,0.06361519687249213
Padi4,0.021629478120309444,0.017464121592417437,0.01315852546348747,0.026117007984300313
Cxcr2,0.0005457158244409749,0.0007903030400161108,0.004735734218092165,0.005545669773811027
Il10ra,0.06118583151034337,0.07935853131132131,0.0438044133777993,0.07630785721514102
Brca2,0.028939879099154325,0.007922314375729923,0.05033007057289231,0.05946081599609846
Itgal,-0.1462554468904187,-0.38098649953742725,-0.1296377589652731,0.12086358166042711
Atf3,0.04959685692870283,0.14756879320923233,0.2076261884841369,0.23968190753473442
Suv39h1,0.00253114137320231,-0.012093237766379817,0.037643614014359617,0.04988746715523979
Mcm7,0.35204045567273745,0.32990037799493244,0.37053974664959527,0.3997972494666744
Cd86,0.010129611009919414,0.01276856640531907,0.01659304230320696,0.022718702182537742
Lef1,-0.37248972956976406,-0.3555485596057201,-0.12379236461619278,0.2918433561973458
Itga6,-0.022875378870913295,-0.006760548921426756,0.03042849501595133,0.032293642405107736
Eed,0.02470999129412978,0.050368421152144266,0.0067907467887122,0.06450416235156571
Tfdp1,0.03159413734881448,-0.0832074850922211,0.04769636134419284,0.13125736126519463
Apex1,-0.030681972590815287,-0.048203904804012626,-0.025794776076767376,0.01593906587804259
Stat2,0.019535724206918008,0.025890179946227197,0.026130082894761285,0.0303972518598285
Zbtb20,0.03477121071042228,0.0503983838518681,0.06881071212044025,0.09832505720965964
Il6ra,0.15599012319396977,0.12878584946481866,0.1196410467970646,0.19828820365868405
Sub1,1.0856463864951444,0.5220768864871527,1.4446399261474774,1.6894732402145145
Ifngr2,0.011854073770778758,0.00979098139419597,0.0876399077354723,0.09135822639892588
Rbbp7,0.05358460379243983,-0.20066602750853388,0.41374125171567755,0.46506154591735704
Atp1b3,0.062536953477974,0.08243595492876793,0.09952236897403097,0.2755460653881938
Klra4,8.193403999583362e-05,0.0013056160697313237,0.0019782879738816043,0.008339023094009267
Entpd1,0.02901371816720298,0.04119233788035157,0.04633934407494202,0.048531951384503634
Maff,0.01901341192287335,0.02350261516657238,0.030335792850690414,0.03694534758870417
Trip13,0.004906916499524176,-0.010916071311003092,0.03586704905702998,0.08995164991170694
Mcm3,0.1465897411817357,0.4603663831578791,0.390059362311819,0.42846341097875806
Supt16,0.11963262644727003,-0.048936818426891765,0.3274013165842777,0.4320740006422663
Hnrnpr,0.05033414953833819,0.0058503882215120975,0.03783024409436528,0.0733493411198789
Cd96,0.06897012359971103,0.01930747297715405,-0.005415144052156927,0.10036398457592513
Dach1,8.42641922486619e-06,0.00010325472819476592,9.645311228298272e-05,0.000298339546616942
Kdm5b,0.033582898170239676,0.027228049971194067,0.029271372254453,0.04757812343404533
Trgv2,0.020966422151036723,0.024590021223692495,0.026379204672846407,0.030858313379357922
Jdp2,-0.02425019490246739,-0.02696470682847512,0.016375560567317163,0.030045615924794482
Cd160,0.20073419846749951,0.21241641437939712,0.1896801692634654,0.28350728964572863
Nsd2,0.06396966751230657,-0.057383632811169115,0.19599355639583793,0.20402982693251243
Ovol2,-0.00018771851110859508,0.013036987919750257,0.005314958107532379,0.025930495755301784
Prmt1,0.008595777437046273,-0.015388810368584478,-0.08015578899117157,0.0058818842826020516
Tnfsf4,0.01671809553209908,0.021931228974730595,0.017339386038090477,0.024998185502087218
Tlr2,0.01176532053993467,0.0738511167236646,0.10938040830773123,0.11457910685359383
Sirpa,0.0011819033230601418,0.0005332496851250619,0.01024062012789968,0.014137004566426107
Timeless,0.06984757221692892,0.0867790428839856,0.052204778601008014,0.10555926936950155
Itga2,-0.006400788783252334,-0.008665233280841123,0.020227228125902327,0.030218043973075447
Bcl11a,0.00013122066096905397,0.00015981214419482658,0.00019428609416056444,0.0001485774941524473
Nsd1,-0.03675320261449566,-0.04142347186373469,-0.002506047298731113,0.017018370711480293
Cd6,-0.08781942968456073,-0.049275481965159316,0.062116911318267715,0.06593246172454527
Lmo2,0.040353868331739845,0.03897463053191531,0.005028987607944344,0.04900380820357931
Dpp4,-0.05811186245423568,-0.06369205819575642,0.014826829378450304,0.056461752959903126
Bbx,0.06123371798585396,0.05315940858471247,0.055906859950556886,0.06256597122272561
Cd80,0.013634788654409398,0.013773040151470878,0.0175933562597253,0.019016443659573164
Klra6,0.007752274371375527,0.006699798393520995,0.014314852126702252,0.2463492587585511
Ezh2,0.36092764821315454,0.041546929958293045,0.3773594413853662,0.39855884963076904
Mcm5,-0.0011055969862832505,-0.22415341697841007,-0.06548335132766228,0.17410958019585204
Setbp1,0.02727334361192184,0.031137136901208333,0.020329918445666978,0.027053115552088693
Ilf2,0.02855742583620643,0.023759265814788193,0.11576933450846154,0.11719746141277042
Mcm2,-0.0070960353679053135,-0.014980458535305627,0.1794729229386893,0.16267955119120137
Plaur,0.01074503745248757,0.007450193548693449,0.11978956146535398,0.12242686045966436
Abcb1a,0.0377742987467715,0.05048329540219388,0.054593997656178575,0.06026362940001703
Ggt1,0.08292960988052969,-0.04966521834441444,0.02369399826869658,0.09896227120589988
Eif2ak2,0.0655797712745001,0.0682655485855963,0.06421634747264135,0.06834970338741733
Tshz3,0.002186889403616422,0.0006160280061527541,0.0017145905440714075,0.005626454861749724
Tnfsf11,0.008749330333720624,0.007392551014769844,0.0022316306555038535,0.010474752971170117
Il18r1,0.165014013306797,0.19960284885849627,0.19165848266104873,0.22215076340144896
Tnfrsf1b,0.048276227833465676,0.06791039580776907,0.0589577735333416,0.07471116633832238
Nrp1,0.1158317691448179,0.03896328526635586,0.17214940194985126,0.18230578661636324
Mcm8,0.015893309109065897,0.019509782218132102,0.011461756682853626,0.0199293314070806
Bard1,0.029797343809397855,0.015327083643708876,-0.008533342514129046,0.0265214805731291
Il4ra,0.07341200008122795,0.0827669532002337,0.05907184055342906,0.1348382020725772
Lgals3,0.3991830320821387,-1.9944145893082323,-1.9299591222933572,2.436035565928005
Pcgf5,-0.04912606860214234,-0.04801751478899531,-0.040777198593515585,-0.031660861815473146
