X_draw_graph_fa1,X_draw_graph_fa2
-1097.663537,-1858.830029
-1474.161897,-1757.06765
-2705.046623,-2000.562191
1336.978285,4335.831867
2199.973676,2706.972795
2319.407781,2965.374274
-1543.623753,-3742.99635
2893.558663,5645.765067
-146.6581114,526.989725
2802.621934,4028.288552
-1726.880326,-2266.914726
-1709.107203,-3319.536884
3564.66216,992.3017736
-1631.736145,-1982.046463
-2929.077109,-2278.875208
868.5692321,43.13560808
-214.7501199,-2892.489278
2761.139258,4607.958111
2543.179519,3111.022646
-1317.684498,-2089.029375
2931.857588,5528.136423
3420.817648,1177.762253
-624.2205203,-1593.862801
2895.195663,4439.416928
-1345.695423,-2243.418743
2747.60461,871.2910942
1273.942486,1735.616103
2903.364483,5294.549074
537.6600807,-2696.203181
663.2993331,-2297.039088
-912.9276411,-1951.448715
-2421.812339,-3273.963092
-4040.539628,-2969.57524
-3220.739405,-2628.101504
-608.546437,-2099.520576
2930.655912,5173.313148
-928.5282032,-2274.316437
1989.530767,3646.207309
994.1715584,2495.190121
1876.880639,3766.721619
2467.979179,4055.040614
1322.554367,4626.365069
2417.736601,3034.960172
2039.652519,4802.801295
2127.77418,5092.462347
3001.88895,5608.230633
2973.484544,5206.17656
1726.335213,3522.336223
2931.751823,5037.113484
1337.044324,1920.149348
1356.037044,4743.513602
-1997.097283,-2059.863135
-1009.011019,-600.1146984
-912.2452106,-728.0603727
2497.542486,3279.834643
3788.774739,1073.470488
-1062.355428,-2624.88812
-3789.030398,-2374.006118
-1322.460604,-897.7760998
-147.2662313,-2008.58113
1285.926383,2824.168598
-1269.454268,-2239.71181
1406.059937,144.7020115
2019.990301,2448.364174
-2330.847175,-2984.542293
1923.871786,5320.945467
2348.265738,2891.949129
1460.13082,4637.818104
-1995.764507,-2205.969508
2221.989961,3117.961453
1421.700165,2954.204241
-2124.933485,-3061.391811
-2747.482523,-1868.412301
-1667.255603,-3718.957648
1964.011104,3714.005955
-42.93980496,513.384132
2674.065828,3877.716868
1617.818505,301.8216679
2457.835295,5001.540345
2844.511478,5723.68051
-1764.794494,-1757.346804
1145.400988,3689.534403
-1990.617632,-3666.877057
-1212.911748,-1976.937888
-1500.025061,-3553.517669
1961.971935,3857.163515
-1947.779997,-2051.39728
2019.784191,3240.866736
2033.278878,4260.770101
-2623.355608,-2491.923518
1474.645433,4855.126514
342.7012762,-2239.033138
2480.459603,3092.098999
1384.978423,383.399475
-516.9125396,-2570.658429
751.0160383,-2268.352923
3961.916448,4213.846729
-2047.788025,-1919.465107
1549.510128,2502.835202
2652.359894,1348.545711
-3193.363078,-2599.153092
1587.715493,4009.756954
3049.160611,5764.853022
-3124.120034,-2182.762535
2459.097788,3025.969339
-2187.785396,-3398.87037
2092.008961,2652.700506
2737.718826,5000.489498
2981.460773,5424.892366
-1264.43374,-3083.493537
565.8933706,-2327.055071
-901.8006422,-2335.523534
3762.140648,1171.867179
3352.018058,773.3160719
1061.507881,3402.424624
2815.769673,1221.082334
-154.1342707,-2900.318127
-928.4156513,-2917.270622
2943.542083,873.1228948
-1505.015358,-2568.370601
2786.334887,5475.543201
2378.87037,1546.924173
1021.665526,1976.920569
2247.649487,2576.921476
1697.296738,2707.292185
-1398.993928,-2843.616688
-367.5028307,-2418.759377
-628.3908918,-1929.508424
2219.711065,4285.571112
-1304.027866,-2517.412145
2663.203482,1436.038897
-1677.444205,-2413.937887
988.2747768,3070.25155
-2628.559235,-2428.20126
-833.9969981,-2605.04412
-3533.03735,-2123.70911
-2896.235066,-3152.106136
2821.033878,3652.593886
2984.48658,5276.934649
1894.29229,5186.394693
2386.789111,454.6559106
1854.098737,4239.62424
1664.621608,394.248246
-917.2794917,-2558.31272
1749.733925,4157.057345
2007.932244,4129.010469
2798.269074,4579.022775
199.5409114,-1659.63511
2686.985499,4159.54935
-1503.872758,-1666.368082
1748.417858,4962.446572
-1891.127029,-2018.777996
3073.532475,1159.477809
-1391.456435,-3209.045709
36.39393208,-1497.293707
-1654.673108,-2792.522962
-1492.351823,-2213.395486
1200.409023,4223.01504
3249.615139,1101.562654
-1917.336258,-1918.314525
-1821.210727,-2220.650907
2807.933709,1366.596267
2447.114556,5511.035687
-2689.029839,-2990.852587
-1447.508861,-2439.289056
1675.233236,2454.044843
-824.8727492,-2310.523848
-1703.911285,-2972.777443
-1181.403089,-2248.826732
-642.0466539,-2255.932343
-2063.29791,-1863.958856
-1470.288101,-2253.713253
-880.9213197,-2608.85053
1530.572631,3418.558844
-2859.090628,-1856.003375
1588.345971,2040.881849
1201.266542,-373.3351824
249.4779676,-2054.768372
-3559.504588,-2787.785664
-1272.86554,-2167.311313
1530.62014,4340.096322
1103.079511,9.595687228
-3260.746431,-2485.865182
1508.164889,5129.369059
-1788.630516,-1820.529195
1613.733971,3582.492136
-4110.667485,-2833.098188
2619.239822,3981.764823
-1247.857788,-2939.060457
3025.211466,730.0400287
-548.9060649,-2733.441443
-840.2381661,-2526.203658
-396.858421,-2280.134469
-2580.290255,-3489.540577
388.042069,-2134.914065
-1743.750007,-1968.519274
-1626.792858,-2637.832096
1542.283731,4625.920173
297.6003721,-2020.469781
-1685.555583,-1858.615311
-1025.029735,-3404.685518
1718.320728,3402.307772
1860.488559,2507.125814
-551.5337165,-2506.949229
3883.330475,1158.713588
1587.242704,4247.954102
-1651.016095,-2039.340772
2669.004244,3999.494218
-1065.967995,-805.4039105
-3333.948768,-2598.057488
-2613.891837,-2100.197058
-1215.701128,-732.7943099
-1812.90388,-2161.943606
-3871.625112,-2697.496211
360.8476687,-2506.635846
-798.4306148,-2469.744424
-784.3013185,90.62237285
3761.915598,958.9238562
2827.962779,1450.557275
73.78171491,1109.923721
-916.6119922,-114.8633058
2915.362894,3331.122189
-1582.799124,-2469.341019
-3087.372426,-2509.865216
1680.94367,2241.307969
-958.3933785,-2225.152096
-870.616694,-808.7405506
-2833.807228,-2050.015029
1991.768294,4051.576296
-2202.591318,-3656.218269
573.3858692,1895.97197
2486.826964,3402.107417
-1665.16958,-2085.101823
-1291.010888,-1608.441558
3051.368082,4291.847858
2199.05977,2930.039014
1375.785568,1948.607457
1678.186247,2272.889551
2728.104849,3477.689645
2932.220983,4087.822449
-1549.418554,-3686.585516
1228.333766,2566.525123
1083.340698,1658.776553
2025.966241,2767.343103
-678.2157225,-1719.659889
-932.9546064,-1550.15631
1758.447217,3888.44208
-1580.572654,-3340.56144
3025.163339,681.3360319
1880.446851,3280.208661
1345.146554,3156.800524
2102.749093,4241.108451
1478.417018,3000.313294
2047.004736,2620.688171
-99.79073098,543.0649869
2135.717297,4313.878633
2283.903652,2677.870125
1590.195319,2821.387626
2219.198661,2460.099837
1037.139159,2564.075554
-2286.351787,-2901.798926
-1132.105362,-1792.008811
2556.973145,5613.819158
-2390.817985,-2582.796709
-1849.151979,-1981.198366
2315.097931,372.1236346
1470.013658,322.0199477
-3822.933597,-2821.180281
-1126.202167,-2233.444056
2712.906366,2144.280903
1363.442291,3851.9584
-1130.483446,-2882.688419
-940.39733,-3065.744755
-2637.205404,-2734.845445
-1711.882468,-1726.551056
-1182.106771,-2722.370746
1763.415178,-49.53165478
3357.004054,3841.385246
-634.9101773,-1149.298026
-2479.776058,-1695.069641
2111.703125,2454.984926
1334.30157,2968.945943
1202.413042,4620.014429
810.3980089,-2274.137722
973.3313675,-2419.164046
-1042.472471,-1562.655444
2020.095609,66.30891308
-1700.219374,-2163.099434
-2287.909545,-1143.752123
-2870.198851,-2484.22622
2409.762224,3391.932879
2835.996704,730.7439378
-1856.499888,-2413.879392
-2402.1207,-2185.136723
-1593.725683,-2820.510651
2941.431577,3821.536596
-425.1551776,-2421.41713
3005.740412,5680.182505
-1806.808793,-1908.306171
1994.353574,4190.63098
1965.139827,898.9211549
-1273.473894,-2034.113116
-928.0801758,-2842.65904
-548.8185341,-2148.6169
-1850.632231,-2708.121174
-665.918953,-1665.991319
-1231.942697,-2559.077667
-2033.163253,-3639.090961
-1907.522549,-1747.643529
-442.5658151,-3266.506683
1079.524121,2465.434889
-3944.497877,-2688.699176
1363.49709,142.8165886
-891.3113805,-2832.073967
480.6628981,-1948.228642
3.577141387,-2824.335752
1901.500707,2431.891925
-3719.70701,-3055.403552
1988.167212,3935.435705
-2536.495594,-3465.920486
833.9681814,-1770.870908
-1841.596186,-1881.370487
1258.284306,2742.727928
988.799644,3273.038535
2965.542169,5115.828307
-2397.191297,-1713.477344
-3661.946826,-2852.883029
-1641.597955,-3032.083481
1946.385117,3575.155008
3851.722947,1093.299528
-1660.06769,-3373.061967
1203.820547,4303.978083
-1291.984046,-2650.82377
2391.722106,2633.928255
3790.568776,1384.324294
-2406.112861,-2519.001376
1740.474372,5310.378145
-1367.92219,-1818.459816
3243.496343,1484.235082
1756.980848,207.2545777
1899.666779,2735.878797
988.9459478,-2382.782358
915.210043,1502.292245
-660.9589436,-2799.901581
3223.302808,1420.077545
-1870.522813,-2931.957955
-994.0508256,-2737.299268
-1968.151736,-1879.942064
2785.41377,4536.527212
1409.070401,4512.237995
1335.58727,-485.5615716
2920.970019,4203.476972
2770.768226,5376.107331
-3771.363315,-2519.05639
2947.118684,5415.874627
-1194.241235,-3199.30265
-986.4062882,-1874.117146
-1270.583399,-1808.664616
1357.059705,2380.676076
-1316.121149,-1491.089453
-1097.216445,-3158.127026
-3755.530776,-2437.109016
-1740.067377,-3621.55107
-4031.385544,-2914.578255
2583.719432,3830.159737
2273.125377,4681.286415
-1468.491338,-2015.01696
2119.133572,1180.690763
1878.438571,529.4210627
-785.4073163,-1922.377666
2678.994414,3388.285523
-195.8173131,-2621.123551
1680.069031,3253.642795
2956.12106,1354.531574
-812.3365989,-1582.841843
-276.01651,-2029.355223
-1232.648698,-2606.863912
1852.182207,-32.35418635
-1275.252916,-2361.715395
3859.06734,1163.553404
-1377.756865,-2084.107663
1806.254934,489.0185897
2824.875629,4374.180099
-416.6754346,-1013.36744
-1145.99517,-2159.915006
-879.8442247,-1728.642907
486.2748488,-2294.395664
2515.597342,966.6277854
2187.442212,3938.844418
3777.144294,4198.363676
1591.113504,5038.972303
-1416.462324,-2469.460469
1150.057841,2138.662547
2536.4485,3586.625877
2602.224221,4365.15674
1310.913437,4740.098879
-1184.919019,-2459.796876
1740.887847,4091.861508
315.4296835,828.0984464
-2075.214707,-2359.934512
-2879.469639,-2345.103317
-1351.414937,-2352.182565
2099.22986,2726.048322
-420.5032072,-206.9840352
1519.219391,4500.612341
-770.2415169,-3410.412419
1178.077467,3812.702697
1267.805362,2393.918848
-1079.714696,-1603.450964
932.1066188,-2431.091552
-1042.740458,-2344.072961
2985.53588,1908.702004
1250.081996,3150.474439
2978.619328,4930.959757
2161.620985,4510.544559
1164.360058,2675.157892
2890.265971,4883.605953
-3412.005209,-2583.906344
-2468.662251,-2251.596707
-814.1307663,-1714.027035
2150.497599,2475.175489
-1713.016279,-3565.630153
-3954.429679,-2755.434534
1190.332307,-248.7691205
655.2008259,-2511.947726
-1272.762025,-1478.710641
3040.657664,1133.588578
1838.689567,4688.759432
1655.145172,4184.414068
-1403.780903,-1593.522764
1503.234855,4549.571868
1495.833155,4733.988662
-462.0713932,-1862.865504
1882.070066,5072.631114
1872.125691,885.2734878
1935.459524,3651.013931
3775.188004,4102.995449
1178.202369,1803.294914
1698.942205,4770.241365
3612.459149,1323.298932
-3404.600818,-2220.863291
2716.77288,441.8863437
1115.122232,2016.869385
-308.1784699,-2436.257133
-1317.8483,-2305.000116
-1419.642572,-1867.633233
1562.562383,4661.369147
-1766.610021,-2091.623483
-908.5576371,-429.7238233
-865.8018976,-3021.046554
1957.373484,571.9230043
-731.8168429,-2516.912799
-1995.182856,-1743.690001
2063.767658,3269.818237
2170.421874,2968.92879
-2149.360814,-3514.52473
301.9719565,-2592.898095
-481.0341052,-3002.10743
-1375.981439,-2396.749107
-1478.213871,-1804.31956
-956.2283582,-2449.755396
-2109.935172,-2319.762553
3823.441361,1047.624467
-3160.664582,-2697.214973
2034.488249,2703.01208
2710.26649,5147.045855
3910.693016,1055.405722
-135.3446925,-2605.179948
3733.512954,1019.897084
779.9219341,-2168.415476
1464.514647,4590.073682
963.6331742,-74.80629658
2516.794334,5208.363268
-1213.62004,-1454.87187
867.1237518,-2220.814121
1098.257608,-150.5274257
-1517.685803,-3231.293072
3687.213841,927.3487442
-3282.545561,-2659.839595
2047.941759,2346.797137
2967.776253,5379.817597
-3133.684044,-2215.022738
2209.476413,4840.836399
2734.029397,689.9043971
-233.593738,-2807.570279
-1728.785728,-3401.472014
-3449.91193,-2522.676872
-526.0805385,-3209.010321
1753.889238,236.8327412
1882.344687,3330.430333
1534.313653,1908.185116
2609.079979,5329.256688
-1492.658541,-2765.715586
-731.7978376,-3114.472768
2726.311392,544.8045983
-796.9761739,-2110.750838
880.2851662,-2276.620417
1042.704299,2662.072917
993.1636477,3125.226696
1309.038654,740.3319673
-1604.438662,-1849.249218
2700.545647,4382.550159
1680.407532,1619.687073
1991.326518,2304.344122
1813.216185,3005.783948
-817.5383618,-2888.728505
-1414.528419,-1771.517533
1682.16021,3688.693683
-3509.812627,-2429.210063
-1302.951362,-2359.202768
3024.267647,4371.030552
-682.0151682,-2119.462253
-3327.144421,-2377.167778
2793.47117,790.7849486
-1315.424706,-1915.122929
1809.251063,3375.617688
-1118.75455,-1753.498907
-2965.31882,-2185.219746
535.0881007,1525.205611
-2895.496653,-2216.241665
2802.538498,5239.77664
-418.0189553,-2388.387374
1914.164815,4159.071938
2747.147092,4310.916764
-2091.951794,-2075.06017
3029.73843,5286.417855
1503.530867,4467.687539
3175.786437,786.5972675
-2032.821846,-1467.180833
2674.237819,4597.226427
720.2323196,-2380.074289
2950.868247,5598.421054
-924.0761107,-2751.534576
2639.921161,5515.435178
3030.193499,1318.892918
-3554.182189,-3049.859868
-2065.541934,-2943.187427
-727.0717776,-2923.920834
-2610.192127,-2190.169409
-967.7404506,-2644.595653
-620.5818122,406.6707879
1415.594602,5280.567978
1661.214187,5210.749753
-3851.207647,-2596.425906
830.5036734,-2385.534268
-2787.162351,-2050.299764
-3411.69354,-2658.275064
-729.5966886,-753.6609158
407.0662117,-2553.003279
2139.220192,2592.883539
996.6310642,1251.421563
2791.382932,4069.633233
-290.1430368,-2563.626696
-2621.902929,-1945.993481
-716.6916607,-1673.994143
2283.550838,2706.729856
-2381.830151,-3529.355349
1129.951769,1689.195874
2614.263451,4838.700194
-1514.494235,-2238.6916
-1529.130367,-2431.892217
-1374.520344,-1475.856172
-1288.113098,-1730.385076
-3621.591368,-2808.879989
2645.620068,3768.298204
-3497.564404,-2387.297657
-1023.170711,-2582.070138
-1954.520349,-2778.58657
-842.6393506,-2366.925572
3864.100433,4163.660425
1485.360848,2368.575411
-1151.072458,-2355.081972
-825.5713641,193.7029924
2793.149067,5567.04295
1036.268848,2619.282564
965.1302539,2881.362086
1277.402153,192.2586963
-1477.238702,-1185.268544
624.4511334,1265.438599
-1418.748836,-2507.533744
489.8181824,-2554.994748
-3631.437683,-2435.623868
1585.210625,3877.07493
-2366.921029,-3460.155607
1465.490549,3182.946646
-2109.029596,-3630.003036
656.366726,1163.049868
-353.7890351,509.7699967
2884.371995,5711.238631
2426.268396,3165.516326
-827.5887845,244.6924048
2548.568927,4901.079671
2495.929339,3884.571124
-1358.525369,-1935.217037
-1230.302177,-2388.255947
-1457.777316,-2109.098573
-3814.000688,-2960.676117
-2935.624502,-2229.892374
1377.707095,4804.191436
1547.014813,4087.01366
1634.822751,3211.238414
1784.386347,3647.184196
1348.826272,5101.310806
-2453.130215,-3082.690577
1942.953775,3764.001282
-875.6239804,-2560.675232
-1408.603556,-3652.488424
1865.91117,3869.077651
-1720.621734,-2647.21334
2954.736579,1409.362088
730.662958,-2319.115351
2509.018631,1442.937866
-12.57306541,374.499083
-1608.65963,-2344.889155
-1289.806224,-2996.247296
-871.0871896,-1557.002836
1339.486583,574.9696411
-1392.956799,-1659.447798
3253.702219,1137.299622
2020.015591,2615.138569
-1414.65288,-2118.244797
1248.27866,2202.607888
2728.39811,5690.093043
-817.0168344,-2838.989709
1250.026331,4001.190505
2548.211229,4682.456066
-1618.927889,-1333.195005
2581.038406,1040.925646
-1585.057802,-1999.174467
2012.998676,190.0062698
-1085.252588,-2657.213612
-1702.631878,-1907.068026
-2188.086981,-1773.229635
558.0154764,-2131.119312
-3858.974597,-2540.217414
546.0174624,-2597.705239
-766.6596117,-2441.861255
1919.014273,4215.711672
-613.1844787,293.7444512
2453.526029,4702.740424
34.32981744,-3048.261595
-2361.490826,-2467.021284
1928.065547,3685.396797
-3826.545404,-2712.221315
-3621.445212,-2491.816348
-2004.523382,-2255.636079
-1331.01285,-1545.95173
2644.987217,4741.676499
2076.64602,203.1828084
-1568.16379,-1909.195084
2823.158143,926.0756703
-844.9017138,-2051.106291
-1307.290658,-3282.540839
-388.0354137,-2079.712896
-1008.883209,-2221.573726
2373.731236,2836.008161
-631.8969026,-2683.60804
-1545.917977,-3629.183381
-1620.536477,-3490.573385
-739.010404,233.4664956
2653.617566,5601.127975
1771.304414,2139.232097
722.5342831,2550.348693
2669.691102,4274.468303
1391.173278,5152.703606
-1259.908606,-1262.181058
-2205.065567,-3483.318851
-1421.88815,-1386.299042
-642.3191374,-2403.150752
-987.0122122,-1788.988686
1782.859474,3039.348498
1805.378317,3718.31791
1542.969569,-30.32905361
786.894271,-2250.973253
-1340.129143,-2883.065648
2789.567646,4196.949638
-1283.530104,-2854.374088
1493.542929,5068.105095
1257.101893,3935.969178
544.0839985,-2454.662595
2922.042277,5439.516044
-3808.097275,-2482.22964
-1521.948741,-2902.64882
1496.058571,-131.5176832
-3900.513933,-2752.776593
1670.59292,4675.811505
2646.782839,4500.595762
2765.593014,1282.822065
1909.513861,3836.538417
-1896.37407,-2473.006003
3060.024194,4809.037075
-1039.825917,-2027.263945
1484.839536,1884.655218
-1717.492562,-2560.564138
3124.158638,1633.012951
2186.093121,1858.157388
-1086.443481,-2080.110404
-1177.552903,-2638.602593
-1497.420985,-2520.441921
705.3224227,-725.0558108
1666.89411,-58.46923179
1271.648709,2887.014345
-1502.668223,-1061.245243
-1223.493931,-1773.597191
1144.053955,2703.451958
-1907.452347,-2091.786082
-924.8552944,-3111.682935
-3511.032741,-2501.611857
-991.2381859,-1657.854923
-652.9788004,-2327.650069
3631.532196,1138.294237
1156.345942,3389.399794
-3062.396418,-2350.463118
2138.063896,2828.509141
-3579.13497,-2210.348541
-2872.130263,-1907.749905
644.1080663,-2191.896404
-1897.097268,-1296.356318
2604.421302,3925.929815
-994.3783584,-2529.431416
-1717.63472,-1081.02201
-1129.777129,-2125.651838
-2078.194876,-1558.510233
806.2670336,-2174.752006
-1554.547624,-601.5354474
-1242.493094,-2150.941341
490.6825993,-2483.841351
2920.448679,5790.56782
-946.8704777,-1627.688646
2776.390753,5748.501915
-252.4839635,-2614.187823
-600.135516,210.007489
3681.756252,1161.109091
-2944.533676,-2536.987852
970.9484648,2588.010288
-13.09800045,729.1572036
621.2981846,-2438.295041
795.2036388,154.0838487
-1440.743755,-2570.029304
770.6010779,1453.09685
1960.209856,4066.989715
-781.0502425,255.1694909
-1656.438417,-3657.864674
1803.925799,3750.338646
1624.49003,3690.507461
1749.215729,5004.154132
2773.930344,1153.372738
-1182.812363,-1060.869907
1339.261373,2134.988254
-1526.455044,-1774.416711
-438.8749025,-2673.782578
2636.794888,4680.588934
-2475.818268,-2171.413786
1695.605331,3828.452277
1060.840228,2705.647572
1285.694523,3751.604157
-1640.425608,-3588.907371
-1165.561246,-3319.717167
-2714.263614,-2043.584935
2706.099916,5645.9734
1301.358055,4882.94451
1285.427484,1778.521665
2013.006575,2986.694443
-181.1368093,-1472.974748
1423.440158,4457.641033
1759.973653,3330.388487
-3584.651524,-2271.467426
-1817.518281,-1994.738728
938.287195,2801.216423
-1618.740822,-3292.772736
-2282.328111,-1781.783417
1161.923362,4072.186132
-2690.830731,-1901.139486
1513.279316,4109.685875
-842.2633852,-2205.833262
2387.433518,4549.8101
2880.955952,4835.635438
-1592.877094,-2303.774086
-1034.943148,-2094.118127
2106.744251,2223.717104
-1087.591923,-1995.225207
-2933.604082,-1641.622031
-2519.042961,-3241.924851
2074.41221,3391.916626
-3220.12847,-2195.243425
2165.104234,2514.359534
-1174.59934,-1956.843045
-3478.849419,-2498.769233
-1649.483419,-2169.049814
-1065.068487,-2920.885919
1249.410482,4481.323365
-3285.797497,-2813.681039
1037.365678,2911.773949
-704.8125266,-1761.048845
1187.562134,3885.053412
-665.4704033,-2879.487435
1494.96602,4002.473114
1290.944816,4792.121736
2319.44281,4854.049714
1457.030838,3929.529251
3743.533331,1279.528649
-2307.252014,-3613.303973
2520.449783,4516.869326
-1972.717594,-2413.303516
189.3526487,590.1173948
-1957.688005,-1958.681418
-877.1779083,-2304.687213
2981.881492,5074.822761
1749.862871,2225.75465
-3477.108354,-2228.845881
2826.809982,5310.131932
3762.916653,1254.77024
-1489.542026,-2170.354363
-1395.290758,-2558.891923
2002.01712,3128.108005
-1551.92465,-2628.472145
2998.430679,788.9634889
1221.995504,1740.290348
-1268.726028,-845.9906266
-3554.606078,-2850.215703
1043.690594,-573.3349561
-1481.253821,-2315.050753
598.1095739,-2534.654223
-1925.281342,-1796.724591
2281.082663,3216.044128
815.5944816,1582.070412
2592.147221,4582.972638
-1087.143354,-2319.483089
-128.2361178,-2873.701215
-1750.430315,-2855.179609
-2657.434521,-1718.606685
2131.922765,3736.097139
2262.159777,2451.282906
1329.433909,3240.488183
2809.161643,3853.091712
-1045.01825,-2467.875377
-2154.174413,-2070.883091
3799.211325,1145.800803
-1397.906803,-2282.669881
1837.663653,3544.410965
2361.165488,4908.76363
-1815.18088,-2351.934239
1054.82804,3358.556524
-2556.776976,-2044.120208
2894.232633,2101.269026
-1565.78081,-1793.749709
-2225.702851,-2577.582615
-2560.583154,-1984.551305
-772.3084814,136.9912511
-3307.447694,-2933.444914
2333.19686,2741.00228
11.6997471,625.4338377
-1615.130797,-1731.78434
-2741.878234,-1997.901211
1280.047471,1819.79906
3028.475971,1052.555371
-1271.865758,-2439.383919
-640.1251112,-2208.090113
-3893.204152,-2655.57434
902.8989382,2839.837159
1844.218956,4395.983107
1823.500207,3614.07424
-1477.566088,-3225.290212
1841.582511,4813.828529
1768.287476,5132.301884
2843.191288,4797.974068
-833.8883283,-2244.388575
1701.187456,1803.587807
2888.014074,1632.35348
1612.36077,-4.747615466
2780.782262,4463.357388
-1055.313895,-2972.049425
396.6618673,-138.5137409
-2301.181598,-3185.46877
-2387.485723,-3404.162852
950.3138052,-2344.606175
-3877.519978,-2868.685408
-562.215305,-2336.710379
-2097.341148,-3225.638213
2904.569407,3737.31085
-3736.505995,-3031.227366
2897.93065,1254.708783
-2175.499701,-3151.110415
627.7263296,-2100.400372
-2183.752756,-2813.344566
-1556.595244,-2699.624286
-1074.165352,-2158.802049
-260.6971713,-2410.61092
397.4458086,1204.358035
192.0837017,-2275.447006
-2805.302328,-1866.59279
-2660.82658,-3390.08598
3230.543142,1703.866795
-2983.223111,-2012.77375
2712.214828,5407.688344
1705.16599,2922.394895
1739.056633,3610.246246
-1329.59393,-1822.931102
-1119.970652,-2392.358868
-382.8070351,-1903.383
-1195.001594,-1842.887597
-2407.999364,-2241.736628
424.840359,-2655.598081
-1718.983643,-2221.655951
2586.994929,1905.552602
1677.401645,4026.912933
-3623.128289,-2921.157847
-3701.486933,-2358.695788
-1847.024531,-1662.13231
-460.8840893,-1605.294524
2951.110486,5333.106715
2697.088337,886.9379808
1594.660101,2246.623796
-749.0703252,-2249.129783
2244.918449,4513.899286
1859.762676,5202.001649
-1977.254332,-3583.718945
-996.6083418,-2065.652182
-420.6128622,-2642.934779
2222.289279,3583.82493
1891.228428,2803.242148
880.5924527,-2390.99848
-2478.020016,-3398.775239
3332.446399,1327.859682
-3049.96237,-2976.836208
3030.472392,4137.313556
-2586.600952,-2497.031644
1291.032476,5090.043565
-442.8569699,-1929.631009
-1280.017992,-2400.965853
-477.9350082,-2150.588705
-697.9207172,-1926.446336
-1697.965521,-2108.729257
319.1009969,666.9031212
2205.746522,2373.983489
-2537.97181,-2285.757229
2605.090027,4101.141022
-3701.354376,-2960.381777
2540.20739,4601.155543
-243.2123431,-2953.582329
2752.37575,4114.953252
-916.5988189,-1618.18364
1756.826966,3752.876408
-2365.799912,-2874.346937
-1858.639059,-1947.709962
-54.87224542,-2606.094434
-1067.119505,-2520.577116
3726.872821,980.3377035
-2593.08424,-1928.994168
3933.983818,1250.565892
-3656.094685,-2545.84044
-3760.400561,-2781.899472
1911.786694,2312.589632
-169.5564001,-2125.86591
-2335.993381,-1775.165055
2005.581264,2390.662169
-1079.665624,-3078.55266
2657.436313,2245.345017
533.6416732,1793.447002
1762.604162,159.7239088
-209.7117164,-1537.853583
-749.3764432,-3346.358177
-1119.147979,-2346.608815
-1122.040171,-1540.007613
2116.195028,2959.653284
-1343.966082,-2426.309266
-550.1945614,-1697.124029
-3781.426255,-2663.832851
-2873.142517,-2097.474389
1651.38519,3051.222436
897.238668,2495.244733
2219.096964,2760.906204
