X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_draw_graph_fa1,X_draw_graph_fa2,X_diffmap1,X_diffmap2,X_diffmap3,X_diffmap4,X_diffmap5,X_diffmap6,X_diffmap7,X_diffmap8,X_diffmap9,X_diffmap10,X_diffmap11,X_diffmap12,X_diffmap13,X_diffmap14,X_diffmap15
8.873977,4.954395,-1.7766043,-3.4520435,2.4344733,-5.2031164,-2.9741342,-0.35601363,-2.14552,-1.2669173,1.191727,-0.013133366,4.2952228,-1.2584814,0.88206494,-0.27661178,0.025088472,-0.56216514,-0.70800275,-1.2867434,1.6592684,0.5610167,-0.75615937,1.6935123,-0.03470626,0.8935378,-1.0624925,0.9993479,0.28396335,-0.47781706,-0.26085073,1.4781727,1.8810922,0.69464004,-0.95553905,-0.2849976,-0.38810703,0.05785976,0.80224454,1.7293139,1.2999021,0.7770132,-0.4300449,0.31300348,-1.0737374,-1.4660652,1.3202441,2.54804,-0.5884474,1.4810714,1743.4844837490907,4518.978356086972,-0.023254527,0.028493904,0.016141407,-0.022916669,0.0071578445,0.026884938,0.00041158232,0.0143871205,-0.020980125,-0.0030742441,-0.014092056,0.013677506,-0.03592168,-0.0018069998,-0.0028868928
8.0376625,-5.7697644,-3.070357,3.8192997,-6.7162647,1.7501639,0.8090373,-1.2628171,1.8950425,-0.11776272,-0.30841374,-2.3987348,-2.0457299,0.8461876,0.81988204,-3.2723093,-0.9211115,0.6529304,0.35999328,0.6956801,0.1824743,-0.6701868,-0.039668214,-1.052823,0.40797,0.10276823,-1.3486834,-0.32536066,0.8287386,-0.37103972,-0.9461042,-0.31406307,0.51662177,-2.204629,-0.41512087,0.434893,1.389329,-0.6308288,-0.61771727,-0.9379673,-0.5274502,0.9564239,0.56510794,1.9949367,1.3514061,1.3633239,0.02858323,-0.63990647,0.31973085,0.004410497,2465.2945212190502,2058.217299049158,-0.024107767,0.028287482,-0.029782884,0.0013851817,0.03286045,-0.047500975,-0.005711063,-0.0025393898,-0.0050247894,-0.0043735886,-0.0044779074,-0.057380628,-0.016870875,0.007867288,0.0066688955
-3.9144733,-0.9852224,-0.47628254,0.5514906,0.9385845,0.47475305,1.5724205,0.58338815,-1.7905564,0.7928712,-3.310321,0.4819136,1.1830275,-3.3507662,-0.34725425,-4.5484743,-0.15258104,0.703861,-0.35231364,1.6860974,-4.0788245,-3.3372014,1.827624,1.3309411,-0.44211927,0.5070192,-0.63144666,-2.7526376,-0.58559257,0.85190654,4.038033,1.6772057,1.4745425,-2.3575199,-0.22313985,0.3012875,-0.30558068,2.0625315,-4.032122,-3.12812,1.464036,-2.6579342,1.1310462,1.1174692,1.4461098,-2.9180226,1.5428177,-2.5736163,-4.7092195,-0.19004996,-1515.0249273897564,-3364.207921339296,-0.022706183,-0.023113167,-0.0007895263,-0.0073110517,-0.0011788352,-0.0016902988,-0.00011593958,-0.0065476247,-0.0036009199,-0.006210106,-0.0068678544,-0.0014233091,0.005536213,0.030905413,-0.059149034
-5.888152,-2.368637,-0.49900702,1.0754226,0.79107547,-0.50867414,-1.1460818,0.14686842,-0.8110782,0.57056457,-2.1761453,-0.9714551,2.2058961,-1.4433216,0.21785446,-1.0761068,2.1054807,-0.8298243,0.68425846,-0.5938682,0.78312606,2.6308324,1.7679579,-2.9027185,-2.2022367,-1.4079463,-0.13759781,0.8256892,-1.1221344,-2.0610425,0.9133458,1.5363724,2.1562238,-0.76664025,4.312809,1.1899737,1.8886794,-1.7461097,-0.9070054,-1.2196913,0.8949544,-1.0267717,-1.7617688,-0.48518926,-0.70109624,1.7452899,0.44754532,-1.9932811,1.0249346,-4.03461,-1223.289679784769,-2885.5817766282803,-0.023270603,-0.022572367,-0.0012732125,-0.006415522,-0.0007266878,-0.0022909406,0.010237834,-0.0013872093,-7.1027804e-05,0.01742758,-0.013605561,-0.0010714934,0.0035018194,0.012368999,-0.021320987
-6.3803344,-2.2875826,-5.989276,6.1680303,0.20472656,3.4015846,4.931236,-1.145018,-2.593451,-4.674396,-0.10141559,3.7204924,1.2663909,2.3070872,1.8954791,0.78558165,0.44811806,1.4522395,-0.23241162,0.50341475,0.8647149,0.0016458145,0.7917586,-0.7492047,-1.3095123,-0.77230245,0.09729765,-1.0076385,-1.4573708,1.2137172,0.827927,0.13192491,-0.2839127,-1.6441348,-1.6494731,0.29581037,1.8720772,0.45377845,-0.7445072,-1.389476,-0.7823762,-0.5806069,0.9340024,-1.1001128,-0.75149685,0.27320695,-0.29107723,0.8346815,-0.11540567,-0.7604688,-4064.1510049902276,-2872.0776064919155,-0.02362328,-0.028030416,7.9614954e-05,-0.0050141206,0.0041338396,0.0075720237,-0.084363356,-0.016771983,-0.0063730916,-0.051751476,0.003870744,0.005716894,0.0025707898,-0.032940567,0.027214818
-9.469005,0.5097255,0.72516567,1.2441877,-0.80285376,-1.0545082,-2.1475315,-2.4238367,2.0680907,0.19761051,1.8945848,-3.1209476,-1.738657,2.4438517,0.28732878,-0.62036115,-1.5984757,-0.7605764,-1.1142335,0.50423425,1.468028,1.6379216,-1.1636181,1.1362785,-0.22139461,-0.49330145,0.23404308,0.51154333,0.15679356,-0.9766623,-0.9842095,-0.60712993,-0.13459904,-2.216176,-2.2814665,-2.662387,0.87970704,-0.5666955,1.4109364,1.2173859,-0.59748733,0.657719,0.4380405,-0.014110985,0.42530912,-1.6339697,0.76150286,-0.5648435,-1.3067843,1.8739607,-1817.849002327127,-1731.2791105530423,-0.02324494,-0.023299146,-0.00068495097,-0.004073481,0.0008162911,-0.00035529942,0.0016149465,0.0013739656,0.0021534746,0.028301578,-0.009143221,-0.00012088377,-0.0025845023,-0.00038908632,0.022253191
20.472502,-8.978577,-4.091482,2.6765044,3.2998395,-6.974812,-3.0116704,-0.022561982,-4.7758436,-1.7865834,2.7294774,4.1727753,2.8440824,-2.7138352,1.0313063,0.2820819,1.4571444,0.7575357,1.2458706,-1.2284117,-1.1676626,2.1877463,-1.4115396,-1.5917007,-1.3632632,-1.3749987,-0.057903156,0.49729103,-1.391604,-2.2408276,1.4940599,-1.2938055,0.90891314,0.9902996,1.4911727,-0.33241588,-1.761021,0.15188237,-1.2499497,0.0067164786,0.2978446,-1.9529254,-1.4855129,-0.97339696,2.1178725,-1.5482458,1.1403525,0.11299574,-0.36460832,-1.6916556,1418.2226547726982,4628.199842342175,-0.02623292,0.03757849,-0.007634091,-0.06775841,-0.0052412883,0.07308163,-0.0038851644,0.041651547,-0.0672044,0.00963204,0.011878214,-0.026481355,0.009463188,0.0024198121,0.0011761023
-7.330374,-1.1887277,-0.71299076,3.4692254,1.7991602,0.6761785,0.47561666,1.0859187,-1.2820213,-1.5815289,1.3921529,1.6731746,-1.2021775,0.60113186,2.0643528,2.3996868,2.5592487,2.0135722,-1.6000605,0.5172068,-2.4988515,2.7147202,0.48244607,0.63075936,-1.5277693,2.7067332,-5.0226674,-2.1618898,0.2222544,-0.46646854,3.2274623,-3.4714026,-0.91197926,-0.42455348,1.9205109,-0.81462824,-0.6678715,1.1987114,-4.089643,2.084536,3.5114772,4.668765,0.79925704,-0.93466294,0.40938738,-0.7250058,-0.70143545,6.657809,4.8577104,0.8456328,-3021.5736821997266,-2454.017608894678,-0.021669785,-0.023117177,9.429389e-05,-0.0027722619,0.0021387402,0.0038841777,-0.03875374,-0.0070630647,-0.002437703,-0.015158287,0.0004421712,0.0010401885,0.00014766917,-0.0051371893,0.007849686
-9.827747,-0.1381926,-3.4587622,3.5467117,2.4062655,2.1743915,1.186753,1.8673519,-2.4339795,-1.8169526,-0.35131532,1.1818721,0.17633055,4.38755,1.9247599,-1.4268838,1.2397281,-1.7751771,-2.1107764,0.3080706,-1.0560993,1.0085394,0.15215334,1.3349276,-1.1965762,-1.6413776,-0.12576306,2.054892,0.17544416,0.17811328,1.5867457,0.39409432,0.0066211727,-0.69920564,-2.4441268,1.354582,0.68756014,0.40101427,0.12012111,-1.2640917,-1.1107572,-4.2558765,0.37408778,-1.7225056,3.5572546,-1.4102554,1.5525026,-0.86945456,1.306668,-0.53777206,-3717.7126464271178,-2610.2821619827373,-0.023068277,-0.026253011,9.622024e-05,-0.0028982025,0.003873655,0.0070423726,-0.06876425,-0.010669269,-0.0027818605,-0.03359418,0.007462395,0.004220559,-0.0030454525,-0.019165572,0.028354408
5.628546,-9.648175,1.4182779,1.5162282,1.45167,0.75848967,-0.09617283,-1.305057,0.34982195,0.7112085,-1.9049973,-2.1106055,-2.454918,2.6247993,-0.2741531,-1.0722026,0.046167504,0.7394485,-0.6388113,-0.38515958,-0.95346636,0.5930503,0.48516762,-0.82903576,-0.7623364,-0.8505592,0.2187014,1.1938006,-0.5332101,-0.821144,-0.4751025,-0.4070577,-0.8011804,0.518423,-0.4190194,2.168552,0.0007081139,-0.1057145,-0.63429815,0.13024114,0.022054113,-0.93847454,-0.6043301,-0.4004283,-1.9221486,-1.0530893,-0.81703854,1.7017894,-0.50928015,0.9671005,2690.258514399496,540.7643064837987,-0.024043942,0.021739582,-0.055604164,0.018038576,-0.018473325,0.00043832272,0.0022761992,-0.006618176,0.018320575,-0.009315649,-0.016923212,-0.030380584,-0.011664272,-0.0295255,-0.01274086
8.922813,7.624434,-1.5280987,-2.4705489,2.247629,-0.8337516,2.3482375,-3.4263794,-0.015471521,-0.14922017,-2.43369,-1.5264624,-1.4424485,1.9507242,-0.25707376,-0.9663037,2.3859868,0.35836455,-0.15607539,-1.0497203,0.82445127,0.4633573,0.3801662,-0.24819429,-0.5518525,-1.3071516,0.27073428,1.4836733,0.1992846,-0.8175235,-2.3722718,-0.36349154,1.0400182,0.88616,1.1152853,0.41679132,2.2306445,0.4456571,-0.5835263,0.023691975,0.7363018,0.20504074,1.5679272,0.7852705,0.032427017,-0.77969164,0.02505898,0.5874229,-0.13760196,-1.134821,2856.054522308107,4679.270094123854,-0.024118729,0.028326932,0.03648855,0.00081889104,-0.011624317,0.003463133,0.00081333617,-0.034646317,0.025072077,0.00014972023,-0.014154283,0.020126436,-0.037176665,0.004282799,0.0017143955
-8.466367,0.2062898,-2.070642,2.2742693,0.75858194,-1.645937,-1.6125838,-0.030849133,0.57583326,-1.5501359,4.6110725,-0.0046885815,-4.628636,1.6710991,0.5919201,2.5100982,1.5602312,2.5645208,-1.7178551,0.18231082,-2.9296215,0.03763222,1.416025,0.2468456,4.943285,-2.2554302,-1.9389585,-0.32589516,-0.71866685,1.1097513,0.12689602,-2.2381015,-1.4466577,0.4440065,-4.0843735,-0.441497,3.3171945,-0.15591292,-1.5768957,1.4308866,1.0186249,-1.4076353,0.19273116,2.1566153,-0.13855202,1.8781569,-0.516699,-1.3460096,0.9946325,-0.20937994,-2456.581881851373,-1910.6524297624005,-0.024699671,-0.025445089,-0.00023882595,-0.0041403496,0.0012957903,0.0012955954,-0.015801486,-0.003040353,-0.000614085,0.008684603,-0.0037860533,0.0002860627,-0.0021212932,-0.0049447184,0.024803646
-5.469779,-1.3553822,-1.2598293,1.7540737,-0.0036844357,0.27373618,-1.1375656,0.31875238,1.4731804,0.5978415,-1.9216795,0.9624806,-0.84737694,-2.2881153,-1.1204551,-1.8552676,-1.3579893,-1.0952792,1.4851741,1.2467586,-0.7186084,-1.9951998,0.4997511,1.3819687,-1.9448175,1.9532403,0.67421365,-1.3119293,0.22532356,-1.8248389,-2.009588,0.18591908,1.5667377,1.7725735,1.2397332,0.6367583,3.3378377,1.2460672,0.521616,1.4822141,-0.87631625,3.4577599,-0.30433804,-1.1380019,1.7046593,3.707651,-1.5627018,-4.811096,-0.7161096,-3.3365438,-1409.4181878622271,-2714.6743703890056,-0.02366203,-0.022768792,-0.0013180602,-0.0063441256,-0.0005615506,-0.0024327058,0.007991894,-0.0021092088,-0.00025367827,0.018994533,-0.015899355,-0.0017886432,0.0031444991,0.007845525,-0.015106404
-7.206355,1.7312696,0.017216317,-1.3859311,2.7357473,0.70307106,0.40525582,2.3078032,1.6107918,2.170252,-2.8817422,-2.1838644,-0.83771276,-1.0252291,-0.15922652,-0.06651576,0.6643829,2.7201416,0.50408065,-0.12661475,0.5909069,3.0011992,-2.1380486,0.4083071,0.008377751,-0.15549663,-0.016100882,0.17435847,2.1067202,-1.2040981,2.4585881,1.6933912,-0.5349004,0.36605036,-2.1741614,-0.66999346,1.4867216,-1.9488873,0.58578503,-0.74427575,0.49336377,-0.7381805,0.65162826,1.8150977,1.5006614,-0.8742497,-2.2077494,-0.584088,-0.6706746,-0.3165513,-1638.115284186655,-2464.7855247819484,-0.023081815,-0.02163478,-0.00076406234,-0.0016606462,0.000118345735,0.000592376,0.001955003,0.0021244446,0.0027791818,0.014625035,-0.0021447812,-0.002376837,-0.0022851352,0.018709294,-0.014122937
-5.038873,-2.380713,-1.7825907,0.5878501,-0.7212614,-1.6269418,-2.1602986,0.9391238,0.80329806,1.8035933,-1.2327538,-0.9820119,-0.65755975,2.1307235,1.0065444,-0.5155092,1.3407197,0.68851197,0.002338231,-2.6210647,2.4652276,-2.4719877,-1.0915611,-1.663545,0.58916974,-2.9764946,-0.6622462,2.7408714,-2.8180585,-1.0894233,4.472281,-1.2268441,1.4105539,1.422518,-1.9994855,-2.404562,-2.3771532,-0.17463052,-1.5867901,1.7332562,-0.24410427,-2.469698,3.023832,3.0582592,-4.121291,-0.07062352,-4.484319,-0.45285103,4.4834394,-0.34337687,-970.6259841539992,-2123.4833459838237,-0.023141617,-0.021844206,-0.0010851288,-0.0063781664,-0.0008699486,-0.0030080888,0.01466672,-0.0008820734,-0.00022724381,0.021342967,-0.014181441,-0.00072467723,0.0024781674,-0.0032653846,0.005776591
-5.660909,-0.08716748,-2.8842227,3.2075408,3.3050864,2.2351387,2.6381779,-0.19653386,-1.4458287,-1.6117238,-2.2319512,0.04719165,0.12771653,1.5866978,-1.7160994,0.084409244,1.8483,-0.38422522,0.40271366,0.55343825,2.560609,3.342157,-1.0156361,1.3378954,0.4724404,-0.4685444,0.5532425,-0.040646162,0.54573923,0.9847457,0.7419048,3.0103538,-1.3320569,1.6908629,0.2426561,0.058031835,0.22265172,-2.96931,-0.2493029,-0.9426026,0.81042707,-2.0730565,1.0614765,-0.5601972,0.25950754,1.4219309,-0.9999974,-0.29570237,1.334247,0.33641347,-3011.578215682231,-3097.808494376138,-0.023206042,-0.025185876,0.00010161008,-0.0046943394,0.0014249905,0.003393733,-0.04033599,-0.010738409,-0.004637752,-0.024889218,-0.002392116,0.00052958855,0.004323269,0.013384712,-0.03418264
11.765838,-12.598994,-0.22405526,2.0621567,-1.3041941,2.1233723,4.116996,1.4500521,2.3996258,0.6793656,-2.7350686,-2.294608,-1.2582479,-1.3788173,-1.7334347,0.22469331,-0.7639556,0.13397036,0.16634543,-0.9304037,0.9060146,-2.2070396,2.6566727,-1.8146155,0.45237726,0.5409349,1.0776237,-3.02124,-0.55731875,0.5260838,-0.31635034,0.68257815,-0.64262336,-0.4540302,0.44399944,-0.06293519,-1.3489574,-0.5060095,-0.2541793,-1.2464412,1.6636382,1.5983847,0.7050496,0.80606866,-0.73029387,1.4591421,-0.041060757,-0.7382225,-0.5296712,0.1155117,3446.7923228696072,1300.651339998962,-0.024548355,0.031625535,-0.06441361,0.01689619,-0.003953294,-0.030828703,-0.008149227,-0.04442694,-0.025688913,0.019146677,0.020723542,-0.03619919,-0.03971271,-0.004899481,-0.0058558886
-5.5587635,-1.200963,-0.9786066,0.19760533,-0.8292617,-2.1248384,-4.3371296,0.12922424,1.9992441,0.4781714,1.2754788,-0.37533674,-2.9571059,0.82461673,3.5338035,-0.59072167,1.2686024,-0.7117408,1.6647459,-3.2262964,1.184307,-1.798223,0.5405041,-5.2715826,0.23852316,-3.550581,2.674334,-3.8219075,1.8945223,-5.069521,0.56282455,-0.90688753,2.8366504,-0.10470044,-3.5211473,3.680874,2.0909586,-0.27403077,-2.4168773,-0.29823956,-2.978232,-1.8322526,-0.87673604,2.3604174,5.130786,0.90302986,-1.8471726,1.9530092,3.372686,1.6273528,-1173.3485910459185,-1683.6419668814963,-0.022518426,-0.021733513,-0.0005429689,-0.0061677126,-0.0002979929,-0.003007622,0.014148199,-0.0006486339,-0.0007816645,0.027328117,-0.014761541,0.00037038894,0.0022254393,-0.011884747,0.023390485
-6.111794,-0.032756157,0.5436557,0.19497213,1.1998495,-0.65974736,-2.9318597,0.3262201,2.4466658,1.7043656,-0.691157,-1.8045048,0.29495555,1.6056271,-0.4933588,-2.4427772,-0.45389882,-4.3855996,-0.05104592,-2.4713755,-1.2444257,0.16360964,1.6688932,1.3526702,-0.8390826,-0.80405307,1.864019,-0.27884805,0.18100701,-2.434849,0.11299829,-1.0574435,-0.12277404,-0.8164761,0.47013906,-0.360826,1.6233952,0.05826836,0.5775039,-1.3689542,2.2617223,2.674816,-3.5206506,-0.54190105,-1.4688337,-0.02775238,1.5786042,2.0234883,-0.23075058,0.9145885,-950.3152003357834,-2365.834445564101,-0.023621393,-0.022733342,-0.0011435789,-0.006678585,-0.0010602085,-0.002905997,0.016775612,-0.00019034572,0.0006557735,0.028335795,-0.016969133,-0.0009900737,0.0023326436,0.00016186875,0.0062898356
