gene_name,Cd4_1_1,Chd7_1_1,Chd7_2_1,Chd7_3_1,Cd4_1_2,Chd7_1_2,Chd7_2_2,Chd7_3_2,Cd19_1_1
1700030C10Rik,1.514027,1.066459,1.342727,1.7252349999999999,1.101815,1.309896,0.741216,1.290193,0.545663
1700030J22Rik,0.134793,0.223154,0.282068,0.096857,0.216375,0.079712,0.188836,0.19375199999999998,0.12631199999999998
1700030K09Rik,2.1922449999999998,2.739752,2.435582,3.572573,2.489217,2.0302729999999998,1.8346619999999998,2.011054,2.6241130000000004
1700031F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031L13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034I23Rik,0.0,0.098748,0.0,0.031134,0.0,0.068357,0.0,0.0,0.0
1700034J05Rik,0.026666000000000002,0.0,0.047299,0.0,0.025254,0.0,0.0,0.0,0.0
1700037C18Rik,4.347276,3.694692,5.322058,5.771693,4.295021,5.046010000000001,6.163688,4.9744720000000004,4.229772
1700037H04Rik,8.5258,11.47611,8.669963,9.202366,11.046924,10.089780000000001,9.6936,10.208193,8.44739
1700042G07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700047I17Rik2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E17Rik1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E17Rik2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700056E22Rik,5.287693,5.155379,4.150015,4.759005999999999,5.584329,3.82449,5.654168,6.006146,6.322703
1700057G04Rik,0.8289340000000001,0.91059,0.48544799999999994,0.616687,1.034725,0.8172020000000001,0.661269,1.150927,1.296144
1700061G19Rik,0.0,0.028633,0.10694100000000001,0.16247799999999998,0.028547000000000003,0.059440999999999994,0.048464,0.022928999999999998,0.028258
1700063K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700064H15Rik,1.266342,1.177149,1.097113,0.84047,1.4563469999999998,0.311988,0.24861599999999998,0.952664,2.377427
1700065I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199666
1700066B19Rik,1.06836,0.737665,1.3338999999999999,0.959313,0.674133,0.960251,1.092486,0.713857,0.54611
1700066M21Rik,5.5113129999999995,5.656596,7.871848,8.235267,7.583385,5.567884,7.491124,5.763488000000001,6.454437
1700067K01Rik,1.147024,1.0021719999999998,1.1845130000000001,0.765948,0.327223,1.1778380000000002,0.661793,1.071105,0.734777
1700067P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700069L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700071K01Rik,0.0,0.0,0.0,0.0,0.10752300000000001,0.0,0.091347,0.0,0.0
1700073E17Rik,0.0,0.0,0.124268,0.0,0.132423,0.278989,0.112676,0.107146,0.0
1700074P13Rik,0.0,0.0,0.048503,0.0,0.0,0.0,0.0,0.0,0.0
1700080O16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700084J12Rik,0.0,0.039437,0.11657200000000001,0.0,0.0,0.130641,0.0,0.0,0.077822
1700084M14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700086D15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700086L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700088E04Rik,2.84181,4.148358,4.219672,3.334477,4.93738,5.9721589999999996,4.263788000000001,6.179386,4.773874
1700091H14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092M07Rik,1.1076890000000001,0.230068,1.501271,1.0934059999999999,1.825166,1.662319,2.048127,2.27222,1.619328
1700093K21Rik,0.0,0.0,0.101812,0.103396,0.0,0.156368,0.0,0.120026,0.0
1700102P08Rik,3.6243730000000003,2.347931,2.8791200000000003,1.935343,1.8451969999999998,5.747372,2.017623,2.9662089999999997,2.700858
1700109H08Rik,17.416627,17.227814000000002,18.576714,15.392032,15.982417,18.651557,15.127312,28.901474,16.728976
1700113H08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700122O11Rik,0.0,0.0,0.10851,0.0,0.0,0.0,0.098386,0.0,0.0
1700123K08Rik,0.0,0.0,0.0,0.0,0.160455,0.0,0.0,0.0,0.0
1700123L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700123O20Rik,28.321956,31.613596,27.297258,31.693241,34.921542,33.413429,35.649977,33.991704,36.52027
1700125H20Rik,0.142825,0.0,0.0,0.0,0.0,0.14080499999999999,0.0,0.0,0.0
1700128F08Rik,1.20775,2.148165,1.351002,0.919782,1.912571,2.056736,2.148298,2.5976169999999996,1.546081
1700129C05Rik,0.0,0.406014,0.0,1.036195,0.0,0.0,0.34231,0.541628,0.405192
1810009A15Rik,64.112666,61.846045000000004,66.373149,69.32724,66.63453700000001,59.454579,61.923249000000006,59.034636,62.015213
1810009J06Rik,0.0,0.098699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810010D01Rik,0.10355199999999999,0.0,0.0,0.0,0.194582,0.10207999999999999,0.78628,0.0,0.194234
1810010H24Rik,0.131926,0.284199,0.353767,0.288194,0.28320700000000004,0.317223,0.25754099999999996,0.268922,0.634351
1810013L24Rik,39.294223,38.194517000000005,34.925916,37.993456,48.635447,56.335013000000004,40.337929,53.467719,59.548988
1810014B01Rik,9.689777,12.323366,8.956251000000002,13.490796,7.856883,3.0623,3.761323,7.528271,11.122121
1810018F18Rik,0.117703,0.223027,0.365117,0.10553499999999999,0.333298,0.753497,0.471821,0.536442,0.496514
1810020O05Rik,0.10793699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810022K09Rik,80.322967,69.96792599999999,73.38590699999999,66.352132,73.56180400000001,92.222992,81.058983,80.890862,86.29988399999999
1810024B03Rik,1.008087,0.978076,0.700674,1.2334100000000001,0.325149,0.81233,0.945036,1.668997,0.998311
1810030O07Rik,36.277789,33.170217,32.439847,32.619585,36.95277,40.942487,34.001197999999995,37.340436,37.792548
1810037I17Rik,57.710551,60.411964000000005,59.863735999999996,61.667812,51.96439,59.95591999999999,54.873518000000004,50.364651,55.11186800000001
1810043G02Rik,2.96528,2.776517,3.9515720000000005,4.906027,3.614134,3.524562,2.7706340000000003,5.459041999999999,3.782505
1810046K07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810049J17Rik,2.224402,3.01021,1.9428590000000001,1.974431,3.432988,1.4681440000000001,0.780552,0.748229,3.481233
1810055G02Rik,5.003121999999999,2.1128899999999997,4.075170999999999,3.628701,3.6938600000000004,3.930155,3.394894,4.320769,4.737852
1810058I24Rik,38.527791,31.867047,41.570878,38.242993,50.806124,41.202164999999994,36.534228,42.483159,46.324082999999995
1810062G17Rik,0.301624,0.28483800000000004,0.443029,0.359769,0.472459,0.693775,0.803312,0.610015,0.754321
1810065E05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010003K11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010010A06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010106E10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010109A12Rik,4.764525,3.499405,4.806673999999999,2.667395,3.222784,6.137112999999999,4.416752,6.6912400000000005,5.4106879999999995
2010300C02Rik,1.066899,1.158922,1.422393,1.324404,1.218814,1.6193089999999999,1.49644,0.884032,0.963859
2010315B03Rik,17.127214,16.031562,15.597786000000001,18.457262000000004,20.283577,20.585874999999998,15.189939,20.672186000000004,21.936236
2200002D01Rik,1.263871,0.951221,0.409808,1.156813,1.698812,0.68603,1.099568,1.588088,0.380579
2200002J24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210010C04Rik,0.153086,0.036318,0.033908999999999995,0.10306099999999999,0.036201,0.07544400000000001,0.030735000000000002,0.232744,0.10760399999999999
2210011C24Rik,3.52421,4.862279,1.977863,2.22829,3.3361280000000004,1.8280779999999999,1.630343,2.638679,1.802986
2210016F16Rik,21.743694,20.486773,20.563367,21.226237,22.659598000000003,21.638507999999998,21.996988,21.929159,23.599438
2210016L21Rik,20.853282999999998,20.509768,23.010934,21.999104,20.533753,22.871171,17.669541000000002,17.054613999999997,16.589988
2210017I01Rik,0.132799,0.662628,1.3143559999999999,0.593066,0.5984619999999999,0.628099,0.891624,0.609897,0.458032
2210407C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210408I21Rik,1.4341380000000001,0.6921849999999999,2.542712,0.548216,0.909904,2.352167,1.37879,2.0658779999999997,1.621011
2210409E12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210418O10Rik,3.167045,3.135002,2.9257470000000003,2.997287,3.5427880000000003,3.8242220000000002,2.847712,3.628224,3.325022
2300002M23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300003K06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300009A05Rik,6.7684239999999996,7.180845999999999,8.071847,8.772746,8.261000000000001,8.398472,7.7360240000000005,7.599036,11.936887
2310002L09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310003L06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310009A05Rik,23.051744,17.843665,17.987215,21.643769000000002,21.628789,23.191731,23.290177,23.378854,28.583344
2310009B15Rik,8.668465999999999,7.222478000000001,6.482125,8.438510999999998,8.986189000000001,7.207125,10.243927,8.841903,11.839401
2310011J03Rik,32.777541,32.617314,29.730209999999996,33.967282,34.329696000000006,34.966811,29.398495,28.578934000000004,31.295835999999998
2310022A10Rik,21.899558,22.073891000000003,18.478125,17.835786,18.676634,24.693529,23.064445,22.934048,23.486508999999998
2310022B05Rik,1.592445,1.87958,0.9631540000000001,1.213807,1.668538,1.8548830000000003,1.1445379999999998,1.156124,1.017415
2310030G06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310033P09Rik,12.784272999999999,14.078819000000001,9.930973,11.276328,14.721487,13.132263,13.530513000000001,14.561767000000001,14.256107
2310034C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310034G01Rik,0.124852,0.0,0.16558499999999998,0.0,0.0,0.061534000000000005,0.050033,0.142237,0.23408400000000001
2310039H08Rik,14.021882999999999,9.440088000000001,15.083658999999999,14.316406,16.31351,11.478108,10.382133,14.987934,12.801219999999999
2310040G07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310046K23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310050C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310057J18Rik,0.176829,0.111544,0.0,0.0,0.0,0.0,0.0,0.044773,0.1279
2310057M21Rik,7.972571,11.967075999999999,10.945797,12.319635,11.243863000000001,9.106099,9.430861,8.335138,16.624855000000004
2310057N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310061I04Rik,10.769197,11.462560999999999,9.652000000000001,11.218991,10.808811999999998,14.412469000000002,9.380195,9.811725,11.955474
2310061N02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310079G19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410002F23Rik,25.453691999999997,27.007782000000002,26.399644,29.171999000000003,24.020630999999998,19.534778,30.496879,26.919075,30.041442999999997
2410004B18Rik,31.571302000000003,35.108986,26.814017,30.165954,33.478346,35.156943,35.605579999999996,32.402936,35.838632
2410004P03Rik,0.931486,0.8263469999999999,0.710503,0.6637,0.67172,0.9892799999999999,0.912914,1.0813549999999998,0.633146
2410024N13Rik,1.000626,0.8344729999999999,1.414965,0.0,0.56779,1.546916,0.522704,1.179108,0.747038
2410131K14Rik,2.599392,2.729162,2.883705,2.721743,3.289974,3.488115,3.276493,3.5169870000000003,3.491399
2410137M14Rik,0.133547,0.12579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410141K09Rik,0.187972,0.063577,0.056349,0.471915,0.23747100000000002,0.123992,0.02572,0.46793,0.11943599999999999
2510002D24Rik,16.956157,23.394447,22.265932,19.937021,23.15449,23.236246,18.685371,19.758253999999997,18.509552
2510009E07Rik,0.144966,0.014435,0.01348,0.027294,0.073085,0.059859,0.024433,0.0,0.060509
2510039O18Rik,51.486594000000004,53.377275,49.473285,51.885963000000004,59.28388,48.214527000000004,46.833841,46.021159999999995,46.893007
2610001J05Rik,17.818884,13.961519,15.670582,14.968302,16.888621999999998,17.071853,15.801487,17.14031,18.931812
2610002M06Rik,5.81546,7.236411,6.056035,4.927466,7.264889,8.013114,6.960761,7.547927,7.301519000000001
2610005L07Rik,27.815347,30.009401000000004,26.478686,21.222246000000002,29.637395000000005,29.288748999999996,26.899449999999998,37.507875999999996,27.828646
2610008E11Rik,7.183408999999999,6.428489000000001,6.684387000000001,6.751574,10.62686,11.176462,5.780981000000001,10.17978,8.990453
2610021A01Rik,15.006593999999998,17.036604,19.130045,21.725026999999997,16.889441,16.890127000000003,18.255283,18.831686,17.808304
2610024D14Rik,30.703187,36.053189,36.355821,34.930738,34.549065,59.194497999999996,35.24265,70.655574,44.936305
2610028H24Rik,0.445407,0.523949,0.0,0.123743,0.12378,0.64372,0.216879,0.841949,1.034616
2610042L04Rik,0.0,0.0,0.0,0.260342,0.0,0.058847000000000003,0.0,0.0,0.0
2610044O15Rik8,31.304555999999998,24.944112,37.36493,33.899945,32.118661,33.268498,28.683663,31.095658,26.074651999999997
2610301B20Rik,2.4042790000000003,1.6586439999999998,1.649112,1.914453,3.053456,2.7580009999999997,2.148705,2.240337,2.8152920000000003
2610318N02Rik,25.094161000000003,20.371782999999997,19.566818,25.830336000000003,17.229494,19.749868,21.022018,15.193954000000002,15.623103
2610507B11Rik,60.391547,53.95468700000001,63.087446,60.826072999999994,53.876794,61.735111,61.04234999999999,65.058885,60.172287
2610528A11Rik,0.690778,1.774997,0.223106,0.986699,1.664725,1.625873,0.530044,1.647099,1.309118
2610528J11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700049A03Rik,10.264359,8.668391999999999,11.408930999999999,9.106911,10.804568,11.252275,10.817773,8.852314,9.314886999999999
2700062C07Rik,8.970638000000001,11.853677000000001,8.527359,12.011832000000002,15.20025,12.414486,8.50358,12.84349,10.939465
2700081O15Rik,2.989096,3.4559539999999997,5.874772,3.501393,3.207568,2.595702,5.334455,3.074618,3.7951949999999997
2700097O09Rik,6.1727039999999995,6.797280000000001,6.3980760000000005,5.528837000000001,4.73213,8.173949,7.408735999999999,6.994188,7.844682000000001
2700099C18Rik,25.756038,18.668150999999998,23.523583999999996,16.572020000000002,14.999996000000001,17.338905,19.517666000000002,17.565904999999997,19.204067
