gene_name,A5,A8,C5,C8,NAV
Mgat4a,0.04164094,-0.04073786,-0.15298897,-0.15279606,0.2968774
Tsga10,-0.031001149,0.06591725,0.0018181321,0.06062981,-0.1044368
Mitd1,-0.019898664,-0.17967345,0.15565957,0.30709395,0.02169529
Aff3,-0.05752947,-0.19799042,0.15890068,-0.076449335,0.45895243
Chst10,0.032558497,-0.012984478,-0.070704296,-0.13349186,0.113102
Rnf149,0.03138219,-0.045623377,-0.060946092,0.02349297,0.008341528
Map4k4,-0.0042760475,-0.0876764,0.1487296,-0.23483407,0.2859453
Il1r2,-0.019996438,-0.020552823,-0.026051644,0.13623124,-0.049464863
Il1rl1,-0.15387039,-0.15537247,0.3658664,0.9786608,-0.25051448
Il18r1,-0.21731646,0.48969543,0.12717266,0.870032,-1.0334469
Il18rap,-0.19311962,0.8226784,-0.17983776,0.41840565,-1.0867912
Mfsd9,-0.008507979,-0.04090341,-0.041171852,0.010403103,-0.0006725691
Tgfbrap1,-0.010201474,0.03527492,-0.013790993,0.10338529,-0.02971253
Nck2,-0.00020593444,0.124732554,-0.14478499,0.053633254,-0.04731038
Gm8251,0.0074917143,-0.07012368,-0.017682757,-0.07321203,0.19918738
Ercc5,-0.038105328,0.013275945,-0.0058892216,0.14201762,0.11278964
Slc40a1,-0.016597165,-0.025863761,-0.038073882,0.07540172,-0.054249655
Nabp1,0.020786751,0.08366221,0.033846784,0.214979,-0.48569342
Stat4,-0.07799457,0.21032865,0.15598728,-0.033684332,-0.43025306
Stat1,-0.031636577,-0.21185666,0.040551428,0.23704137,0.5211155
Mfsd6,0.06154718,-0.06022568,-0.06477529,-0.02929071,-0.026308509
Inpp1,0.008960803,0.03598451,0.026107794,0.15607262,-0.20515133
1700019D03Rik,-0.03609044,-0.049260665,-0.008563616,0.2177339,0.006055963
Stk17b,0.014637071,0.17904866,-0.0016213019,-0.29001278,-0.41300818
Pgap1,-0.016573826,0.0009900382,0.028919695,-0.024033707,-0.016366737
Ankrd44,-0.014579563,0.2833979,-0.13731158,-0.10094135,-0.18627514
Coq10b,-0.012032744,0.08955766,0.07650646,-0.0569715,-0.37731668
Hspd1,0.122639105,-0.21281894,0.096392795,-0.24508968,-0.014006383
Hspe1,0.097754605,-0.21568365,-0.023020698,-0.51683414,0.49170655
Kctd18,-0.04672137,0.030710705,-0.00093661825,0.07964836,-0.055985093
Sgo2a,0.03797865,-0.108290404,0.09511919,0.16731021,-0.15609351
Clk1,-0.008679124,0.20045377,0.05597377,-0.35299,-0.48739055
Fam126b,-0.0059706867,-0.035031747,-0.060832214,0.21454498,0.19870584
Cflar,-0.0042842734,0.048807714,-0.102990404,0.19408675,0.0550014
Trak2,0.0057923147,0.071108766,-0.017441673,-0.14025646,-0.049064536
Stradb,0.01181694,-0.017036362,-0.032119613,0.035565116,0.00054913794
Nop58,0.033904023,-0.2311691,0.103882186,-0.042537216,0.20574093
Bmpr2,-0.00877193,0.011069117,-0.010534899,0.0012959922,-0.0671191
Ica1l,-0.014929092,-0.06062495,0.017341686,0.093407825,-0.058841478
Carf,-0.0067090504,-0.024280887,0.011635922,0.06548593,0.14359848
Nbeal1,-0.04507223,0.004440711,-0.07627319,-0.012807331,0.2729481
Raph1,-0.052733377,0.09032728,0.01724402,0.49284473,-0.3292233
Cd28,0.05458042,0.254336,0.24739592,-0.30251342,-1.2822043
Ctla4,-0.16007821,-0.14800283,0.87637264,0.14612046,-0.83671623
Icos,-0.15932666,0.11405784,0.5173354,0.29787913,-0.8510736
Nrp2,-0.0031848869,-0.04731051,-0.061507907,-0.058807112,0.021552876
Ino80d,-0.027560484,-0.003908087,-0.018875612,0.105531566,0.09223554
Eef1b2,0.058501627,-0.4552985,-0.10435656,-0.0016363895,1.2147124
Klf7,0.0069894963,0.018289039,-0.18354514,-0.037915353,0.31311405
Creb1,0.007130997,-0.012671843,-0.036003526,0.16268419,0.086811565
Plekhm3,-0.032946903,0.06119349,-0.07061281,-0.020901987,-0.016740277
Pikfyve,-0.0042553805,-0.024955083,-0.0650378,0.044357426,0.13073537
Kansl1l,-0.03196084,-0.025535345,-0.019198097,0.13310765,0.18029892
Ikzf2,-0.090978324,-0.30448028,0.4209458,0.026111063,0.1569373
Fn1,-0.009676024,-0.04618941,-0.004440785,-0.031026978,-0.02211938
Rpl37a,-0.019302705,-0.034917507,-0.32714096,-0.3273562,1.2698168
Cxcr2,-0.012905902,-0.044655155,-0.021665208,-0.008288435,-0.061655924
Slc11a1,-0.018848598,-0.040291004,-0.042893782,0.019067796,-0.055909567
Ttll4,-0.015190612,0.021114,-0.081424475,0.03658967,0.10316917
Cnppd1,-0.0069960332,0.045881297,-0.03141833,0.0406437,-0.11249048
Atg9a,-0.011604223,0.049284928,-0.031906642,-0.0123142935,-0.00037112334
Ankzf1,-0.009289534,-0.032508712,-0.07836449,0.064345405,0.031219326
Dnajb2,0.023496194,-0.091184385,-0.01343086,-0.04612633,0.26294902
Mogat1,0.015903914,-0.053771306,-0.045578882,-0.05295785,-0.038340814
Acsl3,0.021769937,-0.080564745,-0.06464956,-0.071377054,0.21913035
Utp14b,0.009425114,-0.10329017,-0.02565316,-0.105183005,0.29739657
Wdfy1,-0.0035233248,0.12018534,-0.11387031,0.1965,-0.19316565
Serpine2,-0.032768067,-0.010555457,-0.051087294,0.17478897,-0.037687045
Fam124b,-0.029113242,-0.0227409,-0.027461352,-0.0056137843,-0.020109307
Dock10,-0.060270008,0.10315178,-0.035254642,-0.015512251,0.119369216
Rhbdd1,0.006670679,0.02644127,-0.046274923,-0.036989864,-0.03477615
Col4a4,-0.0012982211,-0.049983542,-0.021885121,-0.026711417,-0.017115874
A030005L19Rik,-0.009328818,-0.005865151,-0.0363093,-0.022201767,-0.046477105
C130026I21Rik,-0.024648953,-0.06928069,-0.034920055,-0.053246927,0.039491557
A530032D15Rik,-0.017969036,-0.05367938,-0.03217602,-0.039663676,-0.03831301
AC147806.2,-0.018176468,-0.044148643,-0.0012451258,-0.022008749,-0.04323766
G530012D18Rik,-0.008992039,-0.031639673,-0.023308715,-0.010141278,-0.042867932
Sp110,-0.08944487,0.26474485,-0.093373194,0.02165591,-0.02941495
Sp140,0.03133757,0.034751497,-0.081923306,-0.078071065,-0.14995752
Sp100,-0.09159048,0.5389197,-0.15782543,-0.008666664,-0.47889248
A630001G21Rik,-0.049864605,0.038685754,0.04085604,0.37846127,-0.28941426
Itm2c,-0.11181828,0.043790884,0.11392844,0.5384203,-0.17028159
Gpr55,-0.102630645,0.05286688,0.18108861,0.3440452,-0.32026246
Armc9,-0.021335179,-0.068751775,-0.047042463,0.08188687,0.15690164
Ncl,0.07118866,-0.07331597,-0.037012935,-0.16462818,0.10070343
Ptma,0.22378367,-0.61251867,0.28570586,0.041881528,-0.2426252
Dis3l2,-0.0008452781,-0.011001299,-0.048718687,0.17233798,0.085873924
Gigyf2,-0.036544234,-0.036396354,0.015585752,0.137101,0.13413759
Kcnj13,-0.022849178,-0.045891892,-0.009766075,0.008762238,-0.04445024
Inpp5d,-0.030550156,0.12918636,-0.042876348,0.00876184,-0.24790421
Atg16l1,-0.00491138,0.036949918,0.030928604,0.013288316,-0.10397958
Sag,0.0031095978,-0.049243353,-0.042439923,0.032341126,0.21518466
Dgkd,-0.015978843,0.016601592,-0.039418887,0.1767947,0.031843692
Usp40,-0.06688272,-0.023920342,-0.002697832,0.11590628,0.33945042
Hjurp,0.04858497,-0.15240245,0.15825471,0.2136116,-0.19912694
Glrp1,0.012152533,-0.04954946,-0.031935178,-0.046200167,0.008312772
Arl4c,0.12707691,0.1876709,-0.5720784,-0.8070221,0.952534
Ramp1,-0.006248175,-0.3220282,-0.18710595,-0.2982716,1.7474102
Per2,-0.025297396,-0.052759785,-0.02573084,-0.016837338,0.028756289
Traf3ip1,0.009395322,0.110609755,-0.06584347,0.007362491,-0.15916969
Hdac4,0.017095858,-0.12492267,-0.0900517,-0.07535808,0.4948789
Rnpepl1,-0.035380516,0.04513283,-0.029714447,0.015068381,0.06462318
Gpr35,0.00017188318,-0.033222947,-0.03264385,-0.03802152,-0.042386156
Farp2,-0.019504722,-0.032886516,-0.012124577,-0.03351265,-0.017041313
D2hgdh,0.0043703318,-0.014055362,0.022539942,0.009211002,0.071187705
Pdcd1,-0.27614897,-0.24885003,0.6802144,1.1889253,-0.39116946
Fam174a,-0.043743394,0.039671596,-0.071158536,0.30951047,0.041254733
St8sia4,0.0375268,0.063764855,-0.09069625,-0.18771625,0.07078618
D1Ertd622e,0.02560629,0.1229539,-0.0047692107,-0.19686846,-0.36075193
Pam,-0.00737878,-0.05425382,-0.063962705,-0.05860046,0.16583751
Relch,-0.03634382,0.079647526,-0.043940123,0.11425803,0.020780917
Zcchc2,-0.012988727,0.025408393,0.03524697,0.08935321,-0.041067805
Bcl2,-0.018867822,-0.3168571,0.037297502,0.5082863,0.3569137
Kdsr,0.0012758935,-0.03215045,-0.036302976,0.058237735,0.11940433
Dsel,0.0033481119,-0.034402933,-0.03439597,0.009639223,-0.040518615
Tmem185b,0.044706855,-0.033609934,-0.017738469,0.057900015,0.028313614
Ptpn4,-0.04943325,0.2897107,-0.07957935,0.08541828,-0.35686162
Sctr,-0.015025795,-0.019001357,-0.027753133,-0.043594006,-0.04506952
Tmem37,0.038312946,0.077372685,-0.038841877,-0.10432779,-0.24825588
Dbi,0.10294798,-0.3478284,0.4794159,-0.012134218,-0.5763978
Insig2,-0.045878388,-0.003352511,0.02207681,0.16910253,0.017920211
Ccdc93,0.009218419,0.032664265,0.014754269,0.019062784,-0.09097376
Mgat5,-0.02203689,-0.07280379,0.043115117,-0.03438002,0.17483346
Tmem163,-0.050781112,0.12626205,-0.040640682,0.73903453,-0.51912826
Ccnt2,-0.011745734,0.017698394,-0.044264384,0.10090576,0.081893936
Rab3gap1,-0.0127568655,-0.08452177,0.042365193,0.07258239,0.24557407
R3hdm1,-0.011258099,-0.11760925,0.018284123,0.05805707,0.23954469
Mcm6,0.019128906,-0.21684931,0.34195122,0.24090791,-0.5381623
Cxcr4,-0.022725793,-0.16367804,0.18699111,0.24203193,-0.22897369
Cd55,0.04060431,-0.12837109,-0.05628625,-0.20222813,0.35456648
Pfkfb2,-0.00190279,-0.03760464,-0.025827412,-0.015241659,-0.029141381
Yod1,0.0018306675,0.013638702,0.02580565,-0.06523215,-0.074171245
Fcmr,-0.026573373,-0.111119,-0.05235816,-0.06298156,-0.11591042
Il10,0.071913846,-0.08314994,-0.080239825,-0.088651255,-0.095009945
Ikbke,-0.0074594845,-0.08685343,-0.020217609,-0.021575611,0.48362762
Ctse,-0.021073742,0.031150836,-0.005217303,-0.014983375,0.083609544
Slc41a1,-0.011950759,0.0025386373,0.02775433,0.13100877,-0.004057149
Nucks1,0.10169809,-0.3462013,0.28056252,0.0037917409,-0.091231406
Elk4,-0.010059336,-0.060885973,-0.007741856,0.06660868,0.18737684
Mfsd4a,-0.017922897,-0.019518124,0.029072277,0.067831784,0.19429709
Nuak2,0.0061157434,-0.09154813,-0.043220792,-0.04906034,0.07861126
Dstyk,-0.032715414,-0.07192457,-0.068665236,-0.034317553,0.31733942
Tmem81,-0.014266305,-0.033165112,0.024692517,-0.0327662,0.04479937
Mdm4,-0.03211267,0.06678225,-0.099832915,0.116885036,0.13240641
Pik3c2b,-0.032266364,-0.008976774,0.032538295,-0.0045784144,-0.053229358
Plekha6,-0.0025439681,-0.008666435,-0.061301816,-0.11310687,0.12866521
Zc3h11a,-0.006105314,0.013843679,0.0024711902,-0.01510884,0.039009344
Gm38394,-0.032381978,0.041484214,-0.012268144,0.054109503,-0.084530346
Lax1,-0.08042235,0.08987982,0.018085128,0.4908903,-0.38818264
Atp2b4,-0.015346114,0.2467637,-0.09602517,0.24067539,-0.64395696
Btg2,-0.003871199,0.30728337,-0.20084904,-0.18704154,-0.25111485
Chit1,-0.07813723,0.03385739,0.0021838995,0.616607,-0.1969453
Ppfia4,-0.0062987655,-0.036627017,-0.035932098,-0.0357837,-0.04844045
Klhl12,-0.008209669,0.023221267,0.0018744484,0.044114333,-0.08194493
Kdm5b,-0.044577885,0.07319859,-0.07609189,-0.10119618,0.2777764
Ppp1r12b,0.016525028,0.02076749,-0.07384473,0.07221991,0.09067437
Nav1,-0.0054680062,-0.032931253,-0.02376241,-0.033952985,-0.03214606
Phlda3,0.0071918243,-0.06505132,-0.018125147,0.10748152,-0.10376944
Kif21b,-0.032420784,0.20295034,-0.074499756,-0.042734154,-0.06898569
Camsap2,0.004137919,0.005694819,-0.092133984,-0.11685855,0.14314012
Zfp281,0.03675576,-0.22856869,0.0121676205,0.0032027778,0.39819062
Ptprc,-0.124588735,0.48691264,-0.0380193,-0.05411412,-0.50589615
Atp6v1g3,-0.020039978,-0.035994776,-0.00059334125,-0.02423798,-0.072738834
Dennd1b,-0.072832644,0.1525402,0.05247184,0.13520484,-0.2713518
Aspm,-0.015854815,-0.14070648,0.22704507,0.1876047,-0.20744778
B3galt2,-0.014387856,-0.040966645,0.00918313,-0.0015543672,-0.048988227
Ro60,-0.0050617685,0.0016640685,-0.049432132,0.043490954,0.030933632
Rgs2,0.01280426,0.09889151,0.063191876,-0.3061208,-0.3854563
Rgs1,0.11609471,-0.009948957,-0.060310524,0.0027354707,-0.74173474
Rgs18,-0.017628925,-0.029859474,-0.032819953,-0.038595572,-0.03222202
Ptgs2,-0.00023354584,-0.030836215,-0.019426705,-0.03310701,-0.037693616
Prg4,0.014324616,-0.03570243,-0.036881357,-0.01717175,-0.06446609
Swt1,-0.029088032,0.013827537,0.014738688,0.032784823,0.04711573
Trmt1l,-0.018483276,-0.0673449,0.011688269,0.20498796,0.16619985
Fam129a,-0.054357283,0.19966744,0.11412922,-0.13259454,-0.46668074
Edem3,0.01753339,0.03442308,-0.05366801,0.036148272,-0.05706262
1700025G04Rik,0.15859112,0.091559075,-0.19698365,-0.44208077,-0.35894698
Rgl1,-0.0007912744,-0.048250634,-0.02248885,-0.042152308,-0.05294916
Ncf2,-0.0042267186,-0.088357404,-0.043592844,-0.017442627,-0.07256471
Nmnat2,0.04183739,-0.0085397,-0.04324974,-0.015124159,-0.18116166
Rgs16,-0.19305733,-0.2299227,0.67909974,0.44600844,-0.35063663
Rnasel,-0.03871953,0.062683105,0.010424491,0.11262595,-0.05421191
Teddm2,-0.012996882,-0.04752374,-0.005454868,-0.026925838,-0.004033509
Glul,0.04361258,0.039392192,-0.008588395,-0.07716357,-0.15833464
Ier5,-0.1286221,0.4204184,0.05588825,-0.57487744,-0.3395972
Mr1,-0.0040722233,0.02805983,-0.029463392,0.027591897,0.082495965
Xpr1,-0.0036457016,0.10147829,-0.07763869,-0.1045232,-0.055370227
Cep350,-0.03535862,0.03421641,0.036800675,0.052275576,-0.023747081
Tor1aip1,-0.05006272,0.11406808,0.10819675,0.049357485,-0.39886174
Abl2,0.01806171,-0.03474801,-0.072691835,-0.04789996,0.17211929
Tor3a,-0.025285015,0.02306028,0.016039826,0.15172903,-0.09741313
Ralgps2,0.043450564,-0.17716151,-0.15554455,-0.23222432,0.5047141
4930523C07Rik,-0.014788876,0.14806245,-0.074763566,-0.40862122,0.00775367
Rabgap1l,-0.13830242,0.017824003,0.107939534,0.4757676,0.18203789
Rc3h1,-0.00640259,0.059814196,-0.05488634,0.04479449,0.0012226672
Serpinc1,0.012652782,-0.04843827,-0.03607947,0.024861854,0.08708881
Zbtb37,-0.024288619,0.049614936,-0.089609794,0.14830996,0.085573405
Klhl20,-0.03863923,0.025473244,-0.017276457,0.22565043,0.11557775
Fasl,-0.018312598,0.42387563,-0.13144422,-0.08329552,-0.70380837
Suco,-0.029498523,0.14253975,0.044752687,-0.13863567,-0.31981105
Eef1aknmt,-0.030271286,-0.060129967,0.0072717704,-0.020432,0.26799524
Sell,0.10133323,-0.56781965,-0.24229464,-0.45702332,1.6942441
Selp,0.01256058,-0.068559036,-0.035960592,-0.042228274,-0.037939474
Atp1b1,0.0069972733,-0.27518216,-0.1570758,-0.27069327,0.9170121
Xcl1,-0.07175386,-0.2006218,0.46177408,0.07746714,-0.14764863
Dcaf6,-0.019318715,0.023817265,-0.048995662,0.090819545,0.03824982
Rcsd1,0.0439678,-0.27064788,-0.042180583,0.049442288,0.57434577
Pou2f1,-0.028395234,-0.013028257,-0.083349444,0.03294807,0.26996297
Pogk,-0.018592978,0.22759777,-0.05096424,0.18993019,-0.40864074
Fam78b,0.070402764,-0.010081177,-0.1393955,-0.07306358,-0.11519596
Pbx1,-0.008260913,-0.027105052,-0.025991987,0.007217828,-0.031746432
Sh2d1b1,-0.02397531,-0.062293526,-0.045047462,-0.028858995,-0.07511445
Gm26620,-0.0060357666,-0.046485662,0.010710358,-0.010038566,-0.059920814
Fcrla,-0.024195237,-0.07874811,-0.044868533,-0.026848083,-0.0930499
Fcgr2b,-0.053188037,0.38540947,-0.15708393,-0.105996445,-0.32390657
Fcgr4,-0.0069815665,-0.037830055,-0.04882557,0.057273872,-0.05412965
Fcgr3,0.005144309,-0.0847398,-0.067711845,-0.025399547,-0.08025542
Fcer1g,-0.019520378,-0.15308739,0.038715452,0.14639197,-0.20063509
Usp21,-0.017188169,-0.008129172,0.028691484,-0.0040093805,0.043280244
Arhgap30,-0.078434214,0.1431519,-0.029425563,0.26160383,-0.10726734
Cd244a,0.004225978,-0.111607276,0.0036384487,0.22359222,-0.11409468
Slamf7,-0.027988011,0.21525961,0.07700267,0.41340166,-0.9095315
Slamf1,-0.057479557,0.091898344,0.08046308,0.35799453,-0.3866006
Cd84,-0.12921722,0.15524901,-0.020081079,0.18733351,0.12767433
Gm10521,-0.027170423,0.03385627,-0.055150297,0.023511251,0.015753176
Slamf6,-0.13167846,-0.23455341,0.51776993,0.18566504,0.06614276
Vangl2,-0.002019946,-0.06717537,-0.03146755,-0.060888715,0.09899846
Dcaf8,-0.03932719,0.031615585,-0.040822223,0.08241485,0.15890288
Pea15a,0.0031706404,0.13357656,-0.03359539,-0.051070068,-0.20625482
Pigm,0.012835401,0.006295939,0.0010194237,-0.05572745,-0.06482624
Tagln2,0.12047257,0.025552895,-0.013456312,-0.4910936,-0.3156999
Ackr1,-0.012333499,-0.014320909,-0.026369113,-0.01005061,-0.057936266
Aim2,-0.03965761,-0.11759741,0.071000695,0.11503031,0.33973715
Ifi206,-0.056885913,-0.009512679,0.12666325,0.35119236,-0.31150964
Ifi214,-0.006304928,0.053254236,0.031970065,0.21738003,-0.39981872
Ifi213,-0.03479949,-0.07007924,0.034122765,0.45968074,-0.07968805
Ifi209,0.08773665,-0.026906174,-2.907367e-05,0.08253458,-0.39535433
Ifi208,-0.037383284,-0.0029334957,-0.021059848,0.17961974,0.1326073
Ifi207,-0.020036744,-0.039549116,-0.043583933,0.030456189,-0.050554268
Ifi204,0.0051674396,-0.060491603,-0.0055605597,0.1923612,-0.17901836
Mndal,-0.078182034,-0.020555051,0.232683,0.23568586,-0.22433041
Ifi203,-0.11517156,0.034448467,0.19834,0.38597828,-0.26073167
Ifi205,-0.014353062,-0.035098314,-0.021466438,-0.0022771202,-0.056452606
Kmo,-0.015980307,-0.048613388,-0.012759457,-0.035719622,-0.057369463
Cep170,-0.021835703,-0.012512343,-0.030016065,0.13815105,0.115023084
Akt3,0.005964083,-0.018904803,-0.036607735,-0.060686473,0.13751678
Zbtb18,-0.001073082,-0.0947591,-0.043908767,-0.068610676,0.2766257
Smyd3,-0.023223536,-0.006725656,-0.04433118,0.005925033,0.22568749
Coq8a,-0.053432066,-0.02287586,0.05222903,0.09177438,-0.022669222
Psen2,-0.15225844,-0.07292211,0.47408363,0.14181764,-0.22444291
Itpkb,0.07202345,-0.009691208,-0.004070525,-0.15765804,-0.1236854
Parp1,0.00077416725,-0.042588424,0.09581186,-0.13662715,-0.033116296
Acbd3,-0.015886543,-0.009266212,0.020304985,0.01661544,0.068407655
Lefty1,-0.008849218,-0.045362487,-0.0298616,-0.04099669,0.018530989
Tmem63a,-0.04451145,0.017814573,0.0038203185,0.04092828,0.053797133
Ephx1,-0.035547618,-0.14827849,0.056593664,0.4030917,0.22577757
Wdr26,-0.058814824,0.068325415,0.06798919,0.33292687,-0.2165948
Trp53bp2,0.010602047,0.05987292,-0.058490083,-0.07646834,0.042922262
Capn2,0.052345883,0.23974602,-0.20938355,-0.02831521,-0.47761223
Disp1,-0.013505911,0.0048819478,0.016706003,0.04251916,-0.03249102
Brox,-0.0040680417,-0.0007238181,0.019644214,0.13334315,-0.10861508
Mia3,-0.03186162,0.009988112,0.024498856,0.041319445,0.0984518
Dusp10,0.028587002,-0.20340285,0.0036702466,-0.024391562,0.23091386
1700056E22Rik,0.009116543,-0.03531275,-0.006561712,0.047278512,0.013515954
Hlx,0.045282513,-0.035865046,-0.05227253,-0.053081803,-0.065276615
Gpatch2,-0.0139795365,0.025402388,-0.049243566,0.10558077,0.082634084
Kctd3,-0.03569816,-0.028906735,0.0014509453,0.10604815,0.088541016
Cenpf,0.026673712,-0.1600132,0.21997936,0.16337521,-0.24653132
Ptpn14,-0.016815653,-0.043641385,-0.027210375,-0.016622324,-0.022164049
Rps6kc1,-0.030013192,-0.021805145,0.019665249,0.0051521244,0.007143324
Angel2,-0.029213678,0.05004932,0.0055685844,0.10702099,-0.01429829
Batf3,-0.016962381,0.07938238,-0.18966883,0.0072146785,0.14187717
Atf3,0.012076201,-0.057915118,-0.0024854483,-0.07108955,-0.086737335
Dtl,0.07155078,-0.17709829,0.17656511,-0.055971757,-0.36125872
Slc30a1,-0.009366683,-0.00010371567,0.0052569928,-0.026787862,-0.03454736
Traf5,-0.059741378,-0.061233368,0.08737428,0.366054,0.017603714
Rcor3,-0.031008339,0.025260352,-0.066116475,0.2922498,0.094698824
Hhat,-0.04244491,-0.08451336,-0.044245135,0.6294818,-0.041600775
Irf6,-0.013798744,-0.06418298,0.02959003,-0.052336913,0.05558618
Traf3ip3,-0.029929172,-0.033264887,-0.0006627464,0.18813005,0.105375655
Lamb3,0.04238916,0.24361728,-0.1367696,0.0027947775,-0.47468588
Hsd11b1,-0.0439746,0.1119341,0.036920298,0.49367028,-0.42247862
G0s2,0.037932064,0.015178727,-0.13465859,-0.1279533,0.076110035
Cd46,-0.021692835,-0.002374334,-0.06735634,0.15075964,0.13550362
Cr2,-0.019883879,-0.07624039,-0.044164386,-0.04566085,-0.023596883
Rpp38,-0.019370671,-0.0791024,0.018812183,-0.029173033,0.27825746
Cdnf,-0.018969974,-0.032364476,-0.020402206,-0.02153853,-0.039129157
Frmd4a,-0.055768017,-0.14254025,0.069835685,0.32138196,0.18469319
Camk1d,-0.05543411,0.17643741,-0.0764766,-0.040497467,-0.08541723
Gm13199,-0.01977028,-0.031007266,-0.026971575,-0.021385746,-0.013761505
Upf2,-0.0028888115,-0.03618278,0.0054212604,0.032999728,0.09323766
Usp6nl,-0.032478526,-0.029421033,0.08961448,0.02406801,0.05156637
Gata3,-0.035070352,0.040536147,0.09876794,0.043404154,-0.08775081
Taf3,0.02765536,-0.03374386,-0.057284005,-0.021829726,0.08952162
Itih5,-0.07784636,-0.15723254,0.018132135,1.1849285,-0.20374368
Sfmbt2,-0.033764414,-0.0423597,-0.02114501,-0.103036605,0.32224405
Prkcq,0.0022636277,0.04510087,0.060942035,-0.09157127,0.077914685
Pfkfb3,0.028776338,0.04923307,-0.024221674,0.040130533,-0.10594486
Ankrd16,-0.030336214,0.072275184,-0.051269587,0.16063237,0.033302944
Rsu1,-0.027886966,0.30302295,-0.120008826,-0.20484087,-0.18957447
Vim,0.08168945,0.07407361,0.02606092,0.54143536,-1.1354839
St8sia6,-0.017721128,-0.039629687,-0.022936257,-0.029163856,-0.008842492
Stam,-0.003826413,-0.007997187,-0.05008511,-0.003682181,0.109748654
Nsun6,0.012777545,0.006128591,-0.06948606,-0.0052249245,-0.007260695
Arl5b,0.01641242,0.057969335,0.13671082,-0.16349827,-0.311227
Nebl,-0.030625755,0.18472049,-0.02896486,-0.09582545,-0.18035394
Mllt10,-0.00407272,0.030354777,-0.11372241,0.069511406,0.09232681
Dnajc1,-0.056262847,0.18923163,0.069475584,0.15023562,-0.4859134
Armc3,-0.049403768,0.0821582,0.0801128,0.21281439,-0.22041127
Otud1,0.04712854,-0.001549933,-0.06515349,-0.12753756,0.105246596
Enkur,0.009061748,-0.035845693,-0.007103164,-0.059468355,-0.051639218
Apbb1ip,-0.09015434,0.4486428,-0.09837691,-0.15693986,-0.31135318
Abi1,-0.028593868,0.072322294,0.084745094,0.094158165,-0.3459697
Acbd5,-0.003418301,0.010858329,-0.0023101869,0.11503404,-0.13188934
Spopl,-0.05091421,0.08328626,-0.12790084,0.2349432,0.22431156
Psd4,0.009834834,0.032202408,-0.055499382,0.06401041,-0.019290961
Pnpla7,-0.0051373015,0.08585029,-0.099315055,-0.14320008,0.17017168
Nrarp,0.040297695,0.029829955,-0.17731524,0.12690707,-0.19191836
Tor4a,0.0106072165,0.010971258,-0.02298782,-0.009642333,0.040349524
Tubb4b,0.112449944,-0.29655278,0.12872633,0.06521765,-0.13522288
Tmem203,-0.03432616,0.027199153,-0.0077122827,0.17624958,-0.017655872
Tmem141,-0.013184121,-0.06444551,0.06479567,-0.04305573,0.16381381
Bmyc,0.046826094,-0.11242349,-0.16176125,-0.14079781,0.45458803
Camsap1,-0.0133912675,0.014548979,-0.031740703,0.0038949286,0.100978
