"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name"
"76","ENSMUSG00000000399",3181.47188258933,0.643703311552945,0.254005531501522,2.53420981719483,0.0112701227745415,0.0340884932209974,"Ndufa9"
"77","ENSMUSG00000000402",1.5574374013873,0.689398715274416,0.877183155267185,0.785923340108405,0.431912399784692,NA,"Egfl6"
"78","ENSMUSG00000000409",15090.5912946292,0.488787510467632,0.235513457128414,2.0754122351536,0.0379483452029453,0.0929285783820102,"Lck"
"79","ENSMUSG00000000411",0.126456521096379,0,0.448717947245699,0,1,NA,"Tssk3"
"80","ENSMUSG00000000416",0.701978595903067,-0.536569508987656,0.47824272006026,-1.12196064149193,0.261879174878925,NA,"Cttnbp2"
"81","ENSMUSG00000000420",1112.33398017856,0.615255867463697,0.177107040798923,3.47392099539522,0.000512912032172055,0.00231273225391587,"Galnt1"
"82","ENSMUSG00000000435",0.126493046180121,0.0833245029014874,0.448717947245699,0.185694607075438,0.852684257698083,NA,"Myf5"
"83","ENSMUSG00000000439",640.384552781836,1.55576787355852,0.28864551222496,5.38989108670433,7.05003972121099e-08,6.50115262165098e-07,"Mkrn2"
"84","ENSMUSG00000000440",5.16099763827629,2.63576531893891,0.918476135158111,2.86971562792448,0.0041084110308922,0.0143776118357657,"Pparg"
"85","ENSMUSG00000000441",820.138859837087,0.245093410512897,0.202793637783877,1.2085853047032,0.226822204906849,0.370951514539087,"Raf1"
"86","ENSMUSG00000000486",4484.51339986656,0.879837661856204,0.253622100443131,3.4690890908913,0.000522226247304005,0.00234867524537496,"Sept1"
"87","ENSMUSG00000000489",89.1823628038092,5.63331073329799,0.577606892520316,9.75284541484216,1.79368916813544e-22,5.83356636273139e-21,"Pdgfb"
"88","ENSMUSG00000000530",10.7960328553434,-2.4616542618718,0.876641890796267,-2.80805000048063,0.0049842487408154,0.0170078169150607,"Acvrl1"
"89","ENSMUSG00000000531",32.2070881496146,-0.080459925984932,0.523589212941774,-0.153669945820445,0.877869983023563,0.929665729465413,"Grasp"
"90","ENSMUSG00000000532",43.3036615027013,-2.79570931590563,0.527430366563832,-5.30062259046527,1.1540844126752e-07,1.03329605018677e-06,"Acvr1b"
"91","ENSMUSG00000000538",47.3130717531465,-1.19877310130147,0.476128567037466,-2.51775084355974,0.0118106836079263,0.035492930636191,"Tom1l2"
"92","ENSMUSG00000000544",0.243329983611952,0,0.448717947245699,0,1,NA,"Gpa33"
"93","ENSMUSG00000000552",2.43275899393505,-0.0515057808018866,0.934537701102704,-0.0551136468235712,0.956047924076964,NA,"Zfp385a"
"94","ENSMUSG00000000555",7.22464768622543,-2.24038744282572,0.896679061983086,-2.49853881707787,0.0124706484137095,0.0370098937934014,"Itga5"
"95","ENSMUSG00000000560",53.9665751749918,-0.465907450644386,0.430401381245788,-1.08249524965702,0.279032525056525,0.430528423536048,"Gabra2"
"96","ENSMUSG00000000561",515.936815351684,-0.376354269049161,0.290309960361748,-1.29638772496884,0.19484193893812,0.332250781153173,"Wdr77"
"97","ENSMUSG00000000562",123.733892389763,0.205877070483016,0.473474974970971,0.434821440131315,0.663692041194373,0.779577252398406,"Adora3"
"98","ENSMUSG00000000563",10749.5715526717,0.231047943449037,0.247012498288174,0.935369445069484,0.349597937814974,0.504786413962806,"Atp5f1"
"99","ENSMUSG00000000567",4.79119041204624,0.0814686357952129,0.885381945278656,0.0920152440759025,0.926685927953693,0.960047597204099,"Sox9"
"100","ENSMUSG00000000568",2222.98667834705,0.196200243300216,0.152143429174051,1.28957421536598,0.197198533040786,0.334962998661381,"Hnrnpd"
"101","ENSMUSG00000000579",576.199602951427,0.762172703790693,0.261470551242105,2.91494663613177,0.00355749366209479,0.0126951955871762,"Dynlt1c"
"102","ENSMUSG00000000581",3563.18165641401,0.315182720067687,0.305832010418901,1.0305746597159,0.302740324321751,0.455472188920055,"C1d"
"103","ENSMUSG00000000594",1132.35542455897,0.496581870218919,0.238209064900327,2.08464724223112,0.0371013328572391,0.0911948907722988,"Gm2a"
"104","ENSMUSG00000000600",1495.12621559055,0.445274000586472,0.251879960899321,1.76780240475126,0.0770939427711202,0.163329172699893,"Krit1"
"105","ENSMUSG00000000605",798.947085777526,-0.0479559927453559,0.175658946813851,-0.273006263644378,0.78484840072111,0.867029172275317,"Clcn4"
"106","ENSMUSG00000000606",0.281147937561886,-0.179918937045411,0.448717947245699,-0.400962203873907,0.688447951343038,NA,"Vmn2r88"
"107","ENSMUSG00000000617",19.7418427253175,-6.04272437813182,0.849639579261269,-7.1121032089698,1.14287740967638e-12,1.90572386713093e-11,"Grm6"
"108","ENSMUSG00000000627",122.667553377474,-1.17902219017127,0.387076339432978,-3.04596812065133,0.00231932424860868,0.00876133501256282,"Sema4f"
"109","ENSMUSG00000000628",881.409591793953,3.40332569908214,0.379754997262651,8.96189839136809,3.19135863555767e-19,8.64632982483878e-18,"Hk2"
"110","ENSMUSG00000000631",285.313026274834,-1.05539726824815,0.295939768614191,-3.56625698935394,0.000362116282894199,0.00170660850569988,"Myo18a"
"111","ENSMUSG00000000632",6.7181266946818,-1.74182993212798,0.844130796113938,-2.06345976257082,0.0390689669670377,0.0952135948332777,"Sez6"
"112","ENSMUSG00000000673",480.083636466921,0.297351010626314,0.251928459171825,1.18029940564797,0.237881154463133,0.383971211280166,"Haao"
"113","ENSMUSG00000000682",73783.4172984156,0.550118110163488,0.209163526851018,2.63008622222804,0.00853632148709263,0.0270308260970278,"Cd52"
"114","ENSMUSG00000000686",14.9479206374615,-2.86212045009399,0.810131687698138,-3.53290766619221,0.00041101599429082,0.00190176448152022,"Abhd15"
"115","ENSMUSG00000000690",0.295750041598495,0.0801627913343533,0.448717947245699,0.178648506988421,0.858213704053068,NA,"Hoxb6"
"116","ENSMUSG00000000693",3.52792946343334,1.11502401962535,0.925120973570453,1.20527374416989,0.228097642022999,0.372379691255343,"Loxl3"
"117","ENSMUSG00000000701",0.262513419188683,-0.0926230609723371,0.448717947245699,-0.206417107987037,0.836465108337042,NA,"Tcl1b5"
"118","ENSMUSG00000000706",0.417881757451649,-0.132435779677631,0.448717947245699,-0.295142595678515,0.767884951576329,NA,"Btn1a1"
"119","ENSMUSG00000000708",447.080133943382,-0.127475942458482,0.375753064950815,-0.339254564630547,0.734417967257478,0.830553432186218,"Kat2b"
"120","ENSMUSG00000000711",175.73954763729,0.724981359722102,0.3139342730922,2.30934122796201,0.020924653570791,0.0570052363053129,"Rab5b"
"121","ENSMUSG00000000724",5.70302255577863,-1.17463452211138,0.874248362033447,-1.34359362067234,0.179079833510991,0.312278388341769,"Cryba1"
"122","ENSMUSG00000000730",0.406996557677083,0.0743261552752653,0.448717947245699,0.165641146585491,0.868439364262711,NA,"Dnmt3l"
"123","ENSMUSG00000000731",3.20566531706025,0.131126168218596,0.929430539088372,0.141082267801541,0.887804951775305,0.935614405189472,"Aire"
"124","ENSMUSG00000000732",31.9668746443145,0.0834308101510172,0.521321035910334,0.160037298332552,0.872851693038548,0.926283186147089,"Icosl"
"125","ENSMUSG00000000738",396.399297015621,-0.211713091443436,0.228601435774092,-0.926123192212383,0.354381962560191,0.509529272256117,"Spg7"
"126","ENSMUSG00000000739",61.894883058458,-0.0644898928543307,0.474558053073381,-0.135894633831782,0.891904577704479,0.93827908558753,"Sult5a1"
"127","ENSMUSG00000000740",35329.796107162,-1.85640005887024,0.210952536143303,-8.80008409858205,1.36713662725594e-18,3.562930074443e-17,"Rpl13"
"128","ENSMUSG00000000743",743.715936054157,0.576973137697586,0.258652378171018,2.23068947510739,0.0257017052872958,0.0672602731383745,"Chmp1a"
"129","ENSMUSG00000000751",1784.28979699111,0.80613470763297,0.156209972444262,5.16058414849675,2.46180475818587e-07,2.11063555003289e-06,"Rpa1"
"130","ENSMUSG00000000753",30.9503382837201,4.25715057372243,0.798042332957622,5.33449216653084,9.5812323830157e-08,8.67269574129098e-07,"Serpinf1"
"131","ENSMUSG00000000759",452.93871759736,0.338309710494618,0.202419167848055,1.67133238463152,0.0946560431935386,0.190974208652844,"Tubgcp3"
"132","ENSMUSG00000000766",11.6528425546345,-0.883438172181332,0.649963833075829,-1.35921127795778,0.174079648538989,0.306268888750668,"Oprm1"
"133","ENSMUSG00000000776",179.535922231672,-1.20416670705215,0.230351564439711,-5.22751694776233,1.7180165498439e-07,1.50491366227562e-06,"Polr3d"
"134","ENSMUSG00000000782",1457.33767514422,-4.03274083125306,0.267191216057548,-15.0930891020927,1.79822394127509e-51,1.96568354580634e-49,"Tcf7"
"135","ENSMUSG00000000787",2223.8458617901,-1.17522373228345,0.19969122608382,-5.88520464985353,3.97561747996315e-09,4.39159261418246e-08,"Ddx3x"
"136","ENSMUSG00000000791",105.634126314957,2.52570977173213,0.426558585653087,5.92113218836075,3.19732724251906e-09,3.60265770397226e-08,"Il12rb1"
"137","ENSMUSG00000000792",0.964928773424376,0.575047902295367,0.70005169029332,0.82143634572816,0.411397767957317,NA,"Slc5a5"
"138","ENSMUSG00000000794",0.637698613165715,-0.214116217713539,0.579359912251893,-0.369573754044009,0.71170010986374,NA,"Kcnn3"
"139","ENSMUSG00000000804",241.125393659963,-0.964229947254568,0.316921178305045,-3.04249136145289,0.00234628551686765,0.00884196320828675,"Usp32"
"140","ENSMUSG00000000805",0.159963629085221,-0.178949601873363,0.448717947245699,-0.398801971197684,0.690039124499483,NA,"Car4"
"141","ENSMUSG00000000811",12.5394096418746,-3.25599601586021,0.850125841051694,-3.83001652065088,0.000128134656128502,0.000672546722947231,"Txnrd3"
"142","ENSMUSG00000000817",1400.13638226959,7.42165308138033,0.372914240246747,19.9017690407039,3.92817025193336e-88,1.87373721017221e-85,"Fasl"
"143","ENSMUSG00000000823",134.844117921875,-0.82833849928221,0.354096848274103,-2.33929927170942,0.0193199503764818,0.0534943428102376,"Zfp512b"
"144","ENSMUSG00000000826",1470.8406713859,0.181464534762946,0.1980787663193,0.916123106655602,0.359602329719102,0.514778125873807,"Dnajc5"
"145","ENSMUSG00000000827",1299.80340102843,0.651234639672055,0.243241469798446,2.67731748295913,0.00742142747213658,0.0239681349689992,"Tpd52l2"
"146","ENSMUSG00000000838",1155.95920438047,0.547677014470691,0.213962165138612,2.55969093468411,0.0104765288206883,0.0321025968788116,"Fmr1"
"147","ENSMUSG00000000861",46.4239670473286,3.29369983840822,0.682002997724718,4.82945067601841,1.36910221778266e-06,1.04515218283787e-05,"Bcl11a"
"148","ENSMUSG00000000869",0.91934006114704,-0.84912557845733,0.8483063482732,-1.00096572445296,0.316843379439378,NA,"Il4"
"149","ENSMUSG00000000876",1070.77431020414,0.423959008461051,0.200307914942655,2.11653647626667,0.0342992063098222,0.0857126220865076,"Pxmp4"
"150","ENSMUSG00000000881",38.7683033054208,-2.2582663015038,0.544014970633363,-4.1511105822596,3.30865845240281e-05,0.000197503195674147,"Dlg3"
"151","ENSMUSG00000000884",186.759478997413,0.322112285416191,0.31799453133592,1.01294913488912,0.311084457303861,0.46506852980265,"Gnb1l"
"152","ENSMUSG00000000889",0.318990875624209,-0.438423536189876,0.448782114169351,-0.976918469670638,0.328609517205403,NA,"Dbh"
"153","ENSMUSG00000000901",19.676124013602,-2.5541355832544,0.854356330167719,-2.98954369864971,0.00279394479739172,0.0103093026384771,"Mmp11"
"154","ENSMUSG00000000902",817.043674622362,0.684680842660908,0.170588892528123,4.01363085552615,5.97918306115458e-05,0.000339287384879719,"Smarcb1"
"155","ENSMUSG00000000903",28.9694649052759,2.63434508039344,0.79162161756022,3.32778315037997,0.000875399783539395,0.00369923972958218,"Vpreb3"
"156","ENSMUSG00000000915",587.388271023723,1.99838805747609,0.26583264621632,7.51746666904828,5.58477900112571e-14,1.01865592417984e-12,"Hip1r"
"157","ENSMUSG00000000916",447.225099179067,-0.863986260914568,0.20498099330679,-4.21495791866644,2.4982476724956e-05,0.000154094500833673,"Nsun5"
"158","ENSMUSG00000000934",56.8764115627858,-2.03606436178448,0.498755597618689,-4.08228874323552,4.45943430174248e-05,0.000260370754242316,"Top1mt"
"159","ENSMUSG00000000938",0.250057817924179,0.07519383909575,0.448717947245699,0.167574841963201,0.8669177644957,NA,"Hoxa10"
"160","ENSMUSG00000000942",0.691290780226418,-0.263887502473117,0.544213924585284,-0.484896638163405,0.627749667243956,NA,"Hoxa4"
"161","ENSMUSG00000000948",102.518972970062,-1.11669274623004,0.415319074735884,-2.68875862959145,0.00717182554937213,0.0232862429811606,"Gm38393"
"162","ENSMUSG00000000957",3.44708362750787,0.970598242625901,0.933989864132342,1.03919569140889,0.298713733905268,0.451295986697651,"Mmp14"
"163","ENSMUSG00000000958",8.5573542936194,0.399715205858942,0.852241971039717,0.469016100405496,0.639058127715026,0.761327025532599,"Slc7a7"
"164","ENSMUSG00000000959",524.986636781576,0.44647713227114,0.194761914166168,2.29242526282737,0.0218811156347522,0.0590486269855366,"Oxa1l"
"165","ENSMUSG00000000976",352.317900477464,0.706847771263184,0.362773725429782,1.94845359990108,0.0513607116663042,0.117955786743404,"Heatr6"
"166","ENSMUSG00000000982",1792.29371978388,7.41750436161466,0.413804674766408,17.9251342817764,7.50690716414019e-72,1.71255399522798e-69,"Ccl3"
"167","ENSMUSG00000000983",1.95464031137628,-1.22086574019169,0.872251813030759,-1.39967119810233,0.16161180248091,NA,"Wfdc18"
"168","ENSMUSG00000001014",14.1758014085149,-0.252147685410947,0.702433642658289,-0.358962996784607,0.719622771197058,0.819888682789005,"Icam4"
"169","ENSMUSG00000001016",1781.07760473154,0.433461922883873,0.198461011633483,2.18411626201115,0.0289537060187289,0.0743734148891663,"Ilf2"
"170","ENSMUSG00000001017",1432.15535993962,-0.107959190040341,0.150814662811788,-0.715840144635474,0.474090060991825,0.626123819808529,"Chtop"
"171","ENSMUSG00000001018",1049.6583727254,0.27273640039745,0.257831212756802,1.0578098651489,0.290142134332181,0.442679784484139,"Snapin"
"172","ENSMUSG00000001020",23046.16062817,12.3067140895606,0.451595502429509,27.2516312127834,1.58950321260383e-163,3.57433858137098e-160,"S100a4"
"173","ENSMUSG00000001021",70.822473453139,3.85182531141723,0.484951029198897,7.94270983975466,1.97811313226991e-15,4.06494501502098e-14,"S100a3"
"174","ENSMUSG00000001023",7.35396955347819,2.92580331224944,0.881836102804177,3.31785385395947,0.000907119339460602,0.00381790521990624,"S100a5"
"175","ENSMUSG00000001025",40103.3880644285,11.1716966345023,0.287219234098016,38.8960602502334,0,0,"S100a6"
"176","ENSMUSG00000001027",1.0907383613356,-0.250239643058702,0.788168772227794,-0.317494998376285,0.7508680340338,NA,"Scn4a"
"177","ENSMUSG00000001029",1404.52421942913,0.408499425898833,0.263256153749491,1.55171843119592,0.120729610598428,0.23093994415237,"Icam2"
"178","ENSMUSG00000001034",77.0229558018369,0.152192937574668,0.359246838033517,0.423644473554053,0.671825115867537,0.785384266533301,"Mapk7"
"179","ENSMUSG00000001036",12.1189178401308,0.233893969248986,0.857303183254572,0.272825266274011,0.78498753641076,0.867075859023982,"Epn2"
"180","ENSMUSG00000001039",46.5141899947909,1.39499712086999,0.60131283789529,2.3199190719971,0.0203452556457989,0.0557643512311546,"B9d1"
"181","ENSMUSG00000001052",576.011515488467,-0.797790782016312,0.278078528690364,-2.86894060384158,0.00411849131062629,0.0144064826045708,"Sec24b"
"182","ENSMUSG00000001053",69.8284876258897,-0.745273805103873,0.355409445729783,-2.09694428231517,0.0359985079122882,0.0892073250763372,"N4bp3"
"183","ENSMUSG00000001054",815.49258178244,-0.117453684290905,0.19342899050594,-0.60721861797287,0.543705838195145,0.685406509468146,"Rmnd5b"
"184","ENSMUSG00000001056",5595.50306274975,-0.241636838863569,0.22637062250327,-1.06743903511631,0.285773629464221,0.438052653753657,"Nhp2"
"185","ENSMUSG00000001062",109.758908407032,-0.0515851847309301,0.394764441646159,-0.130673331457669,0.896033729829681,0.941176227228681,"Vps9d1"
"186","ENSMUSG00000001065",59.7745921183483,-0.34659132369925,0.420559824071505,-0.824118957307536,0.409871969565736,0.565222497689112,"Zfp276"
"187","ENSMUSG00000001076",0.760390060634121,-0.16178925952083,0.62703296278144,-0.258023531654785,0.796388746338995,NA,"C1ql4"
"188","ENSMUSG00000001082",278.122553122473,0.614646364330006,0.283467360357704,2.16831441741437,0.030134772222171,0.0767931762261929,"Mfsd10"
"189","ENSMUSG00000001089",118.281316527308,0.371130569263337,0.478658568669557,0.775355532221857,0.438129603569498,0.592303113986154,"Luzp1"
"190","ENSMUSG00000001095",0.315703737346634,-0.180743803825305,0.448717947245699,-0.402800478417987,0.687095009171996,NA,"Slc13a2"
"191","ENSMUSG00000001098",651.127302335149,0.16845487320656,0.208146267210242,0.809310084991382,0.418336806756397,0.573359941838613,"Kctd10"
"192","ENSMUSG00000001100",938.568310725134,-0.728890996992547,0.280530340954496,-2.59826083165378,0.00936972914469527,0.0292404651995734,"Poldip2"
"193","ENSMUSG00000001103",0,NA,NA,NA,NA,NA,"Sebox"
"194","ENSMUSG00000001105",1682.17747621414,0.102274180082094,0.208311267881195,0.49096806486927,0.623449034735476,0.748769765015879,"Ift20"
"195","ENSMUSG00000001119",0.529693763849898,-0.152995937179597,0.448717947245699,-0.340962375404661,0.733131906390144,NA,"Col6a1"
"196","ENSMUSG00000001120",11.0131522829938,-1.10549625100637,0.829534100148443,-1.33267125583932,0.182639710080221,0.317251343673886,"Pcbp3"
"197","ENSMUSG00000001123",3799.02177771714,0.542501565210002,0.312380684993177,1.73666808247716,0.0824457746338799,0.172275905206563,"Lgals9"
