comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
3_N,48h_IL2_promoted,-1.7489010230671556,0.002186588921282799,0.0010932944606413995,34,2.6602328566510707,2.9612628523150515
3_N,48h_IL2_repressed,1.3388824838021331,0.021123260437375745,0.021123260437375745,20,1.6752390463335782,1.6752390463335782
4_A,48h_IL2_repressed,-2.2050747207500963,3.379520108144643e-4,1.6897600540723216e-4,33,3.471144965160633,3.7721749608246142
4_A,48h_IL2_promoted,1.2011258818649706,0.19178427419354838,0.19178427419354838,24,0.7171870067115682,0.7171870067115682
4_C,48h_IL2_repressed,-1.9168222116906122,4.346881112801565e-4,2.1734405564007825e-4,30,3.361822237600815,3.6628522332647964
4_C,48h_IL2_promoted,1.1671747719417789,0.23000207770621234,0.23000207770621234,21,0.6382682407986356,0.6382682407986356
5_A,48h_IL2_promoted,1.5258506669072491,0.04776739356178609,0.023883696780893044,14,1.3208684554429604,1.6218984511069416
5_A,48h_IL2_repressed,-1.28272755261196,0.05390920554854981,0.05390920554854981,23,1.2683370682534123,1.2683370682534123
5_C,48h_IL2_promoted,1.6036353856067997,0.023646252069047056,0.011823126034523528,26,1.6262376851469005,1.9272676808108815
5_C,48h_IL2_repressed,-1.076848793673042,0.28919436227597006,0.28919436227597006,20,0.5388101776856054,0.5388101776856054
6_A,48h_IL2_repressed,-1.5123003579317584,0.0020652622883106154,0.0010326311441553077,24,2.685024785105714,2.9860547807696953
6_A,48h_IL2_promoted,1.011222999761596,0.43385490753911804,0.43385490753911804,18,0.3626554856730381,0.3626554856730381
6_C,48h_IL2_repressed,-1.3164216017134038,0.08493427704752275,0.042467138523761376,19,1.0709170055352977,1.371947001199279
6_C,48h_IL2_promoted,-1.173439588581709,0.2260467888541201,0.2260467888541201,12,0.6458016580295616,0.6458016580295616
6_N,48h_IL2_promoted,-1.2008793202946937,0.29224178962398856,0.14612089481199428,24,0.5342576812647849,0.8352876769287662
6_N,48h_IL2_repressed,1.0463292537653335,0.3842178921304769,0.3842178921304769,17,0.4154224149230319,0.4154224149230319
7_A,48h_IL2_repressed,2.0082834454720278,2.23463687150838e-4,1.11731843575419e-4,27,3.650793039651931,3.951823035315912
7_A,48h_IL2_promoted,-1.7566774546583903,0.002061855670103093,0.002061855670103093,27,2.6857417386022635,2.6857417386022635
7_C,48h_IL2_repressed,1.989610679141366,2.411672494875196e-4,1.205836247437598e-4,30,3.61768166971834,3.9187116653823213
7_C,48h_IL2_promoted,-1.1716985996909468,0.17977928088287648,0.17977928088287648,11,0.7452603610829167,0.7452603610829167
8_A,48h_IL2_promoted,1.7635773067674572,0.002787279868237679,0.0013936399341188395,18,2.5548194219831593,2.8558494176471405
8_A,48h_IL2_repressed,1.0910739300681178,0.303179531099454,0.303179531099454,17,0.5183001230618688,0.5183001230618688
8_C,48h_IL2_promoted,1.8357489544190768,4.3431053203040176e-4,2.5412960609911054e-4,23,3.3621996388688866,3.5949447366950835
8_C,48h_IL2_repressed,1.6043936389218658,4.3431053203040176e-4,4.3431053203040176e-4,26,3.3621996388688866,3.3621996388688866
9_A,48h_IL2_promoted,-1.736066472638409,0.0021318173743116006,0.0010659086871558003,31,2.6712500026125774,2.9722799982765586
9_A,48h_IL2_repressed,1.2899790672715103,0.04689067201604814,0.04689067201604814,20,1.3289135431031192,1.3289135431031192
9_N,48h_IL2_repressed,1.3572700639391229,0.037360406091370556,0.018680203045685278,24,1.427588411824094,1.7286184074880753
9_N,48h_IL2_promoted,0.8931447790079828,0.6447531910086977,0.6447531910086977,10,0.19060649977701255,0.19060649977701255
