paga1,paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_paga1,X_paga2,velocity_paga1,velocity_paga2
-3176.6974413162047,4141.248670180644,-3.8554294,-0.73150164,2.1249475,2.1140993,3.310288,-2.5321078,-0.72194606,0.64390767,0.34798285,1.7640138,0.6271225,-0.80911285,0.45236593,0.77452254,-0.30195445,0.4423004,0.58823925,0.43913788,0.593542,0.2430359,-3176.6974413162047,4141.248670180644,-67.30197623590527,-27.275270861862964
1153.837759311526,-2501.442181161105,12.128367,0.29514578,-0.052582853,2.0506039,0.005934629,-0.84369516,0.69964606,0.17715065,0.49059248,-0.40800747,0.43262514,-1.379604,0.47360802,0.67842793,-0.119572,-1.600987,0.57519835,-0.26964125,-2.1417506,1.0813408,1153.837759311526,-2501.442181161105,-19.60402342617091,-0.835306810171386
-4073.535626668982,3818.6087648878856,-4.7551394,-5.602677,2.3104198,-0.88792187,3.3666794,-1.0923668,-1.1503761,-0.44813895,0.8267124,1.0405179,-0.3182137,1.580794,2.2498746,-0.07589316,0.36296582,0.37040937,-1.2445672,0.80763966,-0.022675587,0.78490674,-4073.535626668982,3818.6087648878856,-32.71994872746817,-36.258703337445816
-764.5371847455797,4751.425299817304,-3.857246,5.9781356,3.0015244,0.5310487,-1.4688337,0.9783157,-4.3181257,4.085023,-2.6602163,1.8513364,-1.6615001,0.14050321,1.5510352,0.14917627,0.44949728,0.87882835,-1.2031739,-1.64462,0.86678666,-0.007464112,-764.5371847455797,4751.425299817304,-2.4637475770555017,-5.729661227286738
-1723.6359503718595,1757.7761537099664,-6.6044254,3.0687547,-1.9725395,-2.0475602,1.4553547,-0.80272347,-1.0087765,-1.8875625,-0.7878085,0.47293645,0.48784715,-1.4853905,0.66866034,0.32764667,-1.9612135,-1.669755,0.09676018,0.3823327,-0.05370687,-0.034170896,-1723.6359503718595,1757.7761537099664,16.77306624448246,-4.767703499111861
105.94296713233568,-1106.1105751207215,-6.0461802,6.2460604,-1.065949,1.1012686,0.4080936,0.6421394,-2.0585513,0.13950498,-0.60818297,1.5384864,-0.40927434,-1.9578986,-1.017219,0.30136004,0.8813266,0.55961174,0.04490832,0.62402403,-0.58806396,-0.24230155,105.94296713233568,-1106.1105751207215,-14.08407835355196,5.111862150607505
-1304.3620062503517,-723.7502661488749,8.263441,-1.0597608,0.38598964,1.4996616,-1.3710413,-1.0370257,-0.18469474,-0.43057102,-1.3705486,-0.5309041,1.2867972,1.1583976,0.53323823,0.03584946,-0.3723067,-0.3212749,0.49311122,0.574074,-0.5331026,-0.9270558,-1304.3620062503517,-723.7502661488749,10.709875132929552,-9.64734925223125
-3798.8237503490227,3801.774988600297,-8.078439,-1.6367221,0.14689031,-2.03402,3.47922,-0.82631177,0.8882805,-1.8550665,-1.0086039,-0.68738055,1.2163054,1.3078235,-0.5412621,0.28635693,-1.8088211,-0.4793245,0.48742184,-1.0127804,-0.29797724,0.20647375,-3798.8237503490227,3801.774988600297,-59.91051012474908,-43.863481140077795
1589.1645784710254,-3965.116376797096,13.555157,2.5279148,0.98058176,-0.5370338,0.47241935,-0.85778284,0.04898388,-0.07061842,-0.30186275,0.5579446,0.13527253,-0.20104861,0.17893538,-0.43460867,-0.010655827,2.0176182,0.42623082,-0.07132584,0.3266595,-0.98681897,1589.1645784710254,-3965.116376797096,-23.525705592014596,-2.1594388387131658
-2968.10148783842,2688.36879053153,-3.6528838,-1.6876652,-0.33682925,-2.7810829,-2.9498267,-1.7346693,0.8807281,-1.2071764,-1.2123421,0.17019951,-0.64932424,-1.735786,1.4618119,-0.17527014,-0.46864355,-0.21711966,0.9204459,0.7785315,0.6526629,0.16398615,-2968.10148783842,2688.36879053153,-43.35168334150258,-42.79626747438224
2396.1140530804296,-2489.5400494754344,12.870216,1.7348518,0.71001446,-1.1875665,0.25162017,-0.3055795,1.4099864,1.230401,-1.9162095,-0.72725075,-1.4075818,-0.13851,0.7553241,-0.86086005,1.5530266,1.9024178,-0.8543479,0.6220461,-0.8489991,0.5525504,2396.1140530804296,-2489.5400494754344,-13.45402780332936,-7.0212036179483
576.3298114719312,1712.8716818280775,-6.148833,4.590831,0.91801536,2.6374886,-1.84585,1.0408463,-0.4548194,0.36404797,0.061362155,-0.5424954,-0.12646063,-1.4288702,-0.016429788,-0.79892266,0.32728544,1.8056021,0.67591786,0.36559558,0.37909698,-0.8042935,576.3298114719312,1712.8716818280775,-3.2787009757304073,9.581973240804487
833.7919820144932,1528.3649607827274,-3.931553,3.380656,3.1581838,2.0492377,-1.1265547,-0.9676386,-0.43588448,-0.31825608,-0.51986957,-1.330531,-1.8411279,1.0310082,0.7644533,-1.0878648,-0.037225813,-0.19873908,0.034473244,-0.07276694,0.58609825,-0.29875475,833.7919820144932,1528.3649607827274,-0.13903135815170678,-3.5167025824583695
-722.1252552296793,4886.930473598536,-8.417903,5.062608,2.59809,3.8794086,-0.5758204,5.089743,-0.37835047,2.1617577,0.49116305,1.3129617,0.59929156,3.0599725,-1.403266,-0.80475485,0.93355066,-0.5234902,0.39308777,-1.652039,-0.08725866,0.6528881,-722.1252552296793,4886.930473598536,-8.007268809960012,-6.422163599008227
-664.7030721474457,4583.516054877584,-7.7800646,3.9705584,3.2581124,0.88062924,-2.704577,-0.04826374,0.4605212,-0.8878358,2.0865004,0.08787541,-0.53592455,1.3528309,0.35338333,-0.66633135,-0.7308933,-1.3677148,0.1435264,-0.55733377,0.4110331,0.49613276,-664.7030721474457,4583.516054877584,38.132730555254774,42.06179446539506
-1519.1964504604025,3601.1334004419155,-7.59314,3.6673462,-0.41000986,-2.3864558,-2.0238636,0.063320294,1.3927636,-0.39855745,1.2551258,0.22713378,-0.85305554,1.0146903,-1.2665169,-0.18989371,0.94777817,1.7416804,-0.057543337,0.47421244,-0.45755363,0.047578238,-1519.1964504604025,3601.1334004419155,61.90966485561386,8.91236070869637
-4180.163339985537,2312.173821619648,-1.6005449,-4.560969,-2.070581,1.0170944,1.261404,0.8568973,-1.3242004,0.1570549,1.8888535,2.9003816,1.4241662,1.3696709,0.7777167,-2.8525417,0.23014085,-1.0995675,-0.3841678,0.95213664,0.99905246,0.16712222,-4180.163339985537,2312.173821619648,-21.842198586772955,-35.622504120945436
-504.4688406822143,4641.395507595332,-7.502582,3.981318,4.570662,1.3730135,-2.1415021,0.4453273,0.36002815,-1.4186041,0.8283985,0.8330918,-0.15319943,0.8661076,-0.00750717,0.41599402,0.102326155,-0.5369167,-0.16494122,-0.43160117,0.47422498,-0.81174654,-504.4688406822143,4641.395507595332,27.010163312913882,39.29215820260096
1363.7867055027807,-3422.098635946218,13.479506,2.6397607,1.6019273,-0.19071586,0.243482,-0.5687967,0.11821731,-0.9557782,-0.26604584,0.9195732,0.26609048,0.115234956,-1.3190914,-0.8204397,1.5566368,0.48488513,-0.35483536,1.2603883,0.023078738,0.46167952,1363.7867055027807,-3422.098635946218,-26.442247267784257,-33.459662565599785
-2494.792681774444,3524.268189999377,-5.277747,0.86503416,-0.10417572,-3.736341,-0.6233722,-1.171637,0.5872501,-0.987674,1.1755389,0.6587354,-0.36282384,1.6223333,1.2319682,0.7437687,-0.3897894,0.919225,-0.53177243,1.3454148,-1.7915081,-1.091295,-2494.792681774444,3524.268189999377,47.99130837989876,-2.712374908492782
1516.7066648853381,-4307.804693609005,14.611579,3.4523838,1.2504021,-1.5264976,-0.41803437,-0.026469247,-0.40380552,-0.811044,1.0099849,1.2899954,1.758974,1.2392538,0.26223594,-0.3664242,0.005142367,0.9470447,0.5296701,-0.54802233,1.9518437,-0.86625177,1516.7066648853381,-4307.804693609005,-2.0214013422390718,4.2820008558303275
-76.17068074261064,3651.243056700459,-9.074509,4.4874754,3.7641475,0.40232542,-1.8749757,0.23187266,0.4271599,-0.037341107,-1.2618663,0.6390245,-1.4070297,-0.9120907,0.31456158,-0.34843856,1.4662304,-0.1609937,-0.34598368,-0.017693955,1.2641004,-0.3146622,-76.17068074261064,3651.243056700459,2.486354366986605,22.057668516524828
1584.3865887158865,-4134.296860464832,13.126586,4.040553,-0.65807104,-1.2089082,0.9762752,-0.08276629,-0.5677829,-1.1867257,1.2422937,0.23495248,1.9972982,-0.15149668,0.6697897,-0.7400703,0.4987053,0.24795854,0.55508226,-0.52180743,2.4283648,-0.17690581,1584.3865887158865,-4134.296860464832,-22.19531219850612,4.204222593561682
-4497.816093179797,1540.5562829962794,-0.44269812,-5.3474054,-1.433117,1.3198377,-1.6101433,-0.083908,1.6509786,0.02742804,-2.175071,-1.409874,-1.7019632,-1.4077832,-1.1441814,-1.0971702,0.06904779,2.0688012,0.9241999,0.21199739,-0.3500293,1.2259184,-4497.816093179797,1540.5562829962794,-1.0946219950446128,-16.13919723167262
1453.7830627721444,-3634.035211255084,13.698032,2.258418,0.8605544,0.90389806,0.010527567,0.0034751182,-0.3068074,-1.3945652,-0.020725965,3.526274,-1.2776256,1.7199743,-0.1875873,-1.4863881,-2.001344,0.052542172,1.0877275,-1.5317467,2.6519823,-1.862577,1453.7830627721444,-3634.035211255084,-2.7378976991088293,-20.555582667165396
-3175.5721089536114,3126.8353361379686,-1.6940206,-1.2699229,0.976613,-2.1837947,-3.71755,-2.28148,-0.12597366,-1.5883125,-1.1022466,-0.1992354,0.20375596,-0.22412044,1.6565868,-0.23634428,-0.23545595,1.20982,1.3109092,-1.8343703,0.9340044,0.48153004,-3175.5721089536114,3126.8353361379686,-49.146736171913076,-11.224386012269205
645.0805979403627,-1979.5038686130627,13.095332,0.03461896,0.7747651,2.294939,-0.503241,-0.56361514,-1.02025,0.63354653,0.5099407,0.90669215,-2.2080874,-0.72394866,0.8901907,2.1628342,-0.584483,-0.33422238,0.20194976,0.754345,-2.0670998,-0.55011654,645.0805979403627,-1979.5038686130627,-18.089712438514546,0.8216479189403195
-5319.980728560141,2857.560665547865,1.8518044,-6.7913423,4.652262,-2.555329,-1.5608283,-2.459542,-0.45193058,-0.01832494,1.5936486,3.4079883,-0.90112275,-1.3925302,-1.4682966,-0.87148464,0.4368156,0.3374645,0.15322042,-1.9856778,0.32272577,2.1531215,-5319.980728560141,2857.560665547865,-18.76730404912159,-44.27691270838537
-4636.300276144387,1808.7823507901705,-1.205254,-7.2392364,0.5466989,-0.50726897,-1.6689165,-1.0968671,-0.13769601,0.19483516,-1.0143826,0.33979768,1.1771544,-2.8742325,-2.0733216,-0.33110604,0.7490499,0.46479923,-0.084028006,0.702569,0.84701407,0.6518004,-4636.300276144387,1808.7823507901705,9.235088100504932,-29.93965120488276
-4310.9572560962015,1950.976266458773,-0.35236487,-4.681008,-2.6498663,0.48894054,-0.08404078,0.9989017,-0.5662524,2.398655,-0.9434081,0.8229731,-1.5713059,-0.95536125,0.03367354,-1.6980546,-0.03239531,0.7785782,0.6315852,0.5347487,0.29199985,1.4468962,-4310.9572560962015,1950.976266458773,-27.246119109646823,-26.916707550182537
1943.2295105917028,-2577.133201123776,13.981829,2.2143435,0.64562047,0.16179012,-0.55474806,-0.60647714,0.5094436,1.1640286,-1.6222991,-0.4453592,-0.8511464,-1.076816,-1.0922188,1.2850447,-1.396245,1.1723752,0.44739485,-0.1966536,-1.4645333,0.72488385,1943.2295105917028,-2577.133201123776,-26.224563676183998,8.393918057172892
2394.3830673652124,-603.8273652725812,10.118107,1.4883362,1.1814038,1.2990738,1.3422489,1.9101171,0.9755576,-1.1049708,-2.789339,-1.2008415,-1.3536832,-0.03977485,-1.0893975,-3.2559497,-4.6217933,-3.381896,-2.6781633,1.2258819,1.5610722,-0.3450412,2394.3830673652124,-603.8273652725812,-7.595405106180533,2.4489378039110488
-1785.2373660769565,3910.9701810900706,-4.88116,2.7544308,2.1361105,-3.4812806,-2.8238842,-0.20973782,0.7682092,-0.49449384,1.511361,-1.4838511,-0.4205584,3.9548345,1.8747618,0.48899847,0.21525669,0.89949846,-0.78318805,0.6308736,0.9668634,-0.34493828,-1785.2373660769565,3910.9701810900706,67.37789098580845,30.04183565868302
1615.6126998932978,-2584.82527419917,11.389626,0.3255823,-0.6328009,1.3499044,-0.6361891,-0.928743,0.9264913,-0.34386408,-0.15218762,-1.0711931,-1.4489975,-0.20958962,0.8179891,0.024632845,0.10157077,0.6059312,-0.23978396,1.0572095,0.36102638,0.69158196,1615.6126998932978,-2584.82527419917,-15.317555045826316,-14.017015494031286
-3984.8908482826173,2064.2327558613088,-0.8122334,-3.3154633,-1.3332348,1.7067268,-1.0005866,1.606608,-1.3246455,-2.8238728,0.08244408,1.5920511,0.381013,1.3613677,-0.8951733,0.54225135,-3.6556804,-2.779312,1.1082798,1.2126914,1.2299689,3.3239102,-3984.8908482826173,2064.2327558613088,19.27081855098576,-42.863352761241984
-691.852548549679,4007.815644492517,-5.827178,4.452383,0.14189987,2.3867915,-3.2154775,0.96735597,1.7648367,-1.3057624,0.79805094,0.72105646,0.6782044,-0.43615016,0.24929047,-1.0580713,-0.49989873,2.2087202,0.6444301,0.35869786,-0.13398418,0.4737391,-691.852548549679,4007.815644492517,40.122508979229096,16.01645634349546
-3040.1857953936046,4305.989879314423,-2.7357388,-3.0144947,1.9515475,6.0207157,3.9609976,0.7218393,1.3723423,2.5057802,-1.7192724,-0.29137814,-0.5103891,-1.3484238,3.7593968,-1.1007279,-0.6529036,1.8310575,0.9823329,0.009658334,-1.6437964,-0.3959162,-3040.1857953936046,4305.989879314423,-34.97277970382703,-34.047132194702094
-3298.043482005765,2772.847816576918,-4.220973,-0.9687409,-0.79833937,-3.446008,-0.0961173,-1.542968,-1.2546883,-0.42297614,0.40829453,1.7121,-0.01667462,-0.17086107,0.8153663,0.30400613,0.1122521,-0.35685334,-1.1795827,1.0643303,0.19196753,0.09099989,-3298.043482005765,2772.847816576918,-47.64106885793666,-42.89361943764554
-1994.1012407444596,3689.2535271254906,-6.6960154,1.9129977,1.7117805,-3.9306176,-3.0881763,-0.7366088,1.6682851,-0.25155458,2.3970377,-0.3333578,-1.4095671,1.5064288,0.12580954,1.2245522,-0.9120685,0.35708442,-0.55515814,0.53335476,0.38111013,-0.9470711,-1994.1012407444596,3689.2535271254906,67.33661219265434,32.393578627494925
-2184.699361842921,3543.6584327414453,-7.2139974,0.7076177,-0.1289689,-2.3840234,-2.3696764,-0.06029629,1.6684346,-0.4616605,0.13280088,0.30609325,-0.69771475,-0.047888983,0.046319753,-0.6024543,-0.7915985,-1.066045,0.08960622,-0.863836,-1.1511933,1.1832947,-2184.699361842921,3543.6584327414453,61.17948454600166,7.351664830162455
1482.0498400684744,-3273.115358131578,14.456123,2.1768267,0.49748358,1.5244682,1.4192901,-0.57354665,1.2424474,0.81892055,0.5087808,0.59831697,-0.83284336,-0.31491598,0.22619838,0.46193603,-0.9128337,0.57767177,-0.45861387,-0.66975147,-0.35624605,-0.9366502,1482.0498400684744,-3273.115358131578,-20.084488664705297,-6.521598788615902
1318.226264085795,-3091.4296105941285,10.29776,1.4438653,-0.96914804,0.38007128,0.8301311,-0.31184417,-1.6014993,-1.383765,1.2295711,1.2859955,-0.6022344,-0.47151485,0.6305139,-0.07364819,1.227928,-0.87065333,0.12677327,0.041876487,-1.1695167,-0.35112032,1318.226264085795,-3091.4296105941285,-22.184800702444644,-44.39151473803235
-3237.4255221731264,41.270032362705024,2.0459664,-3.5526526,-4.5027266,3.6386137,-0.77681684,0.20814665,-0.91207427,-0.6255825,1.2377357,-1.9187621,-1.0870457,0.93914324,-0.44990677,2.051526,0.2629012,-0.31042442,-0.9756805,-0.12302539,0.3578485,-0.22385514,-3237.4255221731264,41.270032362705024,21.76642611955344,-22.886426625552044
-3588.1066333554522,519.1113080535663,1.8353959,-4.5795546,-2.189567,3.4197245,-0.08236337,0.27673453,-0.4782466,-0.46591666,0.17447416,0.7722596,0.32552978,1.7256371,1.2905132,1.3695967,0.122446455,0.6244952,0.5467328,2.1111295,0.98585457,-1.7295909,-3588.1066333554522,519.1113080535663,11.805832156317088,-17.34633325110832
-4615.966301433002,2633.718130376843,-1.7489496,-4.5076947,-0.8926398,-1.0541766,-0.11868411,-1.2048634,-0.4769313,1.7677227,-1.6946397,-1.0809847,-0.6582813,-0.5823608,0.6488445,-0.43280056,-0.8902297,-0.5745821,1.6013962,0.21200867,2.0877867,-0.7762209,-4615.966301433002,2633.718130376843,-21.237252406253873,-29.961727873694745
382.7222316439874,2338.095371596356,-6.0940423,3.7340715,2.3415582,1.9236121,0.030577531,-0.94342405,-2.9128046,0.8175992,-0.6204968,1.5081854,-0.26465365,-0.55987316,-0.60083383,-0.4570214,0.94543403,-0.32068613,-0.6747539,-0.022320835,0.12365248,0.7287211,382.7222316439874,2338.095371596356,7.8472724592391145,-40.605477526196374
-4395.22258749606,3062.184832230315,-1.6777796,-5.216408,-0.26833385,-4.2275,1.2927845,-0.6479552,0.6253052,0.6820641,-0.8776078,0.34685615,-0.98787904,0.44454345,0.32521608,-1.019698,-0.013693097,-2.3430512,-1.1214644,0.4243944,3.5052962,0.18388833,-4395.22258749606,3062.184832230315,-36.2327256613543,-16.249864547928247
-290.8068814912553,4656.790958500082,-6.442579,2.7939315,5.7990947,4.6909065,-0.23818417,-0.5628853,-1.0364283,-0.23127069,1.1304786,-0.77777445,-0.69035304,1.792041,-1.3860288,-1.4410754,0.4834637,0.08864326,1.1432345,-0.096938506,-0.7533469,-0.3235624,-290.8068814912553,4656.790958500082,1.6188875314747333,-9.242764286680028
-4306.044811468989,1689.541592632818,4.5632877,-5.675816,0.6304213,1.8202614,-2.604792,-0.7475332,2.2849655,0.89980197,-1.545533,-1.7291275,0.91302055,-0.5365305,1.5049918,1.5406214,0.15284738,1.9862989,-0.6935147,0.98198,0.49401134,-1.9936765,-4306.044811468989,1689.541592632818,15.964991687785808,-24.7812009161774
-2547.954502190559,2213.099438431572,-3.9123487,-1.0035831,-4.6262674,-1.0306008,-1.6030296,2.4827418,2.3185377,-0.75932026,-2.169323,-1.7184939,0.9342462,-0.53623664,-0.12110948,-1.8806332,1.672153,1.4221154,-0.014916346,-0.19182843,0.6022041,1.1226943,-2547.954502190559,2213.099438431572,-30.237273064621927,-20.953909505444457
-5124.690579368348,3116.4215642898885,-3.3411217,-4.0993366,0.77693176,-2.3230228,2.0444582,-2.1645026,-0.8486129,-1.6102358,1.1096057,-1.8706557,-0.06027061,0.57048255,-0.2774272,-0.660758,-2.6889167,-2.2290587,0.42417517,-0.097099446,0.40044385,-0.29286733,-5124.690579368348,3116.4215642898885,-17.028079550438395,-45.22379902742956
-3080.655423513351,4050.9983693281893,-5.7220006,1.398753,3.1992023,-0.3326861,1.9602697,-2.0057538,-1.5173775,-0.23527552,-0.8442944,0.32782283,-1.2560881,0.6169596,-2.6855466,0.9540454,-0.026451979,1.7281501,0.13311538,0.07464723,0.40565884,-0.9687016,-3080.655423513351,4050.9983693281893,-29.211392114325314,-5.278855720062809
1462.2257011807865,-3423.414558969412,11.875008,1.2202724,1.6376123,0.7996589,0.4116649,-1.2266836,0.048407726,-1.1919512,-0.09838865,2.1795666,0.47930768,-0.38528287,0.75167495,1.084216,-0.09592567,-0.64479625,-0.4390615,0.123934664,-0.7761138,-1.0048345,1462.2257011807865,-3423.414558969412,-7.227453352125677,-18.42794376601168
2497.271425382241,-2509.2020483645433,12.5259075,2.5669339,1.2004757,-0.8951318,0.7872545,-0.5691198,0.865666,1.1775527,-0.16434608,-0.09361668,-0.958863,0.018262358,-1.3892035,0.16812667,-0.24301949,0.8452799,-1.2447418,2.337966,0.15663452,1.5935397,2497.271425382241,-2509.2020483645433,-9.830159855973527,-5.383117793688411
-4404.750242207761,1983.774640437938,2.7676547,-5.6623535,0.72380006,1.939704,-1.6632981,-0.0021445332,-0.26022035,-0.070902966,-0.652556,1.1477876,2.1247582,-1.1431504,0.8708447,-1.333858,-0.21651977,0.5217597,0.69828904,-0.5038472,-0.690393,0.27720797,-4404.750242207761,1983.774640437938,11.8381584443482,-13.362302124562111
-3617.1531161327935,449.6252130336353,-0.80160314,-3.6356635,-4.8512087,1.7572224,-0.071209,0.085803226,-1.6904426,-0.8157792,1.0764334,0.11757344,0.6312438,0.7512348,-1.1053052,-0.16037492,1.6303258,0.86794627,-0.3192849,0.6147342,0.3363759,0.32273695,-3617.1531161327935,449.6252130336353,35.29408485061895,-55.76648826920676
-635.0425454320152,3761.9813127060447,-9.288466,1.6147376,1.9937242,5.3881564,1.9406711,1.4406812,0.12555212,0.1947368,-0.33569875,1.719994,-0.3089138,-1.0917977,-1.3238566,-0.2873014,0.6984978,-0.4210898,-0.5544328,0.64297706,0.6568411,0.038178127,-635.0425454320152,3761.9813127060447,12.507004672300647,-39.28177400358151
-351.34175615022843,4778.319512761749,-7.7185574,2.1135504,6.482991,2.0436728,-2.1322343,0.049176358,1.203466,-0.37587214,1.8297986,-1.2788002,-0.40811104,1.85964,-0.3857008,-1.0162197,1.9199396,1.7622097,-0.43906623,0.18067867,-0.5146251,-0.97958297,-351.34175615022843,4778.319512761749,18.687683349207877,10.062543343222465
-2611.979121602662,2122.049464642139,-2.608707,-1.2973111,-3.1803908,-0.35935235,-2.6028903,0.48212454,-1.9425805,-0.4679447,1.4484375,2.6651602,0.6605713,-0.12640983,-0.85504895,-0.68342227,-0.8364917,0.7229435,0.6323403,-0.107722916,-0.29630607,1.1196905,-2611.979121602662,2122.049464642139,-42.19808008268053,-71.74688171438076
1177.9831995244058,-3956.403871779752,13.8933,2.114157,1.0608947,-0.27816907,0.2221194,-0.122306384,-1.3248832,-1.1401724,0.4142598,0.51689935,1.5808306,-0.061771702,0.8174968,-0.7811689,1.4512748,1.2543676,0.4982363,-0.59641737,1.3493403,-1.5145414,1177.9831995244058,-3956.403871779752,1.1459112085027587,19.74516623157232
-369.81704135055946,-627.5582131541868,4.0088024,3.0992742,-6.7768183,-0.6279539,-0.7844293,0.9791799,1.5895158,0.31209448,-3.2312374,-4.504251,0.21848151,-0.506077,-0.9874938,1.4130179,3.0459266,1.8618045,-0.29789788,-1.9572691,2.472379,0.18024927,-369.81704135055946,-627.5582131541868,21.95781278602897,-36.92674451942019
-994.6858205586287,3385.8145224853856,-4.243958,2.3662937,-0.58454704,1.7526015,-3.9045105,1.1468573,1.3355877,-0.31662443,2.0648196,0.4654525,-0.68344086,1.5605334,0.29182932,0.49843705,-0.12576576,0.715302,-0.23880035,0.44282886,-0.4467754,-0.08341191,-994.6858205586287,3385.8145224853856,65.44656490077719,25.394853554428156
-3678.358345289507,444.5671983044449,0.6743508,-3.5650897,-2.1923842,1.8544692,-2.1420498,-0.63855004,-1.0005174,-0.35862878,1.1785423,0.38108414,0.7712827,-0.35345685,-0.26674974,0.13926528,0.7542859,0.9322544,0.81145823,0.03875269,0.20954144,0.5670599,-3678.358345289507,444.5671983044449,33.738595578754826,-28.252221897243185
-2736.328222979348,-18.306295902196133,2.6449032,0.43720675,-5.178532,1.6693321,-0.752084,-0.33986375,-0.90907294,0.35760307,1.274758,-2.1361783,-0.5585833,1.9296318,0.43835437,1.7392344,0.7502339,-0.113278404,-0.49987033,1.212839,0.2208376,-0.5777396,-2736.328222979348,-18.306295902196133,-5.528542511957882,-14.099566467673503
-3666.351729390119,520.0937028292639,2.5645168,-4.733208,-3.379527,2.7893198,-1.263129,-0.28296757,0.086602636,0.23561572,1.113055,-0.9098869,0.3902951,-1.4853507,0.6186236,1.0062928,-0.43530574,0.39764896,-1.038434,-0.024612464,0.72046673,0.2066894,-3666.351729390119,520.0937028292639,44.238581508066744,-44.10642786669164
