gene_name,log2fc,padj,nlog10pval,significant,Tex up,TE up
Asnsd1,-0.3146263659000397,0.46415342567636136,0.3333384398958989,FALSE,FALSE,FALSE
Stk17b,0.12074173986911774,0.7575423217689325,0.12059309933089889,FALSE,FALSE,FALSE
Ankrd44,0.3981521725654602,0.08554066817287595,1.0678273617170422,FALSE,FALSE,FALSE
Sf3b1,0.09328994154930115,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Coq10b,0.05701599270105362,1,-0,FALSE,FALSE,FALSE
Hspd1,-0.02888570725917816,1,-0,FALSE,FALSE,FALSE
Hspe1,0.16765820980072021,0.5191247342343133,0.2847282782188837,FALSE,FALSE,FALSE
Mob4,0.05470208451151848,0.9717873693141769,0.012428749925002298,FALSE,FALSE,TRUE
Maip1,-0.22986894845962524,0.7287648944587337,0.13741255605435485,FALSE,FALSE,FALSE
Sgo2a,0.13941314816474915,0.9259362020260098,0.03341893563184862,FALSE,FALSE,FALSE
Bzw1,-0.08655469119548798,0.8090671763334214,0.0920154176958567,FALSE,FALSE,FALSE
Clk1,0.3526897728443146,0.31565147125483606,0.50079218208075,FALSE,FALSE,FALSE
Ppil3,-0.17121125757694244,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Orc2,0.1192220076918602,0.871575512333331,0.0596949801328786,FALSE,FALSE,FALSE
Ndufb3,0.006685685366392136,1,-0,FALSE,FALSE,FALSE
Cflar,-0.21805451810359955,0.7442425169022016,0.12828552333816673,FALSE,FALSE,FALSE
Casp8,0.24092255532741547,0.5272360995012719,0.2779948615448036,FALSE,FALSE,FALSE
Sumo1,-0.09364382922649384,0.6922520733182472,0.1597357348538569,FALSE,FALSE,FALSE
Nop58,-0.23497909307479858,0.34963827058695635,0.45638103657805384,FALSE,FALSE,FALSE
Fam117b,-0.24784791469573975,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Wdr12,-0.20773087441921234,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Cyp20a1,0.0791369155049324,0.9533792521936361,0.020734303589867782,FALSE,FALSE,FALSE
Raph1,-0.27596190571784973,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Cd28,0.3309919834136963,0.21614700767797304,0.6652507724270668,FALSE,FALSE,FALSE
Ctla4,-0.6431817412376404,0.03067354649639045,1.5132360076898925,FALSE,FALSE,FALSE
Icos,-0.38614532351493835,0.23691942635601473,0.6253993275705124,FALSE,FALSE,FALSE
Ino80d,0.044177647680044174,1,-0,FALSE,FALSE,FALSE
Ndufs1,0.2161235511302948,0.6359785941249634,0.1965575016626832,FALSE,FALSE,FALSE
Eef1b2,-0.06639088690280914,0.6988059259054276,0.15564342083690952,FALSE,FALSE,FALSE
Fastkd2,-0.16379931569099426,0.8249226869118095,0.08358675232396551,FALSE,FALSE,FALSE
Klf7,-0.07534240931272507,1,-0,FALSE,FALSE,FALSE
Creb1,0.09903772175312042,0.9180667685700185,0.037125732560138416,FALSE,FALSE,FALSE
Rpe,0.13866235315799713,0.8537561237955377,0.06866616820520201,FALSE,FALSE,FALSE
Acadl,0.029264461249113083,1,-0,FALSE,FALSE,FALSE
Ikzf2,-1.0749129056930542,0.26379345039503393,0.5787359915516208,FALSE,FALSE,FALSE
Bard1,-0.19198165833950043,0.7589746050598771,0.11977275515441718,FALSE,FALSE,FALSE
Atic,-0.08107680827379227,0.8361118674405493,0.07773561231949352,FALSE,FALSE,FALSE
Xrcc5,-0.5291203856468201,0.10462236044841712,0.9803754858173,FALSE,FALSE,FALSE
Rpl37a,0.057060372084379196,0.6487144814338187,0.18794640708503593,FALSE,FALSE,FALSE
Arpc2,0.04810670018196106,0.7672107464986223,0.11508532253139124,FALSE,FALSE,FALSE
Aamp,0.23518484830856323,0.6383315582769485,0.1949536840885428,FALSE,FALSE,FALSE
Pnkd,-0.1415856033563614,0.7571675976543202,0.120807979574892,FALSE,FALSE,FALSE
Ctdsp1,0.16044369339942932,0.868932390075313,0.06101401383845397,FALSE,FALSE,FALSE
Usp37,-0.17281052470207214,0.768998602639183,0.11407444936195445,FALSE,FALSE,FALSE
Cnot9,-0.16296543180942535,0.7765515757954524,0.10982969468170142,FALSE,FALSE,FALSE
Cnppd1,-0.37766849994659424,0.5439788386703653,0.2644179944699134,FALSE,FALSE,FALSE
Retreg2,0.5200493335723877,0.2689309149790981,0.5703592705431708,FALSE,FALSE,FALSE
Zfand2b,0.1904042363166809,0.793533333795813,0.10043482520463563,FALSE,FALSE,FALSE
Stk16,-0.14505524933338165,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Tuba4a,0.1597594916820526,0.6420470890469493,0.19243311871730157,FALSE,FALSE,FALSE
Dnpep,-0.0013220621040090919,1,-0,FALSE,FALSE,FALSE
Gmppa,0.33253374695777893,0.6841999894280495,0.16481693686147922,FALSE,FALSE,FALSE
Farsb,-0.27458903193473816,0.49931471541860084,0.30162563456390973,FALSE,FALSE,FALSE
Ap1s3,-0.27262312173843384,0.71478044340074,0.14582733842623144,FALSE,FALSE,FALSE
Mrpl44,-0.14886954426765442,0.7907369055705512,0.1019679911739081,FALSE,FALSE,FALSE
Cul3,-0.20087505877017975,0.5316275133625424,0.27439255106954413,FALSE,FALSE,FALSE
Dock10,0.21526318788528442,0.5899964126215554,0.2291506290076854,FALSE,FALSE,FALSE
Mff,-0.25266459584236145,0.48820824614580643,0.31139488934862186,FALSE,FALSE,FALSE
Agfg1,-0.07583622634410858,0.9228800325629296,0.034854750309041456,FALSE,FALSE,FALSE
Trip12,-0.17598889768123627,0.6443527235310319,0.19087633147876049,FALSE,FALSE,FALSE
Sp110,0.3544847071170807,0.5259829214325104,0.2790283570782659,FALSE,FALSE,FALSE
Sp140,0.4400444030761719,0.40045356660914055,0.39744783397303074,FALSE,FALSE,FALSE
Sp100,0.18082033097743988,0.6972962109855573,0.15658269468685734,FALSE,FALSE,FALSE
A630001G21Rik,-0.22245150804519653,0.7843788077669508,0.10547414855117232,FALSE,FALSE,FALSE
Cab39,0.0455632284283638,0.9763904173105662,0.01037649157517384,FALSE,FALSE,FALSE
Itm2c,-0.5323261022567749,0.2568844803398835,0.5902621328155806,FALSE,FALSE,FALSE
Psmd1,-0.15214060246944427,0.6772365258182604,0.16925962685734877,FALSE,FALSE,FALSE
Ncl,-0.06993358582258224,0.8919005337120969,0.04968357619407986,FALSE,FALSE,FALSE
Ptma,0.05215344950556755,0.9110134090761174,0.04047523066157096,FALSE,FALSE,FALSE
Eif4e2,-0.14007875323295593,0.6217112979348781,0.20641124042307504,FALSE,FALSE,FALSE
Gigyf2,-0.28812894225120544,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Inpp5d,-0.15495309233665466,0.8864464140788895,0.052347512486338336,FALSE,FALSE,FALSE
Atg16l1,-0.3347190022468567,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Dgkd,0.013629013672471046,1,-0,FALSE,FALSE,FALSE
Hjurp,0.24130606651306152,0.651757818980584,0.18591375000274396,FALSE,FALSE,FALSE
Arl4c,1.8534806966781616,1.2129340937957387e-10,9.91616279639513,TRUE,FALSE,FALSE
Cops8,-0.01679292693734169,1,-0,FALSE,FALSE,FALSE
Lrrfip1,0.12549228966236115,0.7109871885125307,0.1481382248798566,FALSE,TRUE,FALSE
Ube2f,0.19406619668006897,0.7002910572999104,0.1547214195467678,FALSE,FALSE,FALSE
Ilkap,0.19307562708854675,0.6080079926848112,0.2160907115889534,FALSE,FALSE,FALSE
Hes6,0.31628158688545227,0.6446063710279727,0.19070540641192651,FALSE,FALSE,FALSE
Ndufa10,0.07311835139989853,0.8413700550967949,0.07501294886483523,FALSE,FALSE,FALSE
Cops9,-0.19722150266170502,0.40199871510941493,0.3957753350294173,FALSE,FALSE,FALSE
Ppp1r7,0.084506556391716,0.9044080878344457,0.043635562551617435,FALSE,FALSE,FALSE
Hdlbp,0.16170497238636017,0.6729987398452562,0.17198574896883737,FALSE,FALSE,FALSE
Atg4b,-0.21462799608707428,0.7793166450476552,0.10828604777576877,FALSE,FALSE,FALSE
Dtymk,-0.30321499705314636,0.17746734988780186,0.7508815359489683,FALSE,FALSE,FALSE
Ing5,-0.15204723179340363,0.8443496140373165,0.07347769080546669,FALSE,FALSE,FALSE
Pdcd1,-1.6275863647460938,2.0872567672176887e-7,6.680424122220341,TRUE,TRUE,FALSE
Fam174a,-0.48867106437683105,0.5558445437067141,0.25504665311301844,FALSE,FALSE,FALSE
St8sia4,0.4603094160556793,0.6515425959975364,0.18605718608807287,FALSE,FALSE,FALSE
D1Ertd622e,-0.18208646774291992,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Ppip5k2,-0.209526926279068,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Gin1,-0.14157071709632874,0.8861633993857294,0.052486191308544684,FALSE,FALSE,FALSE
Relch,0.24985092878341675,0.6564119615211375,0.1828235135798016,FALSE,FALSE,FALSE
Bcl2,-0.7067436575889587,0.32245342339936117,0.4915330079170267,FALSE,FALSE,FALSE
Vps4b,-0.042153745889663696,1,-0,FALSE,FALSE,FALSE
Tsn,-0.043310683220624924,0.9677584721341335,0.014233018009525403,FALSE,FALSE,FALSE
Nifk,-0.0796712189912796,0.9228800325629296,0.034854750309041456,FALSE,FALSE,FALSE
Clasp1,-0.24176988005638123,0.7315841604210915,0.13573570603348895,FALSE,FALSE,FALSE
Dbi,0.07332645356655121,0.8558111028676926,0.067622083494884,FALSE,FALSE,FALSE
3110009E18Rik,0.25111904740333557,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Ddx18,-0.12763875722885132,0.7589474616850236,0.11978828720073055,FALSE,FALSE,FALSE
Actr3,0.07816783338785172,0.6884440531291068,0.16213134720742778,FALSE,FALSE,FALSE
Tmem163,0.19340740144252777,0.7690191511026027,0.1140628447049164,FALSE,FALSE,FALSE
Ccnt2,-0.054948240518569946,1,-0,FALSE,FALSE,FALSE
Rab3gap1,-0.2873991131782532,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
R3hdm1,-0.05631324648857117,0.981352350337312,0.008175033055695408,FALSE,FALSE,FALSE
Ubxn4,0.15186548233032227,0.7158713449452523,0.14516502126874578,FALSE,FALSE,FALSE
Mcm6,-0.02397921495139599,1,-0,FALSE,TRUE,FALSE
Dars,-0.05130801722407341,0.9712221571930111,0.012681418281901445,FALSE,FALSE,FALSE
Cxcr4,-0.26057741045951843,0.7215613489287342,0.14172673821076462,FALSE,FALSE,FALSE
Mapkapk2,-0.11433504521846771,0.9170314513620854,0.03761576910776968,FALSE,FALSE,FALSE
Eif2d,-0.2472658008337021,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Rassf5,-0.099288210272789,0.8985294424932077,0.04646768761139305,FALSE,FALSE,FALSE
Srgap2,1.0503185987472534,0.025819304248461517,1.5880554648242484,TRUE,FALSE,FALSE
Nucks1,-0.07953044027090073,0.843306607640689,0.07401449679059266,FALSE,FALSE,FALSE
Elk4,-0.03716211020946503,1,-0,FALSE,FALSE,FALSE
Mdm4,-0.2738485634326935,0.7076899418382454,0.15015697683389695,FALSE,FALSE,FALSE
Ppp1r15b,-0.07564984261989594,0.9741933058400644,0.011354859004353094,FALSE,FALSE,FALSE
Snrpe,-0.016612857580184937,1,-0,FALSE,FALSE,FALSE
Lax1,-0.44180408120155334,0.6940237342176212,0.1586256772922735,FALSE,TRUE,FALSE
Atp2b4,0.9128921031951904,0.004659155863137796,2.331692760818481,FALSE,FALSE,FALSE
Btg2,0.5726377367973328,0.10003793893405481,0.9998352645503683,FALSE,FALSE,FALSE
Tmem183a,-0.010229932144284248,1,-0,FALSE,FALSE,FALSE
Cyb5r1,0.28955015540122986,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Adipor1,-0.1445866823196411,0.7695375134660672,0.11377020430007297,FALSE,FALSE,FALSE
Rabif,0.07279153168201447,0.987713471659019,0.005369022745241101,FALSE,FALSE,FALSE
Ube2t,0.054103732109069824,1,-0,FALSE,FALSE,FALSE
Ptpn7,0.11917468160390854,0.7850715023924455,0.10509078697408622,FALSE,TRUE,FALSE
Arl8a,0.6122498512268066,0.3728827299246039,0.42842773053553423,FALSE,FALSE,FALSE
Rnpep,-0.20191915333271027,0.6022827890335362,0.2201995471474683,FALSE,FALSE,FALSE
Timm17a,0.028577489778399467,1,-0,FALSE,FALSE,FALSE
Ipo9,0.33795157074928284,0.6420470890469493,0.19243311871730157,FALSE,FALSE,FALSE
Csrp1,0.01034180261194706,1,-0,FALSE,FALSE,FALSE
Kif21b,0.44552838802337646,0.23671165271822503,0.6257803623216176,FALSE,FALSE,FALSE
Ptprc,0.053363509476184845,0.7912860571575954,0.10166648668354435,FALSE,FALSE,FALSE
Nek7,-0.2853133976459503,0.5155185025136448,0.2877557428045704,FALSE,FALSE,FALSE
2310009B15Rik,-0.10698340088129044,0.9141381958975209,0.0389881443330585,FALSE,FALSE,FALSE
Dennd1b,0.009034078568220139,1,-0,FALSE,FALSE,FALSE
Aspm,-0.10353217273950577,0.9444747991738444,0.024809625593657573,FALSE,FALSE,FALSE
Cdc73,0.07454720139503479,0.9434986085910344,0.025258735967180628,FALSE,FALSE,FALSE
Glrx2,0.03956381231546402,1,-0,FALSE,FALSE,FALSE
Uchl5,-0.012293019331991673,1,-0,FALSE,FALSE,FALSE
Rgs2,0.402162104845047,0.6666941344489886,0.17607336576485666,FALSE,FALSE,FALSE
Rgs1,0.5108599066734314,0.44878168126016865,0.34796487877951016,FALSE,FALSE,FALSE
Odr4,0.11783771216869354,0.8835289528942473,0.05377921426567143,FALSE,FALSE,FALSE
Tpr,-0.03167484328150749,0.96940938965736,0.013492778035346112,FALSE,FALSE,FALSE
Ivns1abp,-0.00931432656943798,1,-0,FALSE,FALSE,FALSE
Swt1,-0.011555999517440796,1,-0,FALSE,FALSE,FALSE
Trmt1l,-0.9187597632408142,0.07297976869356274,1.1367975174480562,FALSE,FALSE,FALSE
Rnf2,-0.5544368028640747,0.5259829214325104,0.2790283570782659,FALSE,FALSE,FALSE
Fam129a,-0.22464405000209808,0.8555337569942697,0.0677628497265019,FALSE,TRUE,FALSE
1700025G04Rik,1.1491076946258545,0.010763247460089408,1.9680566746537012,TRUE,FALSE,FALSE
Tsen15,0.4513792097568512,0.4981434646123949,0.3026455630301498,FALSE,FALSE,FALSE
Arpc5,0.007623736746609211,1,-0,FALSE,FALSE,FALSE
Smg7,0.0021357466466724873,1,-0,FALSE,TRUE,FALSE
Lamc1,0.009781095199286938,1,-0,FALSE,FALSE,FALSE
Dhx9,0.01229934860020876,1,-0,FALSE,FALSE,FALSE
Rgs16,-0.45284268260002136,0.6080079926848112,0.2160907115889534,FALSE,TRUE,FALSE
Glul,-0.1676863729953766,0.9046994241599878,0.04349568611108994,FALSE,FALSE,FALSE
Ier5,0.1310434341430664,0.910858759923053,0.04054896061377182,FALSE,FALSE,FALSE
Xpr1,-0.4003632366657257,0.6796193305727755,0.16773427688702008,FALSE,FALSE,FALSE
Acbd6,-0.08650033921003342,0.8928918416626628,0.049201145158394154,FALSE,FALSE,FALSE
Cep350,-0.05076366290450096,1,-0,FALSE,FALSE,FALSE
Tor1aip1,-0.002254992024973035,1,-0,FALSE,FALSE,FALSE
Tor1aip2,-0.16228926181793213,0.866049282493738,0.06245739377237429,FALSE,FALSE,FALSE
Gm2000,-0.07029848545789719,0.9424856223563901,0.02572526624568094,FALSE,FALSE,FALSE
Cop1,-0.044978588819503784,1,-0,FALSE,FALSE,FALSE
4930523C07Rik,0.1297358274459839,0.7556243717819395,0.1216940428628128,FALSE,FALSE,FALSE
Mrps14,-0.14373111724853516,0.5297844068969079,0.27590082840626146,FALSE,FALSE,FALSE
Cacybp,0.1247408539056778,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Rabgap1l,-0.06989160180091858,0.9973220190497827,0.0011645924244161054,FALSE,FALSE,FALSE
Rc3h1,0.39590778946876526,0.532110838629209,0.27399789478902264,FALSE,FALSE,FALSE
Cenpl,-0.3579820990562439,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Prdx6,-0.04460455849766731,0.9488588771518208,0.022798374961248702,FALSE,FALSE,FALSE
Suco,0.3640615940093994,0.5346032619488703,0.27196839566913233,FALSE,TRUE,FALSE
Vamp4,-0.04567589610815048,1,-0,FALSE,FALSE,TRUE
Prrc2c,0.10087157040834427,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Xcl1,-0.7686907052993774,0.41291522106769596,0.3841391076705406,FALSE,FALSE,FALSE
Tiprl,-0.23617924749851227,0.5621114153440677,0.25017759497641345,FALSE,FALSE,FALSE
Mpc2,-0.1713709533214569,0.5621196714975141,0.25017121621331834,FALSE,FALSE,FALSE
Rcsd1,-0.23805342614650726,0.7091081158201624,0.14928754404903832,FALSE,FALSE,FALSE
Creg1,0.29640811681747437,0.7098939532668139,0.14880652304268727,FALSE,FALSE,FALSE
Cd247,-0.018401948735117912,1,-0,FALSE,FALSE,FALSE
Tada1,-0.12522704899311066,0.8793273643864195,0.05584941152619133,FALSE,FALSE,FALSE
Uck2,0.01884787529706955,1,-0,FALSE,FALSE,FALSE
Tmco1,0.0026692047249525785,1,-0,FALSE,FALSE,FALSE
Aldh9a1,-0.02630951814353466,1,-0,FALSE,FALSE,FALSE
Nuf2,0.09164340794086456,0.9277349977882096,0.03257605980911847,FALSE,FALSE,FALSE
Uap1,0.19782236218452454,0.8046720348707044,0.09438109164232379,FALSE,FALSE,FALSE
Uhmk1,-0.05914818495512009,1,-0,FALSE,FALSE,FALSE
Atf6,-0.31992414593696594,0.6726205087334758,0.17222989483584975,FALSE,FALSE,FALSE
Sdhc,0.0904674082994461,0.7998242351927214,0.09700544059884024,FALSE,FALSE,FALSE
Ndufs2,-0.08589278906583786,0.7556680574960193,0.12166893526060346,FALSE,FALSE,FALSE
Ufc1,0.025528427213430405,1,-0,FALSE,FALSE,FALSE
Nit1,0.1181522011756897,0.9277349977882096,0.03257605980911847,FALSE,FALSE,FALSE
Pfdn2,-0.0539705827832222,0.9044080878344457,0.043635562551617435,FALSE,FALSE,FALSE
Arhgap30,-0.05580601468682289,0.9123380681184292,0.03984420343408648,FALSE,FALSE,FALSE
Usf1,0.3748232424259186,0.635571590203829,0.19683552382063924,FALSE,FALSE,FALSE
Ly9,0.17063385248184204,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Slamf7,0.3655753433704376,0.5297844068969079,0.27590082840626146,FALSE,FALSE,FALSE
Cd48,0.3202364146709442,0.18903781961189817,0.723451300558834,FALSE,FALSE,TRUE
Cd84,-0.49207568168640137,0.5754419076725196,0.23999851295634003,FALSE,FALSE,FALSE
Slamf6,-0.3861944377422333,0.3322171441152611,0.4785779594748224,FALSE,FALSE,FALSE
Ncstn,-0.1329786628484726,0.9176473456818294,0.03732418726251272,FALSE,FALSE,FALSE
Copa,0.17796464264392853,0.6884602066102982,0.16212115714853934,FALSE,FALSE,FALSE
Dcaf8,-0.27384907007217407,0.6420470890469493,0.19243311871730157,FALSE,FALSE,FALSE
Igsf8,0.08511814475059509,0.9712221571930111,0.012681418281901445,FALSE,FALSE,FALSE
Tagln2,0.24543756246566772,0.18903781961189817,0.723451300558834,FALSE,FALSE,FALSE
Aim2,-0.8216528296470642,0.03374288977065332,1.4718177267941068,FALSE,FALSE,FALSE
Ifi206,0.042949337512254715,1,-0,FALSE,FALSE,FALSE
Ifi209,0.7191334962844849,0.27822526799754593,0.5556034305856039,FALSE,FALSE,FALSE
Mndal,-0.017745722085237503,1,-0,FALSE,FALSE,FALSE
Ifi203,-0.22924181818962097,0.607931790439905,0.21614514555842138,FALSE,FALSE,FALSE
Fh1,-0.04253188148140907,0.9983718992389822,7.076513968237675e-4,FALSE,FALSE,FALSE
Exo1,-0.24632081389427185,0.7295378281595123,0.13695218405154305,FALSE,FALSE,FALSE
Cep170,-0.7273887991905212,0.26217742911383984,0.5814046995004132,FALSE,FALSE,FALSE
Adss,-0.047514937818050385,0.9465002648358113,0.02387926018226013,FALSE,FALSE,FALSE
Desi2,-0.013862916268408298,1,-0,FALSE,FALSE,FALSE
Cox20,-0.052759796380996704,0.9712221571930111,0.012681418281901445,FALSE,FALSE,FALSE
Hnrnpu,0.02266314998269081,1,-0,FALSE,FALSE,FALSE
Tfb2m,-0.06424580514431,1,-0,FALSE,FALSE,FALSE
Ahctf1,-0.4885452687740326,0.13707023392857093,0.8630568460427487,FALSE,FALSE,FALSE
Psen2,-0.7036364078521729,0.07320390512771568,1.1354657504965182,FALSE,FALSE,FALSE
Itpkb,0.3367826044559479,0.529910780921166,0.2757972447677165,FALSE,FALSE,FALSE
Parp1,0.011962485499680042,1,-0,FALSE,FALSE,FALSE
Lin9,0.48966822028160095,0.38811923938459586,0.4110348283976664,FALSE,FALSE,FALSE
Acbd3,0.07875512540340424,0.9381098135934732,0.027746320846699084,FALSE,FALSE,FALSE
H3f3a,-0.09878955036401749,0.29769083030585075,0.526234542608575,FALSE,FALSE,TRUE
Sde2,0.13144296407699585,0.8734556661038988,0.05875913356034679,FALSE,FALSE,FALSE
Pycr2,-0.14918392896652222,0.761461757016872,0.1183519034029324,FALSE,FALSE,FALSE
Nvl,-9.917827555909753e-4,1,-0,FALSE,FALSE,FALSE
Cnih4,0.379962682723999,0.10003793893405481,0.9998352645503683,FALSE,FALSE,FALSE
Wdr26,-0.29055264592170715,0.532110838629209,0.27399789478902264,FALSE,FALSE,FALSE
Lbr,0.2726239264011383,0.22164025648908797,0.6543513559325853,FALSE,FALSE,FALSE
Srp9,-0.028146764263510704,0.9757054042871778,0.010681289510817316,FALSE,FALSE,FALSE
Degs1,0.10422012209892273,0.8534461028076029,0.06882390043365884,FALSE,FALSE,FALSE
Capn2,0.9607895016670227,1.6924908703961914e-4,3.771473665299982,FALSE,TRUE,FALSE
Aida,-0.01394742913544178,1,-0,FALSE,FALSE,FALSE
Mia3,0.28057047724723816,0.5701381582985124,0.24401989149208675,FALSE,FALSE,FALSE
Marc2,0.0862339660525322,0.871575512333331,0.0596949801328786,FALSE,FALSE,FALSE
Iars2,-0.3877866864204407,0.5172084067433558,0.2863344246799301,FALSE,FALSE,FALSE
