gene_name,log2fc,padj,nlog10pval,significant,Tex_term up,TCM_vs_TEM-TRM
Il18rap,1.0644259452819824,0.5350887701470193,0.2715741634237249,FALSE,FALSE,FALSE
Mrps9,-2.118879556655884,0.013573854547919536,1.8672968088482778,TRUE,FALSE,FALSE
Tgfbrap1,2.0740623474121094,0.38583038803107766,0.41360357027822303,FALSE,FALSE,FALSE
Fhl2,2.421567678451538,0.01473781019404319,1.8315670409880467,TRUE,FALSE,FALSE
Nck2,1.1490418910980225,0.6745635192767331,0.17097714936859573,FALSE,FALSE,FALSE
Tpp2,0.4700188636779785,0.6340151173618399,0.19790038674199706,FALSE,FALSE,FALSE
Tex30,-1.513693928718567,0.09098167505327179,1.0410460716861456,FALSE,FALSE,FALSE
Wdr75,-1.3527119159698486,0.20641404958848608,0.6852607457507717,FALSE,FALSE,TRUE
Nabp1,1.3039023876190186,0.10314028245141427,0.9865716836048648,FALSE,FALSE,FALSE
Stat4,1.3491551876068115,0.17766561996846977,0.7503966042855301,FALSE,FALSE,FALSE
Stat1,0.012125298380851746,1,-0,FALSE,FALSE,FALSE
Gls,0.21777617931365967,0.8791049134681248,0.05595929259245897,FALSE,FALSE,FALSE
Nab1,0.8111901879310608,0.3418477842890747,0.46616723066564525,FALSE,FALSE,FALSE
Nemp2,0.8995003700256348,0.6420874974388836,0.19240578647061943,FALSE,FALSE,FALSE
Inpp1,2.600318193435669,0.016391477508549274,1.7853818978700633,TRUE,FALSE,FALSE
Hibch,-0.35021770000457764,0.8974927551528803,0.046969048498752594,FALSE,FALSE,FALSE
Pms1,0.6787537932395935,0.8082842084835121,0.09243590596634504,FALSE,FALSE,FALSE
Ormdl1,-0.044857051223516464,1,-0,FALSE,FALSE,FALSE
Asnsd1,-2.0981390476226807,0.012061954878097048,1.9185823004903453,TRUE,FALSE,FALSE
Stk17b,1.9882111549377441,1.7283574801667212e-6,5.762366426436316,TRUE,FALSE,FALSE
Ankrd44,1.3280293941497803,0.02181529274639012,1.6612389547015127,TRUE,FALSE,FALSE
Sf3b1,0.012368610128760338,1,-0,FALSE,FALSE,FALSE
Coq10b,0.5702197551727295,0.6719734996576338,0.17264785370122257,FALSE,FALSE,FALSE
Hspd1,-2.9110124111175537,4.126730052914227e-4,3.3843939392554034,TRUE,FALSE,FALSE
Hspe1,-1.8137619495391846,0.0012428085191367357,2.9055957784284936,TRUE,FALSE,FALSE
Mob4,0.17378205060958862,0.925753075743792,0.03350483636592182,FALSE,FALSE,FALSE
Maip1,-2.343336820602417,0.022799354975777796,1.6420774395970459,TRUE,FALSE,FALSE
Sgo2a,-28.081106185913086,2.435820827621328e-72,71.6133546603894,TRUE,FALSE,FALSE
Bzw1,-0.1263682246208191,0.9090397132614205,0.04141714331978491,FALSE,FALSE,FALSE
Clk1,0.7260885834693909,0.08430962153507784,1.0741228602370616,FALSE,FALSE,FALSE
Ppil3,0.6707918643951416,0.5457868354868342,0.2629769438298734,FALSE,FALSE,FALSE
Orc2,-3.1879172325134277,2.847613429425771e-4,3.5455189675851013,TRUE,FALSE,FALSE
Ndufb3,-0.3733447194099426,0.6622368986136535,0.17898662482548855,FALSE,FALSE,FALSE
Cflar,0.21399903297424316,0.9514237495989969,0.02162601184920852,FALSE,FALSE,FALSE
Casp8,-0.4127223491668701,0.7810147546562196,0.10734076150650171,FALSE,FALSE,FALSE
Trak2,0.5376426577568054,0.861496694172608,0.0647463847340596,FALSE,FALSE,FALSE
Sumo1,-0.39439839124679565,0.4487098708302106,0.3480343766449058,FALSE,FALSE,FALSE
Nop58,-1.5339113473892212,0.041043494233593936,1.3867556727069306,TRUE,FALSE,FALSE
Fam117b,0.7949323058128357,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Wdr12,-1.2694605588912964,0.27991581058173004,0.5529725704353117,FALSE,FALSE,TRUE
Nbeal1,1.7368923425674438,0.5464219194102835,0.2624718874963704,FALSE,FALSE,FALSE
Cyp20a1,-0.5880079865455627,0.727878088684982,0.13794135399056714,FALSE,FALSE,FALSE
Raph1,0.5430288910865784,0.7872019474607909,0.10391384017322275,FALSE,FALSE,FALSE
Cd28,0.7768822908401489,0.1840031317605787,0.7351747851710978,FALSE,FALSE,FALSE
Ctla4,2.1329596042633057,0.002236576434991831,2.650416255225308,TRUE,FALSE,FALSE
Icos,0.823023796081543,0.4599817310894339,0.3372594166762621,FALSE,FALSE,FALSE
Ino80d,0.007221664302051067,1,-0,FALSE,FALSE,FALSE
Ndufs1,-0.1634332835674286,0.9523735617133348,0.021192669295487014,FALSE,FALSE,FALSE
Eef1b2,-0.8907029032707214,0.043888764390870784,1.3576466457620056,FALSE,FALSE,FALSE
Fastkd2,-27.540746688842773,2.375290111640259e-58,57.62428333922231,TRUE,FALSE,FALSE
Klf7,1.6197115182876587,0.4181811286426196,0.3786355695845803,FALSE,FALSE,FALSE
Creb1,-0.040984973311424255,1,-0,FALSE,FALSE,FALSE
Mettl21a,1.4881234169006348,0.5873161684893814,0.2311280431055124,FALSE,FALSE,FALSE
Rpe,-1.3200581073760986,0.2394158988944552,0.6208470127731271,FALSE,FALSE,FALSE
Kansl1l,3.5351290702819824,0.26044020122980494,0.5842919777662402,FALSE,FALSE,FALSE
Acadl,0.7664970755577087,0.18070837835397635,0.7430217113652084,FALSE,FALSE,FALSE
Ikzf2,2.704531669616699,0.303920400111764,0.5172401477034779,FALSE,FALSE,FALSE
Bard1,-27.881650924682617,2.8582828400277675e-75,74.54389479801337,TRUE,FALSE,FALSE
Atic,-2.7769148349761963,0.0011325675268955677,2.945935894671562,TRUE,FALSE,FALSE
Xrcc5,-0.5914140343666077,0.7397020883103882,0.1309431552058954,FALSE,FALSE,FALSE
Rpl37a,0.11656739562749863,0.48358323106443707,0.31552876732832347,FALSE,FALSE,TRUE
Arpc2,0.8450593948364258,2.684315177697831e-4,3.5711664930116807,FALSE,FALSE,FALSE
Aamp,0.007487904280424118,1,-0,FALSE,FALSE,FALSE
Pnkd,-0.097744084894657135,1,-0,FALSE,FALSE,FALSE
Ctdsp1,0.23650623857975006,0.9992426225873013,3.290494541003732e-4,FALSE,FALSE,FALSE
Usp37,-2.019813299179077,0.08147591446215814,1.0889707564394926,FALSE,FALSE,FALSE
Cnot9,-1.3443723917007446,0.21570928571607062,0.666131159262548,FALSE,FALSE,FALSE
Cnppd1,1.2504291534423828,0.3473868180869407,0.45918666528074004,FALSE,FALSE,FALSE
Retreg2,0.09339992702007294,1,-0,FALSE,FALSE,FALSE
Zfand2b,0.0819641575217247,1,-0,FALSE,FALSE,FALSE
Stk16,-0.9253635406494141,0.40592768314703626,0.39155132998836895,FALSE,FALSE,FALSE
Tuba4a,-3.0202713012695312,0.0011601338826850436,2.935491889086712,TRUE,FALSE,FALSE
Dnpep,-0.3616834878921509,0.8933523229967182,0.04897722895389477,FALSE,FALSE,FALSE
Gmppa,-0.30593398213386536,0.9866387804147511,0.005841818339584778,FALSE,FALSE,FALSE
Chpf,1.2867677211761475,0.5288190927453482,0.2766928732571734,FALSE,FALSE,FALSE
Farsb,0.06476403027772903,1,-0,FALSE,FALSE,FALSE
Ap1s3,0.0458579957485199,1,-0,FALSE,FALSE,FALSE
Mrpl44,-0.592002809047699,0.6457739494844,0.1899194784011859,FALSE,FALSE,FALSE
Serpine2,2.128441572189331,0.6787887436902926,0.1682653681718715,FALSE,FALSE,FALSE
Cul3,-0.5758525133132935,0.5769933733016851,0.23882917463462858,FALSE,FALSE,FALSE
Dock10,1.0200331211090088,0.2348349174476196,0.6292373276656024,FALSE,FALSE,FALSE
Mff,0.693365752696991,0.5080125437482783,0.2941255640676505,FALSE,FALSE,FALSE
Agfg1,1.1220420598983765,0.26842324588252064,0.5711798762774595,FALSE,FALSE,FALSE
Trip12,-0.5875046253204346,0.612383868478164,0.2129762580834952,FALSE,FALSE,FALSE
Sp110,1.720237374305725,0.06009670992638663,1.2211493033704228,FALSE,FALSE,FALSE
Sp140,1.8226823806762695,0.06098104722140429,1.214805121811044,FALSE,FALSE,FALSE
Sp100,1.211467981338501,0.011322397315113768,1.9460616093230079,TRUE,FALSE,FALSE
A630001G21Rik,0.8260296583175659,0.5802701322977969,0.23636978289416344,FALSE,FALSE,FALSE
Cab39,0.28263208270072937,0.6110498811445928,0.2139233360395674,FALSE,FALSE,FALSE
Itm2c,1.183615803718567,0.3879963479646395,0.4111723622054556,FALSE,FALSE,FALSE
Psmd1,-3.991332530975342,1.5137909835127812e-5,4.819934085848885,TRUE,FALSE,FALSE
Ncl,-1.4398711919784546,0.008676310652416546,2.0616649066100137,TRUE,FALSE,FALSE
Ptma,-1.564498782157898,4.780341067265621e-4,3.3205411162859697,TRUE,FALSE,FALSE
Dis3l2,1.916812777519226,0.4129733172607137,0.3840780077643962,FALSE,FALSE,FALSE
Eif4e2,-0.38761571049690247,0.5468977590642433,0.2620938561609753,FALSE,FALSE,FALSE
Gigyf2,-0.20977529883384705,0.9910279636651961,0.003914090929308234,FALSE,FALSE,FALSE
Inpp5d,1.1107101440429688,0.48606879683989723,0.3133022575413922,FALSE,TRUE,FALSE
Dgkd,1.4534621238708496,0.32751765880088524,0.4847652791438639,FALSE,FALSE,FALSE
Hjurp,-1.8340015411376953,0.058460714108157584,1.2331358839608242,FALSE,FALSE,FALSE
Arl4c,-0.45450082421302795,0.69881326296923,0.15563886101639737,FALSE,FALSE,FALSE
Cops8,-1.7574751377105713,0.06231295623014745,1.2054216446048882,FALSE,FALSE,FALSE
Lrrfip1,0.3782232105731964,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ube2f,0.005909869913011789,1,-0,FALSE,FALSE,FALSE
Ilkap,-1.353820562362671,0.15210296546137947,0.8178623186823154,FALSE,FALSE,FALSE
Hes6,0.641899585723877,0.668762096622013,0.1747283493465255,FALSE,FALSE,FALSE
Ndufa10,-0.7404363751411438,0.3545554043095038,0.45031589050687915,FALSE,FALSE,FALSE
Cops9,-0.9248780012130737,0.2723051586316448,0.5649441311755099,FALSE,FALSE,FALSE
Rnpepl1,0.5020012259483337,0.8133424929404212,0.08972653746566836,FALSE,FALSE,FALSE
Ppp1r7,-2.358562707901001,0.004808075500481944,2.3180287212912476,TRUE,FALSE,FALSE
Hdlbp,-1.9275730848312378,0.032641787520489705,1.4862260665533316,TRUE,FALSE,FALSE
Atg4b,0.5924925208091736,0.7683053890449666,0.11446612057439182,FALSE,FALSE,FALSE
Dtymk,-1.8653638362884521,0.0025886525663534454,2.5869262340922643,TRUE,FALSE,FALSE
Ing5,-0.5063285231590271,0.8023066751526113,0.09565959447345508,FALSE,FALSE,FALSE
Pdcd1,2.037503719329834,0.12461158979464187,0.9044415632163256,FALSE,TRUE,FALSE
Fam174a,0.4929792582988739,0.8124500345268088,0.09020333852944853,FALSE,FALSE,FALSE
St8sia4,0.3958042860031128,0.882083109700466,0.054490493798041065,FALSE,FALSE,FALSE
D1Ertd622e,-0.1974809616804123,0.9621361664813423,0.016763460013508556,FALSE,FALSE,FALSE
Ppip5k2,1.7239863872528076,0.18646874599609234,0.7293939498010972,FALSE,FALSE,FALSE
Gin1,1.0791336297988892,0.509545328616863,0.29281717555838227,FALSE,FALSE,FALSE
Pign,2.037459373474121,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Relch,1.1680889129638672,0.3377752367931316,0.4713721928890747,FALSE,FALSE,FALSE
Phlpp1,1.7425554990768433,0.5350695117777265,0.27158979438908115,FALSE,FALSE,FALSE
Bcl2,-28.004972457885742,8.080955230621937e-28,27.092537299266528,TRUE,FALSE,FALSE
Kdsr,0.5847128629684448,0.84421258999692,0.07354817536874868,FALSE,FALSE,FALSE
Vps4b,0.38855165243148804,0.7392034659112718,0.13123600550194953,FALSE,FALSE,FALSE
Tsn,-1.965636134147644,0.015573270888495751,1.8076201620217462,TRUE,FALSE,FALSE
Nifk,-0.1904834657907486,0.8977215024386869,0.046858372367373086,FALSE,FALSE,FALSE
Clasp1,-0.55730438232421875,0.7593616596459836,0.11955133427619673,FALSE,FALSE,FALSE
Tmem185b,2.366453170776367,0.48968918496289604,0.3100794874925074,FALSE,FALSE,FALSE
Ptpn4,2.0083205699920654,0.3099001399949575,0.5087782275715469,FALSE,TRUE,FALSE
Dbi,-0.3510200083255768,0.5600151339127476,0.25180023641168153,FALSE,FALSE,FALSE
3110009E18Rik,-0.315550833940506,0.9336160568264713,0.029831687670519386,FALSE,FALSE,FALSE
Ddx18,-1.1027554273605347,0.21292523102295108,0.6717728728745601,FALSE,FALSE,FALSE
Actr3,0.7120116353034973,0.02392102689632332,1.6212201806270208,FALSE,FALSE,FALSE
Tmem163,1.2694628238677979,0.30245785402203085,0.5193351335433336,FALSE,FALSE,FALSE
Ccnt2,0.9107980132102966,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Rab3gap1,0.8748884797096252,0.5467766978135186,0.2621900021997644,FALSE,FALSE,FALSE
R3hdm1,-0.7021477222442627,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ubxn4,-0.3420855402946472,0.6923519300797281,0.15967309276924552,FALSE,FALSE,FALSE
Mcm6,-9.765049326233566e-4,1,-0,FALSE,FALSE,FALSE
Dars,-0.9794915318489075,0.2957028235373102,0.5291445285654657,FALSE,FALSE,FALSE
Cxcr4,0.06174781545996666,1,-0,FALSE,FALSE,FALSE
Mapkapk2,0.10813060402870178,1,-0,FALSE,FALSE,FALSE
Eif2d,-1.7417374849319458,0.168868960735245,0.7724501693763217,FALSE,FALSE,FALSE
Rassf5,0.15490610897541046,0.9733865179640494,0.011714673311710005,FALSE,FALSE,FALSE
Srgap2,0.4205572009086609,0.8516040249140162,0.06976229463411827,FALSE,FALSE,FALSE
Rab29,1.5463658571243286,0.34326892422828575,0.4643655110136582,FALSE,FALSE,FALSE
Nucks1,-2.4085280895233154,0.002890693830017637,2.5389979045158917,TRUE,FALSE,FALSE
Elk4,-0.5174745321273804,0.7861236334917387,0.10450914719106406,FALSE,FALSE,FALSE
Mdm4,1.4246357679367065,0.1624491952955183,0.7892824356245174,FALSE,FALSE,FALSE
Ppp1r15b,-0.12396402657032013,1,-0,FALSE,FALSE,FALSE
Snrpe,-0.8139196634292603,0.010563990308518074,1.9761720058898629,FALSE,FALSE,FALSE
Gm38394,0.9030203819274902,0.6270304856424318,0.20271134365982887,FALSE,FALSE,FALSE
Lax1,2.320974826812744,0.09542213455870505,1.0203508726576398,FALSE,TRUE,FALSE
Atp2b4,2.224963426589966,0.019151575993070845,1.7177954819078,TRUE,FALSE,FALSE
Btg2,1.4250783920288086,0.08040852858490556,1.094697885070868,FALSE,FALSE,FALSE
Tmem183a,-1.21346914768219,0.3051382939785126,0.5155032862286133,FALSE,FALSE,FALSE
Adipor1,0.24387603998184204,0.9205329480853085,0.03596066243910186,FALSE,FALSE,FALSE
Rabif,0.3134239614009857,0.919700039251238,0.03635379498020425,FALSE,FALSE,FALSE
Kdm5b,1.8207027912139893,0.41552684293035125,0.38140091565850287,FALSE,FALSE,FALSE
Ube2t,-28.080469131469727,1.6128350792401137e-83,82.79241003920609,TRUE,FALSE,FALSE
Ptpn7,-0.07515663653612137,1,-0,FALSE,FALSE,FALSE
Arl8a,-0.05228908732533455,1,-0,FALSE,FALSE,FALSE
Rnpep,-0.5867173671722412,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Timm17a,-0.6466673016548157,0.22181083311760974,0.6540172469681534,FALSE,FALSE,FALSE
Ipo9,-27.502771377563477,2.375114790668665e-63,62.62431539582891,TRUE,FALSE,FALSE
Csrp1,0.14384318888187408,0.970996832602123,0.01278218676106162,FALSE,FALSE,FALSE
Kif21b,0.6518324017524719,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ptprc,1.0826518535614014,5.588108971878546e-4,3.252735133441161,TRUE,FALSE,FALSE
Nek7,0.2477242648601532,0.8525265511668031,0.06929208641679352,FALSE,FALSE,FALSE
2310009B15Rik,-27.754594802856445,7.364903080846957e-68,67.1328329639239,TRUE,FALSE,FALSE
Dennd1b,1.5494720935821533,0.030290780820841575,1.5186895314934183,TRUE,FALSE,FALSE
Aspm,-28.09626579284668,3.3947844491115618e-77,76.46918779591465,TRUE,FALSE,FALSE
Cdc73,-3.3116295337677,1.4454865536965583e-4,3.8399859438982333,TRUE,FALSE,FALSE
Glrx2,0.21917736530303955,0.8350612308594522,0.07828167870870797,FALSE,FALSE,FALSE
Uchl5,-1.0040942430496216,0.20804020218133698,0.681852732833197,FALSE,FALSE,FALSE
Rgs2,0.4874977767467499,0.759822908435258,0.11928761673412777,FALSE,FALSE,FALSE
Rgs1,2.1328909397125244,0.0029976166014203617,2.5232239146949866,TRUE,TRUE,FALSE
Odr4,-0.024691462516784668,1,-0,FALSE,FALSE,FALSE
Tpr,-0.3861130177974701,0.5691806547172255,0.24474986911539548,FALSE,FALSE,FALSE
Ivns1abp,-1.361068844795227,0.12132067112781131,0.9160651959025963,FALSE,FALSE,FALSE
Swt1,0.8388251066207886,0.684995340920662,0.16431238240440427,FALSE,FALSE,FALSE
Trmt1l,1.3483006954193115,0.5345589145227411,0.2720044235849891,FALSE,FALSE,FALSE
Rnf2,-27.28363609313965,5.565754916428813e-50,49.25447592139148,TRUE,FALSE,FALSE
Fam129a,1.4818416833877563,0.31336949445273193,0.5039432830291066,FALSE,FALSE,FALSE
1700025G04Rik,-1.0594372749328613,0.5504935633825538,0.2592477546282537,FALSE,FALSE,FALSE
Tsen15,-0.5104963183403015,0.7987325931811061,0.09759859333153002,FALSE,FALSE,FALSE
Arpc5,0.9140743017196655,0.003978964099463766,2.4002299792942052,FALSE,FALSE,FALSE
Smg7,-0.8242998719215393,0.5522360389720499,0.2578752546761587,FALSE,FALSE,FALSE
Lamc1,-0.24850758910179138,0.9626956173954863,0.016511005275608497,FALSE,FALSE,FALSE
Dhx9,-0.8772016763687134,0.2559240486103145,0.5918889025144027,FALSE,FALSE,FALSE
Rgs16,2.628401279449463,0.09111501538934681,1.0404100471391664,FALSE,FALSE,FALSE
Rnasel,1.2429125308990479,0.43467834365945274,0.36183199648614817,FALSE,FALSE,FALSE
Glul,-0.7887938618659973,0.5732490566079672,0.24165665131287958,FALSE,FALSE,FALSE
Ier5,0.41569122672080994,0.6709232621638301,0.17332715006145663,FALSE,FALSE,FALSE
Mr1,3.2829878330230713,0.4444380540704754,0.3521887625905974,FALSE,FALSE,FALSE
Xpr1,0.4881727993488312,0.8859658994301742,0.0525829936595765,FALSE,FALSE,FALSE
Acbd6,-0.4797859489917755,0.6933639511871377,0.15903874157705508,FALSE,FALSE,FALSE
Cep350,0.032538268715143204,1,-0,FALSE,FALSE,FALSE
Tor1aip1,1.0447560548782349,0.2798648322995346,0.5530516713724275,FALSE,FALSE,FALSE
Tor1aip2,0.7439844608306885,0.7523477530362707,0.12358137175523327,FALSE,FALSE,FALSE
Gm2000,0.4141475558280945,0.6359981553443612,0.19654414398197406,FALSE,FALSE,FALSE
Soat1,0.38185063004493713,0.8770084155897684,0.05699623921473171,FALSE,FALSE,FALSE
Fam20b,1.696022868156433,0.44844581137349515,0.3482900280787255,FALSE,FALSE,FALSE
Cop1,0.9095542430877686,0.47654251019681954,0.3218983518558212,FALSE,FALSE,FALSE
4930523C07Rik,-0.10788112878799438,1,-0,FALSE,FALSE,FALSE
Mrps14,-0.9601355791091919,0.2455427053737089,0.6098729634383162,FALSE,FALSE,FALSE
Cacybp,-1.7824079990386963,0.01333000845331986,1.8751695751751127,TRUE,FALSE,FALSE
Rabgap1l,-3.9839837700128555e-4,1,-0,FALSE,FALSE,FALSE
Rc3h1,0.48325401544570923,0.7549740516250042,0.12206797476781045,FALSE,FALSE,FALSE
Klhl20,1.7285313606262207,0.43187315670510756,0.3646437889072168,FALSE,FALSE,FALSE
Prdx6,-0.4530060887336731,0.6638691644856318,0.1779175030728293,FALSE,FALSE,FALSE
Fasl,2.5164794921875,0.15623768714566574,0.8062141987224389,FALSE,TRUE,FALSE
Suco,0.9020199775695801,0.5872911137145698,0.23114657040499798,FALSE,FALSE,FALSE
Vamp4,0.8017152547836304,0.6252358917363542,0.20395609921389912,FALSE,FALSE,FALSE
Prrc2c,-0.1730393022298813,0.8242236351352572,0.08395493596327748,FALSE,FALSE,FALSE
Scyl3,0.9236383438110352,0.7238419126302696,0.14035627353916189,FALSE,FALSE,FALSE
Xcl1,-27.46985626220703,1.624196064454036e-15,14.789361546171897,TRUE,FALSE,FALSE
Tiprl,0.08419185876846313,1,-0,FALSE,FALSE,FALSE
Mpc2,0.29067566990852356,0.7063970236712882,0.15095113928023157,FALSE,FALSE,FALSE
Rcsd1,-0.70609050989151,0.5061212326639473,0.2957454429019169,FALSE,FALSE,FALSE
Creg1,-27.800508499145508,1.281451244298498e-57,56.89229791287804,TRUE,FALSE,FALSE
Cd247,1.1122902631759644,0.050186524641939505,1.2994128776609741,FALSE,FALSE,FALSE
Pou2f1,1.4072966575622559,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Tada1,-1.2939461469650269,0.42803255673187257,0.36852319670817424,FALSE,FALSE,FALSE
Pogk,1.9410520792007446,0.3934251592561046,0.405137870708711,FALSE,FALSE,FALSE
Uck2,-2.34753680229187,0.00661511582084233,2.1794625475592664,TRUE,FALSE,FALSE
Tmco1,-1.2106915712356567,0.10768555474631632,0.9678425503205705,FALSE,FALSE,FALSE
Aldh9a1,-2.9526922702789307,0.0010461644989361273,2.9804000216224216,TRUE,FALSE,FALSE
Nuf2,-28.567153930664062,8.190200198424148e-109,108.08670548236556,TRUE,FALSE,FALSE
Uap1,-28.19952392578125,2.077334010332039e-92,91.68249366851948,TRUE,FALSE,FALSE
Uhmk1,0.11641963571310043,1,-0,FALSE,FALSE,FALSE
Atf6,1.9740517139434814,0.06937413603815457,1.1588024123910465,FALSE,FALSE,FALSE
Sdhc,-1.5395034551620483,0.17709019725727335,0.751805478306827,FALSE,FALSE,FALSE
Ndufs2,-1.0225075483322144,0.21609358431797876,0.6653581268541985,FALSE,FALSE,FALSE
Ufc1,0.21656395494937897,0.8432872341958964,0.07402447403580792,FALSE,FALSE,FALSE
Nit1,0.534548282623291,0.8024975583351119,0.09555628029779525,FALSE,FALSE,FALSE
Pfdn2,-0.7140977382659912,0.361198548210654,0.44225400394371717,FALSE,FALSE,FALSE
Arhgap30,0.563456118106842,0.4858694926302378,0.31348036909564647,FALSE,FALSE,FALSE
Usf1,0.346426784992218,0.892513386327926,0.04938526141772617,FALSE,FALSE,FALSE
Cd244a,2.9124276638031006,0.31566680802735553,0.5007710812322705,FALSE,FALSE,FALSE
Ly9,0.05412515252828598,1,-0,FALSE,FALSE,FALSE
Slamf7,1.5919609069824219,0.028474870268556055,1.545538245889023,TRUE,FALSE,FALSE
Cd48,-0.0326443649828434,1,-0,FALSE,FALSE,FALSE
