gene_name,log2fc,padj,nlog10pval,significant,EE up,TCM_vs_TEM-TRM
Eef1b2,-0.5804089307785034,8.926761699673859e-69,68.04930605858316,FALSE,FALSE,FALSE
Fastkd2,-1.044113278388977,8.341803281930056e-11,10.078740055988582,TRUE,FALSE,FALSE
Klf7,-0.009843912906944752,1,-0,FALSE,FALSE,FALSE
Creb1,-0.07517856359481812,0.6570934828569213,0.1823728401802239,FALSE,FALSE,FALSE
Rpe,0.08282798528671265,0.5983777296466342,0.22302457836478196,FALSE,FALSE,FALSE
Acadl,0.46491551399230957,9.079012005948444e-11,10.041961409596816,FALSE,FALSE,FALSE
Bard1,-0.6998961567878723,2.256254295868564e-7,6.646611953860411,FALSE,FALSE,FALSE
Atic,-0.9852363467216492,2.681650419588301e-35,34.57159783749823,FALSE,FALSE,FALSE
Xrcc5,-0.687132716178894,5.228923176672946e-8,7.281587738776983,FALSE,FALSE,FALSE
Rpl37a,-0.23175959289073944,1.494604086104216e-25,24.825473834758768,FALSE,FALSE,TRUE
Arpc2,0.38126257061958313,3.7669239983737444e-39,38.424013142053134,FALSE,FALSE,FALSE
Aamp,-0.08599443733692169,0.4814395975774009,0.3174581926190894,FALSE,FALSE,FALSE
Pnkd,-0.24355223774909973,0.028534027908071236,1.544636918326229,FALSE,FALSE,FALSE
Ctdsp1,-0.21095454692840576,0.2618715950276762,0.5819116065452092,FALSE,FALSE,FALSE
Usp37,-0.1115308329463005,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Cnot9,-0.4779614210128784,7.189146586861779e-5,4.143322661023859,FALSE,FALSE,FALSE
Cnppd1,0.49877452850341797,3.0431009322315485e-4,3.516683642914833,FALSE,FALSE,FALSE
Retreg2,-0.4827631711959839,0.0035303229402354735,2.452185565222025,FALSE,FALSE,FALSE
Zfand2b,0.11685919761657715,0.4952644659060786,0.30516283053664545,FALSE,FALSE,FALSE
Stk16,-0.2925979197025299,0.0054041878875945035,2.2672695602556647,FALSE,FALSE,FALSE
Tuba4a,-0.5653309226036072,4.7200459665515835e-14,13.326053771933179,FALSE,FALSE,FALSE
Dnpep,0.11684819310903549,0.5207496137239188,0.28337104352641485,FALSE,FALSE,FALSE
Gmppa,-0.11857715994119644,0.6072529917080386,0.2166303369113175,FALSE,FALSE,FALSE
Farsb,-0.9572126865386963,4.959447925180118e-21,20.304566665524383,FALSE,FALSE,FALSE
Ap1s3,-0.13648724555969238,0.484303747317355,0.31488217057156304,FALSE,FALSE,FALSE
Mrpl44,-0.2936631143093109,0.01555434168839526,1.8081483649569088,FALSE,FALSE,FALSE
Cul3,-0.1329239159822464,0.14859485844866618,0.827996217399155,FALSE,FALSE,FALSE
Dock10,0.0825444757938385,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Mff,0.16990698873996735,0.0984050625024465,1.0069825584759589,FALSE,FALSE,FALSE
Agfg1,-0.13259091973304749,0.24941691511037622,0.6030740966073196,FALSE,FALSE,FALSE
Trip12,0.017513960599899292,0.9439785116916309,0.025037891676472298,FALSE,FALSE,FALSE
Sp110,0.08024775981903076,0.6270612716673135,0.2026900211359376,FALSE,FALSE,FALSE
Sp140,0.8090130686759949,1.1337866196868233e-10,9.945468672614469,FALSE,FALSE,FALSE
Sp100,0.7647272944450378,4.426056204245024e-31,30.35398307548818,FALSE,FALSE,FALSE
A630001G21Rik,0.21570900082588196,0.25610039374809507,0.5915897538139073,FALSE,FALSE,FALSE
Cab39,0.11681275814771652,0.18354808788801866,0.7362501353986635,FALSE,FALSE,FALSE
Itm2c,0.08786626160144806,0.6559924654834933,0.1831011487611298,FALSE,FALSE,FALSE
Psmd1,-0.5767757892608643,2.33486352666303e-13,12.631738498973373,FALSE,FALSE,FALSE
Ncl,-1.139862060546875,1.2454263808489206e-81,80.9046819392122,TRUE,FALSE,FALSE
Ptma,-0.23714421689510345,9.765283300507082e-7,6.010315152881787,FALSE,FALSE,FALSE
Eif4e2,0.2771768271923065,2.020001558479505e-6,5.6946482954846696,FALSE,TRUE,FALSE
Gigyf2,-0.010113951750099659,1,-0,FALSE,FALSE,FALSE
Inpp5d,0.43581393361091614,0.007591642974391767,2.1196642244344917,FALSE,FALSE,FALSE
Dgkd,-0.02588043175637722,0.9723810913181223,0.012163494929527306,FALSE,FALSE,FALSE
Hjurp,-0.71700519323349,3.0342025165940653e-13,12.517955435776026,FALSE,FALSE,FALSE
Arl4c,0.9512529969215393,1.4642371113825749e-18,17.834388590062552,FALSE,FALSE,FALSE
Cops8,-0.20975381135940552,0.0690368396941231,1.1609190975769952,FALSE,FALSE,FALSE
Lrrfip1,0.30212968587875366,2.4080179339923694e-7,6.618340282943731,FALSE,FALSE,FALSE
Ube2f,-0.12219402939081192,0.3392484389715897,0.46948214203988176,FALSE,FALSE,FALSE
Ilkap,-0.24709360301494598,0.005711284665984191,2.2432661928758395,FALSE,FALSE,FALSE
Hes6,0.26553279161453247,0.06385092668832677,1.1948327953041482,FALSE,FALSE,FALSE
Ndufa10,-0.1810886263847351,0.012185786810880433,1.914146424083544,FALSE,FALSE,FALSE
Cops9,0.3216087818145752,1.0514150112632e-6,5.978225826763822,FALSE,FALSE,FALSE
Ppp1r7,-0.44072863459587097,1.8069415195891946e-6,5.74305590285174,FALSE,FALSE,FALSE
Hdlbp,-0.48602843284606934,8.100351238944055e-11,10.09149614929073,FALSE,FALSE,FALSE
Atg4b,0.2566661834716797,0.14463947109421163,0.8397131749583504,FALSE,FALSE,FALSE
Dtymk,-0.9576930403709412,4.0238644883889516e-38,37.39535665343321,FALSE,FALSE,FALSE
Ing5,-0.16757257282733917,0.4012433826325906,0.39659211697921803,FALSE,FALSE,FALSE
Pdcd1,-0.5616634488105774,2.613133327338641e-4,3.5828384311259995,FALSE,FALSE,FALSE
Fam174a,-0.08889773488044739,0.7274056424108281,0.13822333449056834,FALSE,FALSE,FALSE
St8sia4,0.31675535440444946,0.08413102179707553,1.0750438364126111,FALSE,FALSE,FALSE
D1Ertd622e,0.155706986784935,0.2514564666078628,0.5995371913176625,FALSE,FALSE,FALSE
Ppip5k2,-0.3119611144065857,0.0383172356124814,1.4166058305316749,FALSE,FALSE,FALSE
Gin1,0.37941884994506836,0.008743903390571054,2.058294649454245,FALSE,FALSE,FALSE
Relch,0.232818141579628,0.14474356429259796,0.8394007371296974,FALSE,FALSE,FALSE
Bcl2,-0.16773714125156403,0.5249199712446355,0.27990690363432735,FALSE,FALSE,FALSE
Vps4b,0.0597166009247303,0.6842815998356689,0.16476513791874578,FALSE,FALSE,FALSE
Tsn,-0.3880288302898407,9.600257213986403e-11,10.017717131010587,FALSE,FALSE,FALSE
Nifk,-0.6839599013328552,2.4155530926261173e-12,11.616983412501142,FALSE,FALSE,FALSE
Clasp1,-0.6908374428749084,1.5806859378500884e-7,6.801154410275131,FALSE,FALSE,FALSE
Ptpn4,0.749357283115387,1.1543763198598015e-4,3.9376525906634354,FALSE,FALSE,FALSE
Dbi,0.47345125675201416,6.1522011429583174e-21,20.21096947394641,FALSE,FALSE,FALSE
3110009E18Rik,-0.31746819615364075,0.0779658654181046,1.1080954960949967,FALSE,FALSE,FALSE
Ddx18,-0.9449983835220337,9.665579124812644e-28,27.014772119578986,FALSE,FALSE,FALSE
Actr3,0.45642152428627014,2.219845207604217e-42,41.653677308354375,FALSE,FALSE,FALSE
Tmem163,-0.1261707842350006,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Ccnt2,0.1775733381509781,0.2945381863287677,0.5308583917537154,FALSE,FALSE,FALSE
Rab3gap1,-0.02140483260154724,0.976429728952653,0.010359006268841012,FALSE,FALSE,FALSE
R3hdm1,-0.1619364619255066,0.17506380096358645,0.7568036464181052,FALSE,FALSE,FALSE
Ubxn4,-0.21880201995372772,0.004115745411670287,2.3855514973027874,FALSE,FALSE,FALSE
Mcm6,-0.5069733262062073,2.2427305593127285e-11,10.64922289923583,FALSE,FALSE,FALSE
Dars,-0.830406665802002,1.4599243635768586e-22,21.8356696437581,FALSE,FALSE,FALSE
Cxcr4,-1.587698221206665,5.229513781071506e-26,25.28153868819082,TRUE,FALSE,FALSE
Mapkapk2,-0.1360289603471756,0.42834416989251095,0.3682071398189125,FALSE,FALSE,FALSE
Eif2d,-0.5001139640808105,0.0010534266833546028,2.9773956851366035,FALSE,FALSE,FALSE
Rassf5,0.14643754065036774,0.2108503962365367,0.6760255785088297,FALSE,FALSE,FALSE
Srgap2,-0.32330426573753357,0.10782089076179298,0.9672970845706975,FALSE,FALSE,FALSE
Rab29,0.518174409866333,0.0025050158894372883,2.601189515037035,FALSE,FALSE,FALSE
Nucks1,-0.03507890924811363,0.6760675660396289,0.17000989859707447,FALSE,FALSE,FALSE
Elk4,0.27719220519065857,0.07697849093387885,1.1136306069529522,FALSE,FALSE,FALSE
Mdm4,-0.10720521211624146,0.5230524957365722,0.28145472133426186,FALSE,FALSE,FALSE
Ppp1r15b,0.2510327100753784,0.04917099717562938,1.308290984236134,FALSE,FALSE,FALSE
Snrpe,-0.13441810011863708,0.0014406111382395765,2.8414532317519665,FALSE,FALSE,FALSE
Lax1,0.6008098721504211,7.026660364648252e-4,3.1532510376857545,FALSE,FALSE,FALSE
Atp2b4,0.28983867168426514,0.05506245987716176,1.259144390704873,FALSE,FALSE,FALSE
Btg2,0.6631364226341248,2.4548047934260543e-12,11.60998303735305,FALSE,FALSE,FALSE
Tmem183a,-0.35026970505714417,0.0017060833966159037,2.767999743505622,FALSE,FALSE,FALSE
Adipor1,0.01851237565279007,0.9554170725488733,0.019807002483770743,FALSE,FALSE,FALSE
Rabif,0.15740355849266052,0.38851673404592285,0.41059027069243537,FALSE,FALSE,FALSE
Ube2t,-0.846617579460144,6.348760504615436e-11,10.197311055582091,FALSE,FALSE,FALSE
Ptpn7,-0.26268139481544495,0.0048694194784546455,2.3125228113380585,FALSE,FALSE,FALSE
Arl8a,0.04901036247611046,0.8824215894801428,0.05432387491352257,FALSE,FALSE,FALSE
Rnpep,-0.12777157127857208,0.20693437005493973,0.6841673706898345,FALSE,FALSE,FALSE
Timm17a,-0.6230476498603821,2.7841400106436663e-19,18.555308928428932,FALSE,FALSE,FALSE
Ipo9,-0.8324731588363647,6.669636479851731e-8,7.17589783611295,FALSE,FALSE,FALSE
Csrp1,0.1628093272447586,0.11957549004197873,0.9223578306350393,FALSE,FALSE,FALSE
Kif21b,0.28637930750846863,0.0030762109050535428,2.5119838926154006,FALSE,FALSE,FALSE
Ptprc,0.5212810635566711,5.351182105370956e-39,38.27155026935615,FALSE,FALSE,FALSE
Nek7,-0.07658147811889648,0.5947641381007319,0.22565522558131587,FALSE,FALSE,FALSE
2310009B15Rik,-0.1671323925256729,0.3591632581192806,0.44470809742845785,FALSE,FALSE,FALSE
Dennd1b,0.11416678130626678,0.41946730206800853,0.377301887242653,FALSE,FALSE,FALSE
Aspm,-0.3626503348350525,0.01769018734694809,1.7522675676942951,FALSE,FALSE,FALSE
Cdc73,-0.5039761662483215,2.9060914191889827e-6,5.536690727882172,FALSE,FALSE,FALSE
Glrx2,-0.20912495255470276,0.03019325538851466,1.5200900595158573,FALSE,FALSE,FALSE
Uchl5,-0.7626734375953674,1.40206606578505e-21,20.853231521797397,FALSE,FALSE,FALSE
Rgs2,0.23034900426864624,0.22951234559652697,0.6391939485570358,FALSE,FALSE,FALSE
Rgs1,0.4418582320213318,1.5812471116228837e-4,3.8010002547812225,FALSE,FALSE,FALSE
Odr4,-0.21008217334747314,0.24472170511026872,0.6113275100451131,FALSE,FALSE,FALSE
Tpr,-0.14636045694351196,0.015762138116971164,1.8023848712741621,FALSE,FALSE,FALSE
Ivns1abp,-0.43480727076530457,7.130521522095223e-6,5.146878704946856,FALSE,FALSE,FALSE
Swt1,0.04011283814907074,0.8824863292144973,0.054292013637243126,FALSE,FALSE,FALSE
Rnf2,-0.45311030745506287,0.013438204330614064,1.8716587596606673,FALSE,FALSE,FALSE
Fam129a,0.5396630764007568,1.2859997020643211e-4,3.8907591320275325,FALSE,FALSE,FALSE
1700025G04Rik,0.3134365379810333,0.1003858611532831,0.9983274510905341,FALSE,FALSE,FALSE
Tsen15,-0.459709495306015,0.002346601724238162,2.629560614552812,FALSE,FALSE,FALSE
Arpc5,0.6072288155555725,6.108018735632194e-55,54.214099639466106,FALSE,TRUE,FALSE
Smg7,-0.16690023243427277,0.315535634342647,0.5009515875308395,FALSE,FALSE,FALSE
Lamc1,-0.14978455007076263,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Dhx9,-0.3047974705696106,2.310383162731444e-5,4.636315989085987,FALSE,FALSE,FALSE
Rgs16,0.027124125510454178,0.9815972162863251,0.008066681895969074,FALSE,FALSE,FALSE
Rnasel,0.41502845287323,0.035533676485865695,1.4493598559803758,FALSE,FALSE,FALSE
Glul,0.21987053751945496,0.21763376272350543,0.662273729253819,FALSE,FALSE,FALSE
Ier5,0.3488198518753052,0.002658689146017261,2.5753324374188287,FALSE,FALSE,FALSE
Acbd6,-0.26000458002090454,0.009357090011250077,2.0288591927737873,FALSE,FALSE,FALSE
Cep350,-0.04703986644744873,0.8376917124369977,0.07691578115624527,FALSE,FALSE,FALSE
Tor1aip1,0.3144282400608063,0.0010495382363068196,2.9790017347713675,FALSE,FALSE,FALSE
Tor1aip2,0.1530762016773224,0.4114230686197968,0.38571136093151037,FALSE,FALSE,FALSE
Gm2000,-0.4927120506763458,7.777511607712507e-10,9.109159332046746,FALSE,FALSE,FALSE
Soat1,0.23241259157657623,0.25784070217333815,0.5886485247871007,FALSE,FALSE,FALSE
Cop1,-0.29589003324508667,0.049820262648687455,1.3025939872255468,FALSE,FALSE,FALSE
4930523C07Rik,0.24572661519050598,0.0024118599418397418,2.6176479155419305,FALSE,FALSE,FALSE
Mrps14,0.08558249473571777,0.214913883464433,0.6677355281230977,FALSE,FALSE,FALSE
Cacybp,-0.6912251710891724,1.5594677494606217e-26,25.807023602231695,FALSE,FALSE,FALSE
Rabgap1l,0.024274257943034172,0.9665662227339415,0.014768385626450966,FALSE,FALSE,FALSE
Rc3h1,0.35948437452316284,0.016770593782178437,1.7754515604256202,FALSE,FALSE,FALSE
Prdx6,-0.2539278268814087,2.157865348810949e-4,3.6659756588620405,FALSE,FALSE,FALSE
Fasl,1.431136131286621,1.6588298222972677e-15,14.780198165529676,TRUE,FALSE,FALSE
Suco,0.20121370255947113,0.24472170511026872,0.6113275100451131,FALSE,FALSE,FALSE
Vamp4,0.17009086906909943,0.26067770718709554,0.5838961075336253,FALSE,FALSE,FALSE
Prrc2c,-0.12231677025556564,0.04567742229873936,1.3402984124903299,FALSE,FALSE,FALSE
Xcl1,-1.9793283939361572,8.449520526197525e-7,6.073167934687548,TRUE,FALSE,FALSE
Tiprl,0.061217598617076874,0.600354724858315,0.2215920670710149,FALSE,FALSE,FALSE
Mpc2,0.12136099487543106,0.15948204293091525,0.7972882097544342,FALSE,FALSE,FALSE
Rcsd1,-0.15200237929821014,0.20708118979142,0.683859348430553,FALSE,FALSE,FALSE
Creg1,-0.7061284780502319,6.2628620942066825e-6,5.203227151189392,FALSE,FALSE,FALSE
Cd247,0.4185750186443329,1.7395275014202472e-8,7.759568700793573,FALSE,FALSE,FALSE
Tada1,-0.0650845319032669,0.7709823650652544,0.1129555555968234,FALSE,FALSE,FALSE
Uck2,-0.8838571310043335,6.5034228830909775e-24,23.186858005207586,FALSE,FALSE,FALSE
Tmco1,-0.1526525765657425,0.06938010559563292,1.1587650435028118,FALSE,FALSE,FALSE
Aldh9a1,-0.26459991931915283,0.03437033429373333,1.4638162437947595,FALSE,FALSE,FALSE
Nuf2,-0.8173561692237854,6.255436039097565e-13,12.20374241214582,FALSE,FALSE,FALSE
Uap1,-0.11199749261140823,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Uhmk1,0.13346250355243683,0.4125873454606704,0.3844840964813411,FALSE,FALSE,FALSE
Atf6,-0.14029887318611145,0.47987779444811435,0.31886934586206156,FALSE,FALSE,FALSE
Sdhc,-0.27861085534095764,0.0013514956620338616,2.869185343940676,FALSE,TRUE,FALSE
Ndufs2,-0.027343643829226494,0.8015899840911984,0.0960477179752071,FALSE,FALSE,FALSE
Ufc1,0.22131222486495972,8.678625301820634e-4,3.0615490618183823,FALSE,FALSE,FALSE
Nit1,0.07246914505958557,0.743430301014595,0.12875974174009144,FALSE,TRUE,FALSE
Pfdn2,-0.4647020697593689,2.479130573222488e-12,11.60570059879223,FALSE,FALSE,FALSE
Arhgap30,0.41567808389663696,7.044242866621467e-8,7.152165679136439,FALSE,FALSE,FALSE
Usf1,0.28622356057167053,0.12068038340112798,0.9183633187429081,FALSE,FALSE,FALSE
Ly9,0.14456495642662048,0.27821049433325984,0.5556264920827715,FALSE,FALSE,FALSE
Slamf7,0.6690424680709839,6.882516799412057e-12,11.162252719871711,FALSE,FALSE,FALSE
Cd48,0.7858945727348328,9.17193218805385e-59,58.0375391648517,FALSE,FALSE,FALSE
Slamf1,0.1684066355228424,0.47796819231241316,0.32060100372853523,FALSE,FALSE,FALSE
Cd84,0.45129406452178955,0.012377652792657049,1.9073617039301671,FALSE,FALSE,FALSE
Slamf6,-0.33801597356796265,9.79486910558501e-4,3.009001363355001,FALSE,FALSE,FALSE
Ncstn,-0.31521084904670715,0.09391954955799398,1.027243998985587,FALSE,FALSE,FALSE
Copa,0.21130061149597168,0.020498665927185588,1.6882744023254488,FALSE,FALSE,FALSE
Dcaf8,0.010422945953905582,1,-0,FALSE,FALSE,FALSE
Pea15a,0.9099484086036682,2.2985090949462838e-7,6.638553773455038,FALSE,FALSE,FALSE
Tagln2,-0.09284278750419617,0.1764680754782803,0.7533338506028356,FALSE,FALSE,FALSE
Aim2,-1.4410333633422852,5.97370462231468e-14,13.223756255463105,TRUE,FALSE,FALSE
Ifi206,1.4472899436950684,1.750781343051226e-22,21.75676809003075,TRUE,FALSE,FALSE
Ifi214,2.016939640045166,7.2494218363956375e-22,21.139696628363556,TRUE,FALSE,FALSE
Ifi213,1.4568958282470703,2.0220211089190974e-10,9.694214314897723,TRUE,FALSE,FALSE
Ifi209,1.622153401374817,1.0819444864057476e-40,39.96579502191536,TRUE,FALSE,FALSE
Ifi208,1.5711209774017334,7.1577755592722975e-9,8.145221923562351,TRUE,FALSE,FALSE
Mndal,0.7198517918586731,4.729371417850765e-29,28.3251965776342,FALSE,FALSE,FALSE
Ifi203,0.9401642680168152,5.747765039054538e-38,37.24050099355238,FALSE,FALSE,FALSE
Fh1,-0.4036337435245514,2.3401317815820334e-6,5.630759685152939,FALSE,FALSE,FALSE
Exo1,-1.1097108125686646,7.593792888179644e-16,15.1195412519088,TRUE,FALSE,FALSE
Adss,-0.25103089213371277,0.0014705947857837148,2.8325069782183343,FALSE,FALSE,FALSE
Desi2,-0.8059853911399841,1.4924573858633621e-19,18.826098060432166,FALSE,FALSE,FALSE
Cox20,0.3488211929798126,2.1557715151018297e-5,4.666397270845617,FALSE,FALSE,FALSE
Hnrnpu,-0.5920854210853577,3.4488245015090363e-28,27.462328904781756,FALSE,FALSE,FALSE
