gene_name,log2fc,padj,nlog10pval,significant,TE up,TCM_vs_TEM-TRM
Xrcc5,-2.018911838531494,7.362082453068535e-38,37.132999322896936,TRUE,FALSE,FALSE
Rpl37a,0.32202228903770447,5.160913171906052e-46,45.287273447513904,FALSE,FALSE,TRUE
Arpc2,0.46497833728790283,8.460301652992649e-51,50.07261415186705,FALSE,FALSE,FALSE
Aamp,-0.1603204607963562,0.15653734363082306,0.8053820402380203,FALSE,FALSE,FALSE
Pnkd,-0.6787088513374329,5.296919906545278e-10,9.275976593877392,FALSE,FALSE,FALSE
Ctdsp1,0.3810109794139862,0.010944394218812194,1.9608082719862296,FALSE,FALSE,FALSE
Usp37,-1.5433543920516968,8.529558641168279e-26,25.069073440657128,TRUE,FALSE,FALSE
Cnot9,-1.5595662593841553,1.2433854746947157e-28,27.90539421039297,TRUE,FALSE,FALSE
Cnppd1,0.723820686340332,3.7172759959039526e-8,7.429775192725026,FALSE,FALSE,FALSE
Retreg2,-0.004979836754500866,1,-0,FALSE,FALSE,FALSE
Zfand2b,0.02034797891974449,0.9776179516503115,0.009830832233384178,FALSE,FALSE,FALSE
Stk16,-0.989823579788208,9.45589637630679e-19,18.02429729571036,FALSE,FALSE,FALSE
Tuba4a,-2.5998003482818604,3.269159587488686e-148,147.4855638783569,TRUE,FALSE,FALSE
Dnpep,-0.323467880487442,0.04549138466331533,1.342070843946367,FALSE,FALSE,FALSE
Gmppa,-0.666157066822052,2.1503911955200904e-4,3.6674825267814346,FALSE,FALSE,FALSE
Farsb,-1.7306281328201294,1.1549507360432241e-49,48.93743654003234,TRUE,FALSE,FALSE
Ap1s3,-2.125267744064331,2.236442360139347e-27,26.650442290424927,TRUE,FALSE,FALSE
Mrpl44,-1.4269142150878906,1.1923298355439847e-28,27.923603588604387,TRUE,FALSE,FALSE
Cul3,-0.4450012147426605,1.3608475711184902e-7,6.866190517507516,FALSE,FALSE,FALSE
Dock10,0.5979713201522827,7.797533638951626e-15,14.108042742998578,FALSE,FALSE,FALSE
Mff,-0.20606845617294312,0.05416979068783525,1.2662428425241832,FALSE,FALSE,FALSE
Agfg1,-0.9798932671546936,4.917046723047579e-22,21.308295664911928,FALSE,FALSE,FALSE
Trip12,0.30929240584373474,5.169995865477227e-4,3.286509804217691,FALSE,FALSE,FALSE
Sp110,1.5405575037002563,9.750541463190905e-56,55.01097126656335,TRUE,FALSE,FALSE
Sp140,0.8712278008460999,1.7032933163207018e-11,10.768710557738718,FALSE,FALSE,FALSE
Sp100,2.003077983856201,6.388860174013085e-209,208.19457661669162,TRUE,FALSE,FALSE
A630001G21Rik,0.5630130767822266,1.9595314179768724e-4,3.707847768907184,FALSE,FALSE,FALSE
Cab39,0.08005433529615402,0.3874255778187167,0.4118117105688057,FALSE,FALSE,FALSE
Itm2c,0.4826623201370239,2.5677896164649864e-4,3.590440561658957,FALSE,FALSE,FALSE
Psmd1,-2.543503522872925,4.344023111170693e-127,126.36210787286967,TRUE,FALSE,FALSE
Ncl,-1.7670414447784424,1.835578947969885e-160,159.73622693181903,TRUE,FALSE,FALSE
Ptma,-2.6846821308135986,0,Inf,TRUE,FALSE,FALSE
Eif4e2,-0.8994799852371216,2.1667042916157545e-36,35.66420035646178,FALSE,FALSE,FALSE
Gigyf2,0.24198754131793976,0.11496887419410395,0.9394197213457736,FALSE,FALSE,FALSE
Inpp5d,0.8491951823234558,8.989183248217977e-9,8.046279766209588,FALSE,FALSE,FALSE
Atg16l1,0.5235587954521179,0.00410558664931432,2.3866247775563707,FALSE,FALSE,FALSE
Dgkd,0.5065003633499146,8.028664587257929e-4,3.095356685183962,FALSE,FALSE,FALSE
Hjurp,-1.8832979202270508,3.081594599317102e-55,54.51122449568252,TRUE,FALSE,FALSE
Arl4c,2.1033616065979004,1.8039823748676325e-109,108.7437677098845,TRUE,FALSE,FALSE
Cops8,-0.8008871674537659,3.67017282963077e-13,12.435313484198142,FALSE,FALSE,FALSE
Lrrfip1,0.061422817409038544,0.4134361320389341,0.3835915711063739,FALSE,FALSE,FALSE
Ube2f,-0.9680706858634949,1.899354374319498e-17,16.72139399868937,FALSE,FALSE,FALSE
Ilkap,-1.0147672891616821,1.094279234944153e-26,25.960871841876994,TRUE,FALSE,FALSE
Hes6,-0.10132347792387009,0.5434979730726271,0.26480207123732735,FALSE,FALSE,FALSE
Ndufa10,-0.7223795056343079,4.433193496195957e-22,21.353283312577,FALSE,FALSE,FALSE
Cops9,-0.18474102020263672,0.022009935928282896,1.657381221691708,FALSE,FALSE,FALSE
Rnpepl1,0.3525778353214264,0.06891315567255289,1.1616978624086731,FALSE,FALSE,FALSE
Ppp1r7,-1.9309263229370117,7.058774734071081e-64,63.15127067747688,TRUE,FALSE,FALSE
Hdlbp,-1.9088636636734009,4.986248238065914e-92,91.3022261041438,TRUE,FALSE,FALSE
Atg4b,-0.07859235256910324,0.7156463697186414,0.14530152743878558,FALSE,FALSE,FALSE
Dtymk,-2.8897764682769775,6.395972747835798e-182,181.19409339537762,TRUE,FALSE,FALSE
Ing5,-0.6546959280967712,9.520498210371361e-5,4.021340324267452,FALSE,FALSE,FALSE
Pdcd1,-2.6481568813323975,1.4681460462907882e-40,39.83323074009888,TRUE,FALSE,FALSE
Fam174a,0.4987039268016815,0.002913425544447718,2.5355960762691065,FALSE,FALSE,FALSE
St8sia4,0.6387580037117004,4.5326040233982933e-5,4.343652220046693,FALSE,FALSE,FALSE
D1Ertd622e,0.3112383186817169,0.006592796272787388,2.180930344394517,FALSE,FALSE,FALSE
Ppip5k2,-0.520970344543457,3.240302235748837e-4,3.489414479547639,FALSE,FALSE,FALSE
Gin1,-0.45650187134742737,0.004779684393831351,2.320600779233631,FALSE,FALSE,FALSE
Relch,0.49732884764671326,2.0188698892135165e-4,3.69489166927697,FALSE,FALSE,FALSE
Bcl2,-0.17907322943210602,0.42146021731965516,0.3752434132431577,FALSE,FALSE,FALSE
Vps4b,0.12746474146842957,0.29744995072476765,0.5265860986837573,FALSE,FALSE,FALSE
Tsn,-1.4259217977523804,3.277512298580461e-88,87.48445566998247,TRUE,FALSE,FALSE
Nifk,-2.061882972717285,1.7526765058720555e-66,65.75629823489267,TRUE,FALSE,FALSE
Clasp1,-0.46496492624282837,9.230283561055216e-4,3.0347849569253413,FALSE,FALSE,FALSE
Ptpn4,1.8011454343795776,2.9132257430830355e-28,27.535625861003393,TRUE,FALSE,FALSE
Dbi,-1.7152925729751587,4.1442880840979103e-123,122.38255006287059,TRUE,FALSE,FALSE
3110009E18Rik,-1.4413058757781982,9.793115281390542e-15,14.009079133089433,TRUE,FALSE,FALSE
Ddx18,-1.784496545791626,7.053624882088221e-71,70.15158764021304,TRUE,FALSE,FALSE
Actr3,-0.1534801572561264,2.4289182821276496e-4,3.6145870962356392,FALSE,FALSE,FALSE
Tmem163,0.2245829701423645,0.12514839540662545,0.9025747143379448,FALSE,FALSE,FALSE
Ccnt2,0.3432578444480896,0.013962916812324843,1.8550238493935554,FALSE,FALSE,FALSE
Rab3gap1,-0.5062206387519836,0.001079717626797221,2.966689808548442,FALSE,FALSE,FALSE
R3hdm1,-0.27153706550598145,0.012009796220703311,1.9204643615375518,FALSE,FALSE,FALSE
Ubxn4,-0.7792950868606567,2.8773328736655187e-22,21.541009892425443,FALSE,FALSE,FALSE
Mcm6,-2.56742525100708,1.408262861749591e-158,157.85131627363683,TRUE,FALSE,FALSE
Dars,-1.739665150642395,2.595955168594309e-69,68.58570281194879,TRUE,FALSE,FALSE
Cxcr4,-1.6765156984329224,7.4308133028292e-27,26.12896365008861,TRUE,FALSE,FALSE
Mapkapk2,-0.7987760305404663,1.1070121384704092e-8,7.955847617023883,FALSE,FALSE,FALSE
Eif2d,-1.0065277814865112,1.644263161363299e-10,9.7840286731819,TRUE,FALSE,FALSE
Rassf5,0.4363146424293518,7.387139843528825e-6,5.131523679414368,FALSE,FALSE,FALSE
Srgap2,0.27053892612457275,0.13699599280010616,0.8632921359841328,FALSE,FALSE,FALSE
Nucks1,-2.643913745880127,2.3988430927715773e-229,228.6199981581064,TRUE,FALSE,FALSE
Elk4,0.5606127977371216,4.7939379699784794e-5,4.319307589716288,FALSE,FALSE,FALSE
Mdm4,0.6863763332366943,1.2685714800307063e-8,7.896685056618611,FALSE,FALSE,FALSE
Ppp1r15b,-0.16656576097011566,0.2537022289040262,0.5956757172620412,FALSE,FALSE,FALSE
Snrpe,-1.346351981163025,3.3720688743278217e-133,132.47210356351496,TRUE,FALSE,FALSE
Gm38394,0.44427531957626343,0.010573786554099011,1.975769460652356,FALSE,FALSE,FALSE
Lax1,1.2961041927337646,9.164395218769983e-18,17.03789618992897,TRUE,FALSE,FALSE
Atp2b4,0.8076293468475342,2.870512092592847e-10,9.54204061924218,FALSE,FALSE,FALSE
Btg2,1.9056942462921143,1.5418173446391947e-104,103.81196707305153,TRUE,FALSE,FALSE
Tmem183a,-1.284930944442749,5.789407960245568e-25,24.23736584607305,TRUE,FALSE,FALSE
Adipor1,-0.008584343828260899,1,-0,FALSE,FALSE,FALSE
Rabif,-0.5842030644416809,2.7335121827637594e-4,3.56327898619705,FALSE,FALSE,FALSE
Kdm5b,1.628546953201294,1.348843891255892e-11,10.870038310586992,TRUE,FALSE,FALSE
Ube2t,-2.1344566345214844,5.88087154212786e-40,39.230558306936054,TRUE,FALSE,FALSE
Ptpn7,-1.302655816078186,4.801739822999818e-38,37.318601375411156,TRUE,FALSE,FALSE
Arl8a,0.16028927266597748,0.41086116813570034,0.38630490342374746,FALSE,FALSE,FALSE
Rnpep,-1.6436635255813599,1.46562366189322e-58,57.833977532113245,TRUE,FALSE,FALSE
Timm17a,-1.722875952720642,2.356319574547608e-96,95.62776580893988,TRUE,FALSE,FALSE
Ipo9,-1.8033154010772705,5.417331758529304e-23,22.26621456731353,TRUE,FALSE,FALSE
Csrp1,-1.9899388551712036,6.7324119321424864e-65,64.17182931896134,TRUE,FALSE,FALSE
Kif21b,0.9191797375679016,3.109466868908199e-25,24.507314066194727,FALSE,FALSE,FALSE
Ptprc,1.540163516998291,2.752858633134254e-255,254.56021609025072,TRUE,FALSE,FALSE
Nek7,-0.321614146232605,0.0061393154791339,2.211880049088072,FALSE,FALSE,FALSE
2310009B15Rik,-1.4120104312896729,9.013633776662494e-18,17.04510009126234,TRUE,FALSE,FALSE
Dennd1b,0.3884410262107849,1.488103209006915e-4,3.827366946782228,FALSE,FALSE,FALSE
Aspm,-5.652492046356201,1.3788104049035558e-74,73.8604954479395,TRUE,FALSE,FALSE
Cdc73,-0.35936298966407776,0.0016261026079929912,2.7888520536502046,FALSE,FALSE,FALSE
Glrx2,-0.9459819197654724,1.351168819161863e-21,20.86929038550794,FALSE,FALSE,FALSE
Uchl5,-2.3365583419799805,1.780873633658218e-114,113.7493668958944,TRUE,FALSE,FALSE
Rgs2,1.0377658605575562,3.752680008452729e-14,13.425658466359122,TRUE,FALSE,FALSE
Rgs1,-0.6979703903198242,4.332153623212937e-9,8.36329615118552,FALSE,FALSE,FALSE
Odr4,-0.39753907918930054,0.013604623565001446,1.8663134704887374,FALSE,FALSE,FALSE
Tpr,-0.5875669717788696,7.530780014484024e-23,22.123160038614444,FALSE,FALSE,FALSE
Ivns1abp,-0.9590215682983398,4.510547282782774e-21,20.34577076023455,FALSE,FALSE,FALSE
Swt1,0.0861215740442276,0.6275509550039812,0.20235100517981522,FALSE,FALSE,FALSE
Rnf2,-0.21277636289596558,0.28260103975486534,0.5488262446142477,FALSE,FALSE,FALSE
Fam129a,0.5461373925209045,1.567273012336771e-4,3.804855344677708,FALSE,FALSE,FALSE
1700025G04Rik,1.1459848880767822,2.30244099691288e-15,14.637811490357382,TRUE,FALSE,FALSE
Tsen15,-2.3373818397521973,3.454701146797624e-36,35.46158951584705,TRUE,FALSE,FALSE
Arpc5,-0.26309797167778015,7.294714973529584e-7,6.136991672631613,FALSE,FALSE,FALSE
Smg7,-0.5895257592201233,2.8236425376586367e-5,4.549190284160096,FALSE,FALSE,FALSE
Lamc1,0.14543354511260986,0.41086116813570034,0.38630490342374746,FALSE,FALSE,FALSE
Dhx9,-0.8666207194328308,3.403190202453333e-29,28.468113777742996,FALSE,FALSE,FALSE
Rgs16,-2.7259058952331543,2.3795082784400027e-28,27.623512779928237,TRUE,FALSE,FALSE
Rnasel,0.8855393528938293,1.4160858538429515e-7,6.848910415629339,FALSE,FALSE,FALSE
Glul,0.16852371394634247,0.3165819267122492,0.4995138821242772,FALSE,FALSE,FALSE
Ier5,1.953299880027771,1.90516658536559e-108,107.7200670441658,TRUE,FALSE,FALSE
Xpr1,1.2498409748077393,5.251976790627988e-14,13.279677201798945,TRUE,FALSE,FALSE
Acbd6,-0.5555594563484192,3.1701991563585636e-8,7.498913453936598,FALSE,FALSE,FALSE
Cep350,0.4568711221218109,3.6904908943046573e-4,3.432915861887535,FALSE,FALSE,FALSE
Tor1aip1,-0.030491873621940613,0.8585687976597077,0.06622489881773254,FALSE,FALSE,FALSE
Tor1aip2,-0.21531425416469574,0.2111190532831853,0.6754725702814247,FALSE,FALSE,FALSE
Gm2000,-1.344349980354309,1.2939541410348304e-48,47.88808111520398,TRUE,FALSE,FALSE
Cop1,-0.21976087987422943,0.15309094439080226,0.8150504978544414,FALSE,FALSE,FALSE
4930523C07Rik,0.8255376219749451,6.61891820210446e-28,27.179212985975425,FALSE,FALSE,FALSE
Mrps14,-1.29336678981781,1.4375911582959934e-73,72.84236460695854,TRUE,FALSE,FALSE
Cacybp,-2.4818387031555176,4.228501672301672e-172,171.37381349331648,TRUE,FALSE,FALSE
Rabgap1l,0.9307058453559875,5.734466952507224e-13,12.241506945738982,FALSE,FALSE,FALSE
Rc3h1,0.6121104955673218,9.963205357452474e-6,5.001600918092141,FALSE,FALSE,FALSE
Prdx6,-0.46111831068992615,1.586513976985716e-10,9.799556097467741,FALSE,FALSE,FALSE
Fasl,2.818617582321167,1.0392641502331529e-70,69.98327405358977,TRUE,FALSE,FALSE
Suco,0.8960485458374023,2.7280912198534832e-12,11.56414111216194,FALSE,FALSE,FALSE
Vamp4,0.39972737431526184,0.0016252721390749081,2.789073909390878,FALSE,TRUE,FALSE
Prrc2c,-0.27792781591415405,5.03345962524418e-6,5.298133410633399,FALSE,FALSE,FALSE
Xcl1,-4.599379062652588,2.090769638474428e-14,13.679693815221865,TRUE,FALSE,FALSE
Tiprl,-0.6379167437553406,3.1228562181978076e-11,10.505448010992593,FALSE,FALSE,FALSE
Mpc2,-0.434611439704895,8.863905825727881e-8,7.052374866738387,FALSE,FALSE,FALSE
Rcsd1,-1.7233346700668335,1.9785523297272508e-47,46.703652458811526,TRUE,FALSE,FALSE
Creg1,-1.2003859281539917,8.05580305913574e-13,12.093891159556733,TRUE,FALSE,FALSE
Cd247,0.7533643245697021,3.3477852722459793e-23,22.475242405538193,FALSE,FALSE,FALSE
Tada1,-0.4456883370876312,0.004366292678338208,2.3598871563211,FALSE,FALSE,FALSE
Pogk,1.7233399152755737,1.2561423440218377e-17,16.90096114426088,TRUE,FALSE,FALSE
Uck2,-2.0107946395874023,2.712610559516564e-82,81.56661255197864,TRUE,FALSE,FALSE
Tmco1,-1.6932849884033203,1.0840343336812825e-79,78.96495696254654,TRUE,FALSE,FALSE
Aldh9a1,-1.4874252080917358,1.6181577178826454e-29,28.790979151037742,TRUE,FALSE,FALSE
Nuf2,-6.454557418823242,4.697725637599586e-108,107.32811235102285,TRUE,FALSE,FALSE
Uap1,-1.1529902219772339,1.1585250372303791e-17,16.936094576104907,TRUE,FALSE,FALSE
Uhmk1,-0.13164149224758148,0.41086116813570034,0.38630490342374746,FALSE,FALSE,FALSE
Atf6,0.20590351521968842,0.21369518235852517,0.6702052686580772,FALSE,FALSE,FALSE
Fcgr2b,4.896517276763916,4.935122822618871e-37,36.306702034377956,TRUE,FALSE,FALSE
Sdhc,-1.3218904733657837,1.4784123535423885e-41,40.83020441716504,TRUE,FALSE,FALSE
Ndufs2,-1.2889410257339478,1.1102251974423153e-57,56.95458892023423,TRUE,FALSE,FALSE
Ufc1,-0.8501217365264893,5.366210618896527e-28,27.2703322856653,FALSE,FALSE,FALSE
Nit1,-0.834661602973938,3.146811971860601e-7,6.502129206252015,FALSE,FALSE,FALSE
Pfdn2,-0.9261395335197449,6.903595484322659e-35,34.16092466400104,FALSE,FALSE,FALSE
Arhgap30,0.648942768573761,8.136873099814177e-17,16.08954245707557,FALSE,FALSE,FALSE
Usf1,0.07572001218795776,0.7385644046053066,0.13161162716975972,FALSE,FALSE,FALSE
Ly9,-0.23483353853225708,0.05347952071344455,1.271812493564859,FALSE,FALSE,FALSE
Slamf7,0.8684782981872559,1.7881378502232224e-18,17.747599003837877,FALSE,FALSE,FALSE
Cd48,-0.016331302002072334,0.8643299412593598,0.06332044234124766,FALSE,TRUE,FALSE
Slamf1,0.19483952224254608,0.3390317054521533,0.46975968569352405,FALSE,FALSE,FALSE
Cd84,1.7108781337738037,3.772391374464278e-38,37.42338325682738,TRUE,FALSE,FALSE
Slamf6,-1.7519614696502686,6.258187811078699e-52,51.20355140761821,TRUE,FALSE,FALSE
Ncstn,-0.21516822278499603,0.24294870112707387,0.6144854184567166,FALSE,FALSE,FALSE
Copa,-0.36734825372695923,1.2116361804657506e-4,3.9166277667505183,FALSE,FALSE,FALSE
Dcaf8,0.5321949124336243,1.215195584167772e-5,4.915353817301174,FALSE,FALSE,FALSE
Pea15a,1.3614145517349243,8.54214338750979e-15,14.068433142827057,TRUE,FALSE,FALSE
Tagln2,-1.652522325515747,2.01049765178939e-134,133.6966964298058,TRUE,FALSE,FALSE
Aim2,-3.0458755493164062,1.5829871257080737e-33,32.800522617201246,TRUE,FALSE,FALSE
Ifi206,1.6740913391113281,6.904644633064734e-32,31.160858668695862,TRUE,FALSE,FALSE
