,moderate,none,sev,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Ccdc157,0.010407199,0.0,0.0,-23.318592071533203,0.9989414490854748,0.4988385438919067,-23.318592071533203,0.002597455913220632,3.8609530925750732,-23.318592071533203,0.0009449169487372646,3.8609530925750732
H4c1,0.010130049,0.006697074,0.0,-23.279451370239247,0.9989414490854748,0.4730223417282105,-23.279451370239247,0.004230220820954117,3.6990232467651367,-23.279451370239247,0.0016113007528746788,3.6990232467651367
Kank1,0.010130049,0.0,0.0,-23.279451370239247,0.9989414490854748,0.4730223417282105,-23.279451370239247,0.004230220820954117,3.6990232467651367,-23.279451370239247,0.0016113007528746788,3.6990232467651367
Fam129b,0.010130049,0.0,0.0,-23.279451370239247,0.9989414490854748,0.4472061097621918,-23.279451370239247,0.007537030508135613,3.4967632293701167,-23.279451370239247,0.0030538810439011683,3.4967632293701167
Clba1,0.010016577,0.0,0.0,-23.263118743896484,0.9989414490854748,0.4988385438919067,-23.263118743896484,0.002302402999076698,3.8993947505950928,-23.263118743896484,0.0008248564315888618,3.8993947505950928
Bok,0.010016577,0.0,0.0,-23.263118743896484,0.9989414490854748,0.4988385438919067,-23.263118743896484,0.002302402999076698,3.8993947505950928,-23.263118743896484,0.0008248564315888618,3.8993947505950928
Ntn4,0.009462277,0.0,0.0,-23.18058776855469,0.9989414490854748,0.4213899075984955,-23.18058776855469,0.014444622691041619,3.2491774559021,-23.18058776855469,0.006404215327251254,3.2491774559021
Lrfn4,0.009071656,0.0,0.0,-23.119483947753906,0.9989414490854748,0.4472061097621918,-23.119483947753906,0.0058421524533976855,3.586416482925415,-23.119483947753906,0.002303309877934821,3.586416482925415
Cd163l1,0.009071656,0.0,0.0,-23.119483947753906,0.9989414490854748,0.4472061097621918,-23.119483947753906,0.0058421524533976855,3.586416482925415,-23.119483947753906,0.002303309877934821,3.586416482925415
Tlcd2,0.009071656,0.0,0.0,-23.119483947753906,0.9989414490854748,0.4213899075984955,-23.119483947753906,0.010895494198988295,3.359686374664306,-23.119483947753906,0.0046127854648390035,3.359686374664306
Srgap3,0.009071656,0.0,0.0,-23.119483947753906,0.9989414490854748,0.4213899075984955,-23.119483947753906,0.010895494198988295,3.359686374664306,-23.119483947753906,0.0046127854648390035,3.359686374664306
Flt4,0.008681034,0.0,0.0,-23.055702209472656,0.9989414490854748,0.4472061097621918,-23.055702209472656,0.005213023731550504,3.626595497131348,-23.055702209472656,0.00202485328881887,3.626595497131348
Spata9,0.008681034,0.0,0.0,-23.055702209472656,0.9989414490854748,0.4472061097621918,-23.055702209472656,0.005213023731550504,3.626595497131348,-23.055702209472656,0.00202485328881887,3.626595497131348
Slc16a10,0.008681034,0.0,0.0,-23.055702209472656,0.9989414490854748,0.4213899075984955,-23.055702209472656,0.010483263558175051,3.3733255863189697,-23.055702209472656,0.004452546304515939,3.3733255863189697
S100a13,0.008403883000000001,0.0,0.0,-23.00869178771973,0.9989414490854748,0.4213899075984955,-23.00869178771973,0.008778027125730045,3.441495180130005,-23.00869178771973,0.003625068105897722,3.441495180130005
Gpat3,0.008341708,0.0,0.0,-22.99793243408203,0.9989414490854748,0.34394127130508423,-22.99793243408203,0.03789249144326659,2.844660758972168,-22.99793243408203,0.01930477905285285,2.844660758972168
Cdc6,0.008013262,0.0,0.0,-22.93974304199219,0.9989414490854748,0.3955737054347992,-22.93974304199219,0.015353710850065625,3.2215909957885738,-22.93974304199219,0.0069294017123466035,3.2215909957885738
Nanos3,0.008013262,0.0,0.0,-22.93974304199219,0.9989414490854748,0.4213899075984955,-22.93974304199219,0.007857877303371645,3.482621908187866,-22.93974304199219,0.00317937161058315,3.482621908187866
Ankrd13b,0.008013262,0.0,0.0,-22.93974304199219,0.9989414490854748,0.4213899075984955,-22.93974304199219,0.007857877303371645,3.482621908187866,-22.93974304199219,0.00317937161058315,3.482621908187866
Igf2bp2,0.007849583,0.0,0.0,-22.90985107421875,0.9989414490854748,0.3697574734687805,-22.90985107421875,0.02096605441352356,3.0958483219146733,-22.90985107421875,0.00981817782032799,3.0958483219146733
Tjp3,0.007736112,0.0,0.0,-22.888761520385746,0.9989414490854748,0.3955737054347992,-22.888761520385746,0.012986894959160986,3.290605068206787,-22.888761520385746,0.005687039214061326,3.290605068206787
Scarb1,0.007736112,0.0,0.0,-22.888761520385746,0.9989414490854748,0.3955737054347992,-22.888761520385746,0.012986894959160986,3.290605068206787,-22.888761520385746,0.005687039214061326,3.290605068206787
Ptprb,0.007736112,0.006697074,0.0,-22.888761520385746,0.9989414490854748,0.3697574734687805,-22.888761520385746,0.0232014067624554,3.053257942199707,-22.888761520385746,0.011092643379130136,3.053257942199707
Igfbp3,0.0074589616,0.0,0.0,-22.83592796325684,0.9989414490854748,0.34394127130508423,-22.83592796325684,0.03385008861368246,2.8919405937194824,-22.83592796325684,0.0170335313400599,2.8919405937194824
Tgfa,0.00734549,0.0,0.0,-22.813730239868164,0.9989414490854748,0.3955737054347992,-22.813730239868164,0.011689102867275859,3.3327329158782963,-22.813730239868164,0.005020730558105567,3.3327329158782963
Igsf9b,0.00734549,0.0,0.0,-22.813730239868164,0.9989414490854748,0.3955737054347992,-22.813730239868164,0.011689102867275859,3.3327329158782963,-22.813730239868164,0.005020730558105567,3.3327329158782963
Krt81,0.00706834,0.0,0.0,-22.758041381835927,0.9989414490854748,0.3697574734687805,-22.758041381835927,0.01918134850192794,3.1329123973846436,-22.758041381835927,0.00887336620449298,3.1329123973846436
Nefh,0.006677718399999999,0.0,0.0,-22.675743103027344,0.9989414490854748,0.34394127130508423,-22.675743103027344,0.033432582783692814,2.897012948989868,-22.675743103027344,0.01679738922758611,2.897012948989868
Lamb1,0.006677718399999999,0.0,0.0,-22.675743103027344,0.9989414490854748,0.3697574734687805,-22.675743103027344,0.017104305153353552,3.176090240478516,-22.675743103027344,0.007878062666094945,3.176090240478516
Dclre1b,0.006677718399999999,0.0,0.0,-22.675743103027344,0.9989414490854748,0.3697574734687805,-22.675743103027344,0.017104305153353552,3.176090240478516,-22.675743103027344,0.007878062666094945,3.176090240478516
Ucp3,0.006677718399999999,0.0,0.0,-22.675743103027344,0.9989414490854748,0.3697574734687805,-22.675743103027344,0.017104305153353552,3.176090240478516,-22.675743103027344,0.007878062666094945,3.176090240478516
Sorbs2,0.006400568000000001,0.0,0.0,-22.61438751220703,0.9989414490854748,0.34394127130508423,-22.61438751220703,0.028274791537713118,2.967374086380005,-22.61438751220703,0.01395020452601546,2.967374086380005
Rnf122,0.006400568000000001,0.010045611,0.0,-22.61438751220703,0.9989414490854748,0.34394127130508423,-22.61438751220703,0.028274791537713118,2.967374086380005,-22.61438751220703,0.01395020452601546,2.967374086380005
Plekhg4,0.006400568000000001,0.0,0.0,-22.61438751220703,0.9989414490854748,0.34394127130508423,-22.61438751220703,0.028274791537713118,2.967374086380005,-22.61438751220703,0.01395020452601546,2.967374086380005
Dact3,0.006400568000000001,0.0,0.0,-22.61438751220703,0.9989414490854748,0.31812503933906555,-22.61438751220703,0.04955365715709402,2.7180500030517583,-22.61438751220703,0.02623517748135017,2.7180500030517583
Kctd1,0.006400568000000001,0.0,0.0,-22.61438751220703,0.9989414490854748,0.34394127130508423,-22.61438751220703,0.028274791537713118,2.967374086380005,-22.61438751220703,0.01395020452601546,2.967374086380005
Reg4,0.006123418,0.0,0.0,-22.55032539367676,0.9989414490854748,0.2923088371753693,-22.55032539367676,0.0694155347519178,2.5476255416870117,-22.55032539367676,0.03897252382033308,2.5476255416870117
Gata6,0.006123418,0.0,0.0,-22.55032539367676,0.9989414490854748,0.31812503933906555,-22.55032539367676,0.044232507510453566,2.7706665992736816,-22.55032539367676,0.023048642193474123,2.7706665992736816
Lzts1,0.006123418,0.0,0.0,-22.55032539367676,0.9989414490854748,0.31812503933906555,-22.55032539367676,0.044232507510453566,2.7706665992736816,-22.55032539367676,0.023048642193474123,2.7706665992736816
Gsc,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Chrna10,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Jsrp1,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.31812503933906555,-22.52325820922852,0.0491099886124903,2.7219667434692383,-22.52325820922852,0.025999405736024283,2.7219667434692383
P4ha3,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Lipt2,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Lancl3,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Tcea3,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Plekhb1,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Stap2,0.006009946600000001,0.0,0.0,-22.52325820922852,0.9989414490854748,0.34394127130508423,-22.52325820922852,0.025604117765265364,3.01163911819458,-22.52325820922852,0.012416379752057742,3.01163911819458
Spag8,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
C1qtnf7,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
Zkscan7,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
Gins2,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
Klhl35,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
Igf2bp3,0.005732796,0.0,0.0,-22.454944610595703,0.9989414490854748,0.31812503933906555,-22.454944610595703,0.04208546538339263,2.792657852172852,-22.454944610595703,0.02186615957186033,2.792657852172852
Spink2,0.005455646,0.0,0.0,-22.383256912231445,0.9989414490854748,0.2923088371753693,-22.383256912231445,0.06416666174258959,2.5875043869018555,-22.383256912231445,0.035480096047715896,2.5875043869018555
Fbxl16,0.005455646,0.0,0.0,-22.383256912231445,0.9989414490854748,0.2923088371753693,-22.383256912231445,0.06416666174258959,2.5875043869018555,-22.383256912231445,0.035480096047715896,2.5875043869018555
Usp50,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Arhgap8,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Zfp57,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Smpdl3a,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Zmat4,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Kcnk5,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Adam39,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Lypd3,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.2923088371753693,-22.35285186767578,0.07105183816348598,2.5364348888397217,-22.35285186767578,0.040064650053785886,2.5364348888397217
Hspa1l,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Cpne7,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Snx21,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Pde1b,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Znrf3,0.005342175,0.0,0.0,-22.35285186767578,0.9989414490854748,0.31812503933906555,-22.35285186767578,0.0380647590259651,2.838021993637085,-22.35285186767578,0.019534405936244104,2.838021993637085
Dsel,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Glp1r,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Ncmap,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Eif4ebp3,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Cep170b,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Vwce,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Zfp712,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Hspa2,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Cxcl13,0.0050650244,0.0,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Mapk8ip1,0.0050650244,0.010045611,0.0,-22.275793075561523,0.9989414490854748,0.2923088371753693,-22.275793075561523,0.06145912449819237,2.6070189476013184,-22.275793075561523,0.03386491352425778,2.6070189476013184
Filip1l,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Muc20,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Adcy2,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Gm10362,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Bmp8a,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Fndc10,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Aurkc,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Ccl2,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Tmem44,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Cdkn2b,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Sapcd2,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Sdc3,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Senp8,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Ltb4r2,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Actl10,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Myh3,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Crx,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Nphp1,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Plk1,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
F12,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Slc24a5,0.004674403,0.0,0.0,-22.15972328186035,0.9989414490854748,0.2923088371753693,-22.15972328186035,0.05609754776881027,2.653438806533813,-22.15972328186035,0.03045864853966962,2.653438806533813
Celsr3,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Insrr,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Gbp7,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Hus1b,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Ctxn1,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Dock3,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Gins3,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Snph,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
Krt2,0.004006631,0.0,0.0,-21.93684959411621,0.9989414490854748,0.2664926052093506,-21.93684959411621,0.08239878657826613,2.455416440963745,-21.93684959411621,0.04799113744878099,2.455416440963745
