comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval,old_names
P9_A,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.375490565889341,0.005821078431372549,0.005208333333333333,24,2.2349965491289945,2.2833012287035497,0_A
P9_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.4525707265510897,0.0062444697256983945,0.005915813424345847,15,2.20450443558945,2.2279855314389727,0_A
P9_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,1.2963926426672792,0.07242615251514029,0.07242615251514029,20,1.140104585154463,1.140104585154463,0_A
P9_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.5289587712006125,0.004373848987108656,6.042296072507553e-4,47,2.3591362156279616,3.2187979981117376,0_C
P9_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-2.6485601060853052,0.004373848987108656,6.385696040868455e-4,48,2.3591362156279616,3.1947917577219247,0_C
P9_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.516704705336045,0.004373848987108656,9.45179584120983e-4,41,2.3591362156279616,3.024485667699167,0_C
P9_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-3.39660943478338,0.004373848987108656,0.001277139208173691,58,2.3591362156279616,2.8937617620579434,0_C
P9_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-2.2136071897479983,0.004373848987108656,0.001394700139470014,31,2.3591362156279616,2.8555191556678,0_C
P9_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-3.2133835972793725,0.004373848987108656,0.0015527950310559005,48,2.3591362156279616,2.808885867359812,0_C
P9_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,1.4239524722743513,0.004373848987108656,0.0018139675501360475,30,2.3591362156279616,2.7413704862521664,0_C
P9_C,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.0335350653444264,0.004373848987108656,0.001841620626151013,36,2.3591362156279616,2.734799829588847,0_C
P9_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.5092758646117157,0.004535843394038606,0.002148557397176182,27,2.3433419484447295,2.6678530399582336,0_C
P9_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,1.4717921762906812,0.014823676271715385,0.007801934879850203,27,1.8290440779675463,2.107797678920375,0_C
P9_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,1.4440808379645307,0.01534085041262569,0.008881544975730663,25,1.8141505648150895,2.0515114806096935,0_C
P9_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.331361518590569,0.029895328486806677,0.018881260096930533,19,1.5243966702343397,1.7239690251395439,0_C
P9_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.2902417314872034,0.060557295857387256,0.04143393927084391,22,1.2178335261836024,1.3826437748295946,0_C
P9_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.3062769056768284,0.06069262289062844,0.04472088002467359,19,1.2168640936462538,1.3494896589208447,0_C
P9_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.226653138568349,0.09634486700965061,0.07606173711288207,16,1.0161714184114028,1.1188337603085505,0_C
P9_C,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.2530043795433174,0.13240637598132823,0.11150010608953957,23,0.8780911010984707,0.9527247193953747,0_C
P9_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.05874601234671,0.23167127731671278,0.20833333333333334,39,0.6351278068491996,0.6812412373755872,0_C
P9_C,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.0733378253211012,0.23167127731671278,0.21947805219478053,20,0.6351278068491996,0.6586089026987225,0_C
P9_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-0.8387615817251561,1,1,38,-0,-0,0_C
P3_A,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.4976841865557877,4.2505592841163303e-4,1e-4,17,3.3715539221791078,4,1_A
P3_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,2.13043838684771,4.2505592841163303e-4,1.0679196924391286e-4,42,3.3715539221791078,3.971461405024587,1_A
P3_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,2.175891742938989,4.2505592841163303e-4,1.0797969981643452e-4,46,3.3715539221791078,3.9666578842017577,1_A
P3_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,2.250790499987855,4.2505592841163303e-4,1.1300711944852526e-4,39,3.3715539221791078,3.9468941951023266,1_A
P3_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,2.3436626280686625,4.2505592841163303e-4,1.1583458820803892e-4,52,3.3715539221791078,3.9361617409111576,1_A
P3_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,1.9102269207784872,4.2505592841163303e-4,1.3422818791946307e-4,33,3.3715539221791078,3.8721562727482928,1_A
P3_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,1.820393496475824,6.632341391046339e-4,2.443494196701283e-4,22,3.178333127145407,3.611988688083979,1_A
P3_A,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.635082852413847,0.002445932028836251,0.0010298661174047373,48,2.6115556159471196,2.987219229908005,1_A
P3_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.5516038885548156,0.003852392538523925,0.0018248175182481751,23,2.414269466970865,2.738780558484369,1_A
P3_A,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.643889940837726,0.004064171122994652,0.00234009360374415,40,2.3910280142557077,2.6307667704631363,1_A
P3_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-1.8565020699375911,0.004064171122994652,0.002352941176470588,44,2.3910280142557077,2.6283889300503116,1_A
P3_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.9294643047427171,0.018919591735125717,0.0125,39,1.72308823945088,1.9030899869919435,1_A
P3_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.36906555029352,0.018919591735125717,0.012944983818770227,29,1.72308823945088,1.8878984880968723,1_A
P3_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.7368974001415889,0.028875379939209727,0.02127659574468085,38,1.5394722926611266,1.6720978579357175,1_A
P3_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.5090662141516675,0.04854107839182466,0.038321903993545785,22,1.3138905795818259,1.4165529214789736,1_A
P3_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.2098608058478106,0.09350393700787402,0.07874015748031496,27,1.0291701026590527,1.1038037209559568,1_A
P3_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.0824959015292464,0.24836601307189543,0.2222222222222222,30,0.6049078342007886,0.6532125137753437,1_A
P3_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.0396925649951676,0.4573221542761176,0.4332525672089535,8,0.3397777593741493,0.3632588552236722,1_A
P3_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,0.570233465073134,0.9943710981475796,0.9943710981475796,15,0.002451507151442594,0.002451507151442594,1_A
P3_C,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.4866995988544491,3.3113159866850244e-4,9.999000099990002e-5,17,3.479999374148048,4.000043427276863,1_C
P3_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,1.9695072704936925,3.3113159866850244e-4,1.0263779123473263e-4,39,3.479999374148048,3.988692702549817,1_C
P3_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,1.9437016640109794,3.3113159866850244e-4,1.0357327809425168e-4,42,3.479999374148048,3.9847522781154137,1_C
P3_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,2.154943882835763,3.3113159866850244e-4,1.06928999144568e-4,38,3.479999374148048,3.9709044981537835,1_C
P3_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,2.2278080265052767,3.3113159866850244e-4,1.0849517196484756e-4,51,3.479999374148048,3.9645895874899035,1_C
P3_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,1.842878968589471,3.3113159866850244e-4,1.1270145384875464e-4,24,3.479999374148048,3.948070481518941,1_C
P3_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,1.8493088769450972,3.3113159866850244e-4,1.219958521410272e-4,30,3.479999374148048,3.91365493508662,1_C
P3_C,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.3712211339717326,0.005163043478260869,0.002173913043478261,47,2.2870942177206888,2.6627578316815743,1_C
P3_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.672173755574253,0.00909090909090909,0.004761904761904762,38,2.041392685158225,2.322219294733919,1_C
P3_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.5080175136272649,0.00909090909090909,0.004784688995215311,39,2.041392685158225,2.3201462861110542,1_C
P3_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-1.7186047580224029,0.01270053475935829,0.007352941176470588,41,1.8961779925756135,2.1335389083702174,1_C
P3_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.7774921725052801,0.017790262172284643,0.011235955056179775,30,1.7498176517397086,1.9493900066449128,1_C
P3_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.6816857848186428,0.020021074815595362,0.0136986301369863,39,1.6985126114744638,1.863322860120456,1_C
P3_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.6128693456299357,0.023399014778325122,0.017241379310344827,31,1.6308024282883464,1.7634279935629373,1_C
P3_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.5281853033299884,0.03415414922432898,0.026963802019207093,21,1.466556528416752,1.5692188703138998,1_C
P3_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.9612926613853061,0.06985294117647059,0.058823529411764705,42,1.1558153030813698,1.2304489213782739,1_C
P3_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.8325545382644481,0.10160427807486631,0.09090909090909091,41,0.9930880055836699,1.041392685158225,1_C
P3_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.0931248707640677,0.38246576324657633,0.36233598623359864,8,0.41740743501642513,0.44088853086594804,1_C
P3_C,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,0.9493326323302923,0.5839354016149596,0.5839354016149596,22,0.23363519445248968,0.23363519445248968,1_C
P4_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.60172525522487,3.913088250437648e-4,1.3636983499249966e-4,30,3.4074803575054253,3.8652816849956104,10_A
P4_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,2.05907305006239,3.913088250437648e-4,1.4324595330181923e-4,31,3.4074803575054253,3.8439176380063924,10_A
P4_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,2.0215035191210684,3.913088250437648e-4,1.448016217781639e-4,33,3.4074803575054253,3.8392265740134355,10_A
P4_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.8136323510147112,3.913088250437648e-4,1.448855404230658e-4,28,3.4074803575054253,3.838974954955468,10_A
P4_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.9491673185485883,3.913088250437648e-4,1.4496955639315743e-4,34,3.4074803575054253,3.838723190031372,10_A
P4_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.9999435194632234,3.913088250437648e-4,1.4688601645123384e-4,35,3.4074803575054253,3.8330195470765314,10_A
P4_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.8350932363012151,3.913088250437648e-4,1.4718869590815426e-4,33,3.4074803575054253,3.8321255425340093,10_A
P4_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.651978601008264,3.913088250437648e-4,2.714440825190011e-4,65,3.4074803575054253,3.566319621524811,10_A
P4_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-2.4514794094574293,3.913088250437648e-4,2.754062241806665e-4,55,3.4074803575054253,3.560026248912892,10_A
P4_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.7869710516897945,3.913088250437648e-4,2.7793218454697053e-4,55,3.4074803575054253,3.5560611590095323,10_A
P4_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-2.747011500959634,3.913088250437648e-4,2.7793218454697053e-4,45,3.4074803575054253,3.5560611590095323,10_A
P4_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.908057352021578,3.913088250437648e-4,2.8074115665356543e-4,61,3.4074803575054253,3.551693915127225,10_A
P4_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-3.0928778533976744,3.913088250437648e-4,2.830455703368242e-4,54,3.4074803575054253,3.5481436374348454,10_A
P4_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.9456327112502447,3.913088250437648e-4,3.0553009471432935e-4,46,3.4074803575054253,3.5149460053080044,10_A
P4_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.6744532391445413,3.913088250437648e-4,3.0892801977139327e-4,43,3.4074803575054253,3.5101426994025733,10_A
P4_A,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.7421528032867832,5.188705008465782e-4,4.5078888054094667e-4,39,3.2849410193874076,3.3460268050910313,10_A
P4_A,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.6833617402290981,5.188705008465782e-4,4.6425255338904364e-4,17,3.2849410193874076,3.3332456989619628,10_A
P4_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.5048160913528839,5.859314768557068e-4,5.550929780738274e-4,27,3.2321531706090645,3.2556342664585873,10_A
P4_A,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-1.0250235241769607,0.3839625402399766,0.3839625402399766,13,0.4157111437591213,0.4157111437591213,10_A
P4_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.6160508651094374,0.0013009243409791166,1.0625863351397301e-4,26,2.8857479603567397,3.9736357734174073,10_C
P4_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.685995997648236,0.0013009243409791166,3.894080996884735e-4,64,2.8857479603567397,3.4095950193968156,10_C
P4_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-2.4125597966937757,0.0013009243409791166,4.0112314480545525e-4,50,2.8857479603567397,3.3967222785037734,10_C
P4_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.322545935277241,0.0013009243409791166,4.5413260672116256e-4,39,2.8857479603567397,3.342817314635733,10_C
P4_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.377933545142214,0.0013009243409791166,4.887585532746823e-4,37,2.8857479603567397,3.3109056293761414,10_C
P4_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-2.604210376946388,0.0013009243409791166,5.117707267144319e-4,36,2.8857479603567397,3.2909245593827543,10_C
P4_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-2.6723592947544996,0.0013009243409791166,5.213764337851929e-4,34,2.8857479603567397,3.282848602834645,10_C
P4_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.5266837744316555,0.0013009243409791166,6.269592476489029e-4,36,2.8857479603567397,3.2027606873931997,10_C
P4_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.6621334925630635,0.0013009243409791166,6.711409395973154e-4,39,2.8857479603567397,3.173186268412274,10_C
P4_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.5506228573822256,0.0013009243409791166,6.846970215679561e-4,29,2.8857479603567397,3.1645015613095686,10_C
P4_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.5436412290650268,0.0017508114140617802,0.0010136276607726096,29,2.7567606307544406,2.9941215465490445,10_C
P4_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.551023315168269,0.0022013671648708146,0.0013903371567605145,33,2.6573075156571595,2.8568798705623637,10_C
P4_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,1.4396898935914442,0.0056913491492930745,0.003894080996884735,28,2.2447847707508233,2.4095950193968156,10_C
P4_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.3947222929389713,0.01012454865032529,0.007460193742344951,28,1.994624328413768,2.127249893688359,10_C
P4_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.3214575647684337,0.016314264248148545,0.012879682301169905,21,1.7874325075441595,1.890094849441307,10_C
P4_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.3773164969740248,0.024169493508012632,0.020353257690958006,31,1.6167324505017422,1.6913660687986463,10_C
P4_C,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.1071425137493305,0.08278867102396514,0.07407407407407407,13,1.0820290889204511,1.130333768495006,10_C
P4_C,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-1.1975145902301745,0.12186379928315412,0.11544991511035653,17,0.9141252862313425,0.9376063820808653,10_C
P4_C,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.1206265595849112,0.26718023966740034,0.26718023966740034,23,0.5731956649118766,0.5731956649118766,10_C
P10_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.3035647800362975,3.322840153899965e-4,1.856665428889714e-4,51,3.478490550069141,3.731266349075492,2_A
P10_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.0334771184547944,3.322840153899965e-4,1.8747656542932134e-4,50,3.478490550069141,3.727053011353857,2_A
P10_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.9845199850222968,3.322840153899965e-4,1.8828845791752966e-4,59,3.478490550069141,3.725176301419137,2_A
P10_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-2.3837439885534524,3.322840153899965e-4,1.8971732119142478e-4,48,3.478490550069141,3.7218930162149575,2_A
P10_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-2.332714415866132,3.322840153899965e-4,1.905850962454736e-4,43,3.478490550069141,3.719911064198339,2_A
P10_A,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.7219439722885794,3.322840153899965e-4,1.9105846388995032e-4,58,3.478490550069141,3.7188337183038622,2_A
P10_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.6448492187351353,3.322840153899965e-4,1.9227071716977504e-4,37,3.478490550069141,3.716086853774832,2_A
P10_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.9944439871937503,3.322840153899965e-4,1.9440124416796267e-4,41,3.478490550069141,3.7113009599161657,2_A
P10_A,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.652141921053146,3.322840153899965e-4,1.9451468585878233e-4,29,3.478490550069141,3.711047603867034,2_A
P10_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,2.507611782267038,3.322840153899965e-4,2.0627062706270627e-4,35,3.478490550069141,3.68556261115823,2_A
P10_A,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,3.0283862184316037,3.322840153899965e-4,2.0729684908789387e-4,55,3.478490550069141,3.683407299132095,2_A
P10_A,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,2.1953955710177038,3.322840153899965e-4,2.098635886673662e-4,34,3.478490550069141,3.6780629049743454,2_A
P10_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.5587503762490726,0.002114669125830763,0.0014468788755684168,12,2.6747575753656117,2.839567824011604,2_A
P10_A,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,1.6371262926898698,0.0022713687985654514,0.0016736401673640166,24,2.6437123443455843,2.7763379096201755,2_A
P10_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-1.5266032115658743,0.003153929643107961,0.0024899444550852325,31,2.501147999006731,2.6038103409038786,2_A
P10_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.5593570047508571,0.02194603585289226,0.018480872297172428,50,1.6586439156356776,1.7332775339325817,2_A
P10_A,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.3105600457535174,0.038690440115877384,0.03461776220894292,16,1.4123963300148676,1.4607010095894226,2_A
P10_A,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-1.3522145458653794,0.039593382415164594,0.03750952018278751,31,1.4023773954063259,1.4258584912558487,2_A
P10_A,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.0891596668216241,0.2657769304099142,0.2657769304099142,26,0.5754827187675862,0.5754827187675862,2_A
P10_C,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-1.7372201405396994,0.008233127505145705,5.672149744753262e-4,36,2.0844351586863294,3.246252312299322,2_C
P10_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,1.5373261337679904,0.008233127505145705,8.666450005416531e-4,19,2.0844351586863294,3.0621587639751775,2_C
P10_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.4784620758671163,0.021030623539540032,0.004334633723450368,11,1.677147850672359,2.3630475945210936,2_C
P10_C,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.6305568830954202,0.021030623539540032,0.004427499692534744,28,1.677147850672359,2.3538414602972257,2_C
P10_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.2735397711061685,0.282345205479452,0.0743013698630137,14,0.5492195826446389,1.129003179261449,2_C
P10_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.2361173654751927,0.3986616763071339,0.12589316093909492,19,0.39939551143643226,0.8999978620056176,2_C
P10_C,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.08309552165018,0.650010762717945,0.2394776494224008,14,0.18707945235665743,0.6207350132952295,2_C
P10_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,0.9944876616612004,0.99987262769074,0.5100837728824077,4,5.532061429087029e-5,0.29235849230830285,2_C
P10_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,0.9204413831906879,0.99987262769074,0.6261671469740634,9,5.532061429087029e-5,0.20330972219046606,2_C
P10_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,0.9045674853204765,0.99987262769074,0.6453137926958988,23,5.532061429087029e-5,0.19022905234568147,2_C
P10_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,0.8494521225177744,0.99987262769074,0.6822757111597374,6,5.532061429087029e-5,0.16604008921702734,2_C
P10_C,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,0.7953704840499037,0.99987262769074,0.7829959514170041,12,5.532061429087029e-5,0.10624048351268285,2_C
P10_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,0.7993719508640298,0.99987262769074,0.7884541863132407,11,5.532061429087029e-5,0.10322353658922913,2_C
P10_C,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,0.7627187144823905,0.99987262769074,0.8826887232059646,19,5.532061429087029e-5,0.054192421708466124,2_C
P10_C,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-0.726947021786248,0.99987262769074,0.8893304799755426,29,5.532061429087029e-5,0.050936822877922464,2_C
P10_C,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,0.7726325824347864,0.99987262769074,0.9262850589093943,3,5.532061429087029e-5,0.033255341114914024,2_C
P10_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,0.6784162038774859,0.99987262769074,0.9757487706750112,11,5.532061429087029e-5,0.010661987204690044,2_C
P10_C,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,0.5446258057340274,0.99987262769074,0.9974931060416145,23,5.532061429087029e-5,0.0010900971634512644,2_C
