,P0,P1,P2,P3,P4,P5,P6,P7
Phf13,0.032646823674440384,0.011216191574931145,0.05974942445755005,0.04909306392073631,0.09778104722499847,0.05831963196396828,0.06745801866054535,0.08925812691450119
Uhrf1,0.012543692253530025,0.028188589960336685,0.4873138666152954,0.08246505260467529,0.49329638481140137,0.5397806167602539,0.052452269941568375,0.17494717240333557
Tfrc,0.07065782696008682,0.0323001928627491,0.1287635713815689,0.019163306802511215,0.07504209131002426,0.05989743769168854,0.024164218455553055,0.017696676775813103
Ptprj,0.010639248415827751,0.0,0.0593130998313427,0.03490015119314194,0.06016584485769272,0.09185318648815155,0.03220118582248688,0.014026837423443794
Ssrp1,0.5040549039840698,0.4751603901386261,1.0037842988967896,0.44251248240470886,1.0392498970031738,1.1871733665466309,0.4292739927768707,0.613897979259491
Ssbp2,0.45009472966194153,0.42708903551101685,0.13942177593708038,0.11731613427400589,0.04138665273785591,0.052291736006736755,0.06843775510787964,0.02347586490213871
Msl3,0.10486739128828049,0.10193149000406265,0.23581185936927795,0.16920322179794312,0.2600811719894409,0.32034018635749817,0.18319687247276306,0.2026101052761078
Il1rl1,0.0007069844286888838,0.0,0.019085925072431564,0.06362549960613251,0.03893794119358063,0.004642085637897253,0.014673915691673756,0.01266983337700367
Rarg,0.10272186249494553,0.06965238600969315,0.02294059470295906,0.026573926210403442,0.019901080057024956,0.02969551645219326,0.016109446063637733,0.04557429999113083
Hmmr,0.011285164393484592,0.012871054001152515,0.4923348128795624,0.018098032101988792,0.11794581264257431,0.7832063436508179,0.007218882907181978,0.5783964991569519
Nfya,0.0507434606552124,0.025866225361824036,0.08744384348392487,0.027236653491854668,0.07850245386362076,0.16079625487327576,0.03561236709356308,0.04011766240000725
Cd48,0.7001231908798218,0.536769688129425,1.4707541465759277,1.2792390584945679,1.8207638263702393,1.9278892278671265,1.686056137084961,2.1372170448303223
Cenpk,0.015484723262488842,0.008672657422721386,0.2523040175437927,0.017271801829338074,0.30216267704963684,0.31843218207359314,0.017839340493083,0.12519866228103638
Hells,0.041827160865068436,0.023578738793730736,0.5499720573425293,0.08473807573318481,0.7962035536766052,0.4384792447090149,0.04236506298184395,0.08339390903711319
Ggt1,0.12618298828601837,0.09310516715049744,0.27062681317329407,0.097813680768013,0.2291892021894455,0.16062557697296143,0.11241978406906128,0.09131571650505066
Hnrnpd,0.5325678586959839,0.6762024760246277,1.039064884185791,0.7090045213699341,1.0263272523880005,1.1625678539276123,0.5635833144187927,0.6846005916595459
Trim28,0.24858413636684418,0.30427488684654236,0.48691481351852417,0.2537119686603546,0.37314319610595703,0.5546714067459106,0.19574248790740967,0.33730238676071167
Zdhhc21,0.049275532364845276,0.062286268919706345,0.13292533159255981,0.12246570736169815,0.2039019912481308,0.16723650693893433,0.11516256630420685,0.14330202341079712
Tnfaip3,0.12105841189622879,0.23002523183822632,0.3101933002471924,0.7062378525733948,0.332109272480011,0.5382723212242126,0.5565621256828308,0.3465202748775482
Zfp382,0.006569628603756428,0.0031616201158612967,0.014163992367684841,0.0,0.031781889498233795,0.045329708606004715,0.01693822629749775,0.031918544322252274
Chaf1b,0.04117203131318092,0.04410263150930405,0.35537171363830566,0.07974391430616379,0.47054725885391235,0.33475884795188904,0.15103569626808167,0.14794029295444489
Il6ra,0.37823495268821716,0.3997252881526947,0.11613021790981293,0.01379042211920023,0.018068665638566017,0.008190109394490719,0.020126983523368835,0.0
Il2rb,0.23713970184326172,0.29844242334365845,0.9623865485191345,0.7006224989891052,0.797416090965271,0.8124171495437622,0.8077630996704102,0.711073637008667
Ly6a,0.8279207348823547,1.1000484228134155,1.6403735876083374,1.6051170825958252,1.704215168952942,1.577964425086975,1.4310081005096436,1.8652857542037964
Slamf7,0.018100865185260773,0.02556888945400715,0.29331839084625244,0.3782549798488617,0.5117719173431396,0.5734822750091553,0.5781341791152954,0.5368481278419495
Maz,0.2562757432460785,0.16161112487316132,0.5483102798461914,0.32844674587249756,0.39227718114852905,0.6481711864471436,0.2022353559732437,0.3511769473552704
Spn,0.46529296040534973,0.49358272552490234,0.9511021375656128,0.8476518392562866,1.06425940990448,1.1834754943847656,1.143414855003357,1.2159439325332642
Cd38,0.005092332139611244,0.004992292728275061,0.035673245787620544,0.09228585660457611,0.05928349867463112,0.06542908400297165,0.10021539032459259,0.06591714173555374
Ccr7,0.9860306978225708,1.1468263864517212,0.25601688027381897,0.3640589118003845,0.034700389951467514,0.019676528871059418,0.04284019395709038,0.031420111656188965
Aff3,0.10403881222009659,0.03126075863838196,0.06787918508052826,0.12785565853118896,0.018118666484951973,0.008492047898471355,0.003781369421631098,0.0
Psip1,0.5260142683982849,0.5064837336540222,0.7419345378875732,0.45787012577056885,0.8300323486328125,0.9256213903427124,0.4605589807033539,0.5698226094245911
Zfp467,0.0297414418309927,0.005858611315488815,0.00406419625505805,0.004327988252043724,0.0,0.0,0.010131461545825005,0.0
Brca1,0.010060835629701614,0.00435225572437048,0.10516685247421265,0.0,0.13267725706100464,0.11694268137216568,0.0037034142296761274,0.025883842259645462
Krba1,0.031444720923900604,0.024638166651129723,0.007830265909433365,0.0,0.015851473435759544,0.015247502364218235,0.0038805606309324503,0.0
Parp1,0.17977267503738403,0.14274558424949646,0.42919355630874634,0.24554233253002167,0.38437584042549133,0.36637628078460693,0.18908627331256866,0.13820037245750427
Smarcc2,0.09616836905479431,0.06495293974876404,0.16073335707187653,0.10840866714715958,0.18520033359527588,0.2926039397716522,0.10378557443618774,0.060351625084877014
Parp2,0.12787024676799774,0.10906097292900085,0.28971239924430847,0.12088950723409653,0.21603189408779144,0.29095780849456787,0.09494666755199432,0.24322302639484406
Sp2,0.08807047456502914,0.06437043100595474,0.12884970009326935,0.10651609301567078,0.1278446912765503,0.22353926301002502,0.12271219491958618,0.06306687742471695
Zbtb20,0.31837376952171326,0.23104093968868256,0.06172715872526169,0.05273997783660889,0.016644997522234917,0.04885578528046608,0.07332643866539001,0.028337806463241577
Mcm8,0.0018238469492644072,0.0044996170327067375,0.06803074479103088,0.0,0.04150214418768883,0.05382911115884781,0.003861567936837673,0.012104043737053871
Igsf8,0.02490195818245411,0.013870113529264927,0.09035799652338028,0.0294850692152977,0.07917998731136322,0.10849966108798981,0.014583627693355083,0.011155099608004093
Cd274,0.0521872341632843,0.13351665437221527,0.02618013322353363,0.04706690087914467,0.04043004661798477,0.04253135994076729,0.054279159754514694,0.03181278705596924
Ybx1,1.5551797151565552,1.3201756477355957,2.3903400897979736,1.953842043876648,2.4073212146759033,2.38576602935791,1.875240445137024,2.2165205478668213
Ighd,0.04491058737039566,0.015923112630844116,0.033371247351169586,0.00869144219905138,0.0,0.0028485499788075686,0.0,0.0
Thra,0.11360173672437668,0.07541660219430923,0.004047257825732231,0.021061817184090614,0.013418387621641159,0.005402699578553438,0.007102807518094778,0.007215666584670544
Nfix,0.03543607145547867,0.02991749532520771,0.060640331357717514,0.0167945958673954,0.004356361459940672,0.004433796275407076,0.003867984050884843,0.0
Plaur,0.03730546683073044,0.027331393212080002,0.009085817262530327,0.027005882933735847,0.0,0.0,0.02203403413295746,0.007640476804226637
Gtf2e2,0.07510186731815338,0.07677678018808365,0.2529250383377075,0.13409371674060822,0.1963307112455368,0.2013474851846695,0.1408780962228775,0.20443466305732727
Kdm5b,0.16541516780853271,0.11612818390130997,0.07311756908893585,0.199556365609169,0.006294227205216885,0.005195049103349447,0.12179092317819595,0.026465823873877525
Alcam,0.001556376926600933,0.0,0.16090084612369537,0.13765780627727509,0.12215804308652878,0.16005663573741913,0.05688774958252907,0.11148177087306976
Bop1,0.12731774151325226,0.07996407896280289,0.2835262417793274,0.18514572083950043,0.24264748394489288,0.19166256487369537,0.13103042542934418,0.1253243386745453
Jazf1,0.0005564492894336581,0.0,0.00907269399613142,0.0,0.0051326872780919075,0.024342171847820282,0.010995273478329182,0.0
Il10ra,0.027014149352908134,0.04222901538014412,0.031753912568092346,0.04311877861618996,0.08657156676054001,0.058162808418273926,0.14933085441589355,0.09139841794967651
Xrcc3,0.0,0.0,0.02091973088681698,0.0,0.04146765545010567,0.03574197739362717,0.0,0.005882040597498417
E2f8,0.0045853061601519585,0.0,0.2536700367927551,0.018223486840724945,0.19058972597122192,0.31811782717704773,0.005081183277070522,0.005894497502595186
Zeb2,0.01195746660232544,0.014534364454448223,0.10375702381134033,0.11261214315891266,0.3579309582710266,0.48613014817237854,0.6320802569389343,0.5444432497024536
Hdac6,0.013066419400274754,0.005685916170477867,0.052154649049043655,0.0,0.023942070081830025,0.04604865983128548,0.0,0.056503407657146454
Mybl2,0.013016864657402039,0.0035708427894860506,0.27122730016708374,0.026935316622257233,0.26488637924194336,0.2783582806587219,0.006261634640395641,0.017694028094410896
Art4,0.049774378538131714,0.021821053698658943,0.01209330465644598,0.0,0.0,0.0,0.0,0.0
Polr2k,0.43377506732940674,0.4793194830417633,0.8676117062568665,0.6341221928596497,1.0259250402450562,0.9446642994880676,0.7853003740310669,0.8614640235900879
Pcbd2,0.23815597593784332,0.169929638504982,0.490085244178772,0.33900389075279236,0.5844704508781433,0.7087967395782471,0.43837738037109375,0.6092279553413391
Sema7a,0.004789202939718962,0.0,0.02606305107474327,0.038706861436367035,0.01924426667392254,0.0320744551718235,0.011284035630524158,0.02886430360376835
Cd9,0.15880191326141357,0.07212688028812408,0.23246562480926514,0.6487449407577515,0.262651264667511,0.16110892593860626,0.31741467118263245,0.2933438718318939
Mllt1,0.03863358125090599,0.03205312043428421,0.06842878460884094,0.03945610672235489,0.0953189805150032,0.05852324515581131,0.04276048764586449,0.06051512807607651
Cx3cr1,0.0063483091071248055,0.013385938480496407,0.08521467447280884,0.0537366047501564,0.41210174560546875,0.526919960975647,0.5040021538734436,0.7435469031333923
Slamf1,0.04552086815237999,0.02717309072613716,0.12024731189012527,0.09177368879318237,0.10218502581119537,0.13042551279067993,0.032043613493442535,0.1433688998222351
Cbx1,0.3986005485057831,0.2634630799293518,0.8070194721221924,0.3892948031425476,0.7816254496574402,0.88866126537323,0.34205424785614014,0.7256194949150085
Ing2,0.14548435807228088,0.14746935665607452,0.29516711831092834,0.21273095905780792,0.30230751633644104,0.3981681764125824,0.24928563833236694,0.20948418974876404
Zfp354c,0.019489148631691933,0.009578145109117031,0.0,0.0,0.003034560475498438,0.00436300877481699,0.007726042997092009,0.0
Itgae,0.22199761867523193,0.04557962343096733,0.050035297870635986,0.0,0.00864628329873085,0.008482193574309349,0.024167489260435104,0.033997006714344025
Nrp1,0.005751732271164656,0.0,0.03485189005732536,0.13237963616847992,0.09503936767578125,0.05880632996559143,0.08687987923622131,0.07261382788419724
Fcgr2b,0.0,0.0,0.017314445227384567,0.025353437289595604,0.030646655708551407,0.025177501142024994,0.06171782687306404,0.05966167896986008
Tnfsf9,0.002356809563934803,0.0,0.07122904062271118,0.031935855746269226,0.08412940055131912,0.059386949986219406,0.047337111085653305,0.044663917273283005
Phf19,0.0,0.0,0.056379396468400955,0.0,0.05650390684604645,0.05361931398510933,0.006670939736068249,0.0052775186486542225
Suv39h2,0.01036741491407156,0.014747853390872478,0.08425886929035187,0.03608740493655205,0.06843598932027817,0.11303325742483139,0.017873048782348633,0.041355833411216736
Cd68,0.007663464639335871,0.005501170642673969,0.09763196855783463,0.1724654883146286,0.13387227058410645,0.10629729926586151,0.15667274594306946,0.08529351651668549
Taf12,0.2195982038974762,0.19012007117271423,0.468066930770874,0.36937111616134644,0.5332404971122742,0.5956224799156189,0.415298730134964,0.553333044052124
Rora,0.07149503380060196,0.035907112061977386,0.33469411730766296,0.5135270953178406,0.4406071603298187,0.4463891088962555,0.5559508204460144,0.6220299005508423
Polr3k,0.2021702080965042,0.10642284899950027,0.5497215390205383,0.3204878866672516,0.4660970866680145,0.4881466031074524,0.3074864447116852,0.38814133405685425
Hsf2,0.030066952109336853,0.023847954347729683,0.026410384103655815,0.019030826166272163,0.0628899559378624,0.040657151490449905,0.013383300043642521,0.006217715330421925
Tnfrsf9,0.03469286859035492,0.026522332802414894,0.23456703126430511,0.1595153659582138,0.20955072343349457,0.17280910909175873,0.07875894010066986,0.08597447723150253
Eng,0.04839564114809036,0.02321324124932289,0.031130315735936165,0.0,0.0,0.0,0.007380486931651831,0.0
S1pr1,0.9616434574127197,0.7624411582946777,0.5746397376060486,0.42227789759635925,0.5289443731307983,0.551953136920929,0.5834577083587646,0.612558901309967
Zfp358,0.05180374160408974,0.037153150886297226,0.030015859752893448,0.006487651728093624,0.020737240090966225,0.01945589855313301,0.024067148566246033,0.0
Cnot6l,0.41418057680130005,0.2658950686454773,0.5591421127319336,0.7958508133888245,0.5316745042800903,0.5603474974632263,0.5639809370040894,0.5645175576210022
Rel,0.10434515029191971,0.13138262927532196,0.28141477704048157,0.33491775393486023,0.19852620363235474,0.235611230134964,0.24010635912418365,0.1415727287530899
Trgv2,0.06603796035051346,0.0,0.00895782746374607,0.0,0.01361179817467928,0.009477963671088219,0.030863000079989433,0.03490237146615982
Klrd1,0.7615154981613159,0.9018716216087341,0.624134361743927,1.273645281791687,1.2128565311431885,1.148911476135254,1.8080908060073853,1.4566189050674438
E2f2,0.03275801241397858,0.050083424896001816,0.37809690833091736,0.1306067854166031,0.2996212840080261,0.49129214882850647,0.13763491809368134,0.20815052092075348
Zfp1,0.07239115983247757,0.05522831529378891,0.028506800532341003,0.029423248022794724,0.031107066199183464,0.015539441257715225,0.023534493520855904,0.027594158425927162
Hcls1,0.5076534152030945,0.4337579607963562,0.7987751960754395,0.9731080532073975,1.1210949420928955,1.0304909944534302,1.1686053276062012,1.1775126457214355
Hic1,0.008052760735154152,0.0,0.03215019404888153,0.04802541062235832,0.03956324979662895,0.02194957807660103,0.01704905740916729,0.021265115588903427
Hopx,0.016147680580615997,0.06776007264852524,0.2764071226119995,0.2939758002758026,0.313808798789978,0.28743910789489746,0.3255946636199951,0.19294653832912445
Ruvbl2,0.1337607055902481,0.13760286569595337,0.2983972132205963,0.16490939259529114,0.2400074601173401,0.18651825189590454,0.13431528210639954,0.12923118472099304
Crebl2,0.0750703364610672,0.05077627673745155,0.004314009100198746,0.026681503280997276,0.0,0.00846931803971529,0.013190190307796001,0.028693787753582
Eed,0.1784403920173645,0.23104530572891235,0.40676188468933105,0.19540409743785858,0.44153663516044617,0.3919734060764313,0.20917102694511414,0.3601152300834656
Crtam,0.06720942258834839,0.05729738995432854,0.19420872628688812,0.5681276917457581,0.13315795361995697,0.1101643443107605,0.27923858165740967,0.21209140121936798
Habp4,0.04199075326323509,0.034049469977617264,0.03587367385625839,0.06318248808383942,0.058732062578201294,0.10939005017280579,0.05850885808467865,0.06047537177801132
Ube2i,0.8139512538909912,0.7647573351860046,1.2129660844802856,1.0364325046539307,1.284734845161438,1.467604160308838,1.140061378479004,1.3101783990859985
Zfp296,0.005050302483141422,0.012199959717690945,0.05998603254556656,0.10712325572967529,0.026674196124076843,0.011097460985183716,0.022892003878951073,0.014066878706216812
Sox4,0.21564964950084686,0.05679772049188614,0.08346462994813919,0.02246825210750103,0.014030860736966133,0.012885886244475842,0.01576760970056057,0.024729033932089806
Tcf3,0.22002345323562622,0.19669535756111145,0.4601116478443146,0.30483582615852356,0.4332788586616516,0.5377846360206604,0.35999447107315063,0.4115048348903656
Tdg,0.10873977094888687,0.10030868649482727,0.2723560035228729,0.20623299479484558,0.2837549149990082,0.27685976028442383,0.12551464140415192,0.21357235312461853
Klrc2,0.009726178832352161,0.014297397807240486,0.16787223517894745,0.3223797380924225,0.26351606845855713,0.3148832321166992,0.46023499965667725,0.3567841351032257
Taf15,0.22366613149642944,0.18358485400676727,0.37772372364997864,0.23900827765464783,0.3886070251464844,0.5206735730171204,0.3586995303630829,0.3527972400188446
Cd44,0.02057933434844017,0.036881014704704285,0.2056683748960495,0.4041672646999359,0.2898789942264557,0.32614758610725403,0.3529859781265259,0.24183091521263123
Ctnnbip1,0.014556923881173134,0.01429916825145483,0.11816930025815964,0.10679831355810165,0.16548755764961243,0.19824053347110748,0.12243793159723282,0.06375282257795334
Cbfb,0.3183872699737549,0.26109397411346436,0.6371986865997314,0.3693479001522064,0.5687242746353149,0.8540477156639099,0.30516517162323,0.485858291387558
Nab1,0.20593249797821045,0.12249808758497238,0.49382197856903076,0.5471090078353882,0.6131088733673096,0.6533915996551514,0.44546306133270264,0.4822589159011841
Ezh1,0.08574377745389938,0.11608317494392395,0.05582224577665329,0.1272318959236145,0.05522332713007927,0.07631376385688782,0.1671009063720703,0.04235943406820297
Mtf1,0.07036656141281128,0.04436483234167099,0.17981722950935364,0.08704493194818497,0.13022808730602264,0.11888322234153748,0.12289509177207947,0.13948985934257507
Sub1,1.5206518173217773,1.5115517377853394,2.4454407691955566,2.440176010131836,2.6991496086120605,2.696038246154785,2.6356704235076904,2.5902342796325684
Rpa3,0.19025954604148865,0.15033525228500366,0.6563621163368225,0.2438686043024063,0.7129745483398438,0.7855184078216553,0.21503543853759766,0.43292680382728577
Mcm3,0.13165493309497833,0.10453861206769943,0.6609174013137817,0.07661888748407364,1.0759732723236084,0.7477753162384033,0.16587677597999573,0.33976849913597107
