,NAV-P0,WT-P1,KO-P1,WT-P2,KO-P2,WT-P3,KO-P3,WT-P4,KO-P4,WT-P5,KO-P5,WT-P6,KO-P6,WT-P7,KO-P7
Hnrnpab,0.7202884554862976,0.5599026083946228,0.6596494317054749,1.731079339981079,1.419333577156067,0.5890362858772278,0.5656828880310059,1.5489327907562256,1.4420101642608643,1.6470718383789062,1.542238712310791,0.6576926708221436,0.7188642024993896,1.1290600299835205,1.1313085556030273
Ttf2,0.030217787250876427,0.04250772297382355,0.036685142666101456,0.199229896068573,0.0841754749417305,0.11142724752426147,0.04043126851320267,0.08087832480669022,0.08042729645967484,0.19419808685779572,0.21771222352981567,0.04289614409208298,0.048174940049648285,0.11503423750400543,0.08327420055866241
Asxl1,0.0899197980761528,0.09394878894090652,0.06187638267874718,0.27630913257598877,0.15884192287921906,0.16062991321086884,0.14659377932548523,0.13767901062965393,0.19301719963550568,0.20382647216320038,0.2808263301849365,0.19782818853855133,0.12737159430980682,0.18264877796173096,0.11103639751672745
Cd55,0.11507926881313324,0.15434914827346802,0.1903521716594696,0.05925338342785835,0.11228787899017334,0.10812036693096161,0.03922988846898079,0.05733814090490341,0.030528154224157333,0.03712077811360359,0.03255347162485123,0.05661211535334587,0.08784984052181244,0.06208964064717293,0.05719457194209099
Paxip1,0.04391905292868614,0.04501698538661003,0.04835473373532295,0.32266470789909363,0.2503092586994171,0.03735803812742233,0.0943322703242302,0.19314752519130707,0.2455785870552063,0.266457200050354,0.15725615620613098,0.05733155459165573,0.07144881039857864,0.08286953717470169,0.028876718133687973
Pou2f1,0.08965174853801727,0.10739224404096603,0.06302972882986069,0.0819784551858902,0.11571237444877625,0.05472514033317566,0.032151296734809875,0.05485464632511139,0.040672417730093,0.1512812227010727,0.1174112930893898,0.03774990141391754,0.05207110568881035,0.041312076151371,0.13849426805973053
Prdm1,0.0018381666159257293,0.0,0.0,0.15461528301239014,0.043878864496946335,0.0,0.009063143283128738,0.10945490747690201,0.11044548451900482,0.09212657064199448,0.11964693665504456,0.0791437029838562,0.09451884031295776,0.1927526742219925,0.042332299053668976
Dek,0.5961841940879822,0.6970846056938171,0.6227820515632629,1.8702183961868286,1.472623348236084,0.7423129081726074,0.6573877930641174,1.797120451927185,1.6880004405975342,2.09808087348938,2.1178417205810547,0.6850619316101074,0.8339975476264954,1.4201992750167847,1.4402512311935425
Fasl,0.0017931172624230385,0.0,0.0,0.07374666631221771,0.012841224670410156,0.0173655953258276,0.027602659538388252,0.1392110288143158,0.1919640302658081,0.20570151507854462,0.1355658322572708,0.21191872656345367,0.22599397599697113,0.13987867534160614,0.1227763295173645
Zfp91,0.2885526120662689,0.19858892261981964,0.2208065688610077,0.6105809807777405,0.46396324038505554,0.3667074739933014,0.2991342544555664,0.4479208290576935,0.4528011977672577,0.5978871583938599,0.6035787463188171,0.2302834838628769,0.3675993084907532,0.3699028193950653,0.4169241786003113
Klf9,0.010177083313465118,0.05359239876270294,0.07377999275922775,0.0,0.0,0.0,0.009614883922040462,0.004061352461576462,0.0,0.009836485609412193,0.00414291163906455,0.023745622485876083,0.008718403987586498,0.0,0.0
Gtf3c5,0.02121025137603283,0.09802622348070145,0.014059810899198055,0.0922214537858963,0.06582975387573242,0.04975096136331558,0.0663437768816948,0.07102502137422562,0.0887150838971138,0.08792371302843094,0.07066512107849121,0.07147464901208878,0.06093301996588707,0.033743660897016525,0.0
Hist1h1b,0.007098329719156027,0.0,0.0,0.7046821713447571,0.438597172498703,0.0152636943385005,0.02831811085343361,0.2768595814704895,0.2734738886356354,1.1779959201812744,1.068581461906433,0.019719040021300316,0.0336102657020092,0.22742889821529388,0.06412423402070999
Ly6d,0.03231126070022583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014810023829340935,0.0,0.0,0.0,0.0,0.0,0.0
Cxcr6,0.21870289742946625,0.04250772297382355,0.0662933737039566,0.46425706148147583,0.16958677768707275,0.1546420007944107,0.17644602060317993,0.5719638466835022,0.5384665131568909,0.4353087544441223,0.3979171812534332,0.6593227982521057,0.7234768271446228,0.5281012058258057,0.4575521647930145
Ifngr1,0.46876299381256104,0.5869991779327393,0.5936092734336853,0.8004335761070251,0.7127179503440857,1.103874683380127,0.8378258943557739,1.020380973815918,0.9461554288864136,1.184812068939209,1.105644702911377,1.3511098623275757,1.3314518928527832,1.091424584388733,1.2721657752990723
Xbp1,0.1336766630411148,0.0,0.0873619094491005,0.3666105568408966,0.13913507759571075,0.18936723470687866,0.1941917985677719,0.3348802626132965,0.2382628619670868,0.16035734117031097,0.20591512322425842,0.17121492326259613,0.2050360143184662,0.32341885566711426,0.29052579402923584
Id3,0.6972388029098511,0.41850048303604126,0.1633266657590866,0.05087658017873764,0.2973381280899048,0.3357604444026947,0.2865417003631592,0.011593739502131939,0.03291701525449753,0.02795860357582569,0.0378616638481617,0.0074314214289188385,0.03650229424238205,0.02854739874601364,0.0
Tnfsf8,0.1332627683877945,0.319620817899704,0.11883926391601562,0.0,0.2714901566505432,0.2874828279018402,0.5557082295417786,0.009502881206572056,0.01822442002594471,0.03305499255657196,0.0,0.035252850502729416,0.04057880491018295,0.0,0.04650142788887024
Gtf2f2,0.1723921149969101,0.05069926753640175,0.1523619443178177,0.4573071599006653,0.33186185359954834,0.2579694986343384,0.3164162337779999,0.4040990173816681,0.43057405948638916,0.28783947229385376,0.307521253824234,0.2787364423274994,0.27772989869117737,0.21625593304634094,0.35909152030944824
Tgif1,0.07847531884908676,0.09375490248203278,0.10444582998752594,0.10579589009284973,0.1889089196920395,0.24325619637966156,0.28279581665992737,0.1096109002828598,0.13224205374717712,0.11217503994703293,0.08204276114702225,0.12551558017730713,0.09198521077632904,0.0508524626493454,0.060205817222595215
Zfp282,0.0384976826608181,0.0,0.012672798708081245,0.03564425930380821,0.03580370917916298,0.06472329050302505,0.06279058754444122,0.09590006619691849,0.04339798539876938,0.047502659261226654,0.046311259269714355,0.014626952819526196,0.013650752604007721,0.04008452594280243,0.0391138531267643
Kat8,0.11140123754739761,0.20749743282794952,0.09914407134056091,0.07231687754392624,0.1007549986243248,0.12178042531013489,0.11992929875850677,0.09293884038925171,0.12782685458660126,0.08722955733537674,0.09594789892435074,0.11451451480388641,0.06622342765331268,0.1934565156698227,0.2037874460220337
Ar,0.13389045000076294,0.05963313579559326,0.03165065497159958,0.045863810926675797,0.12023825198411942,0.16863666474819183,0.17687228322029114,0.052094217389822006,0.028366481885313988,0.04943542927503586,0.07409679144620895,0.04914116486907005,0.07916469871997833,0.010684221051633358,0.09130364656448364
Hdac1,0.3867413103580475,0.5762550830841064,0.24767130613327026,0.7782239317893982,0.6301111578941345,0.4937603175640106,0.6100273132324219,0.873225748538971,0.7628105282783508,0.8654956817626953,0.8639913201332092,0.45893213152885437,0.718161940574646,0.6950809955596924,0.7844964861869812
Hoxa7,0.016931753605604172,0.0,0.009912918321788311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rbbp4,0.5121009349822998,0.1113523617386818,0.48445385694503784,0.9549232721328735,0.788573682308197,0.5982893109321594,0.5532952547073364,0.775347113609314,0.8626173734664917,1.1112089157104492,1.1397576332092285,0.5102060437202454,0.605714738368988,0.4279952049255371,0.4918937683105469
Rfc1,0.25177934765815735,0.11105845123529434,0.16375520825386047,0.5871001482009888,0.3599940240383148,0.40662243962287903,0.32737481594085693,0.5196921825408936,0.497367799282074,0.5645361542701721,0.5317181944847107,0.2041812539100647,0.2805039882659912,0.10647279769182205,0.2371385246515274
Mycbp,0.07249227166175842,0.09283877909183502,0.06762345135211945,0.39076730608940125,0.25026851892471313,0.12459445744752884,0.13211600482463837,0.2899802625179291,0.2898605763912201,0.28407254815101624,0.25016653537750244,0.11180657893419266,0.256161093711853,0.1410907804965973,0.1785861700773239
Ctcf,0.4358460605144501,0.5511480569839478,0.3606799840927124,0.8825854063034058,0.6307721734046936,0.48916399478912354,0.5137470960617065,0.5701674222946167,0.497444212436676,1.0233347415924072,0.956509530544281,0.5072726011276245,0.4820079505443573,0.48198920488357544,0.5714506506919861
Pou6f1,0.02370120771229267,0.0,0.030559422448277473,0.008507199585437775,0.04175833240151405,0.05526254326105118,0.12973123788833618,0.024023525416851044,0.012891874648630619,0.007515856064856052,0.03523099794983864,0.023866737261414528,0.011636931449174881,0.0,0.0
Pecam1,0.3160572350025177,0.14715784788131714,0.26725533604621887,0.08192266523838043,0.2218077927827835,0.3322214186191559,0.3507080078125,0.07691463083028793,0.12419544160366058,0.08271456509828568,0.05072103813290596,0.1164783388376236,0.1199900284409523,0.07344996184110641,0.08448218554258347
Foxm1,0.005083018913865089,0.0,0.0,0.19255685806274414,0.07761863619089127,0.0,0.0,0.057432956993579865,0.014882623217999935,0.3367040753364563,0.2752450406551361,0.01028461754322052,0.0,0.10701882839202881,0.1301463395357132
Foxp1,0.9500099420547485,1.0613600015640259,0.9265195727348328,0.33386221528053284,0.47708722949028015,0.614328920841217,0.5102837681770325,0.33292073011398315,0.37963342666625977,0.3986665904521942,0.35054251551628113,0.44745898246765137,0.5160704255104065,0.3606039583683014,0.4813566207885742
Hat1,0.12749119102954865,0.21249555051326752,0.10893122851848602,0.6009458303451538,0.37713465094566345,0.22560633718967438,0.19750533998012543,0.6431605219841003,0.5514249205589294,0.6301323175430298,0.6437122821807861,0.24406789243221283,0.23536984622478485,0.268646240234375,0.2881476879119873
Rbbp5,0.03308902680873871,0.051495619118213654,0.05556223914027214,0.07794216275215149,0.10073576122522354,0.019995300099253654,0.08457765728235245,0.11030150204896927,0.11324022710323334,0.09836992621421814,0.10817378759384155,0.05718205124139786,0.05970360338687897,0.07117018848657608,0.061017367988824844
Smad3,0.05937690660357475,0.04196538031101227,0.02580278553068638,0.14132076501846313,0.11344868689775467,0.06400801986455917,0.06967255473136902,0.1074485331773758,0.11681611835956573,0.11404473334550858,0.14758028090000153,0.18260610103607178,0.10725442320108414,0.049668703228235245,0.05236069858074188
Zhx3,0.013694168999791145,0.0,0.007629892788827419,0.0314834788441658,0.0,0.013869996182620525,0.009033379144966602,0.03627529367804527,0.017966460436582565,0.05381801724433899,0.04487089067697525,0.031006699427962303,0.0,0.0,0.013920587487518787
Tnfsf14,0.0098301712423563,0.0,0.00938255712389946,0.049113232642412186,0.013529063202440739,0.10740863531827927,0.10342497378587723,0.05595024302601814,0.06809431314468384,0.07035913318395615,0.06712508201599121,0.12123923003673553,0.1270192712545395,0.046947576105594635,0.036707669496536255
Pias3,0.02356901578605175,0.0,0.007820351980626583,0.0803251564502716,0.052566658705472946,0.05457744747400284,0.04595785588026047,0.05074433609843254,0.0524674728512764,0.1106843501329422,0.08480021357536316,0.032096583396196365,0.027114585041999817,0.06024391949176788,0.03210706636309624
Insr,0.04273112863302231,0.10799069702625275,0.04034247621893883,0.0,0.04149877652525902,0.03093194216489792,0.03583638370037079,0.0,0.0,0.0033592525869607925,0.0,0.007005613762885332,0.0,0.0,0.0
Zscan2,0.06498652696609497,0.0,0.022223306819796562,0.0,0.0,0.0,0.03184619918465614,0.009160056710243225,0.015099846757948399,0.009808742441236973,0.017731012776494026,0.04144507274031639,0.019939079880714417,0.012733529321849346,0.018095865845680237
Phf13,0.032288603484630585,0.0,0.014906680211424828,0.07339353114366531,0.059587568044662476,0.054935652762651443,0.04552258551120758,0.07178734987974167,0.13466133177280426,0.05170408636331558,0.07003491371870041,0.07896709442138672,0.055610980838537216,0.08653680980205536,0.09525932371616364
Uhrf1,0.00832318514585495,0.051495619118213654,0.03148341178894043,0.5899022817611694,0.509497344493866,0.14833837747573853,0.042209140956401825,0.4754132628440857,0.5075382590293884,0.5227490067481995,0.5660169124603271,0.055397164076566696,0.05103890225291252,0.19402237236499786,0.15395012497901917
Tfrc,0.0732567310333252,0.0,0.026659714058041573,0.1518711894750595,0.10713102668523788,0.030921433120965958,0.011977785266935825,0.10380245000123978,0.036444030702114105,0.07132495194673538,0.04180258512496948,0.035441409796476364,0.010627827607095242,0.020459173247218132,0.014454818330705166
Ptprj,0.007324817590415478,0.0,0.0,0.10366559773683548,0.03290567174553871,0.04982348158955574,0.025780336931347847,0.06659805774688721,0.05205613374710083,0.09687744826078415,0.07565143704414368,0.0317765437066555,0.03423324227333069,0.0,0.03322145715355873
Ssrp1,0.49859094619750977,0.6230177283287048,0.45997413992881775,1.1802791357040405,0.8893807530403137,0.42078515887260437,0.4557901918888092,1.042115330696106,1.0349881649017334,1.2052154541015625,1.158687710762024,0.4156342148780823,0.44669175148010254,0.5173482894897461,0.7345706224441528
Ssbp2,0.461564838886261,0.4003150761127472,0.4105689823627472,0.009085724130272865,0.17837409675121307,0.10791035741567612,0.12306409329175949,0.0425916351377964,0.04023025184869766,0.04324469342827797,0.04668378084897995,0.04421116039156914,0.0843580886721611,0.04142799600958824,0.0
Msl3,0.0969407856464386,0.05956283584237099,0.08913999050855637,0.31440094113349915,0.19031505286693573,0.1932729184627533,0.15449397265911102,0.3069612383842468,0.1907646507024765,0.3128107786178589,0.3370601236820221,0.1767585277557373,0.199982151389122,0.21318279206752777,0.19375230371952057
Il1rl1,0.0,0.0,0.0,0.019812287762761116,0.026955949142575264,0.1122686117887497,0.03389914706349373,0.03835523501038551,0.04020741954445839,0.003520177910104394,0.006558867171406746,0.01247701421380043,0.018202023580670357,0.022358529269695282,0.0
Rarg,0.10421182215213776,0.0,0.087216816842556,0.01979432813823223,0.0,0.04958663508296013,0.012510602362453938,0.021344128996133804,0.01815883442759514,0.02130570448935032,0.04396261274814606,0.013395451940596104,0.02037518285214901,0.041403282433748245,0.052371565252542496
Hmmr,0.007112102583050728,0.05359239876270294,0.010882413014769554,0.7488486170768738,0.2666349411010742,0.013867413625121117,0.02068340964615345,0.1327686756849289,0.0943155437707901,0.7940046191215515,0.7467177510261536,0.006113761104643345,0.008986173197627068,0.6080650687217712,0.4848533868789673
Nfya,0.05097627267241478,0.10271813720464706,0.016588324680924416,0.11150915175676346,0.09844336658716202,0.038092609494924545,0.020602460950613022,0.07981184124946594,0.07295767962932587,0.15808145701885223,0.16742876172065735,0.04913652315735817,0.019683854654431343,0.05794912204146385,0.017241694033145905
Cd48,0.6814433336257935,0.7774699330329895,0.49346092343330383,1.8602590560913086,1.2202788591384888,1.1756114959716797,1.342566967010498,1.8454761505126953,1.7849910259246826,1.9387775659561157,1.9172924757003784,1.713287353515625,1.6887638568878174,2.043185234069824,2.2539563179016113
Cenpk,0.015411010943353176,0.0,0.011526241898536682,0.3143676519393921,0.2612396776676178,0.01640024594962597,0.017804421484470367,0.3108024001121521,0.2939366102218628,0.31700894236564636,0.325031042098999,0.02075023762881756,0.014878720045089722,0.19918854534626007,0.029191141948103905
Hells,0.04003628343343735,0.0,0.025925418362021446,0.6843827962875366,0.5052366852760315,0.129547581076622,0.057354480028152466,0.848747193813324,0.7255673408508301,0.48440638184547424,0.3683927059173584,0.044374484568834305,0.04170294851064682,0.06857336312532425,0.10547920316457748
Ggt1,0.1240897998213768,0.04196538031101227,0.08673608303070068,0.3670348823070526,0.17798124253749847,0.12068033963441849,0.08383961021900177,0.2640015482902527,0.1794438511133194,0.16684381663799286,0.1524864286184311,0.09716068208217621,0.1374078094959259,0.07477573305368423,0.1159171536564827
Hnrnpd,0.5181515216827393,0.6125715970993042,0.7052127718925476,1.1449717283248901,1.0565990209579468,0.7404540181159973,0.689785361289978,1.0552034378051758,0.9883409738540649,1.1906417608261108,1.122533917427063,0.5838077068328857,0.5037491321563721,0.7241313457489014,0.6244996786117554
Trim28,0.24465516209602356,0.3258274495601654,0.31470298767089844,0.4712561368942261,0.5300092101097107,0.31910303235054016,0.21375074982643127,0.3637450635433197,0.38585516810417175,0.5346297025680542,0.5952026844024658,0.1940821409225464,0.20689865946769714,0.39899665117263794,0.2633785903453827
Zdhhc21,0.046771321445703506,0.0,0.07659547030925751,0.1924453228712082,0.12192943692207336,0.10070595890283585,0.13576334714889526,0.19898879528045654,0.20504628121852875,0.16682659089565277,0.17014402151107788,0.1273219734430313,0.0894148051738739,0.18388237059116364,0.09260999411344528
Tnfaip3,0.10084926337003708,0.04245316982269287,0.2885451018810272,0.3758508861064911,0.2884680926799774,0.6578443050384521,0.735811710357666,0.3221675753593445,0.34170496463775635,0.5449020862579346,0.5344881415367126,0.5790314078330994,0.552966833114624,0.3237139880657196,0.361185222864151
Zfp382,0.0034379390999674797,0.0,0.0042018950916826725,0.020048413425683975,0.01354548055678606,0.0,0.0,0.02926631085574627,0.03561992943286896,0.03803914412856102,0.05798785015940666,0.007255956996232271,0.01504350546747446,0.03066667541861534,0.03443864732980728
Chaf1b,0.03753884509205818,0.06623411923646927,0.044737134128808975,0.468038946390152,0.3379059135913849,0.08337721228599548,0.07752356678247452,0.46916383504867554,0.47811663150787354,0.3656166195869446,0.2882041931152344,0.16524265706539154,0.13952717185020447,0.13233914971351624,0.17277179658412933
Il6ra,0.39224129915237427,0.354215532541275,0.38418006896972656,0.0,0.144146129488945,0.021574674174189568,0.009033379144966602,0.013725634664297104,0.019559329375624657,0.013209853321313858,0.0,0.02861718460917473,0.010024861432611942,0.0,0.0
Il2rb,0.22246944904327393,0.3666313886642456,0.29866737127304077,1.220606803894043,0.8940784931182861,0.7707217931747437,0.6577839255332947,0.856986939907074,0.7105270028114319,0.831932008266449,0.7764999866485596,0.8376508951187134,0.7637518644332886,0.7427251935005188,0.6873062252998352
Ly6a,0.8135556578636169,1.1094403266906738,1.066493272781372,1.8892369270324707,1.4961408376693726,1.6161125898361206,1.5983976125717163,1.7207412719726562,1.687373161315918,1.6081459522247314,1.5491039752960205,1.466387152671814,1.4508494138717651,1.8695272207260132,1.908679723739624
Slamf7,0.015312999486923218,0.0,0.03398187831044197,0.4369799792766571,0.23437277972698212,0.437990665435791,0.341749906539917,0.5272627472877502,0.49666130542755127,0.5590388178825378,0.6050085425376892,0.556685745716095,0.6118238568305969,0.5549769401550293,0.5266448855400085
Maz,0.2617337107658386,0.1830553114414215,0.16399739682674408,0.5926340222358704,0.6355088353157043,0.275406152009964,0.3608604073524475,0.40001797676086426,0.38637152314186096,0.6356022357940674,0.6684744358062744,0.19255897402763367,0.2241017073392868,0.3450801968574524,0.3435385227203369
Spn,0.4617481231689453,0.4950145483016968,0.5483891367912292,1.1884503364562988,0.805124044418335,0.6864302754402161,0.9461760520935059,1.0546679496765137,1.0739917755126953,1.1729317903518677,1.1954243183135986,1.0591423511505127,1.2624629735946655,1.189155101776123,1.2588335275650024
Cd38,0.004811360500752926,0.0,0.006634918507188559,0.058688804507255554,0.024213014170527458,0.10933676362037659,0.08186587691307068,0.036961764097213745,0.09065651893615723,0.0784417912364006,0.03566746786236763,0.06685427576303482,0.14815407991409302,0.06663694232702255,0.066685751080513
Ccr7,0.9913806319236755,1.1907182931900024,1.1622538566589355,0.02914818748831749,0.335505872964859,0.42061445116996765,0.32949718832969666,0.01674080826342106,0.0550936795771122,0.021269015967845917,0.017305966466665268,0.03419828787446022,0.0560343936085701,0.029924197122454643,0.03425463289022446
Aff3,0.10733252018690109,0.0875794067978859,0.026647742837667465,0.0,0.15659832954406738,0.12695163488388062,0.12840810418128967,0.020598996430635452,0.010238082148134708,0.009729795157909393,0.006558867171406746,0.006826543249189854,0.0,0.0,0.0
Psip1,0.5172891020774841,0.6966426372528076,0.4756903350353241,0.8988857269287109,0.6822885870933533,0.38153305649757385,0.5045205354690552,0.8806856870651245,0.7597707509994507,0.9236589670181274,0.9320880174636841,0.4398651123046875,0.5086123943328857,0.5848533511161804,0.564644992351532
Zfp467,0.027005108073353767,0.0,0.007786283269524574,0.0,0.0108378566801548,0.011410150676965714,0.0,0.0,0.0,0.0,0.0,0.011132440529763699,0.009297155775129795,0.0,0.0
