gs_name,gene_symbol
general_Il2raKO_down,Cd44
general_Il2raKO_down,Apip
general_Il2raKO_down,Kif18a
general_Il2raKO_down,Ccdc34
general_Il2raKO_down,Emc7
general_Il2raKO_down,Arhgap11a
general_Il2raKO_down,Aqr
general_Il2raKO_down,Srp14
general_Il2raKO_down,Bub1b
general_Il2raKO_down,Knstrn
general_Il2raKO_down,Knl1
general_Il2raKO_down,Rad51
general_Il2raKO_down,1700020I14Rik
general_Il2raKO_down,Nusap1
general_Il2raKO_down,Rtf1
general_Il2raKO_down,Ehd4
general_Il2raKO_down,Pdia3
general_Il2raKO_down,Serf2
general_Il2raKO_down,Hypk
general_Il2raKO_down,Wdr76
general_Il2raKO_down,Eif3j1
general_Il2raKO_down,Slc24a5
general_Il2raKO_down,Myef2
general_Il2raKO_down,Dut
general_Il2raKO_down,Atp8b4
general_Il2raKO_down,Usp50
general_Il2raKO_down,Blvra
general_Il2raKO_down,Ncaph
general_Il2raKO_down,Bub1
general_Il2raKO_down,Slc20a1
general_Il2raKO_down,Ckap2l
general_Il2raKO_down,Snrpb
general_Il2raKO_down,Itpa
general_Il2raKO_down,Cdc25b
general_Il2raKO_down,Pcna
general_Il2raKO_down,AV099323
general_Il2raKO_down,Mcm8
general_Il2raKO_down,Snrpb2
general_Il2raKO_down,Dstn
general_Il2raKO_down,Rrbp1
general_Il2raKO_down,Snx5
general_Il2raKO_down,Nxt1
general_Il2raKO_down,Cst3
general_Il2raKO_down,Cst7
general_Il2raKO_down,Gins1
general_Il2raKO_down,Fkbp1a
general_Il2raKO_down,Sdcbp2
general_Il2raKO_down,Csnk2a1
general_Il2raKO_down,Tpx2
general_Il2raKO_down,Raly
general_Il2raKO_down,Ahcy
general_Il2raKO_down,Dynlrb1
general_Il2raKO_down,Eif6
general_Il2raKO_down,Romo1
general_Il2raKO_down,1110008F13Rik
general_Il2raKO_down,Rbl1
general_Il2raKO_down,Rpn2
general_Il2raKO_down,Ralgapb
general_Il2raKO_down,Mybl2
general_Il2raKO_down,Serinc3
general_Il2raKO_down,Pkig
general_Il2raKO_down,Ywhab
general_Il2raKO_down,Pigt
general_Il2raKO_down,Ube2c
general_Il2raKO_down,Pcif1
general_Il2raKO_down,Prex1
general_Il2raKO_down,B4galt5
general_Il2raKO_down,Ptpn1
general_Il2raKO_down,Pfdn4
general_Il2raKO_down,Aurka
general_Il2raKO_down,Rab22a
general_Il2raKO_down,Gnas
general_Il2raKO_down,Nelfcd
general_Il2raKO_down,Atp5e
general_Il2raKO_down,Prelid3b
general_Il2raKO_down,Psma7
general_Il2raKO_down,Gid8
general_Il2raKO_down,Polr3k
general_Il2raKO_down,Plp2
general_Il2raKO_down,Timm17b
general_Il2raKO_down,Suv39h1
general_Il2raKO_down,Rbm3
general_Il2raKO_down,Ebp
general_Il2raKO_down,Ndufb11
general_Il2raKO_down,Uba1
general_Il2raKO_down,Uxt
general_Il2raKO_down,Wdr44
general_Il2raKO_down,Dock11
general_Il2raKO_down,Slc25a5
general_Il2raKO_down,Ube2a
general_Il2raKO_down,Ndufa1
general_Il2raKO_down,Thoc2
general_Il2raKO_down,Stag2
general_Il2raKO_down,Sh2d1a
general_Il2raKO_down,Rap2c
general_Il2raKO_down,Hprt
general_Il2raKO_down,3830403N18Rik
general_Il2raKO_down,Cd40lg
general_Il2raKO_down,Rbmx
general_Il2raKO_down,Fmr1
general_Il2raKO_down,Hmgb3
general_Il2raKO_down,Vma21
general_Il2raKO_down,Xlr4b
general_Il2raKO_down,Bcap31
general_Il2raKO_down,Ssr4
general_Il2raKO_down,Flna
general_Il2raKO_down,Emd
general_Il2raKO_down,Lage3
general_Il2raKO_down,Ubl4a
general_Il2raKO_down,Fundc2
general_Il2raKO_down,Brcc3
general_Il2raKO_down,5430427O19Rik
general_Il2raKO_down,Pola1
general_Il2raKO_down,Pdk3
general_Il2raKO_down,Kif4
general_Il2raKO_down,Nono
general_Il2raKO_down,Ercc6l
general_Il2raKO_down,Pbdc1
general_Il2raKO_down,Atrx
general_Il2raKO_down,Magt1
general_Il2raKO_down,Cox7b
general_Il2raKO_down,Pgk1
general_Il2raKO_down,Brwd3
general_Il2raKO_down,Hmgn5
general_Il2raKO_down,Sh3bgrl
general_Il2raKO_down,Tceal9
general_Il2raKO_down,Bex3
general_Il2raKO_down,Tmsb15b1
general_Il2raKO_down,Smc1a
general_Il2raKO_down,Prdx4
general_Il2raKO_down,Sms
general_Il2raKO_down,Eif1ax
general_Il2raKO_down,Sh3kbp1
general_Il2raKO_down,Rbbp7
general_Il2raKO_down,Ap1s2
general_Il2raKO_down,Tmsb4x
general_Il2raKO_down,Msl3
general_Il2raKO_down,Hccs
general_Il2raKO_down,Fabp5
general_Il2raKO_down,Impa1
general_Il2raKO_down,Lrrcc1
general_Il2raKO_down,Ect2
general_Il2raKO_down,Actl6a
general_Il2raKO_down,Dnajc19
general_Il2raKO_down,Ccna2
general_Il2raKO_down,Ankrd50
general_Il2raKO_down,Plk4
general_Il2raKO_down,Larp1b
general_Il2raKO_down,Pgrmc2
general_Il2raKO_down,Ndufc1
general_Il2raKO_down,Naa15
general_Il2raKO_down,Exosc8
general_Il2raKO_down,Commd2
general_Il2raKO_down,Serp1
general_Il2raKO_down,Gpr171
general_Il2raKO_down,Rap2b
general_Il2raKO_down,Gmps
general_Il2raKO_down,Ssr3
general_Il2raKO_down,Rsrc1
general_Il2raKO_down,Trim59
general_Il2raKO_down,Pdcd10
general_Il2raKO_down,Ppid
general_Il2raKO_down,4930579G24Rik
general_Il2raKO_down,Plrg1
general_Il2raKO_down,Sh2d2a
general_Il2raKO_down,Hdgf
general_Il2raKO_down,Glmp
general_Il2raKO_down,Pmf1
general_Il2raKO_down,Sema4a
general_Il2raKO_down,Ssr2
general_Il2raKO_down,Arhgef2
general_Il2raKO_down,Gba
general_Il2raKO_down,Krtcap2
general_Il2raKO_down,Dpm3
general_Il2raKO_down,Cks1b
general_Il2raKO_down,Pmvk
general_Il2raKO_down,Tpm3
general_Il2raKO_down,Ilf2
general_Il2raKO_down,S100a13
general_Il2raKO_down,S100a4
general_Il2raKO_down,S100a6
general_Il2raKO_down,S100a11
general_Il2raKO_down,S100a10
general_Il2raKO_down,Psmb4
general_Il2raKO_down,Gabpb2
general_Il2raKO_down,Cdc42se1
general_Il2raKO_down,Mrps21
general_Il2raKO_down,Anp32e
general_Il2raKO_down,Sf3b4
general_Il2raKO_down,Rbm8a
general_Il2raKO_down,Pias3
general_Il2raKO_down,Rnf115
general_Il2raKO_down,Sec22b
general_Il2raKO_down,Phgdh
general_Il2raKO_down,Ttf2
general_Il2raKO_down,Cd2
general_Il2raKO_down,Bcas2
general_Il2raKO_down,Ptpn22
general_Il2raKO_down,Phtf1
general_Il2raKO_down,Ppm1j
general_Il2raKO_down,Capza1
general_Il2raKO_down,St7l
general_Il2raKO_down,Rap1a
general_Il2raKO_down,Atp5f1
general_Il2raKO_down,Lamtor5
general_Il2raKO_down,Rbm15
general_Il2raKO_down,Gnai3
general_Il2raKO_down,Psma5
general_Il2raKO_down,Gpsm2
general_Il2raKO_down,Slc25a24
general_Il2raKO_down,Sass6
general_Il2raKO_down,1810037I17Rik
general_Il2raKO_down,Sec24d
general_Il2raKO_down,Ostc
general_Il2raKO_down,Hadh
general_Il2raKO_down,Aimp1
general_Il2raKO_down,Cenpe
general_Il2raKO_down,Ube2d3
general_Il2raKO_down,Ppp3ca
general_Il2raKO_down,H2afz
general_Il2raKO_down,Gtf2b
general_Il2raKO_down,Selenof
general_Il2raKO_down,Sh3glb1
general_Il2raKO_down,Gng5
general_Il2raKO_down,Pigk
general_Il2raKO_down,Depdc1a
general_Il2raKO_down,Sdcbp
general_Il2raKO_down,Rab2a
general_Il2raKO_down,Virma
general_Il2raKO_down,Rad54b
general_Il2raKO_down,Gem
general_Il2raKO_down,Fam92a
general_Il2raKO_down,Ccnc
general_Il2raKO_down,Tstd3
general_Il2raKO_down,Mms22l
general_Il2raKO_down,Casp8ap2
general_Il2raKO_down,Lyrm2
general_Il2raKO_down,Akirin2
general_Il2raKO_down,Ndufb6
general_Il2raKO_down,Bag1
general_Il2raKO_down,Rpp25l
general_Il2raKO_down,Dctn3
general_Il2raKO_down,Vcp
general_Il2raKO_down,Stoml2
general_Il2raKO_down,Tln1
general_Il2raKO_down,Clta
general_Il2raKO_down,Melk
general_Il2raKO_down,Exosc3
general_Il2raKO_down,Anp32b
general_Il2raKO_down,Nans
general_Il2raKO_down,Coro2a
general_Il2raKO_down,Sec61b
general_Il2raKO_down,Erp44
general_Il2raKO_down,Smc2
general_Il2raKO_down,Txn1
general_Il2raKO_down,Ptbp3
general_Il2raKO_down,Bspry
general_Il2raKO_down,Rgs3
general_Il2raKO_down,Akna
general_Il2raKO_down,Ttc39b
general_Il2raKO_down,Psip1
general_Il2raKO_down,Haus6
general_Il2raKO_down,Usp1
general_Il2raKO_down,Magoh
general_Il2raKO_down,Coa7
general_Il2raKO_down,Orc1
general_Il2raKO_down,Cdkn2c
general_Il2raKO_down,Faf1
general_Il2raKO_down,Cmpk1
general_Il2raKO_down,Rad54l
general_Il2raKO_down,Nasp
general_Il2raKO_down,Akr1a1
general_Il2raKO_down,Prdx1
general_Il2raKO_down,Kif2c
general_Il2raKO_down,Med8
general_Il2raKO_down,Cdc20
general_Il2raKO_down,Ebna1bp2
general_Il2raKO_down,Ybx1
general_Il2raKO_down,Ppih
general_Il2raKO_down,Cap1
general_Il2raKO_down,Ndufs5
general_Il2raKO_down,Sf3a3
general_Il2raKO_down,Mtf1
general_Il2raKO_down,1110065P20Rik
general_Il2raKO_down,Cdca8
general_Il2raKO_down,Mrps15
general_Il2raKO_down,Thrap3
general_Il2raKO_down,Clspn
general_Il2raKO_down,Psmb2
general_Il2raKO_down,Sfpq
general_Il2raKO_down,Ak2
general_Il2raKO_down,Zbtb8os
general_Il2raKO_down,Hdac1
general_Il2raKO_down,Lck
general_Il2raKO_down,Eif3i
general_Il2raKO_down,Khdrbs1
general_Il2raKO_down,Ptp4a2
general_Il2raKO_down,Zcchc17
general_Il2raKO_down,Snrnp40
general_Il2raKO_down,Laptm5
general_Il2raKO_down,Srsf4
general_Il2raKO_down,Taf12
general_Il2raKO_down,Rcc1
general_Il2raKO_down,Atpif1
general_Il2raKO_down,Dnajc8
general_Il2raKO_down,Smpdl3b
general_Il2raKO_down,Rpa2
general_Il2raKO_down,Wasf2
general_Il2raKO_down,Nudc
general_Il2raKO_down,Arid1a
general_Il2raKO_down,Rps6ka1
general_Il2raKO_down,Hmgn2
general_Il2raKO_down,Cd52
general_Il2raKO_down,Sh3bgrl3
general_Il2raKO_down,Cep85
general_Il2raKO_down,Stmn1
general_Il2raKO_down,Aunip
general_Il2raKO_down,Tmem50a
general_Il2raKO_down,Rsrp1
general_Il2raKO_down,Clic4
general_Il2raKO_down,Pnrc2
general_Il2raKO_down,Fuca1
general_Il2raKO_down,Gale
general_Il2raKO_down,E2f2
general_Il2raKO_down,Hnrnpr
general_Il2raKO_down,Cdc42
general_Il2raKO_down,Hp1bp3
general_Il2raKO_down,Ddost
general_Il2raKO_down,Minos1
general_Il2raKO_down,Capzb
general_Il2raKO_down,Sdhb
general_Il2raKO_down,Atp13a2
general_Il2raKO_down,Szrd1
general_Il2raKO_down,Efhd2
general_Il2raKO_down,Mad2l2
general_Il2raKO_down,Tardbp
general_Il2raKO_down,Eno1
general_Il2raKO_down,Park7
general_Il2raKO_down,Acot7
general_Il2raKO_down,Kcnab2
general_Il2raKO_down,A430005L14Rik
general_Il2raKO_down,Rer1
general_Il2raKO_down,Gnb1
general_Il2raKO_down,Ssu72
general_Il2raKO_down,Mrpl20
general_Il2raKO_down,Aurkaip1
general_Il2raKO_down,Ube2j2
general_Il2raKO_down,Sri
