,ChIP
39,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
40,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
41,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
42,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
43,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
44,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
45,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
46,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
47,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
48,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
49,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
50,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
51,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
52,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
53,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
54,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
55,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
56,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
57,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
58,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
59,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
60,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
61,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
62,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
63,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
64,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
65,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
66,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
67,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
68,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
69,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
70,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
71,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
72,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
73,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
74,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
75,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
76,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
77,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
78,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
79,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
80,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
81,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
82,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
83,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
84,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
85,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
86,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
87,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
88,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
89,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
90,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
91,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
92,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
93,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
94,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
95,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
96,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
97,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
98,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
99,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
100,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
101,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
102,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
103,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
104,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
105,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
106,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
107,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
108,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
109,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
110,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
111,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
112,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
113,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
114,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
115,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
116,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
117,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
118,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
119,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
120,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
121,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
122,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
123,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
124,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
125,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
126,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
127,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
128,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
129,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
130,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
131,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
132,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
133,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
134,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2021_GoldrathLab_Brd4___BRD4_MP-CD8
135,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2021_GoldrathLab_Brd4___BRD4_TE-CD8
136,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
137,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
138,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
139,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
140,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
141,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
142,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
143,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
144,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
145,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
146,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
147,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
148,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
149,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
150,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
151,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
152,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
153,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
154,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
155,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
156,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
157,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
158,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
159,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
160,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
161,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
162,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
163,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
164,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
165,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
166,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
167,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
168,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
169,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
170,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
171,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
172,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
173,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
174,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
175,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
176,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
177,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
178,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
179,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
180,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
181,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
182,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
183,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
