,ChIP
19,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
20,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
21,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
22,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
23,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
24,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
25,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
26,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
27,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
28,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
29,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
30,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
31,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
32,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
33,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
34,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
35,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
36,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
37,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
38,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
39,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
40,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
41,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
42,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
43,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
44,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
45,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
46,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
47,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
48,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_TE-CD8
49,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
50,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
51,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
52,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
53,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
54,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
55,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
56,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
57,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
58,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
59,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
60,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
61,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
62,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
63,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
64,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
65,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
66,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
67,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
68,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
69,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
70,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
71,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
72,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
73,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
74,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
75,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
76,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
77,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
78,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
79,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2021_GoldrathLab_Brd4___BRD4_TE-CD8
80,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
81,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
82,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
83,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
84,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
85,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
86,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
87,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
88,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2021_GoldrathLab_Brd4___BRD4_MP-CD8
89,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
90,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
91,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
92,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
93,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
94,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
95,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
96,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
97,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
98,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
99,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
100,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
101,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
102,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
103,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
104,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
105,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
106,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
107,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
108,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
109,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
110,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
111,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
112,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
113,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
114,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
115,2016_SCIENCE_Mackay___Hobit_invitro-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
116,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
117,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
118,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
119,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
120,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
121,2016_SCIENCE_Mackay___Hobit_invitro-CD8---2021_GoldrathLab_Brd4___BRD4_TE-CD8
122,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
123,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
124,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
125,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
126,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory---2016_SCIENCE_Mackay___Hobit_invitro-CD8
127,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
128,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
129,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
130,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
131,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
132,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
133,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
134,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
135,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
136,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
137,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
138,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
139,2016_SCIENCE_Mackay___Hobit_invitro-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
140,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
141,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
142,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN---2016_SCIENCE_Mackay___Hobit_invitro-CD8
143,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2016_SCIENCE_Mackay___Hobit_invitro-CD8
144,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2016_SCIENCE_Mackay___Hobit_invitro-CD8
145,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
146,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
147,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
148,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2016_SCIENCE_Mackay___Hobit_invitro-CD8
149,2016_SCIENCE_Mackay___Hobit_invitro-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
150,2016_SCIENCE_Mackay___Hobit_invitro-CD8---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
151,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
152,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
153,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2016_SCIENCE_Mackay___Hobit_invitro-CD8
154,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT---2016_SCIENCE_Mackay___Hobit_invitro-CD8
155,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8---2016_SCIENCE_Mackay___Hobit_invitro-CD8
156,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
157,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
158,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
159,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
160,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
161,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
162,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
163,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
164,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
165,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
166,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
167,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
168,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
169,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
170,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
171,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
172,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
173,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
174,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
175,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
176,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
177,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
178,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
179,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
180,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
181,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
182,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
183,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2021_GoldrathLab_Brd4___BRD4_TE-CD8
184,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory---2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
185,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT---2021_GoldrathLab_Brd4___BRD4_MP-CD8
