,ChIP
52,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
53,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
54,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_MP-CD8
55,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_TE-CD8
56,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_TE-CD8
57,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
59,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_MP-CD8
60,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
61,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
62,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
63,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
64,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
65,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
66,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
67,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
68,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
69,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
70,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
71,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
72,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
73,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2017_PNAS_Li___STAT5B_IL2-CD8
74,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
75,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
76,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2021_GoldrathLab_Brd4___BRD4_TE-CD8
77,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
78,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
79,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
80,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
81,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
82,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
83,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
84,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
85,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
86,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
87,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
88,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
89,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
90,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_TE-CD8
91,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE---2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
92,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
93,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2017_PNAS_Li___STAT5B_IL2-CD8
94,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2017_PNAS_Li___STAT5B_IL2-CD8
95,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
96,2017_PNAS_Li___STAT5B_IL2-CD8---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
97,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2017_PNAS_Li___STAT5B_IL2-CD8
98,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2017_PNAS_Li___STAT5B_IL2-CD8
99,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2017_PNAS_Li___STAT5B_IL2-CD8
100,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2017_PNAS_Li___STAT5B_IL2-CD8
101,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
102,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
103,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
104,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
105,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT---2021_GoldrathLab_Brd4___BRD4_MP-CD8
106,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
107,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT---2021_GoldrathLab_Brd4___BRD4_TE-CD8
108,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
109,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
110,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
111,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
112,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
113,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2021_GoldrathLab_Brd4___BRD4_TE-CD8
114,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
115,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
116,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
117,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
118,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
119,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
120,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
121,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
122,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
123,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
124,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
125,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
126,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
127,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
128,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
129,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT---2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
130,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
131,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
132,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
133,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
134,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
135,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT---2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
136,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2017_PNAS_Li___STAT5B_IL2-CD8
137,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE---2021_GoldrathLab_Brd4___BRD4_MP-CD8
138,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE---2021_GoldrathLab_Brd4___BRD4_TE-CD8
139,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
140,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
141,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
142,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
143,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
144,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
145,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
146,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
147,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
148,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
149,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
150,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2021_GoldrathLab_Brd4___BRD4_TE-CD8
151,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
152,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
153,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
154,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
155,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
156,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
157,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
158,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
159,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
160,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
161,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
162,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
163,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
164,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
165,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8---2021_GoldrathLab_Brd4___BRD4_NAV-CD8
166,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8---2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
167,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
168,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
169,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8---2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
170,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
171,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8---2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
172,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
173,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
174,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
175,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO---2017_PNAS_Li___STAT5B_IL2-CD8
176,2017_PNAS_Li___STAT5B_IL2-CD8---2021_GoldrathLab_Brd4___BRD4_MP-CD8
177,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8---2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
178,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
179,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO---2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
180,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT---2017_PNAS_Li___STAT5B_IL2-CD8
