,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm,mean,std
Ankzf1,ENSMUSG00000026199,Gene Expression,1425,True,0.07630233326086812,0.21551937828372283,0.22264864,-4.257837768627572e-11,0.1854300364926717
Dnajb2,ENSMUSG00000026203,Gene Expression,573,True,0.03583014610743824,0.3223941665513977,0.4304188,-2.7957274843857026e-11,0.1323009269295477
Mogat1,ENSMUSG00000012187,Gene Expression,84,True,0.00553992430256927,0.32377219502112414,0.43309775,-1.2926040237412771e-11,0.05280648129926604
Acsl3,ENSMUSG00000032883,Gene Expression,236,True,0.01281033923473689,0.7327204786300685,1.2281145,-9.214723529119371e-12,0.07881215553510701
Utp14b,ENSMUSG00000079470,Gene Expression,281,True,0.01864726867629094,0.4925359004599246,0.76118314,1.9462131591674535e-12,0.09710050162471279
Wdfy1,ENSMUSG00000073643,Gene Expression,1703,True,0.11000813307726384,0.34491367997468714,0.4741979,-1.1322790129584934e-10,0.22887527520947226
Serpine2,ENSMUSG00000026249,Gene Expression,499,True,0.02459496671992355,0.6978811914590964,1.160385,1.5947032314402704e-11,0.1061209208205156
Fam124b,ENSMUSG00000043230,Gene Expression,65,True,0.0055504347509619375,0.39401774228756664,0.56965876,6.265769964363649e-12,0.054037621381560104
Dock10,ENSMUSG00000038608,Gene Expression,10934,True,1.0279176994039236,0.41422251672322136,0.39287582,-1.9588121897470286e-10,0.5413968221571996
Rhbdd1,ENSMUSG00000026142,Gene Expression,955,True,0.048271394928658014,0.18023653720698588,0.15405697,1.9541568863477286e-11,0.14680947091926178
Col4a4,ENSMUSG00000067158,Gene Expression,75,True,0.005712278872306686,0.410501074347327,0.60170317,1.255737255715534e-11,0.05393179208407017
A030005L19Rik,ENSMUSG00000113880,Gene Expression,69,True,0.006502525598246389,0.5468380038904762,0.8667493,-1.0909524316945274e-11,0.05936025846418999
C130026I21Rik,ENSMUSG00000052477,Gene Expression,137,True,0.010401163810940478,0.47045638814238766,0.71825945,5.8908768533814415e-12,0.07371947295814686
A530032D15Rik,ENSMUSG00000089844,Gene Expression,67,True,0.0049727208430923224,0.5496153148892915,0.8721485,8.546391540937077e-13,0.050759168209692306
AC147806.2,ENSMUSG00000118607,Gene Expression,33,True,0.003506438738403694,0.6546488141923246,1.0763391,-5.157592386457351e-12,0.04376777236437717
G530012D18Rik,ENSMUSG00000094127,Gene Expression,47,True,0.0032726339331792284,0.28706869961409165,0.36174423,9.71777614971841e-12,0.040567294726823355
Sp110,ENSMUSG00000070034,Gene Expression,9283,True,0.8179806383663882,0.5966558765144008,1.0859681,5.91767335690924e-11,0.5390687876460253
Sp140,ENSMUSG00000070031,Gene Expression,6468,True,0.4583354899884802,0.3630469322097475,0.8069479,2.712782832064022e-11,0.43210335799201094
Sp100,ENSMUSG00000026222,Gene Expression,12327,True,1.5866492673372443,0.8800827373501351,0.97862035,-1.879073149401978e-10,0.5650614314647479
A630001G21Rik,ENSMUSG00000052760,Gene Expression,4991,True,0.30342815283977825,0.22946488993503447,0.36050093,2.7309044596940248e-11,0.3549305225050749
Itm2c,ENSMUSG00000026223,Gene Expression,6015,True,0.39769434089186295,0.23685657966744147,0.38520482,-2.2568563341742354e-10,0.4016780537729637
Gpr55,ENSMUSG00000049608,Gene Expression,1809,True,0.10092087196300781,0.23907311688680347,0.26843834,5.846583204682635e-11,0.2124800406365377
Armc9,ENSMUSG00000062590,Gene Expression,226,True,0.014251421150959464,0.34520905431886145,0.4747721,2.7552545483402395e-11,0.08438508940893308
Ncl,ENSMUSG00000026234,Gene Expression,12623,True,2.048969852986919,1.2155079965422841,0.6493113,2.7521911661224187e-11,0.5481993379792311
Ptma,ENSMUSG00000026238,Gene Expression,13133,True,3.6501496900539667,2.7600387349859488,2.1606174,1.2252082088939955e-10,0.6241227256000348
Dis3l2,ENSMUSG00000053333,Gene Expression,1797,True,0.1015927862260355,0.2987121984387575,0.3843798,-1.588745436055064e-11,0.21508204422628538
Gigyf2,ENSMUSG00000048000,Gene Expression,5549,True,0.35314883132589997,0.24856467970838803,0.42433468,6.396577706271659e-11,0.38201210109726225
Kcnj13,ENSMUSG00000079436,Gene Expression,84,True,0.005017670825274096,0.2937848208291176,0.3748007,1.1701889769926032e-11,0.04943191670771432
Inpp5d,ENSMUSG00000026288,Gene Expression,5133,True,0.3232487527425485,0.25278553233877715,0.43844128,-8.43623826545239e-11,0.36772061206247036
Atg16l1,ENSMUSG00000026289,Gene Expression,3904,True,0.2239838792772515,0.23295831207736495,0.25655082,0.0,0.3097777650918171
Sag,ENSMUSG00000056055,Gene Expression,462,True,0.030369589668940128,0.6876369289631346,1.1404697,4.3472046994056687e-11,0.12396528519295687
Dgkd,ENSMUSG00000070738,Gene Expression,4862,True,0.31149042476695726,0.33605630446382595,0.716742,2.7485296043752606e-11,0.3654572279485048
Usp40,ENSMUSG00000005501,Gene Expression,1095,True,0.06679828030102755,0.3985688201584304,0.5785063,-4.369049949151426e-12,0.18007753812880714
Hjurp,ENSMUSG00000044783,Gene Expression,7065,True,0.5156297510807485,0.223039434052636,0.3390263,-1.0440291688151223e-10,0.4224108274006925
Glrp1,ENSMUSG00000062310,Gene Expression,58,True,0.0033126442710223023,0.29819375667699904,0.38337192,-1.787338615561947e-13,0.039413059987562324
Arl4c,ENSMUSG00000049866,Gene Expression,9395,True,1.0296963473364453,1.0939994513639697,2.3596053,9.206531560464712e-11,0.6303916395480311
Ramp1,ENSMUSG00000034353,Gene Expression,741,True,0.12347063915741009,1.092760938821959,1.9280518,5.5185010661004054e-11,0.2693777418740214
Per2,ENSMUSG00000055866,Gene Expression,121,True,0.004955585677686596,0.2164121747265965,0.22438428,5.4215938005379056e-12,0.046685244645094985
Traf3ip1,ENSMUSG00000034292,Gene Expression,1440,True,0.0737340118544184,0.16878427290498943,0.13179316,1.2709963488440512e-11,0.17987640178430225
Hdac4,ENSMUSG00000026313,Gene Expression,2623,True,0.1706727248393799,0.38719696752628663,0.5563988,6.799830466315673e-11,0.2828193216606387
Rnpepl1,ENSMUSG00000026269,Gene Expression,3377,True,0.19769970879931117,0.22523284584707323,0.24153212,3.6858894116477484e-11,0.2935817980942859
Gpr35,ENSMUSG00000026271,Gene Expression,31,True,0.0023640742385241504,1.1919843877813001,2.1209474,1.2796848004474772e-12,0.035926525706797906
Farp2,ENSMUSG00000034066,Gene Expression,106,True,0.005355716225991701,0.18176674112538616,0.15703176,3.4356620054690757e-12,0.049354903014526455
D2hgdh,ENSMUSG00000073609,Gene Expression,1152,True,0.06026567612394031,0.1610765816683434,0.11680901,-6.354981744220256e-12,0.1637600462419328
Pdcd1,ENSMUSG00000026285,Gene Expression,4671,True,0.3216713159366023,0.4501653865151541,1.098108,1.0614805444642897e-11,0.3692764701129032
Fam174a,ENSMUSG00000051185,Gene Expression,3730,True,0.22252081962225126,0.23250564788184097,0.25567082,-1.6522952534972666e-11,0.30866730744028315
St8sia4,ENSMUSG00000040710,Gene Expression,4689,True,0.32126651000438844,0.45542115448339743,1.1156734,8.483900628534042e-11,0.3788418476254844
D1Ertd622e,ENSMUSG00000044768,Gene Expression,6462,True,0.4307900354218024,0.22011010948057058,0.32923615,7.205146733615503e-11,0.4103945911107001
Pam,ENSMUSG00000026335,Gene Expression,201,True,0.013048885762005174,0.3776105351570462,0.5377623,2.327279337438434e-11,0.0802829093061703
Relch,ENSMUSG00000026319,Gene Expression,5632,True,0.36307138714447035,0.29459594544934786,0.5781766,-2.10856308341433e-11,0.3884040823225195
Zcchc2,ENSMUSG00000038866,Gene Expression,2761,True,0.16600231854190667,0.31563925615206695,0.41728687,-4.9568857604918e-11,0.2725514192343062
Bcl2,ENSMUSG00000057329,Gene Expression,6120,True,0.6552292780605498,1.2957944959715364,2.910452,1.7040636857161448e-10,0.5746375400300631
Kdsr,ENSMUSG00000009905,Gene Expression,2975,True,0.17280632537166385,0.25033243165876407,0.290327,2.6690923325725075e-11,0.2769997478660217
Dsel,ENSMUSG00000038702,Gene Expression,156,True,0.007763506602187286,0.42383953807443275,0.62763387,1.5093081642523107e-12,0.0595794479981275
Tmem185b,ENSMUSG00000098923,Gene Expression,1169,True,0.06603817058599291,0.28974690939183045,0.3669508,-3.177490872110128e-12,0.17293317590171106
Ptpn4,ENSMUSG00000026384,Gene Expression,3668,True,0.251370049420248,0.4075443573116565,0.5959552,5.6241588436349267e-11,0.33814901414034404
Sctr,ENSMUSG00000026387,Gene Expression,40,True,0.0026642241185385164,0.25506767224479754,0.29953256,-4.333568872793238e-12,0.03623443970239846
Tmem37,ENSMUSG00000050777,Gene Expression,1256,True,0.08361103057844967,0.3680859916168457,0.51924604,-5.783033387240433e-11,0.19989160569656897
Dbi,ENSMUSG00000026385,Gene Expression,10842,True,1.5199325100954175,0.574883414011127,0.25592694,-6.26770935088227e-11,0.6060708609546723
Insig2,ENSMUSG00000003721,Gene Expression,2878,True,0.14966026266136512,0.1597288533180279,0.114188954,-3.177490872110128e-12,0.2503178018641579
Ccdc93,ENSMUSG00000026339,Gene Expression,2143,True,0.11242902624460065,0.15618423189930344,0.10729803,6.354981744220256e-13,0.21991248282024325
Mgat5,ENSMUSG00000036155,Gene Expression,1276,True,0.07655707554825322,0.30034794809193255,0.38755977,9.214723529119371e-12,0.18860441392008295
Tmem163,ENSMUSG00000026347,Gene Expression,4779,True,0.2848825762069857,0.17099159312784007,0.16507627,-6.536135960151691e-11,0.340245100181879
Ccnt2,ENSMUSG00000026349,Gene Expression,5576,True,0.33303605723101304,0.19123718814849455,0.23273943,-3.0833452929501466e-11,0.36745775156975696
Rab3gap1,ENSMUSG00000036104,Gene Expression,5088,True,0.3044689481902439,0.16482696807761318,0.14447337,4.4151608030181806e-11,0.350993494956309
R3hdm1,ENSMUSG00000056211,Gene Expression,8735,True,0.66161597925479,0.3101019786072463,0.33817244,3.037994678598692e-11,0.4874160704100103
Mcm6,ENSMUSG00000026355,Gene Expression,8799,True,1.042150988227116,0.5419268587143905,0.7623498,-2.4109522293978574e-11,0.5519529638254622
Cxcr4,ENSMUSG00000045382,Gene Expression,4731,True,0.31485306527290813,0.48170061716902013,1.2035024,8.1665859639032e-11,0.3705266018621652
Cd55,ENSMUSG00000026399,Gene Expression,2325,True,0.1762675055425935,0.688676558735467,1.1424907,3.895156974553126e-11,0.2937551332445991
Pfkfb2,ENSMUSG00000026409,Gene Expression,95,True,0.005552455145569759,0.26922186416530774,0.32704905,-8.539506718795969e-13,0.05123959996363073
Yod1,ENSMUSG00000046404,Gene Expression,1817,True,0.092594602687316,0.17983026535277788,0.15326715,-1.3345461662862537e-11,0.200131354805747
Fcmr,ENSMUSG00000042474,Gene Expression,64,True,0.028098555915299125,2.2445227889711576,4.1671367,-5.908362847079966e-11,0.12777130822269417
Il10,ENSMUSG00000016529,Gene Expression,276,True,0.014903113545288947,0.7046064525085971,1.1734593,3.1377722362087512e-12,0.0822504373168826
Ikbke,ENSMUSG00000042349,Gene Expression,2591,True,0.17517107645681051,0.4293303177601726,0.6383082,6.998423645822557e-11,0.28785818342183717
Ctse,ENSMUSG00000004552,Gene Expression,420,True,0.02561020113832992,0.2949670652484885,0.37709907,1.0882906236977188e-11,0.11097676027237292
Slc41a1,ENSMUSG00000013275,Gene Expression,1268,True,0.0744398237558527,0.27744216600800076,0.34302977,-1.2709963488440512e-11,0.18594584791916807
Nucks1,ENSMUSG00000026434,Gene Expression,10300,True,1.4010713296984623,0.6533832366799045,0.44180974,9.930776061978877e-11,0.5977439834662687
Elk4,ENSMUSG00000026436,Gene Expression,5781,True,0.38402897605992986,0.29663055192543775,0.5849765,7.312200869443432e-11,0.3980332687824145
Mfsd4a,ENSMUSG00000059149,Gene Expression,1279,True,0.07793237609875767,0.2835534318560815,0.35491037,-1.7476199796605704e-12,0.19080108909133559
Nuak2,ENSMUSG00000009772,Gene Expression,65,True,0.006316191561086505,0.6576609528410147,1.0821948,8.633857872926924e-12,0.05944657142502191
Dstyk,ENSMUSG00000042046,Gene Expression,174,True,0.017652102891386336,0.7013070472231037,1.1670451,-1.2339007332091107e-11,0.09948647380303229
Tmem81,ENSMUSG00000048174,Gene Expression,330,True,0.0158532339286076,0.21579865948336305,0.22319157,-1.469589528350934e-11,0.08439584623692721
Mdm4,ENSMUSG00000054387,Gene Expression,6815,True,0.4628302806654888,0.34976275060370227,0.7625506,-6.993582937072076e-11,0.4306670409688253
Pik3c2b,ENSMUSG00000026447,Gene Expression,467,True,0.020449623382106416,0.18785160129528725,0.16886105,7.94372718027532e-14,0.09318752722916819
Plekha6,ENSMUSG00000041757,Gene Expression,104,True,0.012641736515813635,0.6578955710437687,1.0826509,6.993573240139483e-13,0.08479664799134565
Zc3h11a,ENSMUSG00000102976,Gene Expression,562,True,0.030129638827867178,0.2578649037211078,0.30497053,-4.130738133743166e-11,0.11810322429549276
Gm38394,ENSMUSG00000094410,Gene Expression,4119,True,0.23430505791918624,0.179107614579158,0.15186228,3.6064521398449956e-11,0.31481182816726694
Lax1,ENSMUSG00000051998,Gene Expression,5323,True,0.3607401274568677,0.29509061908279355,0.5798299,6.354981744220256e-13,0.39134578033625095
Atp2b4,ENSMUSG00000026463,Gene Expression,5488,True,0.35906509847886686,0.34622117181398404,0.7507142,4.946211377093304e-13,0.38946836741615437
Btg2,ENSMUSG00000020423,Gene Expression,11344,True,1.2955868278080807,1.3393439971272199,2.1518266,-5.6892446551998774e-11,0.6388833159408176
Chit1,ENSMUSG00000026450,Gene Expression,366,True,0.030071321642413655,0.5477535095960322,0.8685291,-1.1856633420246874e-12,0.12401892805981019
Ppfia4,ENSMUSG00000026458,Gene Expression,30,True,0.002526935259599526,0.608074043871709,0.9857953,-9.155572543330546e-13,0.037009029191047454
Klhl12,ENSMUSG00000026455,Gene Expression,2541,True,0.1423396746033588,0.280857614025034,0.34966958,8.579225354697346e-11,0.2510496099551997
Kdm5b,ENSMUSG00000042207,Gene Expression,1727,True,0.17213789613472733,0.6264199773025777,1.0214608,-1.5767957120819232e-10,0.2988274859666618
Ppp1r12b,ENSMUSG00000073557,Gene Expression,962,True,0.05350331915241244,0.35256643716740466,0.48907524,5.4811717543899705e-11,0.15917387873117608
