gene_name,P5-P7_likelihood,P5-P6_likelihood,P5-P8_likelihood,P3-P5_likelihood,P5-P2_likelihood,P5-P4_likelihood
Havcr2,0.468877312263851,,,0.3480419368376562,,
Kdm6b,0.2911376404327246,,,0.3739418032840155,,
Cxcr5,0.34670983499434554,,,0.3329367057986308,,
Tfdp2,0.21361641981063198,,,0.19004600976789746,,
Cd200,0.21167332598648947,,,0.2640118023388068,,
Itgb3,0.254903876783395,,,0.2591377691419392,,
Pou6f1,0.37348672238205577,,,0.2567137410230745,,
Phc2,0.2718305646826908,,,0.2195925573555376,,
Tcf12,0.3240455350405153,,,0.2355706273278748,,
Cd46,0.30721739442935225,,,0.22413990734916855,,
Cd22,0.30863394734037075,,,0.21869829194959284,,
Jaml,0.23114062943281086,0.23532406387802354,,,0.21936454650409487,
Klrg1,0.23733542984092165,0.21126433585325288,,,0.2914901631616643,
Scml4,0.4194814033029178,,,,0.2798214635206585,
Hif1a,0.23939822021608725,,,,0.14175311689707684,
Tnf,0.22393864368963373,,,,0.19340297932490771,
Dpp4,0.24661242594697935,,,,0.2280682567859619,
Polr2f,0.27331878335636434,,,,0.2245524496840382,
Epas1,0.2738295123673912,,,,0.21045844622201096,
Satb1,0.2670842280786621,,,,0.2046762095111912,
Sell,0.20024386395673266,,,,0.3814312045089885,
Ewsr1,0.27941809367304754,,,,0.3167584340149214,
Selplg,0.30404650894479923,,,,0.3493419601908936,
Crebl2,0.2829804243459722,,,,0.3500575361134313,
Lgals3,0.4751521484044444,,,,,
Actb,0.5555210367069794,,,,,
Il1r2,0.13323206893505554,,,,,
Bcl6,0.3490090414458256,,,,,
Cbx3,0.3408499761405513,,,,,
Thy1,0.34433756740063703,,,,,
Ddx20,0.3188839178506138,,,,,
Ovol2,0.32100212831138725,,,,,
Kmt5b,0.3339494130902489,,,,,
Taf3,0.33104112189758145,,,,,
Wdr5,0.3304623581556822,,,,,
Zbtb20,0.3636574340752767,,,,,
Bbx,0.36211065856444624,,,,,
Pecam1,0.3809134274741371,,,,,
Pcmt1,0.3836296722074849,,,,,
Cd6,0.2508407562649253,,,,,
Sin3a,0.25395319370364244,,,,,
Nr4a3,0.2693261060339545,,,,,
Ddb2,0.2671453602152912,,,,,
Tnfsf4,0.26748781873361355,,,,,
Tshz2,0.2633075818110872,,,,,
Cebpg,0.2632521270834154,,,,,
Fus,0.2591153416477618,,,,,
Mxd4,0.2614676623952469,,,,,
Chd3,0.260864351543995,,,,,
Irf4,0.2977544581492725,,,,,
Thra,0.3080823773246175,,,,,
Trim24,0.3043856730458065,,,,,
Cd47,0.2855376801853072,,,,,
Mxi1,0.2887439422075513,,,,,
Lmo2,0.2879878648604132,,,,,
Fas,0.2877174343020077,,,,,
Il6st,0.2801931214021613,,,,,
Cd160,0.2765534234926702,,,,,
Phf19,0.2781222541714269,,,,,
Hivep2,0.2231007604022025,,,,,
Polr2a,0.22336015269991602,,,,,
Fosl2,0.2278707407994553,,,,,
Cdc5l,0.2254770875991981,,,,,
Smad1,0.2266821495689098,,,,,
Mtf2,0.22634868725150156,,,,,
Igf1r,0.2301938086157091,,,,,
Smurf2,0.2330560548600082,,,,,
Ighd,0.234317584481813,,,,,
Cd5,0.2444424748664097,,,,,
Rere,0.2406595939560719,,,,,
Smad3,0.24069312801034884,,,,,
Cd300c2,0.23858568494683985,,,,,
Btla,0.2371164620345819,,,,,
Ly75,0.2379281892083503,,,,,
Ets1,0.23756546229317854,,,,,
Kat2b,0.20270251131188546,,,,,
Il2rb,0.21309311096677616,,,,,
Ash1l,0.21207226203058588,,,,,
Sf1,0.20781935443598595,,,,,
Nfkb1,0.20789662670981915,,,,,
Max,0.20939647349812773,,,,,
Ube2b,0.20883880060243368,,,,,
Fubp3,0.1921988733454981,,,,,
Batf3,0.1971322062100284,,,,,
Csf1r,0.19617264035320006,,,,,
Sirt5,0.18628728250265109,,,,,
Trps1,0.17888529095724165,,,,,
E2f3,0.3793930840827221,0.3080755226635458,,,,
Tcf7l2,0.3203937205506098,0.1831090556878712,,,,
Ythdc1,0.2081110159230747,0.1929657291571011,,,,
Slc3a2,0.20281661224870604,0.21798509561982987,,,,
Rnf19a,0.216356001775368,0.2157162117958742,,,,
Trgv2,,,,,0.2722687740885571,0.25693616899791033
Cd300lf,0.20899442929482492,,,,0.3076611096781266,0.331169667950284
Trdv1,0.18615222747588875,,,,0.27515726761755244,0.2841411907804049
Stat3,0.20698771038685207,,,,0.22029637367879704,0.1690060628555195
Plaur,0.12048353925931145,,,,0.3067019825236638,0.20415303892555686
Brd8,,,0.32657690736701195,,0.2350123300383517,
Zbtb10,,,0.31934440114193224,,0.24277361499040825,
Itga2,,,0.24868833100315785,,0.325214736595994,
Klrb1c,,,0.2325853773781621,,0.34562304564457597,
Padi4,,,,,0.5047267472282924,
Tnfaip3,,,,,0.428689359910825,
Tnfrsf1b,,,,,0.1099463057840113,
Mxd1,,,,,0.2144966141935551,
Mef2a,,,,,0.2194704422665696,
Btbd11,,,,,0.22301061024106694,
Ing3,,,,,0.23028043231505124,
Cnbp,,,,,0.22675327380254784,
Il17ra,,,,,0.22754408796970196,
Spn,,,,,0.22789934015490704,
Cd37,,,,,0.2348412663238625,
Tshz3,,,,,0.23917001735185106,
Fbxo17,,,,,0.18117527358469715,
Sla2,,,,,0.19298581024215375,
Zbtb1,,,,,0.1980243835929115,
Ddit3,,,,,0.19991576297868074,
Il4ra,,,,,0.1997500030762153,
Klra6,,,,,0.34681667097350805,
Il6ra,,,,,0.31856143491241845,
Tardbp,,,,,0.2992840527728663,
Trem1,,,,,0.2964947822117515,
Prmt1,,,,,0.3034360106993196,
Dach1,,,,,0.3076611641345466,
Csf3r,,,,,0.3076611096781266,
Sirpa,,,,,0.3076611096781266,
Cxcr2,,,,,0.3076611096781266,
Pa2g4,,,,,0.2848585144330787,
Zdhhc13,,,,,0.2536912941686545,
Ppargc1b,,,,,0.2619069943996309,
Nsd3,,,,,0.2673458470944538,
Bmpr1a,,,,,0.26948132604263925,
Phf1,,,,,0.26881047220763005,
Kmt2a,,,,0.2176605204743276,0.17519485606822874,0.18188280716097205
Khdrbs1,,,,0.22178615152747716,0.25006336810929997,0.2473117184741904
Tet1,,,,0.2663891506311615,0.3373178439504054,
Polr2b,,,,0.2393210866664044,0.2375031065338127,
Prdm5,,,,0.2041134020721783,0.24653445360304785,
Smad7,,0.2160314815339846,,0.2457155083692627,,
Ms4a1,,,,0.35537737727156216,,0.14552618679254772
Runx3,,,,0.29561367849638226,,
Tgif1,,,,0.3015801213854674,,
Tsc22d3,,,,0.3024625241603523,,
Deaf1,,,,0.2816457216745021,,
Eif5b,,,,0.2911374637241838,,
Sp4,,,,0.286983069288062,,
Maf,,,,0.2890170113978948,,
Pbx3,,,,0.2348066254500777,,
Atf7ip,,,,0.2367826375453664,,
Skil,,,,0.24860912749358685,,
Rora,,,,0.24791763941125125,,
Cd40lg,,,,0.2528053013907655,,
Hopx,,,,0.2560402257226333,,
Mbd2,,,,0.25552424399605,,
Nr3c1,,,,0.2652121065110841,,
S1pr1,,,,0.2625891752142232,,
Tlr1,,,,0.2751234465544583,,
Dnmt3a,,,,0.2697672203241776,,
Cbfb,,,,0.15688590367601415,,
Rb1,,,,0.1842678793036336,,
Pbx4,,,,0.18799229852006286,,
Zfp512,,,,0.18033406373003044,,
Elf2,,,,0.1765724785165444,,
Notch1,,,,0.19840517341637576,,
Stat4,,,,0.19622585910495333,,
Cd9,,,,0.1965373744708288,,
Hist1h2bp,,,,0.2054237249960932,,
Jade1,,,,0.21078389202711106,,
Zfp382,,,,0.210756155459496,,
Izumo1r,,,,0.20951335441515595,,
Chd7,,,,0.20842078787240936,,
Trp73,,0.16208087068691554,0.244818339273772,0.1684340743402723,0.15844707844336392,0.18963358361854987
Pou2af1,,0.18408887835980767,0.1907238175240822,,0.20846946862141896,0.18612773475353347
Elf1,,0.19063750865526646,,,,
Ccr2,,0.2596983156577136,,,,
Klra1,,0.26549771886289675,,,,
Cd53,,0.23396544610286574,,,,
Phip,,0.2255689237404483,,,,
Lgals9,,0.2292172790843284,,,,
Atf3,,0.18391467076979046,,,0.20224861035751365,0.2099729291757561
Zfp143,,0.27163219882643724,,,,0.24233410645142106
H2-Ab1,,,0.3885491560294652,0.38398387703054704,0.2407645920539869,0.4216833060130332
Sfmbt1,0.33849031603848856,0.2780743777776733,,0.2829177871173559,,0.23167442237236374
Mef2c,0.25258251496006634,0.21352364962236428,0.2039575085249388,0.2002794345583533,,0.1965512658934452
Paxip1,0.3808139647490937,0.3195041023587194,0.330492625410792,0.3167000631682582,,0.23134997595996296
Ccr6,0.3182403134696864,0.2850850340962007,0.2700768677001687,0.3204662386024653,,0.3796070241376944
Id3,,0.17891348043725758,0.16904570357638496,0.3743584416179048,,0.2529556644791122
Rnf20,,0.2278765256750519,,0.2501125107664495,,0.2947551417160037
Tnfrsf25,,0.1882821706244572,,0.365453024466666,,0.28260946846187945
Ccr7,,,0.2473266844785739,0.20719534296361564,,0.3013945203634178
Pax5,0.24648265087402896,,0.2737976972388129,0.3507355043073904,,0.2650922711781439
Ikzf2,0.3433849151425816,,0.21877063940128744,0.19223404040655,0.15927518634262444,0.3267676272330264
Ly86,0.4333210624897129,,0.2680374608111864,0.2836726340859663,0.2502614853248825,0.20418650267080898
Klra3,0.2380168091868913,,0.22155721559142805,0.4431194150021538,0.2525334014251156,0.2509814152773826
Klrd1,0.227132370061032,,0.4447633519703356,0.3159353081314783,0.27831555507102096,0.22748241428823254
Il1rl1,0.2814022566290435,,0.3206847337018978,0.2562077733086777,0.2638697559358371,0.2680003690190709
Snrpd1,0.5542602225036922,0.27360978638172995,0.5358065569192398,0.3253738812117614,0.32246143525462817,0.23505095018794905
Suz12,0.5558135309589141,0.323453164137712,0.4757503843585761,0.2897304754351559,0.26254479717246465,0.25649379915253284
Tox2,0.27700596029917096,0.1966618443837201,0.22497140205390767,0.30301991770055386,0.3516718715023209,0.21923873986445264
Cd28,0.2704326154608517,0.22606096171509366,0.2428437093785633,0.25998223017202143,0.2318193125674444,0.2491609163072824
Vax2,0.2758145448910865,0.22867382580573156,0.2800716832309841,0.32355621213772084,0.250946467841815,0.2516784845097361
Fasl,0.41537447331463373,0.24424831264929125,0.2819477831644092,0.3645564044348907,0.3087249112214864,0.31173217351703536
Fosb,0.3147199183717437,0.2520390476866987,0.3675765710006057,0.3491807091046932,0.3026499374227234,0.2982068636922786
Itga1,0.2875217964829413,0.2550422012162679,0.37125478986361776,0.3918323044204145,0.3021030811424951,0.2397154592093169
Brca2,0.4207868497481151,0.3704276908070278,0.4224283780812884,0.2480890908347923,0.16007245900159933,0.22067656282535744
E2f8,0.3186100116389756,0.4389367508373146,0.35079672985385696,0.2540719180253078,0.2882647311330045,0.2919816119868105
Cxcr6,0.4082317426537288,0.3017691871318007,,0.4095501802837657,0.29455145740178146,
Crtam,0.3938748883781119,0.2109795739396449,,0.3527401444187141,0.2542306058868448,0.2608521471483425
Slamf6,0.6069860626099696,0.2580784668753312,,0.3437254188472433,0.2837847157400617,0.2567210246489671
Tnfsf8,0.6323886068307957,0.2487391213440967,0.17217016278227726,0.4191477931533314,0.3297658670870904,0.2464053811253687
Aff3,0.5462051192048242,0.16670158909012905,0.12351542990920872,0.3615619664875631,0.25264018579140385,0.22615376530061115
Ebf1,0.3675118244925776,,,0.5589869501898566,0.2664038093046069,0.35972630530232796
Ifngr1,0.4676838996632465,,,0.5080307629938694,0.27750832498769284,0.3428789754464129
Icos,0.4517121929949167,,,0.20365361047678346,0.2640255701146769,0.3412868032973561
H2-Eb1,0.27828081026378776,,,0.22219394874197373,0.1189959598242911,0.28018191700413697
Tnfsf11,0.2858044569363692,,,0.3073026346512464,0.2020020355173555,0.2256868461405693
Hat1,0.5311067740696411,,0.5729906829507669,0.3862341161745591,,
Taf1,0.31996054716137057,0.3437627875096181,0.3105920334333707,,0.27221974175956865,
Supt16,0.3729373575228776,0.2973248554324672,0.3766784106172821,,0.297512856366577,
Rbbp4,0.380143555630781,0.3211265281184288,0.3575368689615267,,0.2321924207970135,
Wbp11,0.4124359218959452,0.356374219964027,0.3628950792976858,,,0.2625087550604573
Rarg,0.2259830288965129,0.2752011826213359,0.27306913066615424,,,0.2515864080834856
Hnrnpr,0.31381074372697776,0.2769381431237536,0.2677433317204526,,,0.21215367189627274
Kdm7a,0.35673529222508243,0.2871905287165821,0.31967335155506416,,,0.2209188607060913
Mcm5,0.5463892870598056,0.4382637576172103,0.5009266226515726,,,
Dnmt1,0.570957462915815,0.4962916911584349,0.5625410820006019,,,
Suv39h1,0.3101011502694576,0.29807315460904965,0.3014306319055549,,,
Aurkb,0.2821394769414862,0.30372640902121834,0.321744462246938,,,
Chaf1a,0.3520219235435851,0.2720840782173241,0.30845397869068875,,,
Psip1,0.3184350080793968,0.2252193668397492,0.33285749522367986,,,
Ezh2,0.4469104674703923,0.38563078618792,0.3129726694296565,,,
Nap1l1,0.4145266568746971,0.3787243061794265,0.3368215344037559,,,
Orc1,0.431342571229105,0.3484844676347295,0.3418684086496671,,,
Tcerg1,0.40572332660974747,0.34020217892724897,0.3596897473079461,,,
Rad51,0.3822550554802805,0.2905502105718476,0.3680655007843493,,,
Kntc1,0.33729140760220866,0.3501673903097191,0.3740017901965981,,,
Brip1,0.5323792897803096,0.3911705685267146,0.4256802223674399,,,
Dek,0.4285918138708124,0.4188209343974432,0.4728524237031486,,,
Bard1,0.4560421075113064,0.3924730196879716,0.41602716061713213,,,
Hnrnpd,0.3456183383442237,0.35990219407908797,0.4962762477454625,,,
Trip13,0.4305699270155489,0.2796720111748745,0.4528502877042997,,,
Uhrf1,0.6048250778591133,0.4559221239534709,0.4343041025798611,0.3646535667195209,,0.27805130879535195
Atad2,0.6800347402834409,0.5910801343168018,0.6277255680430884,0.31542380182794466,,0.23580701157696105
Cenpk,0.6943791851200386,0.3915641137964386,0.471376205366845,0.2795355252322029,0.28047832114310856,
Mcm4,0.6195540572972301,0.5681120845883679,0.5331838427904875,0.41610180742548464,0.23254790172417944,
Nsd2,0.521629826509168,0.4853631147151264,0.5584481836811162,0.27977554686969464,0.2648519241350522,
Cd83,0.3738502304748456,0.21926011148098104,0.20461279251030975,0.3307189965776066,,
Il2ra,0.3794666156940358,0.2558096155665248,0.27789668428045394,0.3326631479852451,,
Mcm8,0.31652005183223264,0.3075390624993905,0.30163178458533263,0.2866275071494315,,
Mbd4,0.3353369451658892,0.2741123153295829,0.29233940080887183,0.27015246737237586,,
E2f2,0.3680822648200076,0.2751239933796747,0.27311302075562993,0.2712618580366509,,
Rfc1,0.5100720010035087,0.4709926284886683,0.5007994821773218,0.4434050549536805,,
Mcm6,0.4909144466189114,0.3915319385044971,0.4697778324986388,0.44124255899196174,,
Brca1,0.5632411437837086,0.4506691866040082,0.4717767425319793,0.3357680225916878,,
Mcm3,0.6228844726609615,0.4600047482968486,0.4669841091062859,0.4365574019941129,,
Wdhd1,0.4512486105663997,0.3685234749877867,0.385996886472451,0.2840654833174423,,
Rbl1,0.492704066848493,0.3979943731236493,0.3190060365583196,0.23272195229852716,,
Chaf1b,0.4056214457906896,0.2983605971783765,0.4219999697469128,0.3500191938425687,,
Mybl2,0.3762261614689726,0.34931940609902273,0.4268326098211905,0.2929237629281908,,
E2f1,0.44480078580800864,0.4381413738536188,0.4195636669605767,0.3861968601849242,,
Mcm7,0.41042481979566986,0.3807616289704079,0.4910248976840641,0.3805209299619434,,
Timeless,0.4418334918588046,0.3921133952673352,0.4488646013772285,0.33309776716312745,,
Cd74,0.34229180622952904,0.26859538804681826,0.5851438327715778,0.2904028744606369,0.5386467087046601,0.5474023271269362
Hells,0.8043386353330895,0.6159314229313166,0.7296469657466159,0.5830495606644945,0.23754859390221605,0.2926245490095532
Tcf7,0.7072633143114253,0.2811446559069222,0.28700579181469754,0.6135922008144442,0.3034250313742613,0.2153999657765107
