gene_name,P2-P7_likelihood,P2-P4_likelihood,P6-P2_likelihood,P2-P1_likelihood,P5-P2_likelihood
Apc,,0.2765746839258537,,,
Anks3,,0.2799345925819969,,,
Cd52,,0.2833592426855266,,,
Il2rb,,0.2827460591060297,,,
Foxk2,,0.2823031070389669,,,
Drap1,,0.28204583036494524,,,
Ssb,,0.23808805987226564,,,
Pknox1,,0.23454530189835635,,,
Skil,,0.2320163326834983,,,
Ubn1,,0.25072048575305417,,,
Brd1,,0.2418418195701987,,,
Ube2k,,0.24117047260928845,,,
Ncam1,,0.2453402460058996,,,
Ctr9,,0.2431165286802907,,,
Rai1,,0.24414126864136196,,,
Taf5l,,0.200748328811008,,,
Ms4a1,,0.22497211086054564,,,
Mtf1,,0.22545280166529466,,,
Ifi204,,0.2206387857535096,,,
Zfp207,,0.21963547250819626,,,
Gabpa,,0.22168034166574566,,,
Cd68,,0.22298843739841825,,,
Polr3f,,0.20851867390477366,,,
Zdhhc2,,0.21039085223742948,,,
Ankra2,,0.2130729973507283,,,
Gatad1,,0.21492628718252954,,,
Prmt6,,0.2155736666620908,,,
Tfrc,,0.4391973156547525,,,
Klf13,,0.4107770249001582,,,
Maml3,,0.5518280796983273,,,
Cd69,,0.507442095704097,,,
Fmr1,,0.3114463215236402,0.3406376264600752,,
Xrcc5,,0.2802185795580837,0.3401202317256172,,
Thrap3,,0.2362550989093057,0.2559997109590473,,
Tgif1,,0.2768273841666478,0.2405626343370052,,
Elf2,,0.3178860596711654,0.2500815437666372,,
E2f6,,0.3032766683443008,0.2538934910075523,,
Sp100,,0.467568409842408,0.21314217309593608,,
Itga4,,0.6202371088511438,0.2829430459480715,,
Ccr7,0.16861391854207172,0.5899466854432381,,,
Cd47,0.16772447707401605,0.32651718848268096,,,
Cd200,0.2366559368541269,0.2097624686360476,,,
Nono,0.21581056503144036,0.23461680952400385,,,
Fosl2,0.2280943135794941,0.44547002959923415,,,
Mxd4,0.2987242471725968,0.4042016827382081,,,
Id2,0.26900080232407503,0.3975592161315624,,,
Pdcd11,0.2702965479400989,0.4234323932880379,,,
Ddx20,0.4100565797457065,0.20716424323751215,,,
Cd5,0.3472546860596144,0.4223615764379991,,,
Cbx1,0.393844738528704,0.3542052299659409,,,
Pax5,0.3856401355248172,0.3907146511855995,,,
Trim28,0.3118367357049417,0.2430775467061363,,,
Cebpz,0.3268179099018641,0.2665932943893555,,,
Il2ra,0.3392830665111399,0.2513139867021475,,,
E2f3,0.3399064728305403,0.2332064872110572,,,
Ivns1abp,0.2871854973372913,0.3039247872353916,,,
Psip1,0.3522234057035879,0.3092056703277174,,,
Fhl2,0.33319729528430936,0.3126084935788795,,,
Stat2,0.33777498385360755,0.3161609569887136,,,
Kdm6b,0.3591444499241184,0.3394560191940375,,,
Arid5b,0.3384705900126615,0.3415998456301324,,,
Fasl,0.23409087542663745,0.4145609972236978,,,0.3087249112214864
Epas1,0.3741163765944189,0.2245706237930632,,,0.21045844622201096
Klrk1,0.2903086191091284,0.3328825262969529,,,0.20560342764938053
Il4ra,0.25876840684333424,0.2956817656342505,,,0.1997500030762153
Ilf2,0.4328327221377509,,,,
Prdm1,0.3938322457324529,,,,
Csf1r,0.4016385992576053,,,,
Cd300c2,0.40501324193244304,,,,
Fli1,0.15332918970061585,,,,
Tgif2,0.2562306737905741,,,,
Entpd1,0.2565441338587239,,,,
Zfp282,0.2547194335547186,,,,
Irf4,0.25505691261330865,,,,
Itgb3,0.2627398322398729,,,,
Xrcc6,0.26013902474785594,,,,
Nfya,0.2510138682252887,,,,
Mxi1,0.24921704388219426,,,,
Mbd2,0.2476768847801916,,,,
Kat2b,0.2404495836427701,,,,
Cd84,0.2396197146794791,,,,
Papola,0.24553726260975106,,,,
Irf7,0.2437772307649595,,,,
Chd3,0.2431133249967449,,,,
Ash1l,0.20765180933069646,,,,
Il18r1,0.20340606609262826,,,,
Upf1,0.20213363578270532,,,,
Ovol2,0.2176145178902325,,,,
Thy1,0.21610295135095295,,,,
Nfia,0.23361722105045804,,,,
Ikzf3,0.2327869516533621,,,,
Rere,0.2330662339844001,,,,
Smurf2,0.23330018876468314,,,,
Atf1,0.2245589969728723,,,,
Sub1,0.22425505937710535,,,,
Nap1l4,0.22536684068887464,,,,
Cd160,0.2257545699873541,,,,
Gtf2h1,0.2259870304430353,,,,
Myb,0.3346660768369246,,,,
Taf6,0.3435381569615658,,,,
Tox,0.3559143489187695,,,,
Dpy30,0.3532070684726171,,,,
Bbx,0.3683390646713216,,,,
Foxm1,0.3642928238807983,,,,
Il10ra,0.30364502927501225,,,,
Smarca4,0.3074154842920295,,,,
Hdac2,0.30589152170231954,,,,
Sap30bp,0.30647818844237146,,,,
Wdr5,0.30981042402878856,,,,
Prmt3,0.3139950177662669,,,,
Tcf12,0.3127257899066461,,,,
Il6st,0.326640721168796,,,,
Mycbp,0.3170720712393069,,,,
Pecam1,0.3172946748755097,,,,
Trim24,0.3237895894702105,,,,
Ccr6,0.32295153011416805,,,,
Pou2f2,0.3213047957000613,,,,
Pcmt1,0.3197433976566656,,,,
Rel,0.3197923047618317,,,,
Lag3,0.2759136455087534,,,,
Cbfb,0.27345430090460005,,,,
Polr3d,0.2741900378920994,,,,
Tbc1d2b,0.2740316050566639,,,,
Zfhx2,0.2709047618314506,,,,
Igf1r,0.2678883984725479,,,,
Ets1,0.2670737633662621,,,,
Cd6,0.28440734461954875,,,,
Zbtb17,0.2816870519564996,,,,
Ilf3,0.29563875889558816,,,,
Csrp2,0.2957409027455741,,,,
Brpf3,0.2898101764011421,,,,
Fkbp5,0.291341466877178,,,,
Satb1,0.2308083096811455,,,,0.2046762095111912
Dpp4,0.24504170998468375,,,,0.2280682567859619
Fcgr2b,0.1899557675489478,,,,0.19443239576210355
Tshz3,0.1867162756792714,,,,0.23917001735185106
Ewsr1,0.2740162848134539,,,,0.3167584340149214
Trdv1,0.22963143158799634,,,,0.27515726761755244
Hmmr,0.5032057001893981,,,,0.2928289892085789
Il7r,0.3940008561635224,,,,0.2162190613327209
Espl1,0.34196581600346165,,,,0.31961187464777746
Hmgb2,,,,,0.3616335933707391
Tnfrsf1b,,,,,0.1099463057840113
Kmt2a,,,,,0.17519485606822874
Ddit3,,,,,0.19991576297868074
Tnf,,,,,0.19340297932490771
Sla2,,,,,0.19298581024215375
Il1rl1,,,,,0.2638697559358371
Zdhhc13,,,,,0.2536912941686545
Khdrbs1,,,,,0.25006336810929997
Ing3,,,,,0.23028043231505124
Cd37,,,,,0.2348412663238625
Brd8,,,,,0.2350123300383517
Pou2af1,,,,,0.20846946862141896
Stat3,,,,,0.22029637367879704
Mef2a,,,,,0.2194704422665696
Dnmt3b,,,,,0.21931329496362725
Sirpa,0.04854216661725561,0.020032048596434118,0.2659016514983263,,0.3076611096781266
Klrg1,,,0.2702552751234817,,0.2914901631616643
Itgax,,,0.2479194254707291,,0.2881737268835087
Itgb1,,,0.2943775652812598,,0.27220520142045074
Ppargc1b,,,0.2734491612746971,,0.2619069943996309
Kdm5b,,,0.2471359595730692,,0.14650974791559554
Trp73,,,0.254930339465184,,0.15844707844336392
Polr2b,,,0.20892430762238007,,0.2375031065338127
Eed,,,0.18130782685617333,,0.2224785081120183
Hat1,,,0.42130962774698977,,
Smarcc1,,,0.4059572687436617,,
Bcor,,,0.4016292610562737,,
Foxp4,,,0.2626968047547037,,
Ruvbl2,,,0.2551857034173842,,
Sf1,,,0.22845032338093496,,
Sp140,,,0.2264663854847564,,
Gtf2e2,,,0.23420455977843824,,
Ccr2,,,0.2376576002976934,,
Taf15,,,0.2472940356352012,,
Carf,,,0.2431220206259237,,
Phf14,,,0.2426786248320396,,
Cd22,,,0.17830823911670698,,
Batf,,,0.2019474177323392,,
Elf1,,,0.20854754835285114,,
Brd9,,,0.20747221823613776,,
Itgal,,,0.3105613868226511,,
Smad3,,,0.3007181186756997,,
Tshz2,,,0.3041359594729791,,
Hmga1,,,0.3039922974503057,,
Jade1,,,0.2891332097428703,,
Safb,,,0.28177195168825897,,
Bin1,,,0.2783482294605103,,
Bclaf1,,,0.3707993581341347,,
Ash2l,,,0.34487891614674154,,
Cd96,,,0.3328520123787151,,
Hnrnpab,0.6440148115292594,,0.4601024841164537,,
Brip1,0.5648945893637807,,0.32118345864233344,,
Kntc1,0.5980335216309475,,0.3816920016607089,,
Cbx5,0.6030334021703508,,0.3976055528674993,,
Bard1,0.4742019276226879,,0.27597660172591515,,
Ybx1,0.4409981688611149,,0.3474313499988827,,
Tcerg1,0.4574527598332155,,0.3654559479182592,,
Paxip1,0.3771900112109057,,0.3890152095641338,,
Ezh2,0.4014488398506336,,0.3752092374522205,,
Suv39h1,0.2932168420678185,,0.4260921566217204,,
Ttf2,0.28944114642648683,,0.4161543055250158,,
Parp2,0.33251990258818964,,0.3800685611555707,,
Sfmbt1,0.3273146309784528,,0.35239904624436164,,
Rbl1,0.3173506258624941,,0.3352629263538858,,
Pou6f1,0.3777556283791122,,0.20064427910983906,,
Ssrp1,0.3986706835730754,,0.28908682914065914,,
Kdm7a,0.38082283639746334,,0.2793758955696077,,
Tcof1,0.2959074790177297,,0.24127108616163165,,
Mtf2,0.3171617498128209,,0.27381789933007705,,
Wbp11,0.32301300210106515,,0.2873914832576015,,
Mbd4,0.3236009760162649,,0.29802159627755703,,
Slc3a2,0.2411001046248723,,0.25956084607970675,,
Nfkbib,0.2279796405408321,,0.2230215254924183,,
Ccr9,0.20844896883200992,,0.3362858752001007,,
Dnajc2,0.26265798432301113,,0.32938646209133915,,
Aurkb,0.30339018888416164,,0.6292029438940746,,
Orc1,0.4675934120982938,,0.4764118551541942,,
Dnmt1,0.3864165385634959,,0.5499025519209099,,
Rbbp4,0.2892839053418094,,0.5302215664858845,,0.2321924207970135
Cxcr6,0.3555682198120032,,0.3106533945224704,,0.29455145740178146
Ssbp2,0.3283464701155497,,0.1951302503603984,,0.19916701493486025
Tnfsf11,0.28624560985292713,,0.25173769632680465,,0.2020020355173555
Rbbp7,0.5204140155034837,,0.4096781825286948,,0.2903673131083938
Tnfsf8,0.5080965090849563,,0.16634257644635242,,0.3297658670870904
Slamf6,0.5283253907396644,,0.27476390340807577,,0.2837847157400617
Phf19,0.3370258294816364,0.2640976665307836,0.2363462620433284,,
Atf7ip,0.2984347098491996,0.3727676219473927,0.24871886076252364,,
Ube2b,0.271721643158204,0.3674430845062256,0.24985169604853444,,
Tfdp2,0.27293476969959024,0.38008073853474256,0.2266260439158873,,
Zbtb20,0.3988460878653556,0.3712567176231328,0.21836382334578136,,
E2f2,0.387129194700154,0.3384317486434626,0.24195250260902765,,
Smad7,0.37436518416774267,0.34311565275192796,0.29745024371004497,,
Tnfsf4,0.3281332267130085,0.35555397519669224,0.3074625152613817,,
Cd53,0.22435072625285796,0.2652389741112381,0.3097528602526462,,
Tcf7l2,0.229951357495354,0.24052532247994235,0.2616187846187073,,
Prmt7,0.2840192061541486,0.22489852409712066,0.41688510213399865,,
Apex1,0.2933518182094325,0.3492617576324909,0.3824826679123906,,
Mybl2,0.3431384860168158,0.2933115016218803,0.3667730857523082,,
Actb,0.35394669356614283,0.5678949679535663,0.5328073858269043,,
Hnrnpd,0.327638184818396,0.3543506177290631,0.4525152351004725,,
Smyd2,0.34051553430204057,0.3603224829247942,0.5314410929675709,,
Rfc1,0.2860436310844915,0.4105041985463549,0.5110625837734445,,
Brca1,0.6417347588206096,0.4675331788229379,0.3519901188555721,,
Mcm6,0.4905258851740401,0.5475512354806062,0.3276877019299801,,
Rad51,0.5137096468149918,0.2535343566070233,0.3234840586509001,,
E2f1,0.5662437994229081,0.3428925344494804,0.4176617716979304,,
Parp1,0.4766264612200623,0.35156409600299104,0.39128720861974187,,
Tfdp1,0.4987998005397455,0.3451605734588182,0.4480993677833067,,
Wdhd1,0.5595774531796992,0.44203936302090224,0.4779827246970879,,
Mcm8,0.4412416511843499,0.4425640513578917,0.4792489262208741,,
Cenpk,0.5939554350716035,0.4615185846799683,0.3236492295374348,,0.28047832114310856
Tcf7,0.5417678625711326,0.3656089276985912,0.2547919494450868,,0.3034250313742613
Aff3,0.5005892047335855,0.3562022144369101,0.24016296782498586,,0.25264018579140385
Supt16,0.5994914925957994,0.2569218685363913,0.38832021093579855,,0.297512856366577
E2f8,0.6134309643815272,0.3013781993420359,0.41832608836325225,,0.2882647311330045
Nsd2,0.44850069328678616,0.26077338553874124,0.4740179604767688,,0.2648519241350522
Suz12,0.4656016375655826,0.3292185504559895,0.37558838550631896,,0.26254479717246465
Cnbp,0.22479640546010826,0.2716333080184983,0.18850487875631936,,0.22675327380254784
Ikzf2,0.24917884249393085,0.2360254854574646,0.15115102247313922,,0.15927518634262444
Srrm1,0.20902146008657807,0.22369290570581007,0.21004850329754854,,0.13945588188480088
Taf1,0.34701159103160617,0.2055929823637079,0.4053126710229765,,0.27221974175956865
Tox2,0.2754626507453183,0.2612656545162377,0.3711202640366889,,0.3516718715023209
Tardbp,0.2726973513736637,0.22987035388342344,0.3869808143099107,,0.2992840527728663
Snrpd1,0.3730648125602427,0.2764029189914379,0.3206544540480969,,0.32246143525462817
Trem1,0.3847281392732572,0.21882223481834776,0.2454676335585785,,0.2964947822117515
Fosb,0.3718477401912565,0.33250598266455583,0.24916243358389295,,0.3026499374227234
Dach1,0.40503918684550505,0.2709260818170576,0.2451600081439935,,0.3076611641345466
Cxcr2,0.38473087677444345,0.2900028481868885,0.2447093579598347,,0.3076611096781266
Csf3r,0.38473087677444345,0.2777602508893173,0.2447093579598347,,0.3076611096781266
Icos,0.3153564074811112,0.25827895177763444,0.14808412982989305,,0.2640255701146769
Polr2f,0.332654666014942,0.31425584000282303,0.29622909908838946,,0.2245524496840382
Vax2,0.2931649775289475,0.3564495928289011,0.2724288543672528,,0.250946467841815
Il23r,0.2521691532732985,0.27437113771502475,0.29600252267825033,,0.22505546016156824
Jaml,0.30766034726378805,0.2614571298981887,0.25419780664550634,,0.21936454650409487
Trbc1,0.2932300931320669,0.2390844554563068,0.20968600559051429,,0.2400580636084314
Cd28,0.4131478150323015,0.431542535068388,0.4696023688325286,,0.2318193125674444
Klf3,0.3293365015087735,0.4817996949835349,0.29315225261717665,,0.2816708816008452
Ifngr1,0.3782109146956496,0.4235159446772701,0.3889573740587083,,0.27750832498769284
Pa2g4,0.3592731434861129,0.4657371053655418,0.3614053746306514,,0.2848585144330787
Zfp36l1,0.374934042767358,0.4572851981801225,0.21610212920337396,,0.2366854110722521
H2-Ab1,0.3792156505837342,0.411939522884948,0.13805569107009735,,0.2407645920539869
Ctla4,0.34762961796947794,0.5813475728820022,0.22194437227750735,,0.2022503922367756
Scml4,0.4458890202045312,0.6326741588999113,0.2728049838277525,,0.2798214635206585
H2-Eb1,0.6067339197858791,0.6009885609355533,0.06971923048219338,,0.1189959598242911
Selplg,0.38694410989527894,0.5860688859876769,,,0.3493419601908936
Ebf1,0.451698316978951,0.6945436299019099,,,0.2664038093046069
Klrd1,,0.6033159333084396,,,0.27831555507102096
Tnfaip3,,0.8483183697426977,,,0.428689359910825
Sell,,0.6286852434386078,0.35573187579494936,,0.3814312045089885
Itga2,0.194742323184456,0.41788469549139495,0.2454922943684761,,0.325214736595994
Itga1,0.2176083239174559,0.3596933585712873,0.27250755693302786,,0.3021030811424951
Klra6,0.22955884664478185,0.3628555087274077,0.22144914952521436,,0.34681667097350805
Cd300lf,0.1193758788738295,0.4918652287247879,0.2447093579598347,,0.3076611096781266
Zbtb10,0.200581776497102,0.5429735278392445,0.2899700931365722,,0.24277361499040825
Bmpr1a,,0.34759237974498103,0.2879484947632349,,0.26948132604263925
Tet1,,0.3191700651823557,0.29195469594159074,,0.3373178439504054
Btbd11,,0.30656861548395675,0.2168854805932603,,0.22301061024106694
Prmt1,,0.3087684938839081,0.20224869974358475,,0.3034360106993196
Ahr,,0.4847049761845236,0.3363112591048857,,0.21523469144110108
Mxd1,,0.5212105975353066,0.2436140212244821,,0.2144966141935551
Il6ra,,0.4631861888891667,0.3416008729150549,,0.31856143491241845
Prdm5,,0.3949452721081291,0.3930781395647937,,0.24653445360304785
Cd74,0.2790157992685205,0.8134399196180543,0.4402817293924667,,0.5386467087046601
Padi4,0.2057751281072764,0.7253312462723775,0.4501093686782873,,0.5047267472282924
Nt5e,0.2784748546439063,0.6181960362824674,0.19154240873896425,,0.4415356639538212
Plaur,0.24425111225569895,0.6723438814807278,0.2454680232768044,,0.3067019825236638
