gene_name,P5-P7_likelihood,P5-P2_likelihood,P5-P6_likelihood,P3-P5_likelihood,P5-P4_likelihood,P5-P8_likelihood
Clec12a,,0.049653818512361385,,,,
Ifi204,,0.08073032956806499,,,,
Zbtb16,,0.07908243875731583,,,,
Kdm6b,,,,,0.2429279164347663,
Ifnar1,,,,,0.22223103919280834,
Tlr2,,3.234199261564799e-08,,,0.06623362844794323,
Trem1,,0.0007948629808518621,,,0.1025555048430406,
Ciita,,,,,0.14094759860958425,
Fosl2,,,,,0.15560627732407314,
Calcoco1,,,,,0.1665435783199263,
Bcl11a,,0.07402893170071959,,,0.13770542673720446,
Cd180,,0.05960745963704625,,,0.15075050303249382,
Cd86,,0.05231595527757449,,,0.14113789602433113,
Arntl,,0.15479090662525566,,0.14549162433608664,,
Phf20l1,,0.19820276822170232,,0.2112366446378979,,
Phf1,,0.4500279912679113,,,,
Tfdp1,,0.3069350154208968,,,,
Ruvbl2,,0.3338231336027397,,,,
Fli1,,0.3917057912233321,,,,
Csf1r,,0.4045003752968432,,,0.006048617321751807,
Batf3,,0.3736910570382235,,,,
Pa2g4,,0.3549714292137188,,,,
Csf3r,,0.21438858415882767,,,0.11131653526190308,
Cd300c2,,0.21971784290456756,,,0.055644386122093256,
Dnajc2,,0.2551211505896098,,,,
Trip13,,0.2541189634321861,,,,
Tnfrsf4,,0.2533519679144935,,,,
Irf2,,0.25349865803708715,,,,
Phf14,,0.23200716553776105,,,,
Tet1,,0.2357931864959953,,,,
Il4ra,,0.2365424173126931,,,,
Trdv1,,0.2472948373366102,,,,
Wbp11,,0.23953637848703804,,,,
Brd7,,0.2419598495241025,,,,
Nr3c1,,0.2425246473164095,,,,
Fbxo17,,0.2850489206171961,,,,
Zfp113,,0.2891612839048564,,,,
Btbd11,,0.2629472453824652,,,,
Safb,,0.2659380020551256,,,,
E2f2,,0.2707127769609523,,,,
Cd200r1,,0.2759639838486843,,,,
Ifngr2,,0.2777151071448642,,,,
Sertad2,,0.16831510871677013,,,,
Nfkb2,,0.17519593167264927,,,,
Tshz3,,0.1761153627705606,,,,
Il17ra,,0.1494719658967415,,,,
Aatf,,0.15831905510262986,,,,
Slc3a2,,0.2247420420490095,,,,
Zmynd11,,0.2100169806751729,,,,
Nmi,,0.2154759889763104,,,,
Lair1,,0.21729322841060086,,,,
Ahr,,0.19967774037964525,,,,
Gadd45b,,0.2032196242562872,,,,
Zfp207,,0.2048877564638864,,,,
Irf7,,0.19331836321313656,,,,
Zfp36l2,,0.1923298191736296,,,,
Ccr6,,0.1839277459527307,,,,
Klrb1c,,0.18572478233032266,,,,
Padi2,,0.2861276151886604,0.2931921571317499,,0.233618236815872,
Abcb1a,,0.2443443052509745,0.2407364758025468,,0.2521824359097244,
Parp1,,0.3848419621565002,0.2838900476675055,,,
Tcerg1,,0.2376826328124872,0.31125123608170324,,,
Cx3cr1,,,0.18657813924585773,0.14030722262775613,,
Smad7,,,0.1643937958478396,,,
Bclaf1,,,0.18207246778970665,,,
Mcm5,,,0.2755282840561916,,,
Fkbp1a,,,0.23529003232811166,,,
Rbl1,,,0.25305355203078705,,,
Il10ra,,,0.2565731830218694,,,
Klra8,,,0.29789976922324163,0.05729713269600222,,
Kntc1,,,0.3141381062938073,,,
Rbbp7,,,0.3572800654894152,,,
Cd37,,,0.19492833409671811,,0.19492454297595924,0.2301433587881641
Klra4,,,0.20107094991496047,0.14002002629386845,0.33603420679452,
Icos,,,0.20511577810337772,,0.2123451401060202,
Ikzf3,0.19354530116835406,,,,,0.14258496407284765
Espl1,0.33017412477690405,,,,,0.2956587843101393
Hnrnpr,0.26647560096650313,,,,,0.2645334513764073
Ctcf,0.2385049411482824,,,,,0.22647233152413804
Ddx5,0.2501180686975216,,,0.2426110910862515,,0.2289394548151392
Il23r,0.2691420253160364,0.0932335153165438,0.07500605777195304,0.1417114976877093,,0.22033773647236649
Pou2af1,0.22964890885170075,,,,0.23033465056390295,
Tnfrsf9,0.2548890755468793,,,,0.2344714948190245,
Cxcr5,0.4191373447047545,,,0.16392296179044272,,
Zfp36l1,0.4491209400703658,,,0.2215413735384744,,
Tox2,0.3024634560078305,,,0.16887075947952898,,
Cd5,0.19806801728332946,,,0.21894129046812413,,
Stat4,0.3365017990181233,,,,,
Cd9,0.3346070458616829,,,,,
Tcf12,0.3266189762203721,,,,,
Zhx2,0.3189206647111488,,,,,
Pecam1,0.2938867804259415,,,,,
Ly75,0.3036907599774584,,,,,
Hmmr,0.29994294997232085,,,,,
Tnfsf11,0.2726857297277962,,,,,
Il6st,0.2862594880138541,,,,,
Abcg2,0.2866243393878507,,,,,
Tlr1,0.2821729945521144,,,,,
Gatad1,0.2799556068911901,,,,,
Elk3,0.2439545150801184,,,,,
Id3,0.241039153280635,,,,,
Btla,0.2325616156639713,,,,,
Jmy,0.23730041074934424,,,,,
Nfkb1,0.22906606038407604,,,,,
Tnfrsf25,0.22657409013150145,,,,,
Mafk,0.2257958363180024,,,,,
Smarca2,0.22516088164652007,,,,,
Cd69,0.2184400225951628,,,,,
Phc2,0.21262869899233347,,,,,
Chd3,0.2486431112645809,0.01567965694692715,,,,
Trip11,0.2635138601171761,,,,,
Cbx7,0.2553015439370907,,,,,
Itga6,0.1664773687489981,,,,,
Aff1,0.19328540310960915,,,,,
Jarid2,0.19831239484141627,,,,,
Epcam,0.19638139495310009,,,,,
Meis3,0.4724309057855826,,,,,
Tgif1,0.4067442130090275,,,,,
Zbtb20,0.4052940524482419,,,,,
Hmgb2,0.3666418557047962,,,,,
Lgals3,0.37532337219618894,,,,,
Il6ra,0.2304393494800091,0.17787792189636656,,,,
Foxp4,0.2282885511281346,0.18123467008446864,,,,
Adam8,0.192141787295474,0.2004114783431732,,,,
Atad2b,0.19266989771695686,0.1829747346624261,,,,
Ssbp2,0.31871796593560964,0.2584495811694628,,,0.08633408960626521,
Pou6f1,0.36638391759870703,0.2626623656673663,,,,
Paxip1,0.3721795540279613,,0.2816351538272157,0.2807190758766274,,
Itgb1,0.548141491324514,,0.20957448567015724,0.19527358140850445,,
Cxcr6,0.2322220943606361,,0.2406129457474914,,,0.22394224076975405
Mcm6,0.4385254604637003,,0.39185229017569456,,,
Mcm7,0.4385376916613944,,0.30913932818587697,,,
Cd6,0.22252082223102596,,0.2283609135555658,,,
Kmt5b,0.2284169296019782,,0.22794967450502296,,,
Ube2b,0.2289523473038141,,0.2283850275851497,,,
Brca2,0.3441321190191593,,0.2886453260777029,,,
Baz1b,0.3211270550998354,,0.28145868009386377,,,
Hnrnpd,0.31477556962094194,,0.2688621093491896,,,
Orc1,0.2431366528190367,,0.30638726885565304,,,
Rad51,0.2751566032482212,,0.28408012804651106,,,
Mcm8,0.2748511997960348,,0.2702385132723359,,,
Dnmt1,0.5570067208479106,0.29380477841200225,0.34425039073011504,,,
Bard1,0.3165095508296411,0.2579567659165593,0.32972902182389124,,0.2269498726990364,
Supt16,0.3118783859907007,0.3104545085230842,0.2958720786366087,,,
Rbbp4,0.3535882620412265,0.3169441708460279,0.3542965719827153,,,
Ezh2,0.3237080436481629,0.3271180214809257,0.3614217931883721,,,
Taf15,0.2470885906128904,0.22616254351064125,0.20456836195130387,,,
Zfpm1,0.21037904772309307,0.2414206183947909,0.2204345519686236,,,
Cbx5,0.3169337227497027,0.1954630510715095,0.291131751317052,,,
Nrp1,0.3654968250576747,0.18296492233737635,0.24119851990786426,,,
Sfmbt1,0.2615641769406887,,,0.3056256512169495,0.2793536596368925,
Tnfsf4,0.4508258176053882,0.3900702703358277,,,,
Sell,0.4078257486331699,0.3056521732639756,,0.09025426196813716,0.1959329347597502,
Kdm5b,0.4422416831450997,0.2948427843789836,,,0.14592234191561196,
Scml4,0.4854883088534139,0.2706778863405945,,,0.12921320705707745,
Entpd1,0.1749771691627661,0.1536687671597868,,0.2649055330894714,,
Satb1,0.2649099885244328,0.18277620640591244,,0.2065741317956235,,0.10227423854510022
Lef1,0.3434085211861885,0.2060018794277819,,0.21532392347635088,,
Tardbp,0.27317639653544445,0.2407181425051656,,0.2444089395916424,,
Ar,0.3174585782929202,0.23518556729742734,,0.2599285271557973,,
Cd96,0.39170418183900574,0.3203245659819851,,0.31158798428544704,0.3509250247037604,
Prdm1,0.33969670505081034,0.2568132234951601,,0.2252730623963867,0.2122831609406476,
Nt5e,0.2588496951291145,0.2049407135259512,,0.17598190949049514,0.1977731822804365,
Klra1,0.3228632510554354,0.3204262388687569,0.3798973750494141,0.4335565191863653,0.2699892253398872,0.5407844608392832
Atad2,0.5116496965143618,0.42428964406036784,0.5463930275236815,0.3291637033140554,0.3357346030805401,0.33923118646475403
Klrc1,,0.3938541647593761,0.2602922984859558,0.2938845639287381,,0.28188319296275416
Cd53,,0.1979723472158651,0.25001235090847845,0.2516659400349978,,0.23210182071866306
Mxd1,,0.2149807625618572,0.2238291708999813,0.2669822054377777,0.1876277715359016,
Sp100,,0.32370973426530825,0.20493245777977348,0.38666985272550797,,
Fkbp5,,0.3156469885029193,0.30823435796294485,0.2893004945002691,,
Smyd2,,0.27356486120298984,0.2157193710471076,0.2045127108764352,,
Klrk1,,,0.30022931211985365,0.2890620479217149,0.2714385970433694,0.2602443809865614
Cd74,,0.1193606793608898,0.19641983812213504,0.4929856112849782,0.26535176896246143,
Ctla4,0.3916921907094016,,0.28481775202179743,0.2783542935799038,,0.3861269749333107
Ccr2,0.23577065705806285,,0.2819642921785037,0.2649983522896569,,0.25131240071675365
Ighm,0.4769079474583074,0.2477806631633907,0.19924703505591052,0.21847053947042006,,0.19945661066954773
Srrm1,0.26088948308892496,0.2645116806790509,0.2547931787821672,,,0.2326070452655293
Aurkb,0.2908044412694314,0.2659302347315694,0.29853420263546393,,,0.28715611933561874
Itga1,0.2125057694671147,0.2263782507928724,0.2415359583281101,0.23736719693976485,,0.228049328730066
Tnfsf8,0.3116338137427206,0.19606130204812086,0.14648179425044594,0.1673466054788802,,0.18403291137315575
Il7r,0.2721634750412731,0.19858889131360996,0.21549285684207564,0.1357891552744974,,0.25584521758674444
Hells,0.4774493930812047,0.4225969429608829,0.31539687419251405,0.4810123944723934,0.2613026557138285,0.15625201475227546
Uhrf1,0.2965740319929677,0.3311721026146742,0.3997661966537684,0.5535381225144772,0.3989969667848357,
Nsd2,0.4188173985091601,0.35438765876405104,0.4432915237470102,0.3060701924570653,0.2747706481448499,
Mcm4,0.4267824781805153,0.3423882393183636,0.41626232796028895,0.4209272026187507,0.3248101574729854,
Slamf6,0.37116289476782893,0.2742503657256179,0.244285345484906,0.2204137881109127,0.2750673605402396,0.26564257289430043
Btg1,0.456113506310303,0.2579080412302622,0.2318937858008929,0.2282790808194617,0.22656069413980945,0.22171728773144792
Crtam,0.3695762776452704,0.18844542943705,0.20969321232636745,0.20264928525114756,0.16543093761855604,0.1953615435671903
Kdm7a,0.4128074685222752,0.2292850268879135,0.24414581394901616,0.28454419776396017,0.19766301544621692,0.1481784842949088
Tnf,0.22993262311322754,0.18668511533886548,0.1967290535182197,0.17755132972470197,0.24098498481066494,0.3492566766938915
Irf4,0.2388168887801607,0.3394608476703589,0.2967935498635106,0.2519380227668685,0.26030929676626435,0.30622679550078696
Itgal,0.2744120467605033,0.3273766672597504,0.22514309067366306,0.21975652131269185,0.2644617434165933,0.2534013927468007
Il2ra,0.2950262567428819,0.2866493118037121,0.26328859019389456,0.2308830809424542,0.2632800911922266,0.26119803961887
Sema7a,0.2670334421093398,0.2660526517872042,0.2849803465795673,0.2466205021853479,0.2845358139157583,0.2630109059971106
Fcgr2b,0.229437400908068,0.2371015149384685,0.23664141728611635,0.16934270187370448,0.2165356594749208,0.21178924822408346
Klf3,0.2636063242950987,0.2781606259407192,0.20747245604651066,0.2865490001331674,0.2246120575969396,0.23034171738231696
Runx3,0.2355958798075445,0.2140138247651397,0.22339439455193635,0.26326526528375954,0.263095920842582,0.23313617409427784
Zeb2,0.22302939490273066,0.1930574893467633,0.2540606378520454,0.2872461521793596,0.2372526721909583,0.2469678680054644
Klra3,0.368971644248831,0.2206500210953845,0.27332713860943003,0.4142025072608029,0.29252395875657355,0.4111992160084729
Fasl,0.36045140195644615,0.2744137533456733,0.32861038857646857,0.33843739640099785,0.2671498155909737,0.3143022414820135
Fosb,0.30791234155394465,0.23196949419605745,0.2853875852601008,0.313219208493849,0.3194524331491226,0.3219991714997189
Cd226,0.4927332549864264,0.31156489598202985,0.2902681600780307,0.3553687678939865,0.3031288447111371,0.2458317589172672
Klrg1,0.40772326704353207,0.3980561719566879,0.3068161448231865,0.3329389903510929,0.34670282940304803,0.4066197939813277
Klrd1,0.37305962531432574,0.4218086608247392,0.25866825877418104,0.3152410128261049,0.3021368157155186,0.3097845762584239
Brip1,0.3670425192408717,,0.3724744028733813,0.2943537788252061,0.24471876537588036,
E2f1,0.3281174899228436,,0.3031118554647354,0.3263594950754105,0.3289644169938232,
Foxp1,0.3062206259561465,0.17530710574568384,0.1870679532336787,0.18808856365388887,0.20428982743254184,
Snrpd1,0.3545372064956524,0.3114963385805655,0.2348686685671445,0.19985979524445596,0.22252159472405336,
Havcr2,0.3290808200966155,0.26679343350241275,0.23354699144937965,0.2360024405517472,0.18561043607710845,
Wdhd1,0.3094321424098067,0.2843073470921095,0.3594061915222113,0.3584477843948685,0.2447058491435122,
Brca1,0.2457437247695756,0.2620375732779852,0.4109799858779265,0.3130302153803693,0.2452748605866017,
Cenpk,0.3246377188127441,0.2639767000166089,0.3484584162127987,0.2171340649168941,0.301629583451055,
Chaf1a,0.23226882493252035,0.2499131880708891,0.2343793829568642,0.2672408239630576,0.2598858264319261,
E2f8,0.2581840751304232,0.28252245974596835,0.3184979220817534,0.27801245717420353,0.2835370844089558,
Il18r1,0.4211761216034848,0.20346429134451804,0.2141337923763843,0.19831728134310936,,
Suz12,0.29475388561584376,0.2289170106270656,0.2987271682609794,0.2260929750020117,,
Timeless,0.29523980955508433,0.26983091099729545,0.3700845023307297,0.3490358902593869,,
Id2,0.3326736806840207,0.3454631633016989,0.29314599903920696,0.28887696624695264,,
Klra6,0.23968297987476425,0.2377175110050136,0.30417552885139304,7.728537270299623e-06,0.4400333631508716,0.3306694530964655
Notch3,0.3667716522378605,0.1560814831356589,,0.05979773926130636,0.4070606802269908,0.405195143792572
Polr2f,0.32766069805945386,,,0.2554667032593213,0.220019244343446,0.24782428524795425
Ikzf2,0.3200494797478853,0.17268255787183814,,0.2835598468179159,0.3065424364870785,0.2833804591476396
Eed,0.3110702095992425,0.2729200243197135,,0.19189118973732805,0.19318683535386624,0.2049409054199873
Cd8b1,0.25871772854826314,,,,0.2294439926607619,0.26061266700340946
Cd83,0.2356376095459871,,0.17568871968675176,0.09384116401328614,0.2206393429846248,0.31496078917924625
Dpp4,0.33368452174038804,,0.2131869983501205,,0.20252720937228744,0.18469580981911565
Tox,0.40827091448145897,,0.26323550675278284,0.1843487558160321,0.3186080124498261,0.2954622513051177
Batf,0.3488562576361567,,0.187042884683147,0.2129583134071603,0.2367357483349405,0.27576236695121986
Kcnip3,0.12456262297905413,0.02347420592015772,0.18065732275793592,0.2525625426666764,0.2169556703007596,0.3399782815478394
Ifngr1,0.2190609407653562,,0.10328147356114674,0.2666574876036694,0.3191174490809707,0.3641475765864156
