gene_name,P2-P1_likelihood,P2-P7_likelihood,P2-P4_likelihood,P5-P2_likelihood,P6-P2_likelihood
Fli1,0.18341552000633185,0.28175897305222913,0.2936673603199003,0.3917057912233321,0.1687566301242622
Atf3,0.14990261009781788,0.2895926185525997,0.2244893907477512,0.3170855255127564,0.16967148144544286
Zmynd11,0.2946133632791709,0.2461186744334017,0.3111112785860778,0.2100169806751729,0.2074278367632552
Cd200r1,0.27784532789446065,0.2591803045385009,0.3360526240976972,0.2759639838486843,0.2083741845132171
Abcb1a,0.3057778193506601,0.30445812358951435,0.34218550374033313,0.2443443052509745,0.2473382733916099
Tcerg1,0.3326062231793889,0.2910710597828166,0.25130944831612073,0.2376826328124872,0.3299505538269259
Smyd2,0.3354739776865465,0.29783369083052685,0.272440476304347,0.27356486120298984,0.3278306045412541
Sema7a,0.28270702333011793,0.24773394796389214,0.2951944061272036,0.2660526517872042,0.2929708747198907
Tnfrsf4,0.3075365585670328,0.289819485839706,0.2758260286231493,0.2533519679144935,0.2548517175350214
Tardbp,0.2760235319473028,0.30299147737110216,0.2437637163515005,0.2407181425051656,0.28921010101851763
Ikzf2,0.254560721974159,0.29790674636941183,0.20611081104784248,0.17268255787183814,0.15311260923329398
Nrp1,0.2259805054511871,0.2919916339904756,0.2032619655611169,0.18296492233737635,0.16099749040962458
Nr3c1,0.22889472016672155,0.21358892585905398,0.2565978878606622,0.2425246473164095,0.16391159439114286
Gadd45b,0.2627496175194294,0.2391318606254732,0.22959084284840744,0.2032196242562872,0.1848225712377526
Nt5e,0.25911242555090597,0.19320963949760836,0.2293156346080571,0.2049407135259512,0.19798586349684227
Klra6,0.14359804119110764,0.26823136988651536,0.3169418924337053,0.2377175110050136,0.25313304539174963
Itgax,0.1937247283315431,0.2503828226347518,0.3344321836345591,0.2609280487659017,0.2823987278432071
Padi2,0.1915509758758104,0.17536412499852488,0.23232469203906425,0.2861276151886604,0.2607081889491821
Itga1,0.18064610989634028,0.16996655315157708,0.2432210349282535,0.2263782507928724,0.2367921916164865
Ahr,0.22352530093168144,0.1813760638265084,0.31665954246049965,0.19967774037964525,0.20937976455970592
Klrb1c,0.18263489764879665,0.21662153490088293,0.2886217236581777,0.18572478233032266,0.25547483261140363
Zbtb10,0.3278495642758857,0.2707583719359773,0.5103064354242004,0.2180939479720141,0.2567403335677406
Csf1r,0.3552465554575361,0.17512086320089285,0.3830195294876584,0.4045003752968432,0.2559471137739124
Sell,0.3829200990927484,0.18381512012447151,0.33182993914213604,0.3056521732639756,0.31755605316172303
Btg1,,0.38783011146123625,0.5466648330124627,0.2579080412302622,0.2405541303279113
H2-Eb1,0.1274256638569445,0.30838842711797404,0.4336872291707243,0.2106622679150271,0.16100771782670534
Plaur,0.0043436287641273295,0.312079588071346,0.3824714656905363,0.1791536954445352,0.04361007223412675
Apex1,,0.3317821932227494,0.30889385850126383,,0.3283122291670157
Pdcd11,,0.2355843922973644,0.28566931147944746,,0.3119733560905251
Mvp,,0.24900097467619686,0.2250936219600941,,0.21107847924241532
Tlr2,0.07918992455873848,0.1828599900950816,0.2304401443617831,3.234199261564799e-08,0.14012974168404385
Wbp11,,0.3815428143550195,0.3441685148819508,0.23953637848703804,0.2773169488111145
Btg2,,0.4007823043744617,0.3212999959052514,0.2756710285375408,0.24927393990962324
Fcgr2b,,0.3319401432906764,0.2521262331375453,0.2371015149384685,0.2578396828351218
Nmi,,0.31420191829404137,0.20729745038531025,0.2154759889763104,0.2670754523718961
Safb,,0.23351554739216454,0.31051185607264914,0.2659380020551256,0.30379045309475977
Runx3,,0.2752260209660295,0.2653471682256615,0.2140138247651397,0.27542781204717304
Irf2,,0.2408730337565455,0.2502090994227648,0.25349865803708715,0.2627281120729293
Foxp4,,0.26073599323213315,0.17981587859718887,0.18123467008446864,0.20464085087898146
Trdv1,0.03211642878403505,0.23446379782395685,0.1702418718093378,0.2472948373366102,0.18051825620628434
Arntl,,0.18307092718579135,0.19981728596814835,0.15479090662525566,0.1611441131601671
Phf14,,0.16418902468589808,0.15735527284649356,0.23200716553776105,0.13873441474221498
Zeb2,0.11704612608578008,0.2191229144501206,0.17429721250873767,0.1930574893467633,0.21349565163537607
Cbfa2t3,0.13156979173470765,0.18661815375435,0.14193212822204074,0.10633619381487112,0.16305513748244574
Itgb1,0.24081889625298136,0.3948426997441599,0.2866399257442309,,0.2608842270906995
Ddx20,0.3048667453614076,0.3263747441007976,0.31984592280678065,,0.29213471709549843
Epas1,0.33974648990311523,0.3969415679052785,0.2836654861469524,,0.24260484595124035
Kmt5b,0.3111208833764566,0.3575490878021005,0.29777522942870954,,0.22109963096842994
Smad3,0.20578808936448015,0.28162531121249146,0.2575416343924005,,0.21323054060214447
Cd40lg,0.2320592889722001,0.2512127812737273,0.2442911593029451,,0.2277473571333904
Rad51,0.26891876311342505,0.24494732257689003,0.30652161900562463,,0.32601122327317883
Phf19,0.27036881978878685,0.259106855555231,0.25463928580194256,,0.2955217315687353
Baz1b,0.5653747899455892,0.469038511553967,0.29292725325491764,,0.3070136175574302
Brip1,0.615905807378758,0.536039547656933,0.3118927107426406,,0.3829741537947339
Mcm8,0.3486633306868768,0.4374784941745765,0.31033713231288035,,0.4108685815821375
Zbtb20,0.4531372866023508,0.4254493772261068,0.31455204214894383,,0.18349159184223734
Gtf3a,0.5107076512120954,0.3120417759871567,0.3471730581134824,,0.2696763374630969
E2f3,0.5243073777179265,0.3687798072472497,0.292597336411216,,0.3847490801810472
Mybl2,0.3920855886027875,0.3332599010580434,0.2768504258966333,,0.2819220897405201
Cbx3,0.4457097118239658,0.34586345432625304,0.27326040598528684,,0.3191194218953175
Kntc1,0.4391977131120393,0.3694321020539101,0.27458559160654544,,0.31740499069309625
Brca2,0.4546433792674902,0.3831561609657459,0.3214335616642293,,0.34048085889819857
E2f1,0.4742654461454324,0.3352209778242424,0.3142764466045748,,0.3599334857352837
Tcf7,0.6903635159096441,0.6555540481635596,0.3941683359355062,0.3083588948205481,0.3306690933024685
Dnmt1,0.7214907434665103,0.6086875430842148,0.3864018525750807,0.29380477841200225,0.3649821046841991
Brca1,0.6743027920299097,0.3297961133472623,0.3148482407593179,0.2620375732779852,0.4247632188113255
Fkbp5,0.637582879109459,0.405620396128776,0.4073585405735276,0.3156469885029193,0.3460846375269774
Bard1,0.5666522072761125,0.5123956944371216,0.2935837533815892,0.2579567659165593,0.3627695411799819
Suz12,0.5713533801977096,0.5470282298724003,0.38277170603558,0.2289170106270656,0.3939692085639404
Aff3,0.6246595044517452,0.5323984545140751,0.38183788533339097,0.3015640370024734,0.2774486510866365
Prdm1,0.5302711988173638,0.524459743388157,0.3668920708242,0.2568132234951601,0.26883387816207177
Havcr2,0.5307069732408395,0.5110502178149708,0.43882159717564,0.26679343350241275,0.2913225637064231
Supt16,0.6456676761201172,0.5577517784398263,0.5259953621558724,0.3104545085230842,0.3968706578985355
Rbbp4,0.5890061320247034,0.5358296283241749,0.491701964483127,0.3169441708460279,0.4374013301943968
Parp1,0.5559535221429707,0.4787863198738582,0.4107722468889068,0.3848419621565002,0.4550938119809696
Pa2g4,0.5017349738315081,0.463049819713644,0.3957714183210893,0.3549714292137188,0.4421849672800677
Timeless,0.5889710102853216,0.4661492456646026,0.440255826787605,0.26983091099729545,0.41347459409681053
Uhrf1,0.5540648303387892,0.4549668333590906,0.4246154532616305,0.3311721026146742,0.41306340301902017
Tfdp1,0.5418846784646544,0.5109166088311959,0.4434822985411535,0.3069350154208968,0.43737227879923335
Sp100,0.3479215993019318,0.5032998258159438,0.4613480602885593,0.32370973426530825,0.4150434179487823
Cd226,0.3995002625349245,0.5616786838297188,0.4024508922362645,0.31156489598202985,0.3697911696862449
Scml4,0.4453542282077169,0.5179898336689179,0.2610898438050513,0.2706778863405945,0.26559530893327393
Kdm7a,0.4883695221702506,0.5027687312379638,0.3179436280225881,0.2292850268879135,0.2399359312424616
Il7r,0.5430326806181794,0.4110063726256857,0.4305698454224139,0.19858889131360996,0.1658820237735911
Foxp1,0.4925004502285815,0.4415778181859563,0.33380124860014776,0.17530710574568384,0.1979048590498435
Lef1,0.5204648795023413,0.4112752296281256,0.33446540307549844,0.2060018794277819,0.23012399987201515
Klrg1,0.3670240441684861,0.3595936896662487,0.3859503321052928,0.3980561719566879,0.24377720581872345
Cd300lf,0.2630400726314979,0.4528384712483646,0.298404882381125,0.3207580139003053,0.16723809189357414
Itgal,0.294696903984114,0.4295260351562572,0.34102461937207323,0.3273766672597504,0.28686724778219125
Eed,0.4080705260967615,0.42632126486390093,0.2419233142036293,0.2729200243197135,0.2378342609205395
Srrm1,0.3659421053844043,0.4157275652753639,0.3478849378119228,0.2645116806790509,0.2568440970216297
Pou6f1,0.3563180970644369,0.3795990310319647,0.27976271428943456,0.2626623656673663,0.2149751595113944
Il2ra,0.344307044126634,0.3643815900267436,0.2846632821136497,0.2866493118037121,0.2658947035965229
Btbd11,0.4163894716189617,0.3017054426415868,0.3599732040315181,0.2629472453824652,0.23404497291128185
Kdm5b,0.4296191553469421,0.3840898429155206,0.31499530899124,0.2948427843789836,0.17971180585754373
Ssbp2,0.3739616289237301,0.34612971837570383,0.30999583886959386,0.2584495811694628,0.16233695925285468
Cd96,0.3867561110761816,0.3563635962284273,0.3360042147441053,0.3203245659819851,0.317313317161201
Irf4,0.4590334425146127,0.331773370188716,0.28366161095499715,0.3394608476703589,0.2831420940465669
Trip13,0.4673088617920307,0.2953747044696229,0.2919318822890089,0.2541189634321861,0.3361359754469036
Klf3,0.5116380678378344,0.35064732815690913,0.3669064393016566,0.2781606259407192,0.2562320399368992
Cenpk,0.4863866174991179,0.3815257957750362,0.3205460560410021,0.2639767000166089,0.3310407480552265
Chaf1a,0.4586543023932421,0.35573166580872456,0.3627248788602188,0.2499131880708891,0.31757320812919226
E2f8,0.4287761673965991,0.313213061165085,0.39392438808124747,0.28252245974596835,0.4326740904395541
Wdhd1,0.4673662860142036,0.4860898008236516,0.3059269325717376,0.2843073470921095,0.3585051731768969
