X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_draw_graph_fa1,X_draw_graph_fa2,X_diffmap1,X_diffmap2,X_diffmap3,X_diffmap4,X_diffmap5,X_diffmap6,X_diffmap7,X_diffmap8,X_diffmap9,X_diffmap10,X_diffmap11,X_diffmap12,X_diffmap13,X_diffmap14,X_diffmap15
-7.1812496,-0.4750877,-1.1847577,2.5255318,-2.535484,2.2812343,1.6353681,-0.07165458,-0.41547453,-1.0440083,-0.6916293,1.6341485,0.9457922,0.15494494,2.3600898,0.20517562,-3.896459,-0.24404743,-2.9929495,0.7801727,-0.34042555,1.5481243,-3.5060477,-2.011283,1.1647304,-1.606134,2.6875885,-1.4518858,-1.6588634,3.2870932,-0.42932725,-3.3449566,1.039011,0.09481639,2.774796,-0.5654381,5.1864233,0.1501733,-0.022996357,0.06812643,-1.4697347,0.52002174,3.2367306,0.8052508,-0.59288317,1.3625531,-2.186337,1.9620256,1.8725202,3.4695187,-843.3609336543801,-1825.5662576742518,0.026016342,0.023639888,0.00040699937,-0.0025790394,-0.0036268472,-0.0006378277,-0.016250176,0.013273728,0.013034705,-0.0060534338,0.0022963113,0.0023206337,0.00039733952,-0.0008354461,-0.029176803
-5.529116,-0.4865444,-2.307751,2.2595463,-0.050826598,1.4645286,-0.41156062,-0.55996007,1.1682795,-0.92161584,-0.97075444,0.75054616,-1.3368683,1.1819154,1.4365247,-1.1017144,1.2508179,-0.38887498,-1.663967,0.4862439,-2.5316734,-0.841602,0.041601352,-0.19319881,-0.674653,2.5719342,-0.46877334,-0.077000365,-0.20596312,-2.8746564,-1.4434196,0.12372898,-0.62904984,0.4043954,0.62370896,0.5497678,-3.848788,0.9794307,-0.076576255,-1.8170047,-0.5480894,-2.0311074,3.6071112,2.53546,1.7923461,0.44202003,1.1704553,-1.9574804,-2.3253589,-2.4090133,-913.1933536621902,-1678.1675004388255,0.029863307,0.026607942,0.00024095464,-0.002628549,-0.007967814,-0.00047206998,-0.017117482,0.013555449,0.01038445,-0.01067139,-0.0025563294,-0.0043524075,-0.0032335853,-0.0007280887,0.0018011354
-6.789916,2.243153,-0.6272918,-1.2482355,-2.3520865,0.27205825,3.167695,0.9288978,1.6288902,-1.8886794,0.30927753,0.048625086,0.7335081,-0.59755087,-2.0562992,2.8208973,-0.8325833,-2.813686,-1.0188912,-1.2070665,1.1369592,0.16010892,1.0783045,0.30578372,-1.061833,0.911458,-1.0476502,-2.2587337,1.0212994,-0.41581383,1.050229,0.71490675,0.89067173,-0.9748725,-1.136538,0.9938941,-1.9073356,-1.8695761,-0.92380327,-0.6726878,1.4365083,-0.4850961,-0.59854704,-2.1322837,0.85568357,0.38577843,-0.35259956,-0.63027346,-0.49694052,-0.107391134,-662.4018179323814,-1406.2693905208241,0.029624352,0.023345452,0.0038188498,0.0013043586,0.005579502,0.0034710576,-0.00974676,0.023755604,0.013982614,-0.0045291665,0.0077987113,-0.0015698146,0.003508507,0.005430902,-0.009662129
-4.6386375,-1.298591,-2.6650789,1.6819009,1.2241585,-0.3720474,0.7164238,-0.18780302,0.62913716,1.4883204,1.1106817,-0.22003067,0.44168338,-1.163712,-0.36382592,-0.072292835,1.3554845,0.52652925,-0.07112684,-0.6803881,0.98580307,0.28871515,2.0386257,0.07219778,-0.6810196,-1.4120364,-1.0926565,5.091094,0.7318558,4.3047886,-1.0414823,0.54831624,2.0585356,-0.712377,-1.51257,-3.0389004,-2.6552744,-0.5013391,-1.3395041,-0.006746836,1.730071,1.3979543,2.696312,2.9412782,0.31432584,0.68990964,0.9657814,-1.5271456,-1.5922136,3.5761938,-1585.1921263408997,-1289.0234007847546,0.027695904,0.024982432,-8.400703e-05,-0.0040574092,-0.009835221,0.00019084099,-0.023838198,-0.006103817,-0.018346945,-0.009497799,-0.0011315033,-0.0039202906,0.00028563023,0.00027329824,0.013518976
-5.2882066,-0.3950381,-1.7078866,1.5222176,1.213086,0.24066916,-0.27417287,-1.156697,0.33855736,4.974226,-2.1311905,3.4465637,2.1987765,-0.6941027,0.21371797,-1.2873014,-0.42564765,0.9890202,-0.1923969,-0.2951541,3.520335,0.82230216,1.0058142,-1.0066545,-4.280361,3.2006454,1.2519008,2.5075986,-3.5901206,3.4316812,-2.970472,0.6993205,0.30898786,-0.34681284,-0.4766715,4.184081,-2.804996,-3.70819,-4.5822396,5.3866615,-2.7737825,2.697014,-1.3108709,-0.3580775,2.0189764,0.620979,-2.9354544,3.0718179,0.81680787,-1.128064,-1926.953761779015,-1143.3205073073711,0.029151525,0.026592182,0.00020294148,-0.005038081,-0.011382678,0.0010953181,-0.02794995,-0.014687377,-0.032466043,-0.006947815,2.0751891e-05,0.0013628558,0.0044472436,-0.0011014212,-0.054130454
-6.177531,0.7303363,-0.4740964,1.7416822,-2.1075623,-0.24381314,0.8358083,-0.3992838,0.5458055,2.2595265,0.56315935,-0.37349156,1.6781875,-2.5692813,2.1964452,-0.19569758,4.1893578,-1.5734864,-1.961829,-0.19160159,0.43872413,0.93807185,-0.4381423,0.01604032,-1.1412271,1.2493607,0.74400383,0.8974308,2.0635464,-2.676534,-0.37952963,2.0005276,-0.80392116,0.8091643,3.0421836,0.90912926,0.08986317,1.2335755,1.5126264,-1.557356,-0.4371607,0.19892778,-0.045433477,-1.5325109,-0.684441,-1.243014,3.4079292,-1.445972,-1.3156075,0.8653662,-1595.7575230851448,-1145.872550986267,0.027836118,0.024588367,-0.0005670584,-0.0045203324,-0.007165401,-0.0011893157,-0.02533361,-0.012516271,-0.02223742,-0.00821994,0.00056923775,-0.0019714418,0.0008471456,0.0011000361,0.022342242
-0.16311067,-4.5418134,3.5591004,-0.90279037,1.3787181,0.680348,-2.9856184,0.1501285,0.97406614,4.7501125,2.4075193,0.7153338,-1.3769277,1.3920882,-3.5455334,2.733578,-2.5807333,2.655541,-3.3382885,-2.3238318,2.868915,7.802251,2.041665,-4.325692,1.2329854,-3.4356718,-5.6829896,-5.955945,8.044018,-0.6965101,4.4315667,6.9324846,-11.314368,5.5437217,6.297753,-10.437215,15.994912,-2.0210354,-1.3128988,-2.3271353,-8.016074,-6.110948,-0.34943923,6.726896,-3.9789734,-0.42409262,1.3606296,1.2834142,10.46249,-10.48093,-651.2806194649797,-240.3112403148305,0.030521104,0.018629521,-0.006344525,-0.0058871573,0.0005112932,0.0026520223,0.028060867,-0.026089137,-0.017627222,-0.0024006176,0.0031165734,-0.009424036,-0.0006154392,-0.0033697025,0.012254607
12.910472,-10.629176,1.2635051,6.1960588,-0.803171,0.17554168,-0.97840315,0.35703772,-0.11710555,-3.2479472,-1.9664185,-0.13184232,2.1399229,-3.4964879,-0.43707296,1.1306983,0.41330454,-1.7578602,-0.600462,-2.2816372,2.0115721,-0.79144174,-0.16278158,0.06245372,-1.4374335,-0.38365582,-0.088533245,0.8785649,-0.9017409,-0.33537665,1.8036323,-0.7596243,-1.0287274,1.1004214,-0.3666975,-1.7690529,0.35711506,-0.9213842,1.1331626,0.7127542,0.6374997,1.1638523,-0.47167656,-1.2461317,1.6684408,-1.5628989,-0.6606894,0.15451074,0.0641373,1.0046453,3422.569356352025,1100.3060972447818,0.029906554,-0.04413377,-0.096713856,0.010923666,-0.012201557,0.066433646,-0.024635226,0.030547068,-0.011027151,0.051859967,-0.015071667,0.0040088953,-0.018436953,-0.024208685,-0.0003089247
13.110109,2.3410606,-3.7841377,-1.1901394,1.7293144,-2.3798957,2.4591527,-2.226465,-0.2770094,2.4811783,0.038172208,-0.033064455,-2.8884077,3.2240398,0.70839703,-1.9152944,-0.010404631,1.7478714,0.26327974,-0.25700966,-0.6052846,-0.46028486,-2.085686,0.33499467,0.68239677,0.54400504,0.95530015,-1.8369668,-0.45238858,0.6101024,0.12622975,0.6094042,-1.5552856,0.0058966824,-1.805344,0.3981396,-0.6652493,-0.6565569,0.3443008,0.3081722,-1.3869305,0.69019943,0.10662287,0.5061266,1.6693957,0.12536345,-1.4820733,1.1475344,0.7837356,0.5446523,2594.4722092331076,3124.5025098141523,0.029627377,-0.04589227,0.01786357,-0.05602288,-0.022185434,-0.059826884,0.0039889994,0.031893753,-0.019484768,0.016809385,0.025041498,0.006128543,-0.02140159,-0.029530926,-0.022965932
-0.6235944,2.484471,-1.8848835,-2.5694685,5.3295217,0.99309283,-1.5982151,-0.49336776,-1.2469201,-0.23197715,-0.44274366,0.4297891,-3.3858697,3.2476075,1.8767359,-0.5671165,-0.44200772,1.2612599,0.2129924,0.7808082,-1.1389687,1.1754903,-0.5278331,1.6800816,-0.7696708,-0.05758447,1.6066962,-1.3199775,-0.20709519,0.045572095,-0.11766497,0.06093753,-0.13145968,0.42424098,-1.3164912,1.2223767,-0.7136076,1.0802475,-0.54922837,-0.76648766,-1.9762874,1.1469458,-0.6248618,-0.70158744,0.2980672,0.87325895,-0.048336674,-2.2179413,-0.56375676,-0.5733516,1452.483542221158,1567.5032262827592,0.02956994,-0.025412658,0.010394262,0.06612286,-0.009385208,-0.06548771,0.009859332,-0.0024126305,0.00021096691,-0.0059528654,-0.09297871,-0.036958925,-0.047948726,-0.02939671,-0.0335631
-7.067762,0.6493291,-3.0489285,1.9659226,-1.339653,-1.3754689,-0.29147294,0.16621803,-2.4209602,-5.266451,-1.598498,0.42282623,-4.0559664,1.4783379,2.0941546,-1.2705983,-1.0344348,-0.501282,0.38634467,0.46056935,-1.7634907,-0.7448018,0.2803721,0.8190966,2.052633,2.0445755,0.24216309,-0.8785797,-0.49185383,-2.057293,2.0355144,-3.546026,2.4434886,1.7923884,0.41761085,0.16084276,0.5909393,1.6582992,-1.4403567,-1.1656576,0.9121971,-0.32174394,-1.6034127,-2.3192868,1.5152323,-2.4352381,-0.9746669,1.8110715,0.12622364,-0.23644003,32.22882353001791,-2042.1111887643908,0.02841392,0.027161086,0.001256836,-0.005156674,-0.008718205,0.007230655,0.01625364,0.0590763,0.068190545,-0.014715974,-0.0029572437,-0.0009121179,-0.00046402085,-0.0019784316,-0.0074586985
-8.594363,2.191457,-2.5042758,3.400547,0.833918,-0.7170173,-0.54811877,-1.6152745,-0.053723514,3.0124128,-1.5971705,0.80427784,2.6341429,0.07210231,0.5262854,-1.4272724,-3.0691018,-0.4886129,-1.1372485,-0.7659345,0.97248536,0.6551827,-3.1146154,1.2612542,0.49399656,-2.2703114,0.020759407,0.051712632,-2.1062908,0.34895802,0.81888974,-1.2213886,0.9377821,-2.2268076,0.46005884,1.447112,0.31418678,-0.19687809,0.4843888,-2.1191726,0.7063199,-0.9878837,-1.3484366,1.4869738,-0.73726827,-0.962389,2.0986135,1.2854736,0.9022765,-0.7177023,-1760.2806405228641,-1579.3812603659976,0.028046554,0.026156636,0.0003792032,-0.0037600112,-0.00794305,-0.0010927428,-0.031140303,-0.008133418,-0.020544855,-0.004246921,0.0020927163,0.0055374675,0.00556728,-0.0023008734,-0.078231186
4.7652397,-6.2102346,14.630087,-9.097439,2.651998,-2.4347973,-5.477585,1.0114979,-0.3164359,-3.6552718,7.6228,-5.916813,1.2883517,11.385846,-9.55062,7.7477937,13.257863,13.554678,8.159669,-3.6545136,-5.5248237,-8.124846,-0.07662686,-4.2442317,-7.744878,-10.199085,12.870789,-1.4810829,0.89262754,-1.8931136,6.97812,0.055962104,-8.642129,9.330786,5.3575025,-18.049154,-4.64658,-0.13658936,18.864655,2.7363296,12.749811,-7.172245,-1.4060441,-2.7874048,-9.276323,17.974234,3.5975018,-0.21600361,-8.833837,-1.9111369,-527.7658707066405,124.2284048707801,0.031943426,0.020642271,-0.0005720136,-0.006293202,-0.005428856,0.0132348,0.08397997,-0.026469305,-0.027535483,0.034188803,-0.005989367,0.006369123,0.011334825,0.0038309952,0.029340966
11.45875,-8.994881,-0.77256453,5.765166,2.763743,0.29778233,-2.1596441,1.7636865,-0.5965757,-2.6197371,-2.0696735,-0.14143781,0.33793274,-1.5813007,-0.3453577,1.9384516,1.0369468,-0.6659468,0.79552114,0.19222733,-1.336443,0.0731554,-1.3572879,0.06310744,0.90721536,-1.2488399,0.083331585,0.037763234,0.21463199,-0.3751788,-0.94747734,-0.9716409,0.041795008,-0.6982902,-0.36503023,0.08644243,-1.5862784,-0.45366418,-0.7355579,0.29567528,-0.5390462,-2.4354472,1.3278812,-0.27641842,0.23331365,-0.6121252,-1.7728568,1.3833894,-1.1772871,0.15574002,3226.885405565008,1276.031333839061,0.029706892,-0.042560063,-0.08094865,0.031098932,-0.03405136,0.053626716,-0.018371658,0.01717123,-0.0022806316,0.046713248,0.05255292,-0.03976146,-0.031041628,-0.034268785,0.002372793
12.140652,-4.195206,-3.1876955,0.69288737,-4.2912064,-6.093787,3.12213,-3.0150201,-0.11150071,2.5435712,1.0702015,0.37079102,-2.8922572,2.70126,1.1512672,-3.1705801,-1.778919,1.2162664,2.0627017,1.9482065,-3.6341455,1.1182473,0.5451711,-0.5712838,-0.7612283,-0.6744107,1.3419757,-2.035345,1.0139071,0.48905745,-1.6152039,0.070248574,-0.77619916,0.3870892,0.097502805,1.4790484,-2.250379,0.46442825,-2.5731394,-2.3667898,0.21389186,2.0888565,0.043079995,-0.57882273,0.68709713,-0.33901417,0.22572541,-2.1655254,-1.0315212,0.31632578,2813.754517087176,2677.6624606881273,0.030778307,-0.046742436,-0.009197943,-0.08060971,0.0025565238,-0.08747789,0.009915418,0.050239258,-0.03421892,0.0030082995,0.011410011,0.00473593,-0.0064211623,0.0043644197,-0.0047056945
15.640321,4.712234,-3.418812,-1.6693052,-3.515615,-3.503476,3.467682,-0.06636962,-0.8529629,2.2300844,-0.5779105,-0.44055277,-2.2273564,2.410565,0.03693951,-1.5705255,0.3479436,-0.2502577,-2.267448,-1.2425377,0.46901643,1.2302295,-0.7050509,0.73003346,1.3399507,-0.5363973,0.3681,-1.2452857,-0.86530495,-0.7536498,0.36838904,0.7595742,-0.40527406,-0.7608062,0.20788196,-1.6700809,-0.9096263,-1.8280058,-0.2755837,2.6197033,0.75951916,-0.13445967,-0.9556912,1.8204684,-0.06257509,-0.37592936,0.2193518,-0.25311273,-0.07790659,-0.63764024,2428.284708044127,3614.807780192957,0.029556492,-0.047857855,0.034432054,-0.06759843,-0.019736636,-0.019096674,-0.012563842,0.0045995275,0.007875385,0.04027079,0.007689204,-0.047265764,0.01817031,-0.003525898,0.003422339
-1.4869596,3.8296583,-1.8412404,-1.5038104,-6.8953876,2.6146264,1.9407341,0.564727,2.6378202,-3.6267147,-1.9656436,1.2165194,2.8956091,-5.1377687,2.2757096,-0.98566145,-2.092969,0.14327139,2.0654886,2.3609602,0.91973823,0.72300595,2.8030992,1.7500906,-1.3543618,1.8389924,1.1263543,0.089132704,-2.6670897,0.6925786,-1.5613788,-0.83259374,0.94669384,-0.66155213,4.396775,1.2181605,-0.06525868,1.0445929,1.5259783,0.18816127,-1.1642168,-1.2637942,-0.38184077,-0.7689035,-0.49842808,2.5466416,-0.021224253,0.63085747,2.3534403,1.4459621,288.4976073062391,896.4756375663694,0.03184409,-0.0027717513,0.024805086,0.017644482,0.046867345,0.02869148,0.008970891,0.03950549,-0.02146643,-0.015981628,0.02682742,-0.018556746,-0.0037462704,0.030505173,-0.027337234
-5.59098,-1.3522875,-1.9431034,1.746848,2.6692488,1.553705,-0.8196932,-0.936433,-1.3006155,0.08063053,2.546845,2.4917912,2.281367,-0.5700388,0.24791056,0.7878723,0.49692315,0.48217064,1.8763324,2.6776152,-0.09564114,-1.4494838,0.95401734,0.061038055,0.12576818,1.9402821,-0.5374522,-0.46363175,-1.0761658,0.060804255,-0.12565838,1.7433614,0.7836228,0.96540374,-0.4746766,1.0022434,1.0612372,-1.0796711,-0.8790793,0.46797925,1.2735608,-0.5386014,-1.1303666,-0.9979925,-1.039165,0.8911415,1.1207976,1.1496751,-3.7963388,-1.746126,-1846.5695086499104,-1210.6023787264662,0.030509975,0.02667894,-7.440345e-05,-0.0029908775,-0.009735575,-0.001987418,-0.03259305,-0.015040831,-0.030934395,-0.008092697,-0.0027595065,-0.0046466286,0.0008661961,-2.6785028e-05,0.013065353
-0.8301924,-8.316145,3.3040442,1.6756879,-1.9971108,0.41691706,0.34308377,2.153946,2.4580417,0.15213291,1.883196,1.0916798,1.1488217,0.06548484,-3.4691122,2.1749148,1.7448112,0.2735952,-0.48552126,-2.0738976,0.7732031,-0.6322333,-0.90518063,-1.5603609,0.04703743,-0.54028916,-1.0754147,-0.6848866,-2.3060834,0.22633398,1.1794016,0.13516146,-0.045334928,1.7908967,-2.5813916,-0.2132099,2.007013,-0.816012,0.5633452,1.044085,-0.6140554,0.41215155,-1.7565981,1.643897,2.533391,1.2072723,-1.6786853,1.3202876,0.68904716,1.1063024,1195.1787872155815,211.8107335499256,0.02790018,-0.0066440194,-0.038708672,-0.009861002,0.045197126,-0.009891036,0.021977335,-0.061247922,0.024960082,-0.066303924,0.03686414,-0.055242173,-0.02020055,-0.021267109,0.0125335725
